Orthogroup	AAEG.longest_only	CPIP.longest_only
OG0000009	LOC5575580|XP_001662060.1|AAEG, LOC5575581|XP_001662059.1|AAEG	LOC120421295|XP_039440420.1|CPIP
OG0000009	LOC5575578|XP_001662062.1|AAEG	LOC120421293|XP_039440418.1|CPIP
OG0000009	LOC5568406|XP_001658054.1|AAEG	LOC120430193|XP_039451208.1|CPIP, LOC120430194|XP_039451209.1|CPIP, LOC120430179|XP_039451193.1|CPIP, LOC120414768|XP_039432015.1|CPIP, LOC120414769|XP_039432016.1|CPIP, LOC120422527|XP_039441920.1|CPIP
OG0000009	LOC5578292|XP_001663820.1|AAEG	LOC120413328|XP_039430036.1|CPIP, LOC120413359|XP_039430078.1|CPIP
OG0000009	LOC5576588|XP_001656165.1|AAEG	LOC120413353|XP_039430071.1|CPIP
OG0000009	LOC5576275|XP_001662564.2|AAEG, LOC110680468|XP_021711965.1|AAEG, LOC5574006|XP_021698494.1|AAEG	LOC120422471|XP_039441860.1|CPIP, LOC120422470|XP_039441859.1|CPIP, LOC120422469|XP_039441857.1|CPIP
OG0000009	LOC5574009|XP_001661092.2|AAEG, LOC5576277|XP_001662566.2|AAEG	LOC120422468|XP_039441855.1|CPIP
OG0000010	LOC110677925|XP_021705635.1|AAEG, LOC110678359|XP_021706812.1|AAEG	LOC120430236|XP_039451249.1|CPIP
OG0000010	LOC110679800|XP_021711223.1|AAEG, LOC110679815|XP_021711240.1|AAEG, LOC110676735|XP_021701442.1|AAEG, LOC110679807|XP_021711231.1|AAEG, LOC110678205|XP_021706523.1|AAEG, LOC5579072|XP_021707705.1|AAEG, LOC110678837|XP_021708007.1|AAEG, LOC110679751|XP_021711173.1|AAEG, LOC5578499|XP_001663888.1|AAEG	LOC120422947|XP_039442463.1|CPIP
OG0000010	LOC110679808|XP_021711232.1|AAEG, LOC5578785|XP_001657155.1|AAEG, LOC110679801|XP_021711224.1|AAEG, LOC110679806|XP_021711230.1|AAEG	LOC120415441|XP_039432923.1|CPIP
OG0000011	LOC110678451|XP_021707047.1|AAEG	LOC120423446|XP_039443198.1|CPIP
OG0000011	LOC5570988|XP_001659449.2|AAEG	LOC120418269|XP_039436521.1|CPIP
OG0000012	LOC5575907|XP_021696041.1|AAEG	LOC120419492|XP_039438114.1|CPIP
OG0000012	LOC5575913|XP_001662283.2|AAEG	LOC120419485|XP_039438104.1|CPIP, LOC120419486|XP_039438105.1|CPIP
OG0000013	LOC110679353|XP_021709456.1|AAEG	LOC120421446|XP_039440586.1|CPIP
OG0000013	LOC23687769|XP_021707218.1|AAEG, LOC110680223|XP_021711729.1|AAEG, LOC110678530|XP_021707216.1|AAEG, LOC110680222|XP_021711727.1|AAEG	LOC120414719|XP_039431959.1|CPIP
OG0000013	LOC110678734|XP_021707697.1|AAEG	LOC120419254|XP_039437842.1|CPIP
OG0000013	LOC110676139|XP_021698547.1|AAEG	LOC120425238|XP_039445606.1|CPIP, LOC120426202|XP_039446840.1|CPIP
OG0000013	LOC110679299|XP_021709332.1|AAEG	LOC120420165|XP_039439065.1|CPIP
OG0000013	LOC110674153|XP_021693655.1|AAEG, LOC110681562|XP_021713333.1|AAEG	LOC120422142|XP_039441447.1|CPIP
OG0000013	LOC110674150|XP_021693651.1|AAEG, LOC110674148|XP_021693649.1|AAEG, LOC110674151|XP_021693653.1|AAEG, LOC110674152|XP_021693654.1|AAEG	LOC120432512|XP_039453664.1|CPIP, LOC120432517|XP_039453668.1|CPIP, LOC120432516|XP_039453667.1|CPIP
OG0000016	LOC5565155|XP_001649530.1|AAEG	LOC120432083|XP_039453151.1|CPIP, LOC120425437|XP_039445902.1|CPIP
OG0000016	LOC5571832|XP_001659963.1|AAEG	LOC120429254|XP_039450404.1|CPIP
OG0000016	LOC5577991|XP_001656729.1|AAEG	LOC120432396|XP_039453527.1|CPIP
OG0000016	LOC5574526|XP_001655175.1|AAEG	LOC120421049|XP_039440125.1|CPIP
OG0000016	LOC5565156|XP_001649531.1|AAEG	LOC120432082|XP_039453150.1|CPIP
OG0000016	LOC5571971|XP_001660073.1|AAEG	LOC120415835|XP_039433406.1|CPIP
OG0000016	LOC5572985|XP_021710979.1|AAEG	LOC120412557|XP_039428995.1|CPIP
OG0000016	LOC5567309|XP_001651744.2|AAEG	LOC120412554|XP_039428993.1|CPIP
OG0000016	LOC5567310|XP_001651745.1|AAEG	LOC120412537|XP_039428967.1|CPIP
OG0000016	LOC5572986|XP_001654313.1|AAEG	LOC120412538|XP_039428968.1|CPIP
OG0000018	LOC5578131|XP_001663702.2|AAEG	LOC120418854|XP_039437316.1|CPIP
OG0000018	LOC5574853|XP_001661677.2|AAEG	LOC120418893|XP_039437358.1|CPIP
OG0000018	LOC5577643|XP_001656641.1|AAEG	LOC120425088|XP_039445415.1|CPIP
OG0000018	LOC5578698|XP_001657098.2|AAEG	LOC120418900|XP_039437364.1|CPIP
OG0000018	LOC5578135|XP_001663705.1|AAEG, LOC5578130|XP_001663703.1|AAEG	LOC120418884|XP_039437351.1|CPIP
OG0000018	LOC5568889|XP_001658209.1|AAEG	LOC120420819|XP_039439873.1|CPIP
OG0000018	LOC5568885|XP_001658210.1|AAEG	LOC120420796|XP_039439842.1|CPIP
OG0000018	LOC5578136|XP_001663706.1|AAEG	LOC120418899|XP_039437363.1|CPIP
OG0000019	LOC23687711|XP_021707253.1|AAEG	LOC120417104|XP_039435015.1|CPIP, LOC120426863|XP_039447601.1|CPIP, LOC120417105|XP_039435016.1|CPIP
OG0000019	LOC5568699|XP_001652523.2|AAEG, LOC5568700|XP_001652524.1|AAEG	LOC120426867|XP_039447605.1|CPIP, LOC120426866|XP_039447604.1|CPIP
OG0000019	LOC5568702|XP_001652526.1|AAEG, LOC5568701|XP_001652525.1|AAEG	LOC120426873|XP_039447610.1|CPIP
OG0000019	LOC5568703|XP_001652527.2|AAEG	LOC120426878|XP_039447615.1|CPIP
OG0000019	LOC5568704|XP_001652528.2|AAEG	LOC120426877|XP_039447614.1|CPIP, LOC120426875|XP_039447611.1|CPIP
OG0000019	LOC5568697|XP_001652520.1|AAEG	LOC120428181|XP_039449096.1|CPIP, LOC120428060|XP_039448954.1|CPIP
OG0000019	LOC5570298|XP_021708318.1|AAEG	LOC120415075|XP_039432414.1|CPIP
OG0000019	LOC110679382|XP_021709531.1|AAEG, LOC5576804|XP_001662930.2|AAEG	LOC120414371|XP_039431471.1|CPIP, LOC120428640|XP_039449615.1|CPIP
OG0000020	LOC5578721|XP_021693724.1|AAEG	LOC120424275|XP_039444272.1|CPIP
OG0000020	LOC5578720|XP_021693720.1|AAEG	LOC120424246|XP_039444244.1|CPIP
OG0000020	LOC5576192|XP_021693721.1|AAEG, LOC5575949|XP_021693723.1|AAEG	LOC120421785|XP_039440991.1|CPIP
OG0000020	LOC5578230|XP_021697387.1|AAEG	LOC120420106|XP_039438987.1|CPIP
OG0000020	LOC5567254|XP_021706785.1|AAEG	LOC120413926|XP_039430844.1|CPIP
OG0000020	LOC5567250|XP_001651693.2|AAEG	LOC120413930|XP_039430855.1|CPIP
OG0000021	LOC5577439|XP_021709141.1|AAEG	LOC120418811|XP_039437259.1|CPIP
OG0000021	LOC5571745|XP_021708635.1|AAEG	LOC120424111|XP_039444066.1|CPIP
OG0000023	LOC23687491|XP_011493543.2|AAEG	LOC120424653|XP_039444760.1|CPIP
OG0000023	LOC5573293|XP_001654509.1|AAEG	LOC120424643|XP_039444746.1|CPIP
OG0000024	LOC5574946|XP_001655419.1|AAEG	LOC120414088|XP_039431044.1|CPIP
OG0000025	LOC5571770|XP_001659902.2|AAEG	LOC120424200|XP_039444192.1|CPIP
OG0000025	LOC5574772|XP_001655332.2|AAEG	LOC120425545|XP_039446040.1|CPIP, LOC120422939|XP_039442451.1|CPIP
OG0000025	LOC5578783|XP_021701440.1|AAEG, LOC110678738|XP_021707704.1|AAEG	LOC120422949|XP_039442466.1|CPIP
OG0000025	LOC110679738|XP_021711159.1|AAEG	LOC120416729|XP_039434489.1|CPIP, LOC120422943|XP_039442460.1|CPIP
OG0000026	LOC23687599|XP_011493633.2|AAEG	LOC120420109|XP_039438991.1|CPIP, LOC120420108|XP_039438989.1|CPIP
OG0000026	LOC110674007|XP_021708437.1|AAEG, LOC23687740|XP_011492953.2|AAEG, LOC23687722|XP_011492954.2|AAEG, LOC5570715|XP_001659308.2|AAEG, LOC23687872|XP_011492952.2|AAEG	LOC120420107|XP_039438988.1|CPIP, LOC120420114|XP_039438997.1|CPIP, LOC120420115|XP_039438998.1|CPIP
OG0000026	LOC5573680|XP_001661002.2|AAEG	LOC120424841|XP_039445018.1|CPIP
OG0000026	LOC5573679|XP_001661001.2|AAEG	LOC120424843|XP_039445020.1|CPIP, LOC120424842|XP_039445019.1|CPIP
OG0000026	LOC110680302|XP_021711830.1|AAEG, LOC5572855|XP_001660615.1|AAEG	LOC120414676|XP_039431895.1|CPIP, LOC120421347|XP_039440461.1|CPIP
OG0000027	LOC5573906|XP_001654941.1|AAEG	LOC120429915|XP_039450942.1|CPIP, LOC120419654|XP_039438348.1|CPIP, LOC120419653|XP_039438347.1|CPIP, LOC120419641|XP_039438333.1|CPIP, LOC120419652|XP_039438346.1|CPIP, LOC120419643|XP_039438335.1|CPIP, LOC120419642|XP_039438334.1|CPIP, LOC120429914|XP_039450941.1|CPIP, LOC120419656|XP_039438349.1|CPIP, LOC120419681|XP_039438402.1|CPIP, LOC120429933|XP_039450961.1|CPIP, LOC120429923|XP_039450951.1|CPIP
OG0000027	LOC5573924|XP_001654960.1|AAEG	LOC120429926|XP_039450953.1|CPIP
OG0000027	LOC5573923|XP_001654959.1|AAEG	LOC120429919|XP_039450947.1|CPIP
OG0000027	LOC5573914|XP_001654950.2|AAEG, LOC5573911|XP_001654947.1|AAEG, LOC5573918|XP_001654954.1|AAEG	LOC120429931|XP_039450959.1|CPIP, LOC120429934|XP_039450962.1|CPIP, LOC120429936|XP_039450963.1|CPIP, LOC120429932|XP_039450960.1|CPIP
OG0000027	LOC110677065|XP_021703353.1|AAEG, LOC23687652|XP_011493564.1|AAEG, LOC110677066|XP_021703354.1|AAEG, LOC110677067|XP_021703355.1|AAEG	LOC120429929|XP_039450957.1|CPIP, LOC120429928|XP_039450956.1|CPIP, LOC120429927|XP_039450954.1|CPIP, LOC120429930|XP_039450958.1|CPIP
OG0000027	LOC110677060|XP_021703346.1|AAEG	LOC120419680|XP_039438401.1|CPIP
OG0000027	LOC110677062|XP_021703350.1|AAEG, LOC110677063|XP_021703351.1|AAEG	LOC120419648|XP_039438338.1|CPIP, LOC120419663|XP_039438360.1|CPIP, LOC120419649|XP_039438339.1|CPIP
OG0000027	LOC5573904|XP_021698223.1|AAEG	LOC120419660|XP_039438354.1|CPIP
OG0000028	LOC110675725|XP_021697126.1|AAEG, LOC110675724|XP_021697125.1|AAEG, LOC110675728|XP_021697129.1|AAEG, LOC110677266|XP_021704094.1|AAEG, LOC110677263|XP_021704092.1|AAEG, LOC110677264|XP_021704093.1|AAEG, LOC110675722|XP_021697123.1|AAEG, LOC110675102|XP_021695179.1|AAEG	LOC120431646|XP_039452687.1|CPIP, LOC120428342|XP_039449274.1|CPIP
OG0000029	LOC5569555|XP_001658613.2|AAEG, LOC5565113|XP_001649460.2|AAEG	LOC120427995|XP_039448892.1|CPIP
OG0000029	LOC5565691|XP_001650048.2|AAEG	LOC120429043|XP_039450116.1|CPIP, LOC120425400|XP_039445848.1|CPIP, LOC120412437|XP_039428830.1|CPIP, LOC120412438|XP_039428832.1|CPIP, LOC120412377|XP_039428737.1|CPIP, LOC120426298|XP_039446982.1|CPIP, LOC120431774|XP_039452829.1|CPIP, LOC120431776|XP_039452830.1|CPIP, LOC120414517|XP_039431660.1|CPIP, LOC120431779|XP_039452834.1|CPIP, LOC120431777|XP_039452831.1|CPIP, LOC120414516|XP_039431658.1|CPIP, LOC120431778|XP_039452832.1|CPIP, LOC120431781|XP_039452836.1|CPIP, LOC120423531|XP_039443312.1|CPIP, LOC120423591|XP_039443386.1|CPIP, LOC120423529|XP_039443310.1|CPIP, LOC120423562|XP_039443346.1|CPIP, LOC120423590|XP_039443385.1|CPIP, LOC120423574|XP_039443365.1|CPIP, LOC120423530|XP_039443311.1|CPIP
OG0000029	LOC5572841|XP_001660601.1|AAEG	LOC120428050|XP_039448948.1|CPIP, LOC120428047|XP_039448945.1|CPIP, LOC120428042|XP_039448940.1|CPIP, LOC120428049|XP_039448947.1|CPIP, LOC120428044|XP_039448941.1|CPIP, LOC120428048|XP_039448946.1|CPIP, LOC120428041|XP_039448939.1|CPIP, LOC120416967|XP_039434819.1|CPIP, LOC120416965|XP_039434818.1|CPIP, LOC120416968|XP_039434820.1|CPIP, LOC120424280|XP_039444284.1|CPIP, LOC120416978|XP_039434836.1|CPIP, LOC120425984|XP_039446573.1|CPIP
OG0000031	LOC5574171|XP_001661226.1|AAEG, LOC5574170|XP_001661225.1|AAEG	LOC120431052|XP_039452140.1|CPIP, LOC120431053|XP_039452142.1|CPIP, LOC120431044|XP_039452130.1|CPIP
OG0000031	LOC5575324|XP_021704385.1|AAEG	LOC120415232|XP_039432624.1|CPIP
OG0000031	LOC5575329|XP_021705368.1|AAEG	LOC120415239|XP_039432636.1|CPIP
OG0000031	LOC5575350|XP_001655728.2|AAEG, LOC5575349|XP_001655727.2|AAEG, LOC5575351|XP_001655729.2|AAEG	LOC120415223|XP_039432612.1|CPIP, LOC120415228|XP_039432619.1|CPIP, LOC120415242|XP_039432640.1|CPIP
OG0000032	LOC5573538|XP_001654674.2|AAEG	LOC120428276|XP_039449203.1|CPIP, LOC120428278|XP_039449205.1|CPIP, LOC120423181|XP_039442808.1|CPIP
OG0000032	LOC5568353|XP_001658007.2|AAEG	LOC120423329|XP_039443024.1|CPIP
OG0000034	LOC5571297|XP_021695840.1|AAEG	LOC120424428|XP_039444478.1|CPIP
OG0000034	LOC5571109|XP_001659549.2|AAEG	LOC120425576|XP_039446083.1|CPIP
OG0000036	LOC5578693|XP_021711058.1|AAEG	LOC120423312|XP_039443009.1|CPIP
OG0000036	LOC5578694|XP_021711004.1|AAEG, LOC110679707|XP_021711014.1|AAEG	LOC120423302|XP_039442999.1|CPIP
OG0000036	LOC5565959|XP_001650301.1|AAEG	LOC120428713|XP_039449719.1|CPIP
OG0000036	LOC5563616|XP_001647865.1|AAEG, LOC5563663|XP_001647870.2|AAEG, LOC5563550|XP_001647864.2|AAEG	LOC120428147|XP_039449065.1|CPIP, LOC120428149|XP_039449068.1|CPIP, LOC120428146|XP_039449064.1|CPIP, LOC120428148|XP_039449067.1|CPIP, LOC120415924|XP_039433504.1|CPIP, LOC120415923|XP_039433503.1|CPIP
OG0000036	LOC5566508|XP_001650899.2|AAEG	LOC120426062|XP_039446682.1|CPIP
OG0000036	LOC5563566|XP_001647872.2|AAEG	LOC120415922|XP_039433501.1|CPIP
OG0000036	LOC5563662|XP_001647873.3|AAEG, LOC5568137|XP_001652078.2|AAEG, LOC5568136|XP_001652079.1|AAEG, LOC5568133|XP_001652075.2|AAEG	LOC120417580|XP_039435624.1|CPIP, LOC120417594|XP_039435641.1|CPIP, LOC120425684|XP_039446205.1|CPIP, LOC120425659|XP_039446177.1|CPIP, LOC120425667|XP_039446188.1|CPIP
OG0000037	LOC5573113|XP_021703204.1|AAEG, LOC5573117|XP_001660726.1|AAEG, LOC5568413|XP_001658065.2|AAEG, LOC5573116|XP_021703205.1|AAEG	LOC120427863|XP_039448721.1|CPIP, LOC120427866|XP_039448727.1|CPIP
OG0000038	LOC5571376|XP_001659658.1|AAEG	LOC120421672|XP_039440837.1|CPIP
OG0000038	LOC5571365|XP_001659647.1|AAEG	LOC120421641|XP_039440806.1|CPIP, LOC120421656|XP_039440823.1|CPIP, LOC120421639|XP_039440804.1|CPIP
OG0000038	LOC5565794|XP_001659634.1|AAEG, LOC5571356|XP_001659638.1|AAEG, LOC5571353|XP_021695227.1|AAEG, LOC5571357|XP_021695228.1|AAEG, LOC5571355|XP_001659637.1|AAEG, LOC5571358|XP_001659640.2|AAEG, LOC5565793|XP_001650156.1|AAEG	LOC120421640|XP_039440805.1|CPIP, LOC120421648|XP_039440815.1|CPIP, LOC120421642|XP_039440807.1|CPIP, LOC120421645|XP_039440812.1|CPIP, LOC120421646|XP_039440813.1|CPIP, LOC120421650|XP_039440817.1|CPIP, LOC120421651|XP_039440818.1|CPIP, LOC120421649|XP_039440816.1|CPIP, LOC120421643|XP_039440808.1|CPIP, LOC120421644|XP_039440809.1|CPIP
OG0000038	LOC5571329|XP_001659612.2|AAEG, LOC110675440|XP_021696178.1|AAEG, LOC5571333|XP_001659614.2|AAEG, LOC5571330|XP_001659613.2|AAEG	LOC120421637|XP_039440801.1|CPIP, LOC120421638|XP_039440803.1|CPIP
OG0000038	LOC5571370|XP_021696182.1|AAEG, LOC5571360|XP_001659642.1|AAEG, LOC5571359|XP_001659641.1|AAEG	LOC120421660|XP_039440827.1|CPIP, LOC120421647|XP_039440814.1|CPIP, LOC120421661|XP_039440828.1|CPIP
OG0000038	LOC5571362|XP_001659644.2|AAEG	LOC120421662|XP_039440829.1|CPIP
OG0000038	LOC5565431|XP_001649812.1|AAEG	LOC120423242|XP_039442890.1|CPIP
OG0000038	LOC5565791|XP_021698965.1|AAEG, LOC5579385|XP_001647688.2|AAEG	LOC120413593|XP_039430435.1|CPIP
OG0000038	LOC5571364|XP_001659646.1|AAEG	LOC120421635|XP_039440799.1|CPIP
OG0000038	LOC5571371|XP_001659653.2|AAEG, LOC5579448|XP_001647747.1|AAEG, LOC5571369|XP_001659651.2|AAEG	LOC120421634|XP_039440798.1|CPIP
OG0000038	LOC5571372|XP_001659654.2|AAEG, LOC5565814|XP_001650182.1|AAEG	LOC120421654|XP_039440820.1|CPIP
OG0000039	LOC5575658|XP_001662117.1|AAEG, LOC5568094|XP_021703967.1|AAEG, LOC5575657|XP_001662120.1|AAEG	LOC120423308|XP_039443007.1|CPIP, LOC120423309|XP_039443008.1|CPIP, LOC120423299|XP_039442997.1|CPIP, LOC120423315|XP_039443011.1|CPIP, LOC120414296|XP_039431365.1|CPIP, LOC120414287|XP_039431352.1|CPIP, LOC120425565|XP_039446064.1|CPIP, LOC120425872|XP_039446428.1|CPIP
OG0000039	LOC5574822|XP_021705274.1|AAEG	LOC120421228|XP_039440361.1|CPIP
OG0000039	LOC5575399|XP_001661919.1|AAEG, LOC5575393|XP_001661917.1|AAEG	LOC120420530|XP_039439537.1|CPIP, LOC120419083|XP_039437604.1|CPIP, LOC120419038|XP_039437539.1|CPIP
