Orthogroup	CCAP.longest_only	BTRY.longest_only
OG0000000	CCAP1982_LOCUS20916|CAD7012816.1|CCAP	LOC120770805|XP_039954317.1|BTRY
OG0000000	CCAP1982_LOCUS11001|CAD7002512.1|CCAP	LOC120777103|XP_039964173.1|BTRY, LOC120778046|XP_039965655.1|BTRY
OG0000001	CCAP1982_LOCUS14762|CAD7006443.1|CCAP	LOC120780121|XP_039968338.1|BTRY
OG0000001	CCAP1982_LOCUS13102|CAD7004709.1|CCAP	LOC120779349|XP_039967479.1|BTRY, LOC120768684|XP_039951395.1|BTRY, LOC120769217|XP_039952045.1|BTRY, LOC120780712|XP_039968906.1|BTRY
OG0000001	CCAP1982_LOCUS10232|CAD7001742.1|CCAP, CCAP1982_LOCUS9443|CAD7000970.1|CCAP	LOC120779369|XP_039967498.1|BTRY, LOC120779724|XP_039968032.1|BTRY, LOC120779568|XP_039967843.1|BTRY
OG0000001	CCAP1982_LOCUS9894|CAD7001397.1|CCAP	LOC120779562|XP_039967839.1|BTRY, LOC120777820|XP_039965292.1|BTRY
OG0000001	CCAP1982_LOCUS9398|CAD7000923.1|CCAP, CCAP1982_LOCUS9782|CAD7001285.1|CCAP, CCAP1982_LOCUS9733|CAD7001235.1|CCAP, CCAP1982_LOCUS5945|CAD6997312.1|CCAP, CCAP1982_LOCUS9129|CAD7000655.1|CCAP, CCAP1982_LOCUS10167|CAD7001676.1|CCAP, CCAP1982_LOCUS14199|CAD7005857.1|CCAP, CCAP1982_LOCUS3923|CAD6995204.1|CCAP, CCAP1982_LOCUS6598|CAD6997982.1|CCAP, CCAP1982_LOCUS2222|CAD6993407.1|CCAP, CCAP1982_LOCUS7260|CAD6998703.1|CCAP	LOC120781940|XP_039970041.1|BTRY
OG0000002	CCAP1982_LOCUS12389|CAD7003966.1|CCAP	LOC120768529|XP_039951194.1|BTRY, LOC120767759|XP_039949923.1|BTRY, LOC120768957|XP_039951682.1|BTRY, LOC120767675|XP_039949783.1|BTRY, LOC120767676|XP_039949784.1|BTRY, LOC120776516|XP_039963173.1|BTRY, LOC120778711|XP_039966611.1|BTRY, LOC120777430|XP_039964671.1|BTRY
OG0000002	CCAP1982_LOCUS7391|CAD6998842.1|CCAP	LOC120769717|XP_039952790.1|BTRY, LOC120768237|XP_039950758.1|BTRY, LOC120768236|XP_039950755.1|BTRY, LOC120768238|XP_039950759.1|BTRY, LOC120767285|XP_039949095.1|BTRY, LOC120769451|XP_039952389.1|BTRY
OG0000002	CCAP1982_LOCUS7392|CAD6998843.1|CCAP	LOC120770146|XP_039953270.1|BTRY, LOC120781360|XP_039969505.1|BTRY, LOC120781361|XP_039969506.1|BTRY, LOC120776016|XP_039962395.1|BTRY
OG0000002	CCAP1982_LOCUS427|CAD6991503.1|CCAP	LOC120766551|XP_039948068.1|BTRY
OG0000003	CCAP1982_LOCUS20936|CAD7012836.1|CCAP, CCAP1982_LOCUS20929|CAD7012829.1|CCAP	LOC120773128|XP_039958058.1|BTRY
OG0000003	CCAP1982_LOCUS20935|CAD7012835.1|CCAP	LOC120773129|XP_039958059.1|BTRY, LOC120773130|XP_039958060.1|BTRY
OG0000003	CCAP1982_LOCUS20928|CAD7012828.1|CCAP	LOC120770807|XP_039954320.1|BTRY
OG0000003	CCAP1982_LOCUS20931|CAD7012831.1|CCAP	LOC120771341|XP_039955220.1|BTRY
OG0000003	CCAP1982_LOCUS20942|CAD7012842.1|CCAP	LOC120770286|XP_039953556.1|BTRY
OG0000003	CCAP1982_LOCUS20940|CAD7012840.1|CCAP	LOC120770809|XP_039954322.1|BTRY
OG0000003	CCAP1982_LOCUS20941|CAD7012841.1|CCAP	LOC120782321|XP_039970477.1|BTRY, LOC120770284|XP_039953554.1|BTRY
OG0000003	CCAP1982_LOCUS7775|CAD6999243.1|CCAP	LOC120769392|XP_039952295.1|BTRY, LOC120769651|XP_039952690.1|BTRY, LOC120769497|XP_039952461.1|BTRY, LOC120768765|XP_039951466.1|BTRY
OG0000004	CCAP1982_LOCUS6238|CAD6997602.1|CCAP, CCAP1982_LOCUS6250|CAD6997614.1|CCAP, CCAP1982_LOCUS6245|CAD6997609.1|CCAP	LOC120769473|XP_039952426.1|BTRY, LOC120767484|XP_039949512.1|BTRY, LOC120767487|XP_039949515.1|BTRY, LOC120768718|XP_039951423.1|BTRY, LOC120769475|XP_039952431.1|BTRY, LOC120767491|XP_039949517.1|BTRY, LOC120767493|XP_039949519.1|BTRY, LOC120767483|XP_039949511.1|BTRY, LOC120767488|XP_039949516.1|BTRY, LOC120767471|XP_039949495.1|BTRY, LOC120767485|XP_039949513.1|BTRY, LOC120767563|XP_039949635.1|BTRY, LOC120768722|XP_039951428.1|BTRY
OG0000006	CCAP1982_LOCUS6254|CAD6997618.1|CCAP, CCAP1982_LOCUS9540|CAD7001068.1|CCAP	LOC120767509|XP_039949536.1|BTRY
OG0000006	CCAP1982_LOCUS6252|CAD6997616.1|CCAP	LOC120767512|XP_039949539.1|BTRY, LOC120781340|XP_039969478.1|BTRY
OG0000007	CCAP1982_LOCUS12644|CAD7004225.1|CCAP, CCAP1982_LOCUS12645|CAD7004226.1|CCAP	LOC120778908|XP_039966889.1|BTRY, LOC120778909|XP_039966890.1|BTRY
OG0000007	CCAP1982_LOCUS12646|CAD7004227.1|CCAP	LOC120778027|XP_039965634.1|BTRY
OG0000007	CCAP1982_LOCUS12642|CAD7004223.1|CCAP, CCAP1982_LOCUS12643|CAD7004224.1|CCAP	LOC120777830|XP_039965302.1|BTRY
OG0000007	CCAP1982_LOCUS12640|CAD7004221.1|CCAP, CCAP1982_LOCUS12641|CAD7004222.1|CCAP	LOC120778913|XP_039966894.1|BTRY, LOC120777887|XP_039965383.1|BTRY, LOC120777888|XP_039965385.1|BTRY, LOC120778697|XP_039966585.1|BTRY
OG0000007	CCAP1982_LOCUS12636|CAD7004217.1|CCAP	LOC120778911|XP_039966892.1|BTRY
OG0000007	CCAP1982_LOCUS12632|CAD7004213.1|CCAP, CCAP1982_LOCUS12633|CAD7004214.1|CCAP, CCAP1982_LOCUS12635|CAD7004216.1|CCAP	LOC120778916|XP_039966896.1|BTRY, LOC120778915|XP_039966895.1|BTRY, LOC120776968|XP_039963994.1|BTRY
OG0000007	CCAP1982_LOCUS12634|CAD7004215.1|CCAP	LOC120778917|XP_039966897.1|BTRY
OG0000008	CCAP1982_LOCUS4930|CAD6996247.1|CCAP	LOC120782797|XP_039971208.1|BTRY
OG0000008	CCAP1982_LOCUS12720|CAD7004300.1|CCAP	LOC120778932|XP_039966913.1|BTRY
OG0000008	CCAP1982_LOCUS12715|CAD7004295.1|CCAP	LOC120778930|XP_039966911.1|BTRY
OG0000008	CCAP1982_LOCUS12718|CAD7004298.1|CCAP	LOC120778933|XP_039966914.1|BTRY
OG0000008	CCAP1982_LOCUS3589|CAD6994854.1|CCAP, CCAP1982_LOCUS3594|CAD6994859.1|CCAP, CCAP1982_LOCUS3591|CAD6994856.1|CCAP, CCAP1982_LOCUS3592|CAD6994857.1|CCAP, CCAP1982_LOCUS3593|CAD6994858.1|CCAP, CCAP1982_LOCUS3590|CAD6994855.1|CCAP	LOC120775736|XP_039961992.1|BTRY, LOC120778053|XP_039965709.1|BTRY, LOC120775708|XP_039961957.1|BTRY, LOC120775726|XP_039961980.1|BTRY, LOC120775719|XP_039961968.1|BTRY
OG0000008	CCAP1982_LOCUS3596|CAD6994861.1|CCAP	LOC120778217|XP_039965948.1|BTRY
OG0000008	CCAP1982_LOCUS3598|CAD6994863.1|CCAP	LOC120780533|XP_039968729.1|BTRY
OG0000008	CCAP1982_LOCUS3595|CAD6994860.1|CCAP	LOC120778133|XP_039965828.1|BTRY
OG0000008	CCAP1982_LOCUS3597|CAD6994862.1|CCAP	LOC120780988|XP_039969143.1|BTRY
OG0000008	CCAP1982_LOCUS3600|CAD6994865.1|CCAP, CCAP1982_LOCUS3599|CAD6994864.1|CCAP	LOC120766359|XP_039947722.1|BTRY, LOC120766360|XP_039947723.1|BTRY, LOC120766358|XP_039947721.1|BTRY, LOC120781723|XP_039969899.1|BTRY
OG0000009	CCAP1982_LOCUS973|CAD6992095.1|CCAP	LOC120780063|XP_039968275.1|BTRY
OG0000009	CCAP1982_LOCUS21179|CAD7013106.1|CCAP	LOC120771333|XP_039955212.1|BTRY
OG0000009	CCAP1982_LOCUS21178|CAD7013105.1|CCAP	LOC120770963|XP_039954628.1|BTRY, LOC120770966|XP_039954631.1|BTRY, LOC120770965|XP_039954630.1|BTRY, LOC120766816|XP_039948459.1|BTRY, LOC120770964|XP_039954629.1|BTRY
OG0000009	CCAP1982_LOCUS21180|CAD7013107.1|CCAP, CCAP1982_LOCUS21184|CAD7013111.1|CCAP	LOC120772112|XP_039956457.1|BTRY, LOC120771402|XP_039955308.1|BTRY
OG0000010	CCAP1982_LOCUS6246|CAD6997610.1|CCAP	LOC120766432|XP_039947870.1|BTRY
OG0000010	CCAP1982_LOCUS6235|CAD6997599.1|CCAP	LOC120767531|XP_039949557.1|BTRY
OG0000010	CCAP1982_LOCUS2041|CAD6993222.1|CCAP	LOC120767528|XP_039949554.1|BTRY
OG0000012	CCAP1982_LOCUS22583|CAD7014589.1|CCAP	LOC120772295|XP_039956737.1|BTRY
OG0000012	CCAP1982_LOCUS22582|CAD7014587.1|CCAP	LOC120771372|XP_039955267.1|BTRY
OG0000012	CCAP1982_LOCUS22581|CAD7014586.1|CCAP	LOC120772056|XP_039956371.1|BTRY
OG0000012	CCAP1982_LOCUS22585|CAD7014591.1|CCAP, CCAP1982_LOCUS22590|CAD7014596.1|CCAP	LOC120772616|XP_039957265.1|BTRY
OG0000012	CCAP1982_LOCUS22584|CAD7014590.1|CCAP	LOC120771697|XP_039955768.1|BTRY
OG0000012	CCAP1982_LOCUS22586|CAD7014592.1|CCAP, CCAP1982_LOCUS22591|CAD7014597.1|CCAP	LOC120772529|XP_039957131.1|BTRY
OG0000013	CCAP1982_LOCUS7142|CAD6998559.1|CCAP	LOC120770990|XP_039954671.1|BTRY
OG0000013	CCAP1982_LOCUS4900|CAD6996212.1|CCAP	LOC120769789|XP_039952912.1|BTRY
OG0000013	CCAP1982_LOCUS14162|CAD7005816.1|CCAP	LOC120778592|XP_039966397.1|BTRY
OG0000013	CCAP1982_LOCUS3120|CAD6994367.1|CCAP	LOC120782170|XP_039970244.1|BTRY
OG0000013	CCAP1982_LOCUS2756|CAD6993971.1|CCAP	LOC120771319|XP_039955198.1|BTRY, LOC120771339|XP_039955221.1|BTRY
OG0000013	CCAP1982_LOCUS8036|CAD6999511.1|CCAP, CCAP1982_LOCUS8037|CAD6999512.1|CCAP, CCAP1982_LOCUS8038|CAD6999513.1|CCAP, CCAP1982_LOCUS8039|CAD6999514.1|CCAP	LOC120767696|XP_039949821.1|BTRY, LOC120767722|XP_039949862.1|BTRY, LOC120767743|XP_039949888.1|BTRY, LOC120767671|XP_039949778.1|BTRY
OG0000014	CCAP1982_LOCUS11944|CAD7003494.1|CCAP	LOC120774632|XP_039960290.1|BTRY, LOC120778358|XP_039966079.1|BTRY, LOC120767802|XP_039950005.1|BTRY, LOC120780812|XP_039968993.1|BTRY
OG0000014	CCAP1982_LOCUS11701|CAD7003239.1|CCAP, CCAP1982_LOCUS10103|CAD7001609.1|CCAP, CCAP1982_LOCUS9877|CAD7001380.1|CCAP, CCAP1982_LOCUS9942|CAD7001445.1|CCAP, CCAP1982_LOCUS4171|CAD6995456.1|CCAP, CCAP1982_LOCUS10567|CAD7002079.1|CCAP, CCAP1982_LOCUS10503|CAD7002015.1|CCAP, CCAP1982_LOCUS6284|CAD6997653.1|CCAP, CCAP1982_LOCUS10032|CAD7001536.1|CCAP, CCAP1982_LOCUS8024|CAD6999500.1|CCAP, CCAP1982_LOCUS9769|CAD7001271.1|CCAP, CCAP1982_LOCUS9400|CAD7000925.1|CCAP, CCAP1982_LOCUS10108|CAD7001614.1|CCAP	LOC120779372|XP_039967501.1|BTRY
OG0000016	CCAP1982_LOCUS2337|CAD6993525.1|CCAP	LOC120770179|XP_039953330.1|BTRY, LOC120774621|XP_039960280.1|BTRY
OG0000016	CCAP1982_LOCUS4238|CAD6995526.1|CCAP	LOC120774116|XP_039959415.1|BTRY
OG0000016	CCAP1982_LOCUS4923|CAD6996239.1|CCAP	LOC120767942|XP_039950259.1|BTRY
OG0000016	CCAP1982_LOCUS22100|CAD7014094.1|CCAP	LOC120773675|XP_039958634.1|BTRY
OG0000017	CCAP1982_LOCUS887|CAD6992001.1|CCAP, CCAP1982_LOCUS5151|CAD6996482.1|CCAP	LOC120780459|XP_039968667.1|BTRY, LOC120766570|XP_039948096.1|BTRY, LOC120775370|XP_039961466.1|BTRY, LOC120775369|XP_039961465.1|BTRY, LOC120773495|XP_039958373.1|BTRY, LOC120773498|XP_039958374.1|BTRY, LOC120773492|XP_039958371.1|BTRY, LOC120773493|XP_039958372.1|BTRY
OG0000017	CCAP1982_LOCUS5152|CAD6996483.1|CCAP	LOC120771902|XP_039956113.1|BTRY
OG0000017	CCAP1982_LOCUS1600|CAD6992760.1|CCAP	LOC120780773|XP_039968962.1|BTRY
OG0000017	CCAP1982_LOCUS1623|CAD6992784.1|CCAP, CCAP1982_LOCUS2262|CAD6993449.1|CCAP	LOC120775410|XP_039961512.1|BTRY, LOC120774945|XP_039960759.1|BTRY, LOC120774427|XP_039959995.1|BTRY, LOC120781036|XP_039969147.1|BTRY
OG0000018	CCAP1982_LOCUS12552|CAD7004131.1|CCAP	LOC120773811|XP_039958852.1|BTRY, LOC120777652|XP_039965038.1|BTRY
OG0000018	CCAP1982_LOCUS12540|CAD7004119.1|CCAP	LOC120777274|XP_039964412.1|BTRY
OG0000018	CCAP1982_LOCUS12546|CAD7004125.1|CCAP	LOC120777489|XP_039964764.1|BTRY
OG0000018	CCAP1982_LOCUS12537|CAD7004116.1|CCAP	LOC120777232|XP_039964348.1|BTRY
OG0000018	CCAP1982_LOCUS12550|CAD7004129.1|CCAP	LOC120777549|XP_039964872.1|BTRY
OG0000018	CCAP1982_LOCUS12538|CAD7004117.1|CCAP, CCAP1982_LOCUS12539|CAD7004118.1|CCAP, CCAP1982_LOCUS12541|CAD7004120.1|CCAP	LOC120777771|XP_039965219.1|BTRY, LOC120777275|XP_039964413.1|BTRY, LOC120777724|XP_039965149.1|BTRY
OG0000018	CCAP1982_LOCUS12554|CAD7004133.1|CCAP	LOC120777802|XP_039965269.1|BTRY, LOC120777782|XP_039965236.1|BTRY
OG0000018	CCAP1982_LOCUS12549|CAD7004128.1|CCAP	LOC120777833|XP_039965304.1|BTRY
OG0000018	CCAP1982_LOCUS12547|CAD7004126.1|CCAP, CCAP1982_LOCUS12548|CAD7004127.1|CCAP	LOC120777929|XP_039965446.1|BTRY, LOC120777894|XP_039965399.1|BTRY
OG0000019	CCAP1982_LOCUS3032|CAD6994271.1|CCAP, CCAP1982_LOCUS3435|CAD6994700.1|CCAP	LOC120768215|XP_039950761.1|BTRY, LOC120767062|XP_039948852.1|BTRY, LOC120767061|XP_039948851.1|BTRY, LOC120767055|XP_039948845.1|BTRY
OG0000019	CCAP1982_LOCUS3434|CAD6994699.1|CCAP	LOC120768123|XP_039950646.1|BTRY
OG0000019	CCAP1982_LOCUS6466|CAD6997842.1|CCAP	LOC120768574|XP_039951256.1|BTRY, LOC120769643|XP_039952681.1|BTRY
OG0000019	CCAP1982_LOCUS6464|CAD6997840.1|CCAP, CCAP1982_LOCUS6465|CAD6997841.1|CCAP	LOC120767064|XP_039948853.1|BTRY
OG0000020	CCAP1982_LOCUS1146|CAD6992278.1|CCAP	LOC120772465|XP_039957032.1|BTRY
OG0000020	CCAP1982_LOCUS1002|CAD6992120.1|CCAP	LOC120782274|XP_039970399.1|BTRY
OG0000020	CCAP1982_LOCUS998|CAD6992114.1|CCAP	LOC120782276|XP_039970405.1|BTRY
OG0000020	CCAP1982_LOCUS1001|CAD6992117.1|CCAP	LOC120782275|XP_039970404.1|BTRY
OG0000021	CCAP1982_LOCUS162|CAD6991224.1|CCAP, CCAP1982_LOCUS4579|CAD6995878.1|CCAP	LOC120766828|XP_039948474.1|BTRY
OG0000022	CCAP1982_LOCUS19689|CAD7011600.1|CCAP	LOC120770783|XP_039954296.1|BTRY
OG0000022	CCAP1982_LOCUS20712|CAD7012626.1|CCAP, CCAP1982_LOCUS20711|CAD7012625.1|CCAP, CCAP1982_LOCUS20713|CAD7012627.1|CCAP, CCAP1982_LOCUS20710|CAD7012624.1|CCAP	LOC120772493|XP_039957074.1|BTRY, LOC120772984|XP_039957830.1|BTRY, LOC120772492|XP_039957073.1|BTRY, LOC120772490|XP_039957071.1|BTRY
OG0000022	CCAP1982_LOCUS20709|CAD7012623.1|CCAP	LOC120772489|XP_039957069.1|BTRY, LOC120772491|XP_039957072.1|BTRY
OG0000022	CCAP1982_LOCUS19687|CAD7011598.1|CCAP	LOC120770784|XP_039954297.1|BTRY
OG0000022	CCAP1982_LOCUS19688|CAD7011599.1|CCAP	LOC120772427|XP_039956973.1|BTRY
OG0000023	CCAP1982_LOCUS4748|CAD6996042.1|CCAP	LOC120770270|XP_039953521.1|BTRY
OG0000023	CCAP1982_LOCUS4747|CAD6996041.1|CCAP, CCAP1982_LOCUS4746|CAD6996040.1|CCAP	LOC120770300|XP_039953603.1|BTRY
OG0000023	CCAP1982_LOCUS4737|CAD6996031.1|CCAP	LOC120782575|XP_039970851.1|BTRY
OG0000023	CCAP1982_LOCUS4757|CAD6996050.1|CCAP	LOC120782264|XP_039970367.1|BTRY
OG0000023	CCAP1982_LOCUS4749|CAD6996043.1|CCAP	LOC120770295|XP_039953590.1|BTRY
OG0000023	CCAP1982_LOCUS4752|CAD6996046.1|CCAP	LOC120766880|XP_039948548.1|BTRY
OG0000023	CCAP1982_LOCUS4751|CAD6996045.1|CCAP	LOC120774273|XP_039959699.1|BTRY
OG0000023	CCAP1982_LOCUS4754|CAD6996047.1|CCAP	LOC120766882|XP_039948559.1|BTRY
OG0000024	CCAP1982_LOCUS20679|CAD7012594.1|CCAP, CCAP1982_LOCUS20680|CAD7012595.1|CCAP, CCAP1982_LOCUS20678|CAD7012593.1|CCAP, CCAP1982_LOCUS20681|CAD7012596.1|CCAP	LOC120772647|XP_039957307.1|BTRY, LOC120772769|XP_039957477.1|BTRY, LOC120772232|XP_039956657.1|BTRY
OG0000024	CCAP1982_LOCUS20674|CAD7012589.1|CCAP	LOC120771807|XP_039955947.1|BTRY, LOC120771151|XP_039954956.1|BTRY
OG0000024	CCAP1982_LOCUS20677|CAD7012592.1|CCAP, CCAP1982_LOCUS20675|CAD7012590.1|CCAP	LOC120772419|XP_039956964.1|BTRY, LOC120772738|XP_039957433.1|BTRY, LOC120772729|XP_039957424.1|BTRY, LOC120771356|XP_039955244.1|BTRY, LOC120771213|XP_039955049.1|BTRY
OG0000025	CCAP1982_LOCUS6236|CAD6997600.1|CCAP	LOC120767473|XP_039949496.1|BTRY, LOC120767474|XP_039949497.1|BTRY, LOC120767496|XP_039949522.1|BTRY, LOC120767500|XP_039949527.1|BTRY, LOC120767501|XP_039949528.1|BTRY
OG0000026	CCAP1982_LOCUS14280|CAD7005942.1|CCAP	LOC120778586|XP_039966386.1|BTRY
OG0000026	CCAP1982_LOCUS14281|CAD7005943.1|CCAP	LOC120777839|XP_039965309.1|BTRY, LOC120777836|XP_039965307.1|BTRY, LOC120777837|XP_039965308.1|BTRY
OG0000026	CCAP1982_LOCUS20099|CAD7011988.1|CCAP	LOC120771108|XP_039954890.1|BTRY
OG0000026	CCAP1982_LOCUS19694|CAD7011605.1|CCAP, CCAP1982_LOCUS19695|CAD7011606.1|CCAP	LOC120771150|XP_039954954.1|BTRY
OG0000026	CCAP1982_LOCUS20098|CAD7011987.1|CCAP, CCAP1982_LOCUS19700|CAD7011611.1|CCAP, CCAP1982_LOCUS20101|CAD7011990.1|CCAP, CCAP1982_LOCUS20096|CAD7011985.1|CCAP	LOC120771291|XP_039955156.1|BTRY, LOC120771214|XP_039955050.1|BTRY, LOC120771107|XP_039954888.1|BTRY
OG0000027	CCAP1982_LOCUS8299|CAD6999776.1|CCAP	LOC120768378|XP_039950978.1|BTRY
OG0000027	CCAP1982_LOCUS8293|CAD6999770.1|CCAP	LOC120768612|XP_039951313.1|BTRY
OG0000027	CCAP1982_LOCUS8298|CAD6999775.1|CCAP, CCAP1982_LOCUS8294|CAD6999771.1|CCAP, CCAP1982_LOCUS8297|CAD6999774.1|CCAP, CCAP1982_LOCUS8296|CAD6999773.1|CCAP	LOC120769660|XP_039952702.1|BTRY, LOC120769659|XP_039952701.1|BTRY
OG0000028	CCAP1982_LOCUS14876|CAD7006562.1|CCAP	LOC120778319|XP_039966048.1|BTRY
OG0000028	CCAP1982_LOCUS11984|CAD7003534.1|CCAP	LOC120777924|XP_039965441.1|BTRY
OG0000028	CCAP1982_LOCUS11988|CAD7003538.1|CCAP, CCAP1982_LOCUS11989|CAD7003539.1|CCAP	LOC120778200|XP_039965877.1|BTRY, LOC120779125|XP_039967253.1|BTRY
OG0000028	CCAP1982_LOCUS11981|CAD7003531.1|CCAP, CCAP1982_LOCUS11977|CAD7003527.1|CCAP, CCAP1982_LOCUS11980|CAD7003530.1|CCAP, CCAP1982_LOCUS11979|CAD7003529.1|CCAP, CCAP1982_LOCUS11978|CAD7003528.1|CCAP	LOC120777352|XP_039964542.1|BTRY, LOC120777354|XP_039964543.1|BTRY, LOC120776936|XP_039963947.1|BTRY
OG0000029	CCAP1982_LOCUS15014|CAD7006715.1|CCAP, CCAP1982_LOCUS15012|CAD7006713.1|CCAP, CCAP1982_LOCUS15013|CAD7006714.1|CCAP	LOC120770346|XP_039953680.1|BTRY, LOC120770345|XP_039953679.1|BTRY, LOC120770344|XP_039953676.1|BTRY
OG0000029	CCAP1982_LOCUS7170|CAD6998592.1|CCAP	LOC120770343|XP_039953675.1|BTRY, LOC120772671|XP_039957340.1|BTRY
OG0000030	CCAP1982_LOCUS6799|CAD6998183.1|CCAP	LOC120767593|XP_039949675.1|BTRY, LOC120769564|XP_039952553.1|BTRY
OG0000030	CCAP1982_LOCUS6798|CAD6998182.1|CCAP, CCAP1982_LOCUS6797|CAD6998181.1|CCAP	LOC120767592|XP_039949674.1|BTRY, LOC120767594|XP_039949677.1|BTRY
OG0000030	CCAP1982_LOCUS12000|CAD7003552.1|CCAP	LOC120778951|XP_039966954.1|BTRY
OG0000030	CCAP1982_LOCUS12405|CAD7003982.1|CCAP	LOC120777447|XP_039964697.1|BTRY
OG0000030	CCAP1982_LOCUS21173|CAD7013099.1|CCAP	LOC120773026|XP_039957889.1|BTRY, LOC120773022|XP_039957885.1|BTRY, LOC120779311|XP_039967454.1|BTRY, LOC120772876|XP_039957652.1|BTRY
OG0000031	CCAP1982_LOCUS5718|CAD6997065.1|CCAP	LOC120768292|XP_039950853.1|BTRY
OG0000031	CCAP1982_LOCUS5719|CAD6997066.1|CCAP	LOC120779992|XP_039968213.1|BTRY
OG0000031	CCAP1982_LOCUS5722|CAD6997069.1|CCAP	LOC120779995|XP_039968216.1|BTRY
OG0000032	CCAP1982_LOCUS3830|CAD6995107.1|CCAP	LOC120778702|XP_039966600.1|BTRY, LOC120782135|XP_039970211.1|BTRY
OG0000032	CCAP1982_LOCUS3831|CAD6995108.1|CCAP	LOC120782697|XP_039971031.1|BTRY, LOC120770922|XP_039954552.1|BTRY
OG0000032	CCAP1982_LOCUS3832|CAD6995109.1|CCAP	LOC120782444|XP_039970665.1|BTRY
OG0000032	CCAP1982_LOCUS3823|CAD6995100.1|CCAP	LOC120772886|XP_039957675.1|BTRY, LOC120772879|XP_039957663.1|BTRY
OG0000032	CCAP1982_LOCUS3828|CAD6995105.1|CCAP, CCAP1982_LOCUS3829|CAD6995106.1|CCAP	LOC120782780|XP_039971181.1|BTRY
OG0000034	CCAP1982_LOCUS7893|CAD6999366.1|CCAP	LOC120768067|XP_039950521.1|BTRY
OG0000035	CCAP1982_LOCUS10039|CAD7001544.1|CCAP, CCAP1982_LOCUS10038|CAD7001542.1|CCAP, CCAP1982_LOCUS9306|CAD7000831.1|CCAP, CCAP1982_LOCUS10521|CAD7002033.1|CCAP	LOC120780256|XP_039968450.1|BTRY
OG0000035	CCAP1982_LOCUS19543|CAD7011443.1|CCAP, CCAP1982_LOCUS19546|CAD7011446.1|CCAP, CCAP1982_LOCUS19545|CAD7011445.1|CCAP	LOC120769276|XP_039952126.1|BTRY, LOC120780160|XP_039968373.1|BTRY, LOC120780561|XP_039968752.1|BTRY
OG0000036	CCAP1982_LOCUS1098|CAD6992228.1|CCAP	LOC120782380|XP_039970556.1|BTRY
OG0000036	CCAP1982_LOCUS4712|CAD6996006.1|CCAP	LOC120776996|XP_039964035.1|BTRY
OG0000036	CCAP1982_LOCUS1597|CAD6992754.1|CCAP, CCAP1982_LOCUS1596|CAD6992753.1|CCAP	LOC120778788|XP_039966724.1|BTRY
OG0000036	CCAP1982_LOCUS1595|CAD6992752.1|CCAP	LOC120782503|XP_039970745.1|BTRY
OG0000036	CCAP1982_LOCUS1801|CAD6992969.1|CCAP	LOC120766491|XP_039947977.1|BTRY
OG0000036	CCAP1982_LOCUS1802|CAD6992971.1|CCAP	LOC120766392|XP_039947768.1|BTRY
OG0000036	CCAP1982_LOCUS6228|CAD6997589.1|CCAP	LOC120779059|XP_039967127.1|BTRY, LOC120778390|XP_039966111.1|BTRY, LOC120778391|XP_039966112.1|BTRY, LOC120769280|XP_039952129.1|BTRY
