Orthogroup	AALB.longest_only	CQUI.longest_only
OG0000020	LOC118461362|XP_035782490.1|AALB	LOC6039899|XP_001849397.1|CQUI
OG0000020	LOC118467629|XP_035794243.1|AALB	LOC6036302|XP_038116279.1|CQUI
OG0000020	LOC118457118|XP_035774313.1|AALB	LOC6032569|XP_038117444.1|CQUI
OG0000020	LOC118468857|XP_035796008.1|AALB	LOC6044312|XP_038117451.1|CQUI
OG0000021	LOC118468558|XP_035795352.1|AALB	LOC6033026|XP_038122145.1|CQUI
OG0000021	LOC118467519|XP_035793970.1|AALB	LOC6039972|XP_001849462.1|CQUI
OG0000022	LOC118466446|XP_035791660.1|AALB	LOC6037178|XP_001847112.1|CQUI
OG0000023	LOC118465606|XP_035789874.1|AALB	LOC6047250|XP_001864331.2|CQUI
OG0000023	LOC118465607|XP_035789875.1|AALB	LOC6047249|XP_038118268.1|CQUI
OG0000024	LOC118462632|XP_035784369.1|AALB	LOC6034201|XP_001844555.2|CQUI
OG0000025	LOC118461108|XP_035781919.1|AALB	LOC6051248|XP_001867717.2|CQUI, LOC6042920|XP_038111850.1|CQUI
OG0000025	LOC118467560|XP_035794083.1|AALB	LOC6037566|XP_001847464.2|CQUI
OG0000026	LOC118464862|XP_035788469.1|AALB, LOC118464861|XP_035788468.1|AALB, LOC118464860|XP_035788466.1|AALB	LOC6037278|XP_001847205.2|CQUI
OG0000026	LOC118467874|XP_035794679.1|AALB, LOC118467875|XP_035794680.1|AALB	LOC6037276|XP_038115329.1|CQUI, LOC6037277|XP_001847204.2|CQUI
OG0000027	LOC118458886|XP_035777730.1|AALB	LOC6034861|XP_001845131.1|CQUI, LOC6034862|XP_001845132.2|CQUI
OG0000027	LOC118457179|XP_035774403.1|AALB	LOC6034859|XP_001845129.1|CQUI, LOC6034858|XP_001845128.1|CQUI, LOC6034857|XP_001845127.1|CQUI
OG0000027	LOC118458881|XP_035777725.1|AALB, LOC118458885|XP_035777729.1|AALB, LOC118458884|XP_035777728.1|AALB, LOC118458347|XP_035776592.1|AALB, LOC118458344|XP_035776590.1|AALB, LOC118459103|XP_035778060.1|AALB, LOC118458345|XP_035776591.1|AALB, LOC118468376|XP_035795028.1|AALB, LOC118458349|XP_035776594.1|AALB	LOC6034855|XP_001845125.1|CQUI, LOC6034856|XP_038111639.1|CQUI
OG0000027	LOC118469008|XP_035796336.1|AALB	LOC6034845|XP_001845116.1|CQUI, LOC6034846|XP_001845117.1|CQUI
OG0000027	LOC118456249|XP_035772738.1|AALB	LOC6034842|XP_001845113.1|CQUI
OG0000029	LOC118458434|XP_035776785.1|AALB, LOC118458436|XP_035776787.1|AALB	LOC119770835|XP_038122320.1|CQUI, LOC6032197|XP_038121223.1|CQUI, LOC6054715|XP_001891378.1|CQUI, LOC119767641|XP_038112578.1|CQUI, LOC6036832|XP_038117253.1|CQUI, LOC119767638|XP_038112572.1|CQUI, LOC6033928|XP_001844317.2|CQUI, LOC6033925|XP_001844314.1|CQUI, LOC6033924|XP_001844313.2|CQUI, LOC6033923|XP_001844312.1|CQUI, LOC6033927|XP_001844316.1|CQUI
OG0000029	LOC118468406|XP_035795062.1|AALB, LOC118458017|XP_035776014.1|AALB, LOC118456865|XP_035773861.1|AALB, LOC118457836|XP_035775605.1|AALB, LOC118459060|XP_035777984.1|AALB	LOC6052046|XP_001868378.1|CQUI, LOC6052045|XP_001868377.1|CQUI, LOC6051109|XP_001867594.2|CQUI, LOC6042971|XP_001854129.2|CQUI, LOC6042962|XP_001854087.2|CQUI, LOC6042967|XP_001854113.2|CQUI, LOC6042966|XP_001854108.2|CQUI, LOC119768731|XP_038115519.1|CQUI, LOC6039478|XP_001849082.2|CQUI, LOC6039479|XP_038116652.1|CQUI, LOC119768730|XP_038115518.1|CQUI, LOC6039088|XP_001848759.2|CQUI
OG0000031	LOC118467279|XP_035793475.1|AALB	LOC6037443|XP_038110196.1|CQUI, LOC6037444|XP_001847357.2|CQUI, LOC6037442|XP_038112627.1|CQUI
OG0000031	LOC118467035|XP_035792911.1|AALB	LOC6052086|XP_038110691.1|CQUI
OG0000031	LOC118466020|XP_035790729.1|AALB, LOC118465693|XP_035790014.1|AALB, LOC118467045|XP_035792924.1|AALB, LOC118467042|XP_035792921.1|AALB	LOC6052089|XP_001868416.1|CQUI
OG0000031	LOC118467043|XP_035792922.1|AALB	LOC6052091|XP_001868417.2|CQUI
OG0000031	LOC118467044|XP_035792923.1|AALB	LOC6052096|XP_038111674.1|CQUI, LOC6052094|XP_001868420.2|CQUI, LOC6045845|XP_001863128.1|CQUI, LOC6045839|XP_001863129.2|CQUI
OG0000032	LOC118456851|XP_035773843.1|AALB	LOC6043364|XP_038120746.1|CQUI
OG0000032	LOC118457033|XP_035774161.1|AALB, LOC118468924|XP_035796128.1|AALB, LOC118457034|XP_035774162.1|AALB	LOC6031025|XP_001841877.1|CQUI
OG0000034	LOC118466655|XP_035792144.1|AALB	LOC6031148|XP_038117685.1|CQUI
OG0000034	LOC118463234|XP_035785585.1|AALB	LOC6045701|XP_001863009.1|CQUI
OG0000036	LOC118456800|XP_035773779.1|AALB, LOC118456801|XP_035773781.1|AALB, LOC118456802|XP_035773782.1|AALB	LOC6035433|XP_001845622.2|CQUI
OG0000036	LOC118460050|XP_035779920.1|AALB	LOC119766329|XP_038106737.1|CQUI, LOC6042978|XP_001854329.2|CQUI
OG0000036	LOC118465413|XP_035789528.1|AALB	LOC6046380|XP_001863590.1|CQUI
OG0000037	LOC118457559|XP_035775124.1|AALB, LOC118457562|XP_035775128.1|AALB, LOC118457561|XP_035775127.1|AALB, LOC118457560|XP_035775126.1|AALB	LOC6043093|XP_001855590.2|CQUI, LOC6043095|XP_001855599.1|CQUI, LOC6043092|XP_038114420.1|CQUI
OG0000038	LOC118464582|XP_035787918.1|AALB	LOC6034620|XP_001844912.2|CQUI
OG0000038	LOC118467862|XP_035794660.1|AALB	LOC6034623|XP_001844914.2|CQUI, LOC6047259|XP_001864341.2|CQUI
OG0000038	LOC118464578|XP_035787914.1|AALB	LOC6034627|XP_001844918.2|CQUI, LOC119769269|XP_038117155.1|CQUI, LOC119770095|XP_038120251.1|CQUI
OG0000038	LOC118464580|XP_035787916.1|AALB	LOC6034624|XP_038117154.1|CQUI, LOC119769270|XP_038117156.1|CQUI
OG0000038	LOC118467867|XP_035794667.1|AALB	LOC6034638|XP_001844928.1|CQUI, LOC6034640|XP_038117327.1|CQUI, LOC6034649|XP_001844939.2|CQUI, LOC119769358|XP_038117332.1|CQUI, LOC119769361|XP_038117335.1|CQUI, LOC119769360|XP_038117334.1|CQUI, LOC6034639|XP_038117328.1|CQUI, LOC119769359|XP_038117333.1|CQUI, LOC119769356|XP_038117330.1|CQUI, LOC119769855|XP_038119511.1|CQUI, LOC119769273|XP_038117161.1|CQUI, LOC6034643|XP_001844933.2|CQUI, LOC119769357|XP_038117331.1|CQUI, LOC119769272|XP_038117160.1|CQUI, LOC119769271|XP_038117159.1|CQUI, LOC6051896|XP_001868252.2|CQUI, LOC6034636|XP_038120131.1|CQUI, LOC6031335|XP_038106837.1|CQUI, LOC6034628|XP_001844919.2|CQUI
OG0000039	LOC118467361|XP_035793656.1|AALB, LOC118465189|XP_035789051.1|AALB, LOC118467360|XP_035793655.1|AALB, LOC118465067|XP_035788847.1|AALB, LOC118465142|XP_035788974.1|AALB	LOC6035422|XP_001845614.2|CQUI, LOC6035423|XP_001845615.2|CQUI, LOC6035424|XP_038106274.1|CQUI, LOC6035425|XP_038106266.1|CQUI, LOC6033015|XP_001843523.2|CQUI, LOC6046336|XP_001863555.2|CQUI, LOC6044717|XP_038115204.1|CQUI, LOC6045138|XP_001862537.2|CQUI
OG0000039	LOC118458769|XP_035777454.1|AALB	LOC6033345|XP_001843808.2|CQUI, LOC6048226|XP_001865174.2|CQUI, LOC6048225|XP_001865176.2|CQUI, LOC6048220|XP_038120639.1|CQUI
OG0000041	LOC118457785|XP_035775523.1|AALB	LOC6043424|XP_001858991.1|CQUI, LOC6043426|XP_038116385.1|CQUI, LOC6043423|XP_001858986.2|CQUI, LOC6043427|XP_038116386.1|CQUI, LOC6043428|XP_038116387.1|CQUI
OG0000043	LOC118465605|XP_035789873.1|AALB	LOC119770262|XP_038120732.1|CQUI
OG0000045	LOC118465475|XP_035789666.1|AALB	LOC6041463|XP_001850720.2|CQUI
OG0000045	LOC118464996|XP_035788729.1|AALB	LOC6041462|XP_038118004.1|CQUI
OG0000045	LOC118464285|XP_035787454.1|AALB, LOC118463346|XP_035785752.1|AALB	LOC6041468|XP_001850724.1|CQUI
OG0000045	LOC118463283|XP_035785654.1|AALB	LOC6041465|XP_001850721.2|CQUI
OG0000047	LOC118458488|XP_035776933.1|AALB	LOC6034913|XP_001845179.1|CQUI
OG0000048	LOC118465522|XP_035789739.1|AALB	LOC6042064|XP_001851216.1|CQUI
OG0000048	LOC118465712|XP_035790036.1|AALB	LOC6042091|XP_038120615.1|CQUI
OG0000049	LOC118465006|XP_035788749.1|AALB, LOC118465007|XP_035788750.1|AALB	LOC119770327|XP_038120923.1|CQUI
OG0000049	LOC118463311|XP_035785688.1|AALB	LOC6040028|XP_001849502.2|CQUI
OG0000051	LOC118456657|XP_035773500.1|AALB	LOC6043147|XP_038117609.1|CQUI
OG0000053	LOC118467904|XP_035794724.1|AALB	LOC6042358|XP_001851486.2|CQUI
OG0000053	LOC118465671|XP_035789993.1|AALB	LOC6053872|XP_001869889.2|CQUI
OG0000053	LOC118465672|XP_035789994.1|AALB	LOC6037642|XP_001847529.2|CQUI
OG0000053	LOC118465673|XP_035789996.1|AALB	LOC6053871|XP_001869888.2|CQUI
OG0000053	LOC118457028|XP_035774155.1|AALB	LOC6049882|XP_001866573.2|CQUI
OG0000054	LOC118465600|XP_035789868.1|AALB	LOC6047251|XP_038118267.1|CQUI
OG0000054	LOC118464275|XP_035787431.1|AALB	LOC6047253|XP_001864335.2|CQUI, LOC6047252|XP_001864334.2|CQUI, LOC6047266|XP_038120120.1|CQUI
OG0000054	LOC118464535|XP_035787865.1|AALB, LOC118463932|XP_035786785.1|AALB	LOC6051751|XP_001868138.2|CQUI, LOC6051753|XP_038112406.1|CQUI, LOC6047254|XP_038118865.1|CQUI
OG0000054	LOC118465599|XP_035789867.1|AALB	LOC6050365|XP_038117140.1|CQUI
OG0000054	LOC118465601|XP_035789869.1|AALB	LOC6035650|XP_038104780.1|CQUI, LOC6050366|XP_038119770.1|CQUI
OG0000055	LOC118456564|XP_035773329.1|AALB	LOC6036945|XP_001846918.2|CQUI
OG0000055	LOC118467239|XP_035793397.1|AALB	LOC6044197|XP_001861742.2|CQUI, LOC6044200|XP_001861740.1|CQUI
OG0000056	LOC118463646|XP_035786286.1|AALB	LOC6046589|XP_038114917.1|CQUI, LOC6046586|XP_001863762.1|CQUI, LOC6046588|XP_001863763.1|CQUI
OG0000057	LOC118462888|XP_035784864.1|AALB	LOC119768897|XP_038116609.1|CQUI
OG0000057	LOC118466619|XP_035792094.1|AALB	LOC119768584|XP_038114566.1|CQUI, LOC119769773|XP_038119282.1|CQUI
OG0000058	LOC118465012|XP_035788756.1|AALB	LOC6045941|XP_001863218.2|CQUI
OG0000058	LOC118466840|XP_035792555.1|AALB	LOC6049584|XP_001866314.2|CQUI, LOC119770688|XP_038121949.1|CQUI, LOC6049585|XP_001866315.2|CQUI
OG0000060	LOC118462342|XP_035784016.1|AALB	LOC6052719|XP_038111213.1|CQUI
OG0000060	LOC118457079|XP_035774255.1|AALB	LOC6034874|XP_038108204.1|CQUI
OG0000061	LOC118462629|XP_035784366.1|AALB, LOC118462631|XP_035784368.1|AALB	LOC6034211|XP_001844564.2|CQUI, LOC6034202|XP_038108803.1|CQUI
OG0000061	LOC118466083|XP_035790870.1|AALB, LOC118467837|XP_035794622.1|AALB	LOC6034207|XP_001844560.2|CQUI, LOC6034208|XP_001844561.2|CQUI
OG0000061	LOC118466082|XP_035790867.1|AALB	LOC6034206|XP_001844559.1|CQUI
OG0000067	LOC118462964|XP_035785018.1|AALB	LOC6051936|XP_038110342.1|CQUI, LOC6032295|XP_038111782.1|CQUI, LOC6032296|XP_001842932.2|CQUI
OG0000067	LOC118463317|XP_035785696.1|AALB	LOC6032826|XP_038121454.1|CQUI
OG0000068	LOC118465636|XP_035789936.1|AALB	LOC6036588|XP_038118645.1|CQUI, LOC6036586|XP_001846619.2|CQUI
OG0000068	LOC118466683|XP_035792202.1|AALB	LOC6042516|XP_001851810.2|CQUI
OG0000068	LOC118467770|XP_035794492.1|AALB	LOC6042515|XP_038108176.1|CQUI
OG0000068	LOC118466177|XP_035791057.1|AALB	LOC6036917|XP_001846892.2|CQUI
OG0000070	LOC118466080|XP_035790865.1|AALB	LOC6037947|XP_001847798.2|CQUI
OG0000070	LOC118461049|XP_035781833.1|AALB	LOC6037948|XP_001847799.2|CQUI
OG0000071	LOC118464389|XP_035787627.1|AALB	LOC119767574|XP_038112401.1|CQUI
OG0000071	LOC118462797|XP_035784687.1|AALB	LOC6037850|XP_001847723.2|CQUI
OG0000071	LOC118464383|XP_035787619.1|AALB	LOC119766520|XP_038107045.1|CQUI
OG0000071	LOC118465593|XP_035789852.1|AALB, LOC118464385|XP_035787624.1|AALB, LOC118467940|XP_035794802.1|AALB	LOC6035460|XP_038107044.1|CQUI, LOC6035462|XP_001845648.2|CQUI, LOC6044126|XP_001861681.2|CQUI
OG0000071	LOC118465893|XP_035790437.1|AALB	LOC6035447|XP_001845634.1|CQUI
OG0000072	LOC118465748|XP_035790112.1|AALB	LOC6037132|XP_001847069.2|CQUI
OG0000072	LOC118461286|XP_035782331.1|AALB, LOC118458429|XP_035776779.1|AALB	LOC6046369|XP_001863585.1|CQUI, LOC6046367|XP_001863584.2|CQUI, LOC6046372|XP_001863588.1|CQUI, LOC6046370|XP_001863586.2|CQUI
OG0000073	LOC118466982|XP_035792790.1|AALB	LOC6036627|XP_001846655.1|CQUI
OG0000073	LOC118468531|XP_035795302.1|AALB, LOC118468327|XP_035794968.1|AALB	LOC6046963|XP_038105849.1|CQUI
OG0000073	LOC118461208|XP_035782153.1|AALB	LOC6034716|XP_038105946.1|CQUI
OG0000073	LOC118461209|XP_035782163.1|AALB	LOC6034713|XP_038105974.1|CQUI
OG0000073	LOC118460487|XP_035780728.1|AALB	LOC6042203|XP_038114550.1|CQUI
OG0000073	LOC118468553|XP_035795347.1|AALB	LOC6042684|XP_038116667.1|CQUI
OG0000074	LOC118467317|XP_035793548.1|AALB	LOC6032868|XP_001843393.1|CQUI
OG0000074	LOC118464632|XP_035787971.1|AALB	LOC6032872|XP_038117359.1|CQUI, LOC119768790|XP_038115896.1|CQUI
