Orthogroup	DBUS.longest_only	DSUZ.longest_only
OG0000008	LOC108601548|XP_017844935.1|DBUS	LOC108006378|XP_036675047.1|DSUZ
OG0000008	LOC108604418|XP_033150077.1|DBUS	LOC108014235|XP_016935760.2|DSUZ
OG0000008	LOC108602531|XP_017846153.1|DBUS	LOC108014237|XP_016935761.1|DSUZ
OG0000008	LOC108602012|XP_017845504.1|DBUS	LOC118878011|XP_036674950.1|DSUZ
OG0000009	LOC108604020|XP_017848755.1|DBUS	LOC108014185|XP_016935709.1|DSUZ
OG0000009	LOC108601959|XP_017845435.1|DBUS	LOC108014181|XP_016935705.2|DSUZ
OG0000009	LOC108601444|XP_017844830.1|DBUS	LOC108011538|XP_036673111.1|DSUZ
OG0000009	LOC117134845|XP_033149872.1|DBUS, LOC108601840|XP_017845277.2|DBUS, LOC108600305|XP_017843283.1|DBUS	LOC108015574|XP_036672879.1|DSUZ, LOC108014176|XP_016935699.1|DSUZ
OG0000009	LOC108595303|XP_033149763.1|DBUS, LOC108595272|XP_017835977.1|DBUS, LOC108595263|XP_033149771.1|DBUS	LOC108011415|XP_036670407.1|DSUZ
OG0000009	LOC108595579|XP_017836330.1|DBUS	LOC108008708|XP_016928093.1|DSUZ
OG0000009	LOC108605315|XP_017850474.2|DBUS, LOC108605314|XP_017850472.1|DBUS, LOC108595103|XP_017835752.1|DBUS	LOC108008467|XP_016927811.1|DSUZ
OG0000010	LOC108603408|XP_017847686.1|DBUS	LOC118879648|XP_036678436.1|DSUZ, LOC118879264|XP_036678040.1|DSUZ
OG0000010	LOC117134729|XP_033149263.1|DBUS	LOC118879265|XP_036678041.1|DSUZ, LOC118879650|XP_036678438.1|DSUZ, LOC118879272|XP_036678049.1|DSUZ, LOC108014626|XP_016936278.1|DSUZ, LOC118879273|XP_036678050.1|DSUZ, LOC118878854|XP_036677774.1|DSUZ, LOC118877836|XP_036673914.1|DSUZ
OG0000011	LOC108599014|XP_017841282.1|DBUS	LOC118877899|XP_036674305.1|DSUZ
OG0000012	LOC108595899|XP_017836677.1|DBUS	LOC108010292|XP_016930652.1|DSUZ
OG0000012	LOC108594927|XP_017835552.1|DBUS, LOC108594926|XP_017835551.1|DBUS	LOC108009919|XP_016930137.1|DSUZ
OG0000012	LOC108595898|XP_017836676.1|DBUS	LOC108009918|XP_016930133.2|DSUZ
OG0000012	LOC108595900|XP_017836679.1|DBUS	LOC108010305|XP_016930677.1|DSUZ
OG0000012	LOC108594923|XP_033149125.1|DBUS, LOC108594922|XP_033149124.1|DBUS, LOC108594925|XP_033149126.1|DBUS, LOC108594924|XP_017835549.1|DBUS, LOC108595907|XP_033149147.1|DBUS	LOC108008915|XP_016928309.1|DSUZ, LOC108008111|XP_016927389.1|DSUZ, LOC108008112|XP_016927391.1|DSUZ, LOC108008405|XP_016927739.1|DSUZ, LOC108008893|XP_036669248.1|DSUZ
OG0000012	LOC108597255|XP_017839199.1|DBUS	LOC108008513|XP_016927870.1|DSUZ, LOC108008168|XP_036669662.1|DSUZ, LOC108009570|XP_016929524.1|DSUZ, LOC108009572|XP_016929528.1|DSUZ
OG0000012	LOC108595402|XP_017836117.1|DBUS, LOC108597254|XP_017839197.1|DBUS	LOC108009569|XP_016929521.1|DSUZ, LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC108596692|XP_017838201.1|DBUS	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC108606235|XP_017851657.1|DBUS	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC108603181|XP_017847228.1|DBUS	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC108599948|XP_017842685.1|DBUS	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC108603387|XP_017847647.1|DBUS	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC108602825|XP_017846548.1|DBUS, LOC108603356|XP_033149948.1|DBUS, LOC108602826|XP_017846549.2|DBUS	LOC108007391|XP_016926534.2|DSUZ
OG0000014	LOC117134672|XP_033148999.1|DBUS, LOC117134669|XP_033148968.1|DBUS	LOC118879246|XP_036678025.1|DSUZ
OG0000014	LOC117134671|XP_033148998.1|DBUS	LOC118878840|XP_036677761.1|DSUZ, LOC118878431|XP_036677301.1|DSUZ
OG0000015	LOC108605188|XP_017850271.1|DBUS	LOC108012737|XP_016933663.2|DSUZ
OG0000016	LOC108603000|XP_017846884.1|DBUS	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC108596111|XP_017837026.1|DBUS	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC108603521|XP_017847904.1|DBUS	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC108596316|XP_017837414.1|DBUS	LOC108009982|XP_016930246.1|DSUZ
OG0000016	LOC108606266|XP_017851714.1|DBUS	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC108596191|XP_017837194.1|DBUS	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC108601639|XP_017845028.2|DBUS	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC108599665|XP_017842156.1|DBUS	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC108594623|XP_017835255.1|DBUS	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC108601423|XP_017844811.1|DBUS, LOC108601498|XP_033150126.1|DBUS, LOC108601497|XP_017844884.1|DBUS	LOC108015782|XP_016937825.2|DSUZ
OG0000017	LOC108594615|XP_017835248.1|DBUS	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC108595879|XP_017836658.1|DBUS	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC108607612|XP_017854053.1|DBUS	LOC108010173|XP_036669903.1|DSUZ, LOC108019602|XP_016942950.1|DSUZ
OG0000018	LOC108599199|XP_017841484.1|DBUS	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC108597971|XP_017840076.1|DBUS	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC108599156|XP_017841431.1|DBUS	LOC108012663|XP_016933579.1|DSUZ
OG0000018	LOC108599172|XP_033149319.1|DBUS, LOC108599151|XP_017841428.1|DBUS, LOC108599053|XP_017841321.1|DBUS	LOC108013582|XP_016934999.1|DSUZ
OG0000019	LOC108602932|XP_017846764.1|DBUS, LOC108602934|XP_017846766.1|DBUS	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC108602931|XP_017846763.1|DBUS	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC108602936|XP_017846767.1|DBUS	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC108602933|XP_017846765.1|DBUS	LOC108016139|XP_016938240.1|DSUZ, LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC108604342|XP_017849258.1|DBUS	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC108594958|XP_017835581.1|DBUS	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC108607439|XP_017853757.2|DBUS	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ, LOC108010328|XP_016930743.1|DSUZ, LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC108603823|XP_017848442.1|DBUS	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC108604274|XP_033150157.1|DBUS, LOC108603677|XP_033150131.1|DBUS	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC108607440|XP_017853760.2|DBUS	LOC108021708|XP_016946031.1|DSUZ, LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC108595010|XP_017835633.1|DBUS	LOC108015921|XP_016937993.1|DSUZ
OG0000021	LOC108595009|XP_017835632.1|DBUS	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC108595428|XP_017836145.1|DBUS	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC108594982|XP_017835604.1|DBUS	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC108605475|XP_017850651.1|DBUS	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC108602127|XP_017845643.1|DBUS	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC108606823|XP_017852795.1|DBUS	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC108595778|XP_017836559.1|DBUS	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC108599021|XP_017841291.1|DBUS, LOC108599849|XP_017842466.2|DBUS, LOC108599851|XP_017842468.2|DBUS, LOC108597894|XP_033149700.1|DBUS	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000023	LOC117134624|XP_033150075.1|DBUS	LOC108013955|XP_036675219.1|DSUZ
OG0000023	LOC108601632|XP_017845020.1|DBUS	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC108601651|XP_017845040.1|DBUS	LOC108013952|XP_016935450.2|DSUZ
OG0000023	LOC108604301|XP_017849208.1|DBUS	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC108596143|XP_017837125.1|DBUS	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC108604433|XP_017849396.1|DBUS	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC108601245|XP_033150074.1|DBUS	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC108602727|XP_017846368.1|DBUS	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC108602726|XP_017846367.1|DBUS	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC117134644|XP_033150071.1|DBUS	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC108595136|XP_017835788.1|DBUS	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC108596281|XP_017837347.1|DBUS	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC108594614|XP_017835247.1|DBUS, LOC108594611|XP_017835243.1|DBUS	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC108607483|XP_017853815.1|DBUS	LOC108016763|XP_016939005.1|DSUZ
OG0000026	LOC108606562|XP_017852268.1|DBUS	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC108597443|XP_017839499.1|DBUS	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC108606994|XP_017853058.1|DBUS, LOC108606996|XP_017853059.2|DBUS, LOC108606997|XP_017853060.1|DBUS	LOC108005489|XP_016924284.1|DSUZ, LOC108014363|XP_016935943.1|DSUZ
OG0000026	LOC108602219|XP_017845755.1|DBUS	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC108600961|XP_017844639.1|DBUS	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC108608302|XP_017855118.1|DBUS	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC108600155|XP_017843044.1|DBUS	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC108598250|XP_017840354.1|DBUS	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000028	LOC108597900|XP_017840008.2|DBUS	LOC118877366|XP_036671777.1|DSUZ
OG0000029	LOC108601292|XP_017844680.1|DBUS	LOC108016468|XP_016938614.1|DSUZ, LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC108599285|XP_017841572.1|DBUS	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC108608102|XP_033150830.1|DBUS	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC108595036|XP_017835704.1|DBUS, LOC108595111|XP_017835820.1|DBUS	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC108594814|XP_017835442.1|DBUS, LOC108594815|XP_017835443.1|DBUS, LOC108594821|XP_033149207.1|DBUS, LOC108594803|XP_033149218.1|DBUS, LOC108594804|XP_033149217.1|DBUS	LOC108008208|XP_016927487.1|DSUZ, LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC108605352|XP_017850510.1|DBUS	LOC108016627|XP_016938811.1|DSUZ
OG0000031	LOC108603962|XP_017848657.1|DBUS, LOC108603979|XP_017848698.2|DBUS	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ, LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC108600689|XP_033150743.1|DBUS, LOC108603988|XP_033150741.1|DBUS, LOC108594975|XP_017835600.2|DBUS	LOC108021690|XP_016946003.1|DSUZ, LOC118879756|XP_036678590.1|DSUZ, LOC108020065|XP_036671004.1|DSUZ, LOC108008340|XP_016927698.1|DSUZ, LOC108016076|XP_016938162.1|DSUZ
OG0000031	LOC108596350|XP_017837498.1|DBUS	LOC108017974|XP_016940780.1|DSUZ, LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC108604099|XP_017848870.1|DBUS	LOC108018357|XP_036672791.1|DSUZ
OG0000032	LOC108601631|XP_017845019.1|DBUS	LOC108018355|XP_036672792.1|DSUZ, LOC108018356|XP_036672750.1|DSUZ, LOC108007773|XP_036672793.1|DSUZ, LOC108018396|XP_036672794.1|DSUZ, LOC108007821|XP_016927075.2|DSUZ
OG0000032	LOC108601658|XP_017845046.1|DBUS, LOC108603626|XP_017848073.1|DBUS, LOC108603627|XP_017848074.1|DBUS, LOC108601630|XP_017845018.1|DBUS	LOC108018408|XP_016941455.1|DSUZ, LOC108007771|XP_016927017.1|DSUZ, LOC118877584|XP_036672749.1|DSUZ
OG0000033	LOC108596493|XP_017837798.1|DBUS	LOC118877527|XP_036672470.1|DSUZ, LOC108020436|XP_036671704.1|DSUZ, LOC108008155|XP_016927432.2|DSUZ, LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ, LOC108013705|XP_016935119.2|DSUZ, LOC108010908|XP_016931435.1|DSUZ, LOC108017678|XP_016940276.1|DSUZ, LOC108017971|XP_016940757.1|DSUZ
OG0000033	LOC108594868|XP_017835496.1|DBUS	LOC108017970|XP_016940756.2|DSUZ
OG0000034	LOC108600656|XP_017843844.2|DBUS	LOC108021477|XP_016945708.1|DSUZ
OG0000034	LOC108597722|XP_017839907.2|DBUS	LOC108021476|XP_016945707.1|DSUZ
OG0000034	LOC108608325|XP_017855153.2|DBUS	LOC108021724|XP_016946052.1|DSUZ
OG0000034	LOC108598696|XP_017840911.1|DBUS, LOC108600688|XP_017843931.2|DBUS, LOC108597047|XP_017838843.1|DBUS	LOC108011927|XP_016932664.1|DSUZ
OG0000035	LOC117134686|XP_033149074.1|DBUS, LOC108602071|XP_017845580.2|DBUS, LOC108604409|XP_017849365.2|DBUS, LOC108597433|XP_017839480.2|DBUS	LOC118879530|XP_036678281.1|DSUZ, LOC118878566|XP_036677481.1|DSUZ, LOC118878554|XP_036677462.1|DSUZ, LOC118878468|XP_036677357.1|DSUZ, LOC118879228|XP_036678015.1|DSUZ, LOC118878511|XP_036677408.1|DSUZ, LOC118878925|XP_036677802.1|DSUZ, LOC118878926|XP_036677803.1|DSUZ, LOC118878467|XP_036677356.1|DSUZ, LOC118879227|XP_036678014.1|DSUZ, LOC108014230|XP_016935755.2|DSUZ, LOC118879420|XP_036678186.1|DSUZ, LOC118879445|XP_036678213.1|DSUZ, LOC118878838|XP_036677758.1|DSUZ, LOC118878805|XP_036677715.1|DSUZ, LOC118878803|XP_036677713.1|DSUZ, LOC118878804|XP_036677714.1|DSUZ, LOC118879341|XP_036678090.1|DSUZ
OG0000036	LOC108601814|XP_017845240.1|DBUS	LOC108019328|XP_036675087.1|DSUZ
OG0000036	LOC108604642|XP_017849680.1|DBUS	LOC108006404|XP_016925415.2|DSUZ
OG0000036	LOC108602327|XP_017845903.1|DBUS, LOC108603042|XP_017846950.1|DBUS	LOC108011658|XP_016932343.2|DSUZ
OG0000036	LOC108601330|XP_033149802.1|DBUS, LOC117134637|XP_033149940.1|DBUS	LOC108007854|XP_036674140.1|DSUZ
OG0000037	LOC108602024|XP_017845515.1|DBUS, LOC108601648|XP_017845037.1|DBUS	LOC108017560|XP_036672906.1|DSUZ, LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ
OG0000038	LOC108598255|XP_017840359.1|DBUS	LOC108020759|XP_016944626.2|DSUZ
OG0000038	LOC108599609|XP_017842054.2|DBUS	LOC108010653|XP_036670653.1|DSUZ
OG0000039	LOC108602969|XP_017846840.2|DBUS, LOC108601491|XP_017844877.1|DBUS	LOC108016023|XP_016938107.2|DSUZ
OG0000039	LOC108605767|XP_017851059.1|DBUS, LOC108605331|XP_017850490.1|DBUS	LOC108006280|XP_016925226.1|DSUZ
OG0000039	LOC108605392|XP_017850551.1|DBUS	LOC108019017|XP_016942120.1|DSUZ
OG0000040	LOC108601310|XP_017844699.1|DBUS	LOC108016198|XP_036675321.1|DSUZ, LOC108006036|XP_036674433.1|DSUZ
OG0000040	LOC108603822|XP_017848441.1|DBUS	LOC108006007|XP_036674432.1|DSUZ
OG0000040	LOC108604808|XP_017849901.1|DBUS	LOC108011397|XP_016932008.2|DSUZ, LOC108011398|XP_036675473.1|DSUZ, LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ
OG0000040	LOC108601313|XP_017844701.1|DBUS, LOC108604809|XP_017849902.1|DBUS	LOC108007382|XP_016926528.2|DSUZ
OG0000040	LOC117134625|XP_033150105.1|DBUS	LOC108010783|XP_016931200.1|DSUZ
OG0000041	LOC117134622|XP_033149982.1|DBUS, LOC108601499|XP_033149903.1|DBUS	LOC108012086|XP_016932852.2|DSUZ, LOC108007903|XP_036674596.1|DSUZ, LOC108007889|XP_036674680.1|DSUZ, LOC108007905|XP_016927163.2|DSUZ, LOC108007918|XP_016927178.2|DSUZ
OG0000042	LOC117134763|XP_033149297.1|DBUS, LOC108594910|XP_017835536.1|DBUS, LOC108595933|XP_017836709.1|DBUS, LOC108595930|XP_017836706.1|DBUS, LOC108594909|XP_017835535.1|DBUS, LOC108595936|XP_017836712.1|DBUS, LOC108594913|XP_017835540.1|DBUS, LOC108594912|XP_017835539.1|DBUS, LOC108594911|XP_017835537.1|DBUS, LOC108595931|XP_017836707.1|DBUS, LOC108595934|XP_017836710.1|DBUS, LOC108595935|XP_017836711.1|DBUS, LOC108595932|XP_017836708.1|DBUS	LOC108017900|XP_016940559.1|DSUZ, LOC108017907|XP_016940566.1|DSUZ, LOC108017901|XP_016940560.1|DSUZ, LOC108017904|XP_036669901.1|DSUZ, LOC108017721|XP_016940320.2|DSUZ, LOC108017910|XP_016940568.2|DSUZ, LOC108017722|XP_016940321.2|DSUZ
OG0000042	LOC108601375|XP_033149906.1|DBUS	LOC108017720|XP_016940319.1|DSUZ
OG0000043	LOC108602016|XP_033149810.1|DBUS	LOC108006016|XP_036674672.1|DSUZ
OG0000043	LOC108602049|XP_017845549.1|DBUS	LOC118878135|XP_036675630.1|DSUZ, LOC108006062|XP_016924995.2|DSUZ
OG0000043	LOC117134835|XP_033149811.1|DBUS	LOC108010802|XP_016931225.2|DSUZ, LOC108006056|XP_016924989.2|DSUZ
OG0000044	LOC108602073|XP_017845582.1|DBUS	LOC108012094|XP_016932860.2|DSUZ
OG0000044	LOC108601821|XP_017845247.1|DBUS	LOC108007932|XP_036674251.1|DSUZ, LOC108007930|XP_036674252.1|DSUZ
OG0000045	LOC108599876|XP_017842521.1|DBUS	LOC108004812|XP_036670921.1|DSUZ
OG0000045	LOC108598309|XP_017840414.1|DBUS, LOC108599339|XP_017841631.2|DBUS	LOC108012264|XP_016933053.1|DSUZ, LOC108012265|XP_016933055.1|DSUZ
OG0000045	LOC108598310|XP_017840415.1|DBUS	LOC108005813|XP_016924631.1|DSUZ
OG0000045	LOC108598311|XP_017840416.1|DBUS	LOC108005814|XP_016924632.1|DSUZ
OG0000046	LOC108605644|XP_017850916.1|DBUS, LOC108607283|XP_017853469.1|DBUS	LOC108014937|XP_016936647.1|DSUZ, LOC108014936|XP_016936646.1|DSUZ
OG0000046	LOC108605353|XP_017850511.2|DBUS	LOC108015074|XP_016936802.1|DSUZ, LOC108011093|XP_036674691.1|DSUZ, LOC108011091|XP_016931645.2|DSUZ, LOC108011090|XP_016931644.1|DSUZ, LOC108008133|XP_016927411.1|DSUZ, LOC108011098|XP_036674670.1|DSUZ
OG0000047	LOC108595113|XP_033148899.1|DBUS	LOC108008533|XP_016927892.1|DSUZ
OG0000047	LOC108595086|XP_017835725.1|DBUS	LOC108008555|XP_016927914.1|DSUZ
OG0000047	LOC108595112|XP_017835761.1|DBUS	LOC108019650|XP_016943022.1|DSUZ
OG0000047	LOC108601150|XP_033149649.1|DBUS	LOC108013633|XP_016935067.1|DSUZ
OG0000047	LOC108597760|XP_017839960.1|DBUS	LOC108019638|XP_016943010.1|DSUZ
OG0000048	LOC108599705|XP_017842191.2|DBUS, LOC108599704|XP_017842190.2|DBUS	LOC108011323|XP_016931922.2|DSUZ, LOC108011315|XP_016931911.1|DSUZ
OG0000048	LOC108599708|XP_017842194.1|DBUS, LOC108599701|XP_017842186.2|DBUS	LOC108007323|XP_016926460.1|DSUZ
OG0000048	LOC108599702|XP_017842187.2|DBUS	LOC108007321|XP_016926458.2|DSUZ
OG0000048	LOC108599709|XP_017842195.1|DBUS	LOC108019378|XP_016942690.1|DSUZ
OG0000049	LOC108604094|XP_017848864.1|DBUS	LOC108020793|XP_016944660.2|DSUZ
OG0000049	LOC108604092|XP_017848863.1|DBUS	LOC108020795|XP_016944662.2|DSUZ
OG0000049	LOC108602189|XP_017845724.1|DBUS	LOC108019317|XP_016942627.2|DSUZ
OG0000049	LOC108602386|XP_017845985.1|DBUS	LOC108019319|XP_016942628.2|DSUZ
OG0000049	LOC108601428|XP_017844815.1|DBUS	LOC108020803|XP_016944672.2|DSUZ
OG0000050	LOC108598030|XP_017840133.2|DBUS	LOC108007678|XP_016926890.1|DSUZ, LOC118878832|XP_036677753.1|DSUZ
OG0000050	LOC108598031|XP_017840135.1|DBUS	LOC118878828|XP_036677749.1|DSUZ, LOC108007665|XP_016926876.1|DSUZ, LOC108007667|XP_016926878.2|DSUZ, LOC118878834|XP_036677756.1|DSUZ
OG0000051	LOC108602122|XP_017845638.1|DBUS	LOC108007968|XP_016927228.1|DSUZ
OG0000051	LOC108603519|XP_017847901.1|DBUS	LOC108008061|XP_016927332.1|DSUZ
OG0000051	LOC108601326|XP_017844713.1|DBUS	LOC108019243|XP_016942528.2|DSUZ, LOC108010880|XP_036675361.1|DSUZ, LOC118877892|XP_036674208.1|DSUZ, LOC108017397|XP_036673834.1|DSUZ, LOC108019259|XP_016942548.2|DSUZ
OG0000052	LOC108602705|XP_017846348.1|DBUS, LOC108602704|XP_017846347.1|DBUS	LOC108016209|XP_016938326.2|DSUZ, LOC108017445|XP_036674526.1|DSUZ, LOC108016205|XP_016938321.2|DSUZ, LOC108016212|XP_016938330.1|DSUZ, LOC108016207|XP_016938323.1|DSUZ
OG0000052	LOC108595895|XP_017836674.1|DBUS, LOC108594866|XP_017835493.1|DBUS, LOC108595449|XP_017836175.2|DBUS, LOC108595766|XP_017836545.1|DBUS, LOC108596993|XP_017838752.1|DBUS	LOC108018024|XP_016940878.1|DSUZ
OG0000052	LOC108595795|XP_017836575.1|DBUS, LOC108595759|XP_017836537.1|DBUS	LOC108018025|XP_016940880.1|DSUZ
OG0000053	LOC108596657|XP_017838132.1|DBUS	LOC108019583|XP_016942913.1|DSUZ
