Orthogroup	DBUS.longest_only	DHYD.longest_only
OG0000015	LOC117134842|XP_033149849.1|DBUS, LOC117134841|XP_033149848.1|DBUS, LOC108607907|XP_017854509.1|DBUS	LOC111599488|XP_023170923.2|DHYD
OG0000015	LOC117134844|XP_033149858.1|DBUS, LOC108598228|XP_017840333.1|DBUS	LOC111599832|XP_023171393.2|DHYD
OG0000016	LOC108603000|XP_017846884.1|DBUS	LOC111605496|XP_023179814.1|DHYD
OG0000016	LOC108596111|XP_017837026.1|DBUS	LOC111602093|XP_023174795.1|DHYD
OG0000016	LOC108603521|XP_017847904.1|DBUS	LOC111598341|XP_023169316.1|DHYD
OG0000016	LOC108596316|XP_017837414.1|DBUS	LOC111592540|XP_023160594.1|DHYD
OG0000016	LOC108606266|XP_017851714.1|DBUS	LOC111597353|XP_023167768.1|DHYD
OG0000016	LOC108596191|XP_017837194.1|DBUS	LOC111603208|XP_023176475.1|DHYD
OG0000016	LOC108601639|XP_017845028.2|DBUS	LOC111595218|XP_023164600.1|DHYD
OG0000016	LOC108599665|XP_017842156.1|DBUS	LOC111599234|XP_023170599.1|DHYD
OG0000017	LOC108594623|XP_017835255.1|DBUS	LOC111600908|XP_023173032.2|DHYD, LOC111600896|XP_023173004.2|DHYD
OG0000017	LOC108601423|XP_017844811.1|DBUS	LOC111603277|XP_023176557.1|DHYD, LOC111603278|XP_030079652.1|DHYD
OG0000017	LOC108601498|XP_033150126.1|DBUS, LOC108601497|XP_017844884.1|DBUS	LOC111602301|XP_023175069.1|DHYD
OG0000017	LOC108594615|XP_017835248.1|DBUS	LOC111603822|XP_023177351.2|DHYD
OG0000017	LOC117134873|XP_033150152.1|DBUS, LOC108601314|XP_017844702.1|DBUS, LOC117134851|XP_033149937.1|DBUS, LOC108601332|XP_033149826.1|DBUS	LOC111592948|XP_023161193.2|DHYD
OG0000017	LOC108595879|XP_017836658.1|DBUS	LOC111600903|XP_030081002.1|DHYD
OG0000017	LOC108607612|XP_017854053.1|DBUS	LOC111595834|XP_023165510.2|DHYD
OG0000018	LOC108599199|XP_017841484.1|DBUS	LOC111600492|XP_023172388.2|DHYD
OG0000018	LOC108597971|XP_017840076.1|DBUS	LOC111600507|XP_023172403.1|DHYD
OG0000018	LOC108599156|XP_017841431.1|DBUS	LOC111600497|XP_023172393.2|DHYD
OG0000019	LOC108602932|XP_017846764.1|DBUS	LOC111598921|XP_023170159.1|DHYD
OG0000019	LOC108602934|XP_017846766.1|DBUS	LOC111603256|XP_023176531.2|DHYD
OG0000019	LOC108602931|XP_017846763.1|DBUS	LOC111598920|XP_023170158.2|DHYD
OG0000019	LOC108602936|XP_017846767.1|DBUS	LOC111603248|XP_023176523.1|DHYD
OG0000019	LOC108602933|XP_017846765.1|DBUS	LOC111598923|XP_023170162.2|DHYD
OG0000020	LOC108604342|XP_017849258.1|DBUS	LOC111594494|XP_030080618.1|DHYD
OG0000020	LOC108594958|XP_017835581.1|DBUS	LOC111593180|XP_023161558.2|DHYD
OG0000020	LOC108607439|XP_017853757.2|DBUS	LOC111598962|XP_023170216.2|DHYD
OG0000020	LOC108603823|XP_017848442.1|DBUS	LOC111596686|XP_023166760.2|DHYD
OG0000020	LOC108604274|XP_033150157.1|DBUS	LOC111604565|XP_023178433.2|DHYD
OG0000020	LOC108603677|XP_033150131.1|DBUS	LOC111604594|XP_030078785.1|DHYD, LOC111604595|XP_030078783.1|DHYD, LOC111596439|XP_023166430.2|DHYD
OG0000020	LOC108607440|XP_017853760.2|DBUS	LOC111598978|XP_030080535.1|DHYD
OG0000021	LOC108598850|XP_017841097.1|DBUS	LOC111604510|XP_023178374.1|DHYD
OG0000021	LOC108595010|XP_017835633.1|DBUS	LOC111601219|XP_023173482.1|DHYD
OG0000021	LOC108595009|XP_017835632.1|DBUS	LOC111601270|XP_023173549.2|DHYD
OG0000021	LOC108595428|XP_017836145.1|DBUS	LOC111596996|XP_023167262.1|DHYD
OG0000021	LOC108594982|XP_017835604.1|DBUS	LOC111600652|XP_023172641.1|DHYD
OG0000021	LOC108595014|XP_017835638.1|DBUS	LOC111601220|XP_023173483.1|DHYD
OG0000021	LOC108605475|XP_017850651.1|DBUS	LOC111602062|XP_023174743.2|DHYD
OG0000021	LOC108602127|XP_017845643.1|DBUS	LOC111593360|XP_023161841.1|DHYD
OG0000021	LOC108606823|XP_017852795.1|DBUS	LOC111604024|XP_023177648.1|DHYD
OG0000022	LOC108595778|XP_017836559.1|DBUS	LOC111595585|XP_023165164.2|DHYD
OG0000022	LOC108599848|XP_017842465.1|DBUS	LOC111596894|XP_023167111.1|DHYD, LOC115482988|XP_030079478.1|DHYD
OG0000022	LOC108599021|XP_017841291.1|DBUS, LOC108599849|XP_017842466.2|DBUS, LOC108599851|XP_017842468.2|DBUS, LOC108597894|XP_033149700.1|DBUS	LOC111596890|XP_023167108.1|DHYD, LOC115482998|XP_030079514.1|DHYD, LOC115482986|XP_030079472.1|DHYD, LOC111598207|XP_023169112.1|DHYD
OG0000022	LOC108597711|XP_017839890.1|DBUS	LOC111601208|XP_030081929.1|DHYD
OG0000023	LOC108601632|XP_017845020.1|DBUS	LOC111602788|XP_023175829.2|DHYD
OG0000023	LOC108601651|XP_017845040.1|DBUS	LOC111602703|XP_023175706.2|DHYD
OG0000023	LOC108604301|XP_017849208.1|DBUS	LOC111602748|XP_023175768.2|DHYD
OG0000023	LOC108596143|XP_017837125.1|DBUS	LOC111600543|XP_023172455.2|DHYD
OG0000023	LOC108604433|XP_017849396.1|DBUS	LOC111602765|XP_023175792.2|DHYD
OG0000023	LOC108601245|XP_033150074.1|DBUS	LOC111602764|XP_023175791.1|DHYD
OG0000023	LOC108602727|XP_017846368.1|DBUS	LOC111602801|XP_023175861.1|DHYD
OG0000023	LOC108602726|XP_017846367.1|DBUS	LOC111602761|XP_023175787.2|DHYD
OG0000023	LOC117134644|XP_033150071.1|DBUS	LOC111602800|XP_023175857.2|DHYD
OG0000024	LOC108595136|XP_017835788.1|DBUS	LOC111592141|XP_023159955.2|DHYD
OG0000024	LOC108596281|XP_017837347.1|DBUS	LOC111594287|XP_023163300.2|DHYD, LOC111594285|XP_023163297.1|DHYD
OG0000024	LOC108594614|XP_017835247.1|DBUS, LOC108594611|XP_017835243.1|DBUS	LOC111598026|XP_023168817.2|DHYD
OG0000025	LOC108606718|XP_017852587.1|DBUS, LOC108607483|XP_017853815.1|DBUS	LOC111599384|XP_023170789.1|DHYD
OG0000025	LOC117134728|XP_033149262.1|DBUS	LOC115482900|XP_030079008.1|DHYD
OG0000026	LOC108606562|XP_017852268.1|DBUS	LOC111600180|XP_023171950.2|DHYD
OG0000026	LOC108597443|XP_017839499.1|DBUS	LOC111596354|XP_023166318.1|DHYD
OG0000026	LOC108602219|XP_017845755.1|DBUS	LOC111602647|XP_023175583.2|DHYD
OG0000027	LOC108600961|XP_017844639.1|DBUS	LOC111599153|XP_023170492.2|DHYD
OG0000027	LOC108608302|XP_017855118.1|DBUS	LOC111595849|XP_023165527.1|DHYD
OG0000027	LOC108600155|XP_017843044.1|DBUS	LOC111599119|XP_023170448.2|DHYD
OG0000028	LOC108598252|XP_017840356.2|DBUS, LOC108599617|XP_017842061.2|DBUS, LOC108598253|XP_017840357.2|DBUS	LOC111605074|XP_023179176.1|DHYD, LOC111605073|XP_030081295.1|DHYD
OG0000028	LOC108598250|XP_017840354.1|DBUS	LOC111605107|XP_023179216.2|DHYD
OG0000029	LOC108601292|XP_017844680.1|DBUS	LOC111604160|XP_023177856.2|DHYD, LOC111604075|XP_023177725.2|DHYD
OG0000029	LOC108599285|XP_017841572.1|DBUS	LOC111599253|XP_023170620.2|DHYD
OG0000030	LOC108608102|XP_033150830.1|DBUS	LOC111603775|XP_023177278.2|DHYD
OG0000030	LOC108595036|XP_017835704.1|DBUS, LOC108595111|XP_017835820.1|DBUS	LOC111596081|XP_023165908.2|DHYD
OG0000030	LOC108594814|XP_017835442.1|DBUS, LOC108594815|XP_017835443.1|DBUS, LOC108594821|XP_033149207.1|DBUS, LOC108594803|XP_033149218.1|DBUS, LOC108594804|XP_033149217.1|DBUS	LOC111603826|XP_023177354.2|DHYD, LOC111603824|XP_030081369.1|DHYD
OG0000030	LOC108605352|XP_017850510.1|DBUS	LOC111596747|XP_030080079.1|DHYD
OG0000031	LOC108603962|XP_017848657.1|DBUS, LOC108603979|XP_017848698.2|DBUS	LOC111596192|XP_023166065.2|DHYD
OG0000031	LOC108600689|XP_033150743.1|DBUS	LOC115483322|XP_030080566.1|DHYD, LOC111596193|XP_030080567.1|DHYD
OG0000031	LOC108596350|XP_017837498.1|DBUS	LOC111594664|XP_023163834.1|DHYD
OG0000032	LOC108604099|XP_017848870.1|DBUS	LOC111599037|XP_023170323.1|DHYD
OG0000032	LOC108601631|XP_017845019.1|DBUS	LOC111599021|XP_023170312.2|DHYD
OG0000032	LOC108603626|XP_017848073.1|DBUS, LOC108603627|XP_017848074.1|DBUS, LOC108601630|XP_017845018.1|DBUS	LOC111598586|XP_023169670.2|DHYD
OG0000033	LOC108596493|XP_017837798.1|DBUS	LOC111599962|XP_023171625.2|DHYD
OG0000033	LOC108594868|XP_017835496.1|DBUS	LOC111605044|XP_023179148.2|DHYD, LOC111605045|XP_023179149.1|DHYD, LOC111605037|XP_030080348.1|DHYD, LOC111605043|XP_030080420.1|DHYD, LOC111605018|XP_023179116.1|DHYD, LOC111595694|XP_023165308.2|DHYD, LOC115483536|XP_030081573.1|DHYD
OG0000034	LOC108600656|XP_017843844.2|DBUS	LOC111602472|XP_023175302.2|DHYD
OG0000034	LOC108608325|XP_017855153.2|DBUS	LOC111602462|XP_023175290.2|DHYD
OG0000034	LOC108598696|XP_017840911.1|DBUS, LOC108600688|XP_017843931.2|DBUS	LOC111602201|XP_023174938.2|DHYD, LOC111602303|XP_023175072.2|DHYD
OG0000036	LOC108601814|XP_017845240.1|DBUS	LOC111602683|XP_023175671.1|DHYD
OG0000036	LOC108604642|XP_017849680.1|DBUS	LOC111602776|XP_023175811.1|DHYD
OG0000036	LOC108602327|XP_017845903.1|DBUS, LOC108603042|XP_017846950.1|DBUS	LOC111602665|XP_023175617.1|DHYD
OG0000036	LOC108601330|XP_033149802.1|DBUS, LOC117134637|XP_033149940.1|DBUS	LOC111601529|XP_023173926.1|DHYD
OG0000036	LOC108607107|XP_017853223.1|DBUS	LOC111605324|XP_023179557.2|DHYD
OG0000037	LOC108602024|XP_017845515.1|DBUS, LOC108601648|XP_017845037.1|DBUS	LOC111601750|XP_023174255.2|DHYD
OG0000037	LOC108595584|XP_033149202.1|DBUS, LOC117134663|XP_033148953.1|DBUS, LOC108595142|XP_033148951.1|DBUS	LOC111592218|XP_023160061.2|DHYD
OG0000038	LOC108598255|XP_017840359.1|DBUS	LOC111605099|XP_023179209.2|DHYD
OG0000038	LOC108599609|XP_017842054.2|DBUS	LOC111605094|XP_023179201.2|DHYD
OG0000039	LOC108602969|XP_017846840.2|DBUS, LOC108601491|XP_017844877.1|DBUS	LOC111599549|XP_023170981.2|DHYD
OG0000039	LOC108605767|XP_017851059.1|DBUS, LOC108605331|XP_017850490.1|DBUS	LOC111600216|XP_023172006.1|DHYD, LOC111600215|XP_023172005.2|DHYD
OG0000039	LOC108599869|XP_017842508.1|DBUS, LOC108605330|XP_017850489.2|DBUS	LOC111604896|XP_023178904.1|DHYD, LOC111599287|XP_023170654.1|DHYD
OG0000039	LOC108606087|XP_017851422.2|DBUS	LOC111600203|XP_023171988.2|DHYD
OG0000039	LOC108605392|XP_017850551.1|DBUS	LOC111592722|XP_023160878.1|DHYD
OG0000040	LOC108601310|XP_017844699.1|DBUS	LOC111604247|XP_023178000.2|DHYD
OG0000040	LOC108603822|XP_017848441.1|DBUS	LOC111604248|XP_023178001.2|DHYD
OG0000040	LOC108604808|XP_017849901.1|DBUS	LOC115482741|XP_023177941.2|DHYD, LOC111604209|XP_030080789.1|DHYD
OG0000040	LOC108601313|XP_017844701.1|DBUS, LOC108604809|XP_017849902.1|DBUS	LOC111604211|XP_023177942.2|DHYD
OG0000040	LOC117134625|XP_033150105.1|DBUS	LOC111594486|XP_023163562.2|DHYD
OG0000041	LOC108604138|XP_017848936.1|DBUS	LOC111597538|XP_023168095.2|DHYD, LOC111604813|XP_023178802.2|DHYD, LOC111604814|XP_023178803.2|DHYD, LOC111598483|XP_023169509.2|DHYD, LOC111597534|XP_023168080.2|DHYD
OG0000041	LOC117134622|XP_033149982.1|DBUS, LOC108601499|XP_033149903.1|DBUS	LOC111604864|XP_023178867.2|DHYD, LOC111604904|XP_023178911.2|DHYD, LOC111604851|XP_023178852.2|DHYD
OG0000042	LOC117134763|XP_033149297.1|DBUS	LOC111599594|XP_023171048.2|DHYD, LOC111599620|XP_023171080.1|DHYD
OG0000042	LOC108594910|XP_017835536.1|DBUS, LOC108595933|XP_017836709.1|DBUS, LOC108595930|XP_017836706.1|DBUS, LOC108594909|XP_017835535.1|DBUS, LOC108595936|XP_017836712.1|DBUS, LOC108594913|XP_017835540.1|DBUS, LOC108594912|XP_017835539.1|DBUS, LOC108594911|XP_017835537.1|DBUS, LOC108595931|XP_017836707.1|DBUS, LOC108595934|XP_017836710.1|DBUS, LOC108595935|XP_017836711.1|DBUS, LOC108595932|XP_017836708.1|DBUS	LOC111597714|XP_023168323.2|DHYD, LOC111597667|XP_023168258.2|DHYD, LOC111597668|XP_023168259.1|DHYD, LOC111597715|XP_023168324.2|DHYD, LOC111597713|XP_023168322.2|DHYD, LOC111597717|XP_023168325.1|DHYD
OG0000042	LOC108601375|XP_033149906.1|DBUS	LOC111598606|XP_023169706.2|DHYD
OG0000043	LOC108602016|XP_033149810.1|DBUS	LOC111600264|XP_023172080.2|DHYD
OG0000043	LOC108602049|XP_017845549.1|DBUS	LOC111600256|XP_023172069.2|DHYD
OG0000043	LOC117134835|XP_033149811.1|DBUS	LOC111600253|XP_023172066.2|DHYD
OG0000044	LOC108602073|XP_017845582.1|DBUS	LOC111604839|XP_023178838.2|DHYD
OG0000044	LOC108601821|XP_017845247.1|DBUS	LOC111604836|XP_023178833.2|DHYD, LOC111604822|XP_023178814.2|DHYD, LOC111604862|XP_023178863.2|DHYD
OG0000045	LOC108599876|XP_017842521.1|DBUS	LOC111597387|XP_023167819.1|DHYD
OG0000045	LOC108598309|XP_017840414.1|DBUS, LOC108599339|XP_017841631.2|DBUS	LOC111597391|XP_023167823.1|DHYD
OG0000045	LOC108598310|XP_017840415.1|DBUS	LOC111597386|XP_023167816.1|DHYD
OG0000045	LOC108598311|XP_017840416.1|DBUS	LOC111597377|XP_023167802.1|DHYD
OG0000046	LOC108605644|XP_017850916.1|DBUS, LOC108607283|XP_017853469.1|DBUS	LOC111591975|XP_023159692.2|DHYD
OG0000046	LOC108605353|XP_017850511.2|DBUS	LOC111594427|XP_023163484.2|DHYD, LOC111600609|XP_030079920.1|DHYD, LOC111593401|XP_030079935.1|DHYD, LOC111594428|XP_030080652.1|DHYD
OG0000047	LOC108595113|XP_033148899.1|DBUS	LOC111596622|XP_023166677.1|DHYD
OG0000047	LOC108595086|XP_017835725.1|DBUS	LOC111594123|XP_023163050.2|DHYD
OG0000047	LOC108595112|XP_017835761.1|DBUS	LOC111595469|XP_023165002.1|DHYD
OG0000047	LOC108597760|XP_017839960.1|DBUS	LOC111595525|XP_023165074.2|DHYD
OG0000048	LOC108599705|XP_017842191.2|DBUS, LOC108599704|XP_017842190.2|DBUS	LOC111604705|XP_023178646.1|DHYD, LOC111604704|XP_023178645.2|DHYD
OG0000048	LOC108599708|XP_017842194.1|DBUS, LOC108599701|XP_017842186.2|DBUS	LOC111604700|XP_023178641.1|DHYD
OG0000048	LOC108599702|XP_017842187.2|DBUS	LOC111604676|XP_023178606.1|DHYD
OG0000048	LOC108599709|XP_017842195.1|DBUS	LOC111604701|XP_023178642.1|DHYD
OG0000049	LOC108604094|XP_017848864.1|DBUS	LOC111594543|XP_023163663.2|DHYD
OG0000049	LOC108604092|XP_017848863.1|DBUS	LOC111594529|XP_023163631.2|DHYD
OG0000049	LOC108602189|XP_017845724.1|DBUS	LOC111594475|XP_023163544.1|DHYD
OG0000049	LOC108602386|XP_017845985.1|DBUS	LOC111594476|XP_023163545.2|DHYD
OG0000049	LOC108601428|XP_017844815.1|DBUS	LOC111594581|XP_023163706.2|DHYD
OG0000050	LOC108598030|XP_017840133.2|DBUS	LOC111597562|XP_023168129.2|DHYD
OG0000050	LOC108598031|XP_017840135.1|DBUS	LOC111597557|XP_023168122.2|DHYD
OG0000051	LOC108602122|XP_017845638.1|DBUS	LOC111604842|XP_023178842.2|DHYD
OG0000051	LOC108603519|XP_017847901.1|DBUS	LOC111598254|XP_023169188.2|DHYD
OG0000052	LOC108602705|XP_017846348.1|DBUS, LOC108602704|XP_017846347.1|DBUS	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD
OG0000052	LOC108595895|XP_017836674.1|DBUS	LOC111604228|XP_023177970.1|DHYD
OG0000052	LOC108594866|XP_017835493.1|DBUS	LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD
OG0000052	LOC108595795|XP_017836575.1|DBUS, LOC108595759|XP_017836537.1|DBUS	LOC111604234|XP_023177982.1|DHYD
OG0000053	LOC108596657|XP_017838132.1|DBUS	LOC111602599|XP_023175526.2|DHYD
OG0000053	LOC108596656|XP_017838131.1|DBUS	LOC111602600|XP_023175527.2|DHYD
OG0000053	LOC108596363|XP_017837514.1|DBUS	LOC111596382|XP_023166356.2|DHYD
OG0000053	LOC108596359|XP_017837509.1|DBUS	LOC111596381|XP_023166355.2|DHYD
OG0000053	LOC108596165|XP_017837161.1|DBUS	LOC111596379|XP_023166352.2|DHYD
OG0000054	LOC108604220|XP_017849074.1|DBUS, LOC108604256|XP_033150124.1|DBUS, LOC117134982|XP_033150557.1|DBUS	LOC111604826|XP_023178817.2|DHYD
OG0000054	LOC108601496|XP_033150556.1|DBUS, LOC117134871|XP_033150125.1|DBUS	LOC111593322|XP_023161796.2|DHYD
OG0000055	LOC108602318|XP_017845891.1|DBUS	LOC111603258|XP_023176533.1|DHYD, LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD
OG0000056	LOC108601235|XP_017844623.1|DBUS	LOC111599614|XP_023171073.2|DHYD
OG0000056	LOC108603613|XP_017848051.1|DBUS, LOC108603612|XP_017848050.1|DBUS	LOC111599611|XP_023171068.2|DHYD
