Orthogroup	DSUZ.longest_only	DSAN.longest_only
OG0000006	LOC118879645|XP_036678432.1|DSUZ, LOC118877312|XP_036671383.1|DSUZ	LOC120457670|XP_039501096.1|DSAN
OG0000007	LOC108004804|XP_016923359.1|DSUZ	LOC120450299|XP_039489171.1|DSAN
OG0000007	LOC118877416|XP_036672028.1|DSUZ	LOC120449593|XP_039488092.1|DSAN
OG0000007	LOC108013025|XP_016934104.1|DSUZ	LOC120449309|XP_039487635.1|DSAN
OG0000007	LOC108013029|XP_016934109.1|DSUZ	LOC120449521|XP_039487968.1|DSAN
OG0000007	LOC108012427|XP_016933279.1|DSUZ	LOC120448495|XP_039486458.1|DSAN
OG0000007	LOC108012288|XP_016933078.2|DSUZ	LOC120448563|XP_039486553.1|DSAN
OG0000007	LOC118879795|XP_036678702.1|DSUZ	LOC120458533|XP_039502144.1|DSAN
OG0000007	LOC108019834|XP_016943342.1|DSUZ	LOC120455948|XP_039498425.1|DSAN
OG0000007	LOC118876800|XP_036668611.1|DSUZ	LOC120458508|XP_039502112.1|DSAN
OG0000007	LOC108012353|XP_016933194.1|DSUZ	LOC120448335|XP_039486223.1|DSAN
OG0000007	LOC108012354|XP_016933195.2|DSUZ	LOC120448331|XP_039486219.1|DSAN
OG0000007	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ	LOC120450012|XP_039488670.1|DSAN
OG0000007	LOC108013030|XP_016934110.1|DSUZ	LOC120449911|XP_039488536.1|DSAN
OG0000008	LOC108014183|XP_016935707.1|DSUZ	LOC120451092|XP_039490416.1|DSAN
OG0000008	LOC108020044|XP_016943629.1|DSUZ	LOC120449655|XP_039488186.1|DSAN
OG0000008	LOC118877368|XP_036671791.1|DSUZ	LOC120449654|XP_039488185.1|DSAN
OG0000008	LOC108007042|XP_016926141.1|DSUZ	LOC120458586|XP_039502222.1|DSAN
OG0000008	LOC108020009|XP_016943583.1|DSUZ	LOC120449658|XP_039488188.1|DSAN
OG0000008	LOC108011129|XP_016931690.1|DSUZ	LOC120456894|XP_039499926.1|DSAN
OG0000008	LOC108014245|XP_016935771.2|DSUZ	LOC120453056|XP_039493512.1|DSAN
OG0000008	LOC108006378|XP_036675047.1|DSUZ	LOC120453871|XP_039494710.1|DSAN
OG0000008	LOC108014235|XP_016935760.2|DSUZ	LOC120453053|XP_039493508.1|DSAN
OG0000008	LOC108014237|XP_016935761.1|DSUZ	LOC120452274|XP_039492339.1|DSAN
OG0000008	LOC118878011|XP_036674950.1|DSUZ	LOC120453887|XP_039494738.1|DSAN
OG0000009	LOC108014185|XP_016935709.1|DSUZ	LOC120452846|XP_039493217.1|DSAN
OG0000009	LOC108014181|XP_016935705.2|DSUZ	LOC120453968|XP_039494853.1|DSAN
OG0000009	LOC108015574|XP_036672879.1|DSUZ	LOC120454581|XP_039495924.1|DSAN
OG0000009	LOC108014176|XP_016935699.1|DSUZ	LOC120452847|XP_039493218.1|DSAN
OG0000009	LOC108011415|XP_036670407.1|DSUZ	LOC120447920|XP_039485510.1|DSAN
OG0000009	LOC108008708|XP_016928093.1|DSUZ	LOC120446532|XP_039483479.1|DSAN
OG0000009	LOC108019245|XP_036673765.1|DSUZ	LOC120453301|XP_039493868.1|DSAN
OG0000009	LOC108008467|XP_016927811.1|DSUZ	LOC120445192|XP_039481349.1|DSAN
OG0000009	LOC108008503|XP_016927857.1|DSUZ	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN
OG0000010	LOC118879648|XP_036678436.1|DSUZ, LOC118879264|XP_036678040.1|DSUZ	LOC120446204|XP_039482989.1|DSAN
OG0000010	LOC118879272|XP_036678049.1|DSUZ, LOC108014626|XP_016936278.1|DSUZ, LOC118879273|XP_036678050.1|DSUZ	LOC120457684|XP_039501107.1|DSAN
OG0000010	LOC118878854|XP_036677774.1|DSUZ, LOC118877836|XP_036673914.1|DSUZ	LOC120457967|XP_039501402.1|DSAN
OG0000010	LOC118879513|XP_036678270.1|DSUZ, LOC108006791|XP_016925829.1|DSUZ	LOC120457962|XP_039501399.1|DSAN
OG0000011	LOC108018989|XP_016942085.1|DSUZ	LOC120456909|XP_039499973.1|DSAN
OG0000011	LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ	LOC120458387|XP_039501940.1|DSAN
OG0000011	LOC108010267|XP_016930620.1|DSUZ	LOC120458388|XP_039501941.1|DSAN
OG0000011	LOC108007943|XP_016927205.1|DSUZ	LOC120458054|XP_039501501.1|DSAN, LOC120458044|XP_039501490.1|DSAN
OG0000011	LOC108011057|XP_016931608.2|DSUZ	LOC120449699|XP_039488248.1|DSAN
OG0000011	LOC108007310|XP_016926446.1|DSUZ	LOC120454523|XP_039495825.1|DSAN
OG0000011	LOC108020156|XP_036668757.1|DSUZ	LOC120444818|XP_039480708.1|DSAN
OG0000011	LOC108014635|XP_016936289.1|DSUZ	LOC120445760|XP_039482290.1|DSAN
OG0000011	LOC108005222|XP_016923902.1|DSUZ	LOC120454945|XP_039496647.1|DSAN
OG0000011	LOC108012408|XP_016933257.1|DSUZ	LOC120449538|XP_039487994.1|DSAN
OG0000011	LOC108012407|XP_016933256.1|DSUZ	LOC120449537|XP_039487993.1|DSAN
OG0000011	LOC118877899|XP_036674305.1|DSUZ	LOC120452178|XP_039492220.1|DSAN
OG0000012	LOC108010292|XP_016930652.1|DSUZ	LOC120445821|XP_039482372.1|DSAN
OG0000012	LOC108009919|XP_016930137.1|DSUZ	LOC120445820|XP_039482371.1|DSAN
OG0000012	LOC108009918|XP_016930133.2|DSUZ	LOC120446192|XP_039482973.1|DSAN
OG0000012	LOC108010305|XP_016930677.1|DSUZ	LOC120446256|XP_039483062.1|DSAN
OG0000012	LOC108008893|XP_036669248.1|DSUZ	LOC120444865|XP_039480765.1|DSAN
OG0000012	LOC108008513|XP_016927870.1|DSUZ	LOC120445730|XP_039482234.1|DSAN
OG0000012	LOC108008168|XP_036669662.1|DSUZ	LOC120446629|XP_039483624.1|DSAN
OG0000012	LOC108009570|XP_016929524.1|DSUZ	LOC120446410|XP_039483290.1|DSAN
OG0000012	LOC108009572|XP_016929528.1|DSUZ	LOC120445226|XP_039481417.1|DSAN
OG0000012	LOC108009569|XP_016929521.1|DSUZ	LOC120446006|XP_039482689.1|DSAN
OG0000012	LOC108009571|XP_016929527.1|DSUZ	LOC120446007|XP_039482691.1|DSAN
OG0000013	LOC108009479|XP_016929350.1|DSUZ	LOC120444466|XP_039480072.1|DSAN
OG0000013	LOC108005296|XP_016923987.1|DSUZ	LOC120456796|XP_039499752.1|DSAN
OG0000013	LOC108004911|XP_016923486.2|DSUZ	LOC120450753|XP_039489810.1|DSAN
OG0000013	LOC108012921|XP_016933934.1|DSUZ	LOC120447659|XP_039485107.1|DSAN
OG0000013	LOC108018484|XP_016941530.2|DSUZ	LOC120450808|XP_039489911.1|DSAN
OG0000013	LOC108015759|XP_036673283.1|DSUZ	LOC120452623|XP_039492863.1|DSAN
OG0000013	LOC108007391|XP_016926534.2|DSUZ	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN, LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN
OG0000014	LOC118879094|XP_036677971.1|DSUZ, LOC118879246|XP_036678025.1|DSUZ	LOC120457516|XP_039500998.1|DSAN
OG0000014	LOC118879093|XP_036677970.1|DSUZ, LOC118878475|XP_036677366.1|DSUZ, LOC118879451|XP_036678220.1|DSUZ, LOC108005664|XP_016924475.1|DSUZ	LOC120458585|XP_039502218.1|DSAN
OG0000015	LOC108016959|XP_016939387.2|DSUZ	LOC120446987|XP_039484221.1|DSAN
OG0000015	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ	LOC120456360|XP_039499095.1|DSAN
OG0000015	LOC108010859|XP_016931327.1|DSUZ	LOC120458799|XP_039502526.1|DSAN
OG0000015	LOC108009429|XP_016929253.1|DSUZ	LOC120458791|XP_039502509.1|DSAN
OG0000015	LOC108018900|XP_016941980.1|DSUZ	LOC120458608|XP_039502248.1|DSAN
OG0000015	LOC108010103|XP_016930413.1|DSUZ	LOC120445789|XP_039482329.1|DSAN
OG0000016	LOC108019413|XP_016942724.1|DSUZ	LOC120451140|XP_039490495.1|DSAN
OG0000016	LOC108009286|XP_016929004.1|DSUZ	LOC120444605|XP_039480314.1|DSAN
OG0000016	LOC108008079|XP_016927358.2|DSUZ	LOC120454635|XP_039496058.1|DSAN
OG0000016	LOC108009982|XP_016930246.1|DSUZ	LOC120445231|XP_039481423.1|DSAN
OG0000016	LOC108011133|XP_016931695.1|DSUZ	LOC120457379|XP_039500852.1|DSAN
OG0000016	LOC108010965|XP_016931470.1|DSUZ	LOC120444059|XP_039479503.1|DSAN
OG0000016	LOC108006430|XP_016925443.1|DSUZ	LOC120450954|XP_039490174.1|DSAN
OG0000016	LOC108007764|XP_016927008.1|DSUZ	LOC120450393|XP_039489322.1|DSAN
OG0000017	LOC108018993|XP_036676279.1|DSUZ	LOC120456210|XP_039498824.1|DSAN
OG0000017	LOC108009448|XP_016929291.1|DSUZ	LOC120458133|XP_039501613.1|DSAN
OG0000017	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ	LOC120453270|XP_039493835.1|DSAN
OG0000017	LOC108006071|XP_036673105.1|DSUZ	LOC120452397|XP_039492549.1|DSAN
OG0000017	LOC108015782|XP_016937825.2|DSUZ	LOC120452472|XP_039492645.1|DSAN
OG0000017	LOC108009905|XP_016930117.1|DSUZ	LOC120445309|XP_039481553.1|DSAN
OG0000017	LOC108019403|XP_016942713.1|DSUZ	LOC120454864|XP_039496354.1|DSAN
OG0000017	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ	LOC120445308|XP_039481552.1|DSAN
OG0000017	LOC108010173|XP_036669903.1|DSUZ	LOC120454377|XP_039495551.1|DSAN
OG0000018	LOC108012738|XP_016933660.1|DSUZ	LOC120448958|XP_039487148.1|DSAN
OG0000018	LOC108012688|XP_016933605.1|DSUZ	LOC120449277|XP_039487593.1|DSAN
OG0000018	LOC108012644|XP_016933559.1|DSUZ	LOC120447671|XP_039485130.1|DSAN
OG0000018	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ, LOC108012675|XP_016933591.2|DSUZ	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN
OG0000019	LOC108016142|XP_016938246.1|DSUZ	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC108016122|XP_036675619.1|DSUZ	LOC120453201|XP_039493721.1|DSAN
OG0000019	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ	LOC120453202|XP_039493723.1|DSAN
OG0000019	LOC108016158|XP_036675606.1|DSUZ	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC108016141|XP_016938245.1|DSUZ	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC108016139|XP_016938240.1|DSUZ	LOC120453203|XP_039493724.1|DSAN
OG0000019	LOC108016146|XP_016938250.2|DSUZ	LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC108009233|XP_016928887.1|DSUZ	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ	LOC120444384|XP_039479923.1|DSAN
OG0000020	LOC108010328|XP_016930743.1|DSUZ	LOC120445506|XP_039481897.1|DSAN
OG0000020	LOC108021143|XP_036673557.1|DSUZ	LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC108015714|XP_036672549.1|DSUZ	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC108010610|XP_036674725.1|DSUZ	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC108021708|XP_016946031.1|DSUZ	LOC120457706|XP_039501135.1|DSAN
OG0000020	LOC108021147|XP_016945207.1|DSUZ	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC108015921|XP_016937993.1|DSUZ	LOC120458794|XP_039502520.1|DSAN
OG0000021	LOC108009589|XP_016929550.1|DSUZ	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC108009874|XP_016930066.1|DSUZ	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC108008720|XP_016928109.1|DSUZ	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC108012220|XP_036675724.1|DSUZ	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC108006427|XP_036673222.1|DSUZ	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC108018719|XP_036672548.1|DSUZ	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC108005418|XP_036676931.1|DSUZ	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC108008926|XP_016928324.1|DSUZ	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC108012621|XP_016933529.1|DSUZ	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN
OG0000022	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000022	LOC108013018|XP_016934098.1|DSUZ	LOC120449729|XP_039488292.1|DSAN
OG0000023	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN
OG0000023	LOC108019337|XP_016942646.2|DSUZ	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC108009166|XP_016928770.1|DSUZ	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC108018731|XP_036675082.1|DSUZ	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC108013954|XP_016935453.2|DSUZ	LOC120453806|XP_039494614.1|DSAN
OG0000023	LOC108013962|XP_016935466.1|DSUZ	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC108013947|XP_036675218.1|DSUZ	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC108013965|XP_016935470.1|DSUZ	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC108010072|XP_016930375.2|DSUZ	LOC120445294|XP_039481531.1|DSAN
OG0000024	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN
OG0000024	LOC108010252|XP_016930594.2|DSUZ	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC108010071|XP_016930374.1|DSUZ	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC108019756|XP_016943207.1|DSUZ	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC108016763|XP_016939005.1|DSUZ	LOC120456451|XP_039499224.1|DSAN
OG0000025	LOC108016331|XP_036678431.1|DSUZ	LOC120457929|XP_039501366.1|DSAN
OG0000026	LOC108004556|XP_016922979.1|DSUZ	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC108010503|XP_036668665.1|DSUZ	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC108005489|XP_016924284.1|DSUZ	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC108013851|XP_016935328.2|DSUZ	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC118879783|XP_036678676.1|DSUZ	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC108021423|XP_016945624.1|DSUZ	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC108015770|XP_036678674.1|DSUZ	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ	LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC118877366|XP_036671777.1|DSUZ	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC108018422|XP_016941467.2|DSUZ	LOC120454032|XP_039494960.1|DSAN
OG0000029	LOC108008251|XP_016927530.2|DSUZ	LOC120450915|XP_039490111.1|DSAN
OG0000029	LOC108018480|XP_016941526.2|DSUZ	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC108019543|XP_016942870.2|DSUZ	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC108013240|XP_036677776.1|DSUZ	LOC120458250|XP_039501773.1|DSAN
OG0000030	LOC108019494|XP_016942847.1|DSUZ	LOC120458016|XP_039501452.1|DSAN
OG0000030	LOC108012924|XP_016933943.1|DSUZ	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC108008957|XP_016928357.1|DSUZ	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC108016627|XP_016938811.1|DSUZ	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN
OG0000031	LOC108016065|XP_016938150.1|DSUZ	LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC108021690|XP_016946003.1|DSUZ	LOC120446453|XP_039483382.1|DSAN
OG0000031	LOC118879756|XP_036678590.1|DSUZ	LOC120444733|XP_039480594.1|DSAN
OG0000031	LOC108020065|XP_036671004.1|DSUZ	LOC120450501|XP_039489486.1|DSAN
OG0000031	LOC108008340|XP_016927698.1|DSUZ	LOC120458846|XP_039502606.1|DSAN
OG0000031	LOC108016076|XP_016938162.1|DSUZ	LOC120443941|XP_039479322.1|DSAN
OG0000031	LOC108017973|XP_016940764.1|DSUZ	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC108018357|XP_036672791.1|DSUZ	LOC120451694|XP_039491522.1|DSAN
OG0000032	LOC108018356|XP_036672750.1|DSUZ	LOC120453694|XP_039494449.1|DSAN
OG0000032	LOC108018396|XP_036672794.1|DSUZ	LOC120453066|XP_039493525.1|DSAN
OG0000032	LOC108018408|XP_016941455.1|DSUZ	LOC120451410|XP_039491015.1|DSAN
OG0000032	LOC118877584|XP_036672749.1|DSUZ	LOC120451635|XP_039491427.1|DSAN
OG0000033	LOC108007608|XP_016926802.1|DSUZ, LOC118877727|XP_036673586.1|DSUZ	LOC120452564|XP_039492778.1|DSAN
OG0000033	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ	LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ	LOC120445509|XP_039481901.1|DSAN
OG0000033	LOC108017678|XP_016940276.1|DSUZ	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC108017971|XP_016940757.1|DSUZ	LOC120443740|XP_039478930.1|DSAN
OG0000033	LOC108017970|XP_016940756.2|DSUZ	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC108010515|XP_016930878.2|DSUZ	LOC120447695|XP_039485159.1|DSAN
OG0000033	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ	LOC120452485|XP_039492667.1|DSAN
OG0000033	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ	LOC120446152|XP_039482915.1|DSAN
OG0000033	LOC108008234|XP_016927514.1|DSUZ	LOC120446144|XP_039482905.1|DSAN
OG0000034	LOC108021477|XP_016945708.1|DSUZ	LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC108021476|XP_016945707.1|DSUZ	LOC120447093|XP_039484433.1|DSAN
OG0000034	LOC108021724|XP_016946052.1|DSUZ	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC108009317|XP_016929074.1|DSUZ	LOC120445471|XP_039481849.1|DSAN
OG0000034	LOC108007509|XP_016926684.2|DSUZ	LOC120452815|XP_039493155.1|DSAN
OG0000034	LOC108005688|XP_016924502.2|DSUZ	LOC120452816|XP_039493156.1|DSAN
OG0000034	LOC108011927|XP_016932664.1|DSUZ	LOC120458883|XP_039502653.1|DSAN
