Orthogroup	DSUZ.longest_only	DSUB.longest_only
OG0000002	LOC108009088|XP_016928634.1|DSUZ	LOC117891991|XP_034653760.1|DSUB
OG0000002	LOC108009087|XP_016928633.1|DSUZ	LOC117891990|XP_034653758.1|DSUB
OG0000002	LOC108009933|XP_016930164.1|DSUZ	LOC117891710|XP_034653195.1|DSUB
OG0000002	LOC108011106|XP_016931667.2|DSUZ	LOC117899951|XP_034665996.1|DSUB
OG0000002	LOC108009013|XP_016928477.1|DSUZ	LOC117900215|XP_034666390.1|DSUB
OG0000003	LOC108008945|XP_016928345.1|DSUZ, LOC108008944|XP_016928343.1|DSUZ	LOC117890983|XP_034652023.1|DSUB
OG0000003	LOC118877697|XP_036673424.1|DSUZ, LOC108008943|XP_016928342.1|DSUZ	LOC117890985|XP_034652025.1|DSUB
OG0000003	LOC108018006|XP_016940848.1|DSUZ	LOC117890142|XP_034650721.1|DSUB
OG0000003	LOC108008949|XP_016928349.1|DSUZ, LOC108008948|XP_016928348.1|DSUZ	LOC117890987|XP_034652029.1|DSUB
OG0000003	LOC108008946|XP_016928346.1|DSUZ, LOC108008150|XP_016927428.2|DSUZ	LOC117890986|XP_034652027.1|DSUB
OG0000003	LOC108008950|XP_016928350.1|DSUZ	LOC117890988|XP_034652030.1|DSUB
OG0000003	LOC108019593|XP_016942923.1|DSUZ	LOC117890991|XP_034652033.1|DSUB
OG0000003	LOC108019592|XP_016942921.1|DSUZ, LOC108019594|XP_016942924.1|DSUZ	LOC117890982|XP_034652022.1|DSUB
OG0000003	LOC108007096|XP_016926191.1|DSUZ	LOC117900241|XP_034666421.1|DSUB
OG0000005	LOC118879271|XP_036678048.1|DSUZ, LOC118879262|XP_036678038.1|DSUZ, LOC118879260|XP_036678036.1|DSUZ, LOC118879641|XP_036678429.1|DSUZ, LOC118877314|XP_036671399.1|DSUZ, LOC118879261|XP_036678037.1|DSUZ, LOC118879270|XP_036678047.1|DSUZ, LOC118879258|XP_036678034.1|DSUZ, LOC108016328|XP_036678434.1|DSUZ, LOC118879259|XP_036678035.1|DSUZ, LOC118879512|XP_036678269.1|DSUZ, LOC118877313|XP_036671386.1|DSUZ, LOC118879647|XP_036678435.1|DSUZ, LOC118879752|XP_036678579.1|DSUZ, LOC108016497|XP_016938653.1|DSUZ	LOC117901442|XP_034668076.1|DSUB
OG0000005	LOC108016330|XP_016938455.2|DSUZ	LOC117900068|XP_034666166.1|DSUB
OG0000006	LOC118879269|XP_036678046.1|DSUZ, LOC118879646|XP_036678433.1|DSUZ	LOC117901441|XP_034668075.1|DSUB
OG0000007	LOC108004804|XP_016923359.1|DSUZ	LOC117894702|XP_034657776.1|DSUB
OG0000007	LOC108013025|XP_016934104.1|DSUZ	LOC117894589|XP_034657628.1|DSUB
OG0000007	LOC118879795|XP_036678702.1|DSUZ	LOC117900834|XP_034667236.1|DSUB
OG0000007	LOC108019834|XP_016943342.1|DSUZ	LOC117890133|XP_034650711.1|DSUB
OG0000007	LOC108017241|XP_036675632.1|DSUZ, LOC108015466|XP_016937387.2|DSUZ	LOC117897982|XP_034662985.1|DSUB
OG0000007	LOC118876800|XP_036668611.1|DSUZ	LOC117900835|XP_034667237.1|DSUB
OG0000007	LOC108012354|XP_016933195.2|DSUZ	LOC117894709|XP_034657781.1|DSUB
OG0000007	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ	LOC117901609|XP_034668319.1|DSUB
OG0000007	LOC108013030|XP_016934110.1|DSUZ	LOC117894593|XP_034657634.1|DSUB
OG0000008	LOC108014183|XP_016935707.1|DSUZ	LOC117896362|XP_034660529.1|DSUB
OG0000008	LOC108020044|XP_016943629.1|DSUZ	LOC117895169|XP_034658523.1|DSUB
OG0000008	LOC118877368|XP_036671791.1|DSUZ	LOC117895168|XP_034658522.1|DSUB
OG0000008	LOC108007042|XP_016926141.1|DSUZ	LOC117902083|XP_034669067.1|DSUB
OG0000008	LOC108020009|XP_016943583.1|DSUZ	LOC117895171|XP_034658525.1|DSUB
OG0000008	LOC108014243|XP_036675108.1|DSUZ, LOC108014242|XP_016935768.1|DSUZ	LOC117898633|XP_034664086.1|DSUB, LOC117898632|XP_034664084.1|DSUB
OG0000008	LOC108006378|XP_036675047.1|DSUZ	LOC117898640|XP_034664094.1|DSUB
OG0000008	LOC108014235|XP_016935760.2|DSUZ	LOC117898631|XP_034664083.1|DSUB
OG0000008	LOC108014237|XP_016935761.1|DSUZ	LOC117898634|XP_034664087.1|DSUB
OG0000008	LOC118878011|XP_036674950.1|DSUZ	LOC117898636|XP_034664090.1|DSUB
OG0000009	LOC108014185|XP_016935709.1|DSUZ	LOC117896628|XP_034660961.1|DSUB
OG0000009	LOC108014181|XP_016935705.2|DSUZ	LOC117898287|XP_034663434.1|DSUB
OG0000009	LOC108011538|XP_036673111.1|DSUZ	LOC117899151|XP_034664850.1|DSUB
OG0000009	LOC108015574|XP_036672879.1|DSUZ, LOC108014176|XP_016935699.1|DSUZ	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB
OG0000009	LOC108011415|XP_036670407.1|DSUZ	LOC117898279|XP_034663425.1|DSUB, LOC117898336|XP_034663551.1|DSUB, LOC117898367|XP_034663595.1|DSUB, LOC117896642|XP_034660979.1|DSUB, LOC117898857|XP_034664425.1|DSUB
OG0000009	LOC108008708|XP_016928093.1|DSUZ	LOC117890282|XP_034650935.1|DSUB
OG0000009	LOC108019245|XP_036673765.1|DSUZ	LOC117896426|XP_034660636.1|DSUB
OG0000009	LOC108008467|XP_016927811.1|DSUZ	LOC117892376|XP_034654476.1|DSUB
OG0000009	LOC108008503|XP_016927857.1|DSUZ	LOC117892374|XP_034654475.1|DSUB
OG0000010	LOC118877315|XP_036671409.1|DSUZ, LOC118877317|XP_036671430.1|DSUZ	LOC117899454|XP_034665355.1|DSUB
OG0000011	LOC108005601|XP_016924394.1|DSUZ, LOC108015328|XP_036678699.1|DSUZ, LOC108018989|XP_016942085.1|DSUZ, LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ, LOC108010267|XP_016930620.1|DSUZ, LOC108009077|XP_016928601.2|DSUZ, LOC108007943|XP_016927205.1|DSUZ, LOC108011057|XP_016931608.2|DSUZ, LOC108017249|XP_016939743.2|DSUZ, LOC108005644|XP_016924447.2|DSUZ, LOC108006711|XP_036671367.1|DSUZ, LOC108020533|XP_016944364.2|DSUZ, LOC108018712|XP_036678677.1|DSUZ, LOC108009845|XP_016930030.1|DSUZ, LOC108007942|XP_016927238.1|DSUZ, LOC108007310|XP_016926446.1|DSUZ, LOC108020156|XP_036668757.1|DSUZ, LOC108014609|XP_016936264.1|DSUZ, LOC108014635|XP_016936289.1|DSUZ, LOC108005222|XP_016923902.1|DSUZ	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB
OG0000011	LOC108012408|XP_016933257.1|DSUZ	LOC117893712|XP_034656290.1|DSUB
OG0000011	LOC108015091|XP_036676218.1|DSUZ, LOC108012407|XP_016933256.1|DSUZ	LOC117894953|XP_034658172.1|DSUB
OG0000011	LOC118877899|XP_036674305.1|DSUZ	LOC117897187|XP_034661778.1|DSUB
OG0000012	LOC108010292|XP_016930652.1|DSUZ	LOC117892204|XP_034654190.1|DSUB
OG0000012	LOC108009919|XP_016930137.1|DSUZ	LOC117892205|XP_034654193.1|DSUB
OG0000012	LOC108009918|XP_016930133.2|DSUZ	LOC117892198|XP_034654182.1|DSUB
OG0000012	LOC108010305|XP_016930677.1|DSUZ	LOC117892199|XP_034654185.1|DSUB
OG0000012	LOC108008915|XP_016928309.1|DSUZ, LOC108008111|XP_016927389.1|DSUZ, LOC108008112|XP_016927391.1|DSUZ	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB
OG0000012	LOC108008405|XP_016927739.1|DSUZ, LOC108008893|XP_036669248.1|DSUZ	LOC117892200|XP_034654187.1|DSUB
OG0000012	LOC108008513|XP_016927870.1|DSUZ	LOC117891062|XP_034652125.1|DSUB
OG0000012	LOC108008168|XP_036669662.1|DSUZ	LOC117891063|XP_034652127.1|DSUB
OG0000012	LOC108009570|XP_016929524.1|DSUZ, LOC108009572|XP_016929528.1|DSUZ	LOC117891061|XP_034652124.1|DSUB
OG0000012	LOC108009569|XP_016929521.1|DSUZ	LOC117891058|XP_034652122.1|DSUB
OG0000012	LOC108009571|XP_016929527.1|DSUZ	LOC117891064|XP_034652128.1|DSUB
OG0000013	LOC108009479|XP_016929350.1|DSUZ	LOC117890717|XP_034651649.1|DSUB
OG0000013	LOC108005296|XP_016923987.1|DSUZ	LOC117896187|XP_034660170.1|DSUB
OG0000013	LOC108004911|XP_016923486.2|DSUZ	LOC117896516|XP_034660775.1|DSUB
OG0000013	LOC108012921|XP_016933934.1|DSUZ	LOC117895334|XP_034658799.1|DSUB
OG0000013	LOC108018484|XP_016941530.2|DSUZ	LOC117898536|XP_034663901.1|DSUB
OG0000013	LOC108015759|XP_036673283.1|DSUZ	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB
OG0000013	LOC108007391|XP_016926534.2|DSUZ	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB
OG0000015	LOC108010103|XP_016930413.1|DSUZ	LOC117902318|XP_034669497.1|DSUB
OG0000016	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ	LOC117899529|XP_034665488.1|DSUB
OG0000016	LOC108009286|XP_016929004.1|DSUZ	LOC117889984|XP_034650458.1|DSUB
OG0000016	LOC108008079|XP_016927358.2|DSUZ	LOC117898309|XP_034663475.1|DSUB
OG0000016	LOC108009982|XP_016930246.1|DSUZ	LOC117892105|XP_034654005.1|DSUB
OG0000016	LOC108011133|XP_016931695.1|DSUZ	LOC117903845|XP_034672195.1|DSUB
OG0000016	LOC108010965|XP_016931470.1|DSUZ	LOC117890476|XP_034651231.1|DSUB
OG0000016	LOC108006430|XP_016925443.1|DSUZ	LOC117898432|XP_034663715.1|DSUB
OG0000016	LOC108007764|XP_016927008.1|DSUZ	LOC117893424|XP_034655932.1|DSUB
OG0000017	LOC108018993|XP_036676279.1|DSUZ	LOC117892719|XP_034655033.1|DSUB
OG0000017	LOC108009448|XP_016929291.1|DSUZ	LOC117890423|XP_034651134.1|DSUB
OG0000017	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB
OG0000017	LOC108015782|XP_016937825.2|DSUZ	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB
OG0000017	LOC108009905|XP_016930117.1|DSUZ	LOC117891086|XP_034652156.1|DSUB
OG0000017	LOC108019403|XP_016942713.1|DSUZ	LOC117890435|XP_034651155.1|DSUB
OG0000017	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ	LOC117892462|XP_034654603.1|DSUB
OG0000017	LOC108010173|XP_036669903.1|DSUZ, LOC108019602|XP_016942950.1|DSUZ	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB
OG0000018	LOC108012738|XP_016933660.1|DSUZ	LOC117895264|XP_034658678.1|DSUB
OG0000018	LOC108012644|XP_016933559.1|DSUZ	LOC117895265|XP_034658679.1|DSUB
OG0000018	LOC108012663|XP_016933579.1|DSUZ	LOC117895258|XP_034658670.1|DSUB
OG0000018	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ	LOC117895268|XP_034658682.1|DSUB
OG0000018	LOC108013582|XP_016934999.1|DSUZ	LOC117895272|XP_034658688.1|DSUB
OG0000019	LOC108016142|XP_016938246.1|DSUZ	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB
OG0000019	LOC108016158|XP_036675606.1|DSUZ	LOC117899339|XP_034665171.1|DSUB
OG0000019	LOC108016141|XP_016938245.1|DSUZ	LOC117899361|XP_034665230.1|DSUB
OG0000019	LOC108016139|XP_016938240.1|DSUZ, LOC108016146|XP_016938250.2|DSUZ	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB
OG0000020	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB
OG0000020	LOC108009233|XP_016928887.1|DSUZ	LOC117892172|XP_034654141.1|DSUB
OG0000020	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ, LOC108010328|XP_016930743.1|DSUZ, LOC108021143|XP_036673557.1|DSUZ	LOC117902343|XP_034669534.1|DSUB
OG0000020	LOC108015714|XP_036672549.1|DSUZ	LOC117898500|XP_034663833.1|DSUB
OG0000020	LOC108010610|XP_036674725.1|DSUZ	LOC117898411|XP_034663671.1|DSUB
OG0000020	LOC108021708|XP_016946031.1|DSUZ	LOC117901489|XP_034668148.1|DSUB
OG0000020	LOC108021147|XP_016945207.1|DSUZ	LOC117901231|XP_034667794.1|DSUB
OG0000021	LOC108015921|XP_016937993.1|DSUZ	LOC117892038|XP_034653853.1|DSUB
OG0000021	LOC108009589|XP_016929550.1|DSUZ	LOC117891478|XP_034652849.1|DSUB
OG0000021	LOC108009874|XP_016930066.1|DSUZ	LOC117891531|XP_034652923.1|DSUB
OG0000021	LOC108012220|XP_036675724.1|DSUZ	LOC117903672|XP_034671893.1|DSUB
OG0000021	LOC108006427|XP_036673222.1|DSUZ	LOC117896843|XP_034661258.1|DSUB
OG0000021	LOC108018719|XP_036672548.1|DSUZ	LOC117898591|XP_034664027.1|DSUB
OG0000022	LOC108008926|XP_016928324.1|DSUZ	LOC117892309|XP_034654347.1|DSUB
OG0000022	LOC108012621|XP_016933529.1|DSUZ, LOC108012689|XP_016933606.1|DSUZ	LOC117892920|XP_034655126.1|DSUB
OG0000022	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ	LOC117892921|XP_034655127.1|DSUB
OG0000022	LOC108013018|XP_016934098.1|DSUZ	LOC117892919|XP_034655125.1|DSUB
OG0000023	LOC108013955|XP_036675219.1|DSUZ	LOC117896148|XP_034660114.1|DSUB
OG0000023	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ	LOC117896153|XP_034660122.1|DSUB
OG0000023	LOC108013952|XP_016935450.2|DSUZ	LOC117896151|XP_034660118.1|DSUB
OG0000023	LOC108019337|XP_016942646.2|DSUZ	LOC117896150|XP_034660117.1|DSUB
OG0000023	LOC108009166|XP_016928770.1|DSUZ	LOC117891805|XP_034653377.1|DSUB
OG0000023	LOC108018731|XP_036675082.1|DSUZ	LOC117896149|XP_034660116.1|DSUB
OG0000023	LOC108013947|XP_036675218.1|DSUZ	LOC117898724|XP_034664233.1|DSUB
OG0000023	LOC108013965|XP_016935470.1|DSUZ	LOC117898725|XP_034664234.1|DSUB
OG0000024	LOC108010072|XP_016930375.2|DSUZ	LOC117889935|XP_034650357.1|DSUB
OG0000024	LOC108010252|XP_016930594.2|DSUZ	LOC117889933|XP_034650355.1|DSUB
OG0000024	LOC108010071|XP_016930374.1|DSUZ	LOC117889934|XP_034650356.1|DSUB
OG0000024	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ	LOC117901020|XP_034667512.1|DSUB
OG0000024	LOC108019756|XP_016943207.1|DSUZ	LOC117891118|XP_034652213.1|DSUB
OG0000025	LOC108016763|XP_016939005.1|DSUZ	LOC117890855|XP_034651836.1|DSUB
OG0000026	LOC108004556|XP_016922979.1|DSUZ	LOC117889599|XP_034649905.1|DSUB
OG0000026	LOC108010503|XP_036668665.1|DSUZ	LOC117901731|XP_034668504.1|DSUB
OG0000026	LOC108005489|XP_016924284.1|DSUZ	LOC117903905|XP_034672302.1|DSUB
OG0000026	LOC108014363|XP_016935943.1|DSUZ	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB
OG0000026	LOC108013851|XP_016935328.2|DSUZ	LOC117899507|XP_034665449.1|DSUB
OG0000027	LOC118879783|XP_036678676.1|DSUZ	LOC117902555|XP_034669887.1|DSUB
OG0000027	LOC108021423|XP_016945624.1|DSUZ	LOC117902556|XP_034669889.1|DSUB
OG0000027	LOC108015770|XP_036678674.1|DSUZ	LOC117902554|XP_034669886.1|DSUB
OG0000028	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ	LOC117894266|XP_034657112.1|DSUB
OG0000028	LOC118877237|XP_036670668.1|DSUZ	LOC117894265|XP_034657110.1|DSUB
OG0000028	LOC118877366|XP_036671777.1|DSUZ	LOC117894530|XP_034657538.1|DSUB
OG0000029	LOC108008251|XP_016927530.2|DSUZ, LOC108013363|XP_016938502.2|DSUZ	LOC117890176|XP_034650765.1|DSUB
OG0000029	LOC108016468|XP_016938614.1|DSUZ, LOC108018480|XP_016941526.2|DSUZ	LOC117898949|XP_034664564.1|DSUB
OG0000029	LOC108019543|XP_016942870.2|DSUZ	LOC117893783|XP_034656418.1|DSUB
OG0000030	LOC108013240|XP_036677776.1|DSUZ	LOC117901334|XP_034667933.1|DSUB
OG0000030	LOC108019494|XP_016942847.1|DSUZ	LOC117901337|XP_034667938.1|DSUB
OG0000030	LOC108012924|XP_016933943.1|DSUZ	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB
OG0000030	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ	LOC117901974|XP_034668869.1|DSUB
OG0000030	LOC108008208|XP_016927487.1|DSUZ, LOC108008957|XP_016928357.1|DSUZ	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB
OG0000030	LOC108016627|XP_016938811.1|DSUZ	LOC117903801|XP_034672130.1|DSUB
OG0000030	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ	LOC117903197|XP_034670973.1|DSUB
OG0000031	LOC108017974|XP_016940780.1|DSUZ, LOC108017973|XP_016940764.1|DSUZ	LOC117900916|XP_034667369.1|DSUB
OG0000032	LOC108018357|XP_036672791.1|DSUZ	LOC117898600|XP_034664039.1|DSUB
OG0000032	LOC108018355|XP_036672792.1|DSUZ, LOC108018356|XP_036672750.1|DSUZ	LOC117898606|XP_034664047.1|DSUB
OG0000032	LOC108007773|XP_036672793.1|DSUZ, LOC108018396|XP_036672794.1|DSUZ	LOC117898607|XP_034664048.1|DSUB
OG0000032	LOC108007821|XP_016927075.2|DSUZ	LOC117899193|XP_034664947.1|DSUB
OG0000032	LOC108018408|XP_016941455.1|DSUZ	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB
OG0000032	LOC108007771|XP_016927017.1|DSUZ, LOC118877584|XP_036672749.1|DSUZ	LOC117898597|XP_034664035.1|DSUB
OG0000033	LOC108007608|XP_016926802.1|DSUZ, LOC118877727|XP_036673586.1|DSUZ, LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ	LOC117899465|XP_034665372.1|DSUB
OG0000033	LOC108017678|XP_016940276.1|DSUZ	LOC117891426|XP_034652788.1|DSUB
OG0000033	LOC108017970|XP_016940756.2|DSUZ	LOC117891425|XP_034652787.1|DSUB
OG0000033	LOC108010515|XP_016930878.2|DSUZ, LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ, LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ, LOC108008234|XP_016927514.1|DSUZ	LOC117897820|XP_034662764.1|DSUB
OG0000034	LOC108021477|XP_016945708.1|DSUZ	LOC117902583|XP_034669972.1|DSUB
OG0000034	LOC108021476|XP_016945707.1|DSUZ	LOC117902581|XP_034669969.1|DSUB
OG0000034	LOC108021724|XP_016946052.1|DSUZ	LOC117902582|XP_034669970.1|DSUB
OG0000034	LOC108009317|XP_016929074.1|DSUZ, LOC108007509|XP_016926684.2|DSUZ, LOC108005694|XP_016924510.2|DSUZ, LOC108005688|XP_016924502.2|DSUZ	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB
OG0000034	LOC108011927|XP_016932664.1|DSUZ	LOC117902353|XP_034669555.1|DSUB
OG0000036	LOC108019328|XP_036675087.1|DSUZ	LOC117898005|XP_034663024.1|DSUB
OG0000036	LOC108006404|XP_016925415.2|DSUZ	LOC117896918|XP_034661349.1|DSUB
OG0000036	LOC108011658|XP_016932343.2|DSUZ	LOC117897457|XP_034662194.1|DSUB
OG0000036	LOC108007854|XP_036674140.1|DSUZ	LOC117899046|XP_034664697.1|DSUB
OG0000037	LOC108018132|XP_016941074.1|DSUZ	LOC117890311|XP_034650989.1|DSUB
OG0000037	LOC108017560|XP_036672906.1|DSUZ, LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB
OG0000038	LOC108020759|XP_016944626.2|DSUZ	LOC117894264|XP_034657109.1|DSUB
OG0000038	LOC108010653|XP_036670653.1|DSUZ	LOC117893334|XP_034655815.1|DSUB
OG0000039	LOC108016023|XP_016938107.2|DSUZ	LOC117897419|XP_034662142.1|DSUB
OG0000039	LOC108006280|XP_016925226.1|DSUZ	LOC117903895|XP_034672289.1|DSUB
OG0000039	LOC108006287|XP_016925235.1|DSUZ	LOC117903896|XP_034672290.1|DSUB
OG0000039	LOC108019017|XP_016942120.1|DSUZ	LOC117892341|XP_034654394.1|DSUB
OG0000040	LOC108016198|XP_036675321.1|DSUZ	LOC117897706|XP_034662619.1|DSUB
OG0000040	LOC108006036|XP_036674433.1|DSUZ	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB
OG0000040	LOC108006007|XP_036674432.1|DSUZ	LOC117899278|XP_034665074.1|DSUB
OG0000040	LOC108011397|XP_016932008.2|DSUZ, LOC108011398|XP_036675473.1|DSUZ	LOC117896008|XP_034659896.1|DSUB
OG0000040	LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ	LOC117899589|XP_034665598.1|DSUB
OG0000040	LOC108007382|XP_016926528.2|DSUZ	LOC117899588|XP_034665597.1|DSUB
OG0000040	LOC108010783|XP_016931200.1|DSUZ	LOC117899356|XP_034665219.1|DSUB
OG0000041	LOC108012086|XP_016932852.2|DSUZ, LOC108007903|XP_036674596.1|DSUZ, LOC108007889|XP_036674680.1|DSUZ, LOC108007905|XP_016927163.2|DSUZ	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB
OG0000041	LOC108007918|XP_016927178.2|DSUZ	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB
OG0000042	LOC108011952|XP_016932694.2|DSUZ	LOC117903839|XP_034672183.1|DSUB
OG0000042	LOC108017900|XP_016940559.1|DSUZ	LOC117891862|XP_034653515.1|DSUB
OG0000042	LOC108017907|XP_016940566.1|DSUZ	LOC117891861|XP_034653514.1|DSUB
OG0000042	LOC108017901|XP_016940560.1|DSUZ, LOC108017904|XP_036669901.1|DSUZ, LOC108017721|XP_016940320.2|DSUZ, LOC108017910|XP_016940568.2|DSUZ, LOC108017722|XP_016940321.2|DSUZ	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB
OG0000042	LOC108017720|XP_016940319.1|DSUZ	LOC117891864|XP_034653517.1|DSUB
OG0000043	LOC108006018|XP_016924950.2|DSUZ	LOC117898000|XP_034663019.1|DSUB
OG0000043	LOC108006051|XP_036674427.1|DSUZ	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB
