Orthogroup	DSUZ.longest_only	DSIM.longest_only
OG0000007	LOC118879795|XP_036678702.1|DSUZ	LOC6731020|XP_002078181.1|DSIM
OG0000007	LOC108019834|XP_016943342.1|DSUZ	LOC6733581|XP_002080635.1|DSIM
OG0000007	LOC108017241|XP_036675632.1|DSUZ	LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM, LOC6730231|XP_002105514.2|DSIM
OG0000007	LOC118876800|XP_036668611.1|DSUZ	LOC6731021|XP_002078182.1|DSIM
OG0000007	LOC108012353|XP_016933194.1|DSUZ	LOC6737273|XP_039149649.1|DSIM
OG0000007	LOC108012354|XP_016933195.2|DSUZ	LOC27206286|XP_016030986.1|DSIM
OG0000007	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ	LOC6731019|XP_002078180.2|DSIM
OG0000007	LOC108013030|XP_016934110.1|DSUZ	LOC27207276|XP_016030598.2|DSIM
OG0000008	LOC108014183|XP_016935707.1|DSUZ	LOC6727443|XP_016034017.1|DSIM
OG0000008	LOC108020044|XP_016943629.1|DSUZ	LOC6736741|XP_002083597.1|DSIM
OG0000008	LOC118877368|XP_036671791.1|DSUZ	LOC6736744|XP_016030372.1|DSIM
OG0000008	LOC108007042|XP_016926141.1|DSUZ	LOC6732025|XP_039148682.1|DSIM
OG0000008	LOC108020009|XP_016943583.1|DSUZ	LOC6736742|XP_002083598.1|DSIM
OG0000008	LOC108011129|XP_016931690.1|DSUZ	LOC6725212|XP_002106235.2|DSIM
OG0000008	LOC108014242|XP_016935768.1|DSUZ	LOC120285030|XP_039151250.1|DSIM
OG0000008	LOC108014245|XP_016935771.2|DSUZ	LOC6726998|XP_016033494.2|DSIM
OG0000008	LOC108006378|XP_036675047.1|DSUZ	LOC6726996|XP_002102397.1|DSIM
OG0000008	LOC108014237|XP_016935761.1|DSUZ	LOC6726997|XP_002102398.2|DSIM
OG0000008	LOC118878011|XP_036674950.1|DSUZ	LOC6726995|XP_002102396.1|DSIM
OG0000009	LOC108014185|XP_016935709.1|DSUZ	LOC6727419|XP_002102801.1|DSIM
OG0000009	LOC108014181|XP_016935705.2|DSUZ	LOC6727422|XP_002102804.2|DSIM
OG0000009	LOC108015574|XP_036672879.1|DSUZ	LOC6727423|XP_016033975.1|DSIM
OG0000009	LOC108014176|XP_016935699.1|DSUZ	LOC6727420|XP_002102802.1|DSIM
OG0000009	LOC108011415|XP_036670407.1|DSUZ	LOC6736925|XP_002083772.1|DSIM
OG0000009	LOC108008708|XP_016928093.1|DSUZ	LOC6736062|XP_002082963.1|DSIM
OG0000009	LOC108019245|XP_036673765.1|DSUZ	LOC6728414|XP_016035007.1|DSIM
OG0000009	LOC108008467|XP_016927811.1|DSUZ	LOC6734157|XP_002081186.1|DSIM
OG0000009	LOC108008503|XP_016927857.1|DSUZ	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM
OG0000010	LOC118879264|XP_036678040.1|DSUZ	LOC120285280|XP_039152696.1|DSIM
OG0000010	LOC108014626|XP_016936278.1|DSUZ	LOC120285282|XP_039152699.1|DSIM
OG0000010	LOC108006791|XP_016925829.1|DSUZ	LOC6728075|XP_016034694.1|DSIM
OG0000011	LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ	LOC6730832|XP_016023246.1|DSIM
OG0000011	LOC108010267|XP_016930620.1|DSUZ	LOC6730831|XP_002077997.2|DSIM
OG0000011	LOC108007943|XP_016927205.1|DSUZ	LOC27207823|XP_016023441.1|DSIM
OG0000011	LOC108011057|XP_016931608.2|DSUZ	LOC27206207|XP_039149631.1|DSIM
OG0000011	LOC108017249|XP_016939743.2|DSUZ, LOC108005644|XP_016924447.2|DSUZ, LOC108006711|XP_036671367.1|DSUZ, LOC108020533|XP_016944364.2|DSUZ	LOC27208543|XP_016037023.1|DSIM
OG0000011	LOC108020156|XP_036668757.1|DSUZ	LOC27208182|XP_016025194.2|DSIM
OG0000011	LOC108014635|XP_016936289.1|DSUZ	LOC6732545|XP_016025201.1|DSIM
OG0000011	LOC108005222|XP_016923902.1|DSUZ	LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM
OG0000011	LOC108012408|XP_016933257.1|DSUZ	LOC6737998|XP_002084813.2|DSIM
OG0000011	LOC108012407|XP_016933256.1|DSUZ	LOC27206230|XP_016031794.1|DSIM
OG0000011	LOC118877899|XP_036674305.1|DSUZ	LOC6728756|XP_002104091.1|DSIM
OG0000012	LOC108010292|XP_016930652.1|DSUZ	LOC6735247|XP_016028572.1|DSIM
OG0000012	LOC108009919|XP_016930137.1|DSUZ	LOC6735246|XP_016028570.1|DSIM
OG0000012	LOC108009918|XP_016930133.2|DSUZ	LOC6735245|XP_016028569.1|DSIM
OG0000012	LOC108010305|XP_016930677.1|DSUZ	LOC6735248|XP_016028574.1|DSIM
OG0000012	LOC108008112|XP_016927391.1|DSUZ	LOC6735250|XP_002082223.1|DSIM
OG0000012	LOC108008893|XP_036669248.1|DSUZ	LOC6735249|XP_016028575.1|DSIM
OG0000012	LOC108008513|XP_016927870.1|DSUZ	LOC6734131|XP_002081160.1|DSIM
OG0000012	LOC108008168|XP_036669662.1|DSUZ	LOC6734132|XP_016027145.1|DSIM
OG0000012	LOC108009570|XP_016929524.1|DSUZ	LOC6734133|XP_002081162.3|DSIM
OG0000012	LOC108009572|XP_016929528.1|DSUZ	LOC6734134|XP_016027146.1|DSIM
OG0000012	LOC108009569|XP_016929521.1|DSUZ	LOC6734135|XP_002081164.1|DSIM
OG0000012	LOC108009571|XP_016929527.1|DSUZ	LOC6734136|XP_016027147.1|DSIM
OG0000013	LOC108009479|XP_016929350.1|DSUZ	LOC6734455|XP_002081474.1|DSIM
OG0000013	LOC108005296|XP_016923987.1|DSUZ	LOC6725717|XP_016038992.1|DSIM
OG0000013	LOC108004911|XP_016923486.2|DSUZ	LOC6728006|XP_016034604.1|DSIM
OG0000013	LOC108012921|XP_016933934.1|DSUZ	LOC6737992|XP_016031791.1|DSIM
OG0000013	LOC108018484|XP_016941530.2|DSUZ	LOC6728269|XP_002103618.2|DSIM
OG0000013	LOC108015759|XP_036673283.1|DSUZ	LOC6729335|XP_016035977.1|DSIM
OG0000013	LOC108007391|XP_016926534.2|DSUZ	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM
OG0000014	LOC118879246|XP_036678025.1|DSUZ	LOC120285345|XP_039153408.1|DSIM
OG0000014	LOC118879093|XP_036677970.1|DSUZ, LOC118878475|XP_036677366.1|DSUZ, LOC118879451|XP_036678220.1|DSUZ, LOC108005664|XP_016924475.1|DSUZ	LOC120285375|XP_039153883.1|DSIM
OG0000014	LOC118878840|XP_036677761.1|DSUZ, LOC118878431|XP_036677301.1|DSUZ	LOC120284347|XP_039147384.1|DSIM
OG0000015	LOC108016959|XP_016939387.2|DSUZ	LOC6732807|XP_002079920.3|DSIM
OG0000015	LOC108009237|XP_016928898.1|DSUZ	LOC6730910|XP_002078074.1|DSIM
OG0000015	LOC108006716|XP_016925749.1|DSUZ	LOC6730729|XP_002077897.2|DSIM
OG0000015	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ	LOC6730642|XP_002077813.2|DSIM
OG0000015	LOC108010859|XP_016931327.1|DSUZ	LOC6739194|XP_002076105.3|DSIM
OG0000015	LOC108009429|XP_016929253.1|DSUZ	LOC6731349|XP_002078505.1|DSIM
OG0000015	LOC108018900|XP_016941980.1|DSUZ	LOC6731405|XP_002078558.1|DSIM
OG0000015	LOC108010103|XP_016930413.1|DSUZ	LOC27206160|XP_016027033.1|DSIM
OG0000016	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ	LOC6728214|XP_016034853.1|DSIM
OG0000016	LOC108009286|XP_016929004.1|DSUZ	LOC6735456|XP_002082396.1|DSIM
OG0000016	LOC108008079|XP_016927358.2|DSUZ	LOC6728317|XP_002103666.1|DSIM
OG0000016	LOC108009982|XP_016930246.1|DSUZ	LOC6734815|XP_016028043.1|DSIM
OG0000016	LOC108011133|XP_016931695.1|DSUZ	LOC6725225|XP_016038239.1|DSIM
OG0000016	LOC108010965|XP_016931470.1|DSUZ	LOC6733183|XP_016026067.1|DSIM
OG0000016	LOC108006430|XP_016925443.1|DSUZ	LOC6727955|XP_016034553.1|DSIM
OG0000016	LOC108007764|XP_016927008.1|DSUZ	LOC6739089|XP_016032930.1|DSIM
OG0000017	LOC108018993|XP_036676279.1|DSUZ	LOC6740020|XP_002076907.2|DSIM
OG0000017	LOC108009448|XP_016929291.1|DSUZ	LOC6733445|XP_002080502.2|DSIM
OG0000017	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ	LOC6733173|XP_002080249.1|DSIM
OG0000017	LOC108006071|XP_036673105.1|DSUZ	LOC6740754|XP_016035626.1|DSIM
OG0000017	LOC108015782|XP_016937825.2|DSUZ	LOC6729887|XP_002105190.2|DSIM
OG0000017	LOC108009905|XP_016930117.1|DSUZ	LOC6735880|XP_002082790.1|DSIM
OG0000017	LOC108019403|XP_016942713.1|DSUZ	LOC6733175|XP_002080251.2|DSIM
OG0000017	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ	LOC6735881|XP_002082791.1|DSIM
OG0000017	LOC108010173|XP_036669903.1|DSUZ	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM
OG0000018	LOC108012738|XP_016933660.1|DSUZ	LOC6736980|XP_002083827.1|DSIM
OG0000018	LOC108012644|XP_016933559.1|DSUZ	LOC6736983|XP_002083830.1|DSIM
OG0000018	LOC108012663|XP_016933579.1|DSUZ	LOC6736982|XP_002083829.1|DSIM
OG0000018	LOC108012675|XP_016933591.2|DSUZ	LOC6736975|XP_002083822.1|DSIM
OG0000019	LOC108016142|XP_016938246.1|DSUZ	LOC6729811|XP_002105114.1|DSIM
OG0000019	LOC108016122|XP_036675619.1|DSUZ	LOC6729810|XP_002105113.1|DSIM
OG0000019	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ	LOC27208716|XP_016036498.1|DSIM
OG0000019	LOC108016158|XP_036675606.1|DSUZ	LOC6729806|XP_002105109.2|DSIM
OG0000019	LOC108016141|XP_016938245.1|DSUZ	LOC6729809|XP_002105112.1|DSIM
OG0000019	LOC108016139|XP_016938240.1|DSUZ	LOC6729812|XP_002105115.1|DSIM
OG0000019	LOC108016146|XP_016938250.2|DSUZ	LOC6729813|XP_002105116.1|DSIM
OG0000020	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ	LOC6730019|XP_002105313.2|DSIM
OG0000020	LOC108009233|XP_016928887.1|DSUZ	LOC6735524|XP_016028869.1|DSIM
OG0000020	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ	LOC27207807|XP_039147183.1|DSIM
OG0000020	LOC108010328|XP_016930743.1|DSUZ	LOC6733705|XP_002080752.3|DSIM
OG0000020	LOC108021143|XP_036673557.1|DSUZ	LOC6731489|XP_016024167.1|DSIM
OG0000020	LOC108015714|XP_036672549.1|DSUZ	LOC6727407|XP_016033953.2|DSIM
OG0000020	LOC108010610|XP_036674725.1|DSUZ	LOC6728507|XP_016035147.1|DSIM
OG0000020	LOC108021708|XP_016946031.1|DSUZ	LOC6733023|XP_016025710.1|DSIM
OG0000020	LOC108021147|XP_016945207.1|DSUZ	LOC6732748|XP_016025473.2|DSIM
OG0000021	LOC108015921|XP_016937993.1|DSUZ	LOC6730820|XP_002077987.1|DSIM
OG0000021	LOC108009589|XP_016929550.1|DSUZ	LOC6735639|XP_002082557.1|DSIM
OG0000021	LOC108009874|XP_016930066.1|DSUZ	LOC6739483|XP_002076381.1|DSIM
OG0000021	LOC108008720|XP_016928109.1|DSUZ	LOC27206609|XP_016028304.1|DSIM
OG0000021	LOC108012220|XP_036675724.1|DSUZ	LOC6725592|XP_039153232.1|DSIM
OG0000021	LOC108006427|XP_036673222.1|DSUZ	LOC6729419|XP_002104734.2|DSIM
OG0000021	LOC108018719|XP_036672548.1|DSUZ	LOC6728358|XP_016034980.1|DSIM
OG0000021	LOC108005418|XP_036676931.1|DSUZ	LOC6726014|XP_016039394.1|DSIM
OG0000022	LOC108008926|XP_016928324.1|DSUZ	LOC27206614|XP_039147853.1|DSIM
OG0000022	LOC108012621|XP_016933529.1|DSUZ	LOC6736292|XP_002083176.1|DSIM
OG0000022	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ	LOC27207162|XP_016029777.2|DSIM, LOC120284703|XP_039149016.1|DSIM, LOC6736296|XP_002083180.1|DSIM
OG0000022	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LOC108013018|XP_016934098.1|DSUZ	LOC27207148|XP_016029776.1|DSIM
OG0000023	LOC108013955|XP_036675219.1|DSUZ	LOC6727100|XP_002102493.1|DSIM
OG0000023	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ	LOC6727104|XP_002102497.2|DSIM
OG0000023	LOC108019337|XP_016942646.2|DSUZ	LOC6727107|XP_016033584.1|DSIM
OG0000023	LOC108009166|XP_016928770.1|DSUZ	LOC6735713|XP_002082629.1|DSIM
OG0000023	LOC108018731|XP_036675082.1|DSUZ	LOC6727106|XP_039151383.1|DSIM
OG0000023	LOC108013954|XP_016935453.2|DSUZ	LOC6727099|XP_002102492.1|DSIM
OG0000023	LOC108013962|XP_016935466.1|DSUZ	LOC6727095|XP_016033580.1|DSIM
OG0000023	LOC108013947|XP_036675218.1|DSUZ	LOC6727097|XP_002102490.1|DSIM
OG0000023	LOC108013965|XP_016935470.1|DSUZ	LOC6727094|XP_016033578.1|DSIM
OG0000024	LOC108010072|XP_016930375.2|DSUZ	LOC6733991|XP_002081035.1|DSIM
OG0000024	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ	LOC120284488|XP_039148839.1|DSIM, LOC6739389|XP_002076289.1|DSIM
OG0000024	LOC108010252|XP_016930594.2|DSUZ	LOC27209398|XP_016027021.1|DSIM
OG0000024	LOC108010071|XP_016930374.1|DSUZ	LOC6733990|XP_002081034.2|DSIM
OG0000024	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ	LOC6732909|XP_002080014.1|DSIM
OG0000024	LOC108019756|XP_016943207.1|DSUZ	LOC6739427|XP_002076329.1|DSIM
OG0000025	LOC108021408|XP_016945604.1|DSUZ, LOC108016763|XP_016939005.1|DSUZ	LOC27207833|XP_016038650.1|DSIM
OG0000025	LOC118878857|XP_036677777.1|DSUZ, LOC108016325|XP_016938451.2|DSUZ, LOC108016331|XP_036678431.1|DSUZ	LOC120285797|XP_039154346.1|DSIM
OG0000026	LOC108004556|XP_016922979.1|DSUZ	LOC6725654|XP_002106661.1|DSIM
OG0000026	LOC108010503|XP_036668665.1|DSUZ	LOC6731167|XP_002078325.1|DSIM
OG0000026	LOC108005489|XP_016924284.1|DSUZ	LOC6725713|XP_002106716.1|DSIM
OG0000026	LOC108014363|XP_016935943.1|DSUZ	LOC6726897|XP_002102299.1|DSIM
OG0000026	LOC108013851|XP_016935328.2|DSUZ	LOC6727211|XP_002102603.1|DSIM
OG0000027	LOC118879783|XP_036678676.1|DSUZ	LOC6731383|XP_002078536.1|DSIM
OG0000027	LOC108021423|XP_016945624.1|DSUZ	LOC6731386|XP_002078539.1|DSIM
OG0000027	LOC108015770|XP_036678674.1|DSUZ	LOC6731384|XP_002078537.1|DSIM
OG0000028	LOC108017014|XP_016939459.2|DSUZ	LOC120284825|XP_039150147.1|DSIM, LOC120284826|XP_039150148.1|DSIM, LOC6738682|XP_016032507.2|DSIM, LOC120284824|XP_039150146.1|DSIM
OG0000028	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ	LOC6738680|XP_039149230.1|DSIM
OG0000028	LOC118877366|XP_036671777.1|DSUZ	LOC120284696|XP_039148939.1|DSIM
OG0000029	LOC108018422|XP_016941467.2|DSUZ	LOC6739710|XP_002076603.1|DSIM
OG0000029	LOC108008251|XP_016927530.2|DSUZ	LOC6733757|XP_002080801.1|DSIM
OG0000029	LOC108013363|XP_016938502.2|DSUZ	LOC6731526|XP_002078674.1|DSIM
OG0000029	LOC108016468|XP_016938614.1|DSUZ	LOC6731962|XP_016024641.1|DSIM
OG0000029	LOC108018480|XP_016941526.2|DSUZ	LOC6728974|XP_002104302.1|DSIM
OG0000029	LOC108019543|XP_016942870.2|DSUZ	LOC27208471|XP_016032409.1|DSIM
OG0000030	LOC108013240|XP_036677776.1|DSUZ	LOC6732024|XP_016024722.1|DSIM
OG0000030	LOC108019494|XP_016942847.1|DSUZ	LOC6732022|XP_002079155.1|DSIM
OG0000030	LOC108012924|XP_016933943.1|DSUZ	LOC6732023|XP_002079156.1|DSIM
OG0000030	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ	LOC6730745|XP_002077913.2|DSIM
OG0000030	LOC108008957|XP_016928357.1|DSUZ	LOC6735876|XP_002082786.1|DSIM
OG0000030	LOC108016627|XP_016938811.1|DSUZ	LOC27208281|XP_039152536.1|DSIM
OG0000030	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ	LOC6740355|XP_002077222.1|DSIM
OG0000031	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM
OG0000031	LOC108016065|XP_016938150.1|DSUZ	LOC6732447|XP_002079568.2|DSIM
OG0000031	LOC108020065|XP_036671004.1|DSUZ	LOC6736718|XP_002083574.1|DSIM
OG0000031	LOC108008340|XP_016927698.1|DSUZ	LOC6730782|XP_002077950.2|DSIM
OG0000031	LOC108017973|XP_016940764.1|DSUZ	LOC6731777|XP_016024472.1|DSIM
OG0000032	LOC108018357|XP_036672791.1|DSUZ	LOC6728385|XP_016034993.2|DSIM
OG0000032	LOC108018355|XP_036672792.1|DSUZ	LOC6728379|XP_016034990.1|DSIM
OG0000032	LOC108018396|XP_036672794.1|DSUZ	LOC6728381|XP_016034991.1|DSIM
OG0000032	LOC108007821|XP_016927075.2|DSUZ	LOC6728387|XP_039151488.1|DSIM
OG0000032	LOC108018408|XP_016941455.1|DSUZ	LOC6728378|XP_002103726.1|DSIM
OG0000033	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ	LOC6729955|XP_039150847.1|DSIM
OG0000033	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ	LOC6733000|XP_016025683.2|DSIM
OG0000033	LOC108017678|XP_016940276.1|DSUZ	LOC6733292|XP_016026219.1|DSIM
OG0000033	LOC108017971|XP_016940757.1|DSUZ	LOC6733291|XP_002080354.2|DSIM
OG0000033	LOC108017970|XP_016940756.2|DSUZ	LOC6733297|XP_016026220.1|DSIM
OG0000033	LOC108010515|XP_016930878.2|DSUZ	LOC6738496|XP_002085302.1|DSIM
OG0000033	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ	LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM
OG0000033	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ	LOC6734776|XP_002081779.1|DSIM
OG0000033	LOC108008234|XP_016927514.1|DSUZ	LOC6734775|XP_016027979.1|DSIM
OG0000034	LOC108021477|XP_016945708.1|DSUZ	LOC6732560|XP_002079679.3|DSIM
OG0000034	LOC108021476|XP_016945707.1|DSUZ	LOC6732561|XP_002079680.1|DSIM
OG0000034	LOC108021724|XP_016946052.1|DSUZ	LOC27209034|XP_016025242.1|DSIM
