Orthogroup	DSUZ.longest_only	DMEL.longest_only
OG0000007	LOC108013029|XP_016934109.1|DSUZ	yip7|NP_523944.1|DMEL
OG0000007	LOC108013028|XP_016934108.1|DSUZ	CG10477|NP_648010.1|DMEL
OG0000007	LOC118879795|XP_036678702.1|DSUZ	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC108019834|XP_016943342.1|DSUZ	Jon44E|NP_724699.1|DMEL
OG0000007	LOC108017241|XP_036675632.1|DSUZ	Jon99Fi|NP_651800.2|DMEL, Jon99Fii|NP_651799.1|DMEL
OG0000007	LOC118876800|XP_036668611.1|DSUZ	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC108012353|XP_016933194.1|DSUZ	Jon66Cii|NP_648217.1|DMEL
OG0000007	LOC108012354|XP_016933195.2|DSUZ	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC108013030|XP_016934110.1|DSUZ	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC108014183|XP_016935707.1|DSUZ	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC108020044|XP_016943629.1|DSUZ	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC118877368|XP_036671791.1|DSUZ	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC108007042|XP_016926141.1|DSUZ	Crys|NP_476906.1|DMEL
OG0000008	LOC108020009|XP_016943583.1|DSUZ	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC108011129|XP_016931690.1|DSUZ	Cpr5C|NP_572266.1|DMEL
OG0000008	LOC108014242|XP_016935768.1|DSUZ	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC108014245|XP_016935771.2|DSUZ	Ccp84Ad|NP_649680.1|DMEL
OG0000008	LOC108006378|XP_036675047.1|DSUZ	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC108014235|XP_016935760.2|DSUZ	Ccp84Ac|NP_649681.1|DMEL
OG0000008	LOC108014237|XP_016935761.1|DSUZ	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC118878011|XP_036674950.1|DSUZ	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC108014185|XP_016935709.1|DSUZ	CG11453|NP_650832.1|DMEL
OG0000009	LOC108014181|XP_016935705.2|DSUZ	CG11391|NP_650830.1|DMEL
OG0000009	LOC108015574|XP_036672879.1|DSUZ	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC108014176|XP_016935699.1|DSUZ	CG11407|NP_650831.1|DMEL
OG0000009	LOC108011415|XP_036670407.1|DSUZ	CG5568|NP_647992.1|DMEL
OG0000009	LOC108008708|XP_016928093.1|DSUZ	CG4563|NP_611913.1|DMEL
OG0000009	LOC108019245|XP_036673765.1|DSUZ	CG4830|NP_650160.1|DMEL
OG0000009	LOC108008467|XP_016927811.1|DSUZ	CG8834|NP_610779.1|DMEL
OG0000010	LOC118879264|XP_036678040.1|DSUZ	His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL
OG0000010	LOC118879272|XP_036678049.1|DSUZ, LOC108014626|XP_016936278.1|DSUZ	His4_CG33885|NP_001027342.1|DMEL
OG0000010	LOC118879273|XP_036678050.1|DSUZ	His4_CG33909|NP_001027284.1|DMEL
OG0000010	LOC118878854|XP_036677774.1|DSUZ, LOC118877836|XP_036673914.1|DSUZ	His4_CG33899|NP_001027307.1|DMEL
OG0000010	LOC118877315|XP_036671409.1|DSUZ, LOC118877317|XP_036671430.1|DSUZ	His4_CG33883|NP_001027347.1|DMEL
OG0000011	LOC108010267|XP_016930620.1|DSUZ	CG44002|NP_608754.1|DMEL
OG0000011	LOC108007943|XP_016927205.1|DSUZ	CG15436|NP_608840.1|DMEL
OG0000011	LOC108011057|XP_016931608.2|DSUZ	Neu2|NP_649316.1|DMEL
OG0000011	LOC108005222|XP_016923902.1|DSUZ	CG4318|NP_572860.2|DMEL
OG0000011	LOC108012408|XP_016933257.1|DSUZ	CG17361|NP_648678.3|DMEL
OG0000011	LOC108012407|XP_016933256.1|DSUZ	CG17359|NP_648679.1|DMEL
OG0000011	LOC118877899|XP_036674305.1|DSUZ	CG8319|NP_649920.2|DMEL
OG0000012	LOC108010292|XP_016930652.1|DSUZ	CG9416|NP_611415.2|DMEL
OG0000012	LOC108009919|XP_016930137.1|DSUZ	CG10051|NP_611414.1|DMEL
OG0000012	LOC108009918|XP_016930133.2|DSUZ	CG11961|NP_725876.1|DMEL
OG0000012	LOC108010305|XP_016930677.1|DSUZ	CG10062|NP_001261089.1|DMEL
OG0000012	LOC108008112|XP_016927391.1|DSUZ	CG10081|NP_611418.1|DMEL
OG0000012	LOC108008893|XP_036669248.1|DSUZ	CG10073|NP_001261090.1|DMEL
OG0000012	LOC108008513|XP_016927870.1|DSUZ	CG30047|NP_725141.1|DMEL
OG0000012	LOC108008168|XP_036669662.1|DSUZ	CG30049|NP_725142.3|DMEL
OG0000012	LOC108009570|XP_016929524.1|DSUZ	CG30043|NP_725143.1|DMEL
OG0000012	LOC108009569|XP_016929521.1|DSUZ	CG33012|NP_788335.2|DMEL
OG0000012	LOC108009571|XP_016929527.1|DSUZ	CG13160|NP_001260918.1|DMEL
OG0000013	LOC108009479|XP_016929350.1|DSUZ	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC108005296|XP_016923987.1|DSUZ	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC108004911|XP_016923486.2|DSUZ	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC108012921|XP_016933934.1|DSUZ	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC108018484|XP_016941530.2|DSUZ	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC108015759|XP_036673283.1|DSUZ	Hsp68|NP_524474.1|DMEL
OG0000013	LOC108007391|XP_016926534.2|DSUZ	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC108016959|XP_016939387.2|DSUZ	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC108009237|XP_016928898.1|DSUZ	lectin-24A|NP_652637.1|DMEL
OG0000015	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC108010859|XP_016931327.1|DSUZ	CG15358|NP_608629.3|DMEL
OG0000015	LOC108009429|XP_016929253.1|DSUZ	CG15818|NP_609116.1|DMEL
OG0000015	LOC108010103|XP_016930413.1|DSUZ	CG7763|NP_001356891.1|DMEL
OG0000016	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ	Act87E|NP_477091.1|DMEL
OG0000016	LOC108009286|XP_016929004.1|DSUZ	Act57B|NP_523800.1|DMEL
OG0000016	LOC108008079|XP_016927358.2|DSUZ	Arp1|NP_524331.2|DMEL
OG0000016	LOC108009982|XP_016930246.1|DSUZ	Arp53D|NP_477037.2|DMEL
OG0000016	LOC108011133|XP_016931695.1|DSUZ	Act5C|NP_511052.1|DMEL
OG0000016	LOC108010965|XP_016931470.1|DSUZ	Act42A|NP_523625.1|DMEL
OG0000016	LOC108006430|XP_016925443.1|DSUZ	Act88F|NP_524367.1|DMEL
OG0000016	LOC108007764|XP_016927008.1|DSUZ	Act79B|NP_524210.1|DMEL
OG0000017	LOC108018993|XP_036676279.1|DSUZ	Or7a|NP_511081.1|DMEL
OG0000017	LOC108009448|XP_016929291.1|DSUZ	Or43b|NP_523656.2|DMEL
OG0000017	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ	Or42a|NP_523622.2|DMEL
OG0000017	LOC108006071|XP_036673105.1|DSUZ	Or85a|NP_524277.1|DMEL
OG0000017	LOC108015782|XP_016937825.2|DSUZ	Or98a|NP_524536.2|DMEL
OG0000017	LOC108009905|XP_016930117.1|DSUZ	Or59b|NP_523822.1|DMEL
OG0000017	LOC108019403|XP_016942713.1|DSUZ	Or42b|NP_523624.2|DMEL
OG0000017	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ	Or59c|NP_523823.1|DMEL
OG0000017	LOC108010173|XP_036669903.1|DSUZ	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC108012738|XP_016933660.1|DSUZ	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC108012644|XP_016933559.1|DSUZ	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC108012663|XP_016933579.1|DSUZ	Lcp65Ad|NP_477278.1|DMEL
OG0000019	LOC108016142|XP_016938246.1|DSUZ	CG6283|NP_651524.1|DMEL
OG0000019	LOC108016122|XP_036675619.1|DSUZ	CG17192|NP_651522.1|DMEL
OG0000019	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ	CG17191|NP_651523.1|DMEL
OG0000019	LOC108016158|XP_036675606.1|DSUZ	CG6296|NP_651520.1|DMEL
OG0000019	LOC108016141|XP_016938245.1|DSUZ	CG6295|NP_651521.1|DMEL
OG0000019	LOC108016139|XP_016938240.1|DSUZ	CG6277|NP_651525.1|DMEL
OG0000019	LOC108016146|XP_016938250.2|DSUZ	CG6271|NP_651526.1|DMEL
OG0000020	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ	rdog|NP_651678.1|DMEL
OG0000020	LOC108009233|XP_016928887.1|DSUZ	CG10505|NP_611571.2|DMEL
OG0000020	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ	CG31792|NP_724148.2|DMEL
OG0000020	LOC108010328|XP_016930743.1|DSUZ	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC108021143|XP_036673557.1|DSUZ	CG7627|NP_001245943.1|DMEL
OG0000020	LOC108015714|XP_036672549.1|DSUZ	CG4562|NP_001262747.1|DMEL
OG0000020	LOC108010610|XP_036674725.1|DSUZ	Mrp4|NP_650086.2|DMEL
OG0000020	LOC108021708|XP_016946031.1|DSUZ	CG9270|NP_995741.2|DMEL
OG0000020	LOC108021147|XP_016945207.1|DSUZ	CG31793|NP_609930.4|DMEL
OG0000021	LOC108015921|XP_016937993.1|DSUZ	PpD6|NP_524947.1|DMEL
OG0000021	LOC108009589|XP_016929550.1|DSUZ	PpN58A|NP_477384.1|DMEL
OG0000021	LOC108009874|XP_016930066.1|DSUZ	PpD5|NP_524707.1|DMEL
OG0000021	LOC108008720|XP_016928109.1|DSUZ	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC108012220|XP_036675724.1|DSUZ	flw|NP_727418.1|DMEL
OG0000021	LOC108006427|XP_036673222.1|DSUZ	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC108018719|XP_036672548.1|DSUZ	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC108005418|XP_036676931.1|DSUZ	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC108008926|XP_016928324.1|DSUZ	CG7798|NP_611098.1|DMEL
OG0000022	LOC108012621|XP_016933529.1|DSUZ	LysX|NP_523881.1|DMEL
OG0000022	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ	LysD|NP_476823.1|DMEL
OG0000022	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ	LysS|NP_476829.1|DMEL
OG0000022	LOC108013018|XP_016934098.1|DSUZ	LysP|NP_476828.1|DMEL
OG0000023	LOC108013955|XP_036675219.1|DSUZ	alpha-Est6|NP_524262.1|DMEL
OG0000023	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC108013952|XP_016935450.2|DSUZ	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC108019337|XP_016942646.2|DSUZ	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC108009166|XP_016928770.1|DSUZ	gas|NP_611678.1|DMEL
OG0000023	LOC108018731|XP_036675082.1|DSUZ	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC108013954|XP_016935453.2|DSUZ	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC108013962|XP_016935466.1|DSUZ	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC108013947|XP_036675218.1|DSUZ	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC108013965|XP_016935470.1|DSUZ	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC108010072|XP_016930375.2|DSUZ	betaTry|NP_524904.1|DMEL
OG0000024	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC108010252|XP_016930594.2|DSUZ	alphaTry|NP_476771.1|DMEL
OG0000024	LOC108010071|XP_016930374.1|DSUZ	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ	CG17571|NP_610109.1|DMEL
OG0000024	LOC108019756|XP_016943207.1|DSUZ	Ser8|NP_610874.1|DMEL
OG0000025	LOC108016763|XP_016939005.1|DSUZ	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000025	LOC108016331|XP_036678431.1|DSUZ	His3_CG33824|NP_001027318.1|DMEL, His3_CG33815|NP_001027303.1|DMEL, His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL
OG0000026	LOC108004556|XP_016922979.1|DSUZ	antdh|NP_572695.2|DMEL
OG0000026	LOC108010503|XP_036668665.1|DSUZ	CG9150|NP_608991.2|DMEL
OG0000026	LOC108005489|XP_016924284.1|DSUZ	CG9360|NP_572746.1|DMEL
OG0000026	LOC108013851|XP_016935328.2|DSUZ	CG3301|NP_650964.1|DMEL
OG0000027	LOC118879783|XP_036678676.1|DSUZ	Acp1|NP_477115.1|DMEL
OG0000027	LOC108021423|XP_016945624.1|DSUZ	CG7203|NP_609143.2|DMEL
OG0000027	LOC108015770|XP_036678674.1|DSUZ	CG7214|NP_609141.1|DMEL
OG0000028	LOC118877530|XP_036672475.1|DSUZ, LOC108006594|XP_016925608.2|DSUZ, LOC118876756|XP_036670662.1|DSUZ	CG32214|NP_730409.2|DMEL, 825-Oak|NP_730410.2|DMEL, CG32213|NP_730413.2|DMEL
OG0000028	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ	CG14095|NP_649112.1|DMEL
OG0000028	LOC118877366|XP_036671777.1|DSUZ	CG13068|NP_648856.1|DMEL
OG0000029	LOC108018422|XP_016941467.2|DSUZ	CheA86a|NP_001027174.1|DMEL
OG0000029	LOC108008251|XP_016927530.2|DSUZ	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC108013363|XP_016938502.2|DSUZ	CheA29a|NP_788004.1|DMEL
OG0000029	LOC108018480|XP_016941526.2|DSUZ	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC108019543|XP_016942870.2|DSUZ	CheA75a|NP_649035.2|DMEL
OG0000030	LOC108013240|XP_036677776.1|DSUZ	Or33c|NP_523555.1|DMEL
OG0000030	LOC108019494|XP_016942847.1|DSUZ	Or33a|NP_523553.1|DMEL
OG0000030	LOC108012924|XP_016933943.1|DSUZ	Or33b|NP_523554.1|DMEL
OG0000030	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ	Or23a|NP_523458.3|DMEL
OG0000030	LOC108008957|XP_016928357.1|DSUZ	Or59a|NP_523821.1|DMEL
OG0000030	LOC108016627|XP_016938811.1|DSUZ	Or2a|NP_525046.1|DMEL
OG0000030	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ	CG4793|NP_723941.2|DMEL
OG0000031	LOC108016065|XP_016938150.1|DSUZ	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC108021690|XP_016946003.1|DSUZ	SPH93|NP_609840.1|DMEL
OG0000031	LOC108020065|XP_036671004.1|DSUZ	CG14990|NP_647856.2|DMEL
OG0000031	LOC108008340|XP_016927698.1|DSUZ	CG3117|NP_608722.2|DMEL
OG0000031	LOC108016076|XP_016938162.1|DSUZ	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL
OG0000031	LOC108017973|XP_016940764.1|DSUZ	CG5390|NP_609374.1|DMEL
OG0000032	LOC108018357|XP_036672791.1|DSUZ	GstD1|NP_524326.1|DMEL
OG0000032	LOC108018408|XP_016941455.1|DSUZ	GstD8|NP_524916.1|DMEL
OG0000032	LOC108007771|XP_016927017.1|DSUZ	GstD3|NP_788656.1|DMEL
OG0000032	LOC118877584|XP_036672749.1|DSUZ	GstD7|NP_525114.1|DMEL
OG0000033	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ	CheB98a|NP_652269.3|DMEL
OG0000033	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ	CheB38c|NP_610061.2|DMEL
OG0000033	LOC108017678|XP_016940276.1|DSUZ	CheB42c|NP_995764.2|DMEL
OG0000033	LOC108017971|XP_016940757.1|DSUZ	CheB42b|NP_995763.1|DMEL
OG0000033	LOC108017970|XP_016940756.2|DSUZ	CheB42a|NP_995765.1|DMEL
OG0000033	LOC108010515|XP_016930878.2|DSUZ	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL
OG0000033	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ	CheB53b|NP_001014531.1|DMEL
OG0000033	LOC108008234|XP_016927514.1|DSUZ	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC108021477|XP_016945708.1|DSUZ	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC108021476|XP_016945707.1|DSUZ	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC108021724|XP_016946052.1|DSUZ	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC108009317|XP_016929074.1|DSUZ	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC108007509|XP_016926684.2|DSUZ	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC108005688|XP_016924502.2|DSUZ	Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC108011927|XP_016932664.1|DSUZ	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC108019328|XP_036675087.1|DSUZ	Sp7|NP_649734.2|DMEL
OG0000036	LOC108006404|XP_016925415.2|DSUZ	ea|NP_524362.2|DMEL
OG0000036	LOC108011658|XP_016932343.2|DSUZ	MP1|NP_001303421.1|DMEL
OG0000036	LOC108007854|XP_036674140.1|DSUZ	SPE|NP_651168.1|DMEL
OG0000037	LOC108018132|XP_016941074.1|DSUZ	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC108017560|XP_036672906.1|DSUZ	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC108020759|XP_016944626.2|DSUZ	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC108010653|XP_036670653.1|DSUZ	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC108016023|XP_016938107.2|DSUZ	CG42564|NP_649651.2|DMEL
OG0000039	LOC108006280|XP_016925226.1|DSUZ	Ag5r|NP_524770.1|DMEL
OG0000039	LOC108006287|XP_016925235.1|DSUZ	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC108019017|XP_016942120.1|DSUZ	CG32679|NP_727412.2|DMEL
OG0000040	LOC108016198|XP_036675321.1|DSUZ	CG17803|NP_650657.2|DMEL
OG0000040	LOC108006036|XP_036674433.1|DSUZ	CG6689|NP_650051.1|DMEL
OG0000040	LOC108006007|XP_036674432.1|DSUZ	CG4820|NP_001097748.1|DMEL
OG0000040	LOC108011397|XP_016932008.2|DSUZ	CG17806|NP_650658.1|DMEL
OG0000040	LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ	CG17802|NP_650659.2|DMEL
OG0000040	LOC108007382|XP_016926528.2|DSUZ	Odj|NP_650661.1|DMEL
OG0000040	LOC108010783|XP_016931200.1|DSUZ	CG1792|NP_651878.1|DMEL
OG0000041	LOC108012086|XP_016932852.2|DSUZ	CG31300|NP_651373.2|DMEL
OG0000041	LOC108007903|XP_036674596.1|DSUZ	CG31104|NP_733090.1|DMEL
OG0000041	LOC108007889|XP_036674680.1|DSUZ	CG11893|NP_651375.1|DMEL
OG0000041	LOC108007905|XP_016927163.2|DSUZ	CG13658|NP_651374.2|DMEL
OG0000041	LOC108007918|XP_016927178.2|DSUZ	CG31436|NP_733096.1|DMEL
OG0000042	LOC108011952|XP_016932694.2|DSUZ	CG34028|NP_001033838.1|DMEL
