Orthogroup	DSUZ.longest_only	DMIR.longest_only
OG0000000	LOC108012139|XP_036675579.1|DSUZ	LOC108154033|XP_017139614.1|DMIR
OG0000000	LOC108011715|XP_016932464.1|DSUZ, LOC108011630|XP_016932347.1|DSUZ, LOC108013366|XP_036668607.1|DSUZ	LOC108154065|XP_033245991.1|DMIR, LOC117187434|XP_033245992.1|DMIR
OG0000000	LOC108013429|XP_016934786.2|DSUZ	LOC108161265|XP_033248919.1|DMIR, LOC117188741|XP_033248920.1|DMIR, LOC117188742|XP_033248925.1|DMIR
OG0000000	LOC108008212|XP_016927490.1|DSUZ, LOC108005325|XP_016924081.1|DSUZ, LOC108008213|XP_016927491.1|DSUZ	LOC108158438|XP_017146210.1|DMIR, LOC108158074|XP_017145713.1|DMIR, LOC117192846|XP_033253492.1|DMIR, LOC117192847|XP_033253493.1|DMIR, LOC117192906|XP_033253536.1|DMIR, LOC117192907|XP_033253537.1|DMIR
OG0000000	LOC108020157|XP_036673587.1|DSUZ	LOC108154608|XP_017140414.2|DMIR
OG0000001	LOC118876749|XP_016938664.1|DSUZ	LOC117189970|XP_033250943.1|DMIR, LOC117191669|XP_033252365.1|DMIR, LOC117193543|XP_033254178.1|DMIR
OG0000001	LOC108020087|XP_016943677.1|DSUZ	LOC117188214|XP_033247602.1|DMIR, LOC117191840|XP_033252499.1|DMIR, LOC117190823|XP_033251752.1|DMIR, LOC117192642|XP_033253256.1|DMIR, LOC117188305|XP_033247831.1|DMIR, LOC117186228|XP_033242549.1|DMIR, LOC117193366|XP_033253976.1|DMIR, LOC117190168|XP_033251121.1|DMIR, LOC117188399|XP_033248125.1|DMIR
OG0000001	LOC118878276|XP_036676059.1|DSUZ, LOC118878557|XP_036677467.1|DSUZ, LOC118879675|XP_036678469.1|DSUZ, LOC118879224|XP_036678009.1|DSUZ, LOC118879307|XP_036678060.1|DSUZ, LOC118878659|XP_036677594.1|DSUZ, LOC118878942|XP_036677819.1|DSUZ, LOC118879471|XP_036678240.1|DSUZ, LOC118878546|XP_036677455.1|DSUZ, LOC118878858|XP_036677778.1|DSUZ, LOC118877840|XP_036673943.1|DSUZ	LOC117192640|XP_033253257.1|DMIR, LOC117186450|XP_033243174.1|DMIR, LOC117186708|XP_033243711.1|DMIR
OG0000001	LOC118877264|XP_036670997.1|DSUZ, LOC118877081|XP_036669875.1|DSUZ	LOC117190118|XP_033251096.1|DMIR, LOC117192385|XP_033252944.1|DMIR
OG0000001	LOC118879529|XP_036678279.1|DSUZ, LOC118879060|XP_036677938.1|DSUZ, LOC118878459|XP_036677349.1|DSUZ	LOC117190783|XP_033251735.1|DMIR
OG0000002	LOC108009088|XP_016928634.1|DSUZ	LOC108159521|XP_017148375.1|DMIR
OG0000002	LOC108009087|XP_016928633.1|DSUZ	LOC117192466|XP_033253050.1|DMIR, LOC108159522|XP_017148377.1|DMIR
OG0000002	LOC108016449|XP_016938590.2|DSUZ	LOC117188692|XP_033248809.1|DMIR
OG0000002	LOC108011106|XP_016931667.2|DSUZ	LOC108163440|XP_017154213.2|DMIR, LOC117188921|XP_033249395.1|DMIR
OG0000002	LOC108005613|XP_016924412.2|DSUZ, LOC108007472|XP_016926646.1|DSUZ, LOC108006207|XP_036671750.1|DSUZ, LOC108005528|XP_016924310.2|DSUZ, LOC108006739|XP_016925771.1|DSUZ, LOC108005537|XP_016924320.2|DSUZ	LOC108152350|XP_017137109.1|DMIR
OG0000002	LOC108009013|XP_016928477.1|DSUZ	LOC108161412|XP_017151153.2|DMIR
OG0000003	LOC108008945|XP_016928345.1|DSUZ, LOC108008944|XP_016928343.1|DSUZ	LOC108160528|XP_017150077.1|DMIR
OG0000003	LOC118877697|XP_036673424.1|DSUZ, LOC108008943|XP_016928342.1|DSUZ	LOC108160529|XP_017150078.1|DMIR
OG0000003	LOC108018006|XP_016940848.1|DSUZ	LOC108160375|XP_017149841.1|DMIR
OG0000003	LOC108008949|XP_016928349.1|DSUZ, LOC108008948|XP_016928348.1|DSUZ	LOC108160594|XP_033252769.1|DMIR, LOC117187951|XP_033246844.1|DMIR, LOC108158057|XP_033247543.1|DMIR
OG0000003	LOC108008946|XP_016928346.1|DSUZ, LOC108008150|XP_016927428.2|DSUZ	LOC108160818|XP_017150534.1|DMIR
OG0000003	LOC108008950|XP_016928350.1|DSUZ	LOC108160275|XP_017149646.1|DMIR
OG0000003	LOC108019593|XP_016942923.1|DSUZ	LOC117193381|XP_033253996.1|DMIR, LOC108160276|XP_017149647.1|DMIR
OG0000003	LOC108019592|XP_016942921.1|DSUZ, LOC108019594|XP_016942924.1|DSUZ	LOC108160277|XP_033246842.1|DMIR, LOC108160733|XP_017150409.1|DMIR
OG0000003	LOC108007096|XP_016926191.1|DSUZ	LOC108163634|XP_017154532.1|DMIR
OG0000005	LOC118879647|XP_036678435.1|DSUZ, LOC118879752|XP_036678579.1|DSUZ, LOC108016497|XP_016938653.1|DSUZ	LOC117188269|XP_033247714.1|DMIR, LOC117186052|XP_033242023.1|DMIR, LOC108164485|XP_017155735.2|DMIR
OG0000006	LOC118879646|XP_036678433.1|DSUZ	LOC117187301|XP_033245562.1|DMIR
OG0000006	LOC108016327|XP_016938453.2|DSUZ	LOC117187206|XP_033245270.1|DMIR
OG0000006	LOC118879645|XP_036678432.1|DSUZ, LOC118877312|XP_036671383.1|DSUZ	LOC108156704|XP_017143842.2|DMIR
OG0000007	LOC108004804|XP_016923359.1|DSUZ	LOC108153040|XP_017138288.1|DMIR
OG0000007	LOC118877416|XP_036672028.1|DSUZ	LOC108153675|XP_017139280.1|DMIR, LOC108165331|XP_017156854.2|DMIR
OG0000007	LOC108013025|XP_016934104.1|DSUZ	LOC108152481|XP_017137344.1|DMIR
OG0000007	LOC108013029|XP_016934109.1|DSUZ, LOC108012496|XP_016933394.1|DSUZ, LOC108012427|XP_016933279.1|DSUZ, LOC108012288|XP_016933078.2|DSUZ, LOC108013028|XP_016934108.1|DSUZ, LOC108013026|XP_016934106.1|DSUZ	LOC108152482|XP_017137345.1|DMIR
OG0000007	LOC118879795|XP_036678702.1|DSUZ	LOC108163948|XP_017154978.1|DMIR
OG0000007	LOC108019834|XP_016943342.1|DSUZ	LOC117188471|XP_033248275.1|DMIR, LOC108158175|XP_017145882.2|DMIR
OG0000007	LOC118876800|XP_036668611.1|DSUZ	LOC108164248|XP_017155372.1|DMIR
OG0000007	LOC108012354|XP_016933195.2|DSUZ	LOC108165521|XP_017157067.1|DMIR
OG0000007	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ	LOC108164169|XP_017155268.2|DMIR
OG0000007	LOC108013030|XP_016934110.1|DSUZ	LOC108152484|XP_017137347.1|DMIR
OG0000008	LOC108014183|XP_016935707.1|DSUZ	LOC108154982|XP_017141010.1|DMIR
OG0000008	LOC108020044|XP_016943629.1|DSUZ	LOC108151537|XP_017135681.1|DMIR
OG0000008	LOC118877368|XP_036671791.1|DSUZ	LOC108151536|XP_017135679.1|DMIR
OG0000008	LOC108007042|XP_016926141.1|DSUZ	LOC108161577|XP_017151355.1|DMIR
OG0000008	LOC108020009|XP_016943583.1|DSUZ	LOC108151539|XP_017135683.2|DMIR
OG0000008	LOC108014243|XP_036675108.1|DSUZ, LOC108014242|XP_016935768.1|DSUZ	LOC108154402|XP_017140161.1|DMIR
OG0000008	LOC108006378|XP_036675047.1|DSUZ	LOC108153895|XP_033244232.1|DMIR
OG0000008	LOC108014235|XP_016935760.2|DSUZ	LOC108154515|XP_017140305.2|DMIR
OG0000008	LOC108014237|XP_016935761.1|DSUZ	LOC108153896|XP_017139483.1|DMIR
OG0000008	LOC118878011|XP_036674950.1|DSUZ	LOC108154491|XP_017140280.1|DMIR
OG0000009	LOC108014185|XP_016935709.1|DSUZ	LOC108157813|XP_017145500.1|DMIR
OG0000009	LOC108014181|XP_016935705.2|DSUZ	LOC108154360|XP_017140115.1|DMIR
OG0000009	LOC108015574|XP_036672879.1|DSUZ, LOC108014176|XP_016935699.1|DSUZ	LOC108157783|XP_017145461.1|DMIR, LOC108157739|XP_017145406.1|DMIR
OG0000009	LOC108011415|XP_036670407.1|DSUZ	LOC108157842|XP_017145534.1|DMIR, LOC108157418|XP_017144958.2|DMIR, LOC108157419|XP_017144960.2|DMIR, LOC108154524|XP_017140312.1|DMIR
OG0000009	LOC108008708|XP_016928093.1|DSUZ	LOC108158206|XP_017145918.1|DMIR, LOC117192818|XP_033253474.1|DMIR
OG0000009	LOC108019245|XP_036673765.1|DSUZ	LOC108154377|XP_017140130.1|DMIR
OG0000009	LOC108008467|XP_016927811.1|DSUZ	LOC108160943|XP_017150721.1|DMIR
OG0000009	LOC108008503|XP_016927857.1|DSUZ	LOC108158336|XP_017146065.1|DMIR
OG0000010	LOC118879264|XP_036678040.1|DSUZ	LOC117187310|XP_033245574.1|DMIR, LOC108156705|XP_033245573.1|DMIR
OG0000010	LOC118879650|XP_036678438.1|DSUZ, LOC118879272|XP_036678049.1|DSUZ, LOC108014626|XP_016936278.1|DSUZ, LOC118879273|XP_036678050.1|DSUZ	LOC117187315|XP_033245579.1|DMIR, LOC108156795|XP_017143963.1|DMIR
OG0000010	LOC118877315|XP_036671409.1|DSUZ, LOC118877317|XP_036671430.1|DSUZ	LOC117187312|XP_033245576.1|DMIR
OG0000010	LOC108006791|XP_016925829.1|DSUZ	LOC117187316|XP_033245580.1|DMIR
OG0000011	LOC108005601|XP_016924394.1|DSUZ, LOC108015328|XP_036678699.1|DSUZ, LOC108018989|XP_016942085.1|DSUZ, LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ, LOC108010267|XP_016930620.1|DSUZ, LOC108009077|XP_016928601.2|DSUZ, LOC108007943|XP_016927205.1|DSUZ, LOC108011057|XP_016931608.2|DSUZ, LOC108017249|XP_016939743.2|DSUZ, LOC108005644|XP_016924447.2|DSUZ, LOC108006711|XP_036671367.1|DSUZ, LOC108020533|XP_016944364.2|DSUZ, LOC108018712|XP_036678677.1|DSUZ, LOC108009845|XP_016930030.1|DSUZ, LOC108007942|XP_016927238.1|DSUZ, LOC108007310|XP_016926446.1|DSUZ, LOC108020156|XP_036668757.1|DSUZ, LOC108014609|XP_016936264.1|DSUZ, LOC108014635|XP_016936289.1|DSUZ, LOC108005222|XP_016923902.1|DSUZ	LOC117185695|XP_017152271.2|DMIR, LOC108163065|XP_017153628.2|DMIR, LOC117188829|XP_033249173.1|DMIR, LOC108161855|XP_033249172.1|DMIR, LOC108164675|XP_017156017.1|DMIR, LOC108162189|XP_033249910.1|DMIR, LOC108162187|XP_017152275.1|DMIR, LOC108162186|XP_017152273.1|DMIR, LOC117188852|XP_033249240.1|DMIR, LOC108161557|XP_017151330.1|DMIR, LOC108163629|XP_017154523.1|DMIR, LOC108162188|XP_017152278.1|DMIR, LOC108163972|XP_017155018.1|DMIR, LOC117185693|XP_017154036.1|DMIR, LOC117188957|XP_033249531.1|DMIR, LOC108162812|XP_017153212.1|DMIR, LOC108163322|XP_033249532.1|DMIR, LOC108162815|XP_017153219.1|DMIR
OG0000011	LOC108012408|XP_016933257.1|DSUZ	LOC108165384|XP_017156911.1|DMIR
OG0000011	LOC108015091|XP_036676218.1|DSUZ, LOC108012407|XP_016933256.1|DSUZ	LOC108153161|XP_017138453.1|DMIR
OG0000011	LOC118877899|XP_036674305.1|DSUZ	LOC108154131|XP_017139754.1|DMIR
OG0000012	LOC108010292|XP_016930652.1|DSUZ	LOC108159199|XP_017147755.1|DMIR
OG0000012	LOC108009919|XP_016930137.1|DSUZ	LOC117185759|XP_033246859.1|DMIR, LOC108159198|XP_017147751.2|DMIR
OG0000012	LOC108009918|XP_016930133.2|DSUZ	LOC117190016|XP_033250998.1|DMIR, LOC108159196|XP_017147750.1|DMIR
OG0000012	LOC108010305|XP_016930677.1|DSUZ	LOC108160856|XP_017150607.1|DMIR, LOC117190381|XP_033251353.1|DMIR
OG0000012	LOC108008915|XP_016928309.1|DSUZ, LOC108008111|XP_016927389.1|DSUZ, LOC108008112|XP_016927391.1|DSUZ	LOC108161008|XP_017150804.1|DMIR, LOC117185969|XP_033248320.1|DMIR, LOC108157993|XP_033248087.1|DMIR
OG0000012	LOC108008405|XP_016927739.1|DSUZ, LOC108008893|XP_036669248.1|DSUZ	LOC108160910|XP_017150675.1|DMIR
OG0000012	LOC108008513|XP_016927870.1|DSUZ	LOC108158925|XP_017147218.1|DMIR
OG0000012	LOC108008168|XP_036669662.1|DSUZ	LOC108158929|XP_017147224.1|DMIR
OG0000012	LOC108009570|XP_016929524.1|DSUZ, LOC108009572|XP_016929528.1|DSUZ	LOC108158928|XP_017147221.1|DMIR
OG0000012	LOC108009569|XP_016929521.1|DSUZ	LOC108158930|XP_017147225.1|DMIR, LOC117191852|XP_033252511.1|DMIR
OG0000012	LOC108009571|XP_016929527.1|DSUZ	LOC108158927|XP_017147219.1|DMIR
OG0000013	LOC108009479|XP_016929350.1|DSUZ	LOC108158589|XP_017146529.2|DMIR, LOC117187892|XP_033246717.1|DMIR
OG0000013	LOC108005296|XP_016923987.1|DSUZ	LOC108152903|XP_017138042.1|DMIR
OG0000013	LOC108004911|XP_016923486.2|DSUZ	LOC108157123|XP_017144495.1|DMIR, LOC108156384|XP_017143289.1|DMIR
OG0000013	LOC108012921|XP_016933934.1|DSUZ	LOC108151516|XP_033243870.1|DMIR
OG0000013	LOC108015759|XP_036673283.1|DSUZ	LOC108154911|XP_017140853.2|DMIR, LOC117187087|XP_033244842.1|DMIR
OG0000013	LOC108007391|XP_016926534.2|DSUZ	LOC117187120|XP_033245008.1|DMIR, LOC117187121|XP_033245009.1|DMIR, LOC108154243|XP_017139966.2|DMIR, LOC108154002|XP_033245010.1|DMIR
OG0000014	LOC118879735|XP_036678526.1|DSUZ, LOC118879094|XP_036677971.1|DSUZ, LOC118879246|XP_036678025.1|DSUZ, LOC118878839|XP_036677760.1|DSUZ	LOC117186505|XP_033243277.1|DMIR
OG0000014	LOC118879451|XP_036678220.1|DSUZ	LOC117193488|XP_033254130.1|DMIR
OG0000014	LOC118878840|XP_036677761.1|DSUZ, LOC118878431|XP_036677301.1|DSUZ	LOC117187335|XP_033245659.1|DMIR
OG0000015	LOC108010103|XP_016930413.1|DSUZ	LOC117189153|XP_033250113.1|DMIR, LOC108162329|XP_017152508.1|DMIR, LOC108162330|XP_017152509.1|DMIR
OG0000016	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ	LOC108156024|XP_017142762.1|DMIR
OG0000016	LOC108009286|XP_016929004.1|DSUZ	LOC108160302|XP_017149703.1|DMIR, LOC117190705|XP_033251658.1|DMIR
OG0000016	LOC108008079|XP_016927358.2|DSUZ	LOC108155657|XP_017142098.1|DMIR
OG0000016	LOC108009982|XP_016930246.1|DSUZ	LOC108159552|XP_017148467.1|DMIR, LOC117192977|XP_033253595.1|DMIR
OG0000016	LOC108011133|XP_016931695.1|DSUZ	LOC108154361|XP_017140118.1|DMIR
OG0000016	LOC108010965|XP_016931470.1|DSUZ	LOC117193102|XP_033253716.1|DMIR, LOC117194496|XP_033254943.1|DMIR, LOC117195216|XP_033255740.1|DMIR, LOC108159228|XP_017147821.1|DMIR
OG0000016	LOC108006430|XP_016925443.1|DSUZ	LOC108156493|XP_017143475.1|DMIR
OG0000016	LOC108007764|XP_016927008.1|DSUZ	LOC108150995|XP_017134834.1|DMIR
OG0000017	LOC108018993|XP_036676279.1|DSUZ	LOC108153009|XP_017138281.1|DMIR
OG0000017	LOC108009448|XP_016929291.1|DSUZ	LOC108160150|XP_017149453.1|DMIR
OG0000017	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ	LOC108159969|XP_017149141.1|DMIR, LOC108158038|XP_017145672.2|DMIR
OG0000017	LOC108015782|XP_016937825.2|DSUZ	LOC108154022|XP_017139603.2|DMIR, LOC117191555|XP_033252276.1|DMIR
OG0000017	LOC108009905|XP_016930117.1|DSUZ	LOC108160759|XP_017150448.1|DMIR
OG0000017	LOC108019403|XP_016942713.1|DSUZ	LOC108159970|XP_017149142.1|DMIR
OG0000017	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ	LOC108157934|XP_017145566.1|DMIR
OG0000017	LOC108010173|XP_036669903.1|DSUZ, LOC108019602|XP_016942950.1|DSUZ	LOC108161535|XP_017151304.1|DMIR, LOC108161536|XP_017151305.1|DMIR, LOC108161534|XP_017151303.1|DMIR
OG0000018	LOC108012738|XP_016933660.1|DSUZ	LOC108150828|XP_017134625.1|DMIR
OG0000018	LOC108012644|XP_016933559.1|DSUZ	LOC108150791|XP_017134583.1|DMIR
OG0000018	LOC108012663|XP_016933579.1|DSUZ	LOC108150854|XP_017134645.1|DMIR
OG0000018	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ, LOC108012675|XP_016933591.2|DSUZ, LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ	LOC108150808|XP_017134601.1|DMIR, LOC108165552|XP_017157116.1|DMIR, LOC108165550|XP_017157115.1|DMIR, LOC108150800|XP_017134593.1|DMIR
OG0000018	LOC108013582|XP_016934999.1|DSUZ	LOC108150838|XP_017134636.2|DMIR, LOC108165543|XP_017157105.1|DMIR
OG0000019	LOC108016142|XP_016938246.1|DSUZ	LOC108157046|XP_017144351.1|DMIR, LOC108157045|XP_017144349.1|DMIR, LOC108157044|XP_017144348.1|DMIR
OG0000019	LOC108016158|XP_036675606.1|DSUZ	LOC108157037|XP_017144339.1|DMIR
OG0000019	LOC108016141|XP_016938245.1|DSUZ	LOC108157043|XP_017144347.2|DMIR
OG0000019	LOC108016139|XP_016938240.1|DSUZ, LOC108016146|XP_016938250.2|DSUZ	LOC108157041|XP_017144346.1|DMIR, LOC108153982|XP_033245000.1|DMIR, LOC108157040|XP_017144345.2|DMIR
OG0000020	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ	LOC108156412|XP_017143346.1|DMIR
OG0000020	LOC108009233|XP_016928887.1|DSUZ	LOC108159642|XP_033248178.1|DMIR
OG0000020	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ, LOC108010328|XP_016930743.1|DSUZ, LOC108021143|XP_036673557.1|DSUZ	LOC108163672|XP_017154587.1|DMIR
OG0000020	LOC108015714|XP_036672549.1|DSUZ	LOC108155178|XP_017141337.1|DMIR
OG0000020	LOC108010610|XP_036674725.1|DSUZ	LOC108156137|XP_017142939.1|DMIR
OG0000020	LOC108021708|XP_016946031.1|DSUZ	LOC108163835|XP_033249247.1|DMIR
OG0000020	LOC108021147|XP_016945207.1|DSUZ	LOC108163643|XP_017154542.1|DMIR
OG0000021	LOC108015921|XP_016937993.1|DSUZ	LOC117188002|XP_033246994.1|DMIR, LOC108160898|XP_017150659.2|DMIR
OG0000021	LOC108009589|XP_016929550.1|DSUZ	LOC108159581|XP_017148519.1|DMIR
OG0000021	LOC108009874|XP_016930066.1|DSUZ	LOC108160670|XP_017150305.2|DMIR, LOC117188150|XP_033247446.1|DMIR
OG0000021	LOC108008720|XP_016928109.1|DSUZ	LOC117185989|XP_033241901.1|DMIR, LOC108162397|XP_033252470.1|DMIR
OG0000021	LOC108012220|XP_036675724.1|DSUZ	LOC108164567|XP_033246575.1|DMIR
OG0000021	LOC108006427|XP_036673222.1|DSUZ	LOC108156061|XP_017142833.1|DMIR
OG0000021	LOC108018719|XP_036672548.1|DSUZ	LOC108156847|XP_017144055.1|DMIR
OG0000021	LOC108005418|XP_036676931.1|DSUZ	LOC108164951|XP_017156435.1|DMIR
OG0000022	LOC108008926|XP_016928324.1|DSUZ	LOC108158428|XP_017146199.1|DMIR, LOC117193272|XP_033253907.1|DMIR, LOC117193269|XP_033253905.1|DMIR
OG0000022	LOC108012621|XP_016933529.1|DSUZ, LOC108012689|XP_016933606.1|DSUZ	LOC108152468|XP_017137324.1|DMIR
OG0000022	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ	LOC108152474|XP_017137333.2|DMIR, LOC117186204|XP_033242420.1|DMIR, LOC108152475|XP_017137334.2|DMIR
OG0000022	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ	LOC108152470|XP_017137327.1|DMIR
OG0000022	LOC108013018|XP_016934098.1|DSUZ	LOC108152469|XP_017137325.1|DMIR
OG0000023	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ	LOC108153857|XP_033244801.1|DMIR
OG0000023	LOC108013952|XP_016935450.2|DSUZ	LOC108155686|XP_017142144.1|DMIR
OG0000023	LOC108019337|XP_016942646.2|DSUZ	LOC108155685|XP_017142143.1|DMIR
OG0000023	LOC108009166|XP_016928770.1|DSUZ	LOC108158830|XP_017147022.1|DMIR
OG0000023	LOC108018731|XP_036675082.1|DSUZ	LOC108153856|XP_033244802.1|DMIR
OG0000023	LOC108013954|XP_016935453.2|DSUZ	LOC108157164|XP_017144562.1|DMIR
OG0000023	LOC108013962|XP_016935466.1|DSUZ	LOC108156708|XP_017143845.1|DMIR
OG0000023	LOC108013947|XP_036675218.1|DSUZ	LOC108156707|XP_017143844.1|DMIR
OG0000023	LOC108013965|XP_016935470.1|DSUZ	LOC108156709|XP_033245059.1|DMIR
OG0000024	LOC108010252|XP_016930594.2|DSUZ	LOC108160883|XP_017150641.1|DMIR
OG0000024	LOC108010071|XP_016930374.1|DSUZ	LOC117194102|XP_033254634.1|DMIR, LOC108160812|XP_017150524.1|DMIR
OG0000024	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ	LOC108161382|XP_017151119.1|DMIR
OG0000024	LOC108019756|XP_016943207.1|DSUZ	LOC108159455|XP_017148242.1|DMIR
OG0000025	LOC108016763|XP_016939005.1|DSUZ	LOC108157728|XP_017145391.1|DMIR
OG0000025	LOC108016331|XP_036678431.1|DSUZ	LOC108156793|XP_017143960.1|DMIR
OG0000026	LOC108004556|XP_016922979.1|DSUZ	LOC108150850|XP_017134646.1|DMIR
OG0000026	LOC108010503|XP_036668665.1|DSUZ	LOC108162957|XP_033248732.1|DMIR
OG0000026	LOC108005489|XP_016924284.1|DSUZ	LOC108165129|XP_017156683.1|DMIR
OG0000026	LOC108014363|XP_016935943.1|DSUZ	LOC108157803|XP_017145484.1|DMIR, LOC108155726|XP_017142223.1|DMIR, LOC108154308|XP_017140053.1|DMIR
OG0000026	LOC108013851|XP_016935328.2|DSUZ	LOC108157162|XP_017144561.1|DMIR
OG0000027	LOC118879783|XP_036678676.1|DSUZ	LOC108162948|XP_017153432.1|DMIR
OG0000027	LOC108021423|XP_016945624.1|DSUZ	LOC108162949|XP_017153433.1|DMIR
OG0000027	LOC108015770|XP_036678674.1|DSUZ	LOC108162947|XP_017153431.1|DMIR
OG0000028	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ	LOC108165421|XP_017156949.1|DMIR
OG0000028	LOC118877366|XP_036671777.1|DSUZ	LOC108151302|XP_017135327.1|DMIR
OG0000029	LOC108008251|XP_016927530.2|DSUZ, LOC108013363|XP_016938502.2|DSUZ	LOC117191657|XP_033252354.1|DMIR, LOC108158000|XP_017145632.1|DMIR
OG0000029	LOC108016468|XP_016938614.1|DSUZ, LOC108018480|XP_016941526.2|DSUZ	LOC108154578|XP_017140369.1|DMIR
OG0000029	LOC108019543|XP_016942870.2|DSUZ	LOC108150820|XP_017134616.1|DMIR
OG0000030	LOC108013240|XP_036677776.1|DSUZ	LOC108161306|XP_017151015.1|DMIR
OG0000030	LOC108019494|XP_016942847.1|DSUZ	LOC108161304|XP_017151013.1|DMIR
OG0000030	LOC108012924|XP_016933943.1|DSUZ	LOC108161303|XP_017151011.1|DMIR, LOC108161305|XP_017151014.1|DMIR
OG0000030	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ	LOC108161162|XP_017150872.2|DMIR
OG0000030	LOC108008208|XP_016927487.1|DSUZ, LOC108008957|XP_016928357.1|DSUZ	LOC108160793|XP_017150492.1|DMIR
OG0000030	LOC108016627|XP_016938811.1|DSUZ	LOC108151546|XP_033246807.1|DMIR
OG0000030	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ	LOC108154542|XP_017140365.1|DMIR
OG0000031	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ, LOC108016065|XP_016938150.1|DSUZ	LOC108163859|XP_017154864.1|DMIR
OG0000031	LOC108020065|XP_036671004.1|DSUZ, LOC108008340|XP_016927698.1|DSUZ	LOC108161143|XP_033248838.1|DMIR, LOC108161141|XP_033248476.1|DMIR
OG0000031	LOC108017974|XP_016940780.1|DSUZ, LOC108017973|XP_016940764.1|DSUZ	LOC108161610|XP_017151398.1|DMIR
OG0000032	LOC108018357|XP_036672791.1|DSUZ	LOC108156619|XP_017143664.1|DMIR
OG0000032	LOC108018355|XP_036672792.1|DSUZ, LOC108018356|XP_036672750.1|DSUZ	LOC108156621|XP_017143666.1|DMIR
OG0000032	LOC108018408|XP_016941455.1|DSUZ	LOC108157634|XP_017145264.1|DMIR
