Orthogroup	DSUZ.longest_only	DERE.longest_only
OG0000000	LOC108007479|XP_036670397.1|DSUZ	LOC6545319|XP_001973245.1|DERE, LOC6544808|XP_001973187.1|DERE
OG0000002	LOC108008721|XP_016928110.1|DSUZ	LOC6548491|XP_001975304.1|DERE
OG0000002	LOC108009088|XP_016928634.1|DSUZ	LOC6548172|XP_001975155.3|DERE
OG0000002	LOC108009087|XP_016928633.1|DSUZ	LOC6548171|XP_001975154.2|DERE
OG0000002	LOC108011106|XP_016931667.2|DSUZ	LOC6540746|XP_001968931.3|DERE
OG0000002	LOC108005613|XP_016924412.2|DSUZ, LOC108007472|XP_016926646.1|DSUZ, LOC108006207|XP_036671750.1|DSUZ, LOC108005528|XP_016924310.2|DSUZ, LOC108006739|XP_016925771.1|DSUZ, LOC108005537|XP_016924320.2|DSUZ	LOC6545786|XP_001973422.2|DERE
OG0000002	LOC108021294|XP_016945474.2|DSUZ	LOC6541336|XP_001968621.3|DERE
OG0000003	LOC108008945|XP_016928345.1|DSUZ	LOC6549103|XP_001975568.1|DERE
OG0000003	LOC108008944|XP_016928343.1|DSUZ	LOC6548983|XP_001975566.1|DERE
OG0000003	LOC118877697|XP_036673424.1|DSUZ	LOC6554587|XP_001981543.2|DERE
OG0000003	LOC108008943|XP_016928342.1|DSUZ	LOC6548982|XP_001975565.1|DERE
OG0000003	LOC108018006|XP_016940848.1|DSUZ	LOC6541170|XP_001970725.1|DERE
OG0000003	LOC108008949|XP_016928349.1|DSUZ	LOC26526619|XP_015012824.1|DERE
OG0000003	LOC108008948|XP_016928348.1|DSUZ	LOC6549104|XP_001975569.3|DERE
OG0000003	LOC108008946|XP_016928346.1|DSUZ, LOC108008150|XP_016927428.2|DSUZ	LOC6549102|XP_001975567.1|DERE
OG0000003	LOC108008950|XP_016928350.1|DSUZ	LOC6549105|XP_001975570.1|DERE
OG0000003	LOC108019593|XP_016942923.1|DSUZ	LOC6541262|XP_001970448.1|DERE
OG0000003	LOC108019592|XP_016942921.1|DSUZ	LOC6543237|XP_001970449.1|DERE
OG0000003	LOC108007096|XP_016926191.1|DSUZ	LOC6543184|XP_001968830.1|DERE
OG0000005	LOC118879641|XP_036678429.1|DSUZ	LOC6548712|XP_001974001.2|DERE, LOC6556359|XP_001983142.2|DERE
OG0000005	LOC118877314|XP_036671399.1|DSUZ, LOC118879261|XP_036678037.1|DSUZ, LOC118879270|XP_036678047.1|DSUZ	LOC113564801|XP_026839449.1|DERE
OG0000006	LOC118879646|XP_036678433.1|DSUZ	LOC6548669|XP_001974020.1|DERE
OG0000006	LOC118877308|XP_036671366.1|DSUZ, LOC118879645|XP_036678432.1|DSUZ, LOC118877312|XP_036671383.1|DSUZ, LOC118879255|XP_036678031.1|DSUZ	LOC6548691|XP_001974010.1|DERE
OG0000007	LOC108004804|XP_016923359.1|DSUZ	LOC6546441|XP_001972927.1|DERE
OG0000007	LOC118877416|XP_036672028.1|DSUZ	LOC6545298|XP_001972056.1|DERE
OG0000007	LOC108013025|XP_016934104.1|DSUZ	LOC6545299|XP_001972057.1|DERE
OG0000007	LOC108013029|XP_016934109.1|DSUZ	LOC6545296|XP_001972054.1|DERE
OG0000007	LOC108012427|XP_016933279.1|DSUZ	LOC6545101|XP_001972052.1|DERE
OG0000007	LOC108013028|XP_016934108.1|DSUZ	LOC6545102|XP_001972053.1|DERE
OG0000007	LOC118879795|XP_036678702.1|DSUZ	LOC6540938|XP_001968734.1|DERE
OG0000007	LOC108017241|XP_036675632.1|DSUZ	LOC6555344|XP_001981194.1|DERE, LOC6555345|XP_001981195.1|DERE
OG0000007	LOC118876800|XP_036668611.1|DSUZ	LOC6540876|XP_001968735.1|DERE
OG0000007	LOC108012354|XP_016933195.2|DSUZ	LOC6545660|XP_001971664.1|DERE
OG0000007	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ	LOC6540935|XP_001968733.1|DERE
OG0000007	LOC108013030|XP_016934110.1|DSUZ	LOC6545301|XP_001972059.1|DERE
OG0000008	LOC108014183|XP_016935707.1|DSUZ	LOC6553905|XP_001979522.1|DERE
OG0000008	LOC108020044|XP_016943629.1|DSUZ	LOC6543716|XP_001971859.1|DERE
OG0000008	LOC118877368|XP_036671791.1|DSUZ	LOC6543719|XP_001971862.1|DERE
OG0000008	LOC108007042|XP_016926141.1|DSUZ	LOC6541660|XP_001969797.3|DERE
OG0000008	LOC108020009|XP_016943583.1|DSUZ	LOC6543717|XP_001971860.3|DERE
OG0000008	LOC108011129|XP_016931690.1|DSUZ	LOC6551209|XP_001977016.1|DERE
OG0000008	LOC108014245|XP_016935771.2|DSUZ	LOC6553018|XP_001979109.1|DERE
OG0000008	LOC108006378|XP_036675047.1|DSUZ	LOC6553016|XP_001979107.1|DERE
OG0000008	LOC108014235|XP_016935760.2|DSUZ	LOC6553019|XP_001979110.3|DERE
OG0000008	LOC108014237|XP_016935761.1|DSUZ	LOC6553017|XP_001979108.1|DERE
OG0000008	LOC118878011|XP_036674950.1|DSUZ	LOC6553015|XP_001979106.1|DERE
OG0000009	LOC108014185|XP_016935709.1|DSUZ	LOC6554105|XP_001979501.1|DERE
OG0000009	LOC108014181|XP_016935705.2|DSUZ	LOC6554107|XP_001979503.1|DERE
OG0000009	LOC108015574|XP_036672879.1|DSUZ	LOC6554108|XP_001979504.1|DERE
OG0000009	LOC108014176|XP_016935699.1|DSUZ	LOC6554106|XP_001979502.1|DERE
OG0000009	LOC108008708|XP_016928093.1|DSUZ	LOC6548094|XP_001976600.1|DERE
OG0000009	LOC108019245|XP_036673765.1|DSUZ	LOC6553884|XP_001980458.1|DERE
OG0000009	LOC108008467|XP_016927811.1|DSUZ	LOC6546804|XP_001975914.1|DERE
OG0000009	LOC108008503|XP_016927857.1|DSUZ	LOC6546805|XP_001975915.1|DERE
OG0000010	LOC118879264|XP_036678040.1|DSUZ	LOC6556039|XP_015008608.2|DERE
OG0000010	LOC118879650|XP_036678438.1|DSUZ, LOC118879272|XP_036678049.1|DSUZ, LOC108014626|XP_016936278.1|DSUZ, LOC118879273|XP_036678050.1|DSUZ	LOC113564802|XP_026839451.1|DERE
OG0000010	LOC118877317|XP_036671430.1|DSUZ	LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE
OG0000010	LOC118879513|XP_036678270.1|DSUZ, LOC108006791|XP_016925829.1|DSUZ	LOC6556049|XP_001982909.3|DERE
OG0000011	LOC108005601|XP_016924394.1|DSUZ	LOC113564152|XP_026835545.1|DERE
OG0000011	LOC108018989|XP_016942085.1|DSUZ	LOC6550533|XP_001977930.3|DERE
OG0000011	LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ	LOC6540864|XP_001968531.3|DERE
OG0000011	LOC108010267|XP_016930620.1|DSUZ	LOC6540904|XP_026835063.1|DERE
OG0000011	LOC108007943|XP_016927205.1|DSUZ	LOC6543446|XP_001968684.2|DERE
OG0000011	LOC108011057|XP_016931608.2|DSUZ	LOC6543815|XP_001973630.3|DERE
OG0000011	LOC108017249|XP_016939743.2|DSUZ, LOC108005644|XP_016924447.2|DSUZ, LOC108006711|XP_036671367.1|DSUZ, LOC108020533|XP_016944364.2|DSUZ	LOC6555031|XP_001981173.1|DERE
OG0000011	LOC108007310|XP_016926446.1|DSUZ	LOC113564056|XP_026834236.1|DERE
OG0000011	LOC108020156|XP_036668757.1|DSUZ	LOC6547227|XP_026836974.1|DERE
OG0000011	LOC108014609|XP_016936264.1|DSUZ	LOC113564269|XP_026836076.1|DERE
OG0000011	LOC108014635|XP_016936289.1|DSUZ	LOC6547233|XP_026836236.1|DERE
OG0000011	LOC108005222|XP_016923902.1|DSUZ	LOC6551039|XP_001978306.1|DERE
OG0000011	LOC108012408|XP_016933257.1|DSUZ	LOC6545632|XP_001972694.2|DERE
OG0000011	LOC108012407|XP_016933256.1|DSUZ	LOC6545633|XP_001972695.1|DERE
OG0000011	LOC118877899|XP_036674305.1|DSUZ	LOC6552127|XP_001980788.1|DERE
OG0000011	LOC108019539|XP_036675111.1|DSUZ	LOC6553432|XP_001979238.2|DERE
OG0000012	LOC108010292|XP_016930652.1|DSUZ	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC108009919|XP_016930137.1|DSUZ	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC108009918|XP_016930133.2|DSUZ	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC108010305|XP_016930677.1|DSUZ	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC108008112|XP_016927391.1|DSUZ	LOC6547486|XP_001974802.1|DERE
OG0000012	LOC108008893|XP_036669248.1|DSUZ	LOC6547485|XP_015012185.1|DERE
OG0000012	LOC108008513|XP_016927870.1|DSUZ	LOC6546830|XP_026836193.1|DERE
OG0000012	LOC108008168|XP_036669662.1|DSUZ	LOC6546691|XP_001975936.3|DERE
OG0000012	LOC108009570|XP_016929524.1|DSUZ	LOC6546690|XP_001975935.1|DERE
OG0000012	LOC108009572|XP_016929528.1|DSUZ	LOC26526953|XP_026835974.1|DERE
OG0000012	LOC108009569|XP_016929521.1|DSUZ	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC108009571|XP_016929527.1|DSUZ	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC108009479|XP_016929350.1|DSUZ	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC108005296|XP_016923987.1|DSUZ	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC108004911|XP_016923486.2|DSUZ	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC108012921|XP_016933934.1|DSUZ	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC108018484|XP_016941530.2|DSUZ	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC108015759|XP_036673283.1|DSUZ	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC108007391|XP_016926534.2|DSUZ	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC108016959|XP_016939387.2|DSUZ	LOC6549487|XP_001974261.3|DERE
OG0000015	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ	LOC26527019|XP_015015589.1|DERE
OG0000015	LOC108010859|XP_016931327.1|DSUZ	LOC6549638|XP_026836388.1|DERE
OG0000015	LOC108009429|XP_016929253.1|DSUZ	LOC6542316|XP_001970154.1|DERE
OG0000015	LOC108018900|XP_016941980.1|DSUZ	LOC6541306|XP_001970208.1|DERE
OG0000016	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC108009286|XP_016929004.1|DSUZ	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC108008079|XP_016927358.2|DSUZ	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC108009982|XP_016930246.1|DSUZ	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC108011133|XP_016931695.1|DSUZ	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC108010965|XP_016931470.1|DSUZ	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC108006430|XP_016925443.1|DSUZ	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC108007764|XP_016927008.1|DSUZ	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC108018993|XP_036676279.1|DSUZ	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC108009448|XP_016929291.1|DSUZ	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC108006071|XP_036673105.1|DSUZ	LOC6552914|XP_001980977.1|DERE
OG0000017	LOC108015782|XP_016937825.2|DSUZ	LOC6556262|XP_026839527.1|DERE
OG0000017	LOC108009905|XP_016930117.1|DSUZ	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC108019403|XP_016942713.1|DSUZ	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC108010173|XP_036669903.1|DSUZ	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC108012738|XP_016933660.1|DSUZ	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC108012644|XP_016933559.1|DSUZ	LOC6545115|XP_001972084.1|DERE
OG0000018	LOC108012663|XP_016933579.1|DSUZ	LOC6545114|XP_001972083.1|DERE
OG0000018	LOC108013582|XP_016934999.1|DSUZ	LOC6545189|XP_001972077.1|DERE, LOC6545191|XP_001972079.1|DERE
OG0000019	LOC108016142|XP_016938246.1|DSUZ	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC108016122|XP_036675619.1|DSUZ	LOC113564837|XP_026839515.1|DERE
OG0000019	LOC108016158|XP_036675606.1|DSUZ	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC108016141|XP_016938245.1|DSUZ	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC108016139|XP_016938240.1|DSUZ	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE
OG0000019	LOC108016146|XP_016938250.2|DSUZ	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC108009233|XP_016928887.1|DSUZ	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ	LOC6549413|XP_026836257.1|DERE
OG0000020	LOC108010328|XP_016930743.1|DSUZ	LOC6540649|XP_026834533.1|DERE
OG0000020	LOC108021143|XP_036673557.1|DSUZ	LOC6543425|XP_026834766.1|DERE
OG0000020	LOC108015714|XP_036672549.1|DSUZ	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC108010610|XP_036674725.1|DSUZ	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC108021708|XP_016946031.1|DSUZ	LOC6548804|XP_001974084.1|DERE
OG0000020	LOC108021147|XP_016945207.1|DSUZ	LOC6549412|XP_001974317.1|DERE
OG0000021	LOC108015921|XP_016937993.1|DSUZ	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC108009589|XP_016929550.1|DSUZ	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC108009874|XP_016930066.1|DSUZ	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC108008720|XP_016928109.1|DSUZ	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC108012220|XP_036675724.1|DSUZ	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC108006427|XP_036673222.1|DSUZ	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC108018719|XP_036672548.1|DSUZ	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC108005418|XP_036676931.1|DSUZ	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC108008926|XP_016928324.1|DSUZ	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC108012621|XP_016933529.1|DSUZ	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC108013018|XP_016934098.1|DSUZ	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC108019337|XP_016942646.2|DSUZ	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC108009166|XP_016928770.1|DSUZ	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC108018731|XP_036675082.1|DSUZ	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC108013954|XP_016935453.2|DSUZ	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC108013962|XP_016935466.1|DSUZ	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC108013947|XP_036675218.1|DSUZ	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC108013965|XP_016935470.1|DSUZ	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC108010072|XP_016930375.2|DSUZ	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE
OG0000024	LOC108010252|XP_016930594.2|DSUZ	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC108010071|XP_016930374.1|DSUZ	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC108019756|XP_016943207.1|DSUZ	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC108016763|XP_016939005.1|DSUZ	LOC6540718|XP_001968765.1|DERE
OG0000026	LOC108004556|XP_016922979.1|DSUZ	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC108010503|XP_036668665.1|DSUZ	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC108005489|XP_016924284.1|DSUZ	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC108013851|XP_016935328.2|DSUZ	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC118879783|XP_036678676.1|DSUZ	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC108021423|XP_016945624.1|DSUZ	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC108015770|XP_036678674.1|DSUZ	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC118877366|XP_036671777.1|DSUZ	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC108018422|XP_016941467.2|DSUZ	LOC6551894|XP_001980609.1|DERE
OG0000029	LOC108008251|XP_016927530.2|DSUZ	LOC6541177|XP_001969159.1|DERE
OG0000029	LOC108013363|XP_016938502.2|DSUZ	LOC6543371|XP_001969207.2|DERE
OG0000029	LOC108018480|XP_016941526.2|DSUZ	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC108019543|XP_016942870.2|DSUZ	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC108013240|XP_036677776.1|DSUZ	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC108019494|XP_016942847.1|DSUZ	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC108012924|XP_016933943.1|DSUZ	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC108008957|XP_016928357.1|DSUZ	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC108016627|XP_016938811.1|DSUZ	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ	LOC6541519|XP_001969009.2|DERE
OG0000031	LOC108016065|XP_016938150.1|DSUZ	LOC6543250|XP_001968986.1|DERE
OG0000031	LOC108017973|XP_016940764.1|DSUZ	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC108018357|XP_036672791.1|DSUZ	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC108018355|XP_036672792.1|DSUZ, LOC108018356|XP_036672750.1|DSUZ	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC108007821|XP_016927075.2|DSUZ	LOC6553976|XP_001980433.2|DERE
OG0000032	LOC108018408|XP_016941455.1|DSUZ	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC108007608|XP_016926802.1|DSUZ, LOC118877727|XP_036673586.1|DSUZ	LOC6555354|XP_026839686.1|DERE
OG0000033	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ	LOC6555355|XP_001981434.1|DERE
OG0000033	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ	LOC6548262|XP_001974108.1|DERE
OG0000033	LOC108017678|XP_016940276.1|DSUZ	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC108017971|XP_016940757.1|DSUZ	LOC6542775|XP_001970704.2|DERE
OG0000033	LOC108017970|XP_016940756.2|DSUZ	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC108010515|XP_016930878.2|DSUZ	LOC6546216|XP_001972911.1|DERE
OG0000033	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ	LOC6553620|XP_001979278.1|DERE
OG0000033	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ	LOC6548922|XP_001975350.1|DERE
OG0000034	LOC108021477|XP_016945708.1|DSUZ	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC108021724|XP_016946052.1|DSUZ	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC108009317|XP_016929074.1|DSUZ	LOC113564268|XP_026836067.1|DERE
OG0000034	LOC108005688|XP_016924502.2|DSUZ	LOC6553711|XP_001980355.1|DERE
OG0000036	LOC108019328|XP_036675087.1|DSUZ	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC108006404|XP_016925415.2|DSUZ	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC108011658|XP_016932343.2|DSUZ	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC108007854|XP_036674140.1|DSUZ	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE
OG0000037	LOC108018132|XP_016941074.1|DSUZ	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC108017560|XP_036672906.1|DSUZ	LOC6553809|XP_001979566.1|DERE
OG0000037	LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ	LOC6553808|XP_001979565.1|DERE
OG0000038	LOC108020759|XP_016944626.2|DSUZ	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC108010653|XP_036670653.1|DSUZ	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC108016023|XP_016938107.2|DSUZ	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC108006280|XP_016925226.1|DSUZ	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC108006287|XP_016925235.1|DSUZ	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC108019017|XP_016942120.1|DSUZ	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC108016198|XP_036675321.1|DSUZ	LOC6551893|XP_026835202.1|DERE
OG0000040	LOC108006036|XP_036674433.1|DSUZ	LOC6551780|XP_001980593.1|DERE
OG0000040	LOC108006007|XP_036674432.1|DSUZ	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC108011397|XP_016932008.2|DSUZ	LOC6551892|XP_001979714.2|DERE
OG0000040	LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ	LOC6551891|XP_001979713.1|DERE
OG0000040	LOC108007382|XP_016926528.2|DSUZ	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC108010783|XP_016931200.1|DSUZ	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC108012086|XP_016932852.2|DSUZ	LOC6554981|XP_001981824.1|DERE
OG0000041	LOC108007903|XP_036674596.1|DSUZ	LOC26526627|XP_015009397.2|DERE
OG0000041	LOC108007889|XP_036674680.1|DSUZ	LOC6554997|XP_001981822.1|DERE
OG0000041	LOC108007905|XP_016927163.2|DSUZ	LOC6554980|XP_001981823.2|DERE
OG0000041	LOC108007918|XP_016927178.2|DSUZ	LOC6554990|XP_001981815.1|DERE
OG0000042	LOC108011952|XP_016932694.2|DSUZ	LOC6549797|XP_001977320.1|DERE
OG0000042	LOC108017900|XP_016940559.1|DSUZ	LOC6547072|XP_001974652.1|DERE
OG0000042	LOC108017907|XP_016940566.1|DSUZ	LOC6547084|XP_001974656.1|DERE
OG0000042	LOC108017901|XP_016940560.1|DSUZ	LOC6547081|XP_026835970.1|DERE
OG0000042	LOC108017904|XP_036669901.1|DSUZ	LOC6547083|XP_026836041.1|DERE
