Orthogroup	DSUZ.longest_only	DPER.longest_only
OG0000005	LOC118879647|XP_036678435.1|DSUZ, LOC118879752|XP_036678579.1|DSUZ, LOC108016497|XP_016938653.1|DSUZ	LOC113566308|XP_026847198.1|DPER, LOC6599391|XP_002024443.1|DPER
OG0000006	LOC118879646|XP_036678433.1|DSUZ	LOC113567411|XP_026850946.1|DPER
OG0000006	LOC118879645|XP_036678432.1|DSUZ, LOC118877312|XP_036671383.1|DSUZ	LOC113567402|XP_026850930.1|DPER
OG0000006	LOC118879255|XP_036678031.1|DSUZ	LOC113567395|XP_026850912.1|DPER
OG0000007	LOC108004804|XP_016923359.1|DSUZ	LOC6595910|XP_002021056.1|DPER
OG0000007	LOC118877416|XP_036672028.1|DSUZ	LOC6601481|XP_002026421.1|DPER, LOC6601476|XP_002026420.1|DPER
OG0000007	LOC108013025|XP_016934104.1|DSUZ	LOC6601482|XP_002026422.2|DPER
OG0000007	LOC118879795|XP_036678702.1|DSUZ	LOC6596309|XP_002021479.1|DPER
OG0000007	LOC108019834|XP_016943342.1|DSUZ	LOC6592462|XP_002017797.1|DPER
OG0000007	LOC118876800|XP_036668611.1|DSUZ	LOC6596310|XP_002021480.2|DPER
OG0000007	LOC108012354|XP_016933195.2|DSUZ	LOC6601214|XP_002026310.2|DPER
OG0000007	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ	LOC6589529|XP_002015017.1|DPER
OG0000007	LOC108013030|XP_016934110.1|DSUZ	LOC6601458|XP_026847765.1|DPER
OG0000008	LOC108014183|XP_016935707.1|DSUZ	LOC6594328|XP_026850351.1|DPER
OG0000008	LOC108020044|XP_016943629.1|DSUZ	LOC6601897|XP_026849381.1|DPER
OG0000008	LOC118877368|XP_036671791.1|DSUZ	LOC6601898|XP_002026947.1|DPER
OG0000008	LOC108007042|XP_016926141.1|DSUZ	LOC6595506|XP_002020611.1|DPER
OG0000008	LOC108020009|XP_016943583.1|DSUZ	LOC113566715|XP_026849382.1|DPER
OG0000008	LOC108014243|XP_036675108.1|DSUZ, LOC108014242|XP_016935768.1|DSUZ	LOC6591821|XP_002016971.2|DPER, LOC6591446|XP_026851133.1|DPER
OG0000008	LOC108006378|XP_036675047.1|DSUZ	LOC6591826|XP_002016976.2|DPER
OG0000008	LOC108014235|XP_016935760.2|DSUZ	LOC6591822|XP_002016972.1|DPER
OG0000008	LOC108014237|XP_016935761.1|DSUZ	LOC6591825|XP_026846385.1|DPER
OG0000008	LOC118878011|XP_036674950.1|DSUZ	LOC6591827|XP_002016977.1|DPER
OG0000009	LOC108014185|XP_016935709.1|DSUZ	LOC6594636|XP_026850331.1|DPER
OG0000009	LOC108014181|XP_016935705.2|DSUZ	LOC6594634|XP_002019930.1|DPER
OG0000009	LOC108015574|XP_036672879.1|DSUZ, LOC108014176|XP_016935699.1|DSUZ	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER
OG0000009	LOC108011415|XP_036670407.1|DSUZ	LOC6591365|XP_002017250.2|DPER, LOC6604573|XP_026840043.1|DPER, LOC6591362|XP_002017247.1|DPER, LOC6591562|XP_002017111.1|DPER
OG0000009	LOC108008708|XP_016928093.1|DSUZ	LOC6601280|XP_026841960.1|DPER
OG0000009	LOC108019245|XP_036673765.1|DSUZ	LOC6591389|XP_002017359.1|DPER
OG0000009	LOC108008467|XP_016927811.1|DSUZ	LOC6590982|XP_002016547.1|DPER
OG0000009	LOC108008503|XP_016927857.1|DSUZ	LOC6590981|XP_002016546.2|DPER
OG0000010	LOC118877307|XP_036671358.1|DSUZ	LOC6603834|XP_002028795.1|DPER
OG0000010	LOC118879648|XP_036678436.1|DSUZ, LOC118879264|XP_036678040.1|DSUZ	LOC113567423|XP_026850962.1|DPER
OG0000010	LOC108014626|XP_016936278.1|DSUZ	LOC113567415|XP_026850950.1|DPER
OG0000010	LOC118877317|XP_036671430.1|DSUZ	LOC113567250|XP_026850220.1|DPER
OG0000011	LOC108005601|XP_016924394.1|DSUZ, LOC108015328|XP_036678699.1|DSUZ, LOC108018989|XP_016942085.1|DSUZ, LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ, LOC108010267|XP_016930620.1|DSUZ, LOC108009077|XP_016928601.2|DSUZ, LOC108007943|XP_016927205.1|DSUZ, LOC108011057|XP_016931608.2|DSUZ, LOC108017249|XP_016939743.2|DSUZ, LOC108005644|XP_016924447.2|DSUZ, LOC108006711|XP_036671367.1|DSUZ, LOC108020533|XP_016944364.2|DSUZ, LOC108018712|XP_036678677.1|DSUZ, LOC108009845|XP_016930030.1|DSUZ, LOC108007942|XP_016927238.1|DSUZ, LOC108007310|XP_016926446.1|DSUZ, LOC108020156|XP_036668757.1|DSUZ, LOC108014609|XP_016936264.1|DSUZ, LOC108014635|XP_016936289.1|DSUZ, LOC108005222|XP_016923902.1|DSUZ	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER, LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER, LOC6599995|XP_026849180.1|DPER, LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER, LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER, LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER, LOC6595395|XP_026844752.1|DPER, LOC6595396|XP_026844748.1|DPER, LOC6595365|XP_002020801.1|DPER, LOC6595397|XP_026844754.1|DPER, LOC6595392|XP_026844750.1|DPER, LOC6595366|XP_002020802.2|DPER, LOC6595391|XP_026844351.1|DPER
OG0000011	LOC108012408|XP_016933257.1|DSUZ	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER
OG0000011	LOC108015091|XP_036676218.1|DSUZ, LOC108012407|XP_016933256.1|DSUZ	LOC6599733|XP_002024838.2|DPER
OG0000011	LOC118877899|XP_036674305.1|DSUZ	LOC6591544|XP_002017188.1|DPER
OG0000012	LOC108010292|XP_016930652.1|DSUZ	LOC6589910|XP_026840670.1|DPER
OG0000012	LOC108009919|XP_016930137.1|DSUZ	LOC6589909|XP_002016518.1|DPER
OG0000012	LOC108009918|XP_016930133.2|DSUZ	LOC6589908|XP_026841658.1|DPER
OG0000012	LOC108010305|XP_016930677.1|DSUZ	LOC6589911|XP_026840671.1|DPER
OG0000012	LOC108008915|XP_016928309.1|DSUZ, LOC108008111|XP_016927389.1|DSUZ, LOC108008112|XP_016927391.1|DSUZ	LOC113565188|XP_026842345.1|DPER, LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER
OG0000012	LOC108008405|XP_016927739.1|DSUZ, LOC108008893|XP_036669248.1|DSUZ	LOC6589912|XP_002016521.1|DPER
OG0000012	LOC108008513|XP_016927870.1|DSUZ	LOC6590586|XP_002016525.1|DPER
OG0000012	LOC108008168|XP_036669662.1|DSUZ	LOC6590587|XP_002016526.1|DPER
OG0000012	LOC108009570|XP_016929524.1|DSUZ, LOC108009572|XP_016929528.1|DSUZ	LOC6590588|XP_002016527.1|DPER
OG0000012	LOC108009569|XP_016929521.1|DSUZ	LOC6590215|XP_002016528.1|DPER
OG0000012	LOC108009571|XP_016929527.1|DSUZ	LOC6590216|XP_002016529.1|DPER
OG0000013	LOC108009479|XP_016929350.1|DSUZ	LOC6600889|XP_026840828.1|DPER
OG0000013	LOC108005296|XP_016923987.1|DSUZ	LOC6598353|XP_002023428.2|DPER
OG0000013	LOC108004911|XP_016923486.2|DSUZ	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER
OG0000013	LOC108012921|XP_016933934.1|DSUZ	LOC6602278|XP_002027327.1|DPER
OG0000013	LOC108018484|XP_016941530.2|DSUZ	LOC113564954|XP_026840479.1|DPER
OG0000013	LOC108015759|XP_036673283.1|DSUZ	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER
OG0000013	LOC108007391|XP_016926534.2|DSUZ	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER
OG0000015	LOC108010103|XP_016930413.1|DSUZ	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER
OG0000016	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ	LOC6587871|XP_002013173.2|DPER
OG0000016	LOC108009286|XP_016929004.1|DSUZ	LOC6593077|XP_002017890.1|DPER
OG0000016	LOC108008079|XP_016927358.2|DSUZ	LOC6587678|XP_002013954.1|DPER
OG0000016	LOC108009982|XP_016930246.1|DSUZ	LOC6601585|XP_002026606.2|DPER
OG0000016	LOC108011133|XP_016931695.1|DSUZ	LOC6599243|XP_002024300.1|DPER
OG0000016	LOC108010965|XP_016931470.1|DSUZ	LOC6592910|XP_002018578.1|DPER
OG0000016	LOC108006430|XP_016925443.1|DSUZ	LOC6587745|XP_026840230.1|DPER
OG0000016	LOC108007764|XP_016927008.1|DSUZ	LOC6602189|XP_026848039.1|DPER
OG0000017	LOC108018993|XP_036676279.1|DSUZ	LOC6598163|XP_026846248.1|DPER
OG0000017	LOC108009448|XP_016929291.1|DSUZ	LOC6590466|XP_002016652.1|DPER
OG0000017	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER
OG0000017	LOC108015782|XP_016937825.2|DSUZ	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER
OG0000017	LOC108009905|XP_016930117.1|DSUZ	LOC6592612|XP_002018160.1|DPER
OG0000017	LOC108019403|XP_016942713.1|DSUZ	LOC6602127|XP_002027093.1|DPER
OG0000017	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ	LOC6592611|XP_002018159.1|DPER
OG0000017	LOC108010173|XP_036669903.1|DSUZ, LOC108019602|XP_016942950.1|DSUZ	LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER
OG0000018	LOC108012738|XP_016933660.1|DSUZ	LOC6601448|XP_002026450.1|DPER
OG0000018	LOC108012644|XP_016933559.1|DSUZ	LOC6601451|XP_002026453.1|DPER
OG0000018	LOC108012663|XP_016933579.1|DSUZ	LOC6601450|XP_002026452.1|DPER
OG0000018	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ, LOC108012675|XP_016933591.2|DSUZ, LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER
OG0000018	LOC108013582|XP_016934999.1|DSUZ	LOC6601454|XP_026847893.1|DPER, LOC6601453|XP_002026455.1|DPER
OG0000019	LOC108016142|XP_016938246.1|DSUZ	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER
OG0000019	LOC108016158|XP_036675606.1|DSUZ	LOC6588514|XP_002012998.2|DPER
OG0000019	LOC108016141|XP_016938245.1|DSUZ	LOC6587186|XP_002012999.1|DPER
OG0000019	LOC108016139|XP_016938240.1|DSUZ, LOC108016146|XP_016938250.2|DSUZ	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER
OG0000020	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ	LOC6594838|XP_002020242.2|DPER
OG0000020	LOC108009233|XP_016928887.1|DSUZ	LOC6590666|XP_002015941.1|DPER
OG0000020	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ, LOC108010328|XP_016930743.1|DSUZ, LOC108021143|XP_036673557.1|DSUZ	LOC6589657|XP_002014518.1|DPER
OG0000020	LOC108015714|XP_036672549.1|DSUZ	LOC6594627|XP_026850533.1|DPER
OG0000020	LOC108010610|XP_036674725.1|DSUZ	LOC6594128|XP_002019432.1|DPER
OG0000020	LOC108021708|XP_016946031.1|DSUZ	LOC6593366|XP_002018585.1|DPER
OG0000020	LOC108021147|XP_016945207.1|DSUZ	LOC6589656|XP_026844645.1|DPER
OG0000021	LOC108015921|XP_016937993.1|DSUZ	LOC6592713|XP_002018080.1|DPER
OG0000021	LOC108009589|XP_016929550.1|DSUZ	LOC6592588|XP_002018070.2|DPER
OG0000021	LOC108009874|XP_016930066.1|DSUZ	LOC6592233|XP_002018052.1|DPER
OG0000021	LOC108008720|XP_016928109.1|DSUZ	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER
OG0000021	LOC108012220|XP_036675724.1|DSUZ	LOC6599244|XP_026848260.1|DPER
OG0000021	LOC108006427|XP_036673222.1|DSUZ	LOC113565817|XP_026844838.1|DPER
OG0000021	LOC108018719|XP_036672548.1|DSUZ	LOC6598730|XP_026840231.1|DPER
OG0000021	LOC108005418|XP_036676931.1|DSUZ	LOC6597578|XP_026848930.1|DPER
OG0000022	LOC108008926|XP_016928324.1|DSUZ	LOC6593244|XP_026840814.1|DPER
OG0000022	LOC108012621|XP_016933529.1|DSUZ, LOC108012689|XP_016933606.1|DSUZ	LOC6601032|XP_002026120.1|DPER
OG0000022	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER
OG0000022	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ	LOC113566793|XP_026849743.1|DPER
OG0000022	LOC108013018|XP_016934098.1|DSUZ	LOC113566797|XP_026849748.1|DPER
OG0000023	LOC108013955|XP_036675219.1|DSUZ	LOC6594351|XP_026840807.1|DPER
OG0000023	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ	LOC6594350|XP_002019529.2|DPER
OG0000023	LOC108013952|XP_016935450.2|DSUZ	LOC6594355|XP_002019534.1|DPER
OG0000023	LOC108019337|XP_016942646.2|DSUZ	LOC6594114|XP_002019536.2|DPER
OG0000023	LOC108009166|XP_016928770.1|DSUZ	LOC6590773|XP_002016461.1|DPER
OG0000023	LOC108018731|XP_036675082.1|DSUZ	LOC6594113|XP_002019535.2|DPER
OG0000023	LOC108013962|XP_016935466.1|DSUZ	LOC6594346|XP_002019525.2|DPER
OG0000023	LOC108013947|XP_036675218.1|DSUZ	LOC6594348|XP_002019527.1|DPER
OG0000023	LOC108013965|XP_016935470.1|DSUZ	LOC6594344|XP_002019523.1|DPER
OG0000024	LOC108010252|XP_016930594.2|DSUZ	LOC6592579|XP_002017744.1|DPER
OG0000024	LOC108010071|XP_016930374.1|DSUZ	LOC6592578|XP_002017743.2|DPER
OG0000024	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ	LOC6593580|XP_002018871.1|DPER
OG0000024	LOC108019756|XP_016943207.1|DSUZ	LOC6591036|XP_002016629.1|DPER
OG0000025	LOC108016763|XP_016939005.1|DSUZ	LOC6599955|XP_002025032.1|DPER
OG0000025	LOC118878857|XP_036677777.1|DSUZ, LOC108016325|XP_016938451.2|DSUZ, LOC108016331|XP_036678431.1|DSUZ	LOC6604122|XP_002029055.1|DPER
OG0000026	LOC108004556|XP_016922979.1|DSUZ	LOC6598208|XP_002023333.1|DPER
OG0000026	LOC108010503|XP_036668665.1|DSUZ	LOC6589226|XP_002014215.1|DPER
OG0000026	LOC108005489|XP_016924284.1|DSUZ	LOC6600343|XP_026848406.1|DPER
OG0000026	LOC108014363|XP_016935943.1|DSUZ	LOC6587226|XP_002013258.1|DPER, LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER
OG0000026	LOC108013851|XP_016935328.2|DSUZ	LOC6598768|XP_002023910.1|DPER
OG0000027	LOC118879783|XP_036678676.1|DSUZ	LOC6589175|XP_002014624.1|DPER
OG0000027	LOC108021423|XP_016945624.1|DSUZ	LOC6589890|XP_026844932.1|DPER
OG0000027	LOC108015770|XP_036678674.1|DSUZ	LOC6589176|XP_002014625.1|DPER
OG0000028	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ	LOC6602374|XP_026848578.1|DPER
OG0000028	LOC118877366|XP_036671777.1|DSUZ	LOC6599696|XP_002024949.1|DPER
OG0000029	LOC108008251|XP_016927530.2|DSUZ, LOC108013363|XP_016938502.2|DSUZ	LOC6592269|XP_002017847.2|DPER
OG0000029	LOC108016468|XP_016938614.1|DSUZ, LOC108018480|XP_016941526.2|DSUZ	LOC6587627|XP_026841612.1|DPER
OG0000029	LOC108019543|XP_016942870.2|DSUZ	LOC6599019|XP_002024136.1|DPER
OG0000030	LOC108013240|XP_036677776.1|DSUZ	LOC6595505|XP_002020610.1|DPER
OG0000030	LOC108019494|XP_016942847.1|DSUZ	LOC6595503|XP_002020608.1|DPER
OG0000030	LOC108012924|XP_016933943.1|DSUZ	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER
OG0000030	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ	LOC6596396|XP_002021549.2|DPER
OG0000030	LOC108008208|XP_016927487.1|DSUZ, LOC108008957|XP_016928357.1|DSUZ	LOC6592616|XP_002018164.1|DPER
OG0000030	LOC108016627|XP_016938811.1|DSUZ	LOC6600142|XP_002025259.1|DPER
OG0000030	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ	LOC6597331|XP_002022519.1|DPER
OG0000031	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ, LOC108016065|XP_016938150.1|DSUZ	LOC6603379|XP_002028365.1|DPER
OG0000031	LOC108020065|XP_036671004.1|DSUZ, LOC108008340|XP_016927698.1|DSUZ	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER, LOC6596432|XP_002021830.2|DPER
OG0000031	LOC108017974|XP_016940780.1|DSUZ, LOC108017973|XP_016940764.1|DSUZ	LOC6589468|XP_002014413.1|DPER
OG0000032	LOC108018357|XP_036672791.1|DSUZ	LOC6598612|XP_002023857.1|DPER
OG0000032	LOC108018355|XP_036672792.1|DSUZ, LOC108018356|XP_036672750.1|DSUZ	LOC6598613|XP_002023858.2|DPER
OG0000032	LOC108018408|XP_016941455.1|DSUZ	LOC6598616|XP_002023861.1|DPER
OG0000032	LOC108007771|XP_016927017.1|DSUZ, LOC118877584|XP_036672749.1|DSUZ	LOC6598615|XP_002023860.1|DPER
OG0000033	LOC108007608|XP_016926802.1|DSUZ, LOC118877727|XP_036673586.1|DSUZ, LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ	LOC6594755|XP_002020092.1|DPER
OG0000033	LOC108017678|XP_016940276.1|DSUZ	LOC6590958|XP_002015543.1|DPER
OG0000033	LOC108017970|XP_016940756.2|DSUZ	LOC6590962|XP_002015544.1|DPER
OG0000033	LOC108010515|XP_016930878.2|DSUZ, LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ, LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ, LOC108008234|XP_016927514.1|DSUZ	LOC6598819|XP_002023931.1|DPER
OG0000034	LOC108021477|XP_016945708.1|DSUZ	LOC6589244|XP_002014736.2|DPER
OG0000034	LOC108021476|XP_016945707.1|DSUZ	LOC6589243|XP_002014735.1|DPER
OG0000034	LOC108021724|XP_016946052.1|DSUZ	LOC6589242|XP_002014734.1|DPER
OG0000034	LOC108009317|XP_016929074.1|DSUZ, LOC108007509|XP_016926684.2|DSUZ, LOC108005694|XP_016924510.2|DSUZ, LOC108005688|XP_016924502.2|DSUZ	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER
OG0000034	LOC108011927|XP_016932664.1|DSUZ	LOC6593808|XP_026844827.1|DPER
OG0000035	LOC118877768|XP_036673685.1|DSUZ, LOC118877323|XP_036671482.1|DSUZ	LOC113566113|XP_026846027.1|DPER
OG0000036	LOC108019328|XP_036675087.1|DSUZ	LOC6594433|XP_002019545.1|DPER
OG0000036	LOC108006404|XP_016925415.2|DSUZ	LOC6587691|XP_002013731.1|DPER
OG0000036	LOC108011658|XP_016932343.2|DSUZ	LOC6594383|XP_002019297.1|DPER
OG0000036	LOC108007854|XP_036674140.1|DSUZ	LOC6594996|XP_002020162.1|DPER
OG0000037	LOC108018132|XP_016941074.1|DSUZ	LOC6590968|XP_002015904.2|DPER
OG0000037	LOC108017560|XP_036672906.1|DSUZ, LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER
OG0000038	LOC108020759|XP_016944626.2|DSUZ	LOC6602410|XP_002027415.1|DPER
OG0000038	LOC108010653|XP_036670653.1|DSUZ	LOC6602412|XP_026848529.1|DPER
OG0000039	LOC108016023|XP_016938107.2|DSUZ	LOC6591968|XP_026846968.1|DPER
OG0000039	LOC108006280|XP_016925226.1|DSUZ	LOC6598396|XP_002023519.1|DPER
OG0000039	LOC108006287|XP_016925235.1|DSUZ	LOC6598397|XP_002023520.1|DPER
OG0000039	LOC108019017|XP_016942120.1|DSUZ	LOC6599449|XP_026847206.1|DPER
OG0000040	LOC108016198|XP_036675321.1|DSUZ	LOC113566301|XP_026847173.1|DPER
OG0000040	LOC108006036|XP_036674433.1|DSUZ	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER
OG0000040	LOC108006007|XP_036674432.1|DSUZ	LOC6594422|XP_002019754.1|DPER
OG0000040	LOC108011397|XP_016932008.2|DSUZ, LOC108011398|XP_036675473.1|DSUZ	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER
OG0000040	LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ	LOC6594617|XP_002019840.1|DPER
OG0000040	LOC108007382|XP_016926528.2|DSUZ	LOC6594616|XP_002019839.1|DPER
OG0000040	LOC108010783|XP_016931200.1|DSUZ	LOC6587705|XP_002012978.2|DPER
