Orthogroup	DSUZ.longest_only	DSUP.longest_only
OG0000000	LOC108005325|XP_016924081.1|DSUZ	LOC119547549|XP_037710377.1|DSUP
OG0000000	LOC108008213|XP_016927491.1|DSUZ	LOC119549844|XP_037714064.1|DSUP
OG0000000	LOC108020157|XP_036673587.1|DSUZ	LOC119563146|XP_037732330.1|DSUP
OG0000000	LOC118878061|XP_036675143.1|DSUZ	LOC119560562|XP_037730007.1|DSUP
OG0000000	LOC108007479|XP_036670397.1|DSUZ	LOC119552808|XP_037718574.1|DSUP
OG0000000	LOC118877197|XP_036670391.1|DSUZ	LOC119555364|XP_037722629.1|DSUP
OG0000000	LOC108007478|XP_016926649.1|DSUZ	LOC119555366|XP_037722632.1|DSUP
OG0000000	LOC108007497|XP_016926669.2|DSUZ	LOC119555360|XP_037722626.1|DSUP
OG0000000	LOC108007477|XP_016926648.2|DSUZ	LOC119555363|XP_037722628.1|DSUP
OG0000000	LOC108007738|XP_016926982.2|DSUZ	LOC119555440|XP_037722739.1|DSUP
OG0000000	LOC108021799|XP_036676928.1|DSUZ	LOC119555832|XP_037723387.1|DSUP
OG0000001	LOC118879307|XP_036678060.1|DSUZ	LOC119561797|XP_037731208.1|DSUP, LOC119559462|XP_037728496.1|DSUP
OG0000001	LOC118878659|XP_036677594.1|DSUZ	LOC119559031|XP_037728088.1|DSUP, LOC119562332|XP_037731421.1|DSUP
OG0000001	LOC118878942|XP_036677819.1|DSUZ, LOC118879471|XP_036678240.1|DSUZ, LOC118878546|XP_036677455.1|DSUZ, LOC118878858|XP_036677778.1|DSUZ, LOC118877840|XP_036673943.1|DSUZ	LOC119561847|XP_037731255.1|DSUP, LOC119562465|XP_037731580.1|DSUP
OG0000001	LOC118878795|XP_036677709.1|DSUZ, LOC118879348|XP_036678093.1|DSUZ	LOC119562263|XP_037731367.1|DSUP, LOC119562262|XP_037731366.1|DSUP, LOC119559638|XP_037728615.1|DSUP, LOC119559616|XP_037728581.1|DSUP, LOC119559159|XP_037728155.1|DSUP, LOC119561856|XP_037731264.1|DSUP, LOC119562326|XP_037731412.1|DSUP, LOC119562410|XP_037731533.1|DSUP, LOC119559150|XP_037728149.1|DSUP, LOC119562357|XP_037731447.1|DSUP
OG0000002	LOC108008721|XP_016928110.1|DSUZ	LOC119550810|XP_037715678.1|DSUP
OG0000002	LOC108009088|XP_016928634.1|DSUZ	LOC119551092|XP_037716195.1|DSUP
OG0000002	LOC108009087|XP_016928633.1|DSUZ	LOC119551091|XP_037716194.1|DSUP
OG0000002	LOC108009933|XP_016930164.1|DSUZ	LOC119550446|XP_037715049.1|DSUP
OG0000002	LOC108005613|XP_016924412.2|DSUZ	LOC119555504|XP_037722850.1|DSUP
OG0000002	LOC108007472|XP_016926646.1|DSUZ	LOC119546721|XP_037709135.1|DSUP
OG0000002	LOC108006207|XP_036671750.1|DSUZ	LOC119554631|XP_037721554.1|DSUP
OG0000002	LOC108005528|XP_016924310.2|DSUZ	LOC119553688|XP_037720169.1|DSUP
OG0000002	LOC108006739|XP_016925771.1|DSUZ	LOC119560617|XP_037730083.1|DSUP
OG0000002	LOC108005537|XP_016924320.2|DSUZ	LOC119555077|XP_037722217.1|DSUP
OG0000002	LOC108009013|XP_016928477.1|DSUZ	LOC119546867|XP_037709399.1|DSUP
OG0000002	LOC108009683|XP_016929720.1|DSUZ, LOC108009469|XP_016929341.1|DSUZ	LOC119547584|XP_037710417.1|DSUP
OG0000002	LOC118876801|XP_036668620.1|DSUZ	LOC119548714|XP_037712115.1|DSUP
OG0000002	LOC108021294|XP_016945474.2|DSUZ	LOC119548338|XP_037711471.1|DSUP, LOC119547562|XP_037710391.1|DSUP
OG0000003	LOC108008945|XP_016928345.1|DSUZ	LOC119549193|XP_037712950.1|DSUP
OG0000003	LOC108008944|XP_016928343.1|DSUZ	LOC119549691|XP_037713842.1|DSUP
OG0000003	LOC118877697|XP_036673424.1|DSUZ	LOC119553060|XP_037719113.1|DSUP
OG0000003	LOC108008943|XP_016928342.1|DSUZ	LOC119549692|XP_037713843.1|DSUP
OG0000003	LOC108018006|XP_016940848.1|DSUZ	LOC119548975|XP_037712493.1|DSUP
OG0000003	LOC108008949|XP_016928349.1|DSUZ	LOC119549751|XP_037713922.1|DSUP, LOC119549192|XP_037712949.1|DSUP
OG0000003	LOC108008948|XP_016928348.1|DSUZ	LOC119549585|XP_037713671.1|DSUP
OG0000003	LOC108008946|XP_016928346.1|DSUZ, LOC108008150|XP_016927428.2|DSUZ	LOC119550953|XP_037715907.1|DSUP
OG0000003	LOC108008950|XP_016928350.1|DSUZ	LOC119549586|XP_037713672.1|DSUP
OG0000003	LOC108019593|XP_016942923.1|DSUZ	LOC119551761|XP_037717216.1|DSUP
OG0000003	LOC108019592|XP_016942921.1|DSUZ	LOC119551759|XP_037717214.1|DSUP
OG0000003	LOC108019594|XP_016942924.1|DSUZ	LOC119551760|XP_037717215.1|DSUP
OG0000003	LOC108007096|XP_016926191.1|DSUZ	LOC119546510|XP_037708761.1|DSUP
OG0000004	LOC118879510|XP_036678268.1|DSUZ, LOC108016323|XP_016938449.2|DSUZ, LOC118877303|XP_036671346.1|DSUZ, LOC118879250|XP_036678028.1|DSUZ, LOC118879509|XP_036678267.1|DSUZ, LOC118879267|XP_036678044.1|DSUZ, LOC118879249|XP_036678027.1|DSUZ, LOC118879639|XP_036678427.1|DSUZ, LOC118877305|XP_036671351.1|DSUZ, LOC118879640|XP_036678428.1|DSUZ	LOC119561504|XP_037731082.1|DSUP, LOC119546078|XP_037708083.1|DSUP
OG0000005	LOC118879641|XP_036678429.1|DSUZ	LOC119561464|XP_037731045.1|DSUP
OG0000005	LOC118877314|XP_036671399.1|DSUZ, LOC118879261|XP_036678037.1|DSUZ, LOC118879270|XP_036678047.1|DSUZ	LOC119559201|XP_037728196.1|DSUP
OG0000005	LOC118879259|XP_036678035.1|DSUZ	LOC119547944|XP_037710920.1|DSUP
OG0000005	LOC118879512|XP_036678269.1|DSUZ	LOC119561470|XP_037731051.1|DSUP
OG0000005	LOC108016330|XP_016938455.2|DSUZ	LOC119559217|XP_037728216.1|DSUP, LOC119559243|XP_037728242.1|DSUP, LOC119559230|XP_037728229.1|DSUP, LOC119559236|XP_037728234.1|DSUP, LOC119559223|XP_037728222.1|DSUP, LOC119559229|XP_037728228.1|DSUP, LOC119559222|XP_037728221.1|DSUP
OG0000006	LOC118879646|XP_036678433.1|DSUZ	LOC119559257|XP_037728256.1|DSUP
OG0000006	LOC108016327|XP_016938453.2|DSUZ	LOC119546622|XP_037708987.1|DSUP
OG0000006	LOC118879645|XP_036678432.1|DSUZ, LOC118877312|XP_036671383.1|DSUZ	LOC119547943|XP_037710919.1|DSUP
OG0000007	LOC108004804|XP_016923359.1|DSUZ	LOC119555653|XP_037723160.1|DSUP
OG0000007	LOC118877416|XP_036672028.1|DSUZ	LOC119554492|XP_037721353.1|DSUP
OG0000007	LOC108013025|XP_016934104.1|DSUZ	LOC119554489|XP_037721348.1|DSUP
OG0000007	LOC108013029|XP_016934109.1|DSUZ	LOC119554495|XP_037721355.1|DSUP
OG0000007	LOC108012496|XP_016933394.1|DSUZ	LOC119554491|XP_037721352.1|DSUP, LOC119552519|XP_037718065.1|DSUP
OG0000007	LOC108012427|XP_016933279.1|DSUZ	LOC119554490|XP_037721351.1|DSUP
OG0000007	LOC108013028|XP_016934108.1|DSUZ	LOC119554494|XP_037721354.1|DSUP
OG0000007	LOC118879795|XP_036678702.1|DSUZ	LOC119546692|XP_037709098.1|DSUP
OG0000007	LOC108019834|XP_016943342.1|DSUZ	LOC119550735|XP_037715578.1|DSUP
OG0000007	LOC108015466|XP_016937387.2|DSUZ	LOC119546637|XP_037709013.1|DSUP
OG0000007	LOC118876800|XP_036668611.1|DSUZ	LOC119546891|XP_037709439.1|DSUP
OG0000007	LOC108012353|XP_016933194.1|DSUZ	LOC119553820|XP_037720375.1|DSUP
OG0000007	LOC108012354|XP_016933195.2|DSUZ	LOC119553445|XP_037719763.1|DSUP
OG0000007	LOC108009076|XP_016928638.2|DSUZ	LOC119546800|XP_037709305.1|DSUP, LOC119547162|XP_037709816.1|DSUP
OG0000007	LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ	LOC119546829|XP_037709347.1|DSUP
OG0000007	LOC108013030|XP_016934110.1|DSUZ	LOC119554496|XP_037721356.1|DSUP
OG0000008	LOC108014183|XP_016935707.1|DSUZ	LOC119559922|XP_037729053.1|DSUP
OG0000008	LOC108020044|XP_016943629.1|DSUZ	LOC119554295|XP_037721083.1|DSUP
OG0000008	LOC118877368|XP_036671791.1|DSUZ	LOC119554293|XP_037721080.1|DSUP
OG0000008	LOC108007042|XP_016926141.1|DSUZ	LOC119546547|XP_037708827.1|DSUP
OG0000008	LOC108020009|XP_016943583.1|DSUZ	LOC119554296|XP_037721084.1|DSUP
OG0000008	LOC108011129|XP_016931690.1|DSUZ	LOC119556861|XP_037725260.1|DSUP
OG0000008	LOC108014242|XP_016935768.1|DSUZ	LOC119560143|XP_037729425.1|DSUP
OG0000008	LOC108014245|XP_016935771.2|DSUZ	LOC119560393|XP_037729749.1|DSUP
OG0000008	LOC108006378|XP_036675047.1|DSUZ	LOC119560395|XP_037729751.1|DSUP
OG0000008	LOC108014237|XP_016935761.1|DSUZ	LOC119560394|XP_037729750.1|DSUP
OG0000008	LOC118878011|XP_036674950.1|DSUZ	LOC119560107|XP_037729380.1|DSUP
OG0000009	LOC108014185|XP_016935709.1|DSUZ	LOC119560146|XP_037729428.1|DSUP
OG0000009	LOC108014181|XP_016935705.2|DSUZ	LOC119560480|XP_037729870.1|DSUP
OG0000009	LOC108011538|XP_036673111.1|DSUZ	LOC119545681|XP_037707348.1|DSUP
OG0000009	LOC108015574|XP_036672879.1|DSUZ	LOC119560408|XP_037729769.1|DSUP
OG0000009	LOC108014176|XP_016935699.1|DSUZ	LOC119560481|XP_037729871.1|DSUP
OG0000009	LOC108008708|XP_016928093.1|DSUZ	LOC119550480|XP_037715097.1|DSUP
OG0000009	LOC108019245|XP_036673765.1|DSUZ	LOC119560195|XP_037729489.1|DSUP
OG0000009	LOC108008467|XP_016927811.1|DSUZ	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP
OG0000009	LOC108008503|XP_016927857.1|DSUZ	LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP
OG0000010	LOC118879264|XP_036678040.1|DSUZ	LOC119547946|XP_037710924.1|DSUP, LOC119559220|XP_037728219.1|DSUP
OG0000010	LOC108014626|XP_016936278.1|DSUZ	LOC119559228|XP_037728227.1|DSUP
OG0000010	LOC118877315|XP_036671409.1|DSUZ, LOC118877317|XP_036671430.1|DSUZ	LOC119548250|XP_037711321.1|DSUP
OG0000010	LOC118879513|XP_036678270.1|DSUZ, LOC108006791|XP_016925829.1|DSUZ	LOC119547947|XP_037710925.1|DSUP
OG0000011	LOC108005601|XP_016924394.1|DSUZ	LOC119548026|XP_037711028.1|DSUP
OG0000011	LOC108015328|XP_036678699.1|DSUZ	LOC119547062|XP_037709672.1|DSUP
OG0000011	LOC108018989|XP_016942085.1|DSUZ	LOC119558003|XP_037727039.1|DSUP
OG0000011	LOC108021665|XP_016945968.1|DSUZ	LOC119548095|XP_037711111.1|DSUP
OG0000011	LOC108006696|XP_016925727.1|DSUZ	LOC119548094|XP_037711110.1|DSUP
OG0000011	LOC108021664|XP_016945967.1|DSUZ	LOC119548461|XP_037711657.1|DSUP
OG0000011	LOC108009075|XP_016928585.1|DSUZ	LOC119548363|XP_037711507.1|DSUP
OG0000011	LOC108010267|XP_016930620.1|DSUZ	LOC119548364|XP_037711508.1|DSUP
OG0000011	LOC108009077|XP_016928601.2|DSUZ	LOC119546643|XP_037709017.1|DSUP
OG0000011	LOC108007943|XP_016927205.1|DSUZ	LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP
OG0000011	LOC108011057|XP_016931608.2|DSUZ	LOC119555066|XP_037722201.1|DSUP
OG0000011	LOC108017249|XP_016939743.2|DSUZ	LOC119557843|XP_037726753.1|DSUP
OG0000011	LOC108005644|XP_016924447.2|DSUZ	LOC119554642|XP_037721569.1|DSUP
OG0000011	LOC108006711|XP_036671367.1|DSUZ	LOC119554912|XP_037721943.1|DSUP
OG0000011	LOC108020533|XP_016944364.2|DSUZ	LOC119555608|XP_037723034.1|DSUP
OG0000011	LOC108018712|XP_036678677.1|DSUZ	LOC119546892|XP_037709441.1|DSUP
OG0000011	LOC108009845|XP_016930030.1|DSUZ	LOC119547187|XP_037709849.1|DSUP
OG0000011	LOC108007942|XP_016927238.1|DSUZ	LOC119548093|XP_037711109.1|DSUP
OG0000011	LOC108007310|XP_016926446.1|DSUZ	LOC119547435|XP_037710223.1|DSUP
OG0000011	LOC108020156|XP_036668757.1|DSUZ	LOC119546050|XP_037708041.1|DSUP
OG0000011	LOC108014609|XP_016936264.1|DSUZ	LOC119548232|XP_037711301.1|DSUP
OG0000011	LOC108014635|XP_016936289.1|DSUZ	LOC119547347|XP_037710088.1|DSUP
OG0000011	LOC108005222|XP_016923902.1|DSUZ	LOC119556682|XP_037724981.1|DSUP
OG0000011	LOC108012408|XP_016933257.1|DSUZ	LOC119554627|XP_037721551.1|DSUP
OG0000011	LOC108015091|XP_036676218.1|DSUZ	LOC119555960|XP_037723606.1|DSUP
OG0000011	LOC108012407|XP_016933256.1|DSUZ	LOC119554626|XP_037721550.1|DSUP
OG0000011	LOC118877899|XP_036674305.1|DSUZ	LOC119554762|XP_037721730.1|DSUP
OG0000011	LOC108019539|XP_036675111.1|DSUZ	LOC119560188|XP_037729480.1|DSUP
OG0000012	LOC108010292|XP_016930652.1|DSUZ	LOC119550822|XP_037715693.1|DSUP
OG0000012	LOC108009919|XP_016930137.1|DSUZ	LOC119550821|XP_037715691.1|DSUP
OG0000012	LOC108009918|XP_016930133.2|DSUZ	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP
OG0000012	LOC108010305|XP_016930677.1|DSUZ	LOC119551494|XP_037716788.1|DSUP
OG0000012	LOC108008915|XP_016928309.1|DSUZ	LOC119550209|XP_037714688.1|DSUP
OG0000012	LOC108008111|XP_016927389.1|DSUZ	LOC119551068|XP_037716119.1|DSUP
OG0000012	LOC108008112|XP_016927391.1|DSUZ	LOC119551074|XP_037716130.1|DSUP
OG0000012	LOC108008405|XP_016927739.1|DSUZ	LOC119551639|XP_037716997.1|DSUP
OG0000012	LOC108008893|XP_036669248.1|DSUZ	LOC119550378|XP_037714954.1|DSUP
OG0000012	LOC108008513|XP_016927870.1|DSUZ	LOC119549965|XP_037714285.1|DSUP
OG0000012	LOC108008168|XP_036669662.1|DSUZ	LOC119551851|XP_037717353.1|DSUP
OG0000012	LOC108009570|XP_016929524.1|DSUZ	LOC119551850|XP_037717352.1|DSUP
OG0000012	LOC108009572|XP_016929528.1|DSUZ	LOC119550449|XP_037715053.1|DSUP
OG0000012	LOC108009569|XP_016929521.1|DSUZ	LOC119551476|XP_037716767.1|DSUP
OG0000012	LOC108009571|XP_016929527.1|DSUZ	LOC119551477|XP_037716768.1|DSUP
OG0000013	LOC108009479|XP_016929350.1|DSUZ	LOC119549437|XP_037713458.1|DSUP
OG0000013	LOC108005296|XP_016923987.1|DSUZ	LOC119558255|XP_037727511.1|DSUP
OG0000013	LOC108004911|XP_016923486.2|DSUZ	LOC119563541|XP_037732953.1|DSUP
OG0000013	LOC108012921|XP_016933934.1|DSUZ	LOC119555401|XP_037722683.1|DSUP
OG0000013	LOC108018484|XP_016941530.2|DSUZ	LOC119556345|XP_037724379.1|DSUP
OG0000013	LOC108015759|XP_036673283.1|DSUZ	LOC119545787|XP_037707587.1|DSUP
OG0000013	LOC108007391|XP_016926534.2|DSUZ	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP
OG0000014	LOC118879539|XP_036678287.1|DSUZ	LOC119559720|XP_037728710.1|DSUP
OG0000015	LOC108016959|XP_016939387.2|DSUZ	LOC119548635|XP_037711952.1|DSUP
OG0000015	LOC108008179|XP_016927458.2|DSUZ	LOC119550562|XP_037715279.1|DSUP
OG0000015	LOC108008180|XP_016927459.1|DSUZ	LOC119549732|XP_037713902.1|DSUP
OG0000015	LOC108012737|XP_016933663.2|DSUZ	LOC119547179|XP_037709842.1|DSUP
OG0000015	LOC108014327|XP_016935890.1|DSUZ	LOC119560252|XP_037729545.1|DSUP
OG0000015	LOC108021058|XP_016945093.1|DSUZ	LOC119546894|XP_037709445.1|DSUP
OG0000015	LOC108013425|XP_016934779.1|DSUZ	LOC119549408|XP_037713398.1|DSUP
OG0000015	LOC108012003|XP_016932767.1|DSUZ	LOC119548351|XP_037711494.1|DSUP
OG0000015	LOC108009920|XP_016930179.1|DSUZ	LOC119546289|XP_037708398.1|DSUP
OG0000015	LOC108010271|XP_016930662.1|DSUZ	LOC119546292|XP_037708401.1|DSUP, LOC119546291|XP_037708400.1|DSUP
OG0000015	LOC108005685|XP_016924535.1|DSUZ, LOC108013894|XP_016935421.1|DSUZ, LOC108012239|XP_036672398.1|DSUZ	LOC119553552|XP_037719920.1|DSUP
OG0000015	LOC108009237|XP_016928898.1|DSUZ	LOC119547561|XP_037710390.1|DSUP
OG0000015	LOC108006716|XP_016925749.1|DSUZ	LOC119547551|XP_037710378.1|DSUP
OG0000015	LOC108009902|XP_016930118.1|DSUZ	LOC119547716|XP_037710617.1|DSUP
OG0000015	LOC108010739|XP_036668651.1|DSUZ	LOC119546298|XP_037708414.1|DSUP
OG0000015	LOC108012550|XP_016933490.1|DSUZ	LOC119546326|XP_037708454.1|DSUP
OG0000015	LOC108010859|XP_016931327.1|DSUZ	LOC119547138|XP_037709780.1|DSUP
OG0000015	LOC108012640|XP_016933551.1|DSUZ	LOC119553466|XP_037719796.1|DSUP
OG0000015	LOC108009429|XP_016929253.1|DSUZ	LOC119547086|XP_037709714.1|DSUP
OG0000015	LOC108018082|XP_016941013.1|DSUZ	LOC119546156|XP_037708194.1|DSUP
OG0000015	LOC118879010|XP_036677865.1|DSUZ	LOC119547559|XP_037710387.1|DSUP
OG0000015	LOC108012805|XP_016933736.1|DSUZ	LOC119547570|XP_037710398.1|DSUP, LOC119548352|XP_037711496.1|DSUP
OG0000015	LOC108010103|XP_016930413.1|DSUZ	LOC119550622|XP_037715380.1|DSUP
OG0000016	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ	LOC119560964|XP_037730645.1|DSUP
OG0000016	LOC108009286|XP_016929004.1|DSUZ	LOC119551792|XP_037717267.1|DSUP
OG0000016	LOC108008079|XP_016927358.2|DSUZ	LOC119560636|XP_037730116.1|DSUP
OG0000016	LOC108009982|XP_016930246.1|DSUZ	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP
OG0000016	LOC108011133|XP_016931695.1|DSUZ	LOC119557630|XP_037726388.1|DSUP
OG0000016	LOC108010965|XP_016931470.1|DSUZ	LOC119559471|XP_037728511.1|DSUP
OG0000016	LOC108006430|XP_016925443.1|DSUZ	LOC119561925|XP_037731293.1|DSUP
OG0000016	LOC108007764|XP_016927008.1|DSUZ	LOC119555565|XP_037722943.1|DSUP
OG0000017	LOC108018993|XP_036676279.1|DSUZ	LOC119555819|XP_037723364.1|DSUP
OG0000017	LOC108009448|XP_016929291.1|DSUZ	LOC119549290|XP_037713167.1|DSUP
OG0000017	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ	LOC119562617|XP_037731769.1|DSUP
OG0000017	LOC108016444|XP_016938585.2|DSUZ	LOC119562618|XP_037731771.1|DSUP
OG0000017	LOC108006071|XP_036673105.1|DSUZ	LOC119560371|XP_037729705.1|DSUP
OG0000017	LOC108015782|XP_016937825.2|DSUZ	LOC119552736|XP_037718429.1|DSUP
OG0000017	LOC108009905|XP_016930117.1|DSUZ	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP
OG0000017	LOC108019403|XP_016942713.1|DSUZ	LOC119562595|XP_037731744.1|DSUP
OG0000017	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP
OG0000017	LOC108010173|XP_036669903.1|DSUZ	LOC119546290|XP_037708399.1|DSUP
OG0000018	LOC108012738|XP_016933660.1|DSUZ	LOC119554781|XP_037721753.1|DSUP
OG0000018	LOC108012688|XP_016933605.1|DSUZ	LOC119553692|XP_037720175.1|DSUP
OG0000018	LOC108012644|XP_016933559.1|DSUZ	LOC119554782|XP_037721754.1|DSUP
OG0000018	LOC108012663|XP_016933579.1|DSUZ	LOC119554784|XP_037721757.1|DSUP
OG0000018	LOC108013584|XP_036671249.1|DSUZ, LOC108013583|XP_016935000.1|DSUZ	LOC119553876|XP_037720463.1|DSUP, LOC119553875|XP_037720461.1|DSUP, LOC119553877|XP_037720464.1|DSUP, LOC119553878|XP_037720465.1|DSUP
OG0000018	LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ	LOC119552517|XP_037718063.1|DSUP
OG0000019	LOC108016142|XP_016938246.1|DSUZ	LOC119545699|XP_037707379.1|DSUP
OG0000019	LOC108016122|XP_036675619.1|DSUZ	LOC119545701|XP_037707381.1|DSUP
OG0000019	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ	LOC119545702|XP_037707383.1|DSUP
OG0000019	LOC108016158|XP_036675606.1|DSUZ	LOC119553849|XP_037720426.1|DSUP
OG0000019	LOC108016141|XP_016938245.1|DSUZ	LOC119545700|XP_037707380.1|DSUP
OG0000019	LOC108016139|XP_016938240.1|DSUZ	LOC119545696|XP_037707377.1|DSUP
OG0000019	LOC108016146|XP_016938250.2|DSUZ	LOC119545697|XP_037707378.1|DSUP
OG0000020	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ	LOC119551011|XP_037715994.1|DSUP
OG0000020	LOC108009233|XP_016928887.1|DSUZ	LOC119549986|XP_037714317.1|DSUP
OG0000020	LOC108013616|XP_036668598.1|DSUZ	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP
OG0000020	LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ	LOC119560332|XP_037729650.1|DSUP
OG0000020	LOC108010328|XP_016930743.1|DSUZ	LOC119550100|XP_037714508.1|DSUP
OG0000020	LOC108021143|XP_036673557.1|DSUZ	LOC119546737|XP_037709159.1|DSUP
OG0000020	LOC108015714|XP_036672549.1|DSUZ	LOC119561092|XP_037730913.1|DSUP
OG0000020	LOC108010610|XP_036674725.1|DSUZ	LOC119556769|XP_037725126.1|DSUP
OG0000020	LOC108021708|XP_016946031.1|DSUZ	LOC119547825|XP_037710775.1|DSUP
OG0000020	LOC108021147|XP_016945207.1|DSUZ	LOC119546570|XP_037708891.1|DSUP
OG0000021	LOC108015921|XP_016937993.1|DSUZ	LOC119548675|XP_037712046.1|DSUP
OG0000021	LOC108009589|XP_016929550.1|DSUZ	LOC119549002|XP_037712540.1|DSUP
OG0000021	LOC108009874|XP_016930066.1|DSUZ	LOC119550684|XP_037715475.1|DSUP
OG0000021	LOC108008720|XP_016928109.1|DSUZ	LOC119550497|XP_037715116.1|DSUP
OG0000021	LOC108012220|XP_036675724.1|DSUZ	LOC119556017|XP_037723717.1|DSUP
OG0000021	LOC108006427|XP_036673222.1|DSUZ	LOC119552371|XP_037718001.1|DSUP
OG0000021	LOC108018719|XP_036672548.1|DSUZ	LOC119560336|XP_037729656.1|DSUP
OG0000021	LOC108005418|XP_036676931.1|DSUZ	LOC119555956|XP_037723602.1|DSUP
OG0000022	LOC108008926|XP_016928324.1|DSUZ	LOC119550370|XP_037714944.1|DSUP
OG0000022	LOC108012621|XP_016933529.1|DSUZ	LOC119553490|XP_037719826.1|DSUP
OG0000022	LOC108012689|XP_016933606.1|DSUZ	LOC119555408|XP_037722693.1|DSUP
OG0000022	LOC108013019|XP_016934099.1|DSUZ	LOC119555585|XP_037722986.1|DSUP
OG0000022	LOC118877165|XP_036670261.1|DSUZ	LOC119555586|XP_037722987.1|DSUP
OG0000022	LOC108013021|XP_016934101.1|DSUZ	LOC119555581|XP_037722982.1|DSUP
OG0000022	LOC108013023|XP_016934102.2|DSUZ	LOC119555583|XP_037722985.1|DSUP
