Orthogroup	ASTE.longest_only	AALB.longest_only
OG0000014	LOC118513701|XP_035915722.1|ASTE	LOC118468421|XP_035795077.1|AALB
OG0000014	LOC118515274|XP_035917861.1|ASTE, LOC118515180|XP_035917776.1|ASTE, LOC118507634|XP_035902251.1|ASTE, LOC118507967|XP_035903190.1|ASTE, LOC118507435|XP_035901806.1|ASTE, LOC118509114|XP_035905178.1|ASTE, LOC118516606|XP_035918467.1|ASTE, LOC118515167|XP_035917765.1|ASTE, LOC118515195|XP_035917787.1|ASTE, LOC118516437|XP_035918212.1|ASTE	LOC118457066|XP_035774267.1|AALB
OG0000016	LOC118502962|XP_035891619.1|ASTE	LOC118468980|XP_035796264.1|AALB
OG0000016	LOC118509720|XP_035906702.1|ASTE	LOC118463956|XP_035786832.1|AALB
OG0000016	LOC118503654|XP_035893068.1|ASTE	LOC118460590|XP_035780903.1|AALB
OG0000016	LOC118505170|XP_035896494.1|ASTE	LOC118460360|XP_035780540.1|AALB
OG0000016	LOC118502963|XP_035891620.1|ASTE	LOC118468981|XP_035796265.1|AALB
OG0000016	LOC118505225|XP_035896646.1|ASTE	LOC118458000|XP_035775969.1|AALB
OG0000016	LOC118503559|XP_035892861.1|ASTE	LOC118464033|XP_035786987.1|AALB
OG0000016	LOC118503557|XP_035892858.1|ASTE	LOC118464459|XP_035787743.1|AALB
OG0000016	LOC118503558|XP_035892859.1|ASTE	LOC118464140|XP_035787136.1|AALB
OG0000016	LOC118503560|XP_035892862.1|ASTE	LOC118463980|XP_035786885.1|AALB
OG0000018	LOC118513024|XP_035914194.1|ASTE	LOC118463128|XP_035785378.1|AALB
OG0000018	LOC118513028|XP_035914198.1|ASTE	LOC118463106|XP_035785316.1|AALB
OG0000018	LOC118513025|XP_035914195.1|ASTE	LOC118465488|XP_035789684.1|AALB
OG0000018	LOC118513023|XP_035914193.1|ASTE	LOC118465487|XP_035789683.1|AALB
OG0000018	LOC118513026|XP_035914196.1|ASTE	LOC118465489|XP_035789685.1|AALB
OG0000019	LOC118505910|XP_035898262.1|ASTE	LOC118467547|XP_035794039.1|AALB
OG0000019	LOC118504464|XP_035894858.1|ASTE	LOC118456435|XP_035773086.1|AALB
OG0000019	LOC118505907|XP_035898258.1|ASTE	LOC118467701|XP_035794377.1|AALB
OG0000019	LOC118506335|XP_035899208.1|ASTE	LOC118457590|XP_035775173.1|AALB
OG0000019	LOC118506986|XP_035900751.1|ASTE	LOC118460669|XP_035781036.1|AALB
OG0000020	LOC118502378|XP_035890492.1|ASTE	LOC118461366|XP_035782501.1|AALB
OG0000020	LOC118507513|XP_035901949.1|ASTE	LOC118461362|XP_035782490.1|AALB
OG0000020	LOC118509588|XP_035906253.1|ASTE	LOC118467629|XP_035794243.1|AALB
OG0000020	LOC118507693|XP_035902420.1|ASTE	LOC118457118|XP_035774313.1|AALB
OG0000020	LOC118507694|XP_035902424.1|ASTE	LOC118468857|XP_035796008.1|AALB
OG0000021	LOC118505404|XP_035897036.1|ASTE	LOC118468558|XP_035795352.1|AALB
OG0000021	LOC118505796|XP_035898023.1|ASTE	LOC118467519|XP_035793970.1|AALB
OG0000022	LOC118510588|XP_035908481.1|ASTE	LOC118466446|XP_035791660.1|AALB
OG0000023	LOC118511284|XP_035910083.1|ASTE	LOC118465606|XP_035789874.1|AALB
OG0000023	LOC118511293|XP_035910094.1|ASTE	LOC118465607|XP_035789875.1|AALB
OG0000024	LOC118507315|XP_035901591.1|ASTE	LOC118462632|XP_035784369.1|AALB
OG0000025	LOC118503683|XP_035893118.1|ASTE, LOC118514136|XP_035916629.1|ASTE	LOC118461108|XP_035781919.1|AALB
OG0000025	LOC118509777|XP_035906810.1|ASTE	LOC118463807|XP_035786575.1|AALB, LOC118463808|XP_035786577.1|AALB
OG0000026	LOC118512926|XP_035913977.1|ASTE, LOC118512927|XP_035913978.1|ASTE	LOC118464862|XP_035788469.1|AALB
OG0000026	LOC118512928|XP_035913979.1|ASTE	LOC118464861|XP_035788468.1|AALB
OG0000026	LOC118512925|XP_035913975.1|ASTE	LOC118464860|XP_035788466.1|AALB
OG0000026	LOC118516362|XP_035918091.1|ASTE, LOC118512777|XP_035913579.1|ASTE, LOC118512778|XP_035913580.1|ASTE, LOC118516363|XP_035918092.1|ASTE	LOC118467874|XP_035794679.1|AALB, LOC118467875|XP_035794680.1|AALB
OG0000027	LOC118514318|XP_035916995.1|ASTE, LOC118514317|XP_035916994.1|ASTE	LOC118458886|XP_035777730.1|AALB
OG0000027	LOC118514316|XP_035916993.1|ASTE	LOC118457179|XP_035774403.1|AALB
OG0000027	LOC118514315|XP_035916992.1|ASTE	LOC118458885|XP_035777729.1|AALB
OG0000027	LOC118514308|XP_035916985.1|ASTE, LOC118514312|XP_035916989.1|ASTE, LOC118514313|XP_035916990.1|ASTE, LOC118514314|XP_035916991.1|ASTE, LOC118514310|XP_035916987.1|ASTE, LOC118514309|XP_035916986.1|ASTE, LOC118514311|XP_035916988.1|ASTE, LOC118514306|XP_035916982.1|ASTE	LOC118458884|XP_035777728.1|AALB, LOC118458347|XP_035776592.1|AALB, LOC118458344|XP_035776590.1|AALB, LOC118459103|XP_035778060.1|AALB, LOC118458345|XP_035776591.1|AALB, LOC118468376|XP_035795028.1|AALB, LOC118458349|XP_035776594.1|AALB
OG0000027	LOC118509266|XP_035905509.1|ASTE	LOC118458650|XP_035777233.1|AALB
OG0000027	LOC118512970|XP_035914090.1|ASTE	LOC118456231|XP_035772706.1|AALB
OG0000027	LOC118509804|XP_035906835.1|ASTE	LOC118469008|XP_035796336.1|AALB
OG0000027	LOC118509855|XP_035906957.1|ASTE	LOC118456249|XP_035772738.1|AALB
OG0000028	LOC118513512|XP_035915261.1|ASTE	LOC118456178|XP_035772621.1|AALB
OG0000029	LOC118504435|XP_035894769.1|ASTE	LOC118458435|XP_035776786.1|AALB
OG0000029	LOC118504401|XP_035894721.1|ASTE	LOC118458434|XP_035776785.1|AALB
OG0000029	LOC118504400|XP_035894720.1|ASTE, LOC118504394|XP_035894693.1|ASTE	LOC118458436|XP_035776787.1|AALB
OG0000029	LOC118509853|XP_035906948.1|ASTE	LOC118468406|XP_035795062.1|AALB
OG0000029	LOC118510095|XP_035907413.1|ASTE, LOC118510002|XP_035907280.1|ASTE	LOC118458017|XP_035776014.1|AALB
OG0000029	LOC118509803|XP_035906834.1|ASTE	LOC118456865|XP_035773861.1|AALB, LOC118457836|XP_035775605.1|AALB
OG0000031	LOC118503726|XP_035893229.1|ASTE, LOC118504892|XP_035895844.1|ASTE, LOC118503724|XP_035893221.1|ASTE	LOC118467279|XP_035793475.1|AALB
OG0000031	LOC118503404|XP_035892502.1|ASTE	LOC118467035|XP_035792911.1|AALB
OG0000031	LOC118503633|XP_035893023.1|ASTE	LOC118466020|XP_035790729.1|AALB, LOC118465693|XP_035790014.1|AALB, LOC118467045|XP_035792924.1|AALB, LOC118467042|XP_035792921.1|AALB
OG0000031	LOC118503635|XP_035893026.1|ASTE, LOC118503631|XP_035893019.1|ASTE	LOC118467043|XP_035792922.1|AALB
OG0000031	LOC118503636|XP_035893027.1|ASTE	LOC118467044|XP_035792923.1|AALB
OG0000032	LOC118503124|XP_035891971.1|ASTE	LOC118456851|XP_035773843.1|AALB
OG0000032	LOC118503002|XP_035891706.1|ASTE	LOC118457033|XP_035774161.1|AALB
OG0000032	LOC118503126|XP_035891972.1|ASTE, LOC118503003|XP_035891707.1|ASTE	LOC118468924|XP_035796128.1|AALB
OG0000032	LOC118503000|XP_035891703.1|ASTE	LOC118457034|XP_035774162.1|AALB
OG0000032	LOC118502999|XP_035891702.1|ASTE	LOC118457170|XP_035774394.1|AALB
OG0000032	LOC118504242|XP_035894357.1|ASTE	LOC118457171|XP_035774395.1|AALB
OG0000034	LOC118512076|XP_035911906.1|ASTE	LOC118466655|XP_035792144.1|AALB
OG0000034	LOC118504919|XP_035895883.1|ASTE, LOC118504920|XP_035895885.1|ASTE	LOC118463234|XP_035785585.1|AALB
OG0000036	LOC118505450|XP_035897142.1|ASTE	LOC118456800|XP_035773779.1|AALB, LOC118456801|XP_035773781.1|AALB, LOC118456802|XP_035773782.1|AALB
OG0000036	LOC118502424|XP_035890544.1|ASTE	LOC118457097|XP_035774277.1|AALB
OG0000036	LOC118502387|XP_035890502.1|ASTE, LOC118502388|XP_035890503.1|ASTE	LOC118459729|XP_035779295.1|AALB
OG0000036	LOC118506977|XP_035900729.1|ASTE	LOC118468930|XP_035796146.1|AALB
OG0000036	LOC118505354|XP_035896919.1|ASTE	LOC118465413|XP_035789528.1|AALB
OG0000037	LOC118513815|XP_035915938.1|ASTE	LOC118457559|XP_035775124.1|AALB, LOC118457562|XP_035775128.1|AALB, LOC118457561|XP_035775127.1|AALB
OG0000037	LOC118513814|XP_035915937.1|ASTE	LOC118457560|XP_035775126.1|AALB
OG0000038	LOC118510894|XP_035909171.1|ASTE	LOC118464582|XP_035787918.1|AALB
OG0000038	LOC118510898|XP_035909176.1|ASTE	LOC118467862|XP_035794660.1|AALB
OG0000038	LOC118514617|XP_035917507.1|ASTE, LOC118514616|XP_035917506.1|ASTE, LOC118514615|XP_035917505.1|ASTE	LOC118464578|XP_035787914.1|AALB
OG0000038	LOC118510900|XP_035909180.1|ASTE, LOC118510895|XP_035909172.1|ASTE	LOC118467864|XP_035794665.1|AALB
OG0000038	LOC118514610|XP_035917498.1|ASTE, LOC118514613|XP_035917504.1|ASTE	LOC118464580|XP_035787916.1|AALB
OG0000038	LOC118510906|XP_035909188.1|ASTE, LOC118510904|XP_035909185.1|ASTE, LOC118510896|XP_035909173.1|ASTE, LOC118510903|XP_035909184.1|ASTE, LOC118510901|XP_035909181.1|ASTE, LOC118510902|XP_035909182.1|ASTE	LOC118467865|XP_035794666.1|AALB, LOC118464581|XP_035787917.1|AALB
OG0000038	LOC118510905|XP_035909186.1|ASTE	LOC118467867|XP_035794667.1|AALB
OG0000038	LOC118510907|XP_035909189.1|ASTE	LOC118467868|XP_035794668.1|AALB
OG0000039	LOC118509576|XP_035906238.1|ASTE, LOC118509578|XP_035906240.1|ASTE	LOC118467361|XP_035793656.1|AALB
OG0000039	LOC118509580|XP_035906242.1|ASTE, LOC118509577|XP_035906239.1|ASTE, LOC118509579|XP_035906241.1|ASTE	LOC118465189|XP_035789051.1|AALB, LOC118467360|XP_035793655.1|AALB, LOC118465067|XP_035788847.1|AALB
OG0000039	LOC118509582|XP_035906245.1|ASTE, LOC118512924|XP_035913974.1|ASTE	LOC118465142|XP_035788974.1|AALB
OG0000039	LOC118504616|XP_035895189.1|ASTE, LOC118504617|XP_035895190.1|ASTE	LOC118458769|XP_035777454.1|AALB
OG0000041	LOC118502651|XP_035890993.1|ASTE	LOC118457785|XP_035775523.1|AALB
OG0000043	LOC118514201|XP_035916783.1|ASTE	LOC118465605|XP_035789873.1|AALB
OG0000045	LOC118514603|XP_035917492.1|ASTE	LOC118465475|XP_035789666.1|AALB
OG0000045	LOC118511567|XP_035910700.1|ASTE	LOC118464996|XP_035788729.1|AALB
OG0000045	LOC118513290|XP_035914756.1|ASTE, LOC118514320|XP_035916997.1|ASTE	LOC118464285|XP_035787454.1|AALB, LOC118463346|XP_035785752.1|AALB
OG0000045	LOC118509249|XP_035905476.1|ASTE	LOC118463283|XP_035785654.1|AALB
OG0000047	LOC118514097|XP_035916530.1|ASTE	LOC118458488|XP_035776933.1|AALB
OG0000048	LOC118510295|XP_035907813.1|ASTE	LOC118465522|XP_035789739.1|AALB
OG0000049	LOC118510116|XP_035907473.1|ASTE	LOC118465006|XP_035788749.1|AALB, LOC118465007|XP_035788750.1|AALB
OG0000049	LOC118516340|XP_035918044.1|ASTE, LOC118511361|XP_035910216.1|ASTE, LOC118511360|XP_035910215.1|ASTE, LOC118516348|XP_035918056.1|ASTE	LOC118463311|XP_035785688.1|AALB
OG0000051	LOC118504587|XP_035895135.1|ASTE, LOC118504592|XP_035895145.1|ASTE	LOC118456657|XP_035773500.1|AALB
OG0000051	LOC118504595|XP_035895149.1|ASTE	LOC118456656|XP_035773499.1|AALB
OG0000053	LOC118503243|XP_035892157.1|ASTE	LOC118467904|XP_035794724.1|AALB
OG0000053	LOC118503347|XP_035892412.1|ASTE	LOC118465671|XP_035789993.1|AALB
OG0000053	LOC118503346|XP_035892410.1|ASTE	LOC118465672|XP_035789994.1|AALB
OG0000053	LOC118503349|XP_035892422.1|ASTE	LOC118465673|XP_035789996.1|AALB
OG0000053	LOC118504346|XP_035894606.1|ASTE	LOC118457028|XP_035774155.1|AALB
OG0000054	LOC118511291|XP_035910092.1|ASTE	LOC118465600|XP_035789868.1|AALB
OG0000054	LOC118511292|XP_035910093.1|ASTE, LOC118511290|XP_035910090.1|ASTE	LOC118464275|XP_035787431.1|AALB
OG0000054	LOC118511288|XP_035910086.1|ASTE	LOC118464535|XP_035787865.1|AALB
OG0000054	LOC118511287|XP_035910085.1|ASTE	LOC118463932|XP_035786785.1|AALB
OG0000054	LOC118512788|XP_035913599.1|ASTE	LOC118465599|XP_035789867.1|AALB
OG0000054	LOC118512789|XP_035913600.1|ASTE	LOC118465601|XP_035789869.1|AALB
OG0000055	LOC118508181|XP_035903635.1|ASTE	LOC118456564|XP_035773329.1|AALB
OG0000055	LOC118509864|XP_035906979.1|ASTE	LOC118467239|XP_035793397.1|AALB
OG0000056	LOC118507841|XP_035902865.1|ASTE	LOC118463646|XP_035786286.1|AALB
OG0000057	LOC118514020|XP_035916389.1|ASTE, LOC118506375|XP_035899336.1|ASTE	LOC118462888|XP_035784864.1|AALB
OG0000057	LOC118508066|XP_035903416.1|ASTE, LOC118517019|XP_035918765.1|ASTE, LOC118517018|XP_035918764.1|ASTE, LOC118517021|XP_035918767.1|ASTE	LOC118466619|XP_035792094.1|AALB
OG0000058	LOC118513234|XP_035914678.1|ASTE	LOC118465012|XP_035788756.1|AALB
OG0000058	LOC118509609|XP_035906312.1|ASTE	LOC118466840|XP_035792555.1|AALB
OG0000060	LOC118506293|XP_035899121.1|ASTE	LOC118462342|XP_035784016.1|AALB
OG0000060	LOC118514292|XP_035916947.1|ASTE	LOC118457079|XP_035774255.1|AALB
OG0000061	LOC118507312|XP_035901588.1|ASTE, LOC118507313|XP_035901589.1|ASTE	LOC118462629|XP_035784366.1|AALB, LOC118462631|XP_035784368.1|AALB
OG0000061	LOC118508145|XP_035903575.1|ASTE	LOC118466083|XP_035790870.1|AALB, LOC118467837|XP_035794622.1|AALB
OG0000061	LOC118508147|XP_035903576.1|ASTE	LOC118466082|XP_035790867.1|AALB
OG0000064	LOC118507461|XP_035901847.1|ASTE, LOC118516630|XP_035918499.1|ASTE, LOC118516592|XP_035918448.1|ASTE, LOC118516616|XP_035918482.1|ASTE, LOC118516951|XP_035918675.1|ASTE, LOC118516548|XP_035918387.1|ASTE	LOC118463671|XP_035786321.1|AALB
OG0000067	LOC118517599|XP_035919781.1|ASTE, LOC118517600|XP_035919782.1|ASTE, LOC118517598|XP_035919779.1|ASTE	LOC118462964|XP_035785018.1|AALB
OG0000067	LOC118509032|XP_035904963.1|ASTE	LOC118463317|XP_035785696.1|AALB
OG0000068	LOC118509544|XP_035906185.1|ASTE	LOC118465636|XP_035789936.1|AALB
OG0000068	LOC118509545|XP_035906187.1|ASTE	LOC118465635|XP_035789931.1|AALB
OG0000068	LOC118512181|XP_035912164.1|ASTE	LOC118466683|XP_035792202.1|AALB
OG0000068	LOC118504040|XP_035893930.1|ASTE	LOC118467770|XP_035794492.1|AALB
OG0000068	LOC118505785|XP_035897988.1|ASTE	LOC118466177|XP_035791057.1|AALB
OG0000069	LOC118514237|XP_035916837.1|ASTE	LOC118467413|XP_035793790.1|AALB, LOC118463230|XP_035785577.1|AALB, LOC118464646|XP_035788004.1|AALB
OG0000070	LOC118514552|XP_035917436.1|ASTE, LOC118514553|XP_035917437.1|ASTE	LOC118461049|XP_035781833.1|AALB
OG0000071	LOC118508081|XP_035903437.1|ASTE	LOC118464389|XP_035787627.1|AALB
OG0000071	LOC118508137|XP_035903544.1|ASTE	LOC118462797|XP_035784687.1|AALB
OG0000071	LOC118507755|XP_035902660.1|ASTE	LOC118464383|XP_035787619.1|AALB
OG0000071	LOC118508078|XP_035903435.1|ASTE, LOC118512339|XP_035912519.1|ASTE	LOC118465593|XP_035789852.1|AALB
OG0000071	LOC118508073|XP_035903430.1|ASTE	LOC118464385|XP_035787624.1|AALB, LOC118467940|XP_035794802.1|AALB
OG0000071	LOC118508077|XP_035903434.1|ASTE, LOC118508075|XP_035903432.1|ASTE	LOC118465893|XP_035790437.1|AALB
OG0000072	LOC118515883|XP_035917965.1|ASTE, LOC118514335|XP_035917037.1|ASTE	LOC118465748|XP_035790112.1|AALB
OG0000072	LOC118511004|XP_035909412.1|ASTE	LOC118461286|XP_035782331.1|AALB
OG0000072	LOC118509229|XP_035905431.1|ASTE	LOC118458429|XP_035776779.1|AALB
OG0000073	LOC118508175|XP_035903617.1|ASTE	LOC118466982|XP_035792790.1|AALB
OG0000073	LOC118505021|XP_035896105.1|ASTE	LOC118468531|XP_035795302.1|AALB, LOC118468327|XP_035794968.1|AALB
OG0000073	LOC118504541|XP_035895010.1|ASTE	LOC118461208|XP_035782153.1|AALB
OG0000073	LOC118504546|XP_035895042.1|ASTE	LOC118461209|XP_035782163.1|AALB
OG0000073	LOC118504255|XP_035894375.1|ASTE	LOC118460487|XP_035780728.1|AALB
OG0000073	LOC118506813|XP_035900364.1|ASTE	LOC118458541|XP_035777018.1|AALB
OG0000073	LOC118508670|XP_035904399.1|ASTE	LOC118468553|XP_035795347.1|AALB
OG0000073	LOC118509861|XP_035906969.1|ASTE	LOC118466170|XP_035791050.1|AALB
OG0000074	LOC118516380|XP_035918125.1|ASTE, LOC118512784|XP_035913591.1|ASTE	LOC118464632|XP_035787971.1|AALB
OG0000074	LOC118512755|XP_035913538.1|ASTE, LOC118516368|XP_035918114.1|ASTE, LOC118512757|XP_035913540.1|ASTE, LOC118512754|XP_035913537.1|ASTE, LOC118516371|XP_035918117.1|ASTE, LOC118516372|XP_035918118.1|ASTE, LOC118516374|XP_035918120.1|ASTE, LOC118512758|XP_035913541.1|ASTE, LOC118516373|XP_035918119.1|ASTE, LOC118512753|XP_035913536.1|ASTE, LOC118512756|XP_035913539.1|ASTE, LOC118516369|XP_035918115.1|ASTE	LOC118462489|XP_035784094.1|AALB, LOC118462490|XP_035784095.1|AALB, LOC118462491|XP_035784096.1|AALB, LOC118462492|XP_035784098.1|AALB
OG0000074	LOC118512737|XP_035913495.1|ASTE	LOC118465572|XP_035789827.1|AALB, LOC118465573|XP_035789828.1|AALB, LOC118462925|XP_035784926.1|AALB
OG0000074	LOC118513110|XP_035914403.1|ASTE	LOC118467316|XP_035793547.1|AALB, LOC118463374|XP_035785792.1|AALB
OG0000074	LOC118513102|XP_035914396.1|ASTE	LOC118465722|XP_035790060.1|AALB
OG0000074	LOC118513101|XP_035914395.1|ASTE	LOC118463415|XP_035785860.1|AALB, LOC118463299|XP_035785677.1|AALB
OG0000074	LOC118513100|XP_035914394.1|ASTE	LOC118464633|XP_035787972.1|AALB, LOC118465280|XP_035789213.1|AALB, LOC118463180|XP_035785487.1|AALB
