Orthogroup	DGUA.longest_only	DYAK.longest_only
OG0000007	LOC117587429|XP_034133994.1|DGUA	LOC6533142|XP_002093868.1|DYAK
OG0000007	LOC117587428|XP_034133991.1|DGUA	LOC6533143|XP_002093869.1|DYAK
OG0000007	LOC117584024|XP_034128652.1|DGUA	LOC6527619|XP_002088707.1|DYAK
OG0000007	LOC117592308|XP_034141873.1|DGUA	LOC6528628|XP_002089670.1|DYAK
OG0000007	LOC117584026|XP_034128654.1|DGUA	LOC6527618|XP_002088706.1|DYAK
OG0000007	LOC117587067|XP_034133401.1|DGUA	LOC6532724|XP_002093466.1|DYAK
OG0000007	LOC117584025|XP_034128653.1|DGUA	LOC6527620|XP_002088708.1|DYAK
OG0000007	LOC117587430|XP_034133997.1|DGUA	LOC6533144|XP_002093870.1|DYAK
OG0000007	LOC117587431|XP_034133998.1|DGUA	LOC6533145|XP_002093871.1|DYAK
OG0000008	LOC117586140|XP_034131924.1|DGUA	LOC26536044|XP_039231154.1|DYAK
OG0000008	LOC117579398|XP_034121168.1|DGUA	LOC6532927|XP_002093663.1|DYAK
OG0000008	LOC117579397|XP_034121167.1|DGUA	LOC6532930|XP_002093666.1|DYAK
OG0000008	LOC117581836|XP_034125174.1|DGUA	LOC6527319|XP_002088412.1|DYAK
OG0000008	LOC117579400|XP_034121171.1|DGUA	LOC6532928|XP_002093664.1|DYAK
OG0000008	LOC117586224|XP_034132052.1|DGUA, LOC117586223|XP_034132051.1|DGUA	LOC6536139|XP_015047584.1|DYAK, LOC6536138|XP_039231652.1|DYAK
OG0000008	LOC117586165|XP_034131957.1|DGUA	LOC6536143|XP_002096744.1|DYAK
OG0000008	LOC117586221|XP_034132048.1|DGUA	LOC6536140|XP_002096741.1|DYAK
OG0000008	LOC117586120|XP_034131875.1|DGUA	LOC6536142|XP_002096743.1|DYAK
OG0000008	LOC117586582|XP_034132641.1|DGUA	LOC6536144|XP_002096745.1|DYAK
OG0000009	LOC117586341|XP_034132234.1|DGUA	LOC6535723|XP_002096349.3|DYAK
OG0000009	LOC117586454|XP_034132388.1|DGUA	LOC6535721|XP_002096347.1|DYAK
OG0000009	LOC117586340|XP_034132233.1|DGUA, LOC117585972|XP_034131672.1|DGUA	LOC6535720|XP_002096346.1|DYAK, LOC6535722|XP_002096348.1|DYAK
OG0000009	LOC117585026|XP_034130159.1|DGUA, LOC117585051|XP_034130200.1|DGUA	LOC6533117|XP_002093843.1|DYAK, LOC6533118|XP_002093844.1|DYAK
OG0000009	LOC117587230|XP_034133688.1|DGUA	LOC6532044|XP_002092821.1|DYAK
OG0000009	LOC117586357|XP_034132268.1|DGUA	LOC6536768|XP_002097339.1|DYAK
OG0000009	LOC117588654|XP_034135988.1|DGUA	LOC6530109|XP_002091055.1|DYAK
OG0000009	LOC117588663|XP_034136000.1|DGUA	LOC6530111|XP_002091057.1|DYAK
OG0000010	LOC117583778|XP_034128224.1|DGUA	LOC120321245|XP_039229342.1|DYAK, LOC120322219|XP_039233209.1|DYAK
OG0000010	LOC117591688|XP_034140902.1|DGUA	LOC120322214|XP_039233205.1|DYAK, LOC120322218|XP_039233208.1|DYAK
OG0000010	LOC117591679|XP_034140894.1|DGUA	LOC120322222|XP_039233212.1|DYAK, LOC26535638|XP_039229341.1|DYAK, LOC120322220|XP_039233210.1|DYAK, LOC26535724|XP_039233215.1|DYAK, LOC120322221|XP_039233211.1|DYAK
OG0000011	LOC117587656|XP_034134438.1|DGUA, LOC117584846|XP_034129875.1|DGUA, LOC117582569|XP_034126300.1|DGUA, LOC117582570|XP_034126301.1|DGUA, LOC117584825|XP_034129842.1|DGUA, LOC117584102|XP_034128742.1|DGUA, LOC117584843|XP_034129873.1|DGUA, LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA, LOC117582571|XP_034126303.1|DGUA, LOC117582572|XP_034126307.1|DGUA, LOC117582573|XP_034126310.1|DGUA	LOC26534881|XP_015054560.1|DYAK, LOC6525318|XP_002101154.2|DYAK, LOC120320450|XP_039227155.1|DYAK, LOC6526687|XP_002087792.2|DYAK, LOC6526836|XP_039227102.1|DYAK, LOC6526837|XP_002087937.1|DYAK, LOC26535503|XP_015045173.2|DYAK, LOC6529533|XP_039228709.1|DYAK, LOC6529527|XP_039228713.1|DYAK, LOC120320662|XP_039226899.1|DYAK
OG0000011	LOC117579965|XP_034122030.1|DGUA	LOC6534062|XP_002094748.1|DYAK
OG0000011	LOC117579216|XP_034120874.1|DGUA	LOC6534063|XP_002094749.1|DYAK
OG0000011	LOC117585951|XP_034131639.1|DGUA	LOC6536394|XP_002096976.1|DYAK
OG0000012	LOC117578829|XP_034120480.1|DGUA	LOC6530957|XP_002091795.1|DYAK
OG0000012	LOC117578830|XP_034120484.1|DGUA	LOC6530958|XP_002091796.1|DYAK
OG0000012	LOC117578828|XP_034120477.1|DGUA	LOC6530959|XP_015051811.1|DYAK
OG0000012	LOC117578831|XP_034120485.1|DGUA	LOC6530956|XP_002091794.1|DYAK
OG0000012	LOC117585419|XP_034130787.1|DGUA, LOC117585430|XP_034130799.1|DGUA	LOC6530954|XP_002091792.1|DYAK
OG0000012	LOC117585406|XP_034130769.1|DGUA	LOC6530955|XP_002091793.1|DYAK
OG0000012	LOC117592596|XP_034142370.1|DGUA	LOC6530135|XP_002091081.1|DYAK
OG0000012	LOC117592593|XP_034142368.1|DGUA	LOC6530133|XP_002091079.2|DYAK
OG0000012	LOC117592595|XP_034142369.1|DGUA	LOC6530132|XP_002091078.1|DYAK, LOC6530131|XP_002091077.2|DYAK
OG0000012	LOC117592597|XP_034142371.1|DGUA	LOC6530130|XP_002091076.1|DYAK
OG0000012	LOC117592598|XP_034142372.1|DGUA	LOC6530129|XP_002091075.1|DYAK
OG0000013	LOC117592555|XP_034142321.1|DGUA	LOC6530359|XP_002091285.1|DYAK
OG0000013	LOC117590521|XP_034139126.1|DGUA	LOC6525539|XP_002101374.1|DYAK
OG0000013	LOC117585977|XP_034131683.1|DGUA	LOC6537221|XP_002097779.1|DYAK
OG0000013	LOC117580093|XP_034122238.1|DGUA	LOC6534055|XP_002094741.1|DYAK
OG0000013	LOC117589807|XP_034137915.1|DGUA	LOC6536907|XP_002097476.1|DYAK
OG0000013	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA	LOC6538786|XP_002099299.1|DYAK
OG0000013	LOC117583601|XP_034127885.1|DGUA	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000015	LOC117588212|XP_034135242.1|DGUA	LOC6530275|XP_002091207.2|DYAK
OG0000016	LOC117589945|XP_034138127.1|DGUA	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC117587659|XP_034134479.1|DGUA	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC117583582|XP_034127854.1|DGUA	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC117592229|XP_034141753.1|DGUA	LOC6531360|XP_002092163.2|DYAK
OG0000016	LOC117581434|XP_034124497.1|DGUA	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC117588507|XP_034135722.1|DGUA	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC117585750|XP_034131294.1|DGUA	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC117579173|XP_034120827.1|DGUA	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC117582389|XP_034125960.1|DGUA	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC117583173|XP_034127261.1|DGUA	LOC6538220|XP_039231078.1|DYAK, LOC6538219|XP_002098746.2|DYAK
OG0000017	LOC117580469|XP_034122942.1|DGUA	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC117583419|XP_034127607.1|DGUA	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC117592152|XP_034141609.1|DGUA	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC117587357|XP_034133889.1|DGUA	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC117587353|XP_034133885.1|DGUA	LOC26535124|XP_015049835.1|DYAK, LOC26536164|XP_039229759.1|DYAK
OG0000018	LOC117587358|XP_034133890.1|DGUA	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC117587351|XP_034133882.1|DGUA	LOC6533166|XP_002093892.1|DYAK
OG0000018	LOC117587361|XP_034133894.1|DGUA	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK
OG0000019	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC117583705|XP_034128081.1|DGUA	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC117583722|XP_034128122.1|DGUA	LOC6538321|XP_002098848.1|DYAK, LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC117583658|XP_034128012.1|DGUA	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC117578526|XP_034119977.1|DGUA	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC117587736|XP_034134545.1|DGUA	LOC6529647|XP_002090641.1|DYAK, LOC6528749|XP_002089784.2|DYAK, LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC117586337|XP_034132223.1|DGUA	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC117590165|XP_034138451.1|DGUA	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC117584402|XP_034129156.1|DGUA	LOC6529263|XP_002090268.1|DYAK
OG0000021	LOC117578555|XP_034120019.1|DGUA	LOC6526678|XP_002087784.1|DYAK
OG0000021	LOC117580314|XP_034122704.1|DGUA	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC117580733|XP_034123298.1|DGUA	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC117590869|XP_034139782.1|DGUA	LOC6526013|XP_039229713.1|DYAK
OG0000021	LOC117585696|XP_034131203.1|DGUA	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC117582802|XP_034126721.1|DGUA	LOC6536819|XP_002097389.1|DYAK
OG0000022	LOC117585826|XP_034131453.1|DGUA	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC117587283|XP_034133760.1|DGUA	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC117587284|XP_034133762.1|DGUA	LOC6532325|XP_002093085.1|DYAK
OG0000022	LOC117587282|XP_034133759.1|DGUA	LOC6532324|XP_002093084.1|DYAK
OG0000023	LOC117586396|XP_034132318.1|DGUA	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK
OG0000023	LOC117586008|XP_034131728.1|DGUA	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC117591288|XP_034140381.1|DGUA	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC117586007|XP_034131727.1|DGUA	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC117586005|XP_034131725.1|DGUA	LOC6536032|XP_039230972.1|DYAK
OG0000023	LOC117586004|XP_034131723.1|DGUA	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC117586277|XP_034132120.1|DGUA	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC117580035|XP_034122157.1|DGUA	LOC6530300|XP_002091227.1|DYAK
OG0000024	LOC117580026|XP_034122146.1|DGUA	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC117580040|XP_034122171.1|DGUA	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC117591149|XP_034140151.1|DGUA	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC117578502|XP_034119928.1|DGUA	LOC6530303|XP_002091230.1|DYAK
OG0000024	LOC117592048|XP_034141425.1|DGUA	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC117590412|XP_034138901.1|DGUA	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC117588644|XP_034135968.1|DGUA	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC117588100|XP_034135061.1|DGUA	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC117581101|XP_034123883.1|DGUA	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC117589578|XP_034137528.1|DGUA	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC117581694|XP_034124962.1|DGUA	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC117582236|XP_034125737.1|DGUA	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC117581693|XP_034124961.1|DGUA	LOC6526915|XP_002088014.1|DYAK
OG0000028	LOC117579887|XP_034121914.1|DGUA	LOC6534951|XP_039229813.1|DYAK
OG0000028	LOC117588956|XP_034136434.1|DGUA	LOC6535078|XP_039229703.1|DYAK
OG0000029	LOC117592282|XP_034141836.1|DGUA	LOC6528801|XP_002089833.1|DYAK, LOC6531052|XP_002091888.1|DYAK
OG0000029	LOC117589682|XP_034137727.1|DGUA	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC117579424|XP_034121195.1|DGUA	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC117582242|XP_034125744.1|DGUA	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC117584551|XP_034129394.1|DGUA	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC117580408|XP_034122850.1|DGUA	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC117580802|XP_034123393.1|DGUA	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC117581439|XP_034124532.1|DGUA	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC117584126|XP_034128769.1|DGUA	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK, LOC6528984|XP_002090016.3|DYAK
OG0000031	LOC117584798|XP_034129808.1|DGUA	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC117583029|XP_034127075.1|DGUA	LOC6536794|XP_002097364.1|DYAK
OG0000032	LOC117583030|XP_034127077.1|DGUA	LOC6536792|XP_002097362.1|DYAK
OG0000032	LOC117583028|XP_034127074.1|DGUA	LOC6536802|XP_002097372.1|DYAK
OG0000032	LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA	LOC6536801|XP_002097371.1|DYAK
OG0000033	LOC117583114|XP_034127189.1|DGUA	LOC6538141|XP_039231494.1|DYAK, LOC6538142|XP_002098676.1|DYAK
OG0000033	LOC117578485|XP_034119909.1|DGUA	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC117578484|XP_034119908.1|DGUA	LOC6528350|XP_002089399.1|DYAK
OG0000033	LOC117589901|XP_034138062.1|DGUA	LOC6534298|XP_002094979.1|DYAK, LOC6535950|XP_002096566.1|DYAK, LOC6531400|XP_002092203.1|DYAK, LOC6531401|XP_002092204.1|DYAK
OG0000034	LOC117584525|XP_034129365.1|DGUA	LOC6531351|XP_002092155.1|DYAK, LOC6529512|XP_002090514.1|DYAK
OG0000034	LOC117584539|XP_034129382.1|DGUA	LOC6529511|XP_002090513.2|DYAK
OG0000034	LOC117584364|XP_034129093.1|DGUA	LOC6529510|XP_002090512.1|DYAK
OG0000034	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA	LOC6536871|XP_002097440.2|DYAK, LOC6529821|XP_002090802.3|DYAK, LOC6536872|XP_002097441.1|DYAK
OG0000034	LOC117588068|XP_034135019.1|DGUA	LOC6527117|XP_002088210.1|DYAK
OG0000036	LOC117586375|XP_034132294.1|DGUA	LOC6536018|XP_002096633.1|DYAK
OG0000036	LOC117589622|XP_034137600.1|DGUA	LOC6537201|XP_002097759.1|DYAK
OG0000036	LOC117590096|XP_034138331.1|DGUA	LOC6535269|XP_002095925.1|DYAK
OG0000036	LOC117583751|XP_034128161.1|DGUA	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK
OG0000037	LOC117581190|XP_034124041.1|DGUA	LOC6531032|XP_002091868.2|DYAK
OG0000037	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA	LOC6535647|XP_002096275.2|DYAK, LOC6535648|XP_002096276.2|DYAK
OG0000038	LOC117579886|XP_034121913.1|DGUA	LOC6539691|XP_002086577.2|DYAK
OG0000038	LOC117579879|XP_034121893.1|DGUA	LOC6534938|XP_039229728.1|DYAK
OG0000039	LOC117586049|XP_034131784.1|DGUA	LOC6537610|XP_002098156.2|DYAK
OG0000039	LOC117590455|XP_034138980.1|DGUA	LOC6524746|XP_002100590.1|DYAK
OG0000039	LOC117590456|XP_034138981.1|DGUA	LOC6524745|XP_002100589.2|DYAK
OG0000039	LOC117588357|XP_034135459.1|DGUA	LOC6526007|XP_002101825.1|DYAK
OG0000040	LOC117586415|XP_034132343.1|DGUA	LOC6535485|XP_002096116.3|DYAK
OG0000040	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA	LOC6536605|XP_002097181.1|DYAK
OG0000040	LOC117585623|XP_034131079.1|DGUA	LOC6536604|XP_002097180.1|DYAK
OG0000040	LOC117585926|XP_034131583.1|DGUA	LOC6535486|XP_002096117.1|DYAK
OG0000040	LOC117586490|XP_034132479.1|DGUA	LOC6535487|XP_002096118.3|DYAK
OG0000040	LOC117585962|XP_034131662.1|DGUA	LOC6535489|XP_002096120.1|DYAK
OG0000040	LOC117583720|XP_034128120.1|DGUA	LOC6539025|XP_002099527.1|DYAK
OG0000041	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA	LOC6538543|XP_002099065.1|DYAK, LOC6538542|XP_002099064.1|DYAK, LOC6538540|XP_002099062.1|DYAK, LOC6538541|XP_002099063.1|DYAK
OG0000041	LOC117585914|XP_034131569.1|DGUA	LOC6538533|XP_002099055.1|DYAK
OG0000042	LOC117588578|XP_034135864.1|DGUA	LOC6525924|XP_002101744.1|DYAK
OG0000042	LOC117592397|XP_034142005.1|DGUA	LOC6531112|XP_002091946.1|DYAK
OG0000042	LOC117592396|XP_034142004.1|DGUA	LOC6531108|XP_002091942.2|DYAK
OG0000042	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA	LOC6531111|XP_002091945.1|DYAK, LOC6531109|XP_039228701.1|DYAK, LOC6531110|XP_002091944.2|DYAK
OG0000042	LOC117592399|XP_034142008.1|DGUA	LOC6531107|XP_002091941.2|DYAK
OG0000043	LOC117585018|XP_034130150.1|DGUA	LOC6536588|XP_002097164.1|DYAK
OG0000043	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA	LOC6536590|XP_002097166.1|DYAK
OG0000043	LOC117585502|XP_034130891.1|DGUA	LOC6536584|XP_002097160.1|DYAK
OG0000043	LOC117584981|XP_034130079.1|DGUA	LOC6536592|XP_002097168.1|DYAK, LOC6536593|XP_039231638.1|DYAK, LOC6539005|XP_002099507.1|DYAK
OG0000043	LOC117585441|XP_034130807.1|DGUA	LOC6536594|XP_002097170.1|DYAK
OG0000044	LOC117585917|XP_034131574.1|DGUA	LOC6538530|XP_002099052.1|DYAK
OG0000044	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA	LOC6538526|XP_002099048.1|DYAK, LOC6538525|XP_002099047.1|DYAK
OG0000044	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA	LOC6538529|XP_002099051.1|DYAK, LOC6538527|XP_002099049.1|DYAK, LOC6538528|XP_002099050.1|DYAK
OG0000044	LOC117590011|XP_034138189.1|DGUA	LOC6537407|XP_002097963.3|DYAK
OG0000045	LOC117586936|XP_034133192.1|DGUA	LOC6533631|XP_002094338.1|DYAK
OG0000045	LOC117587010|XP_034133310.1|DGUA	LOC6533629|XP_002094336.1|DYAK, LOC6533630|XP_002094337.1|DYAK
OG0000045	LOC117579473|XP_034121255.1|DGUA	LOC6533265|XP_002093991.2|DYAK
OG0000045	LOC117579463|XP_034121242.1|DGUA	LOC6533264|XP_002093990.1|DYAK
OG0000046	LOC117589785|XP_034137874.1|DGUA	LOC6535912|XP_002096528.1|DYAK
OG0000046	LOC117591350|XP_034140469.1|DGUA	LOC6525175|XP_002101013.1|DYAK, LOC6525174|XP_002101012.1|DYAK
OG0000046	LOC117592033|XP_034141382.1|DGUA	LOC6525176|XP_002101014.2|DYAK
OG0000046	LOC117583276|XP_034127392.1|DGUA	LOC6537904|XP_002098445.2|DYAK, LOC6537905|XP_039232534.1|DYAK, LOC6537903|XP_002098444.1|DYAK, LOC6537902|XP_002098443.2|DYAK, LOC6537901|XP_002098442.1|DYAK, LOC6530015|XP_002090961.3|DYAK
OG0000047	LOC117591384|XP_034140523.1|DGUA	LOC6531393|XP_002092196.1|DYAK
OG0000047	LOC117592295|XP_034141855.1|DGUA	LOC6531396|XP_002092199.1|DYAK
OG0000047	LOC117582832|XP_034126782.1|DGUA	LOC6529920|XP_002090877.1|DYAK
OG0000047	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA	LOC6533594|XP_002094302.1|DYAK
OG0000047	LOC117591732|XP_034140939.1|DGUA	LOC6529913|XP_002090870.1|DYAK
OG0000047	LOC117580178|XP_034122428.1|DGUA	LOC6533595|XP_002094303.1|DYAK
OG0000048	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA	LOC6539501|XP_002086390.1|DYAK, LOC26534611|XP_015045057.1|DYAK
OG0000048	LOC117589276|XP_034136957.1|DGUA	LOC6539644|XP_002086526.2|DYAK
OG0000048	LOC117588957|XP_034136435.1|DGUA	LOC6539640|XP_002086529.1|DYAK
OG0000049	LOC117583088|XP_034127157.1|DGUA	LOC6536652|XP_002097224.1|DYAK
OG0000049	LOC117583087|XP_034127156.1|DGUA	LOC6537437|XP_002097993.1|DYAK
OG0000049	LOC117583320|XP_034127470.1|DGUA	LOC6536653|XP_002097225.1|DYAK
OG0000049	LOC117583322|XP_034127471.1|DGUA	LOC6536655|XP_002097227.1|DYAK
OG0000049	LOC117583323|XP_034127472.1|DGUA	LOC6536654|XP_002097226.1|DYAK
OG0000049	LOC117583085|XP_034127153.1|DGUA	LOC6537438|XP_002097994.1|DYAK
OG0000050	LOC117592164|XP_034141627.1|DGUA	LOC6530239|XP_002091176.2|DYAK
OG0000050	LOC117580439|XP_034122886.1|DGUA	LOC6535160|XP_039230152.1|DYAK
OG0000050	LOC117580435|XP_034122881.1|DGUA	LOC6535164|XP_002095826.2|DYAK
OG0000050	LOC117580059|XP_034122189.1|DGUA	LOC6535163|XP_002095825.2|DYAK
OG0000050	LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA	LOC120320448|XP_039230150.1|DYAK
OG0000050	LOC117580434|XP_034122880.1|DGUA	LOC6535165|XP_002095827.2|DYAK
OG0000050	LOC117580436|XP_034122883.1|DGUA	LOC6535162|XP_002095824.2|DYAK
OG0000051	LOC117584976|XP_034130071.1|DGUA	LOC6536236|XP_002096825.1|DYAK
OG0000051	LOC117589573|XP_034137517.1|DGUA, LOC117589575|XP_034137522.1|DGUA	LOC6536859|XP_002097428.1|DYAK
OG0000051	LOC117586424|XP_034132352.1|DGUA, LOC117586281|XP_034132126.1|DGUA	LOC6536777|XP_002097348.1|DYAK, LOC6537302|XP_002097860.1|DYAK, LOC6536778|XP_002097349.1|DYAK, LOC6536779|XP_002097350.1|DYAK
