Orthogroup	DGUA.longest_only	DKIK.longest_only
OG0000007	LOC117587067|XP_034133401.1|DGUA	LOC108078727|XP_017028217.1|DKIK
OG0000007	LOC117584025|XP_034128653.1|DGUA	LOC108086244|XP_017038604.1|DKIK, LOC108086184|XP_017038535.1|DKIK
OG0000007	LOC117587430|XP_034133997.1|DGUA	LOC108071626|XP_017017898.1|DKIK
OG0000007	LOC117587431|XP_034133998.1|DGUA	LOC108071627|XP_017017899.1|DKIK
OG0000008	LOC117586140|XP_034131924.1|DGUA	LOC108081759|XP_017032449.1|DKIK
OG0000008	LOC117579397|XP_034121167.1|DGUA	LOC108072724|XP_017019474.1|DKIK
OG0000008	LOC117581836|XP_034125174.1|DGUA	LOC108075890|XP_017023993.1|DKIK
OG0000008	LOC117579400|XP_034121171.1|DGUA	LOC108072727|XP_017019476.1|DKIK
OG0000008	LOC117586224|XP_034132052.1|DGUA, LOC117586223|XP_034132051.1|DGUA	LOC108080420|XP_017030642.1|DKIK, LOC108080449|XP_017030674.1|DKIK
OG0000008	LOC117586165|XP_034131957.1|DGUA	LOC108080456|XP_017030682.1|DKIK
OG0000008	LOC117586120|XP_034131875.1|DGUA	LOC108080419|XP_017030641.1|DKIK
OG0000008	LOC117586582|XP_034132641.1|DGUA	LOC108080455|XP_017030681.1|DKIK
OG0000009	LOC117586341|XP_034132234.1|DGUA	LOC108076150|XP_017024404.1|DKIK
OG0000009	LOC117586454|XP_034132388.1|DGUA	LOC108076246|XP_017024517.1|DKIK
OG0000009	LOC117585408|XP_034130767.1|DGUA	LOC108085665|XP_017037844.1|DKIK
OG0000009	LOC117586340|XP_034132233.1|DGUA, LOC117585972|XP_034131672.1|DGUA	LOC108081760|XP_017032451.1|DKIK, LOC108081761|XP_017032452.1|DKIK, LOC108075985|XP_017024164.1|DKIK
OG0000009	LOC117587230|XP_034133688.1|DGUA	LOC108070751|XP_017016837.1|DKIK
OG0000009	LOC117586357|XP_034132268.1|DGUA	LOC108080446|XP_017030671.1|DKIK
OG0000009	LOC117588654|XP_034135988.1|DGUA	LOC108082335|XP_017033154.1|DKIK
OG0000009	LOC117588663|XP_034136000.1|DGUA	LOC108082309|XP_017033129.1|DKIK, LOC108078551|XP_017027957.1|DKIK, LOC108078552|XP_017027958.1|DKIK, LOC108082375|XP_017033205.1|DKIK, LOC108082329|XP_017033149.1|DKIK, LOC108074693|XP_017022321.1|DKIK, LOC108082367|XP_017033197.1|DKIK, LOC108082310|XP_017033130.1|DKIK, LOC108082371|XP_017033201.1|DKIK
OG0000010	LOC117591688|XP_034140902.1|DGUA	LOC108072854|XP_017019661.1|DKIK
OG0000010	LOC117591679|XP_034140894.1|DGUA	LOC108075019|XP_017022764.1|DKIK, LOC108075010|XP_017022751.1|DKIK, LOC108084633|XP_017036410.1|DKIK
OG0000011	LOC117587656|XP_034134438.1|DGUA, LOC117584846|XP_034129875.1|DGUA, LOC117582569|XP_034126300.1|DGUA, LOC117582570|XP_034126301.1|DGUA, LOC117584825|XP_034129842.1|DGUA, LOC117584102|XP_034128742.1|DGUA, LOC117584843|XP_034129873.1|DGUA, LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA, LOC117582571|XP_034126303.1|DGUA, LOC117582572|XP_034126307.1|DGUA, LOC117582573|XP_034126310.1|DGUA	LOC108074353|XP_017021868.1|DKIK, LOC108084761|XP_017036565.1|DKIK, LOC108084804|XP_017036651.1|DKIK, LOC108083260|XP_017034457.1|DKIK, LOC108084805|XP_017036652.1|DKIK, LOC108084755|XP_017036555.1|DKIK, LOC108083234|XP_017034430.1|DKIK, LOC108078960|XP_017028605.1|DKIK, LOC108072111|XP_017018626.1|DKIK, LOC108079747|XP_017029651.1|DKIK, LOC108078767|XP_017028297.1|DKIK, LOC108079746|XP_017029649.1|DKIK, LOC108077100|XP_017025772.1|DKIK, LOC108077099|XP_017025771.1|DKIK, LOC108077098|XP_017025769.1|DKIK, LOC108086138|XP_017038482.1|DKIK, LOC108086130|XP_017038471.1|DKIK, LOC108086060|XP_017038366.1|DKIK, LOC108081434|XP_017032105.1|DKIK, LOC108086061|XP_017038367.1|DKIK, LOC108079969|XP_017030022.1|DKIK, LOC108078656|XP_017028076.1|DKIK, LOC108072836|XP_017019617.1|DKIK, LOC108081964|XP_017032688.1|DKIK, LOC108072833|XP_017019613.1|DKIK, LOC108074515|XP_017022082.1|DKIK
OG0000011	LOC117579216|XP_034120874.1|DGUA	LOC108075323|XP_017023218.1|DKIK
OG0000011	LOC117585951|XP_034131639.1|DGUA	LOC108073175|XP_017020170.1|DKIK
OG0000012	LOC117578829|XP_034120480.1|DGUA	LOC108076784|XP_017025279.1|DKIK
OG0000012	LOC117578830|XP_034120484.1|DGUA	LOC108076783|XP_017025278.1|DKIK
OG0000012	LOC117578828|XP_034120477.1|DGUA	LOC108076799|XP_017025312.1|DKIK
OG0000012	LOC117578831|XP_034120485.1|DGUA	LOC108076590|XP_017024991.1|DKIK
OG0000012	LOC117585419|XP_034130787.1|DGUA, LOC117585430|XP_034130799.1|DGUA	LOC108076575|XP_017024974.1|DKIK
OG0000012	LOC117585406|XP_034130769.1|DGUA	LOC108076815|XP_017025335.1|DKIK, LOC108076574|XP_017024973.1|DKIK, LOC108076609|XP_017025012.1|DKIK
OG0000012	LOC117592596|XP_034142370.1|DGUA	LOC108082430|XP_017033289.1|DKIK
OG0000012	LOC117592593|XP_034142368.1|DGUA	LOC108082433|XP_017033293.1|DKIK
OG0000012	LOC117592595|XP_034142369.1|DGUA	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK, LOC108082321|XP_017033140.1|DKIK, LOC108082322|XP_017033141.1|DKIK
OG0000012	LOC117592597|XP_034142371.1|DGUA	LOC108082347|XP_017033172.1|DKIK
OG0000012	LOC117592598|XP_034142372.1|DGUA	LOC108082319|XP_017033138.1|DKIK
OG0000013	LOC117592555|XP_034142321.1|DGUA	LOC108074734|XP_017022389.1|DKIK
OG0000013	LOC117590521|XP_034139126.1|DGUA	LOC108079326|XP_017029113.1|DKIK
OG0000013	LOC117585977|XP_034131683.1|DGUA	LOC108084190|XP_017035777.1|DKIK
OG0000013	LOC117580093|XP_034122238.1|DGUA	LOC108075225|XP_017023059.1|DKIK
OG0000013	LOC117589807|XP_034137915.1|DGUA	LOC108080801|XP_017031181.1|DKIK
OG0000013	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK
OG0000013	LOC117583601|XP_034127885.1|DGUA	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK
OG0000015	LOC117588212|XP_034135242.1|DGUA	LOC108073116|XP_017020100.1|DKIK
OG0000016	LOC117589945|XP_034138127.1|DGUA	LOC108074071|XP_017021434.1|DKIK
OG0000016	LOC117587659|XP_034134479.1|DGUA	LOC108078132|XP_017027246.1|DKIK
OG0000016	LOC117583582|XP_034127854.1|DGUA	LOC108085727|XP_017037944.1|DKIK
OG0000016	LOC117587872|XP_034134741.1|DGUA	LOC108084561|XP_017036305.1|DKIK
OG0000016	LOC117581434|XP_034124497.1|DGUA	LOC108084467|XP_017036167.1|DKIK
OG0000016	LOC117588507|XP_034135722.1|DGUA	LOC108071378|XP_017017603.1|DKIK
OG0000016	LOC117585750|XP_034131294.1|DGUA	LOC108081075|XP_017031544.1|DKIK
OG0000016	LOC117579173|XP_034120827.1|DGUA	LOC108075195|XP_017023019.1|DKIK
OG0000017	LOC117582389|XP_034125960.1|DGUA	LOC108076702|XP_017025149.1|DKIK
OG0000017	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA	LOC108074963|XP_017022684.1|DKIK
OG0000017	LOC117583173|XP_034127261.1|DGUA	LOC108083626|XP_017034986.1|DKIK
OG0000017	LOC117580469|XP_034122942.1|DGUA	LOC108076532|XP_017024932.1|DKIK
OG0000017	LOC117583419|XP_034127607.1|DGUA	LOC108070625|XP_017016677.1|DKIK
OG0000017	LOC117592152|XP_034141609.1|DGUA	LOC108076530|XP_017024931.1|DKIK
OG0000017	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK
OG0000018	LOC117587357|XP_034133889.1|DGUA	LOC108071595|XP_017017864.1|DKIK
OG0000018	LOC117587354|XP_034133886.1|DGUA	LOC108071574|XP_017017844.1|DKIK, LOC108071603|XP_017017873.1|DKIK, LOC108071591|XP_017017861.1|DKIK
OG0000018	LOC117587358|XP_034133890.1|DGUA	LOC108071573|XP_017017843.1|DKIK
OG0000018	LOC117587361|XP_034133894.1|DGUA	LOC108071585|XP_017017855.1|DKIK
OG0000018	LOC117587365|XP_034133899.1|DGUA	LOC108071596|XP_017017865.1|DKIK, LOC108071599|XP_017017870.1|DKIK
OG0000019	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA	LOC108084990|XP_017036905.1|DKIK
OG0000019	LOC117583705|XP_034128081.1|DGUA	LOC108084902|XP_017036785.1|DKIK
OG0000019	LOC117583723|XP_034128130.1|DGUA	LOC108084991|XP_017036906.1|DKIK
OG0000019	LOC117583722|XP_034128122.1|DGUA	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK
OG0000020	LOC117583658|XP_034128012.1|DGUA	LOC108075744|XP_017023787.1|DKIK
OG0000020	LOC117578526|XP_034119977.1|DGUA	LOC108082576|XP_017033522.1|DKIK
OG0000020	LOC117587736|XP_034134545.1|DGUA	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK, LOC108074835|XP_017022525.1|DKIK
OG0000020	LOC117586337|XP_034132223.1|DGUA	LOC108077930|XP_017026994.1|DKIK
OG0000020	LOC117590165|XP_034138451.1|DGUA	LOC108072156|XP_017018689.1|DKIK
OG0000020	LOC117584402|XP_034129156.1|DGUA	LOC108074862|XP_017022564.1|DKIK
OG0000021	LOC117578556|XP_034120020.1|DGUA	LOC108072937|XP_017019783.1|DKIK
OG0000021	LOC117580314|XP_034122704.1|DGUA	LOC108072344|XP_017018923.1|DKIK
OG0000021	LOC117580733|XP_034123298.1|DGUA	LOC108085116|XP_017037095.1|DKIK
OG0000021	LOC117578557|XP_034120021.1|DGUA	LOC108072267|XP_017018826.1|DKIK
OG0000021	LOC117590869|XP_034139782.1|DGUA	LOC108083858|XP_017035332.1|DKIK
OG0000021	LOC117585696|XP_034131203.1|DGUA	LOC108073195|XP_017020199.1|DKIK
OG0000021	LOC117582802|XP_034126721.1|DGUA	LOC108077813|XP_017026825.1|DKIK
OG0000022	LOC117585826|XP_034131453.1|DGUA	LOC108082382|XP_017033212.1|DKIK
OG0000022	LOC117587283|XP_034133760.1|DGUA	LOC108071489|XP_017017741.1|DKIK
OG0000022	LOC117587285|XP_034133763.1|DGUA, LOC117587287|XP_034133765.1|DGUA, LOC117587288|XP_034133766.1|DGUA, LOC117587289|XP_034133767.1|DGUA, LOC117587281|XP_034133758.1|DGUA	LOC108071512|XP_017017766.1|DKIK, LOC108071514|XP_017017768.1|DKIK, LOC108071515|XP_017017770.1|DKIK, LOC108071513|XP_017017767.1|DKIK, LOC108071477|XP_017017725.1|DKIK, LOC108071510|XP_017017765.1|DKIK
OG0000022	LOC117587284|XP_034133762.1|DGUA	LOC108071509|XP_017017764.1|DKIK
OG0000023	LOC117586009|XP_034131729.1|DGUA	LOC108084054|XP_017035562.1|DKIK
OG0000023	LOC117586008|XP_034131728.1|DGUA	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK
OG0000023	LOC117591288|XP_034140381.1|DGUA	LOC108078099|XP_017027186.1|DKIK
OG0000023	LOC117586007|XP_034131727.1|DGUA	LOC108083995|XP_017035498.1|DKIK, LOC108083992|XP_017035495.1|DKIK
OG0000023	LOC117586005|XP_034131725.1|DGUA	LOC108084052|XP_017035560.1|DKIK
OG0000023	LOC117586006|XP_034131726.1|DGUA	LOC108084215|XP_017035827.1|DKIK
OG0000023	LOC117586004|XP_034131723.1|DGUA	LOC108084051|XP_017035559.1|DKIK
OG0000023	LOC117586277|XP_034132120.1|DGUA	LOC108084214|XP_017035825.1|DKIK
OG0000024	LOC117590346|XP_034138754.1|DGUA	LOC108078326|XP_017027614.1|DKIK
OG0000024	LOC117580026|XP_034122146.1|DGUA	LOC108078191|XP_017027348.1|DKIK
OG0000024	LOC117580040|XP_034122171.1|DGUA	LOC108078192|XP_017027349.1|DKIK
OG0000024	LOC117591149|XP_034140151.1|DGUA	LOC108072495|XP_017019150.1|DKIK
OG0000024	LOC117578502|XP_034119928.1|DGUA	LOC108078211|XP_017027385.1|DKIK
OG0000024	LOC117592048|XP_034141425.1|DGUA	LOC108070821|XP_017016922.1|DKIK
OG0000025	LOC117590412|XP_034138901.1|DGUA	LOC108086239|XP_017038600.1|DKIK
OG0000025	LOC117591670|XP_034140884.1|DGUA	LOC108081074|XP_017031548.1|DKIK
OG0000026	LOC117588644|XP_034135968.1|DGUA	LOC108074121|XP_017021510.1|DKIK
OG0000026	LOC117588100|XP_034135061.1|DGUA	LOC108072841|XP_017019625.1|DKIK
OG0000026	LOC117581101|XP_034123883.1|DGUA	LOC108079334|XP_017029126.1|DKIK
OG0000026	LOC117583741|XP_034128149.1|DGUA, LOC117583141|XP_034127222.1|DGUA, LOC117583140|XP_034127221.1|DGUA, LOC117583745|XP_034128155.1|DGUA, LOC117583744|XP_034128154.1|DGUA, LOC117583743|XP_034128152.1|DGUA, LOC117583742|XP_034128150.1|DGUA	LOC108070686|XP_017016752.1|DKIK
OG0000026	LOC117589578|XP_034137528.1|DGUA	LOC108075406|XP_017023320.1|DKIK
OG0000027	LOC117581694|XP_034124962.1|DGUA	LOC108079592|XP_017029427.1|DKIK
OG0000027	LOC117582236|XP_034125737.1|DGUA	LOC108079587|XP_017029421.1|DKIK
OG0000027	LOC117581693|XP_034124961.1|DGUA	LOC108079588|XP_017029422.1|DKIK
OG0000029	LOC117592282|XP_034141836.1|DGUA	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK, LOC108085551|XP_017037679.1|DKIK
OG0000029	LOC117589682|XP_034137727.1|DGUA	LOC108076852|XP_017025371.1|DKIK, LOC108076861|XP_017025380.1|DKIK, LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK, LOC108071401|XP_017017633.1|DKIK
OG0000029	LOC117579424|XP_034121195.1|DGUA	LOC108080624|XP_017030937.1|DKIK
OG0000030	LOC117582242|XP_034125744.1|DGUA	LOC108075896|XP_017024005.1|DKIK
OG0000030	LOC117584551|XP_034129394.1|DGUA	LOC108077325|XP_017026102.1|DKIK
OG0000030	LOC117580408|XP_034122850.1|DGUA	LOC108076161|XP_017024376.1|DKIK, LOC108076242|XP_017024479.1|DKIK
OG0000030	LOC117580802|XP_034123393.1|DGUA	LOC108083344|XP_017034576.1|DKIK
OG0000030	LOC117581439|XP_034124532.1|DGUA	LOC108079999|XP_017030054.1|DKIK
OG0000031	LOC117584126|XP_034128769.1|DGUA	LOC108082121|XP_017032911.1|DKIK
OG0000031	LOC117584798|XP_034129808.1|DGUA	LOC108077225|XP_017025972.1|DKIK
OG0000032	LOC117583029|XP_034127075.1|DGUA	LOC108077824|XP_017026839.1|DKIK
OG0000032	LOC117583030|XP_034127077.1|DGUA	LOC108077790|XP_017026779.1|DKIK
OG0000032	LOC117583031|XP_034127078.1|DGUA	LOC108077713|XP_017026652.1|DKIK, LOC108077714|XP_017026653.1|DKIK
OG0000032	LOC117583028|XP_034127074.1|DGUA	LOC108077846|XP_017026865.1|DKIK
OG0000032	LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA	LOC108074977|XP_017022699.1|DKIK, LOC108077827|XP_017026841.1|DKIK, LOC108077828|XP_017026842.1|DKIK, LOC108077628|XP_017026527.1|DKIK
OG0000033	LOC117583114|XP_034127189.1|DGUA	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK
OG0000033	LOC117578485|XP_034119909.1|DGUA	LOC108080716|XP_017031056.1|DKIK
OG0000033	LOC117578484|XP_034119908.1|DGUA	LOC108080718|XP_017031058.1|DKIK
OG0000033	LOC117589901|XP_034138062.1|DGUA	LOC108084001|XP_017035503.1|DKIK, LOC108076855|XP_017025374.1|DKIK, LOC108076138|XP_017024355.1|DKIK, LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK, LOC108084006|XP_017035508.1|DKIK, LOC108074461|XP_017022015.1|DKIK
OG0000034	LOC117584525|XP_034129365.1|DGUA	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK
OG0000034	LOC117584539|XP_034129382.1|DGUA	LOC108076836|XP_017025354.1|DKIK
OG0000034	LOC117584364|XP_034129093.1|DGUA	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK
OG0000034	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK
OG0000034	LOC117588068|XP_034135019.1|DGUA	LOC108082755|XP_017033759.1|DKIK
OG0000036	LOC117586375|XP_034132294.1|DGUA	LOC108084034|XP_017035539.1|DKIK
OG0000036	LOC117589622|XP_034137600.1|DGUA	LOC108081215|XP_017031778.1|DKIK
OG0000036	LOC117590096|XP_034138331.1|DGUA	LOC108080827|XP_017031220.1|DKIK
OG0000036	LOC117583751|XP_034128161.1|DGUA	LOC108081087|XP_017031565.1|DKIK
OG0000037	LOC117581190|XP_034124041.1|DGUA	LOC108082568|XP_017033513.1|DKIK
OG0000037	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA	LOC108073148|XP_017020150.1|DKIK, LOC108073159|XP_017020158.1|DKIK
OG0000038	LOC117579886|XP_034121913.1|DGUA	LOC108083255|XP_017034451.1|DKIK
OG0000038	LOC117579879|XP_034121893.1|DGUA	LOC108083246|XP_017034442.1|DKIK
OG0000039	LOC117586049|XP_034131784.1|DGUA	LOC108081169|XP_017031714.1|DKIK
OG0000039	LOC117590455|XP_034138980.1|DGUA	LOC108071695|XP_017017998.1|DKIK
OG0000039	LOC117590456|XP_034138981.1|DGUA	LOC108071709|XP_017018018.1|DKIK
OG0000039	LOC117590454|XP_034138979.1|DGUA	LOC108071673|XP_017017967.1|DKIK
OG0000039	LOC117588357|XP_034135459.1|DGUA	LOC108082955|XP_017034059.1|DKIK
OG0000040	LOC117586415|XP_034132343.1|DGUA	LOC108070642|XP_017016699.1|DKIK
OG0000040	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA	LOC108084882|XP_017036766.1|DKIK
OG0000040	LOC117585623|XP_034131079.1|DGUA	LOC108084883|XP_017036767.1|DKIK
OG0000040	LOC117585926|XP_034131583.1|DGUA	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK
OG0000040	LOC117586490|XP_034132479.1|DGUA	LOC108070662|XP_017016722.1|DKIK
OG0000040	LOC117585962|XP_034131662.1|DGUA	LOC108070710|XP_017016793.1|DKIK
OG0000040	LOC117583720|XP_034128120.1|DGUA	LOC108084976|XP_017036887.1|DKIK
OG0000041	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA	LOC108071265|XP_017017445.1|DKIK, LOC108071273|XP_017017453.1|DKIK, LOC108071358|XP_017017589.1|DKIK
OG0000041	LOC117585914|XP_034131569.1|DGUA	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK
OG0000042	LOC117592397|XP_034142005.1|DGUA	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK
OG0000042	LOC117592396|XP_034142004.1|DGUA	LOC108076658|XP_017025082.1|DKIK
OG0000042	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA	LOC108076656|XP_017025079.1|DKIK, LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK
OG0000042	LOC117592399|XP_034142008.1|DGUA	LOC108076657|XP_017025080.1|DKIK
OG0000043	LOC117585018|XP_034130150.1|DGUA	LOC108081486|XP_017032174.1|DKIK
OG0000043	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA	LOC108081508|XP_017032216.1|DKIK
OG0000043	LOC117585502|XP_034130891.1|DGUA	LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK
OG0000043	LOC117584981|XP_034130079.1|DGUA	LOC108081483|XP_017032171.1|DKIK, LOC108086038|XP_017038347.1|DKIK
OG0000043	LOC117585441|XP_034130807.1|DGUA	LOC108081480|XP_017032168.1|DKIK
OG0000044	LOC117585917|XP_034131574.1|DGUA	LOC108071988|XP_017018451.1|DKIK
OG0000044	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA	LOC108072003|XP_017018467.1|DKIK, LOC108072022|XP_017018491.1|DKIK, LOC108072004|XP_017018470.1|DKIK, LOC108072010|XP_017018477.1|DKIK
OG0000044	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA	LOC108072006|XP_017018472.1|DKIK, LOC108072020|XP_017018489.1|DKIK, LOC108072017|XP_017018486.1|DKIK
OG0000044	LOC117590011|XP_034138189.1|DGUA	LOC108082753|XP_017033762.1|DKIK
OG0000045	LOC117586936|XP_034133192.1|DGUA	LOC108073518|XP_017020682.1|DKIK
OG0000045	LOC117587010|XP_034133310.1|DGUA	LOC108073353|XP_017020405.1|DKIK, LOC108073350|XP_017020403.1|DKIK
OG0000045	LOC117579473|XP_034121255.1|DGUA	LOC108073894|XP_017021172.1|DKIK
OG0000045	LOC117579463|XP_034121242.1|DGUA	LOC108073882|XP_017021156.1|DKIK
OG0000046	LOC117589785|XP_034137874.1|DGUA	LOC108075359|XP_017023259.1|DKIK
