Orthogroup	DGUA.longest_only	DMAU.longest_only
OG0000007	LOC117584024|XP_034128652.1|DGUA	LOC117150742|XP_033173667.1|DMAU
OG0000007	LOC117592308|XP_034141873.1|DGUA	LOC117136894|XP_033153899.1|DMAU
OG0000007	LOC117583201|XP_034127296.1|DGUA	LOC117143375|XP_033163942.1|DMAU, LOC117144956|XP_033166302.1|DMAU
OG0000007	LOC117584026|XP_034128654.1|DGUA	LOC117139714|XP_033158125.1|DMAU
OG0000007	LOC117587067|XP_034133401.1|DGUA	LOC117139147|XP_033157196.1|DMAU
OG0000007	LOC117584025|XP_034128653.1|DGUA	LOC117139091|XP_033157106.1|DMAU
OG0000007	LOC117587430|XP_034133997.1|DGUA	LOC117142071|XP_033161842.1|DMAU
OG0000007	LOC117587431|XP_034133998.1|DGUA	LOC117142072|XP_033161843.1|DMAU
OG0000008	LOC117586140|XP_034131924.1|DGUA	LOC117142833|XP_033162955.1|DMAU
OG0000008	LOC117579398|XP_034121168.1|DGUA	LOC117140615|XP_033159521.1|DMAU
OG0000008	LOC117579397|XP_034121167.1|DGUA	LOC117140614|XP_033159520.1|DMAU
OG0000008	LOC117581836|XP_034125174.1|DGUA	LOC117150767|XP_033173694.1|DMAU
OG0000008	LOC117579400|XP_034121171.1|DGUA	LOC117140617|XP_033159524.1|DMAU
OG0000008	LOC117586224|XP_034132052.1|DGUA, LOC117586223|XP_034132051.1|DGUA	LOC117145079|XP_033166487.1|DMAU, LOC117144385|XP_033165410.1|DMAU
OG0000008	LOC117586165|XP_034131957.1|DGUA	LOC117143719|XP_033164408.1|DMAU
OG0000008	LOC117586120|XP_034131875.1|DGUA	LOC117144386|XP_033165411.1|DMAU
OG0000008	LOC117586582|XP_034132641.1|DGUA	LOC117143928|XP_033164736.1|DMAU
OG0000009	LOC117586341|XP_034132234.1|DGUA	LOC117145423|XP_033166959.1|DMAU
OG0000009	LOC117586454|XP_034132388.1|DGUA	LOC117143759|XP_033164466.1|DMAU
OG0000009	LOC117586340|XP_034132233.1|DGUA, LOC117585972|XP_034131672.1|DGUA	LOC117145633|XP_033167244.1|DMAU, LOC117145422|XP_033166958.1|DMAU
OG0000009	LOC117585026|XP_034130159.1|DGUA, LOC117585051|XP_034130200.1|DGUA	LOC117141397|XP_033160707.1|DMAU, LOC117141398|XP_033160708.1|DMAU
OG0000009	LOC117587230|XP_034133688.1|DGUA	LOC117136735|XP_033153656.1|DMAU
OG0000009	LOC117586357|XP_034132268.1|DGUA	LOC117143616|XP_033164265.1|DMAU
OG0000009	LOC117588654|XP_034135988.1|DGUA	LOC117135792|XP_033152175.1|DMAU
OG0000009	LOC117588663|XP_034136000.1|DGUA	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU
OG0000010	LOC117591656|XP_034140871.1|DGUA, LOC117591647|XP_034140863.1|DGUA, LOC117583778|XP_034128224.1|DGUA, LOC117591688|XP_034140902.1|DGUA, LOC117591671|XP_034140885.1|DGUA	LOC117142722|XP_033162774.1|DMAU
OG0000011	LOC117587656|XP_034134438.1|DGUA, LOC117584846|XP_034129875.1|DGUA, LOC117582569|XP_034126300.1|DGUA, LOC117582570|XP_034126301.1|DGUA, LOC117584825|XP_034129842.1|DGUA, LOC117584102|XP_034128742.1|DGUA, LOC117584843|XP_034129873.1|DGUA, LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA, LOC117582571|XP_034126303.1|DGUA, LOC117582572|XP_034126307.1|DGUA, LOC117582573|XP_034126310.1|DGUA	LOC117148149|XP_033171274.1|DMAU, LOC117148158|XP_033171286.1|DMAU, LOC117138313|XP_033156221.1|DMAU, LOC117140362|XP_033159107.1|DMAU, LOC117142406|XP_033162250.1|DMAU, LOC117150358|XP_033173108.1|DMAU, LOC117135201|XP_033151176.1|DMAU, LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU
OG0000011	LOC117579965|XP_034122030.1|DGUA	LOC117141063|XP_033160242.1|DMAU
OG0000011	LOC117579216|XP_034120874.1|DGUA	LOC117141062|XP_033160241.1|DMAU
OG0000011	LOC117585951|XP_034131639.1|DGUA	LOC117143493|XP_033164098.1|DMAU
OG0000012	LOC117578829|XP_034120480.1|DGUA	LOC117136761|XP_033153688.1|DMAU
OG0000012	LOC117578830|XP_034120484.1|DGUA	LOC117136760|XP_033153687.1|DMAU
OG0000012	LOC117578828|XP_034120477.1|DGUA	LOC117136898|XP_033153902.1|DMAU
OG0000012	LOC117578831|XP_034120485.1|DGUA	LOC117137864|XP_033155471.1|DMAU
OG0000012	LOC117585419|XP_034130787.1|DGUA, LOC117585430|XP_034130799.1|DGUA	LOC117137455|XP_033154790.1|DMAU
OG0000012	LOC117585406|XP_034130769.1|DGUA	LOC117136643|XP_033153526.1|DMAU
OG0000012	LOC117592596|XP_034142370.1|DGUA	LOC117136387|XP_033153170.1|DMAU
OG0000012	LOC117592593|XP_034142368.1|DGUA	LOC117136474|XP_033153296.1|DMAU
OG0000012	LOC117592595|XP_034142369.1|DGUA	LOC117136403|XP_033153190.1|DMAU, LOC117138497|XP_033156518.1|DMAU
OG0000012	LOC117592597|XP_034142371.1|DGUA	LOC117137795|XP_033155358.1|DMAU
OG0000012	LOC117592598|XP_034142372.1|DGUA	LOC117137796|XP_033155359.1|DMAU
OG0000013	LOC117592555|XP_034142321.1|DGUA	LOC117136473|XP_033153295.1|DMAU
OG0000013	LOC117590521|XP_034139126.1|DGUA	LOC117148236|XP_033171424.1|DMAU
OG0000013	LOC117585977|XP_034131683.1|DGUA	LOC117142434|XP_033162286.1|DMAU
OG0000013	LOC117580093|XP_034122238.1|DGUA	LOC117141743|XP_033161255.1|DMAU
OG0000013	LOC117589807|XP_034137915.1|DGUA	LOC117143333|XP_033163884.1|DMAU
OG0000013	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA	LOC117142344|XP_033162152.1|DMAU
OG0000013	LOC117583601|XP_034127885.1|DGUA	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU
OG0000015	LOC117588212|XP_034135242.1|DGUA	LOC117137056|XP_033154159.1|DMAU
OG0000016	LOC117589945|XP_034138127.1|DGUA	LOC117143253|XP_033163704.1|DMAU
OG0000016	LOC117587659|XP_034134479.1|DGUA	LOC117136077|XP_033152622.1|DMAU
OG0000016	LOC117583582|XP_034127854.1|DGUA	LOC117144517|XP_033165627.1|DMAU
OG0000016	LOC117592229|XP_034141753.1|DGUA	LOC117137377|XP_033154680.1|DMAU
OG0000016	LOC117581434|XP_034124497.1|DGUA	LOC117148789|XP_033172290.1|DMAU
OG0000016	LOC117588507|XP_034135722.1|DGUA	LOC117135957|XP_033152442.1|DMAU
OG0000016	LOC117585750|XP_034131294.1|DGUA	LOC117145868|XP_033167581.1|DMAU
OG0000016	LOC117579173|XP_034120827.1|DGUA	LOC117140134|XP_033158791.1|DMAU
OG0000017	LOC117582389|XP_034125960.1|DGUA	LOC117138274|XP_033156132.1|DMAU
OG0000017	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA	LOC117136736|XP_033153658.1|DMAU
OG0000017	LOC117583173|XP_034127261.1|DGUA	LOC117144630|XP_033165816.1|DMAU, LOC117144632|XP_033165817.1|DMAU
OG0000017	LOC117580469|XP_034122942.1|DGUA	LOC117137416|XP_033154735.1|DMAU
OG0000017	LOC117583419|XP_034127607.1|DGUA	LOC117136539|XP_033153380.1|DMAU
OG0000017	LOC117592152|XP_034141609.1|DGUA	LOC117137415|XP_033154734.1|DMAU
OG0000017	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU
OG0000018	LOC117587358|XP_034133890.1|DGUA	LOC117141482|XP_033160851.1|DMAU
OG0000018	LOC117587351|XP_034133882.1|DGUA	LOC117141483|XP_033160852.1|DMAU
OG0000019	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA	LOC117143233|XP_033163675.1|DMAU
OG0000019	LOC117583705|XP_034128081.1|DGUA	LOC117143229|XP_033163670.1|DMAU
OG0000019	LOC117583723|XP_034128130.1|DGUA	LOC117143234|XP_033163676.1|DMAU
OG0000019	LOC117583722|XP_034128122.1|DGUA	LOC117143231|XP_033163673.1|DMAU, LOC117143232|XP_033163674.1|DMAU
OG0000020	LOC117583658|XP_034128012.1|DGUA	LOC117143636|XP_033164304.1|DMAU
OG0000020	LOC117578526|XP_034119977.1|DGUA	LOC117136475|XP_033153300.1|DMAU
OG0000020	LOC117587736|XP_034134545.1|DGUA	LOC117139859|XP_033158405.1|DMAU, LOC117138462|XP_033156478.1|DMAU, LOC117140141|XP_033158803.1|DMAU
OG0000020	LOC117586337|XP_034132223.1|DGUA	LOC117145918|XP_033167668.1|DMAU
OG0000020	LOC117590165|XP_034138451.1|DGUA	LOC117143368|XP_033163935.1|DMAU
OG0000020	LOC117584402|XP_034129156.1|DGUA	LOC117135687|XP_033151982.1|DMAU
OG0000021	LOC117578555|XP_034120019.1|DGUA	LOC117135318|XP_033151407.1|DMAU
OG0000021	LOC117578556|XP_034120020.1|DGUA	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU
OG0000021	LOC117580314|XP_034122704.1|DGUA	LOC117136145|XP_033152741.1|DMAU
OG0000021	LOC117580733|XP_034123298.1|DGUA	LOC117136571|XP_033153419.1|DMAU
OG0000021	LOC117578557|XP_034120021.1|DGUA	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU
OG0000021	LOC117590869|XP_034139782.1|DGUA	LOC117146855|XP_033169316.1|DMAU
OG0000021	LOC117585696|XP_034131203.1|DGUA	LOC117142241|XP_033161985.1|DMAU
OG0000021	LOC117582802|XP_034126721.1|DGUA	LOC117143646|XP_033164316.1|DMAU
OG0000022	LOC117585826|XP_034131453.1|DGUA	LOC117138252|XP_033156103.1|DMAU
OG0000022	LOC117587283|XP_034133760.1|DGUA	LOC117139751|XP_033158206.1|DMAU
OG0000022	LOC117587284|XP_034133762.1|DGUA	LOC117139203|XP_033157266.1|DMAU
OG0000022	LOC117587282|XP_034133759.1|DGUA	LOC117139198|XP_033157262.1|DMAU
OG0000023	LOC117586396|XP_034132318.1|DGUA	LOC117144284|XP_033165278.1|DMAU
OG0000023	LOC117586008|XP_034131728.1|DGUA	LOC117144282|XP_033165275.1|DMAU
OG0000023	LOC117591288|XP_034140381.1|DGUA	LOC117135977|XP_033152481.1|DMAU
OG0000023	LOC117586007|XP_034131727.1|DGUA	LOC117145126|XP_033166537.1|DMAU
OG0000023	LOC117586005|XP_034131725.1|DGUA	LOC117144278|XP_033165272.1|DMAU
OG0000023	LOC117586006|XP_034131726.1|DGUA	LOC117144775|XP_033166033.1|DMAU
OG0000023	LOC117586004|XP_034131723.1|DGUA	LOC117144277|XP_033165271.1|DMAU
OG0000023	LOC117586277|XP_034132120.1|DGUA	LOC117144765|XP_033166018.1|DMAU
OG0000024	LOC117580035|XP_034122157.1|DGUA	LOC117137467|XP_033154805.1|DMAU
OG0000024	LOC117580026|XP_034122146.1|DGUA	LOC117137862|XP_033155468.1|DMAU
OG0000024	LOC117580040|XP_034122171.1|DGUA	LOC117136255|XP_033152953.1|DMAU
OG0000024	LOC117591149|XP_034140151.1|DGUA	LOC117150619|XP_033173479.1|DMAU
OG0000024	LOC117578502|XP_034119928.1|DGUA	LOC117136506|XP_033153341.1|DMAU
OG0000024	LOC117592048|XP_034141425.1|DGUA	LOC117135440|XP_033151508.1|DMAU
OG0000025	LOC117590412|XP_034138901.1|DGUA	LOC117143378|XP_033163951.1|DMAU
OG0000026	LOC117588644|XP_034135968.1|DGUA	LOC117148470|XP_033171735.1|DMAU
OG0000026	LOC117588100|XP_034135061.1|DGUA	LOC117135160|XP_033151111.1|DMAU
OG0000026	LOC117581101|XP_034123883.1|DGUA	LOC117146899|XP_033169397.1|DMAU
OG0000026	LOC117583741|XP_034128149.1|DGUA, LOC117583141|XP_034127222.1|DGUA, LOC117583140|XP_034127221.1|DGUA, LOC117583745|XP_034128155.1|DGUA, LOC117583744|XP_034128154.1|DGUA, LOC117583743|XP_034128152.1|DGUA, LOC117583742|XP_034128150.1|DGUA	LOC117142902|XP_033163074.1|DMAU
OG0000026	LOC117589578|XP_034137528.1|DGUA	LOC117145491|XP_033167059.1|DMAU
OG0000027	LOC117581694|XP_034124962.1|DGUA	LOC117142835|XP_033162961.1|DMAU
OG0000027	LOC117582236|XP_034125737.1|DGUA	LOC117140739|XP_033159710.1|DMAU
OG0000027	LOC117581693|XP_034124961.1|DGUA	LOC117150817|XP_033173768.1|DMAU
OG0000028	LOC117579887|XP_034121914.1|DGUA	LOC117139373|XP_033157513.1|DMAU
OG0000028	LOC117588956|XP_034136434.1|DGUA	LOC117141110|XP_033160324.1|DMAU
OG0000029	LOC117592282|XP_034141836.1|DGUA	LOC117136167|XP_033152799.1|DMAU, LOC117136614|XP_033153490.1|DMAU, LOC117135122|XP_033151033.1|DMAU
OG0000029	LOC117589682|XP_034137727.1|DGUA	LOC117144854|XP_033166148.1|DMAU
OG0000029	LOC117579424|XP_034121195.1|DGUA	LOC117140740|XP_033159707.1|DMAU
OG0000030	LOC117582242|XP_034125744.1|DGUA	LOC117137293|XP_033154560.1|DMAU
OG0000030	LOC117584551|XP_034129394.1|DGUA	LOC117143350|XP_033163916.1|DMAU
OG0000030	LOC117580408|XP_034122850.1|DGUA	LOC117137054|XP_033154154.1|DMAU
OG0000030	LOC117580802|XP_034123393.1|DGUA	LOC117148684|XP_033172115.1|DMAU
OG0000030	LOC117581439|XP_034124532.1|DGUA	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	LOC117584126|XP_034128769.1|DGUA	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU, LOC117145782|XP_033167456.1|DMAU
OG0000031	LOC117584798|XP_034129808.1|DGUA	LOC117150913|XP_033173999.1|DMAU
OG0000032	LOC117583029|XP_034127075.1|DGUA	LOC117145857|XP_033167568.1|DMAU
OG0000032	LOC117583030|XP_034127077.1|DGUA	LOC117145860|XP_033167571.1|DMAU
OG0000032	LOC117583031|XP_034127078.1|DGUA	LOC117145862|XP_033167573.1|DMAU
OG0000033	LOC117583114|XP_034127189.1|DGUA	LOC117144719|XP_033165948.1|DMAU
OG0000033	LOC117578485|XP_034119909.1|DGUA	LOC117138299|XP_033156190.1|DMAU
OG0000033	LOC117578484|XP_034119908.1|DGUA	LOC117138298|XP_033156189.1|DMAU
OG0000033	LOC117589901|XP_034138062.1|DGUA	LOC117140273|XP_033158989.1|DMAU, LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU, LOC117137789|XP_033155336.1|DMAU, LOC117137724|XP_033155189.1|DMAU
OG0000034	LOC117584525|XP_034129365.1|DGUA	LOC117138566|XP_033156617.1|DMAU, LOC117141167|XP_033160397.1|DMAU
OG0000034	LOC117584539|XP_034129382.1|DGUA	LOC117150484|XP_033173274.1|DMAU
OG0000034	LOC117584364|XP_034129093.1|DGUA	LOC117150483|XP_033173273.1|DMAU
OG0000034	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA	LOC117149319|XP_033172656.1|DMAU, LOC117143947|XP_033164772.1|DMAU, LOC117145446|XP_033166996.1|DMAU
OG0000034	LOC117588068|XP_034135019.1|DGUA	LOC117143867|XP_033164627.1|DMAU
OG0000036	LOC117586375|XP_034132294.1|DGUA	LOC117145150|XP_033166581.1|DMAU
OG0000036	LOC117589622|XP_034137600.1|DGUA	LOC117145004|XP_033166383.1|DMAU
OG0000036	LOC117590096|XP_034138331.1|DGUA	LOC117145915|XP_033167661.1|DMAU
OG0000036	LOC117583751|XP_034128161.1|DGUA	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU
OG0000037	LOC117581190|XP_034124041.1|DGUA	LOC117137024|XP_033154116.1|DMAU
OG0000037	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA	LOC117145239|XP_033166706.1|DMAU, LOC117143582|XP_033164221.1|DMAU
OG0000038	LOC117579886|XP_034121913.1|DGUA	LOC117139364|XP_033157507.1|DMAU
OG0000038	LOC117579879|XP_034121893.1|DGUA	LOC117141232|XP_033160483.1|DMAU
OG0000039	LOC117586049|XP_034131784.1|DGUA	LOC117144249|XP_033165219.1|DMAU
OG0000039	LOC117590455|XP_034138980.1|DGUA	LOC117148457|XP_033171719.1|DMAU
OG0000039	LOC117590456|XP_034138981.1|DGUA	LOC117147454|XP_033170230.1|DMAU
OG0000039	LOC117588357|XP_034135459.1|DGUA	LOC117146886|XP_033169374.1|DMAU
OG0000040	LOC117586415|XP_034132343.1|DGUA	LOC117145128|XP_033166540.1|DMAU
OG0000040	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA	LOC117143448|XP_033164046.1|DMAU
OG0000040	LOC117585623|XP_034131079.1|DGUA	LOC117143449|XP_033164048.1|DMAU
OG0000040	LOC117585926|XP_034131583.1|DGUA	LOC117144294|XP_033165289.1|DMAU
OG0000040	LOC117586490|XP_034132479.1|DGUA	LOC117144293|XP_033165288.1|DMAU
OG0000040	LOC117585962|XP_034131662.1|DGUA	LOC117143965|XP_033164790.1|DMAU
OG0000040	LOC117583720|XP_034128120.1|DGUA	LOC117143756|XP_033164463.1|DMAU
OG0000041	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA	LOC117143749|XP_033164453.1|DMAU, LOC117144930|XP_033166274.1|DMAU, LOC117143589|XP_033164228.1|DMAU
OG0000041	LOC117585914|XP_034131569.1|DGUA	LOC117145103|XP_033166514.1|DMAU
OG0000042	LOC117588578|XP_034135864.1|DGUA	LOC117146870|XP_033169351.1|DMAU
OG0000042	LOC117592397|XP_034142005.1|DGUA	LOC117138472|XP_033156493.1|DMAU
OG0000042	LOC117592396|XP_034142004.1|DGUA	LOC117138473|XP_033156494.1|DMAU
OG0000042	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA	LOC117138470|XP_033156490.1|DMAU
OG0000042	LOC117592399|XP_034142008.1|DGUA	LOC117138471|XP_033156492.1|DMAU
OG0000043	LOC117585018|XP_034130150.1|DGUA	LOC117143574|XP_033164210.1|DMAU
OG0000043	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA	LOC117143570|XP_033164205.1|DMAU
OG0000043	LOC117585502|XP_034130891.1|DGUA	LOC117145149|XP_033166580.1|DMAU
OG0000043	LOC117584981|XP_034130079.1|DGUA	LOC117143571|XP_033164207.1|DMAU, LOC117143573|XP_033164209.1|DMAU, LOC117145745|XP_033167398.1|DMAU
OG0000043	LOC117585441|XP_034130807.1|DGUA	LOC117143372|XP_033163938.1|DMAU
OG0000044	LOC117585917|XP_034131574.1|DGUA	LOC117143901|XP_033164698.1|DMAU
OG0000044	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA	LOC117143451|XP_033164051.1|DMAU, LOC117145465|XP_033167027.1|DMAU
OG0000044	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA	LOC117145163|XP_033166599.1|DMAU, LOC117143590|XP_033164229.1|DMAU, LOC117143652|XP_033164322.1|DMAU
OG0000044	LOC117590011|XP_034138189.1|DGUA	LOC117143435|XP_033164032.1|DMAU
OG0000045	LOC117586936|XP_034133192.1|DGUA	LOC117139739|XP_033158187.1|DMAU
OG0000045	LOC117587010|XP_034133310.1|DGUA	LOC117139893|XP_033158462.1|DMAU, LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU
OG0000045	LOC117579473|XP_034121255.1|DGUA	LOC117139487|XP_033157699.1|DMAU
OG0000045	LOC117579463|XP_034121242.1|DGUA	LOC117139486|XP_033157698.1|DMAU
OG0000046	LOC117589785|XP_034137874.1|DGUA	LOC117145662|XP_033167285.1|DMAU
OG0000046	LOC117591350|XP_034140469.1|DGUA	LOC117147192|XP_033169884.1|DMAU, LOC117148363|XP_033171610.1|DMAU
OG0000046	LOC117592033|XP_034141382.1|DGUA	LOC117147217|XP_033169922.1|DMAU
OG0000046	LOC117583276|XP_034127392.1|DGUA	LOC117144703|XP_033165923.1|DMAU, LOC117144838|XP_033166122.1|DMAU, LOC117143845|XP_033164592.1|DMAU, LOC117143549|XP_033164180.1|DMAU, LOC117138631|XP_033156736.1|DMAU, LOC117143844|XP_033164591.1|DMAU, LOC117136443|XP_033153251.1|DMAU
OG0000047	LOC117591384|XP_034140523.1|DGUA	LOC117137846|XP_033155439.1|DMAU
OG0000047	LOC117592295|XP_034141855.1|DGUA	LOC117137896|XP_033155525.1|DMAU
OG0000047	LOC117582832|XP_034126782.1|DGUA	LOC117136744|XP_033153666.1|DMAU
OG0000047	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA	LOC117141645|XP_033161109.1|DMAU
OG0000047	LOC117591732|XP_034140939.1|DGUA	LOC117137194|XP_033154412.1|DMAU
OG0000047	LOC117580178|XP_034122428.1|DGUA	LOC117141646|XP_033161110.1|DMAU
OG0000048	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA	LOC117140937|XP_033160024.1|DMAU, LOC117140309|XP_033159045.1|DMAU
OG0000048	LOC117589276|XP_034136957.1|DGUA	LOC117140935|XP_033160022.1|DMAU
OG0000048	LOC117588957|XP_034136435.1|DGUA	LOC117140941|XP_033160028.1|DMAU
OG0000049	LOC117583088|XP_034127157.1|DGUA	LOC117144267|XP_033165261.1|DMAU
OG0000049	LOC117583087|XP_034127156.1|DGUA	LOC117143819|XP_033164555.1|DMAU
OG0000049	LOC117583320|XP_034127470.1|DGUA	LOC117145062|XP_033166468.1|DMAU
OG0000049	LOC117583322|XP_034127471.1|DGUA	LOC117145059|XP_033166464.1|DMAU
OG0000049	LOC117583323|XP_034127472.1|DGUA	LOC117145061|XP_033166467.1|DMAU
OG0000049	LOC117583085|XP_034127153.1|DGUA	LOC117144466|XP_033165523.1|DMAU
OG0000050	LOC117592164|XP_034141627.1|DGUA	LOC117136135|XP_033152731.1|DMAU
OG0000050	LOC117580439|XP_034122886.1|DGUA	LOC117142030|XP_033161785.1|DMAU
OG0000050	LOC117580435|XP_034122881.1|DGUA	LOC117142027|XP_033161782.1|DMAU
OG0000050	LOC117580059|XP_034122189.1|DGUA	LOC117142031|XP_033161786.1|DMAU
OG0000050	LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA	LOC117142029|XP_033161784.1|DMAU
OG0000050	LOC117580434|XP_034122880.1|DGUA	LOC117142024|XP_033161778.1|DMAU
OG0000050	LOC117580436|XP_034122883.1|DGUA	LOC117142028|XP_033161783.1|DMAU
OG0000051	LOC117584976|XP_034130071.1|DGUA	LOC117143815|XP_033164552.1|DMAU
OG0000051	LOC117589573|XP_034137517.1|DGUA, LOC117589575|XP_034137522.1|DGUA	LOC117143638|XP_033164307.1|DMAU
OG0000051	LOC117586424|XP_034132352.1|DGUA, LOC117586281|XP_034132126.1|DGUA	LOC117142373|XP_033162194.1|DMAU, LOC117145370|XP_033166885.1|DMAU, LOC117145371|XP_033166886.1|DMAU
OG0000052	LOC117585521|XP_034130918.1|DGUA	LOC117143487|XP_033164091.1|DMAU, LOC117143488|XP_033164092.1|DMAU, LOC117143804|XP_033164539.1|DMAU, LOC117145315|XP_033166801.1|DMAU
OG0000052	LOC117579366|XP_034121106.1|DGUA	LOC117136886|XP_033153888.1|DMAU
OG0000052	LOC117579361|XP_034121090.1|DGUA	LOC117136885|XP_033153886.1|DMAU
OG0000053	LOC117591851|XP_034141110.1|DGUA	LOC117137105|XP_033154282.1|DMAU
OG0000053	LOC117591850|XP_034141108.1|DGUA	LOC117137096|XP_033154272.1|DMAU
OG0000053	LOC117591849|XP_034141106.1|DGUA	LOC117137094|XP_033154271.1|DMAU
OG0000053	LOC117589695|XP_034137786.1|DGUA	LOC117137107|XP_033154285.1|DMAU
OG0000054	LOC117591710|XP_034140920.1|DGUA, LOC117585614|XP_034131065.1|DGUA, LOC117585423|XP_034130788.1|DGUA	LOC117144491|XP_033165568.1|DMAU
OG0000054	LOC117585613|XP_034131060.1|DGUA	LOC117145202|XP_033166655.1|DMAU
OG0000054	LOC117585615|XP_034131067.1|DGUA	LOC117145522|XP_033167105.1|DMAU
