Orthogroup	DGUA.longest_only	DPER.longest_only
OG0000003	LOC117583299|XP_034127435.1|DGUA	LOC6591234|XP_002016680.1|DPER, LOC6591233|XP_002016679.1|DPER
OG0000003	LOC117592340|XP_034141928.1|DGUA	LOC6591232|XP_002016678.1|DPER
OG0000003	LOC117583309|XP_034127448.1|DGUA	LOC6591235|XP_002016681.1|DPER
OG0000003	LOC117583990|XP_034128606.1|DGUA	LOC6591236|XP_002016682.2|DPER
OG0000003	LOC117583987|XP_034128590.1|DGUA	LOC6591237|XP_026840952.1|DPER, LOC6591238|XP_002016684.1|DPER
OG0000003	LOC117587981|XP_034134880.1|DGUA	LOC6596552|XP_002021689.1|DPER
OG0000004	LOC117591772|XP_034140973.1|DGUA, LOC117591686|XP_034140901.1|DGUA, LOC117591643|XP_034140858.1|DGUA, LOC117591660|XP_034140874.1|DGUA	LOC6587537|XP_002013115.1|DPER
OG0000004	LOC117581358|XP_034124381.1|DGUA	LOC6599392|XP_026847172.1|DPER, LOC6599399|XP_026847197.1|DPER
OG0000005	LOC117591669|XP_034140883.1|DGUA	LOC113567239|XP_026850209.1|DPER
OG0000005	LOC117584032|XP_034128659.1|DGUA	LOC113567248|XP_026850218.1|DPER
OG0000005	LOC117581361|XP_034124384.1|DGUA	LOC113566308|XP_026847198.1|DPER, LOC6599391|XP_002024443.1|DPER
OG0000005	LOC117591646|XP_034140862.1|DGUA	LOC113567420|XP_026850959.1|DPER
OG0000006	LOC117591658|XP_034140872.1|DGUA	LOC113565364|XP_026842915.1|DPER, LOC113567237|XP_026850207.1|DPER, LOC113567385|XP_026850890.1|DPER, LOC113567411|XP_026850946.1|DPER
OG0000006	LOC117591672|XP_034140886.1|DGUA	LOC113567028|XP_026850039.1|DPER
OG0000006	LOC117591645|XP_034140861.1|DGUA	LOC6588461|XP_002013138.1|DPER, LOC113567246|XP_026850216.1|DPER, LOC113567245|XP_026850215.1|DPER, LOC6587643|XP_002013117.1|DPER, LOC113567402|XP_026850930.1|DPER, LOC113567395|XP_026850912.1|DPER
OG0000007	LOC117587429|XP_034133994.1|DGUA	LOC6601481|XP_002026421.1|DPER, LOC6601476|XP_002026420.1|DPER
OG0000007	LOC117587428|XP_034133991.1|DGUA	LOC6601482|XP_002026422.2|DPER
OG0000007	LOC117584024|XP_034128652.1|DGUA	LOC6596309|XP_002021479.1|DPER
OG0000007	LOC117592308|XP_034141873.1|DGUA	LOC6592462|XP_002017797.1|DPER
OG0000007	LOC117583354|XP_034127515.1|DGUA, LOC117583632|XP_034127972.1|DGUA, LOC117583285|XP_034127411.1|DGUA	LOC6595007|XP_002020464.1|DPER, LOC6595006|XP_002020463.1|DPER, LOC6595005|XP_002020462.1|DPER
OG0000007	LOC117584026|XP_034128654.1|DGUA	LOC6596310|XP_002021480.2|DPER
OG0000007	LOC117587067|XP_034133401.1|DGUA	LOC6601214|XP_002026310.2|DPER
OG0000007	LOC117584025|XP_034128653.1|DGUA	LOC6589529|XP_002015017.1|DPER
OG0000007	LOC117587430|XP_034133997.1|DGUA	LOC6601483|XP_026847920.1|DPER
OG0000007	LOC117587431|XP_034133998.1|DGUA	LOC6601458|XP_026847765.1|DPER
OG0000008	LOC117586140|XP_034131924.1|DGUA	LOC6594328|XP_026850351.1|DPER
OG0000008	LOC117579398|XP_034121168.1|DGUA	LOC6601897|XP_026849381.1|DPER
OG0000008	LOC117579397|XP_034121167.1|DGUA	LOC6601898|XP_002026947.1|DPER
OG0000008	LOC117581836|XP_034125174.1|DGUA	LOC6595506|XP_002020611.1|DPER
OG0000008	LOC117579400|XP_034121171.1|DGUA	LOC113566715|XP_026849382.1|DPER
OG0000008	LOC117586224|XP_034132052.1|DGUA	LOC6591821|XP_002016971.2|DPER
OG0000008	LOC117586223|XP_034132051.1|DGUA	LOC6591446|XP_026851133.1|DPER
OG0000008	LOC117586165|XP_034131957.1|DGUA	LOC6591826|XP_002016976.2|DPER
OG0000008	LOC117586225|XP_034132053.1|DGUA	LOC6591824|XP_026846323.1|DPER
OG0000008	LOC117586221|XP_034132048.1|DGUA	LOC6591822|XP_002016972.1|DPER
OG0000008	LOC117586120|XP_034131875.1|DGUA	LOC6591825|XP_026846385.1|DPER
OG0000008	LOC117586582|XP_034132641.1|DGUA	LOC6591827|XP_002016977.1|DPER
OG0000009	LOC117586341|XP_034132234.1|DGUA	LOC6594636|XP_026850331.1|DPER
OG0000009	LOC117586454|XP_034132388.1|DGUA	LOC6594634|XP_002019930.1|DPER
OG0000009	LOC117586340|XP_034132233.1|DGUA, LOC117585972|XP_034131672.1|DGUA	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER
OG0000009	LOC117585026|XP_034130159.1|DGUA, LOC117585051|XP_034130200.1|DGUA	LOC6591562|XP_002017111.1|DPER
OG0000009	LOC117587230|XP_034133688.1|DGUA	LOC6601280|XP_026841960.1|DPER
OG0000009	LOC117586357|XP_034132268.1|DGUA	LOC6591389|XP_002017359.1|DPER
OG0000009	LOC117588654|XP_034135988.1|DGUA	LOC6590982|XP_002016547.1|DPER
OG0000009	LOC117588663|XP_034136000.1|DGUA	LOC6590981|XP_002016546.2|DPER
OG0000010	LOC117591647|XP_034140863.1|DGUA, LOC117583778|XP_034128224.1|DGUA	LOC113567423|XP_026850962.1|DPER
OG0000010	LOC117591688|XP_034140902.1|DGUA	LOC113567240|XP_026850210.1|DPER, LOC113567398|XP_026850915.1|DPER, LOC113567415|XP_026850950.1|DPER
OG0000010	LOC117591679|XP_034140894.1|DGUA	LOC6588606|XP_002013139.1|DPER, LOC113567251|XP_026850221.1|DPER, LOC113567250|XP_026850220.1|DPER
OG0000011	LOC117587656|XP_034134438.1|DGUA	LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER
OG0000011	LOC117584843|XP_034129873.1|DGUA	LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER
OG0000011	LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA	LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER
OG0000011	LOC117582571|XP_034126303.1|DGUA	LOC6595395|XP_026844752.1|DPER
OG0000011	LOC117582572|XP_034126307.1|DGUA	LOC6595366|XP_002020802.2|DPER
OG0000011	LOC117582573|XP_034126310.1|DGUA	LOC6595391|XP_026844351.1|DPER
OG0000011	LOC117579965|XP_034122030.1|DGUA	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER
OG0000011	LOC117579216|XP_034120874.1|DGUA	LOC6599733|XP_002024838.2|DPER
OG0000011	LOC117585951|XP_034131639.1|DGUA	LOC6591544|XP_002017188.1|DPER
OG0000012	LOC117578829|XP_034120480.1|DGUA	LOC6589910|XP_026840670.1|DPER
OG0000012	LOC117578830|XP_034120484.1|DGUA	LOC6589909|XP_002016518.1|DPER
OG0000012	LOC117578828|XP_034120477.1|DGUA	LOC6589908|XP_026841658.1|DPER
OG0000012	LOC117578831|XP_034120485.1|DGUA	LOC6589911|XP_026840671.1|DPER
OG0000012	LOC117585419|XP_034130787.1|DGUA	LOC113565188|XP_026842345.1|DPER
OG0000012	LOC117585430|XP_034130799.1|DGUA	LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER
OG0000012	LOC117585406|XP_034130769.1|DGUA	LOC6589912|XP_002016521.1|DPER
OG0000012	LOC117592596|XP_034142370.1|DGUA	LOC6590586|XP_002016525.1|DPER
OG0000012	LOC117592593|XP_034142368.1|DGUA	LOC6590587|XP_002016526.1|DPER
OG0000012	LOC117592595|XP_034142369.1|DGUA	LOC6590588|XP_002016527.1|DPER
OG0000012	LOC117592597|XP_034142371.1|DGUA	LOC6590215|XP_002016528.1|DPER
OG0000012	LOC117592598|XP_034142372.1|DGUA	LOC6590216|XP_002016529.1|DPER
OG0000013	LOC117592555|XP_034142321.1|DGUA	LOC6600889|XP_026840828.1|DPER
OG0000013	LOC117590521|XP_034139126.1|DGUA	LOC6598353|XP_002023428.2|DPER
OG0000013	LOC117585977|XP_034131683.1|DGUA	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER
OG0000013	LOC117580093|XP_034122238.1|DGUA	LOC6602278|XP_002027327.1|DPER
OG0000013	LOC117589807|XP_034137915.1|DGUA	LOC113564954|XP_026840479.1|DPER
OG0000013	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER
OG0000013	LOC117583601|XP_034127885.1|DGUA	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER
OG0000015	LOC117583918|XP_034128488.1|DGUA	LOC6589937|XP_002015965.1|DPER, LOC6599931|XP_002025059.1|DPER
OG0000015	LOC117588212|XP_034135242.1|DGUA	LOC113565410|XP_026843113.1|DPER, LOC6593385|XP_002019084.1|DPER
OG0000016	LOC117589945|XP_034138127.1|DGUA	LOC6587871|XP_002013173.2|DPER
OG0000016	LOC117587659|XP_034134479.1|DGUA	LOC6593077|XP_002017890.1|DPER
OG0000016	LOC117583582|XP_034127854.1|DGUA	LOC6587678|XP_002013954.1|DPER
OG0000016	LOC117592229|XP_034141753.1|DGUA	LOC6601585|XP_002026606.2|DPER
OG0000016	LOC117587872|XP_034134741.1|DGUA	LOC6596237|XP_002021770.1|DPER
OG0000016	LOC117581434|XP_034124497.1|DGUA	LOC6599243|XP_002024300.1|DPER
OG0000016	LOC117588507|XP_034135722.1|DGUA	LOC6592910|XP_002018578.1|DPER
OG0000016	LOC117585750|XP_034131294.1|DGUA	LOC6587745|XP_026840230.1|DPER
OG0000016	LOC117579173|XP_034120827.1|DGUA	LOC6602189|XP_026848039.1|DPER
OG0000017	LOC117582389|XP_034125960.1|DGUA	LOC6590466|XP_002016652.1|DPER
OG0000017	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER
OG0000017	LOC117583173|XP_034127261.1|DGUA	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER
OG0000017	LOC117580469|XP_034122942.1|DGUA	LOC6592612|XP_002018160.1|DPER
OG0000017	LOC117583419|XP_034127607.1|DGUA	LOC6602127|XP_002027093.1|DPER
OG0000017	LOC117592152|XP_034141609.1|DGUA	LOC6592611|XP_002018159.1|DPER
OG0000017	LOC117582253|XP_034125754.1|DGUA	LOC6595669|XP_002020729.1|DPER
OG0000017	LOC117582249|XP_034125751.1|DGUA	LOC6595691|XP_002020717.1|DPER
OG0000018	LOC117587357|XP_034133889.1|DGUA	LOC6601448|XP_002026450.1|DPER
OG0000018	LOC117587353|XP_034133885.1|DGUA	LOC6601452|XP_002026454.1|DPER
OG0000018	LOC117587358|XP_034133890.1|DGUA	LOC6601451|XP_002026453.1|DPER
OG0000018	LOC117587351|XP_034133882.1|DGUA	LOC6601450|XP_002026452.1|DPER
OG0000018	LOC117587362|XP_034133895.1|DGUA, LOC117587361|XP_034133894.1|DGUA	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER
OG0000018	LOC117587365|XP_034133899.1|DGUA	LOC6601454|XP_026847893.1|DPER, LOC6601453|XP_002026455.1|DPER
OG0000019	LOC117583725|XP_034128132.1|DGUA	LOC6587177|XP_002013000.1|DPER
OG0000019	LOC117583724|XP_034128131.1|DGUA	LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER
OG0000019	LOC117583705|XP_034128081.1|DGUA	LOC6588514|XP_002012998.2|DPER
OG0000019	LOC117583723|XP_034128130.1|DGUA	LOC6587186|XP_002012999.1|DPER
OG0000019	LOC117583722|XP_034128122.1|DGUA	LOC6587205|XP_002013002.1|DPER
OG0000020	LOC117583658|XP_034128012.1|DGUA	LOC6594838|XP_002020242.2|DPER
OG0000020	LOC117578526|XP_034119977.1|DGUA	LOC6590666|XP_002015941.1|DPER
OG0000020	LOC117587736|XP_034134545.1|DGUA	LOC6589657|XP_002014518.1|DPER
OG0000020	LOC117586337|XP_034132223.1|DGUA	LOC6594627|XP_026850533.1|DPER
OG0000020	LOC117590165|XP_034138451.1|DGUA	LOC6594128|XP_002019432.1|DPER
OG0000020	LOC117584402|XP_034129156.1|DGUA	LOC6593366|XP_002018585.1|DPER
OG0000021	LOC117579999|XP_034122087.1|DGUA	LOC6603691|XP_002028659.1|DPER
OG0000021	LOC117578554|XP_034120017.1|DGUA	LOC6592715|XP_002018082.1|DPER
OG0000021	LOC117578555|XP_034120019.1|DGUA	LOC6592713|XP_002018080.1|DPER
OG0000021	LOC117578556|XP_034120020.1|DGUA	LOC6592714|XP_026841677.1|DPER
OG0000021	LOC117580314|XP_034122704.1|DGUA	LOC6592588|XP_002018070.2|DPER
OG0000021	LOC117580733|XP_034123298.1|DGUA	LOC6592233|XP_002018052.1|DPER
OG0000021	LOC117578557|XP_034120021.1|DGUA	LOC6592712|XP_002018079.1|DPER
OG0000021	LOC117590869|XP_034139782.1|DGUA	LOC6599244|XP_026848260.1|DPER
OG0000021	LOC117585696|XP_034131203.1|DGUA	LOC113565817|XP_026844838.1|DPER
OG0000021	LOC117582802|XP_034126721.1|DGUA	LOC6598730|XP_026840231.1|DPER
OG0000022	LOC117585826|XP_034131453.1|DGUA	LOC6593244|XP_026840814.1|DPER
OG0000022	LOC117587283|XP_034133760.1|DGUA	LOC6601032|XP_002026120.1|DPER
OG0000022	LOC117587287|XP_034133765.1|DGUA, LOC117587288|XP_034133766.1|DGUA, LOC117587289|XP_034133767.1|DGUA, LOC117587281|XP_034133758.1|DGUA	LOC6601030|XP_002026118.2|DPER, LOC6604616|XP_002029500.2|DPER, LOC113566795|XP_026849746.1|DPER, LOC6601061|XP_002026116.1|DPER, LOC113566796|XP_026849747.1|DPER
OG0000022	LOC117587284|XP_034133762.1|DGUA	LOC113566793|XP_026849743.1|DPER
OG0000022	LOC117587282|XP_034133759.1|DGUA	LOC113566797|XP_026849748.1|DPER
OG0000022	LOC117587286|XP_034133764.1|DGUA	LOC113566794|XP_026849744.1|DPER
OG0000023	LOC117586396|XP_034132318.1|DGUA	LOC6594350|XP_002019529.2|DPER
OG0000023	LOC117586009|XP_034131729.1|DGUA	LOC6594355|XP_002019534.1|DPER
OG0000023	LOC117586008|XP_034131728.1|DGUA	LOC6594114|XP_002019536.2|DPER
OG0000023	LOC117591288|XP_034140381.1|DGUA	LOC6590773|XP_002016461.1|DPER
OG0000023	LOC117586007|XP_034131727.1|DGUA	LOC6594113|XP_002019535.2|DPER
OG0000023	LOC117586006|XP_034131726.1|DGUA	LOC6594346|XP_002019525.2|DPER
OG0000023	LOC117586004|XP_034131723.1|DGUA	LOC6594348|XP_002019527.1|DPER
OG0000023	LOC117586277|XP_034132120.1|DGUA	LOC6594344|XP_002019523.1|DPER
OG0000024	LOC117590346|XP_034138754.1|DGUA	LOC6592576|XP_002017741.1|DPER, LOC6592577|XP_002017742.1|DPER
OG0000024	LOC117580026|XP_034122146.1|DGUA	LOC6592579|XP_002017744.1|DPER
OG0000024	LOC117580040|XP_034122171.1|DGUA	LOC6592578|XP_002017743.2|DPER
OG0000024	LOC117591149|XP_034140151.1|DGUA	LOC6593580|XP_002018871.1|DPER
OG0000024	LOC117578502|XP_034119928.1|DGUA	LOC6592580|XP_002017745.1|DPER
OG0000024	LOC117592048|XP_034141425.1|DGUA	LOC6591036|XP_002016629.1|DPER
OG0000025	LOC117590412|XP_034138901.1|DGUA	LOC6599955|XP_002025032.1|DPER
OG0000025	LOC117591718|XP_034140929.1|DGUA, LOC117591670|XP_034140884.1|DGUA	LOC6604122|XP_002029055.1|DPER
OG0000025	LOC117591779|XP_034140978.1|DGUA	LOC113567384|XP_026850889.1|DPER
OG0000026	LOC117588644|XP_034135968.1|DGUA	LOC6598208|XP_002023333.1|DPER
OG0000026	LOC117588100|XP_034135061.1|DGUA	LOC6589226|XP_002014215.1|DPER
OG0000026	LOC117581101|XP_034123883.1|DGUA	LOC6600343|XP_026848406.1|DPER
OG0000026	LOC117583741|XP_034128149.1|DGUA	LOC6587226|XP_002013258.1|DPER
OG0000026	LOC117583141|XP_034127222.1|DGUA, LOC117583140|XP_034127221.1|DGUA, LOC117583745|XP_034128155.1|DGUA, LOC117583744|XP_034128154.1|DGUA, LOC117583743|XP_034128152.1|DGUA, LOC117583742|XP_034128150.1|DGUA	LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER
OG0000026	LOC117589578|XP_034137528.1|DGUA	LOC6598768|XP_002023910.1|DPER
OG0000027	LOC117581694|XP_034124962.1|DGUA	LOC6589175|XP_002014624.1|DPER
OG0000027	LOC117582236|XP_034125737.1|DGUA	LOC6589890|XP_026844932.1|DPER
OG0000027	LOC117581693|XP_034124961.1|DGUA	LOC6589176|XP_002014625.1|DPER
OG0000028	LOC117579889|XP_034121915.1|DGUA, LOC117579893|XP_034121921.1|DGUA	LOC113566562|XP_026848458.1|DPER, LOC113566573|XP_026848580.1|DPER, LOC6602376|XP_026848583.1|DPER
OG0000028	LOC117579894|XP_034121922.1|DGUA, LOC117579895|XP_034121923.1|DGUA, LOC117579891|XP_034121917.1|DGUA, LOC117579890|XP_034121916.1|DGUA	LOC6602403|XP_002027408.2|DPER, LOC113566574|XP_026848581.1|DPER, LOC113566575|XP_026848582.1|DPER
OG0000028	LOC117579887|XP_034121914.1|DGUA	LOC6602374|XP_026848578.1|DPER
OG0000028	LOC117588956|XP_034136434.1|DGUA	LOC6599696|XP_002024949.1|DPER
OG0000029	LOC117592282|XP_034141836.1|DGUA	LOC6592269|XP_002017847.2|DPER
OG0000029	LOC117589682|XP_034137727.1|DGUA	LOC6587627|XP_026841612.1|DPER
OG0000029	LOC117579424|XP_034121195.1|DGUA	LOC6599019|XP_002024136.1|DPER
OG0000030	LOC117582242|XP_034125744.1|DGUA	LOC6595503|XP_002020608.1|DPER
OG0000030	LOC117584551|XP_034129394.1|DGUA	LOC6596396|XP_002021549.2|DPER
OG0000030	LOC117580408|XP_034122850.1|DGUA	LOC6592616|XP_002018164.1|DPER
OG0000030	LOC117580802|XP_034123393.1|DGUA	LOC6600142|XP_002025259.1|DPER
OG0000030	LOC117581439|XP_034124532.1|DGUA	LOC6597331|XP_002022519.1|DPER
OG0000031	LOC117584126|XP_034128769.1|DGUA	LOC6603379|XP_002028365.1|DPER
OG0000031	LOC117584798|XP_034129808.1|DGUA	LOC6589468|XP_002014413.1|DPER
OG0000032	LOC117583029|XP_034127075.1|DGUA	LOC6598612|XP_002023857.1|DPER
OG0000032	LOC117583030|XP_034127077.1|DGUA	LOC6598610|XP_026850099.1|DPER
OG0000032	LOC117583028|XP_034127074.1|DGUA	LOC6598616|XP_002023861.1|DPER
OG0000032	LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA	LOC6598615|XP_002023860.1|DPER
OG0000033	LOC117583114|XP_034127189.1|DGUA	LOC6594755|XP_002020092.1|DPER
OG0000033	LOC117578485|XP_034119909.1|DGUA	LOC6590958|XP_002015543.1|DPER
OG0000033	LOC117578484|XP_034119908.1|DGUA	LOC6590962|XP_002015544.1|DPER
OG0000033	LOC117589901|XP_034138062.1|DGUA	LOC6598819|XP_002023931.1|DPER
OG0000034	LOC117584525|XP_034129365.1|DGUA	LOC6589244|XP_002014736.2|DPER
OG0000034	LOC117584539|XP_034129382.1|DGUA	LOC6589243|XP_002014735.1|DPER
OG0000034	LOC117584364|XP_034129093.1|DGUA	LOC6589242|XP_002014734.1|DPER
OG0000034	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER
OG0000034	LOC117588068|XP_034135019.1|DGUA	LOC6593808|XP_026844827.1|DPER
OG0000036	LOC117586375|XP_034132294.1|DGUA	LOC6594433|XP_002019545.1|DPER
OG0000036	LOC117589622|XP_034137600.1|DGUA	LOC6587691|XP_002013731.1|DPER
OG0000036	LOC117590096|XP_034138331.1|DGUA	LOC6594383|XP_002019297.1|DPER
OG0000036	LOC117583751|XP_034128161.1|DGUA	LOC6594996|XP_002020162.1|DPER
OG0000037	LOC117581190|XP_034124041.1|DGUA	LOC6590968|XP_002015904.2|DPER
OG0000037	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER
OG0000037	LOC117589652|XP_034137676.1|DGUA	LOC6587269|XP_002012849.2|DPER
OG0000038	LOC117579886|XP_034121913.1|DGUA	LOC6602410|XP_002027415.1|DPER
OG0000038	LOC117579879|XP_034121893.1|DGUA	LOC6602412|XP_026848529.1|DPER
OG0000039	LOC117586049|XP_034131784.1|DGUA	LOC6591968|XP_026846968.1|DPER
OG0000039	LOC117590455|XP_034138980.1|DGUA	LOC6598396|XP_002023519.1|DPER
OG0000039	LOC117590456|XP_034138981.1|DGUA	LOC6598397|XP_002023520.1|DPER
OG0000039	LOC117590454|XP_034138979.1|DGUA	LOC6598395|XP_002023518.2|DPER
OG0000039	LOC117588357|XP_034135459.1|DGUA	LOC6599449|XP_026847206.1|DPER
OG0000040	LOC117586415|XP_034132343.1|DGUA	LOC113566301|XP_026847173.1|DPER
OG0000040	LOC117585619|XP_034131071.1|DGUA	LOC6594423|XP_002019755.2|DPER
OG0000040	LOC117585126|XP_034130340.1|DGUA	LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER
OG0000040	LOC117585623|XP_034131079.1|DGUA	LOC6594422|XP_002019754.1|DPER
OG0000040	LOC117585926|XP_034131583.1|DGUA	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER
OG0000040	LOC117586490|XP_034132479.1|DGUA	LOC6594617|XP_002019840.1|DPER
OG0000040	LOC117585962|XP_034131662.1|DGUA	LOC6594616|XP_002019839.1|DPER
OG0000040	LOC117583720|XP_034128120.1|DGUA	LOC6587705|XP_002012978.2|DPER
OG0000041	LOC117585912|XP_034131566.1|DGUA	LOC6591525|XP_002017073.1|DPER
OG0000041	LOC117585916|XP_034131573.1|DGUA	LOC6591526|XP_002017074.1|DPER
OG0000041	LOC117585914|XP_034131569.1|DGUA	LOC6591518|XP_002017066.1|DPER
OG0000041	LOC117591714|XP_034140925.1|DGUA	LOC6591551|XP_002017060.1|DPER
OG0000042	LOC117588578|XP_034135864.1|DGUA	LOC6597209|XP_002022617.2|DPER
OG0000042	LOC117592397|XP_034142005.1|DGUA	LOC6592870|XP_026842041.1|DPER
OG0000042	LOC117592396|XP_034142004.1|DGUA	LOC6592873|XP_002018540.1|DPER
OG0000042	LOC117592398|XP_034142007.1|DGUA	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER
OG0000042	LOC117582376|XP_034125933.1|DGUA	LOC6589097|XP_002014784.1|DPER
OG0000042	LOC117592399|XP_034142008.1|DGUA	LOC6592874|XP_002018541.2|DPER
OG0000043	LOC117585018|XP_034130150.1|DGUA	LOC6594473|XP_002019739.2|DPER
OG0000043	LOC117585017|XP_034130149.1|DGUA	LOC6594475|XP_002019741.1|DPER
OG0000043	LOC117585016|XP_034130147.1|DGUA	LOC6594476|XP_002019742.1|DPER
OG0000043	LOC117585502|XP_034130891.1|DGUA	LOC6594076|XP_002019736.1|DPER
OG0000043	LOC117584981|XP_034130079.1|DGUA	LOC6594478|XP_002019744.1|DPER
