Orthogroup	DGUA.longest_only	DSIM.longest_only
OG0000003	LOC117578447|XP_034119862.1|DGUA	LOC6733269|XP_002080332.1|DSIM
OG0000003	LOC117583299|XP_034127435.1|DGUA	LOC6734555|XP_002081564.3|DSIM
OG0000003	LOC117592340|XP_034141928.1|DGUA	LOC6734559|XP_002081568.1|DSIM
OG0000003	LOC117583309|XP_034127448.1|DGUA	LOC6734554|XP_039147555.1|DSIM
OG0000003	LOC117583990|XP_034128606.1|DGUA	LOC6733557|XP_016026506.1|DSIM
OG0000003	LOC117583987|XP_034128590.1|DGUA	LOC6733555|XP_039148197.1|DSIM
OG0000003	LOC117587981|XP_034134880.1|DGUA	LOC6731100|XP_002078257.3|DSIM
OG0000006	LOC117591658|XP_034140872.1|DGUA	LOC120285545|XP_039154135.1|DSIM
OG0000006	LOC117591645|XP_034140861.1|DGUA	LOC120285543|XP_039154133.1|DSIM, LOC120285261|XP_039152626.1|DSIM, LOC120285802|XP_039154352.1|DSIM, LOC120285799|XP_039154349.1|DSIM, LOC120285544|XP_039154134.1|DSIM, LOC27208095|XP_016025859.1|DSIM, LOC120285266|XP_039152652.1|DSIM
OG0000007	LOC117587429|XP_034133994.1|DGUA	LOC6736955|XP_002083802.1|DSIM
OG0000007	LOC117587428|XP_034133991.1|DGUA	LOC6736956|XP_002083803.1|DSIM
OG0000007	LOC117584024|XP_034128652.1|DGUA	LOC6731020|XP_002078181.1|DSIM
OG0000007	LOC117592308|XP_034141873.1|DGUA	LOC6733581|XP_002080635.1|DSIM
OG0000007	LOC117583201|XP_034127296.1|DGUA	LOC6730230|XP_002105513.1|DSIM, LOC6740467|XP_002077312.3|DSIM, LOC6730231|XP_002105514.2|DSIM
OG0000007	LOC117584026|XP_034128654.1|DGUA	LOC6731021|XP_002078182.1|DSIM
OG0000007	LOC117587067|XP_034133401.1|DGUA	LOC27206286|XP_016030986.1|DSIM
OG0000007	LOC117584025|XP_034128653.1|DGUA	LOC6731019|XP_002078180.2|DSIM
OG0000007	LOC117587430|XP_034133997.1|DGUA	LOC6736957|XP_016030597.1|DSIM
OG0000007	LOC117587431|XP_034133998.1|DGUA	LOC27207276|XP_016030598.2|DSIM
OG0000008	LOC117586140|XP_034131924.1|DGUA	LOC6727443|XP_016034017.1|DSIM
OG0000008	LOC117579398|XP_034121168.1|DGUA	LOC6736741|XP_002083597.1|DSIM
OG0000008	LOC117579397|XP_034121167.1|DGUA	LOC6736744|XP_016030372.1|DSIM
OG0000008	LOC117581836|XP_034125174.1|DGUA	LOC6732025|XP_039148682.1|DSIM
OG0000008	LOC117579400|XP_034121171.1|DGUA	LOC6736742|XP_002083598.1|DSIM
OG0000008	LOC117586224|XP_034132052.1|DGUA, LOC117586223|XP_034132051.1|DGUA	LOC6726999|XP_039151364.1|DSIM, LOC120285030|XP_039151250.1|DSIM
OG0000008	LOC117586165|XP_034131957.1|DGUA	LOC6726996|XP_002102397.1|DSIM
OG0000008	LOC117586120|XP_034131875.1|DGUA	LOC6726997|XP_002102398.2|DSIM
OG0000008	LOC117586582|XP_034132641.1|DGUA	LOC6726995|XP_002102396.1|DSIM
OG0000009	LOC117586341|XP_034132234.1|DGUA	LOC6727419|XP_002102801.1|DSIM
OG0000009	LOC117586454|XP_034132388.1|DGUA	LOC6727422|XP_002102804.2|DSIM
OG0000009	LOC117586340|XP_034132233.1|DGUA, LOC117585972|XP_034131672.1|DGUA	LOC6727423|XP_016033975.1|DSIM, LOC6727420|XP_002102802.1|DSIM
OG0000009	LOC117585026|XP_034130159.1|DGUA, LOC117585051|XP_034130200.1|DGUA	LOC6736925|XP_002083772.1|DSIM, LOC6736926|XP_002083773.1|DSIM
OG0000009	LOC117587230|XP_034133688.1|DGUA	LOC6736062|XP_002082963.1|DSIM
OG0000009	LOC117586357|XP_034132268.1|DGUA	LOC6728414|XP_016035007.1|DSIM
OG0000009	LOC117588654|XP_034135988.1|DGUA	LOC6734157|XP_002081186.1|DSIM
OG0000009	LOC117588663|XP_034136000.1|DGUA	LOC6734155|XP_002081184.1|DSIM, LOC6734156|XP_002081185.1|DSIM
OG0000010	LOC117583778|XP_034128224.1|DGUA	LOC120285280|XP_039152696.1|DSIM
OG0000010	LOC117591688|XP_034140902.1|DGUA	LOC120285553|XP_039154144.1|DSIM, LOC120285282|XP_039152699.1|DSIM
OG0000010	LOC117591679|XP_034140894.1|DGUA	LOC120285813|XP_039154363.1|DSIM, LOC6728075|XP_016034694.1|DSIM
OG0000011	LOC117587656|XP_034134438.1|DGUA, LOC117584846|XP_034129875.1|DGUA, LOC117582569|XP_034126300.1|DGUA, LOC117582570|XP_034126301.1|DGUA, LOC117584825|XP_034129842.1|DGUA, LOC117584102|XP_034128742.1|DGUA, LOC117584843|XP_034129873.1|DGUA, LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA, LOC117582571|XP_034126303.1|DGUA, LOC117582572|XP_034126307.1|DGUA, LOC117582573|XP_034126310.1|DGUA	LOC6730832|XP_016023246.1|DSIM, LOC6730831|XP_002077997.2|DSIM, LOC27207823|XP_016023441.1|DSIM, LOC27206207|XP_039149631.1|DSIM, LOC27208543|XP_016037023.1|DSIM, LOC27207879|XP_016023440.1|DSIM, LOC27208182|XP_016025194.2|DSIM, LOC6732545|XP_016025201.1|DSIM, LOC6725826|XP_016039150.1|DSIM, LOC27206349|XP_016039152.1|DSIM
OG0000011	LOC117579965|XP_034122030.1|DGUA	LOC6737998|XP_002084813.2|DSIM
OG0000011	LOC117579216|XP_034120874.1|DGUA	LOC27206230|XP_016031794.1|DSIM
OG0000011	LOC117585951|XP_034131639.1|DGUA	LOC6728756|XP_002104091.1|DSIM
OG0000012	LOC117578829|XP_034120480.1|DGUA	LOC6735247|XP_016028572.1|DSIM
OG0000012	LOC117578830|XP_034120484.1|DGUA	LOC6735246|XP_016028570.1|DSIM
OG0000012	LOC117578828|XP_034120477.1|DGUA	LOC6735245|XP_016028569.1|DSIM
OG0000012	LOC117578831|XP_034120485.1|DGUA	LOC6735248|XP_016028574.1|DSIM
OG0000012	LOC117585419|XP_034130787.1|DGUA, LOC117585430|XP_034130799.1|DGUA	LOC6735250|XP_002082223.1|DSIM
OG0000012	LOC117585406|XP_034130769.1|DGUA	LOC6735249|XP_016028575.1|DSIM
OG0000012	LOC117592596|XP_034142370.1|DGUA	LOC6734131|XP_002081160.1|DSIM
OG0000012	LOC117592593|XP_034142368.1|DGUA	LOC6734132|XP_016027145.1|DSIM
OG0000012	LOC117592595|XP_034142369.1|DGUA	LOC6734133|XP_002081162.3|DSIM, LOC6734134|XP_016027146.1|DSIM
OG0000012	LOC117592597|XP_034142371.1|DGUA	LOC6734135|XP_002081164.1|DSIM
OG0000012	LOC117592598|XP_034142372.1|DGUA	LOC6734136|XP_016027147.1|DSIM
OG0000013	LOC117592555|XP_034142321.1|DGUA	LOC6734455|XP_002081474.1|DSIM
OG0000013	LOC117590521|XP_034139126.1|DGUA	LOC6725717|XP_016038992.1|DSIM
OG0000013	LOC117585977|XP_034131683.1|DGUA	LOC6728006|XP_016034604.1|DSIM
OG0000013	LOC117580093|XP_034122238.1|DGUA	LOC6737992|XP_016031791.1|DSIM
OG0000013	LOC117589807|XP_034137915.1|DGUA	LOC6728269|XP_002103618.2|DSIM
OG0000013	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA	LOC6729335|XP_016035977.1|DSIM
OG0000013	LOC117583601|XP_034127885.1|DGUA	LOC120284969|XP_039150774.1|DSIM, LOC6728340|XP_016022730.2|DSIM, LOC6728451|XP_039151887.1|DSIM, LOC27206470|XP_016035065.1|DSIM
OG0000015	LOC117588212|XP_034135242.1|DGUA	LOC27206160|XP_016027033.1|DSIM
OG0000016	LOC117589945|XP_034138127.1|DGUA	LOC6728214|XP_016034853.1|DSIM
OG0000016	LOC117587659|XP_034134479.1|DGUA	LOC6735456|XP_002082396.1|DSIM
OG0000016	LOC117583582|XP_034127854.1|DGUA	LOC6728317|XP_002103666.1|DSIM
OG0000016	LOC117592229|XP_034141753.1|DGUA	LOC6734815|XP_016028043.1|DSIM
OG0000016	LOC117581434|XP_034124497.1|DGUA	LOC6725225|XP_016038239.1|DSIM
OG0000016	LOC117588507|XP_034135722.1|DGUA	LOC6733183|XP_016026067.1|DSIM
OG0000016	LOC117585750|XP_034131294.1|DGUA	LOC6727955|XP_016034553.1|DSIM
OG0000016	LOC117579173|XP_034120827.1|DGUA	LOC6739089|XP_016032930.1|DSIM
OG0000017	LOC117582389|XP_034125960.1|DGUA	LOC6733445|XP_002080502.2|DSIM
OG0000017	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA	LOC6733173|XP_002080249.1|DSIM
OG0000017	LOC117583173|XP_034127261.1|DGUA	LOC6729887|XP_002105190.2|DSIM
OG0000017	LOC117580469|XP_034122942.1|DGUA	LOC6735880|XP_002082790.1|DSIM
OG0000017	LOC117583419|XP_034127607.1|DGUA	LOC6733175|XP_002080251.2|DSIM
OG0000017	LOC117592152|XP_034141609.1|DGUA	LOC6735881|XP_002082791.1|DSIM
OG0000017	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA	LOC6730585|XP_016023026.1|DSIM, LOC6730584|XP_002077763.1|DSIM
OG0000018	LOC117587357|XP_034133889.1|DGUA	LOC6736980|XP_002083827.1|DSIM
OG0000018	LOC117587353|XP_034133885.1|DGUA	LOC6736987|XP_002083834.1|DSIM
OG0000018	LOC117587358|XP_034133890.1|DGUA	LOC6736983|XP_002083830.1|DSIM
OG0000018	LOC117587351|XP_034133882.1|DGUA	LOC6736982|XP_002083829.1|DSIM
OG0000019	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA	LOC6729811|XP_002105114.1|DSIM
OG0000019	LOC117583705|XP_034128081.1|DGUA	LOC6729806|XP_002105109.2|DSIM
OG0000019	LOC117583723|XP_034128130.1|DGUA	LOC6729809|XP_002105112.1|DSIM
OG0000019	LOC117583722|XP_034128122.1|DGUA	LOC6729812|XP_002105115.1|DSIM, LOC6729813|XP_002105116.1|DSIM
OG0000020	LOC117583658|XP_034128012.1|DGUA	LOC6730019|XP_002105313.2|DSIM
OG0000020	LOC117578526|XP_034119977.1|DGUA	LOC6735524|XP_016028869.1|DSIM
OG0000020	LOC117587736|XP_034134545.1|DGUA	LOC27207807|XP_039147183.1|DSIM, LOC6733705|XP_002080752.3|DSIM, LOC6731489|XP_016024167.1|DSIM
OG0000020	LOC117586337|XP_034132223.1|DGUA	LOC6727407|XP_016033953.2|DSIM
OG0000020	LOC117590165|XP_034138451.1|DGUA	LOC6728507|XP_016035147.1|DSIM
OG0000020	LOC117584402|XP_034129156.1|DGUA	LOC6733023|XP_016025710.1|DSIM
OG0000021	LOC117578555|XP_034120019.1|DGUA	LOC6730820|XP_002077987.1|DSIM
OG0000021	LOC117580314|XP_034122704.1|DGUA	LOC6735639|XP_002082557.1|DSIM
OG0000021	LOC117580733|XP_034123298.1|DGUA	LOC6739483|XP_002076381.1|DSIM
OG0000021	LOC117590869|XP_034139782.1|DGUA	LOC6725592|XP_039153232.1|DSIM
OG0000021	LOC117585696|XP_034131203.1|DGUA	LOC6729419|XP_002104734.2|DSIM
OG0000021	LOC117582802|XP_034126721.1|DGUA	LOC6728358|XP_016034980.1|DSIM
OG0000022	LOC117585826|XP_034131453.1|DGUA	LOC27206614|XP_039147853.1|DSIM
OG0000022	LOC117587283|XP_034133760.1|DGUA	LOC6736292|XP_002083176.1|DSIM
OG0000022	LOC117587284|XP_034133762.1|DGUA	LOC27206641|XP_016022646.2|DSIM, LOC6739595|XP_002076490.1|DSIM
OG0000022	LOC117587282|XP_034133759.1|DGUA	LOC27207148|XP_016029776.1|DSIM
OG0000023	LOC117586396|XP_034132318.1|DGUA	LOC6727104|XP_002102497.2|DSIM
OG0000023	LOC117586008|XP_034131728.1|DGUA	LOC6727107|XP_016033584.1|DSIM
OG0000023	LOC117591288|XP_034140381.1|DGUA	LOC6735713|XP_002082629.1|DSIM
OG0000023	LOC117586007|XP_034131727.1|DGUA	LOC6727106|XP_039151383.1|DSIM
OG0000023	LOC117586005|XP_034131725.1|DGUA	LOC6727099|XP_002102492.1|DSIM
OG0000023	LOC117586006|XP_034131726.1|DGUA	LOC6727095|XP_016033580.1|DSIM
OG0000023	LOC117586004|XP_034131723.1|DGUA	LOC6727097|XP_002102490.1|DSIM
OG0000023	LOC117586277|XP_034132120.1|DGUA	LOC6727094|XP_016033578.1|DSIM
OG0000024	LOC117580035|XP_034122157.1|DGUA	LOC6733991|XP_002081035.1|DSIM
OG0000024	LOC117580026|XP_034122146.1|DGUA	LOC27209398|XP_016027021.1|DSIM
OG0000024	LOC117580040|XP_034122171.1|DGUA	LOC6733990|XP_002081034.2|DSIM
OG0000024	LOC117591149|XP_034140151.1|DGUA	LOC6732909|XP_002080014.1|DSIM
OG0000024	LOC117578502|XP_034119928.1|DGUA	LOC6733989|XP_002081033.1|DSIM
OG0000024	LOC117592048|XP_034141425.1|DGUA	LOC6739427|XP_002076329.1|DSIM
OG0000025	LOC117584685|XP_034129605.1|DGUA, LOC117590412|XP_034138901.1|DGUA	LOC27207833|XP_016038650.1|DSIM
OG0000025	LOC117591718|XP_034140929.1|DGUA, LOC117591670|XP_034140884.1|DGUA	LOC120285797|XP_039154346.1|DSIM
OG0000026	LOC117588644|XP_034135968.1|DGUA	LOC6725654|XP_002106661.1|DSIM
OG0000026	LOC117588100|XP_034135061.1|DGUA	LOC6731167|XP_002078325.1|DSIM
OG0000026	LOC117581101|XP_034123883.1|DGUA	LOC6725713|XP_002106716.1|DSIM
OG0000026	LOC117583741|XP_034128149.1|DGUA, LOC117583141|XP_034127222.1|DGUA, LOC117583140|XP_034127221.1|DGUA, LOC117583745|XP_034128155.1|DGUA, LOC117583744|XP_034128154.1|DGUA, LOC117583743|XP_034128152.1|DGUA, LOC117583742|XP_034128150.1|DGUA	LOC6726897|XP_002102299.1|DSIM
OG0000026	LOC117589578|XP_034137528.1|DGUA	LOC6727211|XP_002102603.1|DSIM
OG0000027	LOC117581694|XP_034124962.1|DGUA	LOC6731383|XP_002078536.1|DSIM
OG0000027	LOC117582236|XP_034125737.1|DGUA	LOC6731386|XP_002078539.1|DSIM
OG0000027	LOC117581693|XP_034124961.1|DGUA	LOC6731384|XP_002078537.1|DSIM
OG0000028	LOC117579887|XP_034121914.1|DGUA	LOC6738680|XP_039149230.1|DSIM
OG0000028	LOC117588956|XP_034136434.1|DGUA	LOC120284696|XP_039148939.1|DSIM
OG0000029	LOC117592282|XP_034141836.1|DGUA	LOC6733757|XP_002080801.1|DSIM, LOC6735151|XP_002082126.1|DSIM, LOC6731526|XP_002078674.1|DSIM
OG0000029	LOC117589682|XP_034137727.1|DGUA	LOC6731962|XP_016024641.1|DSIM, LOC6728974|XP_002104302.1|DSIM
OG0000029	LOC117579424|XP_034121195.1|DGUA	LOC27208471|XP_016032409.1|DSIM
OG0000030	LOC117582242|XP_034125744.1|DGUA	LOC6732022|XP_002079155.1|DSIM
OG0000030	LOC117584551|XP_034129394.1|DGUA	LOC6730745|XP_002077913.2|DSIM
OG0000030	LOC117580408|XP_034122850.1|DGUA	LOC6735876|XP_002082786.1|DSIM
OG0000030	LOC117580802|XP_034123393.1|DGUA	LOC27208281|XP_039152536.1|DSIM
OG0000030	LOC117581439|XP_034124532.1|DGUA	LOC6740355|XP_002077222.1|DSIM
OG0000031	LOC117584126|XP_034128769.1|DGUA	LOC6732472|XP_016025109.1|DSIM, LOC27206502|XP_016025100.2|DSIM, LOC6732447|XP_002079568.2|DSIM
OG0000031	LOC117584798|XP_034129808.1|DGUA	LOC6731777|XP_016024472.1|DSIM
OG0000032	LOC117583029|XP_034127075.1|DGUA	LOC6728385|XP_016034993.2|DSIM
OG0000032	LOC117583031|XP_034127078.1|DGUA	LOC6728383|XP_002103731.2|DSIM, LOC6728381|XP_016034991.1|DSIM
OG0000032	LOC117583028|XP_034127074.1|DGUA	LOC6728378|XP_002103726.1|DSIM
OG0000033	LOC117583114|XP_034127189.1|DGUA	LOC6729955|XP_039150847.1|DSIM
OG0000033	LOC117578485|XP_034119909.1|DGUA	LOC6733292|XP_016026219.1|DSIM
OG0000033	LOC117578484|XP_034119908.1|DGUA	LOC6733297|XP_016026220.1|DSIM
OG0000033	LOC117589901|XP_034138062.1|DGUA	LOC6738496|XP_002085302.1|DSIM, LOC6727186|XP_002102578.1|DSIM, LOC6727187|XP_002102579.2|DSIM, LOC6734776|XP_002081779.1|DSIM, LOC6734775|XP_016027979.1|DSIM
OG0000034	LOC117584525|XP_034129365.1|DGUA	LOC6734824|XP_002081826.2|DSIM, LOC6732560|XP_002079679.3|DSIM
OG0000034	LOC117584539|XP_034129382.1|DGUA	LOC6732561|XP_002079680.1|DSIM
OG0000034	LOC117584364|XP_034129093.1|DGUA	LOC27209034|XP_016025242.1|DSIM
OG0000034	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA	LOC6732919|XP_002080023.2|DSIM, LOC6728308|XP_016034943.1|DSIM, LOC6728309|XP_016034944.1|DSIM
OG0000034	LOC117588068|XP_034135019.1|DGUA	LOC6731186|XP_002078345.3|DSIM
OG0000036	LOC117586375|XP_034132294.1|DGUA	LOC6727116|XP_002102509.1|DSIM
OG0000036	LOC117589622|XP_034137600.1|DGUA	LOC6727985|XP_002103337.2|DSIM
OG0000036	LOC117590096|XP_034138331.1|DGUA	LOC6726665|XP_039151600.1|DSIM
OG0000036	LOC117583751|XP_034128161.1|DGUA	LOC6729259|XP_016035909.1|DSIM, LOC6729260|XP_002104580.2|DSIM
OG0000037	LOC117581190|XP_034124041.1|DGUA	LOC6735171|XP_016028454.1|DSIM
OG0000037	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA	LOC6727491|XP_002102871.2|DSIM, LOC6727490|XP_002102870.2|DSIM
OG0000038	LOC117579886|XP_034121913.1|DGUA	LOC6738693|XP_002085495.1|DSIM
OG0000038	LOC117579879|XP_034121893.1|DGUA	LOC6738696|XP_016032514.1|DSIM
OG0000039	LOC117586049|XP_034131784.1|DGUA	LOC6726964|XP_002102366.2|DSIM
OG0000039	LOC117590455|XP_034138980.1|DGUA	LOC27207643|XP_016039311.1|DSIM
OG0000039	LOC117590456|XP_034138981.1|DGUA	LOC6740324|XP_002077196.2|DSIM
OG0000039	LOC117588357|XP_034135459.1|DGUA	LOC6725586|XP_039153235.1|DSIM
OG0000040	LOC117586415|XP_034132343.1|DGUA	LOC6727642|XP_002103019.1|DSIM
OG0000040	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA	LOC6728556|XP_002103897.1|DSIM
OG0000040	LOC117585623|XP_034131079.1|DGUA	LOC6728557|XP_002103898.1|DSIM
OG0000040	LOC117585926|XP_034131583.1|DGUA	LOC6727641|XP_002103018.1|DSIM
OG0000040	LOC117586490|XP_034132479.1|DGUA	LOC6727640|XP_016034235.1|DSIM
OG0000040	LOC117585962|XP_034131662.1|DGUA	LOC6727638|XP_002103015.1|DSIM
OG0000040	LOC117583720|XP_034128120.1|DGUA	LOC6730355|XP_002105637.2|DSIM
OG0000041	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA	LOC6729586|XP_002104894.1|DSIM, LOC6740781|XP_016036235.1|DSIM, LOC6729587|XP_002104895.1|DSIM, LOC6729591|XP_002104899.1|DSIM, LOC6729588|XP_016036234.1|DSIM, LOC6729589|XP_002104897.1|DSIM
OG0000041	LOC117585914|XP_034131569.1|DGUA	LOC6729598|XP_002104906.1|DSIM
OG0000042	LOC117588578|XP_034135864.1|DGUA	LOC27209427|XP_016038683.1|DSIM
OG0000042	LOC117592397|XP_034142005.1|DGUA	LOC6735085|XP_039148041.1|DSIM
OG0000042	LOC117592396|XP_034142004.1|DGUA	LOC6735089|XP_039148042.1|DSIM
OG0000042	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA	LOC6735086|XP_002082063.1|DSIM, LOC120284425|XP_039148040.1|DSIM, LOC6735088|XP_039148043.1|DSIM, LOC120284426|XP_039148044.1|DSIM, LOC6735087|XP_002082064.1|DSIM
OG0000042	LOC117592399|XP_034142008.1|DGUA	LOC6735090|XP_016028363.1|DSIM
OG0000043	LOC117585018|XP_034130150.1|DGUA	LOC27207593|XP_016035207.2|DSIM
OG0000043	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA	LOC6728570|XP_016035206.2|DSIM
OG0000043	LOC117585502|XP_034130891.1|DGUA	LOC6728574|XP_002103915.1|DSIM
OG0000043	LOC117584981|XP_034130079.1|DGUA	LOC6728568|XP_002103909.1|DSIM, LOC6728566|XP_002103907.3|DSIM, LOC6730335|XP_016037102.1|DSIM
OG0000044	LOC117585917|XP_034131574.1|DGUA	LOC6729601|XP_016036243.1|DSIM
OG0000044	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA	LOC6729605|XP_002104913.1|DSIM, LOC6729606|XP_002104914.1|DSIM
OG0000044	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA	LOC6729602|XP_016036244.1|DSIM, LOC6729604|XP_002104912.1|DSIM, LOC6729603|XP_016036245.1|DSIM
OG0000044	LOC117590011|XP_034138189.1|DGUA	LOC6728484|XP_016035123.1|DSIM
OG0000045	LOC117586936|XP_034133192.1|DGUA	LOC27207701|XP_016031376.1|DSIM
OG0000045	LOC117587010|XP_034133310.1|DGUA	LOC6737583|XP_039149017.1|DSIM, LOC120284704|XP_039149018.1|DSIM, LOC120284202|XP_002084415.1|DSIM
OG0000045	LOC117579473|XP_034121255.1|DGUA	LOC6737082|XP_002083929.1|DSIM
OG0000045	LOC117579463|XP_034121242.1|DGUA	LOC6737081|XP_002083928.1|DSIM
OG0000046	LOC117589785|XP_034137874.1|DGUA	LOC6727218|XP_002102610.2|DSIM
OG0000046	LOC117591350|XP_034140469.1|DGUA	LOC27208258|XP_039152751.1|DSIM, LOC6726461|XP_002107418.1|DSIM
OG0000046	LOC117592033|XP_034141382.1|DGUA	LOC6726459|XP_016040040.1|DSIM
OG0000046	LOC117583276|XP_034127392.1|DGUA	LOC6729249|XP_002104570.1|DSIM, LOC6729250|XP_016035903.2|DSIM, LOC6729248|XP_016035902.2|DSIM, LOC6729247|XP_039150891.1|DSIM, LOC6736058|XP_016029460.1|DSIM, LOC6729246|XP_002104567.2|DSIM, LOC6734258|XP_016027304.1|DSIM
OG0000047	LOC117591384|XP_034140523.1|DGUA	LOC6734785|XP_039147648.1|DSIM
OG0000047	LOC117592295|XP_034141855.1|DGUA	LOC6734782|XP_002081785.2|DSIM
OG0000047	LOC117582832|XP_034126782.1|DGUA	LOC6734347|XP_002081368.2|DSIM
OG0000047	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA	LOC27206290|XP_016031336.1|DSIM
OG0000047	LOC117591732|XP_034140939.1|DGUA	LOC6734356|XP_002081377.1|DSIM
OG0000047	LOC117580178|XP_034122428.1|DGUA	LOC6737553|XP_016031338.1|DSIM
OG0000048	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA	LOC6738296|XP_002085107.2|DSIM, LOC6738295|XP_002085106.1|DSIM
OG0000048	LOC117589276|XP_034136957.1|DGUA	LOC6738287|XP_039149226.1|DSIM
OG0000048	LOC117588957|XP_034136435.1|DGUA	LOC6738291|XP_002085102.1|DSIM
OG0000049	LOC117583088|XP_034127157.1|DGUA	LOC6727737|XP_002103099.1|DSIM
OG0000049	LOC117583087|XP_034127156.1|DGUA	LOC6727734|XP_002103096.1|DSIM
OG0000049	LOC117583320|XP_034127470.1|DGUA	LOC6727738|XP_002103100.1|DSIM
OG0000049	LOC117583322|XP_034127471.1|DGUA	LOC6727740|XP_002103102.1|DSIM
OG0000049	LOC117583323|XP_034127472.1|DGUA	LOC6727739|XP_002103101.1|DSIM
OG0000049	LOC117583085|XP_034127153.1|DGUA	LOC6727733|XP_002103095.1|DSIM
OG0000050	LOC117592164|XP_034141627.1|DGUA	LOC6734037|XP_002081073.1|DSIM
OG0000050	LOC117580439|XP_034122886.1|DGUA	LOC6739122|XP_002085915.1|DSIM
OG0000050	LOC117580435|XP_034122881.1|DGUA	LOC6739125|XP_002085918.1|DSIM
OG0000050	LOC117580059|XP_034122189.1|DGUA	LOC6739124|XP_002085917.1|DSIM
OG0000050	LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA	LOC27208454|XP_016032970.1|DSIM
OG0000050	LOC117580434|XP_034122880.1|DGUA	LOC6739126|XP_002085919.1|DSIM
OG0000050	LOC117580436|XP_034122883.1|DGUA	LOC6739123|XP_016032971.1|DSIM
OG0000051	LOC117584976|XP_034130071.1|DGUA	LOC6728912|XP_016035601.1|DSIM
OG0000051	LOC117589573|XP_034137517.1|DGUA, LOC117589575|XP_034137522.1|DGUA	LOC6728321|XP_002103670.1|DSIM
OG0000051	LOC117586424|XP_034132352.1|DGUA, LOC117586281|XP_034132126.1|DGUA	LOC6728085|XP_002103437.1|DSIM, LOC6728404|XP_039151489.1|DSIM
