Orthogroup	DGUA.longest_only	DHYD.longest_only
OG0000009	LOC117586454|XP_034132388.1|DGUA	LOC111604987|XP_023179051.2|DHYD
OG0000009	LOC117586340|XP_034132233.1|DGUA, LOC117585972|XP_034131672.1|DGUA	LOC111605001|XP_030078619.1|DHYD, LOC111604977|XP_023179030.2|DHYD
OG0000009	LOC117585026|XP_034130159.1|DGUA, LOC117585051|XP_034130200.1|DGUA	LOC111603540|XP_030079215.1|DHYD
OG0000009	LOC117587230|XP_034133688.1|DGUA	LOC111592528|XP_023160554.2|DHYD, LOC111594331|XP_023163344.2|DHYD, LOC111602576|XP_023175499.2|DHYD
OG0000009	LOC117588654|XP_034135988.1|DGUA	LOC111593549|XP_023162171.2|DHYD
OG0000009	LOC117588663|XP_034136000.1|DGUA	LOC111592898|XP_030080280.1|DHYD, LOC115483193|XP_030080245.1|DHYD, LOC111592901|XP_030080244.1|DHYD
OG0000010	LOC117583778|XP_034128224.1|DGUA	LOC115483191|XP_030080236.1|DHYD, LOC115483264|XP_030080469.1|DHYD
OG0000010	LOC117591688|XP_034140902.1|DGUA	LOC115483287|XP_030080490.1|DHYD, LOC115483262|XP_030080467.1|DHYD
OG0000010	LOC117591679|XP_034140894.1|DGUA	LOC115482884|XP_030078994.1|DHYD, LOC115483312|XP_030080549.1|DHYD, LOC115482905|XP_030079011.1|DHYD, LOC115483288|XP_030080491.1|DHYD, LOC115483286|XP_030080489.1|DHYD, LOC115482881|XP_030078991.1|DHYD, LOC115483289|XP_030080492.1|DHYD
OG0000011	LOC117585951|XP_034131639.1|DGUA	LOC111599147|XP_023170484.2|DHYD
OG0000012	LOC117578829|XP_034120480.1|DGUA	LOC111603849|XP_023177406.2|DHYD
OG0000012	LOC117578830|XP_034120484.1|DGUA	LOC111603850|XP_023177409.2|DHYD
OG0000012	LOC117578828|XP_034120477.1|DGUA	LOC111603802|XP_023177320.1|DHYD
OG0000012	LOC117578831|XP_034120485.1|DGUA	LOC111603848|XP_023177404.2|DHYD
OG0000012	LOC117585419|XP_034130787.1|DGUA, LOC117585430|XP_034130799.1|DGUA, LOC117585406|XP_034130769.1|DGUA	LOC111592160|XP_023159980.2|DHYD, LOC111592239|XP_023160091.2|DHYD, LOC111603807|XP_023177327.2|DHYD, LOC111604855|XP_030081317.1|DHYD, LOC111604825|XP_023178816.2|DHYD, LOC111597894|XP_023168597.2|DHYD, LOC115483456|XP_030081372.1|DHYD, LOC111597897|XP_030081373.1|DHYD, LOC115483455|XP_030081371.1|DHYD, LOC111597905|XP_030081306.1|DHYD
OG0000012	LOC117592596|XP_034142370.1|DGUA, LOC117592593|XP_034142368.1|DGUA, LOC117592595|XP_034142369.1|DGUA	LOC111597898|XP_023168600.2|DHYD
OG0000012	LOC117592597|XP_034142371.1|DGUA, LOC117592598|XP_034142372.1|DGUA	LOC111597903|XP_023168607.2|DHYD
OG0000013	LOC117592555|XP_034142321.1|DGUA	LOC111593737|XP_023162498.2|DHYD
OG0000013	LOC117590521|XP_034139126.1|DGUA	LOC111605302|XP_030080103.1|DHYD
OG0000013	LOC117585977|XP_034131683.1|DGUA	LOC111603010|XP_023176183.1|DHYD
OG0000013	LOC117580093|XP_034122238.1|DGUA	LOC111604413|XP_023178237.2|DHYD
OG0000013	LOC117589807|XP_034137915.1|DGUA	LOC111594553|XP_023163674.1|DHYD
OG0000013	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA	LOC111596498|XP_023166527.2|DHYD, LOC111604194|XP_030080808.1|DHYD
OG0000013	LOC117583601|XP_034127885.1|DGUA	LOC111593623|XP_023162259.1|DHYD, LOC115482793|XP_030078668.1|DHYD, LOC111601646|XP_030078669.1|DHYD
OG0000016	LOC117589945|XP_034138127.1|DGUA	LOC111605496|XP_023179814.1|DHYD
OG0000016	LOC117587659|XP_034134479.1|DGUA	LOC111602093|XP_023174795.1|DHYD
OG0000016	LOC117583582|XP_034127854.1|DGUA	LOC111598341|XP_023169316.1|DHYD
OG0000016	LOC117592229|XP_034141753.1|DGUA	LOC111592540|XP_023160594.1|DHYD
OG0000016	LOC117581434|XP_034124497.1|DGUA	LOC111597353|XP_023167768.1|DHYD
OG0000016	LOC117588507|XP_034135722.1|DGUA	LOC111603208|XP_023176475.1|DHYD
OG0000016	LOC117585750|XP_034131294.1|DGUA	LOC111595218|XP_023164600.1|DHYD
OG0000016	LOC117579173|XP_034120827.1|DGUA	LOC111599234|XP_023170599.1|DHYD
OG0000017	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA	LOC111600908|XP_023173032.2|DHYD, LOC111600896|XP_023173004.2|DHYD
OG0000017	LOC117583173|XP_034127261.1|DGUA	LOC111603277|XP_023176557.1|DHYD, LOC111603278|XP_030079652.1|DHYD, LOC111602301|XP_023175069.1|DHYD, LOC111592321|XP_023160210.2|DHYD
OG0000017	LOC117580469|XP_034122942.1|DGUA	LOC111603822|XP_023177351.2|DHYD
OG0000017	LOC117583419|XP_034127607.1|DGUA	LOC111600903|XP_030081002.1|DHYD
OG0000017	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA	LOC111595834|XP_023165510.2|DHYD
OG0000018	LOC117587357|XP_034133889.1|DGUA	LOC111600492|XP_023172388.2|DHYD
OG0000018	LOC117587358|XP_034133890.1|DGUA	LOC111600507|XP_023172403.1|DHYD
OG0000018	LOC117587351|XP_034133882.1|DGUA	LOC111600497|XP_023172393.2|DHYD
OG0000018	LOC117587362|XP_034133895.1|DGUA	LOC111600493|XP_023172389.2|DHYD, LOC111600488|XP_023172383.1|DHYD
OG0000019	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA	LOC111598921|XP_023170159.1|DHYD, LOC111603256|XP_023176531.2|DHYD
OG0000019	LOC117583705|XP_034128081.1|DGUA	LOC111598920|XP_023170158.2|DHYD
OG0000019	LOC117583723|XP_034128130.1|DGUA	LOC111603248|XP_023176523.1|DHYD
OG0000019	LOC117583722|XP_034128122.1|DGUA	LOC111598923|XP_023170162.2|DHYD
OG0000020	LOC117583658|XP_034128012.1|DGUA	LOC111594494|XP_030080618.1|DHYD
OG0000020	LOC117578526|XP_034119977.1|DGUA	LOC111593180|XP_023161558.2|DHYD
OG0000020	LOC117587736|XP_034134545.1|DGUA	LOC111598962|XP_023170216.2|DHYD
OG0000020	LOC117586337|XP_034132223.1|DGUA	LOC111596686|XP_023166760.2|DHYD
OG0000020	LOC117590165|XP_034138451.1|DGUA	LOC111604565|XP_023178433.2|DHYD, LOC111604594|XP_030078785.1|DHYD, LOC111604595|XP_030078783.1|DHYD, LOC111596439|XP_023166430.2|DHYD
OG0000020	LOC117584402|XP_034129156.1|DGUA	LOC111598978|XP_030080535.1|DHYD
OG0000021	LOC117579999|XP_034122087.1|DGUA	LOC111604510|XP_023178374.1|DHYD
OG0000021	LOC117578555|XP_034120019.1|DGUA	LOC111601219|XP_023173482.1|DHYD
OG0000021	LOC117580314|XP_034122704.1|DGUA	LOC111601270|XP_023173549.2|DHYD
OG0000021	LOC117580733|XP_034123298.1|DGUA	LOC111596996|XP_023167262.1|DHYD
OG0000021	LOC117578557|XP_034120021.1|DGUA	LOC111601220|XP_023173483.1|DHYD
OG0000021	LOC117590869|XP_034139782.1|DGUA	LOC111602062|XP_023174743.2|DHYD
OG0000021	LOC117585696|XP_034131203.1|DGUA	LOC111593360|XP_023161841.1|DHYD
OG0000021	LOC117582802|XP_034126721.1|DGUA	LOC111601414|XP_023173744.1|DHYD
OG0000022	LOC117585826|XP_034131453.1|DGUA	LOC111595585|XP_023165164.2|DHYD
OG0000022	LOC117587285|XP_034133763.1|DGUA, LOC117587287|XP_034133765.1|DGUA, LOC117587288|XP_034133766.1|DGUA, LOC117587289|XP_034133767.1|DGUA, LOC117587281|XP_034133758.1|DGUA	LOC111596890|XP_023167108.1|DHYD, LOC115482998|XP_030079514.1|DHYD, LOC115482986|XP_030079472.1|DHYD, LOC111598207|XP_023169112.1|DHYD, LOC115482989|XP_030079480.1|DHYD, LOC115482999|XP_030079515.1|DHYD, LOC111596891|XP_023167109.2|DHYD, LOC111596893|XP_023167110.1|DHYD, LOC115482990|XP_030079481.1|DHYD
OG0000022	LOC117587286|XP_034133764.1|DGUA	LOC111601208|XP_030081929.1|DHYD
OG0000023	LOC117586396|XP_034132318.1|DGUA	LOC111602788|XP_023175829.2|DHYD
OG0000023	LOC117586009|XP_034131729.1|DGUA	LOC111602703|XP_023175706.2|DHYD
OG0000023	LOC117586008|XP_034131728.1|DGUA	LOC111602748|XP_023175768.2|DHYD
OG0000023	LOC117591288|XP_034140381.1|DGUA	LOC111600543|XP_023172455.2|DHYD
OG0000023	LOC117586007|XP_034131727.1|DGUA	LOC111602765|XP_023175792.2|DHYD
OG0000023	LOC117586005|XP_034131725.1|DGUA	LOC111602764|XP_023175791.1|DHYD
OG0000023	LOC117586006|XP_034131726.1|DGUA	LOC111602801|XP_023175861.1|DHYD
OG0000023	LOC117586004|XP_034131723.1|DGUA	LOC111602761|XP_023175787.2|DHYD
OG0000023	LOC117586277|XP_034132120.1|DGUA	LOC111602800|XP_023175857.2|DHYD
OG0000024	LOC117580035|XP_034122157.1|DGUA, LOC117590346|XP_034138754.1|DGUA, LOC117580026|XP_034122146.1|DGUA	LOC115482764|XP_030078553.1|DHYD, LOC111592147|XP_023159962.2|DHYD
OG0000024	LOC117580040|XP_034122171.1|DGUA	LOC111592141|XP_023159955.2|DHYD
OG0000024	LOC117591149|XP_034140151.1|DGUA	LOC111594287|XP_023163300.2|DHYD, LOC111594285|XP_023163297.1|DHYD
OG0000024	LOC117578502|XP_034119928.1|DGUA	LOC111592145|XP_023159959.2|DHYD
OG0000024	LOC117592048|XP_034141425.1|DGUA	LOC111598026|XP_023168817.2|DHYD
OG0000025	LOC117590412|XP_034138901.1|DGUA	LOC111599384|XP_023170789.1|DHYD
OG0000025	LOC117591670|XP_034140884.1|DGUA	LOC115483232|XP_030080436.1|DHYD, LOC115482866|XP_030078976.1|DHYD
OG0000025	LOC117591655|XP_034140870.1|DGUA, LOC117591779|XP_034140978.1|DGUA	LOC115482900|XP_030079008.1|DHYD
OG0000026	LOC117588644|XP_034135968.1|DGUA	LOC111600180|XP_023171950.2|DHYD
OG0000026	LOC117588100|XP_034135061.1|DGUA	LOC111596354|XP_023166318.1|DHYD
OG0000026	LOC117589578|XP_034137528.1|DGUA	LOC111602647|XP_023175583.2|DHYD
OG0000027	LOC117581694|XP_034124962.1|DGUA	LOC111599153|XP_023170492.2|DHYD
OG0000027	LOC117582236|XP_034125737.1|DGUA	LOC111595849|XP_023165527.1|DHYD
OG0000027	LOC117581693|XP_034124961.1|DGUA	LOC111599119|XP_023170448.2|DHYD
OG0000028	LOC117579889|XP_034121915.1|DGUA, LOC117579893|XP_034121921.1|DGUA	LOC111605093|XP_030081794.1|DHYD, LOC111605104|XP_030081807.1|DHYD
OG0000028	LOC117579894|XP_034121922.1|DGUA, LOC117579895|XP_034121923.1|DGUA, LOC117579891|XP_034121917.1|DGUA, LOC117579890|XP_034121916.1|DGUA	LOC111605074|XP_023179176.1|DHYD, LOC111605073|XP_030081295.1|DHYD
OG0000028	LOC117579887|XP_034121914.1|DGUA	LOC111605106|XP_023179215.2|DHYD, LOC111605107|XP_023179216.2|DHYD
OG0000029	LOC117589682|XP_034137727.1|DGUA	LOC111604160|XP_023177856.2|DHYD, LOC111604075|XP_023177725.2|DHYD
OG0000029	LOC117579424|XP_034121195.1|DGUA	LOC111599253|XP_023170620.2|DHYD
OG0000030	LOC117584551|XP_034129394.1|DGUA	LOC111596081|XP_023165908.2|DHYD
OG0000030	LOC117580408|XP_034122850.1|DGUA	LOC111603826|XP_023177354.2|DHYD, LOC111603824|XP_030081369.1|DHYD
OG0000030	LOC117580802|XP_034123393.1|DGUA	LOC111596747|XP_030080079.1|DHYD
OG0000030	LOC117581439|XP_034124532.1|DGUA	LOC111598248|XP_023169180.2|DHYD
OG0000031	LOC117584126|XP_034128769.1|DGUA	LOC111596192|XP_023166065.2|DHYD
OG0000031	LOC117584798|XP_034129808.1|DGUA	LOC111594664|XP_023163834.1|DHYD
OG0000032	LOC117583029|XP_034127075.1|DGUA	LOC111599037|XP_023170323.1|DHYD
OG0000032	LOC117583030|XP_034127077.1|DGUA	LOC111598628|XP_023169740.2|DHYD
OG0000032	LOC117583031|XP_034127078.1|DGUA	LOC111599021|XP_023170312.2|DHYD
OG0000032	LOC117583028|XP_034127074.1|DGUA, LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA	LOC111598594|XP_023169681.2|DHYD, LOC111598586|XP_023169670.2|DHYD, LOC111598885|XP_023170120.2|DHYD
OG0000033	LOC117578485|XP_034119909.1|DGUA	LOC111599962|XP_023171625.2|DHYD
OG0000033	LOC117578484|XP_034119908.1|DGUA	LOC111605044|XP_023179148.2|DHYD, LOC111605045|XP_023179149.1|DHYD, LOC111605037|XP_030080348.1|DHYD, LOC111605043|XP_030080420.1|DHYD, LOC111605018|XP_023179116.1|DHYD, LOC111595694|XP_023165308.2|DHYD, LOC115483536|XP_030081573.1|DHYD
OG0000034	LOC117584525|XP_034129365.1|DGUA	LOC111602472|XP_023175302.2|DHYD
OG0000034	LOC117584364|XP_034129093.1|DGUA	LOC111602462|XP_023175290.2|DHYD
OG0000034	LOC117588068|XP_034135019.1|DGUA	LOC111602201|XP_023174938.2|DHYD, LOC111602303|XP_023175072.2|DHYD
OG0000036	LOC117586375|XP_034132294.1|DGUA	LOC111602683|XP_023175671.1|DHYD
OG0000036	LOC117589622|XP_034137600.1|DGUA	LOC111602776|XP_023175811.1|DHYD
OG0000036	LOC117590096|XP_034138331.1|DGUA	LOC111602665|XP_023175617.1|DHYD
OG0000036	LOC117583751|XP_034128161.1|DGUA	LOC111601529|XP_023173926.1|DHYD
OG0000037	LOC117581190|XP_034124041.1|DGUA	LOC111604322|XP_030081296.1|DHYD
OG0000037	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA	LOC111601750|XP_023174255.2|DHYD
OG0000038	LOC117579886|XP_034121913.1|DGUA	LOC111605099|XP_023179209.2|DHYD
OG0000038	LOC117579879|XP_034121893.1|DGUA	LOC111605094|XP_023179201.2|DHYD
OG0000039	LOC117586049|XP_034131784.1|DGUA	LOC111599549|XP_023170981.2|DHYD
OG0000039	LOC117590455|XP_034138980.1|DGUA	LOC111600216|XP_023172006.1|DHYD, LOC111600215|XP_023172005.2|DHYD
OG0000039	LOC117590456|XP_034138981.1|DGUA	LOC111602852|XP_023175933.1|DHYD
OG0000039	LOC117590454|XP_034138979.1|DGUA	LOC111604896|XP_023178904.1|DHYD, LOC111599287|XP_023170654.1|DHYD, LOC111600203|XP_023171988.2|DHYD
OG0000039	LOC117588357|XP_034135459.1|DGUA	LOC111592722|XP_023160878.1|DHYD
OG0000040	LOC117586415|XP_034132343.1|DGUA, LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA	LOC111604247|XP_023178000.2|DHYD
OG0000040	LOC117585623|XP_034131079.1|DGUA	LOC111604248|XP_023178001.2|DHYD
OG0000040	LOC117585926|XP_034131583.1|DGUA, LOC117586490|XP_034132479.1|DGUA	LOC115482741|XP_023177941.2|DHYD, LOC111604209|XP_030080789.1|DHYD
OG0000040	LOC117585962|XP_034131662.1|DGUA	LOC111604211|XP_023177942.2|DHYD
OG0000040	LOC117586743|XP_034132936.1|DGUA, LOC117585897|XP_034131543.1|DGUA	LOC111604244|XP_023177997.1|DHYD
OG0000040	LOC117583720|XP_034128120.1|DGUA	LOC111594486|XP_023163562.2|DHYD
OG0000041	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA, LOC117585914|XP_034131569.1|DGUA, LOC117591714|XP_034140925.1|DGUA	LOC111604864|XP_023178867.2|DHYD, LOC111604904|XP_023178911.2|DHYD, LOC111604851|XP_023178852.2|DHYD
OG0000042	LOC117592397|XP_034142005.1|DGUA, LOC117592396|XP_034142004.1|DGUA, LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA	LOC111599594|XP_023171048.2|DHYD, LOC111599620|XP_023171080.1|DHYD, LOC111597714|XP_023168323.2|DHYD, LOC111597667|XP_023168258.2|DHYD, LOC111597668|XP_023168259.1|DHYD, LOC111597715|XP_023168324.2|DHYD, LOC111597713|XP_023168322.2|DHYD, LOC111597717|XP_023168325.1|DHYD
OG0000042	LOC117592399|XP_034142008.1|DGUA	LOC111598606|XP_023169706.2|DHYD
OG0000043	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA	LOC111600254|XP_023172067.2|DHYD, LOC115483172|XP_030080193.1|DHYD
OG0000043	LOC117585502|XP_034130891.1|DGUA	LOC111600256|XP_023172069.2|DHYD
OG0000043	LOC117584981|XP_034130079.1|DGUA, LOC117585441|XP_034130807.1|DGUA	LOC111600253|XP_023172066.2|DHYD
OG0000044	LOC117585917|XP_034131574.1|DGUA	LOC111604839|XP_023178838.2|DHYD
OG0000044	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA	LOC111604836|XP_023178833.2|DHYD, LOC111604822|XP_023178814.2|DHYD, LOC111604862|XP_023178863.2|DHYD
OG0000044	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA	LOC111604847|XP_023178847.2|DHYD
OG0000044	LOC117590011|XP_034138189.1|DGUA	LOC111592024|XP_023159785.2|DHYD
OG0000045	LOC117586936|XP_034133192.1|DGUA	LOC111597387|XP_023167819.1|DHYD
OG0000045	LOC117587010|XP_034133310.1|DGUA	LOC111597391|XP_023167823.1|DHYD
OG0000045	LOC117579473|XP_034121255.1|DGUA	LOC111597386|XP_023167816.1|DHYD
OG0000045	LOC117579463|XP_034121242.1|DGUA	LOC111597377|XP_023167802.1|DHYD
OG0000046	LOC117591350|XP_034140469.1|DGUA	LOC111591975|XP_023159692.2|DHYD
OG0000046	LOC117592033|XP_034141382.1|DGUA, LOC117583276|XP_034127392.1|DGUA	LOC111594427|XP_023163484.2|DHYD, LOC111600609|XP_030079920.1|DHYD, LOC111593401|XP_030079935.1|DHYD, LOC111594428|XP_030080652.1|DHYD
OG0000047	LOC117591384|XP_034140523.1|DGUA	LOC111596622|XP_023166677.1|DHYD
OG0000047	LOC117592295|XP_034141855.1|DGUA	LOC111594123|XP_023163050.2|DHYD
OG0000047	LOC117580524|XP_034123007.1|DGUA, LOC117580525|XP_034123009.1|DGUA, LOC117582832|XP_034126782.1|DGUA	LOC111595469|XP_023165002.1|DHYD
OG0000047	LOC117591732|XP_034140939.1|DGUA	LOC111595525|XP_023165074.2|DHYD
OG0000048	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA	LOC111604705|XP_023178646.1|DHYD, LOC111604704|XP_023178645.2|DHYD
OG0000048	LOC117589276|XP_034136957.1|DGUA	LOC111604676|XP_023178606.1|DHYD
OG0000048	LOC117588957|XP_034136435.1|DGUA	LOC111604701|XP_023178642.1|DHYD
OG0000049	LOC117583088|XP_034127157.1|DGUA	LOC111594543|XP_023163663.2|DHYD
OG0000049	LOC117583087|XP_034127156.1|DGUA	LOC111594529|XP_023163631.2|DHYD
OG0000049	LOC117583320|XP_034127470.1|DGUA	LOC111594475|XP_023163544.1|DHYD
OG0000049	LOC117583323|XP_034127472.1|DGUA	LOC111594476|XP_023163545.2|DHYD
OG0000049	LOC117583085|XP_034127153.1|DGUA	LOC111594581|XP_023163706.2|DHYD
OG0000050	LOC117592164|XP_034141627.1|DGUA	LOC111592220|XP_023160064.2|DHYD
OG0000050	LOC117580059|XP_034122189.1|DGUA	LOC111597562|XP_023168129.2|DHYD
OG0000050	LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA	LOC111597563|XP_023168130.1|DHYD
OG0000050	LOC117580434|XP_034122880.1|DGUA	LOC111597557|XP_023168122.2|DHYD
OG0000051	LOC117584976|XP_034130071.1|DGUA	LOC111604842|XP_023178842.2|DHYD
OG0000051	LOC117589573|XP_034137517.1|DGUA, LOC117589575|XP_034137522.1|DGUA	LOC111598254|XP_023169188.2|DHYD
OG0000052	LOC117585521|XP_034130918.1|DGUA	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD
OG0000052	LOC117579366|XP_034121106.1|DGUA	LOC111604228|XP_023177970.1|DHYD, LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD
OG0000052	LOC117579361|XP_034121090.1|DGUA	LOC111604234|XP_023177982.1|DHYD
OG0000053	LOC117591851|XP_034141110.1|DGUA	LOC111602600|XP_023175527.2|DHYD
OG0000053	LOC117591850|XP_034141108.1|DGUA	LOC111596382|XP_023166356.2|DHYD
OG0000053	LOC117591849|XP_034141106.1|DGUA	LOC111596381|XP_023166355.2|DHYD
OG0000053	LOC117589695|XP_034137786.1|DGUA	LOC111596379|XP_023166352.2|DHYD
OG0000054	LOC117591710|XP_034140920.1|DGUA, LOC117585614|XP_034131065.1|DGUA, LOC117585423|XP_034130788.1|DGUA	LOC111604826|XP_023178817.2|DHYD
OG0000054	LOC117585613|XP_034131060.1|DGUA	LOC111593322|XP_023161796.2|DHYD
OG0000054	LOC117585615|XP_034131067.1|DGUA	LOC111604856|XP_023178857.2|DHYD
OG0000055	LOC117583475|XP_034127675.1|DGUA	LOC111603258|XP_023176533.1|DHYD, LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD
OG0000056	LOC117582718|XP_034126532.1|DGUA	LOC111599611|XP_023171068.2|DHYD
OG0000056	LOC117582719|XP_034126535.1|DGUA	LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD
OG0000056	LOC117589786|XP_034137875.1|DGUA, LOC117589687|XP_034137734.1|DGUA	LOC111600558|XP_023172478.1|DHYD
OG0000058	LOC117588076|XP_034135032.1|DGUA, LOC117588074|XP_034135030.1|DGUA, LOC117581983|XP_034125368.1|DGUA	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD
OG0000058	LOC117588075|XP_034135031.1|DGUA	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD
OG0000058	LOC117580786|XP_034123373.1|DGUA	LOC111591894|XP_023159568.1|DHYD
