Orthogroup	DGUA.longest_only	DANA.longest_only
OG0000007	LOC117587430|XP_034133997.1|DGUA	LOC6493536|XP_001957956.2|DANA
OG0000007	LOC117587431|XP_034133998.1|DGUA	LOC6506391|XP_001957958.1|DANA
OG0000008	LOC117586140|XP_034131924.1|DGUA	LOC6501231|XP_001954812.1|DANA
OG0000008	LOC117579398|XP_034121168.1|DGUA	LOC6506513|XP_001957739.1|DANA
OG0000008	LOC117579397|XP_034121167.1|DGUA	LOC6493433|XP_001957742.1|DANA
OG0000008	LOC117581836|XP_034125174.1|DGUA	LOC6504295|XP_001965067.1|DANA
OG0000008	LOC117579400|XP_034121171.1|DGUA	LOC6506512|XP_001957740.2|DANA
OG0000008	LOC117586224|XP_034132052.1|DGUA, LOC117586223|XP_034132051.1|DGUA	LOC6499974|XP_001953515.1|DANA
OG0000008	LOC117586165|XP_034131957.1|DGUA	LOC6500585|XP_001953520.1|DANA
OG0000008	LOC117586120|XP_034131875.1|DGUA	LOC6500584|XP_001953519.1|DANA
OG0000008	LOC117586582|XP_034132641.1|DGUA	LOC6499972|XP_001953521.2|DANA
OG0000009	LOC117586341|XP_034132234.1|DGUA	LOC6500401|XP_001953140.1|DANA
OG0000009	LOC117586454|XP_034132388.1|DGUA	LOC6500399|XP_001953138.1|DANA
OG0000009	LOC117586340|XP_034132233.1|DGUA, LOC117585972|XP_034131672.1|DGUA	LOC6500144|XP_001953137.1|DANA, LOC6500400|XP_001953139.2|DANA
OG0000009	LOC117585026|XP_034130159.1|DGUA, LOC117585051|XP_034130200.1|DGUA	LOC6506633|XP_001957500.1|DANA
OG0000009	LOC117587230|XP_034133688.1|DGUA	LOC6494113|XP_001960938.1|DANA
OG0000009	LOC117586357|XP_034132268.1|DGUA	LOC6500524|XP_001953390.1|DANA
OG0000009	LOC117588654|XP_034135988.1|DGUA	LOC6494922|XP_001959416.1|DANA
OG0000009	LOC117588663|XP_034136000.1|DGUA	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA, LOC6494924|XP_001959414.1|DANA
OG0000010	LOC117583778|XP_034128224.1|DGUA	LOC6500231|XP_001952977.1|DANA
OG0000010	LOC117591688|XP_034140902.1|DGUA	LOC116656007|XP_032310968.1|DANA
OG0000011	LOC117587656|XP_034134438.1|DGUA, LOC117584846|XP_034129875.1|DGUA, LOC117582569|XP_034126300.1|DGUA, LOC117582570|XP_034126301.1|DGUA, LOC117584825|XP_034129842.1|DGUA, LOC117584102|XP_034128742.1|DGUA, LOC117584843|XP_034129873.1|DGUA, LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA, LOC117582571|XP_034126303.1|DGUA, LOC117582572|XP_034126307.1|DGUA, LOC117582573|XP_034126310.1|DGUA	LOC6503972|XP_001965213.2|DANA, LOC6498068|XP_032307307.1|DANA, LOC6503983|XP_014760411.1|DANA, LOC6502747|XP_014760371.2|DANA
OG0000011	LOC117579965|XP_034122030.1|DGUA	LOC6506691|XP_001957410.1|DANA
OG0000011	LOC117579216|XP_034120874.1|DGUA	LOC6502839|XP_001957409.2|DANA
OG0000011	LOC117585951|XP_034131639.1|DGUA	LOC6499942|XP_001953585.2|DANA
OG0000012	LOC117578829|XP_034120480.1|DGUA	LOC6495461|XP_014763319.1|DANA
OG0000012	LOC117578830|XP_034120484.1|DGUA	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA
OG0000012	LOC117578828|XP_034120477.1|DGUA	LOC6495181|XP_001958900.1|DANA
OG0000012	LOC117578831|XP_034120485.1|DGUA	LOC6495184|XP_001958896.1|DANA
OG0000012	LOC117585419|XP_034130787.1|DGUA, LOC117585430|XP_034130799.1|DGUA	LOC6495189|XP_001958891.1|DANA, LOC6495188|XP_001958892.1|DANA
OG0000012	LOC117585406|XP_034130769.1|DGUA	LOC6495186|XP_032306195.1|DANA, LOC6495187|XP_001958893.1|DANA, LOC6495185|XP_001958895.2|DANA
OG0000012	LOC117592596|XP_034142370.1|DGUA	LOC6495691|XP_001959390.1|DANA
OG0000012	LOC117592593|XP_034142368.1|DGUA	LOC6495692|XP_001959391.1|DANA
OG0000012	LOC117592595|XP_034142369.1|DGUA	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA, LOC26514216|XP_014763990.1|DANA
OG0000012	LOC117592597|XP_034142371.1|DGUA	LOC6495695|XP_001959394.1|DANA
OG0000012	LOC117592598|XP_034142372.1|DGUA	LOC6495696|XP_032306537.1|DANA
OG0000013	LOC117592555|XP_034142321.1|DGUA	LOC6494224|XP_001960708.1|DANA
OG0000013	LOC117590521|XP_034139126.1|DGUA	LOC6502959|XP_001963513.1|DANA
OG0000013	LOC117585977|XP_034131683.1|DGUA	LOC6494241|XP_001965950.1|DANA
OG0000013	LOC117580093|XP_034122238.1|DGUA	LOC6506687|XP_032309811.1|DANA
OG0000013	LOC117589807|XP_034137915.1|DGUA	LOC6500356|XP_001953043.1|DANA
OG0000013	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA	LOC6500746|XP_001953834.1|DANA
OG0000013	LOC117583601|XP_034127885.1|DGUA	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA
OG0000015	LOC117588212|XP_034135242.1|DGUA	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA
OG0000016	LOC117589945|XP_034138127.1|DGUA	LOC6500386|XP_001953106.1|DANA
OG0000016	LOC117587659|XP_034134479.1|DGUA	LOC6495063|XP_001959144.1|DANA
OG0000016	LOC117583582|XP_034127854.1|DGUA	LOC6499904|XP_001953662.1|DANA
OG0000016	LOC117592229|XP_034141753.1|DGUA	LOC6494270|XP_001960623.3|DANA
OG0000016	LOC117581434|XP_034124497.1|DGUA	LOC6504746|XP_032309021.1|DANA
OG0000016	LOC117588507|XP_034135722.1|DGUA	LOC6496662|XP_001961354.1|DANA
OG0000016	LOC117585750|XP_034131294.1|DGUA	LOC6501076|XP_001954513.1|DANA
OG0000016	LOC117579173|XP_034120827.1|DGUA	LOC6493807|XP_014764542.1|DANA
OG0000017	LOC117582389|XP_034125960.1|DGUA	LOC6494096|XP_001960985.1|DANA
OG0000017	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA	LOC6493898|XP_001961368.1|DANA
OG0000017	LOC117583173|XP_034127261.1|DGUA	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA
OG0000017	LOC117580469|XP_034122942.1|DGUA	LOC6494709|XP_001959816.1|DANA
OG0000017	LOC117583419|XP_034127607.1|DGUA	LOC6496668|XP_001961367.1|DANA
OG0000017	LOC117592152|XP_034141609.1|DGUA	LOC6494707|XP_001959817.2|DANA
OG0000017	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA	LOC6498649|XP_001963243.2|DANA
OG0000018	LOC117587357|XP_034133889.1|DGUA	LOC6493787|XP_001958436.1|DANA
OG0000018	LOC117587358|XP_034133890.1|DGUA	LOC6506162|XP_001958433.1|DANA
OG0000018	LOC117587351|XP_034133882.1|DGUA	LOC6506161|XP_001958434.1|DANA
OG0000018	LOC117587365|XP_034133899.1|DGUA	LOC6506167|XP_032310203.1|DANA, LOC6493788|XP_001958437.1|DANA, LOC6493792|XP_001958441.2|DANA, LOC6493785|XP_001958427.1|DANA, LOC6493790|XP_001958439.1|DANA, LOC6506166|XP_001958429.1|DANA
OG0000019	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA	LOC6505609|XP_001964601.1|DANA
OG0000019	LOC117583705|XP_034128081.1|DGUA	LOC6505613|XP_032305481.1|DANA
OG0000019	LOC117583723|XP_034128130.1|DGUA	LOC6505612|XP_001964599.1|DANA
OG0000019	LOC117583722|XP_034128122.1|DGUA	LOC6505608|XP_001964602.1|DANA
OG0000020	LOC117583658|XP_034128012.1|DGUA	LOC6499398|XP_032312200.1|DANA
OG0000020	LOC117578526|XP_034119977.1|DGUA	LOC6494967|XP_001959313.1|DANA
OG0000020	LOC117587736|XP_034134545.1|DGUA	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA, LOC6497508|XP_032307386.1|DANA
OG0000020	LOC117586337|XP_034132223.1|DGUA	LOC6500139|XP_032312147.1|DANA
OG0000020	LOC117590165|XP_034138451.1|DGUA	LOC6501153|XP_001954651.1|DANA
OG0000020	LOC117584402|XP_034129156.1|DGUA	LOC6506852|XP_001965261.1|DANA
OG0000021	LOC117578555|XP_034120019.1|DGUA	LOC26515395|XP_032312045.1|DANA
OG0000021	LOC117578556|XP_034120020.1|DGUA	LOC6502914|XP_001967640.3|DANA
OG0000021	LOC117580314|XP_034122704.1|DGUA	LOC6494472|XP_001960263.1|DANA
OG0000021	LOC117580733|XP_034123298.1|DGUA	LOC6494465|XP_001960278.1|DANA
OG0000021	LOC117578557|XP_034120021.1|DGUA	LOC6502328|XP_014759082.1|DANA
OG0000021	LOC117585696|XP_034131203.1|DGUA	LOC6503446|XP_001967498.1|DANA
OG0000021	LOC117582802|XP_034126721.1|DGUA	LOC6499833|XP_001953817.3|DANA
OG0000022	LOC117585826|XP_034131453.1|DGUA	LOC6495509|XP_001959002.1|DANA
OG0000022	LOC117587283|XP_034133760.1|DGUA	LOC6492952|XP_001956727.1|DANA
OG0000022	LOC117587285|XP_034133763.1|DGUA, LOC117587287|XP_034133765.1|DGUA, LOC117587288|XP_034133766.1|DGUA, LOC117587289|XP_034133767.1|DGUA, LOC117587281|XP_034133758.1|DGUA	LOC116655906|XP_032310747.1|DANA, LOC116655745|XP_032309535.1|DANA, LOC6492947|XP_032309534.1|DANA, LOC6492949|XP_001956722.1|DANA
OG0000022	LOC117587284|XP_034133762.1|DGUA	LOC6507069|XP_001956716.1|DANA
OG0000022	LOC117587282|XP_034133759.1|DGUA	LOC6492946|XP_001956717.1|DANA
OG0000023	LOC117586009|XP_034131729.1|DGUA	LOC6500077|XP_001953265.1|DANA
OG0000023	LOC117586008|XP_034131728.1|DGUA	LOC6500461|XP_001953266.1|DANA
OG0000023	LOC117591288|XP_034140381.1|DGUA	LOC6494760|XP_001959725.1|DANA
OG0000023	LOC117586007|XP_034131727.1|DGUA	LOC6500076|XP_001953267.1|DANA
OG0000023	LOC117586005|XP_034131725.1|DGUA	LOC6500083|XP_001953259.2|DANA
OG0000023	LOC117586006|XP_034131726.1|DGUA	LOC6500087|XP_001953255.2|DANA
OG0000023	LOC117586004|XP_034131723.1|DGUA	LOC6500085|XP_032312233.1|DANA
OG0000023	LOC117586277|XP_034132120.1|DGUA	LOC6500088|XP_014766376.1|DANA
OG0000024	LOC117580035|XP_034122157.1|DGUA	LOC116654715|XP_032306639.1|DANA
OG0000024	LOC117580026|XP_034122146.1|DGUA	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA
OG0000024	LOC117580040|XP_034122171.1|DGUA	LOC6495252|XP_001958753.1|DANA
OG0000024	LOC117591149|XP_034140151.1|DGUA	LOC6498256|XP_001962412.1|DANA
OG0000024	LOC117578502|XP_034119928.1|DGUA	LOC6495254|XP_001958751.1|DANA
OG0000024	LOC117592048|XP_034141425.1|DGUA	LOC6496529|XP_001961079.1|DANA
OG0000025	LOC117590412|XP_034138901.1|DGUA	LOC6498525|XP_001962995.1|DANA
OG0000025	LOC117591670|XP_034140884.1|DGUA	LOC26513707|XP_032309216.1|DANA
OG0000025	LOC117591779|XP_034140978.1|DGUA	LOC6504897|XP_001964816.3|DANA, LOC116655982|XP_032310866.1|DANA
OG0000026	LOC117588644|XP_034135968.1|DGUA	LOC6505023|XP_001965614.1|DANA
OG0000026	LOC117588100|XP_034135061.1|DGUA	LOC6498214|XP_001962316.1|DANA
OG0000026	LOC117581101|XP_034123883.1|DGUA	LOC6502964|XP_001963504.1|DANA
OG0000026	LOC117583741|XP_034128149.1|DGUA, LOC117583141|XP_034127222.1|DGUA, LOC117583140|XP_034127221.1|DGUA, LOC117583745|XP_034128155.1|DGUA, LOC117583744|XP_034128154.1|DGUA, LOC117583743|XP_034128152.1|DGUA, LOC117583742|XP_034128150.1|DGUA	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA
OG0000026	LOC117589578|XP_034137528.1|DGUA	LOC6500045|XP_001953325.1|DANA
OG0000027	LOC117581694|XP_034124962.1|DGUA	LOC6497408|XP_001962144.1|DANA
OG0000027	LOC117582236|XP_034125737.1|DGUA	LOC6497406|XP_001962147.2|DANA
OG0000027	LOC117581693|XP_034124961.1|DGUA	LOC6497407|XP_001962145.1|DANA
OG0000028	LOC117579887|XP_034121914.1|DGUA	LOC116655895|XP_032310688.1|DANA
OG0000028	LOC117588956|XP_034136434.1|DGUA	LOC6506803|XP_001957208.1|DANA
OG0000029	LOC117592282|XP_034141836.1|DGUA	LOC116655417|XP_032309201.1|DANA
OG0000029	LOC117589682|XP_034137727.1|DGUA	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA
OG0000029	LOC117579424|XP_034121195.1|DGUA	LOC6506262|XP_014764698.1|DANA
OG0000030	LOC117582242|XP_034125744.1|DGUA	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA
OG0000030	LOC117584551|XP_034129394.1|DGUA	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA
OG0000030	LOC117580408|XP_034122850.1|DGUA	LOC6494711|XP_001959810.1|DANA
OG0000030	LOC117580802|XP_034123393.1|DGUA	LOC6504640|XP_001966489.1|DANA
OG0000030	LOC117581439|XP_034124532.1|DGUA	LOC6503160|XP_001963545.1|DANA
OG0000031	LOC117584126|XP_034128769.1|DGUA	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA
OG0000031	LOC117584798|XP_034129808.1|DGUA	LOC6496944|XP_001963083.2|DANA
OG0000032	LOC117583029|XP_034127075.1|DGUA	LOC6499841|XP_001953793.1|DANA
OG0000032	LOC117583031|XP_034127078.1|DGUA	LOC6500722|XP_032312297.1|DANA
OG0000032	LOC117583028|XP_034127074.1|DGUA	LOC6500728|XP_001953801.1|DANA
OG0000032	LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA	LOC6500726|XP_032305502.1|DANA
OG0000033	LOC117578485|XP_034119909.1|DGUA	LOC6494619|XP_001959999.1|DANA
OG0000033	LOC117578484|XP_034119908.1|DGUA	LOC6495993|XP_001960000.1|DANA
OG0000033	LOC117589901|XP_034138062.1|DGUA	LOC6501373|XP_001955098.3|DANA, LOC6502622|XP_032305620.1|DANA, LOC116656581|XP_032312240.1|DANA
OG0000034	LOC117584525|XP_034129365.1|DGUA	LOC6498174|XP_001962232.1|DANA
OG0000034	LOC117584539|XP_034129382.1|DGUA	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA
OG0000034	LOC117584364|XP_034129093.1|DGUA	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA
OG0000034	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA	LOC6498552|XP_001963046.3|DANA
OG0000034	LOC117588068|XP_034135019.1|DGUA	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA
OG0000036	LOC117586375|XP_034132294.1|DGUA	LOC6500465|XP_001953274.1|DANA
OG0000036	LOC117589622|XP_034137600.1|DGUA	LOC6505844|XP_001964473.1|DANA
OG0000036	LOC117590096|XP_034138331.1|DGUA	LOC6500980|XP_001954293.1|DANA
OG0000036	LOC117583751|XP_034128161.1|DGUA	LOC6499049|XP_001955412.1|DANA
OG0000037	LOC117581190|XP_034124041.1|DGUA	LOC6493979|XP_001961214.2|DANA
OG0000037	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA	LOC6498848|XP_001955809.2|DANA
OG0000038	LOC117579886|XP_034121913.1|DGUA	LOC6506319|XP_001958116.1|DANA
OG0000038	LOC117579879|XP_034121893.1|DGUA	LOC6492929|XP_032310430.1|DANA
OG0000039	LOC117586049|XP_034131784.1|DGUA	LOC6501134|XP_001954615.2|DANA
OG0000039	LOC117590455|XP_034138980.1|DGUA	LOC6502398|XP_001967387.3|DANA
OG0000039	LOC117590456|XP_034138981.1|DGUA	LOC6504273|XP_001967388.1|DANA
OG0000039	LOC117590454|XP_034138979.1|DGUA	LOC6504271|XP_032308876.1|DANA
OG0000039	LOC117588357|XP_034135459.1|DGUA	LOC6503200|XP_032311880.1|DANA
OG0000040	LOC117586415|XP_034132343.1|DGUA	LOC6500947|XP_014766809.1|DANA
OG0000040	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA	LOC6501033|XP_001954424.1|DANA
OG0000040	LOC117585623|XP_034131079.1|DGUA	LOC6499533|XP_001954425.2|DANA
OG0000040	LOC117585926|XP_034131583.1|DGUA	LOC6500946|XP_001954224.1|DANA
OG0000040	LOC117585962|XP_034131662.1|DGUA	LOC6500944|XP_001954222.1|DANA
OG0000040	LOC117586743|XP_034132936.1|DGUA, LOC117585897|XP_034131543.1|DGUA	LOC6500236|XP_001952967.2|DANA
OG0000040	LOC117583720|XP_034128120.1|DGUA	LOC6505623|XP_001964581.1|DANA
OG0000041	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA	LOC6500348|XP_001953017.1|DANA, LOC6500349|XP_001953018.1|DANA, LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA
OG0000041	LOC117585914|XP_034131569.1|DGUA	LOC6500352|XP_001953027.2|DANA
OG0000041	LOC117591714|XP_034140925.1|DGUA	LOC26513865|XP_032307158.1|DANA
OG0000042	LOC117588578|XP_034135864.1|DGUA	LOC26515385|XP_014759495.2|DANA
OG0000042	LOC117592397|XP_034142005.1|DGUA	LOC6495008|XP_001959230.2|DANA
OG0000042	LOC117592396|XP_034142004.1|DGUA	LOC6495010|XP_001959228.2|DANA
OG0000042	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA	LOC6495011|XP_001959229.1|DANA
OG0000042	LOC117592399|XP_034142008.1|DGUA	LOC6495009|XP_001959227.2|DANA
OG0000043	LOC117585018|XP_034130150.1|DGUA	LOC6501040|XP_001954441.3|DANA
OG0000043	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA	LOC6499525|XP_001954440.1|DANA
OG0000043	LOC117585502|XP_034130891.1|DGUA	LOC6499523|XP_032311279.1|DANA
OG0000043	LOC117584981|XP_034130079.1|DGUA	LOC6501039|XP_001954437.1|DANA
OG0000043	LOC117585441|XP_034130807.1|DGUA	LOC6502673|XP_001954436.1|DANA
OG0000044	LOC117585917|XP_034131574.1|DGUA	LOC6500203|XP_032305729.1|DANA
OG0000044	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA	LOC6500197|XP_001953036.1|DANA, LOC26515569|XP_014767439.1|DANA
OG0000044	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA	LOC6500202|XP_001953032.2|DANA, LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA
OG0000044	LOC117590011|XP_034138189.1|DGUA	LOC6499418|XP_001954679.1|DANA
OG0000045	LOC117586936|XP_034133192.1|DGUA	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC117587010|XP_034133310.1|DGUA	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA
OG0000045	LOC117579473|XP_034121255.1|DGUA	LOC6507632|XP_001956043.1|DANA
OG0000045	LOC117579463|XP_034121242.1|DGUA	LOC6507423|XP_032310209.1|DANA
OG0000046	LOC117589785|XP_034137874.1|DGUA	LOC6501716|XP_001955838.3|DANA
OG0000046	LOC117591350|XP_034140469.1|DGUA	LOC6503183|XP_001963600.1|DANA, LOC6502915|XP_001963599.1|DANA
OG0000046	LOC117592033|XP_034141382.1|DGUA	LOC6503185|XP_032311857.1|DANA
OG0000046	LOC117583276|XP_034127392.1|DGUA	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA, LOC6501523|XP_001955420.3|DANA, LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA
OG0000047	LOC117591384|XP_034140523.1|DGUA	LOC6496443|XP_001960921.1|DANA
OG0000047	LOC117592295|XP_034141855.1|DGUA	LOC6496440|XP_001960917.1|DANA
OG0000047	LOC117582832|XP_034126782.1|DGUA	LOC6496543|XP_001961111.1|DANA
OG0000047	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA	LOC6493464|XP_001957813.1|DANA
OG0000047	LOC117591732|XP_034140939.1|DGUA	LOC6494029|XP_001961117.1|DANA
OG0000047	LOC117580178|XP_034122428.1|DGUA	LOC6493465|XP_001957814.1|DANA
OG0000048	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA
OG0000048	LOC117588941|XP_034136410.1|DGUA	LOC6506811|XP_001957192.1|DANA
OG0000048	LOC117589276|XP_034136957.1|DGUA	LOC6493171|XP_001957195.2|DANA
OG0000048	LOC117588957|XP_034136435.1|DGUA	LOC6493169|XP_001957191.1|DANA
OG0000049	LOC117583088|XP_034127157.1|DGUA	LOC6500644|XP_001953636.2|DANA
OG0000049	LOC117583087|XP_034127156.1|DGUA	LOC6499920|XP_001953633.1|DANA
OG0000049	LOC117583320|XP_034127470.1|DGUA	LOC6500645|XP_001953637.1|DANA
OG0000049	LOC117583322|XP_034127471.1|DGUA	LOC6499917|XP_001953639.1|DANA
OG0000049	LOC117583323|XP_034127472.1|DGUA	LOC6502640|XP_001953638.1|DANA
