Orthogroup	DSEC.longest_only	DSUB.longest_only
OG0000011	LOC6613215|XP_002037694.2|DSEC, LOC6613214|XP_002037693.2|DSEC, LOC6613356|XP_002037830.1|DSEC, LOC6616450|XP_032574488.1|DSEC, LOC6613355|XP_032576619.1|DSEC, LOC6614408|XP_032583172.1|DSEC, LOC6614413|XP_032577346.1|DSEC, LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB
OG0000011	LOC6605626|XP_002030444.2|DSEC	LOC117893712|XP_034656290.1|DSUB
OG0000011	LOC6605627|XP_002030445.2|DSEC	LOC117894953|XP_034658172.1|DSUB
OG0000011	LOC6607077|XP_002031865.1|DSEC	LOC117897187|XP_034661778.1|DSUB
OG0000012	LOC6609925|XP_002034575.2|DSEC	LOC117892204|XP_034654190.1|DSUB
OG0000012	LOC6609924|XP_002034574.2|DSEC	LOC117892205|XP_034654193.1|DSUB
OG0000012	LOC6609923|XP_032571611.1|DSEC	LOC117892198|XP_034654182.1|DSUB
OG0000012	LOC6609926|XP_002034576.1|DSEC	LOC117892199|XP_034654185.1|DSUB
OG0000012	LOC6609929|XP_032571342.1|DSEC	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB
OG0000012	LOC6609927|XP_002034577.1|DSEC	LOC117892200|XP_034654187.1|DSUB
OG0000012	LOC6608817|XP_032571423.1|DSEC	LOC117891062|XP_034652125.1|DSUB
OG0000012	LOC6608818|XP_032571424.1|DSEC	LOC117891063|XP_034652127.1|DSUB
OG0000012	LOC6608819|XP_002033533.2|DSEC, LOC6608820|XP_032571616.1|DSEC	LOC117891061|XP_034652124.1|DSUB
OG0000012	LOC6608821|XP_032571618.1|DSEC	LOC117891058|XP_034652122.1|DSUB
OG0000012	LOC6608822|XP_032571615.1|DSEC	LOC117891064|XP_034652128.1|DSUB
OG0000013	LOC6609116|XP_002033818.1|DSEC	LOC117890717|XP_034651649.1|DSUB
OG0000013	LOC6619913|XP_032582274.1|DSEC	LOC117896187|XP_034660170.1|DSUB
OG0000013	LOC6606301|XP_002031106.1|DSEC	LOC117896516|XP_034660775.1|DSUB
OG0000013	LOC6605619|XP_032575697.1|DSEC	LOC117895334|XP_034658799.1|DSUB
OG0000013	LOC6606578|XP_002031379.1|DSEC	LOC117898536|XP_034663901.1|DSUB
OG0000013	LOC6607674|XP_002032439.2|DSEC	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB
OG0000013	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB
OG0000015	LOC6608675|XP_002033404.2|DSEC	LOC117902318|XP_034669497.1|DSUB
OG0000016	LOC6606525|XP_002031326.2|DSEC	LOC117899529|XP_034665488.1|DSUB
OG0000016	LOC6615268|XP_002039673.2|DSEC	LOC117889984|XP_034650458.1|DSUB
OG0000016	LOC6606623|XP_002031424.1|DSEC	LOC117898309|XP_034663475.1|DSUB
OG0000016	LOC6609492|XP_032572820.1|DSEC	LOC117892105|XP_034654005.1|DSUB
OG0000016	LOC6612339|XP_002036849.1|DSEC	LOC117903845|XP_034672195.1|DSUB
OG0000016	LOC6619144|XP_002043384.1|DSEC	LOC117890476|XP_034651231.1|DSUB
OG0000016	LOC6606248|XP_002031056.2|DSEC	LOC117898432|XP_034663715.1|DSUB
OG0000016	LOC6616531|XP_002040890.1|DSEC	LOC117893424|XP_034655932.1|DSUB
OG0000017	LOC6620183|XP_002044394.1|DSEC	LOC117892719|XP_034655033.1|DSUB
OG0000017	LOC6608076|XP_002032824.1|DSEC	LOC117890423|XP_034651134.1|DSUB
OG0000017	LOC6619131|XP_002043371.1|DSEC	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB
OG0000017	LOC6618718|XP_002042977.1|DSEC	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB
OG0000017	LOC6615716|XP_032571357.1|DSEC	LOC117891086|XP_034652156.1|DSUB
OG0000017	LOC6619133|XP_002043373.1|DSEC	LOC117890435|XP_034651155.1|DSUB
OG0000017	LOC6615717|XP_002040088.1|DSEC	LOC117892462|XP_034654603.1|DSUB
OG0000017	LOC6617387|XP_032577559.1|DSEC	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB
OG0000018	LOC6610980|XP_002035537.1|DSEC	LOC117895264|XP_034658678.1|DSUB
OG0000018	LOC6610987|XP_002035544.1|DSEC	LOC117895260|XP_034658672.1|DSUB
OG0000018	LOC6610983|XP_002035540.1|DSEC	LOC117895265|XP_034658679.1|DSUB
OG0000018	LOC6621634|XP_002045742.2|DSEC	LOC117895258|XP_034658670.1|DSUB
OG0000019	LOC6617118|XP_002041445.1|DSEC	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB
OG0000019	LOC6617113|XP_002041440.2|DSEC	LOC117899339|XP_034665171.1|DSUB
OG0000019	LOC6617114|XP_002041441.1|DSEC	LOC117899361|XP_034665230.1|DSUB
OG0000019	LOC6617119|XP_002041446.1|DSEC, LOC6617120|XP_032579359.1|DSEC	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB
OG0000020	LOC116801805|XP_032579403.1|DSEC	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB
OG0000020	LOC6615344|XP_002039742.1|DSEC	LOC117892172|XP_034654141.1|DSUB
OG0000020	LOC6614620|XP_002039048.1|DSEC, LOC6608343|XP_032571142.1|DSEC, LOC6611665|XP_032583373.1|DSEC	LOC117902343|XP_034669534.1|DSUB
OG0000020	LOC6619030|XP_032578205.1|DSEC	LOC117898500|XP_034663833.1|DSUB
OG0000020	LOC6606811|XP_002031608.2|DSEC	LOC117898411|XP_034663671.1|DSUB
OG0000020	LOC6618224|XP_032583413.1|DSEC	LOC117901489|XP_034668148.1|DSUB
OG0000020	LOC6614621|XP_002039049.1|DSEC	LOC117901231|XP_034667794.1|DSUB
OG0000021	LOC6613204|XP_002037684.1|DSEC	LOC117892038|XP_034653853.1|DSUB
OG0000021	LOC116803465|XP_032583061.1|DSEC	LOC117892039|XP_034653854.1|DSUB
OG0000021	LOC6615454|XP_002039834.1|DSEC	LOC117891478|XP_034652849.1|DSUB
OG0000021	LOC6615468|XP_002039848.1|DSEC	LOC117891531|XP_034652923.1|DSUB
OG0000021	LOC116803406|XP_032583029.1|DSEC	LOC117892040|XP_034653856.1|DSUB
OG0000021	LOC6617550|XP_032580648.1|DSEC	LOC117903672|XP_034671893.1|DSUB
OG0000021	LOC6607757|XP_002032520.1|DSEC	LOC117896843|XP_034661258.1|DSUB
OG0000021	LOC6606667|XP_002031467.1|DSEC	LOC117898591|XP_034664027.1|DSUB
OG0000022	LOC6609401|XP_002034086.1|DSEC	LOC117892309|XP_034654347.1|DSUB
OG0000022	LOC6610269|XP_002034864.1|DSEC	LOC117892920|XP_034655126.1|DSUB
OG0000022	LOC116801300|XP_032575946.1|DSEC	LOC117892919|XP_034655125.1|DSUB
OG0000023	LOC6614266|XP_002038706.1|DSEC	LOC117896148|XP_034660114.1|DSUB
OG0000023	LOC6614270|XP_002038710.2|DSEC	LOC117896153|XP_034660122.1|DSUB
OG0000023	LOC6614272|XP_002038712.1|DSEC	LOC117896150|XP_034660117.1|DSUB
OG0000023	LOC6615538|XP_002039917.1|DSEC	LOC117891805|XP_034653377.1|DSUB
OG0000023	LOC6614271|XP_032578446.1|DSEC	LOC117896149|XP_034660116.1|DSUB
OG0000023	LOC6614263|XP_002038703.1|DSEC	LOC117898724|XP_034664233.1|DSUB
OG0000023	LOC6614259|XP_032579064.1|DSEC	LOC117898725|XP_034664234.1|DSUB
OG0000024	LOC116800706|XP_032573066.1|DSEC	LOC117889935|XP_034650357.1|DSUB
OG0000024	LOC6608650|XP_002033384.1|DSEC	LOC117889933|XP_034650355.1|DSUB
OG0000024	LOC6608651|XP_032573063.1|DSEC	LOC117889934|XP_034650356.1|DSUB
OG0000024	LOC6618118|XP_002042417.2|DSEC	LOC117901020|XP_034667512.1|DSUB
OG0000024	LOC6608649|XP_032571742.1|DSEC	LOC117889812|XP_034650181.1|DSUB
OG0000024	LOC6609002|XP_002033708.1|DSEC	LOC117891118|XP_034652213.1|DSUB
OG0000025	LOC6613440|XP_002037914.1|DSEC	LOC117890855|XP_034651836.1|DSUB
OG0000026	LOC6617640|XP_002041953.1|DSEC	LOC117889599|XP_034649905.1|DSUB
OG0000026	LOC6613582|XP_002038050.1|DSEC	LOC117901731|XP_034668504.1|DSUB
OG0000026	LOC6619909|XP_002044121.1|DSEC	LOC117903905|XP_034672302.1|DSUB
OG0000026	LOC6614041|XP_002038495.1|DSEC	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB
OG0000026	LOC6620024|XP_002044237.2|DSEC	LOC117899507|XP_034665449.1|DSUB
OG0000027	LOC6611562|XP_002036100.1|DSEC	LOC117902555|XP_034669887.1|DSUB
OG0000027	LOC6611565|XP_002036103.2|DSEC	LOC117902556|XP_034669889.1|DSUB
OG0000027	LOC6611563|XP_002036101.1|DSEC	LOC117902554|XP_034669886.1|DSUB
OG0000028	LOC6605908|XP_002030721.1|DSEC	LOC117894530|XP_034657538.1|DSUB
OG0000029	LOC6608399|XP_002033133.1|DSEC, LOC6609830|XP_002034482.1|DSEC, LOC6611703|XP_002036237.1|DSEC	LOC117890176|XP_034650765.1|DSUB
OG0000029	LOC6607309|XP_002032088.1|DSEC	LOC117898949|XP_034664564.1|DSUB
OG0000029	LOC6618299|XP_002042572.1|DSEC	LOC117893783|XP_034656418.1|DSUB
OG0000030	LOC6617677|XP_032583255.1|DSEC	LOC117901334|XP_034667933.1|DSUB
OG0000030	LOC6617675|XP_002041988.1|DSEC	LOC117901337|XP_034667938.1|DSUB
OG0000030	LOC6617676|XP_002041989.1|DSEC	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB
OG0000030	LOC6613129|XP_002037610.2|DSEC	LOC117901974|XP_034668869.1|DSUB
OG0000030	LOC6615712|XP_002040083.1|DSEC	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB
OG0000030	LOC6616124|XP_002040489.1|DSEC	LOC117903801|XP_034672130.1|DSUB
OG0000030	LOC6615087|XP_032581969.1|DSEC	LOC117903197|XP_034670973.1|DSUB
OG0000031	LOC6611956|XP_002036473.1|DSEC	LOC117900916|XP_034667369.1|DSUB
OG0000032	LOC6606692|XP_002031492.2|DSEC	LOC117898600|XP_034664039.1|DSUB
OG0000032	LOC6606694|XP_002031494.1|DSEC	LOC117898601|XP_034664041.1|DSUB
OG0000032	LOC6606686|XP_002031486.2|DSEC	LOC117898606|XP_034664047.1|DSUB
OG0000032	LOC6606689|XP_002031489.2|DSEC	LOC117898607|XP_034664048.1|DSUB
OG0000032	LOC6606693|XP_002031493.1|DSEC	LOC117898595|XP_034664033.1|DSUB
OG0000032	LOC6606685|XP_002031485.1|DSEC	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB
OG0000032	LOC6606688|XP_002031488.1|DSEC	LOC117898597|XP_034664035.1|DSUB
OG0000033	LOC6612608|XP_032578226.1|DSEC	LOC117899465|XP_034665372.1|DSUB
OG0000033	LOC6607913|XP_002032667.1|DSEC	LOC117891426|XP_034652788.1|DSUB
OG0000033	LOC6607918|XP_002032668.1|DSEC	LOC117891425|XP_034652787.1|DSUB
OG0000033	LOC6606119|XP_002030927.1|DSEC, LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC, LOC6609451|XP_002034136.1|DSEC, LOC6609450|XP_002034135.2|DSEC	LOC117897820|XP_034662764.1|DSUB
OG0000034	LOC6609502|XP_032572499.1|DSEC, LOC6614428|XP_002038861.1|DSEC	LOC117902583|XP_034669972.1|DSUB
OG0000034	LOC6614429|XP_032583720.1|DSEC	LOC117902581|XP_034669969.1|DSUB
OG0000034	LOC6614430|XP_002038863.1|DSEC	LOC117902582|XP_034669970.1|DSUB
OG0000034	LOC6618128|XP_032583108.1|DSEC	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB
OG0000034	LOC6613602|XP_002038072.1|DSEC	LOC117902353|XP_034669555.1|DSUB
OG0000036	LOC6614280|XP_002038720.1|DSEC	LOC117898005|XP_034663024.1|DSUB
OG0000036	LOC6606280|XP_032578992.1|DSEC	LOC117896918|XP_034661349.1|DSUB
OG0000036	LOC6613804|XP_032577945.1|DSEC	LOC117897457|XP_034662194.1|DSUB
OG0000036	LOC6607601|XP_002032369.2|DSEC	LOC117899046|XP_034664697.1|DSUB
OG0000037	LOC6609848|XP_002034500.1|DSEC	LOC117890311|XP_034650989.1|DSUB
OG0000037	LOC6619109|XP_002043349.1|DSEC, LOC6619108|XP_002043348.1|DSEC	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB
OG0000038	LOC6619358|XP_002043575.1|DSEC	LOC117894264|XP_034657109.1|DSUB
OG0000038	LOC6619360|XP_032575071.1|DSEC	LOC117893334|XP_034655815.1|DSUB
OG0000039	LOC6614108|XP_032577608.1|DSEC	LOC117897419|XP_034662142.1|DSUB
OG0000039	LOC6619553|XP_002043768.1|DSEC	LOC117903895|XP_034672289.1|DSUB
OG0000039	LOC6619552|XP_002043767.1|DSEC	LOC117903896|XP_034672290.1|DSUB
OG0000039	LOC6617545|XP_032581966.1|DSEC	LOC117892341|XP_034654394.1|DSUB
OG0000040	LOC6616682|XP_002041037.1|DSEC	LOC117897706|XP_034662619.1|DSUB
OG0000040	LOC6606863|XP_002031657.1|DSEC	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB
OG0000040	LOC6606864|XP_002031658.1|DSEC	LOC117899278|XP_034665074.1|DSUB
OG0000040	LOC6616681|XP_002041036.1|DSEC	LOC117896008|XP_034659896.1|DSUB
OG0000040	LOC6616680|XP_002041035.2|DSEC	LOC117899589|XP_034665598.1|DSUB
OG0000040	LOC6616678|XP_002041033.1|DSEC	LOC117899588|XP_034665597.1|DSUB
OG0000040	LOC6619507|XP_002043722.1|DSEC	LOC117899356|XP_034665219.1|DSUB
OG0000041	LOC6619701|XP_002043916.1|DSEC, LOC6619702|XP_002043917.1|DSEC, LOC6619703|XP_032579544.1|DSEC	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB
OG0000041	LOC6619709|XP_002043924.1|DSEC	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB
OG0000042	LOC6617460|XP_002041777.2|DSEC	LOC117903839|XP_034672183.1|DSUB
OG0000042	LOC6609765|XP_002034419.1|DSEC	LOC117891862|XP_034653515.1|DSUB
OG0000042	LOC6609768|XP_002034422.2|DSEC	LOC117891861|XP_034653514.1|DSUB
OG0000042	LOC6609766|XP_032571746.1|DSEC, LOC6609767|XP_032571748.1|DSEC, LOC116800694|XP_032572982.1|DSEC	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB
OG0000042	LOC6609769|XP_002034423.2|DSEC	LOC117891864|XP_034653517.1|DSUB
OG0000043	LOC6606882|XP_002031676.2|DSEC	LOC117898000|XP_034663019.1|DSUB
OG0000043	LOC6606880|XP_002031674.2|DSEC	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB
OG0000043	LOC6606881|XP_032578763.1|DSEC	LOC117898866|XP_034664435.1|DSUB
OG0000043	LOC6606886|XP_002031680.1|DSEC	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB
OG0000043	LOC6606877|XP_032576948.1|DSEC, LOC6606875|XP_002031669.2|DSEC, LOC6612980|XP_002037471.1|DSEC	LOC117898867|XP_034664437.1|DSUB
OG0000043	LOC6606874|XP_002031668.1|DSEC	LOC117897193|XP_034661785.1|DSUB
OG0000044	LOC6619712|XP_032578272.1|DSEC	LOC117898991|XP_034664623.1|DSUB
OG0000044	LOC6619716|XP_002043931.1|DSEC, LOC6619717|XP_002043932.1|DSEC	LOC117895983|XP_034659856.1|DSUB
OG0000044	LOC6619713|XP_032578123.1|DSEC, LOC6619715|XP_002043930.1|DSEC, LOC6619714|XP_002043929.1|DSEC	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB
OG0000045	LOC6605191|XP_002030030.1|DSEC	LOC117894865|XP_034658016.1|DSUB
OG0000045	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC	LOC117893502|XP_034656031.1|DSUB
OG0000045	LOC6611095|XP_002035652.1|DSEC	LOC117894637|XP_034657700.1|DSUB
OG0000045	LOC6611094|XP_002035651.1|DSEC	LOC117893875|XP_034656539.1|DSUB
OG0000046	LOC6620032|XP_032578694.1|DSEC	LOC117898099|XP_034663170.1|DSUB
OG0000046	LOC6615012|XP_002039429.1|DSEC, LOC6615013|XP_002039430.2|DSEC	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB
OG0000046	LOC6615011|XP_032581038.1|DSEC	LOC117892077|XP_034653957.1|DSUB
OG0000046	LOC6607592|XP_032578892.1|DSEC, LOC6618806|XP_002043055.1|DSEC, LOC6607590|XP_002032359.1|DSEC, LOC6608938|XP_002033652.1|DSEC	LOC117899466|XP_034665373.1|DSUB, LOC117899066|XP_034664724.1|DSUB, LOC117899065|XP_034664723.1|DSUB
OG0000047	LOC6609458|XP_002034143.1|DSEC	LOC117891323|XP_034652630.1|DSUB
OG0000047	LOC6609455|XP_002034140.1|DSEC	LOC117891482|XP_034652852.1|DSUB
OG0000047	LOC6609036|XP_032573031.1|DSEC	LOC117892480|XP_034654625.1|DSUB
OG0000047	LOC6605158|XP_002029997.1|DSEC	LOC117893757|XP_034656383.1|DSUB
OG0000047	LOC6609046|XP_032572064.1|DSEC	LOC117891376|XP_034652704.1|DSUB
OG0000047	LOC6605159|XP_002029998.2|DSEC	LOC117895380|XP_034658890.1|DSUB
OG0000048	LOC6605929|XP_002030742.1|DSEC, LOC6605928|XP_002030741.1|DSEC	LOC117894528|XP_034657533.1|DSUB, LOC117894532|XP_034657540.1|DSUB
OG0000048	LOC6605923|XP_002030736.1|DSEC	LOC117894523|XP_034657528.1|DSUB
OG0000048	LOC6605926|XP_002030739.1|DSEC	LOC117894537|XP_034657548.1|DSUB
OG0000049	LOC6616787|XP_002041124.1|DSEC	LOC117898484|XP_034663812.1|DSUB
OG0000049	LOC6616788|XP_002041125.1|DSEC	LOC117898479|XP_034663805.1|DSUB
OG0000049	LOC6616789|XP_002041126.1|DSEC	LOC117899170|XP_034664920.1|DSUB
OG0000049	LOC6616783|XP_002041120.1|DSEC	LOC117898482|XP_034663809.1|DSUB
OG0000050	LOC6608707|XP_002033431.1|DSEC	LOC117892195|XP_034654177.1|DSUB
OG0000050	LOC6616568|XP_002040927.1|DSEC	LOC117893228|XP_034655655.1|DSUB
OG0000050	LOC6616571|XP_032575631.1|DSEC	LOC117893221|XP_034655647.1|DSUB
OG0000050	LOC6616570|XP_002040929.1|DSEC	LOC117893222|XP_034655648.1|DSUB, LOC117894675|XP_034657744.1|DSUB
OG0000050	LOC116800887|XP_032573137.1|DSEC	LOC117893225|XP_034655653.1|DSUB, LOC117894628|XP_034657684.1|DSUB
OG0000050	LOC6616572|XP_002040931.1|DSEC	LOC117893220|XP_034655645.1|DSUB
OG0000050	LOC6616569|XP_032573136.1|DSEC	LOC117893224|XP_034655652.1|DSUB
OG0000051	LOC6607242|XP_032578378.1|DSEC	LOC117896438|XP_034660657.1|DSUB
OG0000051	LOC6606627|XP_002031428.1|DSEC	LOC117898110|XP_034663186.1|DSUB, LOC117898109|XP_034663185.1|DSUB
