Orthogroup	DSEC.longest_only	DELE.longest_only
OG0000007	LOC6612871|XP_002037363.1|DSEC	LOC108148444|XP_017130968.1|DELE
OG0000007	LOC6613407|XP_032570241.1|DSEC	LOC108138842|XP_017116842.1|DELE
OG0000007	LOC6613405|XP_032574637.1|DSEC	LOC108138843|XP_017116844.1|DELE, LOC108138844|XP_017116845.1|DELE
OG0000007	LOC6610955|XP_032575304.1|DSEC	LOC108142395|XP_017121724.1|DELE
OG0000007	LOC6610956|XP_002035513.1|DSEC	LOC108142396|XP_017121725.1|DELE
OG0000008	LOC6619063|XP_002043304.1|DSEC	LOC108149642|XP_017132905.1|DELE
OG0000008	LOC6610740|XP_002035306.1|DSEC	LOC108145869|XP_017126996.1|DELE
OG0000008	LOC6610743|XP_002035309.1|DSEC	LOC108145867|XP_017126995.1|DELE
OG0000008	LOC6617678|XP_002041991.1|DSEC	LOC108138029|XP_017115491.1|DELE
OG0000008	LOC6610741|XP_002035307.2|DSEC	LOC108145871|XP_017126998.1|DELE
OG0000008	LOC6612353|XP_002036862.1|DSEC	LOC108149861|XP_017133230.1|DELE
OG0000008	LOC6614150|XP_002038603.2|DSEC, LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC	LOC108148320|XP_017130800.1|DELE, LOC108148319|XP_017130799.1|DELE
OG0000008	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC	LOC108148323|XP_017130803.1|DELE
OG0000008	LOC116801478|XP_032577234.1|DSEC	LOC108148325|XP_017130805.1|DELE
OG0000008	LOC6614149|XP_002038602.2|DSEC	LOC108148321|XP_017130801.1|DELE
OG0000008	LOC116801482|XP_032577264.1|DSEC	LOC108148322|XP_017130802.1|DELE
OG0000008	LOC116801721|XP_032578777.1|DSEC	LOC108148324|XP_017130804.1|DELE
OG0000009	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC	LOC108137036|XP_017114024.1|DELE
OG0000009	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC	LOC108136709|XP_017113523.1|DELE
OG0000009	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC	LOC108136793|XP_017113657.1|DELE
OG0000009	LOC6619042|XP_032576485.1|DSEC	LOC108137037|XP_017114025.1|DELE
OG0000009	LOC6610926|XP_032574591.1|DSEC	LOC108147392|XP_017129317.1|DELE
OG0000009	LOC116801150|XP_032574906.1|DSEC	LOC108147550|XP_017129624.1|DELE
OG0000009	LOC6618810|XP_002043059.1|DSEC	LOC108144916|XP_017125568.1|DELE
OG0000009	LOC6606719|XP_002031518.1|DSEC	LOC108135151|XP_017111261.1|DELE
OG0000009	LOC6608841|XP_002033555.1|DSEC	LOC108137992|XP_017115455.1|DELE
OG0000009	LOC6608840|XP_002033554.1|DSEC	LOC108137889|XP_017115317.1|DELE
OG0000011	LOC6613215|XP_002037694.2|DSEC, LOC6613214|XP_002037693.2|DSEC	LOC108146665|XP_017128206.1|DELE
OG0000011	LOC6613356|XP_002037830.1|DSEC	LOC108138672|XP_017116504.1|DELE
OG0000011	LOC6616450|XP_032574488.1|DSEC	LOC108146131|XP_017127468.1|DELE, LOC108146591|XP_017128102.1|DELE
OG0000011	LOC6613355|XP_032576619.1|DSEC	LOC108138785|XP_017116749.1|DELE
OG0000011	LOC6614408|XP_032583172.1|DSEC	LOC108150498|XP_017134198.1|DELE
OG0000011	LOC6614413|XP_032577346.1|DSEC	LOC108150409|XP_017134056.1|DELE
OG0000011	LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC	LOC108138422|XP_017116107.1|DELE
OG0000011	LOC6605626|XP_002030444.2|DSEC	LOC108146667|XP_017128209.1|DELE
OG0000011	LOC6605627|XP_002030445.2|DSEC	LOC108146666|XP_017128208.1|DELE
OG0000011	LOC6607077|XP_002031865.1|DSEC	LOC108139281|XP_017117466.1|DELE
OG0000012	LOC6609925|XP_002034575.2|DSEC	LOC108145523|XP_017126497.1|DELE
OG0000012	LOC6609924|XP_002034574.2|DSEC	LOC108145522|XP_017126496.1|DELE
OG0000012	LOC6609923|XP_032571611.1|DSEC	LOC108145538|XP_017126526.1|DELE
OG0000012	LOC6609926|XP_002034576.1|DSEC	LOC108145542|XP_017126531.1|DELE
OG0000012	LOC6609929|XP_032571342.1|DSEC	LOC108145377|XP_017126261.1|DELE
OG0000012	LOC6609927|XP_002034577.1|DSEC	LOC108145552|XP_017126542.1|DELE
OG0000012	LOC6608817|XP_032571423.1|DSEC	LOC108137876|XP_017115303.1|DELE, LOC108137991|XP_017115454.1|DELE
OG0000012	LOC6608818|XP_032571424.1|DSEC	LOC108137877|XP_017115304.1|DELE
OG0000012	LOC6608819|XP_002033533.2|DSEC	LOC108137996|XP_017115460.1|DELE
OG0000012	LOC6608820|XP_032571616.1|DSEC	LOC108137901|XP_017115330.1|DELE
OG0000012	LOC6608821|XP_032571618.1|DSEC	LOC108137950|XP_017115398.1|DELE
OG0000012	LOC6608822|XP_032571615.1|DSEC	LOC108137951|XP_017115399.1|DELE
OG0000013	LOC6609116|XP_002033818.1|DSEC	LOC108149749|XP_017133029.1|DELE
OG0000013	LOC6619913|XP_032582274.1|DSEC	LOC108137631|XP_017114906.1|DELE
OG0000013	LOC6606301|XP_002031106.1|DSEC	LOC108134833|XP_017110785.1|DELE
OG0000013	LOC6605619|XP_032575697.1|DSEC	LOC108146660|XP_017128198.1|DELE
OG0000013	LOC6606578|XP_002031379.1|DSEC	LOC108135085|XP_017111146.1|DELE
OG0000013	LOC6607674|XP_002032439.2|DSEC	LOC108136687|XP_017113497.1|DELE
OG0000013	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC	LOC108135067|XP_017111099.1|DELE, LOC108135806|XP_017112171.1|DELE, LOC108135068|XP_017111100.1|DELE
OG0000015	LOC6614679|XP_002039106.1|DSEC	LOC108138780|XP_017116737.1|DELE
OG0000015	LOC116803534|XP_032583120.1|DSEC	LOC108147770|XP_017129989.1|DELE
OG0000015	LOC6611526|XP_002036067.1|DSEC	LOC108138355|XP_017116015.1|DELE
OG0000015	LOC116800339|XP_032570434.1|DSEC	LOC108138106|XP_017115592.1|DELE
OG0000015	LOC6608675|XP_002033404.2|DSEC	LOC108144693|XP_017125256.1|DELE
OG0000015	LOC116801741|XP_032578887.1|DSEC	LOC108141971|XP_017121111.1|DELE
OG0000016	LOC6606525|XP_002031326.2|DSEC	LOC108139227|XP_017117379.1|DELE
OG0000016	LOC6615268|XP_002039673.2|DSEC	LOC108145428|XP_017126326.1|DELE
OG0000016	LOC6606623|XP_002031424.1|DSEC	LOC108135797|XP_017112156.1|DELE
OG0000016	LOC6609492|XP_032572820.1|DSEC	LOC108144651|XP_017125185.1|DELE
OG0000016	LOC6612339|XP_002036849.1|DSEC	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC6619144|XP_002043384.1|DSEC	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC6606248|XP_002031056.2|DSEC	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC6616531|XP_002040890.1|DSEC	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC6620183|XP_002044394.1|DSEC	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC6608076|XP_002032824.1|DSEC	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC6619131|XP_002043371.1|DSEC	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC6607277|XP_002032056.1|DSEC	LOC108144019|XP_017124134.1|DELE
OG0000017	LOC6615716|XP_032571357.1|DSEC	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC6619133|XP_002043373.1|DSEC	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC6615717|XP_002040088.1|DSEC	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC6617387|XP_032577559.1|DSEC	LOC108147936|XP_017130210.1|DELE
OG0000018	LOC6610980|XP_002035537.1|DSEC	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC6610983|XP_002035540.1|DSEC	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC6621634|XP_002045742.2|DSEC	LOC108142475|XP_017121848.1|DELE
OG0000019	LOC6617118|XP_002041445.1|DSEC	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC6617116|XP_002041443.2|DSEC	LOC108148669|XP_017131292.1|DELE
OG0000019	LOC6617117|XP_002041444.1|DSEC	LOC108148668|XP_017131291.1|DELE
OG0000019	LOC6617113|XP_002041440.2|DSEC	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC6617114|XP_002041441.1|DSEC	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC6617119|XP_002041446.1|DSEC	LOC108148663|XP_017131286.1|DELE
OG0000019	LOC6617120|XP_032579359.1|DSEC	LOC108148665|XP_017131287.1|DELE
OG0000020	LOC116801805|XP_032579403.1|DSEC	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC6615344|XP_002039742.1|DSEC	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC6614620|XP_002039048.1|DSEC, LOC6608343|XP_032571142.1|DSEC	LOC108139069|XP_017117181.1|DELE
OG0000020	LOC6611665|XP_032583373.1|DSEC	LOC108149435|XP_017132505.1|DELE
OG0000020	LOC6619030|XP_032578205.1|DSEC	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC6606811|XP_002031608.2|DSEC	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC6618224|XP_032583413.1|DSEC	LOC108142115|XP_017121302.1|DELE
OG0000020	LOC6614621|XP_002039049.1|DSEC	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC6615454|XP_002039834.1|DSEC	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC6615468|XP_002039848.1|DSEC	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC6609714|XP_002034371.1|DSEC	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC6617550|XP_032580648.1|DSEC	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC6607757|XP_002032520.1|DSEC	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC6606667|XP_002031467.1|DSEC	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC6620369|XP_002044577.1|DSEC	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC6609401|XP_002034086.1|DSEC	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC6610269|XP_002034864.1|DSEC	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE
OG0000022	LOC116801300|XP_032575946.1|DSEC	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC6614270|XP_002038710.2|DSEC	LOC108140988|XP_017119550.1|DELE
OG0000023	LOC6614272|XP_002038712.1|DSEC	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC6615538|XP_002039917.1|DSEC	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC6614271|XP_032578446.1|DSEC	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC6614265|XP_002038705.1|DSEC	LOC108140949|XP_017119506.1|DELE
OG0000023	LOC6614261|XP_032579066.1|DSEC	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC6614263|XP_002038703.1|DSEC	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC6614259|XP_032579064.1|DSEC	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC116800706|XP_032573066.1|DSEC	LOC108144322|XP_017124512.1|DELE
OG0000024	LOC6608650|XP_002033384.1|DSEC	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC6608651|XP_032573063.1|DSEC	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC6618118|XP_002042417.2|DSEC	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC6609002|XP_002033708.1|DSEC	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC6613440|XP_002037914.1|DSEC	LOC108148017|XP_017130341.1|DELE, LOC108136491|XP_017113196.1|DELE
OG0000026	LOC6617640|XP_002041953.1|DSEC	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC6613582|XP_002038050.1|DSEC	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC6619909|XP_002044121.1|DSEC	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC6614041|XP_002038495.1|DSEC	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC6620024|XP_002044237.2|DSEC	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC6611562|XP_002036100.1|DSEC	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC6611565|XP_002036103.2|DSEC	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC6611563|XP_002036101.1|DSEC	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC6605908|XP_002030721.1|DSEC	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC6608399|XP_002033133.1|DSEC	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC6607309|XP_002032088.1|DSEC	LOC108143743|XP_017123764.1|DELE
OG0000029	LOC6618299|XP_002042572.1|DSEC	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC6617677|XP_032583255.1|DSEC	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC6617675|XP_002041988.1|DSEC	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC6617676|XP_002041989.1|DSEC	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC6613129|XP_002037610.2|DSEC	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC6615712|XP_002040083.1|DSEC	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC6616124|XP_002040489.1|DSEC	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC6615087|XP_032581969.1|DSEC	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE
OG0000031	LOC6611386|XP_002035931.1|DSEC	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC116803563|XP_032583263.1|DSEC	LOC108138948|XP_017117015.1|DELE
OG0000031	LOC6610715|XP_032575982.1|DSEC	LOC108148078|XP_017130421.1|DELE
OG0000031	LOC6613163|XP_002037644.1|DSEC	LOC108147853|XP_017130100.1|DELE
OG0000031	LOC6608128|XP_002032876.2|DSEC	LOC108148083|XP_017130428.1|DELE
OG0000031	LOC6611956|XP_002036473.1|DSEC	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC6606686|XP_002031486.2|DSEC	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC6606685|XP_002031485.1|DSEC	LOC108134776|XP_017110712.1|DELE
OG0000033	LOC6612608|XP_032578226.1|DSEC	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC6618198|XP_002042473.1|DSEC	LOC108141763|XP_017120751.1|DELE
OG0000033	LOC6607913|XP_002032667.1|DSEC	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC6607912|XP_002032666.2|DSEC	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	LOC6607918|XP_002032668.1|DSEC	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC6606119|XP_002030927.1|DSEC	LOC108135468|XP_017111699.1|DELE
OG0000033	LOC6614345|XP_002038784.1|DSEC	LOC108135862|XP_017112252.1|DELE
OG0000033	LOC6609450|XP_002034135.2|DSEC	LOC108137918|XP_017115348.1|DELE
OG0000034	LOC6614428|XP_002038861.1|DSEC	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC6614430|XP_002038863.1|DSEC	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC6613602|XP_002038072.1|DSEC	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC6614280|XP_002038720.1|DSEC	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC6606280|XP_032578992.1|DSEC	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC6613804|XP_032577945.1|DSEC	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC6607601|XP_002032369.2|DSEC	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC6609848|XP_002034500.1|DSEC	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC6619109|XP_002043349.1|DSEC	LOC108135854|XP_017112236.1|DELE
OG0000037	LOC6619108|XP_002043348.1|DSEC	LOC108135829|XP_017112201.1|DELE
OG0000038	LOC6619358|XP_002043575.1|DSEC	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC6619360|XP_032575071.1|DSEC	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC6614108|XP_032577608.1|DSEC	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC6619553|XP_002043768.1|DSEC	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC6619552|XP_002043767.1|DSEC	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC6617545|XP_032581966.1|DSEC	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC6616682|XP_002041037.1|DSEC	LOC108140733|XP_017119198.1|DELE
OG0000040	LOC6606863|XP_002031657.1|DSEC	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC6606864|XP_002031658.1|DSEC	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC6616681|XP_002041036.1|DSEC	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC6616678|XP_002041033.1|DSEC	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC6619507|XP_002043722.1|DSEC	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC6619701|XP_002043916.1|DSEC	LOC108143777|XP_017123793.1|DELE
OG0000041	LOC6619703|XP_032579544.1|DSEC	LOC108143759|XP_017123778.1|DELE
OG0000041	LOC6619709|XP_002043924.1|DSEC	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC6619708|XP_032579543.1|DSEC	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC6617460|XP_002041777.2|DSEC	LOC108137297|XP_017114407.1|DELE
OG0000042	LOC6609765|XP_002034419.1|DSEC	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC6609768|XP_002034422.2|DSEC	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC6609766|XP_032571746.1|DSEC	LOC108139199|XP_017117331.1|DELE
OG0000042	LOC116800694|XP_032572982.1|DSEC	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE
OG0000042	LOC6609769|XP_002034423.2|DSEC	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC6606882|XP_002031676.2|DSEC	LOC108136707|XP_017113521.1|DELE
OG0000043	LOC6606880|XP_002031674.2|DSEC	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC6606886|XP_002031680.1|DSEC	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC6606875|XP_002031669.2|DSEC	LOC108136699|XP_017113511.1|DELE
OG0000043	LOC6612980|XP_002037471.1|DSEC	LOC108142914|XP_017122491.1|DELE
OG0000043	LOC6606874|XP_002031668.1|DSEC	LOC108136702|XP_017113516.1|DELE
OG0000044	LOC6619712|XP_032578272.1|DSEC	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC6619716|XP_002043931.1|DSEC	LOC108143753|XP_017123772.1|DELE
OG0000044	LOC6619717|XP_002043932.1|DSEC	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC6619713|XP_032578123.1|DSEC	LOC108143771|XP_017123788.1|DELE
OG0000044	LOC6619715|XP_002043930.1|DSEC	LOC108143751|XP_017123771.1|DELE
OG0000044	LOC6619714|XP_002043929.1|DSEC	LOC108143749|XP_017123769.1|DELE
OG0000045	LOC6605191|XP_002030030.1|DSEC	LOC108150162|XP_017133621.1|DELE
OG0000045	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC	LOC108150135|XP_017133591.1|DELE, LOC108150141|XP_017133599.1|DELE
OG0000045	LOC6611095|XP_002035652.1|DSEC	LOC108146641|XP_017128175.1|DELE
OG0000045	LOC6611094|XP_002035651.1|DSEC	LOC108146602|XP_017128138.1|DELE
OG0000046	LOC6620032|XP_032578694.1|DSEC	LOC108140976|XP_017119535.1|DELE
OG0000046	LOC6615012|XP_002039429.1|DSEC	LOC108134821|XP_017110764.1|DELE
OG0000046	LOC6615013|XP_002039430.2|DSEC	LOC108134933|XP_017110942.1|DELE
OG0000046	LOC6607590|XP_002032359.1|DSEC	LOC108147114|XP_017128893.1|DELE
OG0000046	LOC6608938|XP_002033652.1|DSEC	LOC108144852|XP_017125488.1|DELE
OG0000047	LOC6609458|XP_002034143.1|DSEC	LOC108137997|XP_017115461.1|DELE
OG0000047	LOC6609455|XP_002034140.1|DSEC	LOC108137888|XP_017115315.1|DELE
OG0000047	LOC6609036|XP_032573031.1|DSEC	LOC108149120|XP_017132010.1|DELE
OG0000047	LOC6605158|XP_002029997.1|DSEC	LOC108150380|XP_017134008.1|DELE
OG0000047	LOC6609046|XP_032572064.1|DSEC	LOC108149847|XP_017133213.1|DELE
OG0000047	LOC6605159|XP_002029998.2|DSEC	LOC108150178|XP_017133656.1|DELE
OG0000048	LOC6605929|XP_002030742.1|DSEC, LOC6605928|XP_002030741.1|DSEC	LOC108145661|XP_017126703.1|DELE
OG0000048	LOC6605924|XP_002030737.1|DSEC	LOC108146208|XP_017127615.1|DELE
OG0000048	LOC6605925|XP_002030738.1|DSEC	LOC108146209|XP_017127617.1|DELE
OG0000048	LOC6605923|XP_002030736.1|DSEC	LOC108146206|XP_017127613.1|DELE
OG0000048	LOC6605926|XP_002030739.1|DSEC	LOC108146211|XP_017127619.1|DELE
OG0000049	LOC6616787|XP_002041124.1|DSEC	LOC108140399|XP_017118596.1|DELE
OG0000049	LOC6616784|XP_002041121.1|DSEC	LOC108140396|XP_017118593.1|DELE
OG0000049	LOC6616788|XP_002041125.1|DSEC	LOC108140391|XP_017118587.1|DELE
OG0000049	LOC6616790|XP_032578183.1|DSEC	LOC108140398|XP_017118595.1|DELE
OG0000049	LOC6616789|XP_002041126.1|DSEC	LOC108140400|XP_017118597.1|DELE
OG0000049	LOC6616783|XP_002041120.1|DSEC	LOC108140395|XP_017118592.1|DELE
OG0000050	LOC6608707|XP_002033431.1|DSEC	LOC108144105|XP_017124238.1|DELE
OG0000050	LOC6616568|XP_002040927.1|DSEC	LOC108143123|XP_017122853.1|DELE
OG0000050	LOC6616571|XP_032575631.1|DSEC	LOC108143198|XP_017122940.1|DELE
OG0000050	LOC6616570|XP_002040929.1|DSEC	LOC108143121|XP_017122851.1|DELE
OG0000050	LOC116800887|XP_032573137.1|DSEC	LOC108143197|XP_017122939.1|DELE
OG0000050	LOC6616572|XP_002040931.1|DSEC	LOC108143120|XP_017122849.1|DELE
OG0000050	LOC6616569|XP_032573136.1|DSEC	LOC108143122|XP_017122852.1|DELE
OG0000051	LOC6607242|XP_032578378.1|DSEC	LOC108143756|XP_017123775.1|DELE
OG0000051	LOC6606627|XP_002031428.1|DSEC	LOC108143275|XP_017123079.1|DELE
OG0000051	LOC6606709|XP_002031508.1|DSEC	LOC108141560|XP_017120493.1|DELE
OG0000052	LOC6607024|XP_002031813.1|DSEC	LOC108135036|XP_017111063.1|DELE
OG0000052	LOC6607642|XP_002032407.1|DSEC	LOC108136729|XP_017113543.1|DELE
OG0000052	LOC6607025|XP_002031814.1|DSEC	LOC108135035|XP_017111062.1|DELE
