Orthogroup	DSEC.longest_only	DGUA.longest_only
OG0000009	LOC6608841|XP_002033555.1|DSEC	LOC117588654|XP_034135988.1|DGUA
OG0000009	LOC6608840|XP_002033554.1|DSEC	LOC117588663|XP_034136000.1|DGUA
OG0000010	LOC6606375|XP_032579311.1|DSEC	LOC117591679|XP_034140894.1|DGUA
OG0000011	LOC6613215|XP_002037694.2|DSEC, LOC6613214|XP_002037693.2|DSEC, LOC6613356|XP_002037830.1|DSEC, LOC6616450|XP_032574488.1|DSEC, LOC6613355|XP_032576619.1|DSEC, LOC6614408|XP_032583172.1|DSEC, LOC6614413|XP_032577346.1|DSEC, LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC	LOC117587656|XP_034134438.1|DGUA, LOC117584846|XP_034129875.1|DGUA, LOC117582569|XP_034126300.1|DGUA, LOC117582570|XP_034126301.1|DGUA, LOC117584825|XP_034129842.1|DGUA, LOC117584102|XP_034128742.1|DGUA, LOC117584843|XP_034129873.1|DGUA, LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA, LOC117582571|XP_034126303.1|DGUA, LOC117582572|XP_034126307.1|DGUA, LOC117582573|XP_034126310.1|DGUA
OG0000011	LOC6605626|XP_002030444.2|DSEC	LOC117579965|XP_034122030.1|DGUA
OG0000011	LOC6605627|XP_002030445.2|DSEC	LOC117579216|XP_034120874.1|DGUA
OG0000011	LOC6607077|XP_002031865.1|DSEC	LOC117585951|XP_034131639.1|DGUA
OG0000012	LOC6609925|XP_002034575.2|DSEC	LOC117578829|XP_034120480.1|DGUA
OG0000012	LOC6609924|XP_002034574.2|DSEC	LOC117578830|XP_034120484.1|DGUA
OG0000012	LOC6609923|XP_032571611.1|DSEC	LOC117578828|XP_034120477.1|DGUA
OG0000012	LOC6609926|XP_002034576.1|DSEC	LOC117578831|XP_034120485.1|DGUA
OG0000012	LOC6609929|XP_032571342.1|DSEC	LOC117585419|XP_034130787.1|DGUA, LOC117585430|XP_034130799.1|DGUA
OG0000012	LOC6609927|XP_002034577.1|DSEC	LOC117585406|XP_034130769.1|DGUA
OG0000012	LOC6608817|XP_032571423.1|DSEC	LOC117592596|XP_034142370.1|DGUA
OG0000012	LOC6608818|XP_032571424.1|DSEC	LOC117592593|XP_034142368.1|DGUA
OG0000012	LOC6608819|XP_002033533.2|DSEC, LOC6608820|XP_032571616.1|DSEC	LOC117592595|XP_034142369.1|DGUA
OG0000012	LOC6608821|XP_032571618.1|DSEC	LOC117592597|XP_034142371.1|DGUA
OG0000012	LOC6608822|XP_032571615.1|DSEC	LOC117592598|XP_034142372.1|DGUA
OG0000013	LOC6609116|XP_002033818.1|DSEC	LOC117592555|XP_034142321.1|DGUA
OG0000013	LOC6619913|XP_032582274.1|DSEC	LOC117590521|XP_034139126.1|DGUA
OG0000013	LOC6606301|XP_002031106.1|DSEC	LOC117585977|XP_034131683.1|DGUA
OG0000013	LOC6605619|XP_032575697.1|DSEC	LOC117580093|XP_034122238.1|DGUA
OG0000013	LOC6606578|XP_002031379.1|DSEC	LOC117589807|XP_034137915.1|DGUA
OG0000013	LOC6607674|XP_002032439.2|DSEC	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA
OG0000013	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC	LOC117583601|XP_034127885.1|DGUA
OG0000015	LOC6608675|XP_002033404.2|DSEC	LOC117588212|XP_034135242.1|DGUA
OG0000016	LOC6606525|XP_002031326.2|DSEC	LOC117589945|XP_034138127.1|DGUA
OG0000016	LOC6615268|XP_002039673.2|DSEC	LOC117587659|XP_034134479.1|DGUA
OG0000016	LOC6606623|XP_002031424.1|DSEC	LOC117583582|XP_034127854.1|DGUA
OG0000016	LOC6609492|XP_032572820.1|DSEC	LOC117592229|XP_034141753.1|DGUA
OG0000016	LOC6612339|XP_002036849.1|DSEC	LOC117581434|XP_034124497.1|DGUA
OG0000016	LOC6619144|XP_002043384.1|DSEC	LOC117588507|XP_034135722.1|DGUA
OG0000016	LOC6606248|XP_002031056.2|DSEC	LOC117585750|XP_034131294.1|DGUA
OG0000016	LOC6616531|XP_002040890.1|DSEC	LOC117579173|XP_034120827.1|DGUA
OG0000017	LOC6608076|XP_002032824.1|DSEC	LOC117582389|XP_034125960.1|DGUA
OG0000017	LOC6619131|XP_002043371.1|DSEC	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA
OG0000017	LOC6618718|XP_002042977.1|DSEC	LOC117583173|XP_034127261.1|DGUA
OG0000017	LOC6615716|XP_032571357.1|DSEC	LOC117580469|XP_034122942.1|DGUA
OG0000017	LOC6619133|XP_002043373.1|DSEC	LOC117583419|XP_034127607.1|DGUA
OG0000017	LOC6615717|XP_002040088.1|DSEC	LOC117592152|XP_034141609.1|DGUA
OG0000017	LOC6617387|XP_032577559.1|DSEC	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA
OG0000018	LOC6610980|XP_002035537.1|DSEC	LOC117587357|XP_034133889.1|DGUA
OG0000018	LOC6610987|XP_002035544.1|DSEC	LOC117587353|XP_034133885.1|DGUA
OG0000018	LOC6610983|XP_002035540.1|DSEC	LOC117587358|XP_034133890.1|DGUA
OG0000018	LOC6621634|XP_002045742.2|DSEC	LOC117587351|XP_034133882.1|DGUA
OG0000019	LOC6617118|XP_002041445.1|DSEC	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA
OG0000019	LOC6617113|XP_002041440.2|DSEC	LOC117583705|XP_034128081.1|DGUA
OG0000019	LOC6617114|XP_002041441.1|DSEC	LOC117583723|XP_034128130.1|DGUA
OG0000019	LOC6617119|XP_002041446.1|DSEC, LOC6617120|XP_032579359.1|DSEC	LOC117583722|XP_034128122.1|DGUA
OG0000020	LOC116801805|XP_032579403.1|DSEC	LOC117583658|XP_034128012.1|DGUA
OG0000020	LOC6615344|XP_002039742.1|DSEC	LOC117578526|XP_034119977.1|DGUA
OG0000020	LOC6614620|XP_002039048.1|DSEC, LOC6608343|XP_032571142.1|DSEC, LOC6611665|XP_032583373.1|DSEC	LOC117587736|XP_034134545.1|DGUA
OG0000020	LOC6619030|XP_032578205.1|DSEC	LOC117586337|XP_034132223.1|DGUA
OG0000020	LOC6606811|XP_002031608.2|DSEC	LOC117590165|XP_034138451.1|DGUA
OG0000020	LOC6618224|XP_032583413.1|DSEC	LOC117584402|XP_034129156.1|DGUA
OG0000021	LOC6613204|XP_002037684.1|DSEC	LOC117578555|XP_034120019.1|DGUA
OG0000021	LOC116803465|XP_032583061.1|DSEC	LOC117578556|XP_034120020.1|DGUA
OG0000021	LOC6615454|XP_002039834.1|DSEC	LOC117580314|XP_034122704.1|DGUA
OG0000021	LOC6615468|XP_002039848.1|DSEC	LOC117580733|XP_034123298.1|DGUA
OG0000021	LOC116803406|XP_032583029.1|DSEC	LOC117578557|XP_034120021.1|DGUA
OG0000021	LOC6617550|XP_032580648.1|DSEC	LOC117590869|XP_034139782.1|DGUA
OG0000021	LOC6607757|XP_002032520.1|DSEC	LOC117585696|XP_034131203.1|DGUA
OG0000021	LOC6606667|XP_002031467.1|DSEC	LOC117582802|XP_034126721.1|DGUA
OG0000022	LOC6609401|XP_002034086.1|DSEC	LOC117585826|XP_034131453.1|DGUA
OG0000022	LOC6610269|XP_002034864.1|DSEC	LOC117587283|XP_034133760.1|DGUA
OG0000022	LOC116801300|XP_032575946.1|DSEC	LOC117587282|XP_034133759.1|DGUA
OG0000023	LOC6614270|XP_002038710.2|DSEC	LOC117586396|XP_034132318.1|DGUA
OG0000023	LOC6614272|XP_002038712.1|DSEC	LOC117586008|XP_034131728.1|DGUA
OG0000023	LOC6615538|XP_002039917.1|DSEC	LOC117591288|XP_034140381.1|DGUA
OG0000023	LOC6614271|XP_032578446.1|DSEC	LOC117586007|XP_034131727.1|DGUA
OG0000023	LOC6614265|XP_002038705.1|DSEC	LOC117586005|XP_034131725.1|DGUA
OG0000023	LOC6614261|XP_032579066.1|DSEC	LOC117586006|XP_034131726.1|DGUA
OG0000023	LOC6614263|XP_002038703.1|DSEC	LOC117586004|XP_034131723.1|DGUA
OG0000023	LOC6614259|XP_032579064.1|DSEC	LOC117586277|XP_034132120.1|DGUA
OG0000024	LOC116800706|XP_032573066.1|DSEC	LOC117580035|XP_034122157.1|DGUA
OG0000024	LOC6608650|XP_002033384.1|DSEC	LOC117580026|XP_034122146.1|DGUA
OG0000024	LOC6608651|XP_032573063.1|DSEC	LOC117580040|XP_034122171.1|DGUA
OG0000024	LOC6618118|XP_002042417.2|DSEC	LOC117591149|XP_034140151.1|DGUA
OG0000024	LOC6608649|XP_032571742.1|DSEC	LOC117578502|XP_034119928.1|DGUA
OG0000024	LOC6609002|XP_002033708.1|DSEC	LOC117592048|XP_034141425.1|DGUA
OG0000025	LOC6613440|XP_002037914.1|DSEC	LOC117590412|XP_034138901.1|DGUA
OG0000026	LOC6617640|XP_002041953.1|DSEC	LOC117588644|XP_034135968.1|DGUA
OG0000026	LOC6613582|XP_002038050.1|DSEC	LOC117588100|XP_034135061.1|DGUA
OG0000026	LOC6619909|XP_002044121.1|DSEC	LOC117581101|XP_034123883.1|DGUA
OG0000026	LOC6614041|XP_002038495.1|DSEC	LOC117583741|XP_034128149.1|DGUA, LOC117583141|XP_034127222.1|DGUA, LOC117583140|XP_034127221.1|DGUA, LOC117583745|XP_034128155.1|DGUA, LOC117583744|XP_034128154.1|DGUA, LOC117583743|XP_034128152.1|DGUA, LOC117583742|XP_034128150.1|DGUA
OG0000026	LOC6620024|XP_002044237.2|DSEC	LOC117589578|XP_034137528.1|DGUA
OG0000027	LOC6611562|XP_002036100.1|DSEC	LOC117581694|XP_034124962.1|DGUA
OG0000027	LOC6611565|XP_002036103.2|DSEC	LOC117582236|XP_034125737.1|DGUA
OG0000027	LOC6611563|XP_002036101.1|DSEC	LOC117581693|XP_034124961.1|DGUA
OG0000028	LOC6605908|XP_002030721.1|DSEC	LOC117588956|XP_034136434.1|DGUA
OG0000029	LOC6608399|XP_002033133.1|DSEC, LOC6609830|XP_002034482.1|DSEC, LOC6611703|XP_002036237.1|DSEC	LOC117592282|XP_034141836.1|DGUA
OG0000029	LOC6607309|XP_002032088.1|DSEC	LOC117589682|XP_034137727.1|DGUA
OG0000029	LOC6618299|XP_002042572.1|DSEC	LOC117579424|XP_034121195.1|DGUA
OG0000030	LOC6617675|XP_002041988.1|DSEC	LOC117582242|XP_034125744.1|DGUA
OG0000030	LOC6613129|XP_002037610.2|DSEC	LOC117584551|XP_034129394.1|DGUA
OG0000030	LOC6615712|XP_002040083.1|DSEC	LOC117580408|XP_034122850.1|DGUA
OG0000030	LOC6616124|XP_002040489.1|DSEC	LOC117580802|XP_034123393.1|DGUA
OG0000030	LOC6615087|XP_032581969.1|DSEC	LOC117581439|XP_034124532.1|DGUA
OG0000031	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC, LOC6611386|XP_002035931.1|DSEC	LOC117584126|XP_034128769.1|DGUA
OG0000031	LOC6611956|XP_002036473.1|DSEC	LOC117584798|XP_034129808.1|DGUA
OG0000032	LOC6606692|XP_002031492.2|DSEC	LOC117583029|XP_034127075.1|DGUA
OG0000032	LOC6606694|XP_002031494.1|DSEC	LOC117583030|XP_034127077.1|DGUA
OG0000032	LOC6606689|XP_002031489.2|DSEC	LOC117583031|XP_034127078.1|DGUA
OG0000032	LOC6606685|XP_002031485.1|DSEC	LOC117583028|XP_034127074.1|DGUA
OG0000032	LOC6606688|XP_002031488.1|DSEC	LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA
OG0000033	LOC6612608|XP_032578226.1|DSEC	LOC117583114|XP_034127189.1|DGUA
OG0000033	LOC6607913|XP_002032667.1|DSEC	LOC117578485|XP_034119909.1|DGUA
OG0000033	LOC6607918|XP_002032668.1|DSEC	LOC117578484|XP_034119908.1|DGUA
OG0000033	LOC6606119|XP_002030927.1|DSEC, LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC, LOC6609451|XP_002034136.1|DSEC, LOC6609450|XP_002034135.2|DSEC	LOC117589901|XP_034138062.1|DGUA
OG0000034	LOC6609502|XP_032572499.1|DSEC, LOC6614428|XP_002038861.1|DSEC	LOC117584525|XP_034129365.1|DGUA
OG0000034	LOC6614429|XP_032583720.1|DSEC	LOC117584539|XP_034129382.1|DGUA
OG0000034	LOC6614430|XP_002038863.1|DSEC	LOC117584364|XP_034129093.1|DGUA
OG0000034	LOC6618128|XP_032583108.1|DSEC	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA
OG0000034	LOC6613602|XP_002038072.1|DSEC	LOC117588068|XP_034135019.1|DGUA
OG0000036	LOC6614280|XP_002038720.1|DSEC	LOC117586375|XP_034132294.1|DGUA
OG0000036	LOC6606280|XP_032578992.1|DSEC	LOC117589622|XP_034137600.1|DGUA
OG0000036	LOC6613804|XP_032577945.1|DSEC	LOC117590096|XP_034138331.1|DGUA
OG0000036	LOC6607601|XP_002032369.2|DSEC	LOC117583751|XP_034128161.1|DGUA
OG0000037	LOC6609848|XP_002034500.1|DSEC	LOC117581190|XP_034124041.1|DGUA
OG0000037	LOC6619109|XP_002043349.1|DSEC, LOC6619108|XP_002043348.1|DSEC	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA
OG0000038	LOC6619358|XP_002043575.1|DSEC	LOC117579886|XP_034121913.1|DGUA
OG0000038	LOC6619360|XP_032575071.1|DSEC	LOC117579879|XP_034121893.1|DGUA
OG0000039	LOC6614108|XP_032577608.1|DSEC	LOC117586049|XP_034131784.1|DGUA
OG0000039	LOC6619553|XP_002043768.1|DSEC	LOC117590455|XP_034138980.1|DGUA
OG0000039	LOC6619552|XP_002043767.1|DSEC	LOC117590456|XP_034138981.1|DGUA
OG0000039	LOC6617545|XP_032581966.1|DSEC	LOC117588357|XP_034135459.1|DGUA
OG0000040	LOC6616682|XP_002041037.1|DSEC	LOC117586415|XP_034132343.1|DGUA
OG0000040	LOC6606863|XP_002031657.1|DSEC	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA
OG0000040	LOC6606864|XP_002031658.1|DSEC	LOC117585623|XP_034131079.1|DGUA
OG0000040	LOC6616681|XP_002041036.1|DSEC	LOC117585926|XP_034131583.1|DGUA
OG0000040	LOC6616680|XP_002041035.2|DSEC	LOC117586490|XP_034132479.1|DGUA
OG0000040	LOC6616678|XP_002041033.1|DSEC	LOC117585962|XP_034131662.1|DGUA
OG0000040	LOC6619507|XP_002043722.1|DSEC	LOC117583720|XP_034128120.1|DGUA
OG0000041	LOC6619701|XP_002043916.1|DSEC, LOC6619702|XP_002043917.1|DSEC, LOC6619703|XP_032579544.1|DSEC	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA
OG0000041	LOC6619709|XP_002043924.1|DSEC	LOC117585914|XP_034131569.1|DGUA
OG0000041	LOC116801819|XP_032579546.1|DSEC, LOC116801818|XP_032579545.1|DSEC	LOC117591714|XP_034140925.1|DGUA
OG0000042	LOC6617460|XP_002041777.2|DSEC	LOC117588578|XP_034135864.1|DGUA
OG0000042	LOC6609765|XP_002034419.1|DSEC	LOC117592397|XP_034142005.1|DGUA
OG0000042	LOC6609768|XP_002034422.2|DSEC	LOC117592396|XP_034142004.1|DGUA
OG0000042	LOC6609766|XP_032571746.1|DSEC, LOC6609767|XP_032571748.1|DSEC, LOC116800694|XP_032572982.1|DSEC	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA
OG0000042	LOC6609769|XP_002034423.2|DSEC	LOC117592399|XP_034142008.1|DGUA
OG0000043	LOC6606882|XP_002031676.2|DSEC	LOC117585018|XP_034130150.1|DGUA
OG0000043	LOC6606880|XP_002031674.2|DSEC	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA
OG0000043	LOC6606886|XP_002031680.1|DSEC	LOC117585502|XP_034130891.1|DGUA
OG0000043	LOC6606877|XP_032576948.1|DSEC, LOC6606875|XP_002031669.2|DSEC, LOC6612980|XP_002037471.1|DSEC	LOC117584981|XP_034130079.1|DGUA
OG0000043	LOC6606874|XP_002031668.1|DSEC	LOC117585441|XP_034130807.1|DGUA
OG0000044	LOC6619712|XP_032578272.1|DSEC	LOC117585917|XP_034131574.1|DGUA
OG0000044	LOC6619716|XP_002043931.1|DSEC, LOC6619717|XP_002043932.1|DSEC	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA
OG0000044	LOC6619713|XP_032578123.1|DSEC, LOC6619715|XP_002043930.1|DSEC, LOC6619714|XP_002043929.1|DSEC	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA
OG0000045	LOC6605191|XP_002030030.1|DSEC	LOC117586936|XP_034133192.1|DGUA
OG0000045	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC	LOC117587010|XP_034133310.1|DGUA
OG0000045	LOC6611095|XP_002035652.1|DSEC	LOC117579473|XP_034121255.1|DGUA
OG0000045	LOC6611094|XP_002035651.1|DSEC	LOC117579463|XP_034121242.1|DGUA
OG0000046	LOC6620032|XP_032578694.1|DSEC	LOC117589785|XP_034137874.1|DGUA
OG0000046	LOC6615012|XP_002039429.1|DSEC, LOC6615013|XP_002039430.2|DSEC	LOC117591350|XP_034140469.1|DGUA
OG0000046	LOC6615011|XP_032581038.1|DSEC	LOC117592033|XP_034141382.1|DGUA
OG0000046	LOC6607592|XP_032578892.1|DSEC, LOC6618806|XP_002043055.1|DSEC, LOC6607590|XP_002032359.1|DSEC, LOC6608938|XP_002033652.1|DSEC	LOC117583276|XP_034127392.1|DGUA
OG0000047	LOC6609458|XP_002034143.1|DSEC	LOC117591384|XP_034140523.1|DGUA
OG0000047	LOC6609455|XP_002034140.1|DSEC	LOC117592295|XP_034141855.1|DGUA
OG0000047	LOC6609036|XP_032573031.1|DSEC	LOC117582832|XP_034126782.1|DGUA
OG0000047	LOC6605158|XP_002029997.1|DSEC	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA
OG0000047	LOC6609046|XP_032572064.1|DSEC	LOC117591732|XP_034140939.1|DGUA
OG0000047	LOC6605159|XP_002029998.2|DSEC	LOC117580178|XP_034122428.1|DGUA
OG0000048	LOC6605929|XP_002030742.1|DSEC, LOC6605928|XP_002030741.1|DSEC	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA
OG0000048	LOC6605923|XP_002030736.1|DSEC	LOC117589276|XP_034136957.1|DGUA
OG0000048	LOC6605926|XP_002030739.1|DSEC	LOC117588957|XP_034136435.1|DGUA
OG0000049	LOC6616787|XP_002041124.1|DSEC	LOC117583088|XP_034127157.1|DGUA
OG0000049	LOC6616784|XP_002041121.1|DSEC	LOC117583087|XP_034127156.1|DGUA
OG0000049	LOC6616788|XP_002041125.1|DSEC	LOC117583320|XP_034127470.1|DGUA
OG0000049	LOC6616790|XP_032578183.1|DSEC	LOC117583322|XP_034127471.1|DGUA
OG0000049	LOC6616789|XP_002041126.1|DSEC	LOC117583323|XP_034127472.1|DGUA
OG0000049	LOC6616783|XP_002041120.1|DSEC	LOC117583085|XP_034127153.1|DGUA
OG0000050	LOC6608707|XP_002033431.1|DSEC	LOC117592164|XP_034141627.1|DGUA
OG0000050	LOC6616568|XP_002040927.1|DSEC	LOC117580439|XP_034122886.1|DGUA
OG0000050	LOC6616571|XP_032575631.1|DSEC	LOC117580435|XP_034122881.1|DGUA
OG0000050	LOC6616570|XP_002040929.1|DSEC	LOC117580059|XP_034122189.1|DGUA
OG0000050	LOC116800887|XP_032573137.1|DSEC	LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA
OG0000050	LOC6616572|XP_002040931.1|DSEC	LOC117580434|XP_034122880.1|DGUA
OG0000050	LOC6616569|XP_032573136.1|DSEC	LOC117580436|XP_034122883.1|DGUA
OG0000051	LOC6607242|XP_032578378.1|DSEC	LOC117584976|XP_034130071.1|DGUA
OG0000051	LOC6606627|XP_002031428.1|DSEC	LOC117589573|XP_034137517.1|DGUA, LOC117589575|XP_034137522.1|DGUA
OG0000051	LOC6606391|XP_002031196.1|DSEC, LOC6606710|XP_002031509.1|DSEC, LOC6606709|XP_002031508.1|DSEC	LOC117586424|XP_034132352.1|DGUA, LOC117586281|XP_034132126.1|DGUA
OG0000052	LOC6607025|XP_002031814.1|DSEC, LOC6607026|XP_002031815.1|DSEC, LOC6607022|XP_002031811.2|DSEC, LOC6607023|XP_002031812.1|DSEC	LOC117585521|XP_034130918.1|DGUA
OG0000052	LOC6609846|XP_002034498.1|DSEC	LOC117579366|XP_034121106.1|DGUA
OG0000052	LOC6609845|XP_002034497.1|DSEC	LOC117579361|XP_034121090.1|DGUA
OG0000053	LOC6608187|XP_002032932.1|DSEC	LOC117591851|XP_034141110.1|DGUA
OG0000053	LOC6608186|XP_002032931.2|DSEC	LOC117591850|XP_034141108.1|DGUA
OG0000053	LOC6608184|XP_002032929.1|DSEC	LOC117591849|XP_034141106.1|DGUA
OG0000053	LOC6608180|XP_002032925.1|DSEC	LOC117589695|XP_034137786.1|DGUA
OG0000054	LOC6606233|XP_002031041.1|DSEC	LOC117591710|XP_034140920.1|DGUA, LOC117585614|XP_034131065.1|DGUA, LOC117585423|XP_034130788.1|DGUA
OG0000054	LOC6606232|XP_002031040.1|DSEC	LOC117585613|XP_034131060.1|DGUA
OG0000054	LOC6606230|XP_002031038.1|DSEC	LOC117585615|XP_034131067.1|DGUA
