Orthogroup	DSEC.longest_only	DYAK.longest_only
OG0000013	LOC6606578|XP_002031379.1|DSEC	LOC6536907|XP_002097476.1|DYAK
OG0000013	LOC6607674|XP_002032439.2|DSEC	LOC6538786|XP_002099299.1|DYAK
OG0000013	LOC116801751|XP_032578918.1|DSEC	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK
OG0000013	LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC	LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000014	LOC116802439|XP_032582809.1|DSEC	LOC120320742|XP_039227211.1|DYAK
OG0000014	LOC116802438|XP_032582808.1|DSEC	LOC120321092|XP_039228481.1|DYAK
OG0000015	LOC6614679|XP_002039106.1|DSEC	LOC6529704|XP_002090697.2|DYAK
OG0000015	LOC116803534|XP_032583120.1|DSEC	LOC6526496|XP_039227173.1|DYAK
OG0000015	LOC6617420|XP_032571737.1|DSEC	LOC120320869|XP_039227770.1|DYAK
OG0000015	LOC6611526|XP_002036067.1|DSEC	LOC6526950|XP_002088046.2|DYAK
OG0000015	LOC116800339|XP_032570434.1|DSEC	LOC6526894|XP_002087993.1|DYAK
OG0000015	LOC6608675|XP_002033404.2|DSEC	LOC6530275|XP_002091207.2|DYAK
OG0000015	LOC116801741|XP_032578887.1|DSEC	LOC6538477|XP_002099001.3|DYAK
OG0000016	LOC6606525|XP_002031326.2|DSEC	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC6615268|XP_002039673.2|DSEC	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC6606623|XP_002031424.1|DSEC	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC6609492|XP_032572820.1|DSEC	LOC6531360|XP_002092163.2|DYAK
OG0000016	LOC6612339|XP_002036849.1|DSEC	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC6619144|XP_002043384.1|DSEC	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC6606248|XP_002031056.2|DSEC	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC6616531|XP_002040890.1|DSEC	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC6620183|XP_002044394.1|DSEC	LOC6525337|XP_002101173.1|DYAK
OG0000017	LOC6608076|XP_002032824.1|DSEC	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC6619131|XP_002043371.1|DSEC	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC6607277|XP_002032056.1|DSEC	LOC6536204|XP_002096795.1|DYAK
OG0000017	LOC6618718|XP_002042977.1|DSEC	LOC6538219|XP_002098746.2|DYAK
OG0000017	LOC6615716|XP_032571357.1|DSEC	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC6619133|XP_002043373.1|DSEC	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC6615717|XP_002040088.1|DSEC	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC6617387|XP_032577559.1|DSEC	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC6610980|XP_002035537.1|DSEC	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC6610987|XP_002035544.1|DSEC	LOC26535124|XP_015049835.1|DYAK, LOC26536164|XP_039229759.1|DYAK
OG0000018	LOC6610983|XP_002035540.1|DSEC	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC6621634|XP_002045742.2|DSEC	LOC6533166|XP_002093892.1|DYAK
OG0000018	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK
OG0000019	LOC6617118|XP_002041445.1|DSEC	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC6617116|XP_002041443.2|DSEC	LOC6538324|XP_002098851.2|DYAK
OG0000019	LOC6617117|XP_002041444.1|DSEC	LOC6538323|XP_002098850.2|DYAK
OG0000019	LOC6617113|XP_002041440.2|DSEC	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC6617119|XP_002041446.1|DSEC	LOC6538321|XP_002098848.1|DYAK
OG0000019	LOC6617120|XP_032579359.1|DSEC	LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC116801805|XP_032579403.1|DSEC	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC6615344|XP_002039742.1|DSEC	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC6614620|XP_002039048.1|DSEC	LOC6529647|XP_002090641.1|DYAK
OG0000020	LOC6608343|XP_032571142.1|DSEC	LOC6528749|XP_002089784.2|DYAK
OG0000020	LOC6611665|XP_032583373.1|DSEC	LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC6619030|XP_032578205.1|DSEC	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC6606811|XP_002031608.2|DSEC	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC6618224|XP_032583413.1|DSEC	LOC6529263|XP_002090268.1|DYAK
OG0000020	LOC6614621|XP_002039049.1|DSEC	LOC6529648|XP_002090642.1|DYAK
OG0000021	LOC6613204|XP_002037684.1|DSEC	LOC6526678|XP_002087784.1|DYAK
OG0000021	LOC6615454|XP_002039834.1|DSEC	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC6615468|XP_002039848.1|DSEC	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC6609714|XP_002034371.1|DSEC	LOC6531172|XP_002092001.1|DYAK
OG0000021	LOC6617550|XP_032580648.1|DSEC	LOC6526013|XP_039229713.1|DYAK
OG0000021	LOC6607757|XP_002032520.1|DSEC	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC6606667|XP_002031467.1|DSEC	LOC6536819|XP_002097389.1|DYAK
OG0000021	LOC6620369|XP_002044577.1|DSEC	LOC6524816|XP_002100658.1|DYAK
OG0000022	LOC6609401|XP_002034086.1|DSEC	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC6610269|XP_002034864.1|DSEC	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK
OG0000022	LOC116801300|XP_032575946.1|DSEC	LOC6532324|XP_002093084.1|DYAK
OG0000023	LOC6614266|XP_002038706.1|DSEC	LOC6536030|XP_002096645.2|DYAK
OG0000023	LOC6614270|XP_002038710.2|DSEC	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK
OG0000023	LOC6614272|XP_002038712.1|DSEC	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC6615538|XP_002039917.1|DSEC	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC6614271|XP_032578446.1|DSEC	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC6614265|XP_002038705.1|DSEC	LOC6536032|XP_039230972.1|DYAK
OG0000023	LOC6614263|XP_002038703.1|DSEC	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC6614259|XP_032579064.1|DSEC	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC116800706|XP_032573066.1|DSEC	LOC6530300|XP_002091227.1|DYAK
OG0000024	LOC6608650|XP_002033384.1|DSEC	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC6608651|XP_032573063.1|DSEC	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC6618118|XP_002042417.2|DSEC	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC6608649|XP_032571742.1|DSEC	LOC6530303|XP_002091230.1|DYAK
OG0000024	LOC6609002|XP_002033708.1|DSEC	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC6613440|XP_002037914.1|DSEC	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC6617640|XP_002041953.1|DSEC	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC6613582|XP_002038050.1|DSEC	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC6619909|XP_002044121.1|DSEC	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC6620024|XP_002044237.2|DSEC	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC6611562|XP_002036100.1|DSEC	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC6611565|XP_002036103.2|DSEC	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC6611563|XP_002036101.1|DSEC	LOC6526915|XP_002088014.1|DYAK
OG0000028	LOC6605908|XP_002030721.1|DSEC	LOC6535078|XP_039229703.1|DYAK
OG0000029	LOC6606884|XP_002031678.1|DSEC	LOC6536587|XP_002097163.1|DYAK
OG0000029	LOC6608399|XP_002033133.1|DSEC	LOC6528801|XP_002089833.1|DYAK
OG0000029	LOC6609830|XP_002034482.1|DSEC	LOC6531052|XP_002091888.1|DYAK
OG0000029	LOC6607309|XP_002032088.1|DSEC	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC6618299|XP_002042572.1|DSEC	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC6617677|XP_032583255.1|DSEC	LOC6527318|XP_002088411.1|DYAK
OG0000030	LOC6617675|XP_002041988.1|DSEC	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC6617676|XP_002041989.1|DSEC	LOC6527317|XP_002088410.1|DYAK
OG0000030	LOC6613129|XP_002037610.2|DSEC	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC6615712|XP_002040083.1|DSEC	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC6616124|XP_002040489.1|DSEC	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC6615087|XP_032581969.1|DSEC	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC6613654|XP_002038124.2|DSEC	LOC6528958|XP_002089990.1|DYAK
OG0000031	LOC6613642|XP_032571112.1|DSEC	LOC6528971|XP_002090003.2|DYAK
OG0000031	LOC6611386|XP_002035931.1|DSEC	LOC6528984|XP_002090016.3|DYAK
OG0000031	LOC116803563|XP_032583263.1|DSEC	LOC6529463|XP_002090465.2|DYAK
OG0000031	LOC6610715|XP_032575982.1|DSEC	LOC6532903|XP_002093639.1|DYAK
OG0000031	LOC6613163|XP_002037644.1|DSEC	LOC6526633|XP_002087741.1|DYAK
OG0000031	LOC6611956|XP_002036473.1|DSEC	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC6606692|XP_002031492.2|DSEC	LOC6536794|XP_002097364.1|DYAK
OG0000032	LOC6606694|XP_002031494.1|DSEC	LOC6536792|XP_002097362.1|DYAK
OG0000032	LOC6606693|XP_002031493.1|DSEC	LOC6536793|XP_002097363.1|DYAK
OG0000032	LOC6606685|XP_002031485.1|DSEC	LOC6536802|XP_002097372.1|DYAK
OG0000033	LOC6612608|XP_032578226.1|DSEC	LOC6538142|XP_002098676.1|DYAK
OG0000033	LOC6618200|XP_032577814.1|DSEC	LOC6530309|XP_039228670.1|DYAK
OG0000033	LOC6618198|XP_002042473.1|DSEC	LOC6530310|XP_039228063.1|DYAK
OG0000033	LOC6607913|XP_002032667.1|DSEC	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC6607912|XP_002032666.2|DSEC	LOC6528344|XP_002089397.2|DYAK
OG0000033	LOC6607918|XP_002032668.1|DSEC	LOC6528350|XP_002089399.1|DYAK
OG0000033	LOC6606119|XP_002030927.1|DSEC	LOC6534298|XP_002094979.1|DYAK
OG0000033	LOC6614345|XP_002038784.1|DSEC	LOC6535950|XP_002096566.1|DYAK
OG0000033	LOC6609451|XP_002034136.1|DSEC	LOC6531400|XP_002092203.1|DYAK
OG0000033	LOC6609450|XP_002034135.2|DSEC	LOC6531401|XP_002092204.1|DYAK
OG0000034	LOC6609502|XP_032572499.1|DSEC	LOC6531351|XP_002092155.1|DYAK
OG0000034	LOC6614428|XP_002038861.1|DSEC	LOC6529512|XP_002090514.1|DYAK
OG0000034	LOC6614429|XP_032583720.1|DSEC	LOC6529511|XP_002090513.2|DYAK
OG0000034	LOC6614430|XP_002038863.1|DSEC	LOC6529510|XP_002090512.1|DYAK
OG0000034	LOC6618128|XP_032583108.1|DSEC	LOC6529821|XP_002090802.3|DYAK
OG0000034	LOC6613602|XP_002038072.1|DSEC	LOC6527117|XP_002088210.1|DYAK
OG0000035	LOC116800553|XP_032572019.1|DSEC, LOC116800552|XP_032572012.1|DSEC	LOC120321774|XP_039231579.1|DYAK
OG0000035	LOC116800883|XP_032573129.1|DSEC, LOC116801568|XP_032577885.1|DSEC, LOC116801299|XP_032575930.1|DSEC, LOC116800469|XP_032571521.1|DSEC, LOC116803428|XP_032583044.1|DSEC, LOC116802308|XP_032582319.1|DSEC, LOC116802335|XP_032582529.1|DSEC, LOC116800211|XP_032569882.1|DSEC, LOC6620638|XP_032580578.1|DSEC, LOC116803388|XP_032583021.1|DSEC, LOC116801547|XP_032577763.1|DSEC, LOC116800586|XP_032572243.1|DSEC, LOC116800388|XP_032570916.1|DSEC, LOC116800434|XP_032571263.1|DSEC, LOC116802179|XP_032581560.1|DSEC, LOC116800554|XP_032572024.1|DSEC, LOC116803549|XP_032583216.1|DSEC, LOC116802087|XP_032581080.1|DSEC, LOC116801098|XP_032574612.1|DSEC, LOC116802097|XP_032581114.1|DSEC, LOC116801497|XP_032577414.1|DSEC, LOC116803488|XP_032583073.1|DSEC, LOC116800558|XP_032572039.1|DSEC	LOC120322270|XP_039233255.1|DYAK
OG0000036	LOC6614280|XP_002038720.1|DSEC	LOC6536018|XP_002096633.1|DYAK
OG0000036	LOC6606280|XP_032578992.1|DSEC	LOC6537201|XP_002097759.1|DYAK
OG0000036	LOC6613804|XP_032577945.1|DSEC	LOC6535269|XP_002095925.1|DYAK
OG0000036	LOC6607601|XP_002032369.2|DSEC	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK
OG0000037	LOC6609848|XP_002034500.1|DSEC	LOC6531032|XP_002091868.2|DYAK
OG0000037	LOC6619109|XP_002043349.1|DSEC	LOC6535647|XP_002096275.2|DYAK
OG0000037	LOC6619108|XP_002043348.1|DSEC	LOC6535648|XP_002096276.2|DYAK
OG0000038	LOC6619358|XP_002043575.1|DSEC	LOC6539691|XP_002086577.2|DYAK
OG0000038	LOC6619360|XP_032575071.1|DSEC	LOC6534938|XP_039229728.1|DYAK
OG0000039	LOC6614108|XP_032577608.1|DSEC	LOC6537610|XP_002098156.2|DYAK
OG0000039	LOC6619553|XP_002043768.1|DSEC	LOC6524746|XP_002100590.1|DYAK
OG0000039	LOC6619552|XP_002043767.1|DSEC	LOC6524745|XP_002100589.2|DYAK
OG0000039	LOC6617545|XP_032581966.1|DSEC	LOC6526007|XP_002101825.1|DYAK
OG0000040	LOC6616682|XP_002041037.1|DSEC	LOC6535485|XP_002096116.3|DYAK
OG0000040	LOC6606863|XP_002031657.1|DSEC	LOC6536605|XP_002097181.1|DYAK
OG0000040	LOC6606864|XP_002031658.1|DSEC	LOC6536604|XP_002097180.1|DYAK
OG0000040	LOC6616681|XP_002041036.1|DSEC	LOC6535486|XP_002096117.1|DYAK
OG0000040	LOC6616680|XP_002041035.2|DSEC	LOC6535487|XP_002096118.3|DYAK
OG0000040	LOC6616678|XP_002041033.1|DSEC	LOC6535489|XP_002096120.1|DYAK
OG0000040	LOC6619507|XP_002043722.1|DSEC	LOC6539025|XP_002099527.1|DYAK
OG0000041	LOC6619701|XP_002043916.1|DSEC	LOC6538543|XP_002099065.1|DYAK
OG0000041	LOC6619702|XP_002043917.1|DSEC	LOC6538542|XP_002099064.1|DYAK
OG0000041	LOC6619703|XP_032579544.1|DSEC	LOC6538540|XP_002099062.1|DYAK
OG0000041	LOC6619709|XP_002043924.1|DSEC	LOC6538533|XP_002099055.1|DYAK
OG0000041	LOC6619708|XP_032579543.1|DSEC	LOC6538534|XP_002099056.1|DYAK
OG0000042	LOC6617460|XP_002041777.2|DSEC	LOC6525924|XP_002101744.1|DYAK
OG0000042	LOC6609765|XP_002034419.1|DSEC	LOC6531112|XP_002091946.1|DYAK
OG0000042	LOC6609768|XP_002034422.2|DSEC	LOC6531108|XP_002091942.2|DYAK
OG0000042	LOC6609766|XP_032571746.1|DSEC	LOC6531111|XP_002091945.1|DYAK
OG0000042	LOC6609767|XP_032571748.1|DSEC	LOC6531109|XP_039228701.1|DYAK
OG0000042	LOC116800694|XP_032572982.1|DSEC	LOC6531110|XP_002091944.2|DYAK
OG0000042	LOC6609769|XP_002034423.2|DSEC	LOC6531107|XP_002091941.2|DYAK
OG0000043	LOC6606882|XP_002031676.2|DSEC	LOC6536588|XP_002097164.1|DYAK
