Orthogroup	DSEC.longest_only	DBIA.longest_only
OG0000020	LOC6619030|XP_032578205.1|DSEC	LOC108031537|XP_016960562.1|DBIA
OG0000020	LOC6606811|XP_002031608.2|DSEC	LOC108024628|XP_016950157.1|DBIA
OG0000020	LOC6618224|XP_032583413.1|DSEC	LOC108034268|XP_016964616.1|DBIA
OG0000020	LOC6614621|XP_002039049.1|DSEC	LOC108033875|XP_016964007.1|DBIA
OG0000021	LOC6613204|XP_002037684.1|DSEC	LOC108027666|XP_016954700.1|DBIA
OG0000021	LOC116803465|XP_032583061.1|DSEC	LOC108027081|XP_016953819.1|DBIA
OG0000021	LOC6615454|XP_002039834.1|DSEC	LOC108022678|XP_016947238.1|DBIA
OG0000021	LOC6615468|XP_002039848.1|DSEC	LOC108022247|XP_016946595.1|DBIA
OG0000021	LOC6609714|XP_002034371.1|DSEC	LOC108022243|XP_016946590.1|DBIA
OG0000021	LOC116803406|XP_032583029.1|DSEC	LOC108036897|XP_016968766.1|DBIA
OG0000021	LOC6617550|XP_032580648.1|DSEC	LOC108025789|XP_016951907.1|DBIA
OG0000021	LOC6607757|XP_002032520.1|DSEC	LOC108026319|XP_016952697.1|DBIA
OG0000021	LOC6606667|XP_002031467.1|DSEC	LOC108027350|XP_016954258.1|DBIA
OG0000021	LOC6620369|XP_002044577.1|DSEC	LOC108026442|XP_016952872.1|DBIA
OG0000022	LOC6609401|XP_002034086.1|DSEC	LOC108022346|XP_016946698.1|DBIA
OG0000022	LOC6610269|XP_002034864.1|DSEC	LOC108030636|XP_016959139.1|DBIA
OG0000022	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA
OG0000022	LOC116801300|XP_032575946.1|DSEC	LOC108029203|XP_016956872.1|DBIA
OG0000023	LOC6614270|XP_002038710.2|DSEC	LOC108027148|XP_016953858.1|DBIA
OG0000023	LOC6614272|XP_002038712.1|DSEC	LOC108027143|XP_016953853.1|DBIA
OG0000023	LOC6615538|XP_002039917.1|DSEC	LOC108026627|XP_016953132.1|DBIA
OG0000023	LOC6614271|XP_032578446.1|DSEC	LOC108027145|XP_016953854.1|DBIA
OG0000023	LOC6614265|XP_002038705.1|DSEC	LOC108027009|XP_016953696.1|DBIA
OG0000023	LOC6614261|XP_032579066.1|DSEC	LOC108027245|XP_016954086.1|DBIA
OG0000023	LOC6614263|XP_002038703.1|DSEC	LOC108027357|XP_016954268.1|DBIA
OG0000023	LOC6614259|XP_032579064.1|DSEC	LOC108027244|XP_016954083.1|DBIA
OG0000024	LOC116800706|XP_032573066.1|DSEC	LOC108022668|XP_016947226.1|DBIA
OG0000024	LOC6608650|XP_002033384.1|DSEC	LOC108022666|XP_016947224.1|DBIA
OG0000024	LOC6608651|XP_032573063.1|DSEC	LOC108022667|XP_016947225.1|DBIA
OG0000024	LOC6618118|XP_002042417.2|DSEC	LOC108034270|XP_016964618.1|DBIA
OG0000024	LOC6608649|XP_032571742.1|DSEC	LOC108022158|XP_016946489.1|DBIA
OG0000024	LOC6609002|XP_002033708.1|DSEC	LOC108029512|XP_016957298.1|DBIA
OG0000025	LOC6619774|XP_032582021.1|DSEC, LOC6613440|XP_002037914.1|DSEC	LOC108023228|XP_016947991.1|DBIA
OG0000026	LOC6617640|XP_002041953.1|DSEC	LOC108032654|XP_016962104.1|DBIA
OG0000026	LOC6613582|XP_002038050.1|DSEC	LOC108033571|XP_016963404.1|DBIA
OG0000026	LOC6619909|XP_002044121.1|DSEC	LOC108036455|XP_016968112.1|DBIA
OG0000026	LOC6614041|XP_002038495.1|DSEC	LOC108027284|XP_016954161.1|DBIA
OG0000026	LOC6620024|XP_002044237.2|DSEC	LOC108027046|XP_016953736.1|DBIA
OG0000027	LOC6611562|XP_002036100.1|DSEC	LOC108033374|XP_016963181.1|DBIA
OG0000027	LOC6611565|XP_002036103.2|DSEC	LOC108033303|XP_016963062.1|DBIA
OG0000027	LOC6611563|XP_002036101.1|DSEC	LOC108033359|XP_016963159.1|DBIA
OG0000028	LOC116801284|XP_032575821.1|DSEC, LOC6619351|XP_032575820.1|DSEC	LOC108035882|XP_016967124.1|DBIA
OG0000028	LOC6605908|XP_002030721.1|DSEC	LOC108035021|XP_016965853.1|DBIA
OG0000029	LOC6608399|XP_002033133.1|DSEC	LOC108036183|XP_016967662.1|DBIA
OG0000029	LOC6609830|XP_002034482.1|DSEC	LOC108029337|XP_016957019.1|DBIA
OG0000029	LOC6611703|XP_002036237.1|DSEC	LOC108036041|XP_016967472.1|DBIA
OG0000029	LOC6607309|XP_002032088.1|DSEC	LOC108031286|XP_016960018.1|DBIA
OG0000029	LOC6618299|XP_002042572.1|DSEC	LOC108028180|XP_016955330.1|DBIA
OG0000030	LOC6617675|XP_002041988.1|DSEC	LOC108033534|XP_016963368.1|DBIA
OG0000030	LOC6617676|XP_002041989.1|DSEC	LOC108033540|XP_016963373.1|DBIA
OG0000030	LOC6613129|XP_002037610.2|DSEC	LOC108036692|XP_016968470.1|DBIA
OG0000030	LOC6615712|XP_002040083.1|DSEC	LOC108022382|XP_016946753.1|DBIA
OG0000030	LOC6616124|XP_002040489.1|DSEC	LOC108023610|XP_016948706.1|DBIA
OG0000030	LOC6615087|XP_032581969.1|DSEC	LOC108024286|XP_016949674.1|DBIA
OG0000031	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC	LOC108032680|XP_016962144.1|DBIA
OG0000031	LOC6611386|XP_002035931.1|DSEC	LOC108032585|XP_016961981.1|DBIA
OG0000031	LOC116803563|XP_032583263.1|DSEC	LOC108033238|XP_016962991.1|DBIA
OG0000031	LOC6610715|XP_032575982.1|DSEC	LOC108034388|XP_016964759.1|DBIA
OG0000031	LOC6613163|XP_002037644.1|DSEC	LOC108027702|XP_016954741.1|DBIA
OG0000031	LOC6611956|XP_002036473.1|DSEC	LOC108034241|XP_016964579.1|DBIA
OG0000032	LOC6606692|XP_002031492.2|DSEC	LOC108027359|XP_016954271.1|DBIA
OG0000032	LOC6606694|XP_002031494.1|DSEC	LOC108027164|XP_016953916.1|DBIA
OG0000032	LOC6606686|XP_002031486.2|DSEC	LOC108027269|XP_016954133.1|DBIA
OG0000032	LOC6606693|XP_002031493.1|DSEC	LOC108027165|XP_016953917.1|DBIA
OG0000032	LOC6606685|XP_002031485.1|DSEC	LOC108027028|XP_016953713.1|DBIA
OG0000032	LOC6606688|XP_002031488.1|DSEC	LOC108027228|XP_016954051.1|DBIA
OG0000033	LOC6612608|XP_032578226.1|DSEC	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA
OG0000033	LOC6618200|XP_032577814.1|DSEC	LOC108033536|XP_016963370.1|DBIA
OG0000033	LOC6607913|XP_002032667.1|DSEC	LOC108030100|XP_016958275.1|DBIA
OG0000033	LOC6607912|XP_002032666.2|DSEC	LOC108030101|XP_016958276.1|DBIA
OG0000033	LOC6607918|XP_002032668.1|DSEC	LOC108030098|XP_016958274.1|DBIA
OG0000033	LOC6606119|XP_002030927.1|DSEC	LOC108028439|XP_016955758.1|DBIA
OG0000033	LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC	LOC108027435|XP_016954372.1|DBIA
OG0000033	LOC6609451|XP_002034136.1|DSEC	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA
OG0000033	LOC6609450|XP_002034135.2|DSEC	LOC108036212|XP_016967692.1|DBIA
OG0000034	LOC6609502|XP_032572499.1|DSEC	LOC108036384|XP_016967978.1|DBIA
OG0000034	LOC6614428|XP_002038861.1|DSEC	LOC108035246|XP_016966273.1|DBIA
OG0000034	LOC6614429|XP_032583720.1|DSEC	LOC108035237|XP_016966261.1|DBIA
OG0000034	LOC6614430|XP_002038863.1|DSEC	LOC108034999|XP_016965831.1|DBIA
OG0000034	LOC6618128|XP_032583108.1|DSEC	LOC108033284|XP_016963038.1|DBIA
OG0000034	LOC6613602|XP_002038072.1|DSEC	LOC108036755|XP_016968570.1|DBIA
OG0000035	LOC116801144|XP_032574854.1|DSEC, LOC116803369|XP_032583006.1|DSEC, LOC116802424|XP_032582796.1|DSEC, LOC116800952|XP_032573705.1|DSEC, LOC116800425|XP_032571180.1|DSEC, LOC116800423|XP_032571178.1|DSEC, LOC116800424|XP_032571179.1|DSEC, LOC116802683|XP_032582939.1|DSEC, LOC116800953|XP_032573706.1|DSEC, LOC116802525|XP_032582878.1|DSEC, LOC116803147|XP_032582966.1|DSEC, LOC116803149|XP_032582987.1|DSEC, LOC116802524|XP_032582877.1|DSEC, LOC116802523|XP_032582876.1|DSEC, LOC116802461|XP_032582828.1|DSEC, LOC116803487|XP_032583072.1|DSEC, LOC116803490|XP_032583075.1|DSEC, LOC116803615|XP_032583545.1|DSEC, LOC116800556|XP_032572033.1|DSEC, LOC116800488|XP_032571650.1|DSEC, LOC116800476|XP_032571598.1|DSEC	LOC108036822|XP_016968657.1|DBIA, LOC108035837|XP_016967071.1|DBIA
OG0000036	LOC6614280|XP_002038720.1|DSEC	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC6606280|XP_032578992.1|DSEC	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC6613804|XP_032577945.1|DSEC	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC6607601|XP_002032369.2|DSEC	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC6609848|XP_002034500.1|DSEC	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC6619109|XP_002043349.1|DSEC	LOC108032009|XP_016961298.1|DBIA
OG0000037	LOC6619108|XP_002043348.1|DSEC	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC6619358|XP_002043575.1|DSEC	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC6619360|XP_032575071.1|DSEC	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC6614108|XP_032577608.1|DSEC	LOC108027177|XP_016953954.1|DBIA
OG0000039	LOC6619553|XP_002043768.1|DSEC	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC6619552|XP_002043767.1|DSEC	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC6617545|XP_032581966.1|DSEC	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC6616682|XP_002041037.1|DSEC	LOC108025546|XP_016951565.1|DBIA
OG0000040	LOC6606863|XP_002031657.1|DSEC	LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC6606864|XP_002031658.1|DSEC	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC6616681|XP_002041036.1|DSEC	LOC108025434|XP_016951413.1|DBIA
OG0000040	LOC6616680|XP_002041035.2|DSEC	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA
OG0000040	LOC6616678|XP_002041033.1|DSEC	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC6619507|XP_002043722.1|DSEC	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC6619701|XP_002043916.1|DSEC	LOC108026015|XP_016952195.1|DBIA
OG0000041	LOC6619702|XP_002043917.1|DSEC	LOC108026081|XP_016952269.1|DBIA
OG0000041	LOC6619703|XP_032579544.1|DSEC	LOC108026380|XP_016952789.1|DBIA
OG0000041	LOC6619709|XP_002043924.1|DSEC	LOC108026021|XP_016952202.1|DBIA
OG0000041	LOC6619708|XP_032579543.1|DSEC	LOC108026443|XP_016952869.1|DBIA
OG0000042	LOC6609765|XP_002034419.1|DSEC	LOC108029979|XP_016957976.1|DBIA
OG0000042	LOC6609768|XP_002034422.2|DSEC	LOC108029981|XP_016957978.1|DBIA
OG0000042	LOC6609766|XP_032571746.1|DSEC	LOC108029869|XP_016957848.1|DBIA
OG0000042	LOC116800694|XP_032572982.1|DSEC	LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA
OG0000042	LOC6609769|XP_002034423.2|DSEC	LOC108029982|XP_016957980.1|DBIA
OG0000043	LOC6606880|XP_002031674.2|DSEC	LOC108024814|XP_016950428.1|DBIA
OG0000043	LOC6606881|XP_032578763.1|DSEC	LOC108024406|XP_016949807.1|DBIA
OG0000043	LOC6606886|XP_002031680.1|DSEC	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA
OG0000043	LOC6606877|XP_032576948.1|DSEC	LOC108024319|XP_016949710.1|DBIA
OG0000043	LOC6606875|XP_002031669.2|DSEC	LOC108024782|XP_016950387.1|DBIA
OG0000043	LOC6612980|XP_002037471.1|DSEC	LOC108025302|XP_016951186.1|DBIA
