Orthogroup	DSEC.longest_only	DPSE.longest_only
OG0000016	LOC6619144|XP_002043384.1|DSEC	LOC26534122|XP_033239163.1|DPSE, LOC6898658|XP_004444310.1|DPSE
OG0000016	LOC6606248|XP_002031056.2|DSEC	LOC6896970|XP_002137155.1|DPSE
OG0000016	LOC6616531|XP_002040890.1|DSEC	LOC4812150|XP_001352883.1|DPSE
OG0000017	LOC6608076|XP_002032824.1|DSEC	LOC4805006|XP_001361476.2|DPSE
OG0000017	LOC6619131|XP_002043371.1|DSEC	LOC6898665|XP_002138670.2|DPSE, LOC4804841|XP_001361337.4|DPSE
OG0000017	LOC6618718|XP_002042977.1|DSEC	LOC117183391|XP_033233068.1|DPSE, LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE, LOC4800683|XP_002137062.3|DPSE
OG0000017	LOC6615716|XP_032571357.1|DSEC	LOC4804478|XP_001361036.2|DPSE
OG0000017	LOC6619133|XP_002043373.1|DSEC	LOC4804840|XP_001361336.1|DPSE
OG0000017	LOC6615717|XP_002040088.1|DSEC	LOC4804477|XP_001361035.3|DPSE
OG0000017	LOC6617387|XP_032577559.1|DSEC	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE, LOC4817633|XP_002132903.2|DPSE
OG0000018	LOC6610980|XP_002035537.1|DSEC	LOC5495511|XP_001353833.1|DPSE
OG0000018	LOC6610987|XP_002035544.1|DSEC	LOC4813480|XP_001353827.2|DPSE
OG0000018	LOC6621634|XP_002045742.2|DSEC	LOC4813481|XP_001353829.1|DPSE
OG0000018	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC	LOC6900715|XP_002135078.1|DPSE, LOC6900712|XP_002135075.1|DPSE, LOC6900714|XP_002135077.1|DPSE, LOC6900713|XP_002135076.1|DPSE
OG0000019	LOC6617118|XP_002041445.1|DSEC	LOC6897057|XP_002137241.2|DPSE, LOC26533605|XP_015037040.2|DPSE, LOC6897058|XP_002137242.2|DPSE
OG0000019	LOC6617113|XP_002041440.2|DSEC	LOC4801129|XP_033235715.1|DPSE
OG0000019	LOC6617114|XP_002041441.1|DSEC	LOC4801131|XP_001358273.2|DPSE
OG0000019	LOC6617119|XP_002041446.1|DSEC, LOC6617120|XP_032579359.1|DSEC	LOC6897061|XP_002137245.2|DPSE, LOC6897060|XP_033233125.1|DPSE, LOC4801132|XP_001358274.2|DPSE
OG0000020	LOC116801805|XP_032579403.1|DSEC	LOC6896759|XP_002136966.1|DPSE
OG0000020	LOC6615344|XP_002039742.1|DSEC	LOC4803770|XP_001360432.3|DPSE
OG0000020	LOC6614620|XP_002039048.1|DSEC, LOC6608343|XP_032571142.1|DSEC, LOC6611665|XP_032583373.1|DSEC	LOC6902791|XP_002132528.2|DPSE
OG0000020	LOC6619030|XP_032578205.1|DSEC	LOC117183221|XP_033232918.1|DPSE
OG0000020	LOC6606811|XP_002031608.2|DSEC	LOC6897832|XP_002137937.1|DPSE
OG0000020	LOC6618224|XP_032583413.1|DSEC	LOC4818201|XP_033236143.1|DPSE
OG0000021	LOC6613204|XP_002037684.1|DSEC	LOC6898835|XP_002138808.1|DPSE
OG0000021	LOC116803465|XP_032583061.1|DSEC	LOC6898834|XP_002138807.1|DPSE
OG0000021	LOC6615454|XP_002039834.1|DSEC	LOC6898840|XP_002138811.3|DPSE
OG0000021	LOC6615468|XP_002039848.1|DSEC	LOC4805268|XP_001361693.2|DPSE
OG0000021	LOC6609714|XP_002034371.1|DSEC	LOC6901774|XP_002134444.3|DPSE, LOC6901777|XP_002134447.3|DPSE
OG0000021	LOC116803406|XP_032583029.1|DSEC	LOC6898836|XP_002138809.1|DPSE
OG0000021	LOC6617550|XP_032580648.1|DSEC	LOC6901473|XP_033238237.1|DPSE
OG0000021	LOC6607757|XP_002032520.1|DSEC	LOC6897478|XP_002137627.1|DPSE
OG0000021	LOC6606667|XP_002031467.1|DSEC	LOC4800831|XP_001358035.1|DPSE
OG0000021	LOC6620369|XP_002044577.1|DSEC	LOC6901811|XP_002134479.1|DPSE
OG0000022	LOC6609401|XP_002034086.1|DSEC	LOC4804646|XP_033234778.1|DPSE
OG0000022	LOC6610269|XP_002034864.1|DSEC	LOC6899947|XP_002135315.1|DPSE
OG0000022	LOC6610278|XP_002034873.2|DSEC, LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC	LOC6899949|XP_002135317.2|DPSE, LOC6899956|XP_002135324.1|DPSE, LOC6899953|XP_002135321.1|DPSE
OG0000022	LOC116801300|XP_032575946.1|DSEC	LOC6899946|XP_002135314.1|DPSE
OG0000023	LOC6614270|XP_002038710.2|DSEC	LOC6897864|XP_033232668.1|DPSE
OG0000023	LOC6614272|XP_002038712.1|DSEC	LOC4802964|XP_001359777.4|DPSE
OG0000023	LOC6615538|XP_002039917.1|DSEC	LOC4804210|XP_001360806.2|DPSE
OG0000023	LOC6614271|XP_032578446.1|DSEC	LOC6897865|XP_033232678.1|DPSE
OG0000023	LOC6614265|XP_002038705.1|DSEC	LOC4802957|XP_001359771.3|DPSE
OG0000023	LOC6614261|XP_032579066.1|DSEC	LOC5495505|XP_001359769.4|DPSE
OG0000023	LOC6614263|XP_002038703.1|DSEC	LOC5384073|XP_001359768.2|DPSE
OG0000023	LOC6614259|XP_032579064.1|DSEC	LOC4802956|XP_015038205.2|DPSE
OG0000024	LOC6608650|XP_002033384.1|DSEC	LOC5495520|XP_001361563.3|DPSE
OG0000024	LOC6608651|XP_032573063.1|DSEC	LOC4805107|XP_001361564.1|DPSE
OG0000024	LOC6618118|XP_002042417.2|DSEC	LOC6899225|XP_002136299.3|DPSE
OG0000024	LOC6608649|XP_032571742.1|DSEC	LOC5495508|XP_001361566.2|DPSE
OG0000024	LOC6609002|XP_002033708.1|DSEC	LOC4805028|XP_001361496.1|DPSE
OG0000025	LOC6613440|XP_002037914.1|DSEC	LOC6901557|XP_002134231.1|DPSE
OG0000026	LOC6617640|XP_002041953.1|DSEC	LOC4814777|XP_001354707.2|DPSE
OG0000026	LOC6613582|XP_002038050.1|DSEC	LOC4818162|XP_001357184.4|DPSE
OG0000026	LOC6619909|XP_002044121.1|DSEC	LOC4815876|XP_001355332.2|DPSE
OG0000026	LOC6614041|XP_002038495.1|DSEC	LOC4801930|XP_001358948.3|DPSE, LOC6897388|XP_002137540.2|DPSE
OG0000026	LOC6620024|XP_002044237.2|DSEC	LOC4800860|XP_001358060.2|DPSE
OG0000027	LOC6611562|XP_002036100.1|DSEC	LOC6902829|XP_002132565.2|DPSE
OG0000027	LOC6611565|XP_002036103.2|DSEC	LOC4817432|XP_001356466.2|DPSE
OG0000027	LOC6611563|XP_002036101.1|DSEC	LOC4816919|XP_001356465.1|DPSE
OG0000028	LOC6605908|XP_002030721.1|DSEC	LOC6900007|XP_002135372.2|DPSE
OG0000029	LOC6608399|XP_002033133.1|DSEC, LOC6609830|XP_002034482.1|DSEC, LOC6611703|XP_002036237.1|DSEC	LOC117183538|XP_033233522.1|DPSE, LOC6898458|XP_002138501.2|DPSE
OG0000029	LOC6607309|XP_002032088.1|DSEC	LOC6897267|XP_033233167.1|DPSE
OG0000029	LOC6618299|XP_002042572.1|DSEC	LOC4813458|XP_001353977.2|DPSE
OG0000030	LOC6617677|XP_032583255.1|DSEC	LOC4817563|XP_001356970.3|DPSE
OG0000030	LOC6617675|XP_002041988.1|DSEC	LOC4817564|XP_002132859.2|DPSE
OG0000030	LOC6617676|XP_002041989.1|DSEC	LOC6903157|XP_002132858.2|DPSE, LOC4817562|XP_001356969.3|DPSE
OG0000030	LOC6613129|XP_002037610.2|DSEC	LOC4816660|XP_001355989.2|DPSE
OG0000030	LOC6615712|XP_002040083.1|DSEC	LOC4804482|XP_001361038.2|DPSE
OG0000030	LOC6616124|XP_002040489.1|DSEC	LOC4816069|XP_001355235.2|DPSE
OG0000030	LOC6615087|XP_032581969.1|DSEC	LOC4815215|XP_001354948.2|DPSE
OG0000031	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC, LOC6611386|XP_002035931.1|DSEC	LOC6902663|XP_015036753.2|DPSE
OG0000031	LOC6610715|XP_032575982.1|DSEC, LOC6613163|XP_002037644.1|DSEC	LOC6902656|XP_002133172.3|DPSE, LOC6902659|XP_033236257.1|DPSE, LOC6902665|XP_002133181.3|DPSE, LOC117184065|XP_033236023.1|DPSE
OG0000031	LOC6611956|XP_002036473.1|DSEC	LOC26533742|XP_033235774.1|DPSE
OG0000032	LOC6606694|XP_002031494.1|DSEC	LOC4800808|XP_001358017.2|DPSE
OG0000032	LOC6606686|XP_002031486.2|DSEC	LOC6896921|XP_033236577.1|DPSE
OG0000032	LOC6606685|XP_002031485.1|DSEC	LOC4800814|XP_001358021.1|DPSE
OG0000032	LOC6606688|XP_002031488.1|DSEC	LOC4800811|XP_001358020.3|DPSE
OG0000033	LOC6612608|XP_032578226.1|DSEC	LOC4800626|XP_001357867.3|DPSE
OG0000033	LOC6607913|XP_002032667.1|DSEC	LOC6898089|XP_002138174.1|DPSE
OG0000033	LOC6607918|XP_002032668.1|DSEC	LOC6898093|XP_002138175.2|DPSE
OG0000033	LOC6606119|XP_002030927.1|DSEC, LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC, LOC6609451|XP_002034136.1|DSEC, LOC6609450|XP_002034135.2|DSEC	LOC4800868|XP_001358066.3|DPSE
OG0000034	LOC6609502|XP_032572499.1|DSEC, LOC6614428|XP_002038861.1|DSEC	LOC4817450|XP_001356533.3|DPSE
OG0000034	LOC6614429|XP_032583720.1|DSEC	LOC4817037|XP_001356534.3|DPSE
OG0000034	LOC6614430|XP_002038863.1|DSEC	LOC6902878|XP_002132612.2|DPSE
OG0000034	LOC6618128|XP_032583108.1|DSEC	LOC6902430|XP_033236728.1|DPSE, LOC6902429|XP_002133363.2|DPSE
OG0000034	LOC6613602|XP_002038072.1|DSEC	LOC4816157|XP_001355874.3|DPSE
OG0000036	LOC6614280|XP_002038720.1|DSEC	LOC6897873|XP_002137975.2|DPSE
OG0000036	LOC6606280|XP_032578992.1|DSEC	LOC4801521|XP_033232300.1|DPSE
OG0000036	LOC6613804|XP_032577945.1|DSEC	LOC4802757|XP_001359618.3|DPSE
OG0000036	LOC6607601|XP_002032369.2|DSEC	LOC4800563|XP_033232364.1|DPSE
OG0000037	LOC6609848|XP_002034500.1|DSEC	LOC4803745|XP_001360410.4|DPSE
OG0000037	LOC6619109|XP_002043349.1|DSEC, LOC6619108|XP_002043348.1|DSEC	LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE, LOC6896994|XP_033232725.1|DPSE
OG0000038	LOC6619358|XP_002043575.1|DSEC	LOC4812152|XP_001352947.2|DPSE
OG0000038	LOC6619360|XP_032575071.1|DSEC	LOC6900265|XP_002135594.2|DPSE
OG0000039	LOC6614108|XP_032577608.1|DSEC	LOC6897556|XP_033241818.1|DPSE
OG0000039	LOC6619553|XP_002043768.1|DSEC	LOC4815394|XP_001354810.3|DPSE
OG0000039	LOC6619552|XP_002043767.1|DSEC	LOC4814563|XP_001354811.1|DPSE
OG0000039	LOC6617545|XP_032581966.1|DSEC	LOC6901668|XP_002134337.3|DPSE
OG0000040	LOC6606863|XP_002031657.1|DSEC	LOC6897940|XP_033236826.1|DPSE, LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE
OG0000040	LOC6606864|XP_002031658.1|DSEC	LOC4803144|XP_001359934.2|DPSE
OG0000040	LOC6616681|XP_002041036.1|DSEC	LOC117183223|XP_033241858.1|DPSE, LOC117185673|XP_033241861.1|DPSE, LOC6897578|XP_015037767.2|DPSE, LOC13036406|XP_033241860.1|DPSE
OG0000040	LOC6616680|XP_002041035.2|DSEC	LOC6897971|XP_002138070.1|DPSE
OG0000040	LOC6616678|XP_002041033.1|DSEC	LOC4803208|XP_001359988.4|DPSE
OG0000040	LOC6619507|XP_002043722.1|DSEC	LOC4801113|XP_001358260.2|DPSE
OG0000041	LOC6619701|XP_002043916.1|DSEC, LOC6619702|XP_002043917.1|DSEC, LOC6619703|XP_032579544.1|DSEC	LOC6897576|XP_002137721.2|DPSE, LOC6897577|XP_002137722.1|DPSE
OG0000041	LOC6619709|XP_002043924.1|DSEC	LOC4802353|XP_001359283.3|DPSE
OG0000041	LOC6619708|XP_032579543.1|DSEC, LOC116801819|XP_032579546.1|DSEC, LOC116801818|XP_032579545.1|DSEC	LOC6897572|XP_033240353.1|DPSE
OG0000042	LOC6617460|XP_002041777.2|DSEC	LOC6902242|XP_002133769.2|DPSE
OG0000042	LOC6609765|XP_002034419.1|DSEC	LOC4804794|XP_001361299.3|DPSE
OG0000042	LOC6609768|XP_002034422.2|DSEC	LOC5495510|XP_001361301.4|DPSE
OG0000042	LOC6609766|XP_032571746.1|DSEC, LOC6609767|XP_032571748.1|DSEC, LOC116800694|XP_032572982.1|DSEC	LOC6898652|XP_002138657.1|DPSE, LOC4804796|XP_033234018.1|DPSE, LOC6898651|XP_033233475.1|DPSE, LOC6902899|XP_002132633.1|DPSE
OG0000042	LOC6609769|XP_002034423.2|DSEC	LOC4804792|XP_001361298.2|DPSE
OG0000043	LOC6606882|XP_002031676.2|DSEC	LOC4803128|XP_001359922.2|DPSE
OG0000043	LOC6606880|XP_002031674.2|DSEC	LOC4803135|XP_001359927.2|DPSE, LOC6897936|XP_002138038.2|DPSE
OG0000043	LOC6606881|XP_032578763.1|DSEC	LOC4803134|XP_001359926.3|DPSE
OG0000043	LOC6606886|XP_002031680.1|DSEC	LOC4803126|XP_001359920.4|DPSE
OG0000043	LOC6606877|XP_032576948.1|DSEC, LOC6606875|XP_002031669.2|DSEC, LOC6612980|XP_002037471.1|DSEC	LOC6897937|XP_002138039.2|DPSE
OG0000043	LOC6606874|XP_002031668.1|DSEC	LOC4803132|XP_001359925.3|DPSE
OG0000044	LOC6619712|XP_032578272.1|DSEC	LOC4802344|XP_001359278.1|DPSE
OG0000044	LOC6619716|XP_002043931.1|DSEC, LOC6619717|XP_002043932.1|DSEC	LOC6897570|XP_033232296.1|DPSE, LOC6899656|XP_033239795.1|DPSE
OG0000044	LOC6619713|XP_032578123.1|DSEC, LOC6619715|XP_002043930.1|DSEC, LOC6619714|XP_002043929.1|DSEC	LOC6897571|XP_033232533.1|DPSE, LOC4802345|XP_001359279.2|DPSE
OG0000045	LOC6605191|XP_002030030.1|DSEC	LOC4812813|XP_033238456.1|DPSE
OG0000045	LOC6605189|XP_002030028.1|DSEC, LOC6605190|XP_002030029.1|DSEC	LOC4813084|XP_001353641.2|DPSE
OG0000045	LOC6611095|XP_002035652.1|DSEC	LOC6900434|XP_002134825.3|DPSE
OG0000045	LOC6611094|XP_002035651.1|DSEC	LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE
OG0000046	LOC6620032|XP_032578694.1|DSEC	LOC4800854|XP_001358055.2|DPSE
OG0000046	LOC6615012|XP_002039429.1|DSEC, LOC6615013|XP_002039430.2|DSEC	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE
OG0000046	LOC6615011|XP_032581038.1|DSEC	LOC6898136|XP_002138215.2|DPSE
OG0000046	LOC6607592|XP_032578892.1|DSEC, LOC6618806|XP_002043055.1|DSEC, LOC6607590|XP_002032359.1|DSEC, LOC6608938|XP_002033652.1|DSEC	LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE
OG0000047	LOC6609458|XP_002034143.1|DSEC	LOC4803784|XP_001360446.3|DPSE
OG0000047	LOC6609455|XP_002034140.1|DSEC	LOC4803787|XP_001360449.3|DPSE
OG0000047	LOC6609036|XP_032573031.1|DSEC	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE
OG0000047	LOC6605158|XP_002029997.1|DSEC	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE
OG0000047	LOC6609046|XP_032572064.1|DSEC	LOC4805161|XP_001361611.2|DPSE
OG0000047	LOC6605159|XP_002029998.2|DSEC	LOC4813116|XP_001353776.3|DPSE
