Orthogroup	DSEC.longest_only	DFIC.longest_only
OG0000007	LOC6610952|XP_032575303.1|DSEC	LOC108093241|XP_017048705.1|DFIC
OG0000007	LOC6610951|XP_002035508.1|DSEC	LOC108093261|XP_017048727.1|DFIC
OG0000007	LOC6613406|XP_032583270.1|DSEC	LOC108089978|XP_017043968.1|DFIC
OG0000007	LOC6608215|XP_032572281.1|DSEC	LOC108090582|XP_017044820.1|DFIC
OG0000007	LOC6612871|XP_002037363.1|DSEC	LOC108099497|XP_017058547.1|DFIC
OG0000007	LOC6613407|XP_032570241.1|DSEC	LOC108089778|XP_017043661.1|DFIC
OG0000007	LOC6604871|XP_002029716.1|DSEC	LOC108088955|XP_017042464.1|DFIC
OG0000007	LOC6604870|XP_002029715.1|DSEC	LOC108088950|XP_017042460.1|DFIC
OG0000007	LOC6613405|XP_032574637.1|DSEC	LOC108089918|XP_017043889.1|DFIC, LOC108089772|XP_017043652.1|DFIC
OG0000007	LOC6610955|XP_032575304.1|DSEC	LOC108093152|XP_017048588.1|DFIC
OG0000007	LOC6610956|XP_002035513.1|DSEC	LOC108093153|XP_017048589.1|DFIC
OG0000008	LOC6619063|XP_002043304.1|DSEC	LOC108101034|XP_017060691.1|DFIC
OG0000008	LOC6610743|XP_002035309.1|DSEC	LOC108100331|XP_017059630.1|DFIC
OG0000008	LOC6617678|XP_002041991.1|DSEC	LOC108093477|XP_017049051.1|DFIC
OG0000008	LOC6610741|XP_002035307.2|DSEC	LOC108100333|XP_017059632.1|DFIC
OG0000008	LOC6614150|XP_002038603.2|DSEC, LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC	LOC108091741|XP_017046574.1|DFIC, LOC108091742|XP_017046575.1|DFIC
OG0000008	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC	LOC108091746|XP_017046577.1|DFIC
OG0000008	LOC116801478|XP_032577234.1|DSEC	LOC108091769|XP_017046605.1|DFIC
OG0000008	LOC6614149|XP_002038602.2|DSEC	LOC108091757|XP_017046589.1|DFIC
OG0000008	LOC116801482|XP_032577264.1|DSEC	LOC108091754|XP_017046587.1|DFIC
OG0000008	LOC116801721|XP_032578777.1|DSEC	LOC108091767|XP_017046601.1|DFIC
OG0000009	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC	LOC108101115|XP_017060823.1|DFIC
OG0000009	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC	LOC108101125|XP_017060838.1|DFIC
OG0000009	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC	LOC108101126|XP_017060839.1|DFIC, LOC108101038|XP_017060695.1|DFIC, LOC108101022|XP_017060677.1|DFIC, LOC108101074|XP_017060756.1|DFIC
OG0000009	LOC6619042|XP_032576485.1|DSEC	LOC108101116|XP_017060824.1|DFIC
OG0000009	LOC6618810|XP_002043059.1|DSEC	LOC108101809|XP_017061774.1|DFIC
OG0000009	LOC6606719|XP_002031518.1|DSEC	LOC108088079|XP_017041220.1|DFIC
OG0000009	LOC6608841|XP_002033555.1|DSEC	LOC108086769|XP_017039304.1|DFIC
OG0000009	LOC6608840|XP_002033554.1|DSEC	LOC108086655|XP_017039128.1|DFIC
OG0000010	LOC6606375|XP_032579311.1|DSEC	LOC108101428|XP_017061247.1|DFIC
OG0000011	LOC6613356|XP_002037830.1|DSEC	LOC108101289|XP_017061078.1|DFIC
OG0000011	LOC6616450|XP_032574488.1|DSEC	LOC108100104|XP_017059339.1|DFIC
OG0000011	LOC6614413|XP_032577346.1|DSEC	LOC108098171|XP_017056393.1|DFIC
OG0000011	LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC	LOC108095556|XP_017052180.1|DFIC
OG0000011	LOC6605626|XP_002030444.2|DSEC	LOC108086883|XP_017039433.1|DFIC
OG0000011	LOC6605627|XP_002030445.2|DSEC	LOC108086913|XP_017039476.1|DFIC
OG0000011	LOC6607077|XP_002031865.1|DSEC	LOC108098799|XP_017057429.1|DFIC
OG0000012	LOC6609925|XP_002034575.2|DSEC	LOC108096904|XP_017054341.1|DFIC
OG0000012	LOC6609924|XP_002034574.2|DSEC	LOC108096903|XP_017054340.1|DFIC
OG0000012	LOC6609923|XP_032571611.1|DSEC	LOC108096929|XP_017054370.1|DFIC
OG0000012	LOC6609926|XP_002034576.1|DSEC	LOC108096943|XP_017054393.1|DFIC
OG0000012	LOC6609929|XP_032571342.1|DSEC	LOC108096563|XP_017053746.1|DFIC
OG0000012	LOC6609927|XP_002034577.1|DSEC	LOC108096571|XP_017053756.1|DFIC
OG0000012	LOC6608817|XP_032571423.1|DSEC	LOC108086628|XP_017039092.1|DFIC
OG0000012	LOC6608818|XP_032571424.1|DSEC	LOC108086618|XP_017039083.1|DFIC
OG0000012	LOC6608819|XP_002033533.2|DSEC	LOC108086755|XP_017039283.1|DFIC
OG0000012	LOC6608820|XP_032571616.1|DSEC	LOC108086630|XP_017039094.1|DFIC
OG0000012	LOC6608821|XP_032571618.1|DSEC	LOC108086627|XP_017039091.1|DFIC
OG0000012	LOC6608822|XP_032571615.1|DSEC	LOC108086756|XP_017039284.1|DFIC
OG0000013	LOC6609116|XP_002033818.1|DSEC	LOC108101557|XP_017061445.1|DFIC
OG0000013	LOC6619913|XP_032582274.1|DSEC	LOC108101682|XP_017061593.1|DFIC
OG0000013	LOC6606301|XP_002031106.1|DSEC	LOC108098830|XP_017057474.1|DFIC
OG0000013	LOC6605619|XP_032575697.1|DSEC	LOC108086910|XP_017039470.1|DFIC
OG0000013	LOC6606578|XP_002031379.1|DSEC	LOC108087118|XP_017039788.1|DFIC
OG0000013	LOC6607674|XP_002032439.2|DSEC	LOC108091996|XP_017046910.1|DFIC
OG0000013	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC	LOC108102250|XP_017062487.1|DFIC, LOC108087940|XP_017041016.1|DFIC
OG0000015	LOC6613280|XP_002037757.1|DSEC	LOC108092527|XP_017047639.1|DFIC
OG0000015	LOC116803534|XP_032583120.1|DSEC	LOC108094095|XP_017050008.1|DFIC
OG0000015	LOC6617420|XP_032571737.1|DSEC	LOC108094122|XP_017050032.1|DFIC
OG0000015	LOC6611526|XP_002036067.1|DSEC	LOC108100911|XP_017060514.1|DFIC, LOC108100840|XP_017060402.1|DFIC
OG0000015	LOC116800339|XP_032570434.1|DSEC	LOC108100786|XP_017060316.1|DFIC, LOC108100835|XP_017060395.1|DFIC, LOC108100853|XP_017060421.1|DFIC, LOC108100833|XP_017060393.1|DFIC
OG0000015	LOC6608675|XP_002033404.2|DSEC	LOC108086461|XP_017038876.1|DFIC
OG0000015	LOC116801741|XP_032578887.1|DSEC	LOC108098714|XP_017057318.1|DFIC, LOC108094483|XP_017050559.1|DFIC
OG0000016	LOC6606525|XP_002031326.2|DSEC	LOC108091644|XP_017046435.1|DFIC
OG0000016	LOC6615268|XP_002039673.2|DSEC	LOC108095161|XP_017051608.1|DFIC
OG0000016	LOC6606623|XP_002031424.1|DSEC	LOC108088049|XP_017041175.1|DFIC
OG0000016	LOC6609492|XP_032572820.1|DSEC	LOC108090474|XP_017044659.1|DFIC
OG0000016	LOC6612339|XP_002036849.1|DSEC	LOC108092889|XP_017048224.1|DFIC
OG0000016	LOC6619144|XP_002043384.1|DSEC	LOC108091135|XP_017045658.1|DFIC
OG0000016	LOC6606248|XP_002031056.2|DSEC	LOC108096392|XP_017053452.1|DFIC
OG0000016	LOC6616531|XP_002040890.1|DSEC	LOC108093583|XP_017049197.1|DFIC
OG0000017	LOC6620183|XP_002044394.1|DSEC	LOC108098017|XP_017056155.1|DFIC
OG0000017	LOC6608076|XP_002032824.1|DSEC	LOC108101533|XP_017061396.1|DFIC
OG0000017	LOC6619131|XP_002043371.1|DSEC	LOC108099991|XP_017059177.1|DFIC
OG0000017	LOC6607277|XP_002032056.1|DSEC	LOC108097740|XP_017055736.1|DFIC
OG0000017	LOC6615716|XP_032571357.1|DSEC	LOC108087716|XP_017040726.1|DFIC
OG0000017	LOC6619133|XP_002043373.1|DSEC	LOC108099990|XP_017059176.1|DFIC
OG0000017	LOC6615717|XP_002040088.1|DSEC	LOC108087715|XP_017040725.1|DFIC
OG0000017	LOC6617387|XP_032577559.1|DSEC	LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC
OG0000018	LOC6610980|XP_002035537.1|DSEC	LOC108093126|XP_017048560.1|DFIC
OG0000018	LOC6610983|XP_002035540.1|DSEC	LOC108093128|XP_017048562.1|DFIC
OG0000018	LOC6621634|XP_002045742.2|DSEC	LOC108093130|XP_017048564.1|DFIC
OG0000019	LOC6617118|XP_002041445.1|DSEC	LOC108086541|XP_017038967.1|DFIC
OG0000019	LOC6617116|XP_002041443.2|DSEC	LOC108086542|XP_017038968.1|DFIC
OG0000019	LOC6617117|XP_002041444.1|DSEC	LOC108086544|XP_017038971.1|DFIC
OG0000019	LOC6617113|XP_002041440.2|DSEC	LOC108086535|XP_017038961.1|DFIC
OG0000019	LOC6617114|XP_002041441.1|DSEC	LOC108086543|XP_017038970.1|DFIC
OG0000019	LOC6617119|XP_002041446.1|DSEC	LOC108086538|XP_017038965.1|DFIC
OG0000019	LOC6617120|XP_032579359.1|DSEC	LOC108086540|XP_017038966.1|DFIC
OG0000020	LOC116801805|XP_032579403.1|DSEC	LOC108086571|XP_017039016.1|DFIC
OG0000020	LOC6615344|XP_002039742.1|DSEC	LOC108087826|XP_017040886.1|DFIC
OG0000020	LOC6611665|XP_032583373.1|DSEC	LOC108100979|XP_017060622.1|DFIC
OG0000020	LOC6619030|XP_032578205.1|DSEC	LOC108101093|XP_017060792.1|DFIC
OG0000020	LOC6606811|XP_002031608.2|DSEC	LOC108102060|XP_017062180.1|DFIC
OG0000020	LOC6618224|XP_032583413.1|DSEC	LOC108089992|XP_017043983.1|DFIC
OG0000020	LOC6614621|XP_002039049.1|DSEC	LOC108101220|XP_017060958.1|DFIC
OG0000021	LOC6615454|XP_002039834.1|DSEC	LOC108090792|XP_017045128.1|DFIC
OG0000021	LOC6615468|XP_002039848.1|DSEC	LOC108090653|XP_017044920.1|DFIC
OG0000021	LOC6609714|XP_002034371.1|DSEC	LOC108093638|XP_017049284.1|DFIC
OG0000021	LOC6617550|XP_032580648.1|DSEC	LOC108095541|XP_017052159.1|DFIC
OG0000021	LOC6607757|XP_002032520.1|DSEC	LOC108091979|XP_017046877.1|DFIC
OG0000021	LOC6606667|XP_002031467.1|DSEC	LOC108088013|XP_017041113.1|DFIC
OG0000021	LOC6620369|XP_002044577.1|DSEC	LOC108094694|XP_017050914.1|DFIC
OG0000022	LOC6609401|XP_002034086.1|DSEC	LOC108093677|XP_017049345.1|DFIC
OG0000022	LOC6610269|XP_002034864.1|DSEC	LOC108100202|XP_017059465.1|DFIC
OG0000022	LOC6610278|XP_002034873.2|DSEC	LOC108100306|XP_017059594.1|DFIC, LOC108100305|XP_017059593.1|DFIC, LOC108100300|XP_017059588.1|DFIC
OG0000022	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC	LOC108100308|XP_017059596.1|DFIC
OG0000022	LOC116801300|XP_032575946.1|DSEC	LOC108100302|XP_017059589.1|DFIC
OG0000023	LOC6614266|XP_002038706.1|DSEC	LOC108096120|XP_017052985.1|DFIC
OG0000023	LOC6614270|XP_002038710.2|DSEC	LOC108096122|XP_017052987.1|DFIC
OG0000023	LOC6614272|XP_002038712.1|DSEC	LOC108096128|XP_017052994.1|DFIC
OG0000023	LOC6615538|XP_002039917.1|DSEC	LOC108096606|XP_017053802.1|DFIC
OG0000023	LOC6614271|XP_032578446.1|DSEC	LOC108096129|XP_017052995.1|DFIC
OG0000023	LOC6614265|XP_002038705.1|DSEC	LOC108096118|XP_017052982.1|DFIC
OG0000023	LOC6614261|XP_032579066.1|DSEC	LOC108096119|XP_017052984.1|DFIC
OG0000023	LOC6614263|XP_002038703.1|DSEC	LOC108096117|XP_017052981.1|DFIC
OG0000023	LOC6614259|XP_032579064.1|DSEC	LOC108096114|XP_017052979.1|DFIC
OG0000024	LOC116800706|XP_032573066.1|DSEC	LOC108086469|XP_017038885.1|DFIC
OG0000024	LOC6608650|XP_002033384.1|DSEC	LOC108086467|XP_017038883.1|DFIC
OG0000024	LOC6608651|XP_032573063.1|DSEC	LOC108086472|XP_017038887.1|DFIC
OG0000024	LOC6618118|XP_002042417.2|DSEC	LOC108098296|XP_017056595.1|DFIC
OG0000024	LOC6608649|XP_032571742.1|DSEC	LOC108086381|XP_017038771.1|DFIC
OG0000024	LOC6609002|XP_002033708.1|DSEC	LOC108094860|XP_017051169.1|DFIC
OG0000025	LOC6619774|XP_032582021.1|DSEC, LOC6613440|XP_002037914.1|DSEC	LOC108088651|XP_017042067.1|DFIC
OG0000026	LOC6617640|XP_002041953.1|DSEC	LOC108091247|XP_017045848.1|DFIC
OG0000026	LOC6613582|XP_002038050.1|DSEC	LOC108093407|XP_017048931.1|DFIC
OG0000026	LOC6619909|XP_002044121.1|DSEC	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC
OG0000026	LOC6614041|XP_002038495.1|DSEC	LOC108091826|XP_017046693.1|DFIC
OG0000026	LOC6620024|XP_002044237.2|DSEC	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC
OG0000027	LOC6611562|XP_002036100.1|DSEC	LOC108100821|XP_017060378.1|DFIC
OG0000027	LOC6611565|XP_002036103.2|DSEC	LOC108100819|XP_017060376.1|DFIC
OG0000027	LOC6611563|XP_002036101.1|DSEC	LOC108100820|XP_017060377.1|DFIC
OG0000028	LOC6605908|XP_002030721.1|DSEC	LOC108089312|XP_017042978.1|DFIC
OG0000029	LOC6608399|XP_002033133.1|DSEC	LOC108090681|XP_017044956.1|DFIC
OG0000029	LOC6609830|XP_002034482.1|DSEC, LOC6611703|XP_002036237.1|DSEC	LOC108100972|XP_017060614.1|DFIC
OG0000029	LOC6618299|XP_002042572.1|DSEC	LOC108099785|XP_017058903.1|DFIC
OG0000030	LOC6617677|XP_032583255.1|DSEC	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC
OG0000030	LOC6617675|XP_002041988.1|DSEC	LOC108093469|XP_017049043.1|DFIC
OG0000030	LOC6617676|XP_002041989.1|DSEC	LOC108093479|XP_017049053.1|DFIC
OG0000030	LOC6613129|XP_002037610.2|DSEC	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC
OG0000030	LOC6615712|XP_002040083.1|DSEC	LOC108087621|XP_017040552.1|DFIC
OG0000030	LOC6616124|XP_002040489.1|DSEC	LOC108091341|XP_017045978.1|DFIC
OG0000030	LOC6615087|XP_032581969.1|DSEC	LOC108088560|XP_017041895.1|DFIC
OG0000031	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC, LOC6611386|XP_002035931.1|DSEC	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC
OG0000031	LOC116803563|XP_032583263.1|DSEC	LOC108090611|XP_017044870.1|DFIC, LOC108090591|XP_017044831.1|DFIC
OG0000031	LOC6613163|XP_002037644.1|DSEC	LOC108092296|XP_017047319.1|DFIC
OG0000031	LOC6608128|XP_002032876.2|DSEC	LOC108092297|XP_017047321.1|DFIC
OG0000031	LOC6611956|XP_002036473.1|DSEC	LOC108089228|XP_017042875.1|DFIC
OG0000032	LOC6606686|XP_002031486.2|DSEC	LOC108088062|XP_017041192.1|DFIC
OG0000032	LOC6606693|XP_002031493.1|DSEC	LOC108087979|XP_017041070.1|DFIC
OG0000032	LOC6606685|XP_002031485.1|DSEC	LOC108087896|XP_017040963.1|DFIC
OG0000033	LOC6612608|XP_032578226.1|DSEC	LOC108102066|XP_017062199.1|DFIC
OG0000033	LOC6618199|XP_032571400.1|DSEC, LOC6618200|XP_032577814.1|DSEC	LOC108089807|XP_017043693.1|DFIC, LOC108089809|XP_017043695.1|DFIC, LOC108089769|XP_017043650.1|DFIC
OG0000033	LOC6618198|XP_002042473.1|DSEC	LOC108089806|XP_017043692.1|DFIC
OG0000033	LOC6607913|XP_002032667.1|DSEC	LOC108094281|XP_017050264.1|DFIC
OG0000033	LOC6607912|XP_002032666.2|DSEC	LOC108094283|XP_017050266.1|DFIC
OG0000033	LOC6607918|XP_002032668.1|DSEC	LOC108094282|XP_017050265.1|DFIC
OG0000033	LOC6606119|XP_002030927.1|DSEC	LOC108098498|XP_017056906.1|DFIC
OG0000033	LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC	LOC108098495|XP_017056904.1|DFIC
OG0000034	LOC6609502|XP_032572499.1|DSEC	LOC108090289|XP_017044389.1|DFIC
OG0000034	LOC6614428|XP_002038861.1|DSEC	LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC
OG0000034	LOC6614429|XP_032583720.1|DSEC	LOC108098179|XP_017056401.1|DFIC
OG0000034	LOC6614430|XP_002038863.1|DSEC	LOC108098285|XP_017056581.1|DFIC
OG0000034	LOC6618128|XP_032583108.1|DSEC	LOC108098386|XP_017056743.1|DFIC
OG0000034	LOC6613602|XP_002038072.1|DSEC	LOC108093450|XP_017049013.1|DFIC
OG0000035	LOC116801144|XP_032574854.1|DSEC, LOC116803369|XP_032583006.1|DSEC, LOC116802424|XP_032582796.1|DSEC, LOC116800952|XP_032573705.1|DSEC, LOC116800425|XP_032571180.1|DSEC, LOC116800423|XP_032571178.1|DSEC, LOC116800424|XP_032571179.1|DSEC, LOC116802683|XP_032582939.1|DSEC, LOC116800953|XP_032573706.1|DSEC, LOC116802525|XP_032582878.1|DSEC, LOC116803147|XP_032582966.1|DSEC, LOC116803149|XP_032582987.1|DSEC, LOC116802524|XP_032582877.1|DSEC, LOC116802523|XP_032582876.1|DSEC, LOC116802461|XP_032582828.1|DSEC, LOC116803487|XP_032583072.1|DSEC, LOC116803490|XP_032583075.1|DSEC, LOC116803615|XP_032583545.1|DSEC, LOC116800556|XP_032572033.1|DSEC, LOC116800488|XP_032571650.1|DSEC, LOC116800476|XP_032571598.1|DSEC	LOC108094809|XP_017051072.1|DFIC
OG0000035	LOC116803217|XP_032582992.1|DSEC, LOC116800553|XP_032572019.1|DSEC, LOC116800552|XP_032572012.1|DSEC, LOC116800883|XP_032573129.1|DSEC, LOC116801568|XP_032577885.1|DSEC, LOC116801299|XP_032575930.1|DSEC, LOC116800469|XP_032571521.1|DSEC, LOC116803428|XP_032583044.1|DSEC, LOC116802308|XP_032582319.1|DSEC, LOC116802335|XP_032582529.1|DSEC, LOC116800211|XP_032569882.1|DSEC, LOC6620638|XP_032580578.1|DSEC, LOC116803388|XP_032583021.1|DSEC, LOC116801547|XP_032577763.1|DSEC, LOC116800586|XP_032572243.1|DSEC, LOC116800388|XP_032570916.1|DSEC, LOC116800434|XP_032571263.1|DSEC, LOC116802179|XP_032581560.1|DSEC, LOC116800554|XP_032572024.1|DSEC, LOC116803549|XP_032583216.1|DSEC, LOC116802087|XP_032581080.1|DSEC, LOC116801098|XP_032574612.1|DSEC, LOC116802097|XP_032581114.1|DSEC, LOC116801497|XP_032577414.1|DSEC, LOC116803488|XP_032583073.1|DSEC, LOC116800558|XP_032572039.1|DSEC	LOC108093569|XP_017049153.1|DFIC
OG0000036	LOC6614280|XP_002038720.1|DSEC	LOC108096138|XP_017053007.1|DFIC
OG0000036	LOC6606280|XP_032578992.1|DSEC	LOC108097979|XP_017056090.1|DFIC
OG0000036	LOC6613804|XP_032577945.1|DSEC	LOC108098533|XP_017057003.1|DFIC
OG0000036	LOC6607601|XP_002032369.2|DSEC	LOC108087237|XP_017040017.1|DFIC
OG0000037	LOC6609848|XP_002034500.1|DSEC	LOC108087844|XP_017040913.1|DFIC
OG0000037	LOC6619109|XP_002043349.1|DSEC	LOC108088042|XP_017041165.1|DFIC
OG0000037	LOC6619108|XP_002043348.1|DSEC	LOC108088040|XP_017041164.1|DFIC
OG0000038	LOC6619358|XP_002043575.1|DSEC	LOC108088854|XP_017042318.1|DFIC
OG0000038	LOC6619360|XP_032575071.1|DSEC	LOC108088914|XP_017042416.1|DFIC
OG0000039	LOC6614108|XP_032577608.1|DSEC	LOC108091791|XP_017046639.1|DFIC
OG0000039	LOC6619553|XP_002043768.1|DSEC	LOC108097516|XP_017055329.1|DFIC
OG0000039	LOC6619552|XP_002043767.1|DSEC	LOC108097515|XP_017055328.1|DFIC
OG0000039	LOC6617545|XP_032581966.1|DSEC	LOC108095512|XP_017052111.1|DFIC
OG0000040	LOC6616682|XP_002041037.1|DSEC	LOC108092229|XP_017047255.1|DFIC
OG0000040	LOC6606863|XP_002031657.1|DSEC	LOC108087305|XP_017040113.1|DFIC
OG0000040	LOC6606864|XP_002031658.1|DSEC	LOC108087307|XP_017040114.1|DFIC
OG0000040	LOC6616681|XP_002041036.1|DSEC	LOC108092211|XP_017047228.1|DFIC
OG0000040	LOC6616680|XP_002041035.2|DSEC	LOC108092212|XP_017047230.1|DFIC
OG0000040	LOC6616678|XP_002041033.1|DSEC	LOC108092206|XP_017047224.1|DFIC
OG0000040	LOC6619507|XP_002043722.1|DSEC	LOC108100764|XP_017060292.1|DFIC
OG0000041	LOC6619701|XP_002043916.1|DSEC	LOC108095996|XP_017052831.1|DFIC
OG0000041	LOC6619703|XP_032579544.1|DSEC	LOC108095939|XP_017052765.1|DFIC
OG0000041	LOC6619709|XP_002043924.1|DSEC	LOC108095866|XP_017052659.1|DFIC
OG0000041	LOC6619708|XP_032579543.1|DSEC	LOC108095867|XP_017052660.1|DFIC
OG0000041	LOC116801819|XP_032579546.1|DSEC, LOC116801818|XP_032579545.1|DSEC	LOC108095645|XP_017052300.1|DFIC
OG0000042	LOC6617460|XP_002041777.2|DSEC	LOC108097744|XP_017055741.1|DFIC
OG0000042	LOC6609765|XP_002034419.1|DSEC	LOC108090330|XP_017044433.1|DFIC
OG0000042	LOC6609768|XP_002034422.2|DSEC	LOC108090327|XP_017044430.1|DFIC
OG0000042	LOC6609766|XP_032571746.1|DSEC	LOC108090329|XP_017044432.1|DFIC
OG0000042	LOC116800694|XP_032572982.1|DSEC	LOC108090333|XP_017044437.1|DFIC, LOC108090332|XP_017044435.1|DFIC, LOC108090338|XP_017044443.1|DFIC, LOC108090337|XP_017044441.1|DFIC, LOC108090335|XP_017044439.1|DFIC, LOC108090336|XP_017044440.1|DFIC, LOC108090328|XP_017044431.1|DFIC
OG0000042	LOC6609769|XP_002034423.2|DSEC	LOC108090331|XP_017044434.1|DFIC
OG0000043	LOC6606882|XP_002031676.2|DSEC	LOC108087389|XP_017040220.1|DFIC
OG0000043	LOC6606880|XP_002031674.2|DSEC	LOC108087351|XP_017040180.1|DFIC
OG0000043	LOC6606881|XP_032578763.1|DSEC	LOC108087056|XP_017039721.1|DFIC
OG0000043	LOC6606886|XP_002031680.1|DSEC	LOC108092195|XP_017047211.1|DFIC
OG0000043	LOC6606877|XP_032576948.1|DSEC	LOC108087304|XP_017040112.1|DFIC
OG0000043	LOC6606875|XP_002031669.2|DSEC	LOC108087099|XP_017039770.1|DFIC
OG0000043	LOC6612980|XP_002037471.1|DSEC	LOC108086831|XP_017039366.1|DFIC
OG0000043	LOC6606874|XP_002031668.1|DSEC	LOC108087388|XP_017040219.1|DFIC
OG0000044	LOC6619712|XP_032578272.1|DSEC	LOC108095953|XP_017052779.1|DFIC
OG0000044	LOC6619716|XP_002043931.1|DSEC	LOC108095656|XP_017052310.1|DFIC, LOC108095674|XP_017052331.1|DFIC
OG0000044	LOC6619717|XP_002043932.1|DSEC	LOC108095707|XP_017052368.1|DFIC, LOC108095664|XP_017052318.1|DFIC
OG0000044	LOC6619713|XP_032578123.1|DSEC	LOC108096011|XP_017052849.1|DFIC
OG0000044	LOC6619715|XP_002043930.1|DSEC	LOC108095670|XP_017052324.1|DFIC
OG0000044	LOC6619714|XP_002043929.1|DSEC	LOC108095658|XP_017052312.1|DFIC
OG0000045	LOC6605191|XP_002030030.1|DSEC	LOC108099782|XP_017058900.1|DFIC
