Orthogroup	DSEC.longest_only	DSUZ.longest_only
OG0000012	LOC6608822|XP_032571615.1|DSEC	LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC6609116|XP_002033818.1|DSEC	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC6619913|XP_032582274.1|DSEC	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC6606301|XP_002031106.1|DSEC	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC6605619|XP_032575697.1|DSEC	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC6606578|XP_002031379.1|DSEC	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC6607674|XP_002032439.2|DSEC	LOC108015759|XP_036673283.1|DSUZ
OG0000013	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC	LOC108007391|XP_016926534.2|DSUZ
OG0000014	LOC116802440|XP_032582810.1|DSEC	LOC118879735|XP_036678526.1|DSUZ
OG0000014	LOC116802438|XP_032582808.1|DSEC	LOC118879094|XP_036677971.1|DSUZ, LOC118879246|XP_036678025.1|DSUZ
OG0000014	LOC116800565|XP_032572118.1|DSEC, LOC116802202|XP_032581775.1|DSEC	LOC118879093|XP_036677970.1|DSUZ, LOC118878475|XP_036677366.1|DSUZ, LOC118879451|XP_036678220.1|DSUZ, LOC108005664|XP_016924475.1|DSUZ
OG0000015	LOC6614679|XP_002039106.1|DSEC	LOC108016959|XP_016939387.2|DSUZ
OG0000015	LOC6613280|XP_002037757.1|DSEC	LOC108009237|XP_016928898.1|DSUZ
OG0000015	LOC116803534|XP_032583120.1|DSEC	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ
OG0000015	LOC6617420|XP_032571737.1|DSEC	LOC108010859|XP_016931327.1|DSUZ
OG0000015	LOC6611526|XP_002036067.1|DSEC	LOC108009429|XP_016929253.1|DSUZ
OG0000015	LOC116800339|XP_032570434.1|DSEC	LOC108018900|XP_016941980.1|DSUZ
OG0000015	LOC6608675|XP_002033404.2|DSEC	LOC108010103|XP_016930413.1|DSUZ
OG0000016	LOC6606525|XP_002031326.2|DSEC	LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC6615268|XP_002039673.2|DSEC	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC6606623|XP_002031424.1|DSEC	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC6609492|XP_032572820.1|DSEC	LOC108009982|XP_016930246.1|DSUZ
OG0000016	LOC6612339|XP_002036849.1|DSEC	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC6619144|XP_002043384.1|DSEC	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC6606248|XP_002031056.2|DSEC	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC6616531|XP_002040890.1|DSEC	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC6620183|XP_002044394.1|DSEC	LOC108018993|XP_036676279.1|DSUZ
OG0000017	LOC6608076|XP_002032824.1|DSEC	LOC108009448|XP_016929291.1|DSUZ
OG0000017	LOC6619131|XP_002043371.1|DSEC	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC6607277|XP_002032056.1|DSEC	LOC108006071|XP_036673105.1|DSUZ
OG0000017	LOC6618718|XP_002042977.1|DSEC	LOC108015782|XP_016937825.2|DSUZ
OG0000017	LOC6615716|XP_032571357.1|DSEC	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC6619133|XP_002043373.1|DSEC	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC6615717|XP_002040088.1|DSEC	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	LOC6617387|XP_032577559.1|DSEC	LOC108010173|XP_036669903.1|DSUZ
OG0000018	LOC6610980|XP_002035537.1|DSEC	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC6610983|XP_002035540.1|DSEC	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC6621634|XP_002045742.2|DSEC	LOC108012663|XP_016933579.1|DSUZ
OG0000018	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC	LOC108012675|XP_016933591.2|DSUZ
OG0000019	LOC6617118|XP_002041445.1|DSEC	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC6617116|XP_002041443.2|DSEC	LOC108016122|XP_036675619.1|DSUZ
OG0000019	LOC6617117|XP_002041444.1|DSEC	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	LOC6617113|XP_002041440.2|DSEC	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC6617114|XP_002041441.1|DSEC	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC6617119|XP_002041446.1|DSEC	LOC108016139|XP_016938240.1|DSUZ
OG0000019	LOC6617120|XP_032579359.1|DSEC	LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC116801805|XP_032579403.1|DSEC	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC6615344|XP_002039742.1|DSEC	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC6614620|XP_002039048.1|DSEC	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ
OG0000020	LOC6608343|XP_032571142.1|DSEC	LOC108010328|XP_016930743.1|DSUZ
OG0000020	LOC6611665|XP_032583373.1|DSEC	LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC6619030|XP_032578205.1|DSEC	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC6606811|XP_002031608.2|DSEC	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC6618224|XP_032583413.1|DSEC	LOC108021708|XP_016946031.1|DSUZ
OG0000020	LOC6614621|XP_002039049.1|DSEC	LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC6613204|XP_002037684.1|DSEC	LOC108015921|XP_016937993.1|DSUZ
OG0000021	LOC6615454|XP_002039834.1|DSEC	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC6615468|XP_002039848.1|DSEC	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC6609714|XP_002034371.1|DSEC	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC6617550|XP_032580648.1|DSEC	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC6607757|XP_002032520.1|DSEC	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC6606667|XP_002031467.1|DSEC	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC6620369|XP_002044577.1|DSEC	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC6609401|XP_002034086.1|DSEC	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC6610269|XP_002034864.1|DSEC	LOC108012621|XP_016933529.1|DSUZ
OG0000022	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000022	LOC116801300|XP_032575946.1|DSEC	LOC108013018|XP_016934098.1|DSUZ
OG0000023	LOC6614266|XP_002038706.1|DSEC	LOC108013955|XP_036675219.1|DSUZ
OG0000023	LOC6614270|XP_002038710.2|DSEC	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC6614272|XP_002038712.1|DSEC	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC6615538|XP_002039917.1|DSEC	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC6614271|XP_032578446.1|DSEC	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC6614265|XP_002038705.1|DSEC	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC6614261|XP_032579066.1|DSEC	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC6614263|XP_002038703.1|DSEC	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC6614259|XP_032579064.1|DSEC	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC116800706|XP_032573066.1|DSEC	LOC108010072|XP_016930375.2|DSUZ
OG0000024	LOC6608650|XP_002033384.1|DSEC	LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC6608651|XP_032573063.1|DSEC	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC6618118|XP_002042417.2|DSEC	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC6609002|XP_002033708.1|DSEC	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC6613440|XP_002037914.1|DSEC	LOC108016763|XP_016939005.1|DSUZ
OG0000026	LOC6617640|XP_002041953.1|DSEC	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC6613582|XP_002038050.1|DSEC	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC6619909|XP_002044121.1|DSEC	LOC108005489|XP_016924284.1|DSUZ
OG0000026	LOC6614041|XP_002038495.1|DSEC	LOC108014363|XP_016935943.1|DSUZ
OG0000026	LOC6620024|XP_002044237.2|DSEC	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC6611562|XP_002036100.1|DSEC	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC6611565|XP_002036103.2|DSEC	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC6611563|XP_002036101.1|DSEC	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC116801287|XP_032575822.1|DSEC, LOC116801288|XP_032575823.1|DSEC, LOC6619350|XP_032575819.1|DSEC, LOC116801283|XP_032575818.1|DSEC, LOC116800996|XP_032573943.1|DSEC	LOC108017014|XP_016939459.2|DSUZ
OG0000028	LOC6605908|XP_002030721.1|DSEC	LOC118877366|XP_036671777.1|DSUZ
OG0000029	LOC6606884|XP_002031678.1|DSEC	LOC108018422|XP_016941467.2|DSUZ
OG0000029	LOC6608399|XP_002033133.1|DSEC	LOC108008251|XP_016927530.2|DSUZ
OG0000029	LOC6611703|XP_002036237.1|DSEC	LOC108013363|XP_016938502.2|DSUZ
OG0000029	LOC6607309|XP_002032088.1|DSEC	LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC6618299|XP_002042572.1|DSEC	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC6617677|XP_032583255.1|DSEC	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC6617675|XP_002041988.1|DSEC	LOC108019494|XP_016942847.1|DSUZ
OG0000030	LOC6617676|XP_002041989.1|DSEC	LOC108012924|XP_016933943.1|DSUZ
OG0000030	LOC6613129|XP_002037610.2|DSEC	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC6615712|XP_002040083.1|DSEC	LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC6616124|XP_002040489.1|DSEC	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC6615087|XP_032581969.1|DSEC	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ
OG0000031	LOC6611386|XP_002035931.1|DSEC	LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC116803563|XP_032583263.1|DSEC	LOC108021690|XP_016946003.1|DSUZ
OG0000031	LOC6610715|XP_032575982.1|DSEC	LOC108020065|XP_036671004.1|DSUZ
OG0000031	LOC6613163|XP_002037644.1|DSEC	LOC108008340|XP_016927698.1|DSUZ
OG0000031	LOC6611956|XP_002036473.1|DSEC	LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC6606692|XP_002031492.2|DSEC	LOC108018357|XP_036672791.1|DSUZ
OG0000032	LOC6606686|XP_002031486.2|DSEC	LOC108018355|XP_036672792.1|DSUZ
OG0000032	LOC6606685|XP_002031485.1|DSEC	LOC108018408|XP_016941455.1|DSUZ
OG0000033	LOC6612608|XP_032578226.1|DSEC	LOC108007624|XP_036673594.1|DSUZ, LOC108007609|XP_016926803.2|DSUZ
OG0000033	LOC6618200|XP_032577814.1|DSEC	LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ
OG0000033	LOC6607913|XP_002032667.1|DSEC	LOC108017678|XP_016940276.1|DSUZ
OG0000033	LOC6607912|XP_002032666.2|DSEC	LOC108017971|XP_016940757.1|DSUZ
OG0000033	LOC6607918|XP_002032668.1|DSEC	LOC108017970|XP_016940756.2|DSUZ
OG0000033	LOC6606119|XP_002030927.1|DSEC	LOC108010515|XP_016930878.2|DSUZ
OG0000033	LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC	LOC108013858|XP_016935336.2|DSUZ, LOC118878058|XP_036675136.1|DSUZ
OG0000033	LOC6609451|XP_002034136.1|DSEC	LOC108008236|XP_016927516.1|DSUZ, LOC108008237|XP_016927517.1|DSUZ, LOC108008235|XP_016927515.1|DSUZ
OG0000033	LOC6609450|XP_002034135.2|DSEC	LOC108008234|XP_016927514.1|DSUZ
OG0000034	LOC6614428|XP_002038861.1|DSEC	LOC108021477|XP_016945708.1|DSUZ
OG0000034	LOC6614429|XP_032583720.1|DSEC	LOC108021476|XP_016945707.1|DSUZ
OG0000034	LOC6614430|XP_002038863.1|DSEC	LOC108021724|XP_016946052.1|DSUZ
OG0000034	LOC6618128|XP_032583108.1|DSEC	LOC108009317|XP_016929074.1|DSUZ
OG0000034	LOC6613602|XP_002038072.1|DSEC	LOC108011927|XP_016932664.1|DSUZ
OG0000035	LOC116801144|XP_032574854.1|DSEC, LOC116803369|XP_032583006.1|DSEC, LOC116802424|XP_032582796.1|DSEC, LOC116800952|XP_032573705.1|DSEC, LOC116800425|XP_032571180.1|DSEC, LOC116800423|XP_032571178.1|DSEC, LOC116800424|XP_032571179.1|DSEC, LOC116802683|XP_032582939.1|DSEC, LOC116800953|XP_032573706.1|DSEC, LOC116802525|XP_032582878.1|DSEC, LOC116803147|XP_032582966.1|DSEC, LOC116803149|XP_032582987.1|DSEC, LOC116802524|XP_032582877.1|DSEC, LOC116802523|XP_032582876.1|DSEC, LOC116802461|XP_032582828.1|DSEC, LOC116803487|XP_032583072.1|DSEC, LOC116803490|XP_032583075.1|DSEC, LOC116803615|XP_032583545.1|DSEC, LOC116800556|XP_032572033.1|DSEC, LOC116800488|XP_032571650.1|DSEC, LOC116800476|XP_032571598.1|DSEC	LOC118878806|XP_036677717.1|DSUZ
OG0000035	LOC116803217|XP_032582992.1|DSEC, LOC116800553|XP_032572019.1|DSEC, LOC116800552|XP_032572012.1|DSEC	LOC118879420|XP_036678186.1|DSUZ
OG0000035	LOC116800883|XP_032573129.1|DSEC, LOC116801568|XP_032577885.1|DSEC, LOC116801299|XP_032575930.1|DSEC, LOC116800469|XP_032571521.1|DSEC, LOC116803428|XP_032583044.1|DSEC, LOC116802308|XP_032582319.1|DSEC, LOC116802335|XP_032582529.1|DSEC, LOC116800211|XP_032569882.1|DSEC, LOC6620638|XP_032580578.1|DSEC, LOC116803388|XP_032583021.1|DSEC, LOC116801547|XP_032577763.1|DSEC, LOC116800586|XP_032572243.1|DSEC, LOC116800388|XP_032570916.1|DSEC, LOC116800434|XP_032571263.1|DSEC, LOC116802179|XP_032581560.1|DSEC, LOC116800554|XP_032572024.1|DSEC, LOC116803549|XP_032583216.1|DSEC, LOC116802087|XP_032581080.1|DSEC, LOC116801098|XP_032574612.1|DSEC, LOC116802097|XP_032581114.1|DSEC, LOC116801497|XP_032577414.1|DSEC, LOC116803488|XP_032583073.1|DSEC, LOC116800558|XP_032572039.1|DSEC	LOC118879445|XP_036678213.1|DSUZ, LOC118878838|XP_036677758.1|DSUZ, LOC118878805|XP_036677715.1|DSUZ, LOC118878803|XP_036677713.1|DSUZ, LOC118878804|XP_036677714.1|DSUZ, LOC118879341|XP_036678090.1|DSUZ
OG0000036	LOC6614280|XP_002038720.1|DSEC	LOC108019328|XP_036675087.1|DSUZ
OG0000036	LOC6606280|XP_032578992.1|DSEC	LOC108006404|XP_016925415.2|DSUZ
OG0000036	LOC6613804|XP_032577945.1|DSEC	LOC108011658|XP_016932343.2|DSUZ
OG0000036	LOC6607601|XP_002032369.2|DSEC	LOC108007854|XP_036674140.1|DSUZ
OG0000037	LOC6609848|XP_002034500.1|DSEC	LOC108018132|XP_016941074.1|DSUZ
OG0000037	LOC6619109|XP_002043349.1|DSEC	LOC108017560|XP_036672906.1|DSUZ
OG0000037	LOC6619108|XP_002043348.1|DSEC	LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ
