Orthogroup	DHYD.longest_only	DSER.longest_only
OG0000007	LOC115483711|XP_030081647.1|DHYD, LOC115483712|XP_030081648.1|DHYD, LOC115483714|XP_030081651.1|DHYD, LOC111596955|XP_023167179.2|DHYD, LOC115483713|XP_030081649.1|DHYD	LOC110190669|XP_020816933.1|DSER, LOC110182358|XP_020806056.1|DSER, LOC110182357|XP_020806055.1|DSER, LOC110182316|XP_020806004.1|DSER
OG0000008	LOC111604267|XP_023178033.1|DHYD	LOC110188534|XP_020813940.1|DSER
OG0000008	LOC111598804|XP_023169992.1|DHYD	LOC110183610|XP_020807586.1|DSER
OG0000008	LOC111599437|XP_023170859.2|DHYD	LOC110183609|XP_020807585.1|DSER
OG0000008	LOC111603756|XP_023177254.2|DHYD	LOC110183997|XP_020808013.1|DSER
OG0000008	LOC111600807|XP_023172869.1|DHYD, LOC111599866|XP_023171450.2|DHYD	LOC110191723|XP_020818300.1|DSER, LOC110191724|XP_020818301.1|DSER
OG0000008	LOC111600809|XP_023172871.1|DHYD, LOC111600810|XP_023172872.1|DHYD	LOC110191898|XP_020818543.1|DSER
OG0000008	LOC111600832|XP_023172904.2|DHYD	LOC110191819|XP_020818443.1|DSER
OG0000008	LOC111600831|XP_023172902.2|DHYD	LOC110191725|XP_020818302.1|DSER
OG0000008	LOC111600808|XP_023172870.1|DHYD	LOC110191899|XP_020818544.1|DSER
OG0000008	LOC111600811|XP_023172873.1|DHYD	LOC110191820|XP_020818444.1|DSER
OG0000009	LOC111604985|XP_023179049.1|DHYD	LOC110188739|XP_020814232.1|DSER
OG0000009	LOC111604987|XP_023179051.2|DHYD	LOC110188430|XP_020813815.1|DSER
OG0000009	LOC111605001|XP_030078619.1|DHYD, LOC111604977|XP_023179030.2|DHYD	LOC110188741|XP_020814234.1|DSER, LOC110188740|XP_020814233.1|DSER
OG0000009	LOC111592528|XP_023160554.2|DHYD, LOC111594331|XP_023163344.2|DHYD, LOC111602576|XP_023175499.2|DHYD	LOC110181065|XP_020804398.1|DSER
OG0000009	LOC111593549|XP_023162171.2|DHYD	LOC110178269|XP_020800994.1|DSER
OG0000009	LOC111592898|XP_030080280.1|DHYD, LOC115483193|XP_030080245.1|DHYD, LOC111592901|XP_030080244.1|DHYD	LOC110189524|XP_020815309.1|DSER, LOC110189486|XP_020815231.1|DSER, LOC110178372|XP_020801168.1|DSER, LOC110178373|XP_020801169.1|DSER, LOC110178375|XP_020801170.1|DSER, LOC110189711|XP_020815559.1|DSER, LOC110178304|XP_020801053.1|DSER, LOC110178309|XP_020801061.1|DSER, LOC110178386|XP_020801181.1|DSER
OG0000010	LOC115483191|XP_030080236.1|DHYD, LOC115483264|XP_030080469.1|DHYD, LOC115482883|XP_030078993.1|DHYD, LOC115483261|XP_030080466.1|DHYD, LOC115483263|XP_030080468.1|DHYD	LOC110182164|XP_020805826.1|DSER
OG0000010	LOC115483262|XP_030080467.1|DHYD	LOC110183810|XP_020807821.1|DSER
OG0000011	LOC111599147|XP_023170484.2|DHYD	LOC110185215|XP_020809607.1|DSER
OG0000012	LOC111603849|XP_023177406.2|DHYD	LOC110178863|XP_020801799.1|DSER
OG0000012	LOC111603850|XP_023177409.2|DHYD	LOC110178859|XP_020801786.1|DSER
OG0000012	LOC111603802|XP_023177320.1|DHYD	LOC110190967|XP_020817320.1|DSER
OG0000012	LOC111603848|XP_023177404.2|DHYD	LOC110176037|XP_020797910.1|DSER
OG0000012	LOC111592160|XP_023159980.2|DHYD, LOC111592239|XP_023160091.2|DHYD, LOC111603807|XP_023177327.2|DHYD, LOC111604855|XP_030081317.1|DHYD, LOC111604825|XP_023178816.2|DHYD, LOC111597894|XP_023168597.2|DHYD, LOC115483456|XP_030081372.1|DHYD, LOC111597897|XP_030081373.1|DHYD, LOC115483455|XP_030081371.1|DHYD, LOC111597905|XP_030081306.1|DHYD	LOC110181698|XP_020805203.1|DSER, LOC110180096|XP_020803382.1|DSER, LOC110181688|XP_020805193.1|DSER, LOC110176319|XP_020798300.1|DSER
OG0000012	LOC111597898|XP_023168600.2|DHYD	LOC110178311|XP_020801063.1|DSER, LOC110178377|XP_020801172.1|DSER, LOC110178312|XP_020801065.1|DSER, LOC110178270|XP_020800995.1|DSER, LOC110178283|XP_020801014.1|DSER
OG0000012	LOC111597903|XP_023168607.2|DHYD	LOC110178292|XP_020801024.1|DSER, LOC110178324|XP_020801093.1|DSER
OG0000013	LOC111593737|XP_023162498.2|DHYD	LOC110189766|XP_020815644.1|DSER
OG0000013	LOC111605302|XP_030080103.1|DHYD	LOC110179613|XP_020802873.1|DSER
OG0000013	LOC111603010|XP_023176183.1|DHYD	LOC110188689|XP_020814151.1|DSER
OG0000013	LOC111604413|XP_023178237.2|DHYD	LOC110188838|XP_020814394.1|DSER
OG0000013	LOC111594553|XP_023163674.1|DHYD	LOC110188074|XP_020813284.1|DSER
OG0000013	LOC111596498|XP_023166527.2|DHYD, LOC111604194|XP_030080808.1|DHYD	LOC110191421|XP_020817937.1|DSER, LOC110191071|XP_020817464.1|DSER
OG0000013	LOC111593623|XP_023162259.1|DHYD, LOC115482793|XP_030078668.1|DHYD, LOC111601646|XP_030078669.1|DHYD	LOC110191200|XP_020817626.1|DSER, LOC110191337|XP_020817840.1|DSER
OG0000015	LOC111601485|XP_023173841.2|DHYD, LOC111598320|XP_023169285.2|DHYD	LOC110188001|XP_020813183.1|DSER, LOC110188000|XP_020813182.1|DSER
OG0000015	LOC111592667|XP_023160798.2|DHYD	LOC110181407|XP_020804802.1|DSER
OG0000016	LOC111605496|XP_023179814.1|DHYD	LOC110185112|XP_020809466.1|DSER
OG0000016	LOC111602093|XP_023174795.1|DHYD	LOC110182974|XP_020806826.1|DSER
OG0000016	LOC111598341|XP_023169316.1|DHYD	LOC110186803|XP_020811744.1|DSER
OG0000016	LOC111597353|XP_023167768.1|DHYD	LOC110181494|XP_020804920.1|DSER
OG0000016	LOC111603208|XP_023176475.1|DHYD	LOC110189526|XP_020815315.1|DSER
OG0000016	LOC111595218|XP_023164600.1|DHYD	LOC110191952|XP_020818633.1|DSER
OG0000016	LOC111599234|XP_023170599.1|DHYD	LOC110179844|XP_020803110.1|DSER
OG0000017	LOC111600908|XP_023173032.2|DHYD, LOC111600896|XP_023173004.2|DHYD	LOC110189651|XP_020815456.1|DSER
OG0000017	LOC111603277|XP_023176557.1|DHYD, LOC111603278|XP_030079652.1|DHYD, LOC111602301|XP_023175069.1|DHYD, LOC111592321|XP_023160210.2|DHYD	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER
OG0000017	LOC111603822|XP_023177351.2|DHYD	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER
OG0000017	LOC111600903|XP_030081002.1|DHYD	LOC110189689|XP_020815522.1|DSER
OG0000017	LOC111595834|XP_023165510.2|DHYD	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER
OG0000018	LOC111600492|XP_023172388.2|DHYD	LOC110184702|XP_020808977.1|DSER
OG0000018	LOC111600507|XP_023172403.1|DHYD	LOC110184746|XP_020809033.1|DSER
OG0000018	LOC111600497|XP_023172393.2|DHYD	LOC110184752|XP_020809041.1|DSER
OG0000019	LOC111598921|XP_023170159.1|DHYD, LOC111603256|XP_023176531.2|DHYD	LOC110186753|XP_020811674.1|DSER
OG0000019	LOC111598920|XP_023170158.2|DHYD	LOC110186746|XP_020811668.1|DSER
OG0000019	LOC111603248|XP_023176523.1|DHYD	LOC110186754|XP_020811675.1|DSER
OG0000019	LOC111598923|XP_023170162.2|DHYD	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER
OG0000020	LOC111594494|XP_030080618.1|DHYD	LOC110186419|XP_020811254.1|DSER
OG0000020	LOC111593180|XP_023161558.2|DHYD	LOC110179314|XP_020802461.1|DSER
OG0000020	LOC111598962|XP_023170216.2|DHYD	LOC110178058|XP_020800723.1|DSER, LOC110183820|XP_020807830.1|DSER
OG0000020	LOC111596686|XP_023166760.2|DHYD	LOC110188252|XP_020813584.1|DSER
OG0000020	LOC111604565|XP_023178433.2|DHYD, LOC111604594|XP_030078785.1|DHYD, LOC111604595|XP_030078783.1|DHYD, LOC111596439|XP_023166430.2|DHYD	LOC110186984|XP_020811998.1|DSER
OG0000020	LOC111598978|XP_030080535.1|DHYD	LOC110187270|XP_020812316.1|DSER, LOC110183751|XP_020807766.1|DSER
OG0000021	LOC111601270|XP_023173549.2|DHYD	LOC110177674|XP_020800156.1|DSER
OG0000021	LOC111596996|XP_023167262.1|DHYD	LOC110177755|XP_020800276.1|DSER
OG0000021	LOC111600652|XP_023172641.1|DHYD	LOC110177907|XP_020800536.1|DSER
OG0000021	LOC111602062|XP_023174743.2|DHYD	LOC110181842|XP_020805408.1|DSER
OG0000021	LOC111593360|XP_023161841.1|DHYD	LOC110184678|XP_020808951.1|DSER
OG0000021	LOC111601414|XP_023173744.1|DHYD	LOC110190995|XP_020817366.1|DSER
OG0000021	LOC111604024|XP_023177648.1|DHYD	LOC110189278|XP_020814959.1|DSER
OG0000022	LOC111595585|XP_023165164.2|DHYD	LOC110176354|XP_020798342.1|DSER
OG0000022	LOC111596890|XP_023167108.1|DHYD, LOC115482998|XP_030079514.1|DHYD, LOC115482986|XP_030079472.1|DHYD, LOC111598207|XP_023169112.1|DHYD, LOC115482989|XP_030079480.1|DHYD, LOC115482999|XP_030079515.1|DHYD, LOC111596891|XP_023167109.2|DHYD, LOC111596893|XP_023167110.1|DHYD, LOC115482990|XP_030079481.1|DHYD	LOC110178666|XP_020801520.1|DSER, LOC110178667|XP_020801521.1|DSER, LOC110178668|XP_020801523.1|DSER, LOC110178669|XP_020801524.1|DSER, LOC110178663|XP_020801518.1|DSER, LOC110178665|XP_020801519.1|DSER
OG0000023	LOC111602703|XP_023175706.2|DHYD	LOC110188311|XP_020813678.1|DSER
OG0000023	LOC111602748|XP_023175768.2|DHYD	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER
OG0000023	LOC111600543|XP_023172455.2|DHYD	LOC110180829|XP_020804169.1|DSER
OG0000023	LOC111602765|XP_023175792.2|DHYD	LOC110188308|XP_020813675.1|DSER, LOC110188456|XP_020813844.1|DSER
OG0000023	LOC111602764|XP_023175791.1|DHYD	LOC110188454|XP_020813842.1|DSER
OG0000023	LOC111602801|XP_023175861.1|DHYD	LOC110188692|XP_020814155.1|DSER
OG0000023	LOC111602761|XP_023175787.2|DHYD	LOC110188691|XP_020814154.1|DSER
OG0000023	LOC111602800|XP_023175857.2|DHYD	LOC110188690|XP_020814152.1|DSER
OG0000024	LOC115482764|XP_030078553.1|DHYD, LOC111592147|XP_023159962.2|DHYD	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER
OG0000024	LOC111592141|XP_023159955.2|DHYD	LOC110179365|XP_020802539.1|DSER
OG0000024	LOC111594287|XP_023163300.2|DHYD, LOC111594285|XP_023163297.1|DHYD	LOC110185697|XP_020810324.1|DSER
OG0000024	LOC111592145|XP_023159959.2|DHYD	LOC110179322|XP_020802473.1|DSER
OG0000024	LOC111598026|XP_023168817.2|DHYD	LOC110180569|XP_020803926.1|DSER
OG0000025	LOC111599384|XP_023170789.1|DHYD	LOC110182356|XP_020806054.1|DSER
OG0000025	LOC115483232|XP_030080436.1|DHYD, LOC115482866|XP_030078976.1|DHYD	LOC110182432|XP_020806127.1|DSER
OG0000026	LOC111600180|XP_023171950.2|DHYD	LOC110176041|XP_020797911.1|DSER
OG0000026	LOC111596354|XP_023166318.1|DHYD	LOC110182689|XP_020806441.1|DSER
OG0000026	LOC111602647|XP_023175583.2|DHYD	LOC110188271|XP_020813620.1|DSER
OG0000027	LOC111599153|XP_023170492.2|DHYD	LOC110176950|XP_020799111.1|DSER
OG0000027	LOC111595849|XP_023165527.1|DHYD	LOC110176976|XP_020799142.1|DSER
OG0000027	LOC111599119|XP_023170448.2|DHYD	LOC110176929|XP_020799084.1|DSER
OG0000028	LOC111605074|XP_023179176.1|DHYD, LOC111605073|XP_030081295.1|DHYD, LOC111605106|XP_023179215.2|DHYD, LOC111605107|XP_023179216.2|DHYD	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER
OG0000029	LOC111604160|XP_023177856.2|DHYD, LOC111604075|XP_023177725.2|DHYD	LOC110185765|XP_020810430.1|DSER
OG0000029	LOC111599253|XP_023170620.2|DHYD	LOC110178924|XP_020801869.1|DSER
OG0000030	LOC111603775|XP_023177278.2|DHYD	LOC110183999|XP_020808015.1|DSER
OG0000030	LOC111596081|XP_023165908.2|DHYD	LOC110184885|XP_020809189.1|DSER
OG0000030	LOC111603826|XP_023177354.2|DHYD, LOC111603824|XP_030081369.1|DHYD	LOC110178494|XP_020801301.1|DSER, LOC110178495|XP_020801302.1|DSER
OG0000030	LOC111596747|XP_030080079.1|DHYD	LOC110180192|XP_020803508.1|DSER
OG0000030	LOC111598248|XP_023169180.2|DHYD	LOC110184177|XP_020808247.1|DSER
OG0000031	LOC111596192|XP_023166065.2|DHYD	LOC110185921|XP_020810593.1|DSER
OG0000031	LOC115483322|XP_030080566.1|DHYD, LOC111596193|XP_030080567.1|DHYD	LOC110185929|XP_020810602.1|DSER
OG0000031	LOC111594664|XP_023163834.1|DHYD	LOC110183330|XP_020807237.1|DSER
OG0000032	LOC111599037|XP_023170323.1|DHYD	LOC110191017|XP_020817393.1|DSER
OG0000032	LOC111598628|XP_023169740.2|DHYD	LOC110189627|XP_020815431.1|DSER
OG0000032	LOC111599021|XP_023170312.2|DHYD	LOC110189708|XP_020815547.1|DSER, LOC110190954|XP_020817297.1|DSER, LOC110188628|XP_020814064.1|DSER
OG0000032	LOC111598594|XP_023169681.2|DHYD, LOC111598586|XP_023169670.2|DHYD, LOC111598885|XP_023170120.2|DHYD	LOC110190425|XP_020816566.1|DSER, LOC110191021|XP_020817396.1|DSER, LOC110179845|XP_020803112.1|DSER, LOC110190965|XP_020817315.1|DSER, LOC110191414|XP_020817930.1|DSER, LOC110190900|XP_020817217.1|DSER, LOC110188663|XP_020814116.1|DSER, LOC110191408|XP_020817925.1|DSER, LOC110191413|XP_020817929.1|DSER
OG0000033	LOC111599962|XP_023171625.2|DHYD	LOC110189687|XP_020815520.1|DSER, LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER
OG0000033	LOC111605044|XP_023179148.2|DHYD, LOC111605045|XP_023179149.1|DHYD, LOC111605037|XP_030080348.1|DHYD, LOC111605043|XP_030080420.1|DHYD, LOC111605018|XP_023179116.1|DHYD, LOC111595694|XP_023165308.2|DHYD, LOC115483536|XP_030081573.1|DHYD	LOC110189686|XP_020815519.1|DSER
OG0000034	LOC111602472|XP_023175302.2|DHYD	LOC110184859|XP_020809159.1|DSER
OG0000034	LOC111602462|XP_023175290.2|DHYD	LOC110184890|XP_020809195.1|DSER
OG0000034	LOC111602201|XP_023174938.2|DHYD, LOC111602303|XP_023175072.2|DHYD	LOC110185768|XP_020810429.1|DSER
OG0000036	LOC111602683|XP_023175671.1|DHYD	LOC110188341|XP_020813708.1|DSER
OG0000036	LOC111602776|XP_023175811.1|DHYD	LOC110191887|XP_020818531.1|DSER
OG0000036	LOC111602665|XP_023175617.1|DHYD	LOC110187659|XP_020812737.1|DSER
OG0000036	LOC111601529|XP_023173926.1|DHYD	LOC110186335|XP_020811144.1|DSER
OG0000037	LOC111604322|XP_030081296.1|DHYD	LOC110178458|XP_020801255.1|DSER
OG0000037	LOC111601750|XP_023174255.2|DHYD	LOC110188328|XP_020813694.1|DSER, LOC110188288|XP_020813646.1|DSER
OG0000038	LOC111605099|XP_023179209.2|DHYD	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER
OG0000038	LOC111605094|XP_023179201.2|DHYD	LOC110189906|XP_020815830.1|DSER
OG0000039	LOC111600216|XP_023172006.1|DHYD, LOC111600215|XP_023172005.2|DHYD	LOC110181782|XP_020805320.1|DSER
OG0000039	LOC111602852|XP_023175933.1|DHYD	LOC110181861|XP_020805441.1|DSER
OG0000039	LOC111604896|XP_023178904.1|DHYD, LOC111599287|XP_023170654.1|DHYD, LOC111600203|XP_023171988.2|DHYD	LOC110182039|XP_020805628.1|DSER
OG0000039	LOC111592722|XP_023160878.1|DHYD	LOC110181937|XP_020805533.1|DSER
OG0000040	LOC111604247|XP_023178000.2|DHYD	LOC110177295|XP_020799616.1|DSER, LOC110190225|XP_020816248.1|DSER
OG0000040	LOC111604248|XP_023178001.2|DHYD	LOC110190236|XP_020816258.1|DSER
OG0000040	LOC115482741|XP_023177941.2|DHYD, LOC111604209|XP_030080789.1|DHYD	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER, LOC110177296|XP_020799617.1|DSER
OG0000040	LOC111604211|XP_023177942.2|DHYD	LOC110177417|XP_020799793.1|DSER
OG0000040	LOC111594486|XP_023163562.2|DHYD	LOC110186252|XP_020810992.1|DSER
OG0000041	LOC111604864|XP_023178867.2|DHYD, LOC111604904|XP_023178911.2|DHYD, LOC111604851|XP_023178852.2|DHYD	LOC110186567|XP_020811434.1|DSER, LOC110186639|XP_020811558.1|DSER, LOC110186484|XP_020811330.1|DSER, LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER, LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER
OG0000042	LOC111599594|XP_023171048.2|DHYD, LOC111599620|XP_023171080.1|DHYD, LOC111597714|XP_023168323.2|DHYD, LOC111597667|XP_023168258.2|DHYD, LOC111597668|XP_023168259.1|DHYD, LOC111597715|XP_023168324.2|DHYD, LOC111597713|XP_023168322.2|DHYD, LOC111597717|XP_023168325.1|DHYD	LOC110191593|XP_020818136.1|DSER, LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER, LOC110191595|XP_020818140.1|DSER, LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER
OG0000042	LOC111598606|XP_023169706.2|DHYD	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER
OG0000043	LOC111600254|XP_023172067.2|DHYD, LOC115483172|XP_030080193.1|DHYD	LOC110188004|XP_020813185.1|DSER
OG0000043	LOC111600256|XP_023172069.2|DHYD	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER
OG0000043	LOC111600253|XP_023172066.2|DHYD	LOC110187858|XP_020813002.1|DSER, LOC110191369|XP_020817880.1|DSER, LOC110187786|XP_020812917.1|DSER
OG0000044	LOC111604839|XP_023178838.2|DHYD	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER
OG0000044	LOC111604836|XP_023178833.2|DHYD, LOC111604822|XP_023178814.2|DHYD, LOC111604862|XP_023178863.2|DHYD	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER, LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER
OG0000044	LOC111604847|XP_023178847.2|DHYD	LOC110186555|XP_020811417.1|DSER
OG0000044	LOC111592024|XP_023159785.2|DHYD	LOC110186693|XP_020811620.1|DSER
OG0000045	LOC111597387|XP_023167819.1|DHYD	LOC110178672|XP_020801529.1|DSER
OG0000045	LOC111597391|XP_023167823.1|DHYD	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER
OG0000045	LOC111597386|XP_023167816.1|DHYD	LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER
OG0000045	LOC111597377|XP_023167802.1|DHYD	LOC110187537|XP_020812593.1|DSER
OG0000046	LOC111591975|XP_023159692.2|DHYD	LOC110180077|XP_020803358.1|DSER, LOC110180079|XP_020803360.1|DSER
OG0000046	LOC111594427|XP_023163484.2|DHYD, LOC111600609|XP_030079920.1|DHYD, LOC111593401|XP_030079935.1|DHYD, LOC111594428|XP_030080652.1|DHYD	LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER, LOC110185913|XP_020810588.1|DSER, LOC110185924|XP_020810599.1|DSER, LOC110184743|XP_020809034.1|DSER, LOC110184620|XP_020808877.1|DSER, LOC110184815|XP_020809118.1|DSER
OG0000047	LOC111596622|XP_023166677.1|DHYD	LOC110180463|XP_020803800.1|DSER
OG0000047	LOC111594123|XP_023163050.2|DHYD	LOC110176287|XP_020798269.1|DSER
OG0000047	LOC111595469|XP_023165002.1|DHYD	LOC110189583|XP_020815375.1|DSER
OG0000047	LOC111595525|XP_023165074.2|DHYD	LOC110189698|XP_020815532.1|DSER
OG0000048	LOC111604705|XP_023178646.1|DHYD, LOC111604704|XP_023178645.2|DHYD	LOC110190450|XP_020816610.1|DSER, LOC110190451|XP_020816611.1|DSER
OG0000048	LOC111604700|XP_023178641.1|DHYD	LOC110190448|XP_020816608.1|DSER, LOC110190459|XP_020816619.1|DSER
OG0000048	LOC111604676|XP_023178606.1|DHYD	LOC110190447|XP_020816607.1|DSER
OG0000048	LOC111604701|XP_023178642.1|DHYD	LOC110190454|XP_020816613.1|DSER
OG0000049	LOC111594543|XP_023163663.2|DHYD	LOC110188535|XP_020813941.1|DSER
OG0000049	LOC111594529|XP_023163631.2|DHYD	LOC110188465|XP_020813853.1|DSER
OG0000049	LOC111594475|XP_023163544.1|DHYD	LOC110188330|XP_020813697.1|DSER
OG0000049	LOC111594476|XP_023163545.2|DHYD	LOC110188331|XP_020813698.1|DSER
