Orthogroup	DHYD.longest_only	DANA.longest_only
OG0000007	LOC111596952|XP_023167177.2|DHYD	LOC6495226|XP_001958809.1|DANA, LOC6495225|XP_001958810.1|DANA
OG0000007	LOC111596951|XP_023167176.2|DHYD	LOC6504214|XP_001965140.1|DANA
OG0000007	LOC115483711|XP_030081647.1|DHYD, LOC115483712|XP_030081648.1|DHYD, LOC115483714|XP_030081651.1|DHYD, LOC111596955|XP_023167179.2|DHYD, LOC115483713|XP_030081649.1|DHYD	LOC6492986|XP_032310804.1|DANA, LOC6507027|XP_001956797.1|DANA, LOC6504218|XP_001965137.3|DANA, LOC6504217|XP_001965138.1|DANA
OG0000008	LOC111604267|XP_023178033.1|DHYD	LOC6501231|XP_001954812.1|DANA
OG0000008	LOC111598804|XP_023169992.1|DHYD	LOC6506513|XP_001957739.1|DANA
OG0000008	LOC111599437|XP_023170859.2|DHYD	LOC6493433|XP_001957742.1|DANA
OG0000008	LOC111603756|XP_023177254.2|DHYD	LOC6504295|XP_001965067.1|DANA
OG0000008	LOC111600807|XP_023172869.1|DHYD, LOC111599866|XP_023171450.2|DHYD	LOC6499974|XP_001953515.1|DANA
OG0000008	LOC111600809|XP_023172871.1|DHYD, LOC111600810|XP_023172872.1|DHYD	LOC6499973|XP_001953518.1|DANA
OG0000008	LOC111600832|XP_023172904.2|DHYD	LOC6500585|XP_001953520.1|DANA
OG0000008	LOC111600808|XP_023172870.1|DHYD	LOC6500584|XP_001953519.1|DANA
OG0000008	LOC111600811|XP_023172873.1|DHYD	LOC6499972|XP_001953521.2|DANA
OG0000009	LOC111604985|XP_023179049.1|DHYD	LOC6500401|XP_001953140.1|DANA
OG0000009	LOC111604987|XP_023179051.2|DHYD	LOC6500399|XP_001953138.1|DANA
OG0000009	LOC111605001|XP_030078619.1|DHYD, LOC111604977|XP_023179030.2|DHYD	LOC6500144|XP_001953137.1|DANA, LOC6500400|XP_001953139.2|DANA
OG0000009	LOC111603540|XP_030079215.1|DHYD	LOC6506633|XP_001957500.1|DANA
OG0000009	LOC111592528|XP_023160554.2|DHYD, LOC111594331|XP_023163344.2|DHYD, LOC111602576|XP_023175499.2|DHYD	LOC6494113|XP_001960938.1|DANA
OG0000009	LOC111593549|XP_023162171.2|DHYD	LOC6494922|XP_001959416.1|DANA
OG0000009	LOC111592898|XP_030080280.1|DHYD, LOC115483193|XP_030080245.1|DHYD, LOC111592901|XP_030080244.1|DHYD	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA, LOC6494924|XP_001959414.1|DANA
OG0000010	LOC115483191|XP_030080236.1|DHYD, LOC115483264|XP_030080469.1|DHYD	LOC6500231|XP_001952977.1|DANA
OG0000010	LOC115483262|XP_030080467.1|DHYD	LOC116656007|XP_032310968.1|DANA
OG0000011	LOC111599147|XP_023170484.2|DHYD	LOC6499942|XP_001953585.2|DANA
OG0000012	LOC111603849|XP_023177406.2|DHYD	LOC6495461|XP_014763319.1|DANA
OG0000012	LOC111603850|XP_023177409.2|DHYD	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA
OG0000012	LOC111603802|XP_023177320.1|DHYD	LOC6495181|XP_001958900.1|DANA
OG0000012	LOC111603848|XP_023177404.2|DHYD	LOC6495184|XP_001958896.1|DANA
OG0000012	LOC111592160|XP_023159980.2|DHYD, LOC111592239|XP_023160091.2|DHYD, LOC111603807|XP_023177327.2|DHYD, LOC111604855|XP_030081317.1|DHYD, LOC111604825|XP_023178816.2|DHYD, LOC111597894|XP_023168597.2|DHYD, LOC115483456|XP_030081372.1|DHYD, LOC111597897|XP_030081373.1|DHYD, LOC115483455|XP_030081371.1|DHYD, LOC111597905|XP_030081306.1|DHYD	LOC6495189|XP_001958891.1|DANA, LOC6495188|XP_001958892.1|DANA, LOC6495186|XP_032306195.1|DANA, LOC6495187|XP_001958893.1|DANA, LOC6495185|XP_001958895.2|DANA
OG0000012	LOC111597898|XP_023168600.2|DHYD	LOC6495691|XP_001959390.1|DANA, LOC6495692|XP_001959391.1|DANA, LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA, LOC26514216|XP_014763990.1|DANA
OG0000012	LOC111597903|XP_023168607.2|DHYD	LOC6495695|XP_001959394.1|DANA, LOC6495696|XP_032306537.1|DANA
OG0000013	LOC111593737|XP_023162498.2|DHYD	LOC6494224|XP_001960708.1|DANA
OG0000013	LOC111605302|XP_030080103.1|DHYD	LOC6502959|XP_001963513.1|DANA
OG0000013	LOC111603010|XP_023176183.1|DHYD	LOC6494241|XP_001965950.1|DANA
OG0000013	LOC111604413|XP_023178237.2|DHYD	LOC6506687|XP_032309811.1|DANA
OG0000013	LOC111594553|XP_023163674.1|DHYD	LOC6500356|XP_001953043.1|DANA
OG0000013	LOC111596498|XP_023166527.2|DHYD, LOC111604194|XP_030080808.1|DHYD	LOC6500746|XP_001953834.1|DANA
OG0000013	LOC111593623|XP_023162259.1|DHYD, LOC115482793|XP_030078668.1|DHYD, LOC111601646|XP_030078669.1|DHYD	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA
OG0000016	LOC111605496|XP_023179814.1|DHYD	LOC6500386|XP_001953106.1|DANA
OG0000016	LOC111602093|XP_023174795.1|DHYD	LOC6495063|XP_001959144.1|DANA
OG0000016	LOC111598341|XP_023169316.1|DHYD	LOC6499904|XP_001953662.1|DANA
OG0000016	LOC111592540|XP_023160594.1|DHYD	LOC6494270|XP_001960623.3|DANA
OG0000016	LOC111597353|XP_023167768.1|DHYD	LOC6504746|XP_032309021.1|DANA
OG0000016	LOC111603208|XP_023176475.1|DHYD	LOC6496662|XP_001961354.1|DANA
OG0000016	LOC111595218|XP_023164600.1|DHYD	LOC6501076|XP_001954513.1|DANA
OG0000016	LOC111599234|XP_023170599.1|DHYD	LOC6493807|XP_014764542.1|DANA
OG0000017	LOC111600908|XP_023173032.2|DHYD, LOC111600896|XP_023173004.2|DHYD	LOC6493898|XP_001961368.1|DANA
OG0000017	LOC111603277|XP_023176557.1|DHYD, LOC111603278|XP_030079652.1|DHYD, LOC111602301|XP_023175069.1|DHYD, LOC111592321|XP_023160210.2|DHYD	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA
OG0000017	LOC111603822|XP_023177351.2|DHYD	LOC6494709|XP_001959816.1|DANA
OG0000017	LOC111600903|XP_030081002.1|DHYD	LOC6496668|XP_001961367.1|DANA
OG0000017	LOC111595834|XP_023165510.2|DHYD	LOC6498652|XP_001963246.1|DANA, LOC6498651|XP_001963245.1|DANA, LOC6498650|XP_001963244.2|DANA, LOC26515517|XP_032311043.1|DANA, LOC6498649|XP_001963243.2|DANA
OG0000018	LOC111600492|XP_023172388.2|DHYD	LOC6493787|XP_001958436.1|DANA
OG0000018	LOC111600507|XP_023172403.1|DHYD	LOC6506162|XP_001958433.1|DANA
OG0000018	LOC111600497|XP_023172393.2|DHYD	LOC6506161|XP_001958434.1|DANA
OG0000019	LOC111598921|XP_023170159.1|DHYD, LOC111603256|XP_023176531.2|DHYD	LOC6505609|XP_001964601.1|DANA
OG0000019	LOC111598920|XP_023170158.2|DHYD	LOC6505613|XP_032305481.1|DANA
OG0000019	LOC111603248|XP_023176523.1|DHYD	LOC6505612|XP_001964599.1|DANA
OG0000019	LOC111598923|XP_023170162.2|DHYD	LOC6505608|XP_001964602.1|DANA
OG0000020	LOC111594494|XP_030080618.1|DHYD	LOC6499398|XP_032312200.1|DANA
OG0000020	LOC111593180|XP_023161558.2|DHYD	LOC6494967|XP_001959313.1|DANA
OG0000020	LOC111598962|XP_023170216.2|DHYD	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA, LOC6497508|XP_032307386.1|DANA
OG0000020	LOC111596686|XP_023166760.2|DHYD	LOC6500139|XP_032312147.1|DANA
OG0000020	LOC111604565|XP_023178433.2|DHYD, LOC111604594|XP_030078785.1|DHYD, LOC111604595|XP_030078783.1|DHYD, LOC111596439|XP_023166430.2|DHYD	LOC6501153|XP_001954651.1|DANA
OG0000020	LOC111598978|XP_030080535.1|DHYD	LOC6506852|XP_001965261.1|DANA, LOC6497510|XP_032307412.1|DANA
OG0000021	LOC111601219|XP_023173482.1|DHYD	LOC26515395|XP_032312045.1|DANA
OG0000021	LOC111601270|XP_023173549.2|DHYD	LOC6494472|XP_001960263.1|DANA
OG0000021	LOC111596996|XP_023167262.1|DHYD	LOC6494465|XP_001960278.1|DANA
OG0000021	LOC111600652|XP_023172641.1|DHYD	LOC6496057|XP_001960127.1|DANA
OG0000021	LOC111601220|XP_023173483.1|DHYD	LOC6502328|XP_014759082.1|DANA
OG0000021	LOC111593360|XP_023161841.1|DHYD	LOC6503446|XP_001967498.1|DANA
OG0000021	LOC111601414|XP_023173744.1|DHYD	LOC6499833|XP_001953817.3|DANA
OG0000021	LOC111604024|XP_023177648.1|DHYD	LOC6503731|XP_032308490.1|DANA
OG0000022	LOC111595585|XP_023165164.2|DHYD	LOC6495509|XP_001959002.1|DANA
OG0000022	LOC111596890|XP_023167108.1|DHYD, LOC115482998|XP_030079514.1|DHYD, LOC115482986|XP_030079472.1|DHYD, LOC111598207|XP_023169112.1|DHYD, LOC115482989|XP_030079480.1|DHYD, LOC115482999|XP_030079515.1|DHYD, LOC111596891|XP_023167109.2|DHYD, LOC111596893|XP_023167110.1|DHYD, LOC115482990|XP_030079481.1|DHYD	LOC6507068|XP_001956719.1|DANA, LOC116655744|XP_032309533.1|DANA, LOC6492948|XP_001956720.1|DANA, LOC116655906|XP_032310747.1|DANA, LOC116655745|XP_032309535.1|DANA, LOC6492947|XP_032309534.1|DANA, LOC6492949|XP_001956722.1|DANA
OG0000023	LOC111602703|XP_023175706.2|DHYD	LOC6500077|XP_001953265.1|DANA
OG0000023	LOC111602748|XP_023175768.2|DHYD	LOC6500461|XP_001953266.1|DANA
OG0000023	LOC111600543|XP_023172455.2|DHYD	LOC6494760|XP_001959725.1|DANA
OG0000023	LOC111602765|XP_023175792.2|DHYD	LOC6500076|XP_001953267.1|DANA
OG0000023	LOC111602764|XP_023175791.1|DHYD	LOC6500083|XP_001953259.2|DANA
OG0000023	LOC111602801|XP_023175861.1|DHYD	LOC6500087|XP_001953255.2|DANA
OG0000023	LOC111602761|XP_023175787.2|DHYD	LOC6500085|XP_032312233.1|DANA
OG0000023	LOC111602800|XP_023175857.2|DHYD	LOC6500088|XP_014766376.1|DANA
OG0000024	LOC115482764|XP_030078553.1|DHYD, LOC111592147|XP_023159962.2|DHYD	LOC116654715|XP_032306639.1|DANA, LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA
OG0000024	LOC111592141|XP_023159955.2|DHYD	LOC6495252|XP_001958753.1|DANA
OG0000024	LOC111594287|XP_023163300.2|DHYD, LOC111594285|XP_023163297.1|DHYD	LOC6498256|XP_001962412.1|DANA
OG0000024	LOC111592145|XP_023159959.2|DHYD	LOC6495254|XP_001958751.1|DANA
OG0000024	LOC111598026|XP_023168817.2|DHYD	LOC6496529|XP_001961079.1|DANA
OG0000025	LOC111599384|XP_023170789.1|DHYD	LOC6498525|XP_001962995.1|DANA
OG0000025	LOC115483232|XP_030080436.1|DHYD, LOC115482866|XP_030078976.1|DHYD	LOC26513707|XP_032309216.1|DANA
OG0000025	LOC115482900|XP_030079008.1|DHYD	LOC6498690|XP_001967678.1|DANA, LOC6504929|XP_032310964.1|DANA, LOC26515026|XP_014758997.2|DANA, LOC116655979|XP_032310863.1|DANA, LOC116655980|XP_032310864.1|DANA, LOC26513675|XP_032309215.1|DANA, LOC6504897|XP_001964816.3|DANA, LOC116655982|XP_032310866.1|DANA
OG0000026	LOC111600180|XP_023171950.2|DHYD	LOC6505023|XP_001965614.1|DANA
OG0000026	LOC111596354|XP_023166318.1|DHYD	LOC6498214|XP_001962316.1|DANA
OG0000026	LOC111602647|XP_023175583.2|DHYD	LOC6500045|XP_001953325.1|DANA
OG0000027	LOC111599153|XP_023170492.2|DHYD	LOC6497408|XP_001962144.1|DANA
OG0000027	LOC111595849|XP_023165527.1|DHYD	LOC6497406|XP_001962147.2|DANA
OG0000027	LOC111599119|XP_023170448.2|DHYD	LOC6497407|XP_001962145.1|DANA
OG0000028	LOC111605107|XP_023179216.2|DHYD	LOC116655895|XP_032310688.1|DANA
OG0000029	LOC111604160|XP_023177856.2|DHYD, LOC111604075|XP_023177725.2|DHYD	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA
OG0000029	LOC111599253|XP_023170620.2|DHYD	LOC6506262|XP_014764698.1|DANA
OG0000030	LOC111603775|XP_023177278.2|DHYD	LOC6504294|XP_001965069.1|DANA
OG0000030	LOC111596081|XP_023165908.2|DHYD	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA
OG0000030	LOC111603826|XP_023177354.2|DHYD, LOC111603824|XP_030081369.1|DHYD	LOC6494711|XP_001959810.1|DANA
OG0000030	LOC111596747|XP_030080079.1|DHYD	LOC6504640|XP_001966489.1|DANA
OG0000030	LOC111598248|XP_023169180.2|DHYD	LOC6503160|XP_001963545.1|DANA
OG0000031	LOC111596192|XP_023166065.2|DHYD	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA
OG0000031	LOC115483322|XP_030080566.1|DHYD, LOC111596193|XP_030080567.1|DHYD	LOC6495934|XP_001959882.2|DANA, LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA
OG0000031	LOC111594664|XP_023163834.1|DHYD	LOC6496944|XP_001963083.2|DANA
OG0000032	LOC111599037|XP_023170323.1|DHYD	LOC6499841|XP_001953793.1|DANA
OG0000032	LOC111599021|XP_023170312.2|DHYD	LOC26515040|XP_014767372.2|DANA, LOC6500725|XP_032312300.1|DANA, LOC6500722|XP_032312297.1|DANA, LOC6499843|XP_032305552.1|DANA
OG0000032	LOC111598594|XP_023169681.2|DHYD, LOC111598586|XP_023169670.2|DHYD, LOC111598885|XP_023170120.2|DHYD	LOC6500728|XP_001953801.1|DANA, LOC6500726|XP_032305502.1|DANA
OG0000033	LOC111599962|XP_023171625.2|DHYD	LOC6494619|XP_001959999.1|DANA, LOC6494622|XP_001959998.3|DANA
OG0000033	LOC111605044|XP_023179148.2|DHYD, LOC111605045|XP_023179149.1|DHYD, LOC111605037|XP_030080348.1|DHYD, LOC111605043|XP_030080420.1|DHYD, LOC111605018|XP_023179116.1|DHYD, LOC111595694|XP_023165308.2|DHYD, LOC115483536|XP_030081573.1|DHYD	LOC6495993|XP_001960000.1|DANA
OG0000034	LOC111602472|XP_023175302.2|DHYD	LOC6498174|XP_001962232.1|DANA
OG0000034	LOC111602462|XP_023175290.2|DHYD	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA
OG0000034	LOC111602201|XP_023174938.2|DHYD, LOC111602303|XP_023175072.2|DHYD	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA
OG0000036	LOC111602683|XP_023175671.1|DHYD	LOC6500465|XP_001953274.1|DANA
OG0000036	LOC111602776|XP_023175811.1|DHYD	LOC6505844|XP_001964473.1|DANA
OG0000036	LOC111602665|XP_023175617.1|DHYD	LOC6500980|XP_001954293.1|DANA
OG0000036	LOC111601529|XP_023173926.1|DHYD	LOC116656032|XP_032311076.1|DANA, LOC6499049|XP_001955412.1|DANA
OG0000037	LOC111604322|XP_030081296.1|DHYD	LOC6493979|XP_001961214.2|DANA
OG0000037	LOC111601750|XP_023174255.2|DHYD	LOC6498848|XP_001955809.2|DANA
OG0000038	LOC111605099|XP_023179209.2|DHYD	LOC6506319|XP_001958116.1|DANA
OG0000038	LOC111605094|XP_023179201.2|DHYD	LOC6492929|XP_032310430.1|DANA
OG0000039	LOC111599549|XP_023170981.2|DHYD	LOC6501134|XP_001954615.2|DANA
OG0000039	LOC111600216|XP_023172006.1|DHYD, LOC111600215|XP_023172005.2|DHYD	LOC6502398|XP_001967387.3|DANA
OG0000039	LOC111602852|XP_023175933.1|DHYD	LOC6504273|XP_001967388.1|DANA
OG0000039	LOC111604896|XP_023178904.1|DHYD, LOC111599287|XP_023170654.1|DHYD, LOC111600203|XP_023171988.2|DHYD	LOC6504271|XP_032308876.1|DANA
OG0000039	LOC111592722|XP_023160878.1|DHYD	LOC6503200|XP_032311880.1|DANA
OG0000040	LOC111604247|XP_023178000.2|DHYD	LOC6500947|XP_014766809.1|DANA, LOC6501033|XP_001954424.1|DANA
OG0000040	LOC111604248|XP_023178001.2|DHYD	LOC6499533|XP_001954425.2|DANA
OG0000040	LOC115482741|XP_023177941.2|DHYD, LOC111604209|XP_030080789.1|DHYD	LOC6500946|XP_001954224.1|DANA
OG0000040	LOC111604211|XP_023177942.2|DHYD	LOC6500944|XP_001954222.1|DANA
OG0000040	LOC111604244|XP_023177997.1|DHYD	LOC6500236|XP_001952967.2|DANA
OG0000040	LOC111594486|XP_023163562.2|DHYD	LOC6505623|XP_001964581.1|DANA
OG0000041	LOC111604864|XP_023178867.2|DHYD, LOC111604904|XP_023178911.2|DHYD, LOC111604851|XP_023178852.2|DHYD	LOC6500348|XP_001953017.1|DANA, LOC6500349|XP_001953018.1|DANA, LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA, LOC6500352|XP_001953027.2|DANA, LOC26513865|XP_032307158.1|DANA
OG0000042	LOC111599594|XP_023171048.2|DHYD, LOC111599620|XP_023171080.1|DHYD, LOC111597714|XP_023168323.2|DHYD, LOC111597667|XP_023168258.2|DHYD, LOC111597668|XP_023168259.1|DHYD, LOC111597715|XP_023168324.2|DHYD, LOC111597713|XP_023168322.2|DHYD, LOC111597717|XP_023168325.1|DHYD	LOC6495008|XP_001959230.2|DANA, LOC6495010|XP_001959228.2|DANA, LOC6495011|XP_001959229.1|DANA
OG0000042	LOC111598606|XP_023169706.2|DHYD	LOC6495009|XP_001959227.2|DANA
OG0000043	LOC111600254|XP_023172067.2|DHYD, LOC115483172|XP_030080193.1|DHYD	LOC6499525|XP_001954440.1|DANA
OG0000043	LOC111600256|XP_023172069.2|DHYD	LOC6499523|XP_032311279.1|DANA
OG0000043	LOC111600253|XP_023172066.2|DHYD	LOC6501039|XP_001954437.1|DANA, LOC6502673|XP_001954436.1|DANA
OG0000044	LOC111604839|XP_023178838.2|DHYD	LOC6500203|XP_032305729.1|DANA
OG0000044	LOC111604836|XP_023178833.2|DHYD, LOC111604822|XP_023178814.2|DHYD, LOC111604862|XP_023178863.2|DHYD	LOC6500197|XP_001953036.1|DANA, LOC26515569|XP_014767439.1|DANA
OG0000044	LOC111604847|XP_023178847.2|DHYD	LOC6500202|XP_001953032.2|DANA
OG0000044	LOC111592024|XP_023159785.2|DHYD	LOC6499418|XP_001954679.1|DANA
OG0000045	LOC111597387|XP_023167819.1|DHYD	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC111597391|XP_023167823.1|DHYD	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA
OG0000045	LOC111597386|XP_023167816.1|DHYD	LOC6507632|XP_001956043.1|DANA
OG0000045	LOC111597377|XP_023167802.1|DHYD	LOC6507423|XP_032310209.1|DANA
OG0000046	LOC111591975|XP_023159692.2|DHYD	LOC6503183|XP_001963600.1|DANA, LOC6502915|XP_001963599.1|DANA
OG0000046	LOC111594427|XP_023163484.2|DHYD, LOC111600609|XP_030079920.1|DHYD, LOC111593401|XP_030079935.1|DHYD, LOC111594428|XP_030080652.1|DHYD	LOC6503185|XP_032311857.1|DANA, LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA, LOC6501523|XP_001955420.3|DANA, LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA
OG0000047	LOC111596622|XP_023166677.1|DHYD	LOC6496443|XP_001960921.1|DANA
OG0000047	LOC111594123|XP_023163050.2|DHYD	LOC6496440|XP_001960917.1|DANA
OG0000047	LOC111595469|XP_023165002.1|DHYD	LOC6496543|XP_001961111.1|DANA
OG0000047	LOC111595525|XP_023165074.2|DHYD	LOC6494029|XP_001961117.1|DANA
OG0000048	LOC111604705|XP_023178646.1|DHYD, LOC111604704|XP_023178645.2|DHYD	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA
OG0000048	LOC111604676|XP_023178606.1|DHYD	LOC6493171|XP_001957195.2|DANA
OG0000048	LOC111604701|XP_023178642.1|DHYD	LOC6493169|XP_001957191.1|DANA
OG0000049	LOC111594543|XP_023163663.2|DHYD	LOC6500644|XP_001953636.2|DANA
OG0000049	LOC111594529|XP_023163631.2|DHYD	LOC6499920|XP_001953633.1|DANA
OG0000049	LOC111594475|XP_023163544.1|DHYD	LOC6500645|XP_001953637.1|DANA
OG0000049	LOC111594476|XP_023163545.2|DHYD	LOC6502640|XP_001953638.1|DANA
OG0000049	LOC111594581|XP_023163706.2|DHYD	LOC6499921|XP_001953632.1|DANA
OG0000050	LOC111592220|XP_023160064.2|DHYD	LOC6494319|XP_001960538.2|DANA
OG0000050	LOC111597562|XP_023168129.2|DHYD	LOC6493850|XP_001958558.2|DANA
OG0000050	LOC111597563|XP_023168130.1|DHYD	LOC6502856|XP_032309510.1|DANA
OG0000050	LOC111597557|XP_023168122.2|DHYD	LOC6493852|XP_001958560.2|DANA
OG0000051	LOC111604842|XP_023178842.2|DHYD	LOC6499129|XP_001955245.1|DANA
OG0000051	LOC111598254|XP_023169188.2|DHYD	LOC6500659|XP_001953666.2|DANA
OG0000052	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD	LOC6505124|XP_001964791.1|DANA, LOC6496824|XP_001963326.1|DANA, LOC6498306|XP_001962504.1|DANA, LOC6498305|XP_001962503.1|DANA, LOC6498307|XP_001962505.3|DANA, LOC6499936|XP_001953600.1|DANA
OG0000052	LOC111604228|XP_023177970.1|DHYD, LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD	LOC6496593|XP_001961216.2|DANA
OG0000052	LOC111604234|XP_023177982.1|DHYD	LOC6496594|XP_001961217.1|DANA
OG0000053	LOC111602599|XP_023175526.2|DHYD	LOC6495215|XP_001958835.1|DANA
OG0000053	LOC111602600|XP_023175527.2|DHYD	LOC6495434|XP_001958836.2|DANA
OG0000053	LOC111596382|XP_023166356.2|DHYD	LOC6495214|XP_001958837.1|DANA
OG0000053	LOC111596381|XP_023166355.2|DHYD	LOC6495213|XP_001958838.1|DANA
OG0000053	LOC111596379|XP_023166352.2|DHYD	LOC6495436|XP_001958842.1|DANA
OG0000054	LOC111604826|XP_023178817.2|DHYD	LOC6499283|XP_001954953.1|DANA
OG0000054	LOC111593322|XP_023161796.2|DHYD	LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA
OG0000054	LOC111604856|XP_023178857.2|DHYD	LOC6499278|XP_001954958.1|DANA, LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA
OG0000055	LOC111603258|XP_023176533.1|DHYD, LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD	LOC6501596|XP_001955554.1|DANA
OG0000056	LOC111599611|XP_023171068.2|DHYD	LOC6499765|XP_001953966.1|DANA
OG0000056	LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD	LOC6499767|XP_001953964.1|DANA, LOC6499768|XP_001953963.1|DANA, LOC6499769|XP_001953962.1|DANA
OG0000056	LOC111600558|XP_023172478.1|DHYD	LOC6500303|XP_001952932.1|DANA, LOC6500302|XP_001952931.2|DANA
OG0000058	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD	LOC6493582|XP_001958038.2|DANA, LOC6507265|XP_001956364.1|DANA, LOC6502760|XP_001964984.2|DANA
OG0000058	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD	LOC6497335|XP_001962298.1|DANA
OG0000058	LOC111591894|XP_023159568.1|DHYD	LOC6503754|XP_001963803.1|DANA
OG0000059	LOC111595783|XP_030078737.1|DHYD	LOC6499242|XP_001955037.1|DANA
OG0000059	LOC111595875|XP_023165572.2|DHYD	LOC6499240|XP_001955039.1|DANA, LOC6501345|XP_001955040.1|DANA
OG0000059	LOC111595256|XP_023164673.2|DHYD	LOC6499241|XP_001955038.1|DANA
