Orthogroup	DHYD.longest_only	DSUZ.longest_only
OG0000016	LOC111599234|XP_023170599.1|DHYD	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC111600908|XP_023173032.2|DHYD, LOC111600896|XP_023173004.2|DHYD	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC111603277|XP_023176557.1|DHYD, LOC111603278|XP_030079652.1|DHYD, LOC111602301|XP_023175069.1|DHYD, LOC111592321|XP_023160210.2|DHYD	LOC108015782|XP_016937825.2|DSUZ
OG0000017	LOC111603822|XP_023177351.2|DHYD	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC111600903|XP_030081002.1|DHYD	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC111595834|XP_023165510.2|DHYD	LOC108010173|XP_036669903.1|DSUZ, LOC108019602|XP_016942950.1|DSUZ
OG0000018	LOC111600492|XP_023172388.2|DHYD	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC111600507|XP_023172403.1|DHYD	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC111600497|XP_023172393.2|DHYD	LOC108012663|XP_016933579.1|DSUZ
OG0000019	LOC111598921|XP_023170159.1|DHYD, LOC111603256|XP_023176531.2|DHYD	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC111598920|XP_023170158.2|DHYD	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC111603248|XP_023176523.1|DHYD	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC111598923|XP_023170162.2|DHYD	LOC108016139|XP_016938240.1|DSUZ, LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC111594494|XP_030080618.1|DHYD	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC111593180|XP_023161558.2|DHYD	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC111598962|XP_023170216.2|DHYD	LOC108013616|XP_036668598.1|DSUZ, LOC118877588|XP_036672754.1|DSUZ, LOC108016353|XP_036675239.1|DSUZ, LOC108010328|XP_016930743.1|DSUZ, LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC111596686|XP_023166760.2|DHYD	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC111604565|XP_023178433.2|DHYD, LOC111604594|XP_030078785.1|DHYD, LOC111604595|XP_030078783.1|DHYD, LOC111596439|XP_023166430.2|DHYD	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC111598978|XP_030080535.1|DHYD	LOC108021708|XP_016946031.1|DSUZ, LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC111601219|XP_023173482.1|DHYD	LOC108015921|XP_016937993.1|DSUZ
OG0000021	LOC111601270|XP_023173549.2|DHYD	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC111596996|XP_023167262.1|DHYD	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC111600652|XP_023172641.1|DHYD	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC111602062|XP_023174743.2|DHYD	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC111593360|XP_023161841.1|DHYD	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC111601414|XP_023173744.1|DHYD	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC111604024|XP_023177648.1|DHYD	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC111595585|XP_023165164.2|DHYD	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC111596890|XP_023167108.1|DHYD, LOC115482998|XP_030079514.1|DHYD, LOC115482986|XP_030079472.1|DHYD, LOC111598207|XP_023169112.1|DHYD, LOC115482989|XP_030079480.1|DHYD, LOC115482999|XP_030079515.1|DHYD, LOC111596891|XP_023167109.2|DHYD, LOC111596893|XP_023167110.1|DHYD, LOC115482990|XP_030079481.1|DHYD	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000023	LOC111602788|XP_023175829.2|DHYD	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC111602703|XP_023175706.2|DHYD	LOC108013952|XP_016935450.2|DSUZ
OG0000023	LOC111602748|XP_023175768.2|DHYD	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC111600543|XP_023172455.2|DHYD	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC111602765|XP_023175792.2|DHYD	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC111602764|XP_023175791.1|DHYD	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC111602801|XP_023175861.1|DHYD	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC111602761|XP_023175787.2|DHYD	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC111602800|XP_023175857.2|DHYD	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC115482764|XP_030078553.1|DHYD, LOC111592147|XP_023159962.2|DHYD	LOC108010072|XP_016930375.2|DSUZ, LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ, LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC111592141|XP_023159955.2|DHYD	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC111594287|XP_023163300.2|DHYD, LOC111594285|XP_023163297.1|DHYD	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC111598026|XP_023168817.2|DHYD	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC111599384|XP_023170789.1|DHYD	LOC108016763|XP_016939005.1|DSUZ
OG0000025	LOC115483232|XP_030080436.1|DHYD, LOC115482866|XP_030078976.1|DHYD	LOC108016331|XP_036678431.1|DSUZ
OG0000026	LOC111600180|XP_023171950.2|DHYD	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC111596354|XP_023166318.1|DHYD	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC111602647|XP_023175583.2|DHYD	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC111599153|XP_023170492.2|DHYD	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC111595849|XP_023165527.1|DHYD	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC111599119|XP_023170448.2|DHYD	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC111605107|XP_023179216.2|DHYD	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000029	LOC111604160|XP_023177856.2|DHYD, LOC111604075|XP_023177725.2|DHYD	LOC108016468|XP_016938614.1|DSUZ, LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC111599253|XP_023170620.2|DHYD	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC111603775|XP_023177278.2|DHYD	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC111596081|XP_023165908.2|DHYD	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC111603826|XP_023177354.2|DHYD, LOC111603824|XP_030081369.1|DHYD	LOC108008208|XP_016927487.1|DSUZ, LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC111596747|XP_030080079.1|DHYD	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC111598248|XP_023169180.2|DHYD	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC111596192|XP_023166065.2|DHYD	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ, LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC115483322|XP_030080566.1|DHYD, LOC111596193|XP_030080567.1|DHYD	LOC108021690|XP_016946003.1|DSUZ, LOC118879756|XP_036678590.1|DSUZ, LOC108020065|XP_036671004.1|DSUZ, LOC108008340|XP_016927698.1|DSUZ, LOC108016076|XP_016938162.1|DSUZ
OG0000031	LOC111594664|XP_023163834.1|DHYD	LOC108017974|XP_016940780.1|DSUZ, LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC111599037|XP_023170323.1|DHYD	LOC108018357|XP_036672791.1|DSUZ
OG0000032	LOC111599021|XP_023170312.2|DHYD	LOC108018355|XP_036672792.1|DSUZ, LOC108018356|XP_036672750.1|DSUZ, LOC108007773|XP_036672793.1|DSUZ, LOC108018396|XP_036672794.1|DSUZ, LOC108007821|XP_016927075.2|DSUZ
OG0000032	LOC111598594|XP_023169681.2|DHYD, LOC111598586|XP_023169670.2|DHYD, LOC111598885|XP_023170120.2|DHYD	LOC108018408|XP_016941455.1|DSUZ, LOC108007771|XP_016927017.1|DSUZ, LOC118877584|XP_036672749.1|DSUZ
OG0000033	LOC111599962|XP_023171625.2|DHYD	LOC118877527|XP_036672470.1|DSUZ, LOC108020436|XP_036671704.1|DSUZ, LOC108008155|XP_016927432.2|DSUZ, LOC108010823|XP_016931314.1|DSUZ, LOC108012454|XP_016933333.1|DSUZ, LOC108013705|XP_016935119.2|DSUZ, LOC108010908|XP_016931435.1|DSUZ, LOC108017678|XP_016940276.1|DSUZ, LOC108017971|XP_016940757.1|DSUZ
OG0000033	LOC111605044|XP_023179148.2|DHYD, LOC111605045|XP_023179149.1|DHYD, LOC111605037|XP_030080348.1|DHYD, LOC111605043|XP_030080420.1|DHYD, LOC111605018|XP_023179116.1|DHYD, LOC111595694|XP_023165308.2|DHYD, LOC115483536|XP_030081573.1|DHYD	LOC108017970|XP_016940756.2|DSUZ
OG0000034	LOC111602472|XP_023175302.2|DHYD	LOC108021477|XP_016945708.1|DSUZ
OG0000034	LOC111602462|XP_023175290.2|DHYD	LOC108021724|XP_016946052.1|DSUZ
OG0000034	LOC111602201|XP_023174938.2|DHYD, LOC111602303|XP_023175072.2|DHYD	LOC108011927|XP_016932664.1|DSUZ
OG0000036	LOC111602683|XP_023175671.1|DHYD	LOC108019328|XP_036675087.1|DSUZ
OG0000036	LOC111602776|XP_023175811.1|DHYD	LOC108006404|XP_016925415.2|DSUZ
OG0000036	LOC111602665|XP_023175617.1|DHYD	LOC108011658|XP_016932343.2|DSUZ
OG0000036	LOC111601529|XP_023173926.1|DHYD	LOC108007854|XP_036674140.1|DSUZ
OG0000037	LOC111604322|XP_030081296.1|DHYD	LOC108018132|XP_016941074.1|DSUZ
OG0000037	LOC111601750|XP_023174255.2|DHYD	LOC108017560|XP_036672906.1|DSUZ, LOC108013828|XP_016935296.2|DSUZ, LOC108013829|XP_016935299.2|DSUZ
OG0000038	LOC111605099|XP_023179209.2|DHYD	LOC108020759|XP_016944626.2|DSUZ
OG0000038	LOC111605094|XP_023179201.2|DHYD	LOC108010653|XP_036670653.1|DSUZ
OG0000039	LOC111599549|XP_023170981.2|DHYD	LOC108016023|XP_016938107.2|DSUZ
OG0000039	LOC111600216|XP_023172006.1|DHYD, LOC111600215|XP_023172005.2|DHYD	LOC108006280|XP_016925226.1|DSUZ
OG0000039	LOC111602852|XP_023175933.1|DHYD	LOC108006287|XP_016925235.1|DSUZ
OG0000039	LOC111592722|XP_023160878.1|DHYD	LOC108019017|XP_016942120.1|DSUZ
OG0000040	LOC111604247|XP_023178000.2|DHYD	LOC108016198|XP_036675321.1|DSUZ, LOC108006036|XP_036674433.1|DSUZ
OG0000040	LOC111604248|XP_023178001.2|DHYD	LOC108006007|XP_036674432.1|DSUZ
OG0000040	LOC115482741|XP_023177941.2|DHYD, LOC111604209|XP_030080789.1|DHYD	LOC108011397|XP_016932008.2|DSUZ, LOC108011398|XP_036675473.1|DSUZ, LOC108007390|XP_036675323.1|DSUZ, LOC108007385|XP_016926531.2|DSUZ
OG0000040	LOC111604211|XP_023177942.2|DHYD	LOC108007382|XP_016926528.2|DSUZ
OG0000040	LOC111594486|XP_023163562.2|DHYD	LOC108010783|XP_016931200.1|DSUZ
OG0000041	LOC111604864|XP_023178867.2|DHYD, LOC111604904|XP_023178911.2|DHYD, LOC111604851|XP_023178852.2|DHYD	LOC108012086|XP_016932852.2|DSUZ, LOC108007903|XP_036674596.1|DSUZ, LOC108007889|XP_036674680.1|DSUZ, LOC108007905|XP_016927163.2|DSUZ, LOC108007918|XP_016927178.2|DSUZ
OG0000042	LOC111599594|XP_023171048.2|DHYD, LOC111599620|XP_023171080.1|DHYD, LOC111597714|XP_023168323.2|DHYD, LOC111597667|XP_023168258.2|DHYD, LOC111597668|XP_023168259.1|DHYD, LOC111597715|XP_023168324.2|DHYD, LOC111597713|XP_023168322.2|DHYD, LOC111597717|XP_023168325.1|DHYD	LOC108017900|XP_016940559.1|DSUZ, LOC108017907|XP_016940566.1|DSUZ, LOC108017901|XP_016940560.1|DSUZ, LOC108017904|XP_036669901.1|DSUZ, LOC108017721|XP_016940320.2|DSUZ, LOC108017910|XP_016940568.2|DSUZ, LOC108017722|XP_016940321.2|DSUZ
OG0000042	LOC111598606|XP_023169706.2|DHYD	LOC108017720|XP_016940319.1|DSUZ
OG0000043	LOC111600254|XP_023172067.2|DHYD, LOC115483172|XP_030080193.1|DHYD	LOC108006051|XP_036674427.1|DSUZ
OG0000043	LOC111600264|XP_023172080.2|DHYD	LOC108006016|XP_036674672.1|DSUZ
OG0000043	LOC111600256|XP_023172069.2|DHYD	LOC118878135|XP_036675630.1|DSUZ, LOC108006062|XP_016924995.2|DSUZ
OG0000043	LOC111600253|XP_023172066.2|DHYD	LOC108010802|XP_016931225.2|DSUZ, LOC108006056|XP_016924989.2|DSUZ
OG0000044	LOC111604839|XP_023178838.2|DHYD	LOC108012094|XP_016932860.2|DSUZ
OG0000044	LOC111604836|XP_023178833.2|DHYD, LOC111604822|XP_023178814.2|DHYD, LOC111604862|XP_023178863.2|DHYD	LOC108007932|XP_036674251.1|DSUZ, LOC108007930|XP_036674252.1|DSUZ
OG0000044	LOC111604847|XP_023178847.2|DHYD	LOC108007915|XP_016927173.2|DSUZ
OG0000044	LOC111592024|XP_023159785.2|DHYD	LOC108011721|XP_016932432.2|DSUZ
OG0000045	LOC111597387|XP_023167819.1|DHYD	LOC108004812|XP_036670921.1|DSUZ
OG0000045	LOC111597391|XP_023167823.1|DHYD	LOC108012264|XP_016933053.1|DSUZ, LOC108012265|XP_016933055.1|DSUZ
OG0000045	LOC111597386|XP_023167816.1|DHYD	LOC108005813|XP_016924631.1|DSUZ
OG0000045	LOC111597377|XP_023167802.1|DHYD	LOC108005814|XP_016924632.1|DSUZ
OG0000046	LOC111591975|XP_023159692.2|DHYD	LOC108014937|XP_016936647.1|DSUZ, LOC108014936|XP_016936646.1|DSUZ
OG0000046	LOC111594427|XP_023163484.2|DHYD, LOC111600609|XP_030079920.1|DHYD, LOC111593401|XP_030079935.1|DHYD, LOC111594428|XP_030080652.1|DHYD	LOC108015074|XP_016936802.1|DSUZ, LOC108011093|XP_036674691.1|DSUZ, LOC108011091|XP_016931645.2|DSUZ, LOC108011090|XP_016931644.1|DSUZ, LOC108008133|XP_016927411.1|DSUZ, LOC108011098|XP_036674670.1|DSUZ
OG0000047	LOC111596622|XP_023166677.1|DHYD	LOC108008533|XP_016927892.1|DSUZ
OG0000047	LOC111594123|XP_023163050.2|DHYD	LOC108008555|XP_016927914.1|DSUZ
OG0000047	LOC111595469|XP_023165002.1|DHYD	LOC108019650|XP_016943022.1|DSUZ
OG0000047	LOC111595525|XP_023165074.2|DHYD	LOC108019638|XP_016943010.1|DSUZ
OG0000048	LOC111604705|XP_023178646.1|DHYD, LOC111604704|XP_023178645.2|DHYD	LOC108011323|XP_016931922.2|DSUZ, LOC108011315|XP_016931911.1|DSUZ
OG0000048	LOC111604700|XP_023178641.1|DHYD	LOC108007323|XP_016926460.1|DSUZ
OG0000048	LOC111604676|XP_023178606.1|DHYD	LOC108007321|XP_016926458.2|DSUZ
OG0000048	LOC111604701|XP_023178642.1|DHYD	LOC108019378|XP_016942690.1|DSUZ
OG0000049	LOC111594543|XP_023163663.2|DHYD	LOC108020793|XP_016944660.2|DSUZ
OG0000049	LOC111594529|XP_023163631.2|DHYD	LOC108020795|XP_016944662.2|DSUZ
OG0000049	LOC111594475|XP_023163544.1|DHYD	LOC108019317|XP_016942627.2|DSUZ
OG0000049	LOC111594476|XP_023163545.2|DHYD	LOC108019319|XP_016942628.2|DSUZ
OG0000049	LOC111594581|XP_023163706.2|DHYD	LOC108020803|XP_016944672.2|DSUZ
OG0000050	LOC111592220|XP_023160064.2|DHYD	LOC108009777|XP_016929902.1|DSUZ
OG0000050	LOC111597562|XP_023168129.2|DHYD	LOC108007678|XP_016926890.1|DSUZ, LOC118878832|XP_036677753.1|DSUZ
OG0000050	LOC111597563|XP_023168130.1|DHYD	LOC108007676|XP_016926888.1|DSUZ, LOC118878830|XP_036677751.1|DSUZ
OG0000050	LOC111597557|XP_023168122.2|DHYD	LOC118878828|XP_036677749.1|DSUZ, LOC108007665|XP_016926876.1|DSUZ, LOC108007667|XP_016926878.2|DSUZ, LOC118878834|XP_036677756.1|DSUZ
OG0000051	LOC111604842|XP_023178842.2|DHYD	LOC108007968|XP_016927228.1|DSUZ
OG0000051	LOC111598254|XP_023169188.2|DHYD	LOC108008061|XP_016927332.1|DSUZ
OG0000052	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD	LOC108016209|XP_016938326.2|DSUZ, LOC108017445|XP_036674526.1|DSUZ, LOC108016205|XP_016938321.2|DSUZ, LOC108016212|XP_016938330.1|DSUZ, LOC108016207|XP_016938323.1|DSUZ
