Orthogroup	DALB.longest_only	BTRY.longest_only
OG0001007	LOC117573232|XP_034112174.1|DALB, LOC117568272|XP_034104654.1|DALB	LOC120770143|XP_039953266.1|BTRY
OG0001008	LOC117567040|XP_034102641.1|DALB, LOC117576153|XP_034116621.1|DALB	LOC120773872|XP_039958959.1|BTRY
OG0001009	LOC117575770|XP_034116027.1|DALB	LOC120769372|XP_039952270.1|BTRY
OG0001010	LOC117565022|XP_034099858.1|DALB, LOC117564881|XP_034099721.1|DALB	LOC120775679|XP_039961905.1|BTRY
OG0001011	LOC117564539|XP_034099251.1|DALB	LOC120773435|XP_039958250.1|BTRY
OG0001012	LOC117578170|XP_034119351.1|DALB, LOC117578169|XP_034119349.1|DALB	LOC120774884|XP_039960674.1|BTRY
OG0001013	LOC117572469|XP_034111207.1|DALB, LOC117568614|XP_034105266.1|DALB	LOC120778431|XP_039966146.1|BTRY
OG0001020	LOC117567376|XP_034103215.1|DALB	LOC120774455|XP_039960038.1|BTRY
OG0001021	LOC117566208|XP_034101627.1|DALB	LOC120769340|XP_039952231.1|BTRY, LOC120772762|XP_039957468.1|BTRY
OG0001022	LOC117564466|XP_034099149.1|DALB	LOC120773537|XP_039958428.1|BTRY
OG0001025	LOC117570523|XP_034108116.1|DALB, LOC117570992|XP_034108831.1|DALB, LOC117572512|XP_034111257.1|DALB, LOC117572504|XP_034111247.1|DALB	LOC120777934|XP_039965452.1|BTRY
OG0001026	LOC117572187|XP_034110733.1|DALB, LOC117568642|XP_034105325.1|DALB	LOC120772050|XP_039956356.1|BTRY
OG0001027	LOC117572768|XP_034111747.1|DALB	LOC120776634|XP_039963386.1|BTRY
OG0001028	LOC117563841|XP_034098261.1|DALB	LOC120768384|XP_039950984.1|BTRY
OG0001029	LOC117569349|XP_034106373.1|DALB	LOC120770522|XP_039953998.1|BTRY, LOC120778772|XP_039966686.1|BTRY, LOC120780597|XP_039968789.1|BTRY, LOC120779376|XP_039967504.1|BTRY, LOC120779440|XP_039967621.1|BTRY
OG0001031	LOC117565334|XP_034100274.1|DALB	LOC120767909|XP_039950196.1|BTRY
OG0001032	LOC117565668|XP_034100790.1|DALB	LOC120769657|XP_039952697.1|BTRY
OG0001033	LOC117569149|XP_034106100.1|DALB, LOC117566751|XP_034102186.1|DALB	LOC120776198|XP_039962758.1|BTRY
OG0001034	LOC117567281|XP_034103039.1|DALB	LOC120776405|XP_039962960.1|BTRY
OG0001042	LOC117575862|XP_034116174.1|DALB	LOC120766294|XP_039947631.1|BTRY
OG0001043	LOC117577741|XP_034118543.1|DALB	LOC120773939|XP_039959085.1|BTRY
OG0001044	LOC117571187|XP_034109115.1|DALB	LOC120772078|XP_039956406.1|BTRY
OG0001045	LOC117569790|XP_034106983.1|DALB	LOC120771366|XP_039955259.1|BTRY
OG0001046	LOC117572650|XP_034111520.1|DALB	LOC120772292|XP_039956736.1|BTRY
OG0001047	LOC117568166|XP_034104488.1|DALB	LOC120775588|XP_039961758.1|BTRY
OG0001048	LOC117570904|XP_034108700.1|DALB	LOC120771827|XP_039955990.1|BTRY
OG0001049	LOC117563877|XP_034098326.1|DALB, LOC117572710|XP_034111659.1|DALB	LOC120778486|XP_039966239.1|BTRY, LOC120776850|XP_039963820.1|BTRY
OG0001050	LOC117572583|XP_034111358.1|DALB	LOC120779126|XP_039967254.1|BTRY
OG0001051	LOC117565410|XP_034100387.1|DALB	LOC120768315|XP_039950889.1|BTRY
OG0001052	LOC117563456|XP_034097699.1|DALB	LOC120769148|XP_039951957.1|BTRY
OG0001053	LOC117571475|XP_034109529.1|DALB, LOC117564313|XP_034098901.1|DALB	LOC120775161|XP_039961142.1|BTRY
OG0001054	LOC117573519|XP_034112643.1|DALB	LOC120766864|XP_039948529.1|BTRY
OG0001056	LOC117573846|XP_034113209.1|DALB	LOC120774352|XP_039959871.1|BTRY
OG0001057	LOC117563256|XP_034097369.1|DALB, LOC117570954|XP_034108781.1|DALB	LOC120771984|XP_039956272.1|BTRY
OG0001058	LOC117575555|XP_034115710.1|DALB	LOC120775740|XP_039961994.1|BTRY
OG0001059	LOC117571789|XP_034110039.1|DALB	LOC120776620|XP_039963350.1|BTRY
OG0001060	LOC117575355|XP_034115412.1|DALB	LOC120779355|XP_039967486.1|BTRY
OG0001061	LOC117574437|XP_034114166.1|DALB	LOC120770218|XP_039953435.1|BTRY
OG0001063	LOC117574569|XP_034114339.1|DALB	LOC120772484|XP_039957065.1|BTRY
OG0001064	LOC117565914|XP_034101177.1|DALB, LOC117566413|XP_034101829.1|DALB	LOC120773583|XP_039958504.1|BTRY
OG0001065	LOC117566770|XP_034102204.1|DALB	LOC120778421|XP_039966137.1|BTRY
OG0001072	LOC117568336|XP_034104811.1|DALB	LOC120774505|XP_039960119.1|BTRY
OG0001074	LOC117567898|XP_034104063.1|DALB	LOC120772719|XP_039957401.1|BTRY
OG0001075	LOC117569508|XP_034106583.1|DALB	LOC120777283|XP_039964426.1|BTRY
OG0001077	LOC117569698|XP_034106852.1|DALB	LOC120780641|XP_039968840.1|BTRY
OG0001078	LOC117571270|XP_034109227.1|DALB	LOC120775880|XP_039962191.1|BTRY
OG0001079	LOC117571612|XP_034109723.1|DALB	LOC120778543|XP_039966326.1|BTRY
OG0001080	LOC117567041|XP_034102643.1|DALB	LOC120777553|XP_039964875.1|BTRY
OG0001081	LOC117571435|XP_034109470.1|DALB, LOC117570687|XP_034108379.1|DALB	LOC120782278|XP_039970412.1|BTRY
OG0001082	LOC117568326|XP_034104798.1|DALB	LOC120770577|XP_039954091.1|BTRY
OG0001083	LOC117571508|XP_034109570.1|DALB, LOC117570504|XP_034108095.1|DALB	LOC120778324|XP_039966054.1|BTRY, LOC120776509|XP_039963145.1|BTRY
OG0001084	LOC117567179|XP_034102892.1|DALB	LOC120770056|XP_039953109.1|BTRY
OG0001085	LOC117571066|XP_034108926.1|DALB	LOC120771522|XP_039955514.1|BTRY
OG0001086	LOC117572129|XP_034110654.1|DALB	LOC120772561|XP_039957182.1|BTRY
OG0001088	LOC117572629|XP_034111479.1|DALB	LOC120776840|XP_039963800.1|BTRY
OG0001089	LOC117567599|XP_034103575.1|DALB	LOC120777019|XP_039964066.1|BTRY
OG0001090	LOC117571369|XP_034109375.1|DALB	LOC120777604|XP_039964976.1|BTRY
OG0001091	LOC117568133|XP_034104432.1|DALB	LOC120778588|XP_039966388.1|BTRY
OG0001092	LOC117565305|XP_034100234.1|DALB	LOC120769335|XP_039952226.1|BTRY
OG0001093	LOC117563550|XP_034097820.1|DALB	LOC120769130|XP_039951930.1|BTRY, LOC120768443|XP_039951065.1|BTRY
OG0001094	LOC117564619|XP_034099364.1|DALB	LOC120767210|XP_039948952.1|BTRY
OG0001095	LOC117567862|XP_034104015.1|DALB	LOC120781862|XP_039970016.1|BTRY
OG0001096	LOC117564722|XP_034099495.1|DALB, LOC117564720|XP_034099494.1|DALB	LOC120768377|XP_039950977.1|BTRY
OG0001097	LOC117564048|XP_034098549.1|DALB	LOC120780020|XP_039968237.1|BTRY
OG0001098	LOC117570327|XP_034107764.1|DALB, LOC117567592|XP_034103566.1|DALB	LOC120777598|XP_039964968.1|BTRY, LOC120782075|XP_039970163.1|BTRY, LOC120770648|XP_039954179.1|BTRY, LOC120766618|XP_039948163.1|BTRY
OG0001099	LOC117571438|XP_034109472.1|DALB, LOC117570019|XP_034107326.1|DALB	LOC120778474|XP_039966223.1|BTRY
OG0001100	LOC117575479|XP_034115603.1|DALB	LOC120771180|XP_039955008.1|BTRY
OG0001101	LOC117566704|XP_034102141.1|DALB	LOC120770016|XP_039953043.1|BTRY
OG0001102	LOC117567506|XP_034103438.1|DALB	LOC120778286|XP_039966007.1|BTRY
OG0001103	LOC117574165|XP_034113745.1|DALB	LOC120766738|XP_039948336.1|BTRY, LOC120766860|XP_039948523.1|BTRY
OG0001105	LOC117569145|XP_034106083.1|DALB	LOC120774438|XP_039960012.1|BTRY
OG0001106	LOC117573248|XP_034112198.1|DALB	LOC120779428|XP_039967578.1|BTRY
OG0001107	LOC117565098|XP_034099948.1|DALB	LOC120780409|XP_039968625.1|BTRY, LOC120781937|XP_039970040.1|BTRY, LOC120780445|XP_039968653.1|BTRY
OG0001108	LOC117573299|XP_034112294.1|DALB	LOC120766988|XP_039948725.1|BTRY
OG0001111	LOC117568157|XP_034104467.1|DALB, LOC117569127|XP_034106038.1|DALB	LOC120772765|XP_039957473.1|BTRY
OG0001112	LOC117568780|XP_034105509.1|DALB, LOC117568409|XP_034104940.1|DALB	LOC120774904|XP_039960706.1|BTRY
OG0001118	LOC117577856|XP_034118695.1|DALB	LOC120774999|XP_039960855.1|BTRY
OG0001119	LOC117575118|XP_034115107.1|DALB	LOC120780333|XP_039968562.1|BTRY
OG0001120	LOC117576088|XP_034116528.1|DALB	LOC120775222|XP_039961227.1|BTRY
OG0001121	LOC117571825|XP_034110086.1|DALB	LOC120772138|XP_039956490.1|BTRY
OG0001122	LOC117570724|XP_034108429.1|DALB	LOC120777868|XP_039965354.1|BTRY
OG0001124	LOC117575044|XP_034115018.1|DALB	LOC120780361|XP_039968586.1|BTRY
OG0001125	LOC117575376|XP_034115439.1|DALB	LOC120777575|XP_039964914.1|BTRY
OG0001126	LOC117568394|XP_034104898.1|DALB	LOC120777456|XP_039964712.1|BTRY, LOC120777048|XP_039964093.1|BTRY
OG0001127	LOC117569771|XP_034106959.1|DALB	LOC120778434|XP_039966150.1|BTRY
OG0001128	LOC117568896|XP_034105688.1|DALB	LOC120771012|XP_039954722.1|BTRY
OG0001129	LOC117563751|XP_034098123.1|DALB	LOC120767218|XP_039948965.1|BTRY
OG0001130	LOC117564994|XP_034099830.1|DALB	LOC120767548|XP_039949605.1|BTRY, LOC120769343|XP_039952237.1|BTRY
OG0001131	LOC117573165|XP_034112021.1|DALB	LOC120779838|XP_039968136.1|BTRY, LOC120779770|XP_039968083.1|BTRY
OG0001133	LOC117563361|XP_034097542.1|DALB	LOC120768988|XP_039951754.1|BTRY
OG0001134	LOC117568847|XP_034105615.1|DALB	LOC120770794|XP_039954307.1|BTRY, LOC120770501|XP_039953960.1|BTRY
OG0001135	LOC117576431|XP_034117071.1|DALB	LOC120766891|XP_039948575.1|BTRY
OG0001136	LOC117573877|XP_034113245.1|DALB	LOC120782689|XP_039971018.1|BTRY, LOC120771243|XP_039955097.1|BTRY
OG0001137	LOC117574951|XP_034114896.1|DALB	LOC120766335|XP_039947694.1|BTRY
OG0001138	LOC117567042|XP_034102644.1|DALB	LOC120777554|XP_039964876.1|BTRY
OG0001139	LOC117571325|XP_034109302.1|DALB	LOC120778625|XP_039966443.1|BTRY
OG0001140	LOC117573378|XP_034112407.1|DALB	LOC120771154|XP_039954969.1|BTRY
OG0001143	LOC117565782|XP_034100950.1|DALB	LOC120769261|XP_039952099.1|BTRY
OG0001144	LOC117567169|XP_034102875.1|DALB	LOC120772233|XP_039956658.1|BTRY
OG0001145	LOC117570046|XP_034107365.1|DALB, LOC117564647|XP_034099399.1|DALB	LOC120771990|XP_039956280.1|BTRY
OG0001146	LOC117577866|XP_034118712.1|DALB	LOC120778757|XP_039966668.1|BTRY
OG0001153	LOC117568314|XP_034104756.1|DALB	LOC120771498|XP_039955480.1|BTRY
OG0001154	LOC117564345|XP_034098948.1|DALB	LOC120767238|XP_039949012.1|BTRY
OG0001157	LOC117576483|XP_034117145.1|DALB	LOC120771435|XP_039955370.1|BTRY
OG0001158	LOC117565636|XP_034100736.1|DALB	LOC120769740|XP_039952830.1|BTRY
OG0001159	LOC117574869|XP_034114778.1|DALB	LOC120766559|XP_039948079.1|BTRY
OG0001160	LOC117574142|XP_034113709.1|DALB, LOC117574136|XP_034113692.1|DALB, LOC117574138|XP_034113696.1|DALB, LOC117574140|XP_034113706.1|DALB, LOC117574139|XP_034113705.1|DALB, LOC117574141|XP_034113707.1|DALB	LOC120767938|XP_039950243.1|BTRY
OG0001161	LOC117576430|XP_034117067.1|DALB	LOC120766888|XP_039948568.1|BTRY
OG0001162	LOC117574552|XP_034114314.1|DALB	LOC120766786|XP_039948421.1|BTRY
OG0001163	LOC117575205|XP_034115216.1|DALB	LOC120770850|XP_039954391.1|BTRY
OG0001164	LOC117574790|XP_034114637.1|DALB	LOC120778103|XP_039965743.1|BTRY
OG0001165	LOC117569451|XP_034106506.1|DALB	LOC120774997|XP_039960897.1|BTRY, LOC120766413|XP_039947799.1|BTRY, LOC120774923|XP_039960770.1|BTRY, LOC120782216|XP_039970310.1|BTRY
OG0001166	LOC117570607|XP_034108242.1|DALB	LOC120776737|XP_039963598.1|BTRY
OG0001167	LOC117569731|XP_034106896.1|DALB	LOC120770455|XP_039953883.1|BTRY
OG0001168	LOC117571849|XP_034110131.1|DALB	LOC120771092|XP_039954853.1|BTRY
OG0001169	LOC117572465|XP_034111204.1|DALB	LOC120773625|XP_039958564.1|BTRY, LOC120775753|XP_039962015.1|BTRY
OG0001170	LOC117573424|XP_034112526.1|DALB	LOC120772906|XP_039957768.1|BTRY, LOC120769241|XP_039952075.1|BTRY, LOC120782516|XP_039970758.1|BTRY, LOC120782662|XP_039970972.1|BTRY
OG0001171	LOC117572136|XP_034110662.1|DALB	LOC120778304|XP_039966026.1|BTRY
OG0001172	LOC117570134|XP_034107490.1|DALB	LOC120773117|XP_039958046.1|BTRY
OG0001174	LOC117567918|XP_034104088.1|DALB	LOC120777713|XP_039965125.1|BTRY
OG0001175	LOC117572648|XP_034111518.1|DALB	LOC120772062|XP_039956384.1|BTRY
OG0001176	LOC117568626|XP_034105308.1|DALB	LOC120772104|XP_039956448.1|BTRY
OG0001178	LOC117568384|XP_034104886.1|DALB	LOC120771797|XP_039955933.1|BTRY
OG0001179	LOC117568304|XP_034104738.1|DALB	LOC120771152|XP_039954957.1|BTRY
OG0001180	LOC117573171|XP_034112034.1|DALB	LOC120779513|XP_039967776.1|BTRY
OG0001181	LOC117569941|XP_034107190.1|DALB	LOC120778258|XP_039965962.1|BTRY
OG0001182	LOC117574277|XP_034113917.1|DALB	LOC120777935|XP_039965467.1|BTRY
OG0001183	LOC117568713|XP_034105419.1|DALB	LOC120766464|XP_039947935.1|BTRY
OG0001183	LOC117573502|XP_034112620.1|DALB	LOC120766440|XP_039947887.1|BTRY
OG0001184	LOC117575213|XP_034115228.1|DALB	LOC120766701|XP_039948283.1|BTRY
OG0001185	LOC117573534|XP_034112676.1|DALB	LOC120767450|XP_039949474.1|BTRY
OG0001186	LOC117569076|XP_034105981.1|DALB, LOC117571955|XP_034110344.1|DALB	LOC120782820|XP_039971268.1|BTRY
OG0001187	LOC117567136|XP_034102838.1|DALB	LOC120772434|XP_039956981.1|BTRY
OG0001188	LOC117568935|XP_034105751.1|DALB	LOC120771287|XP_039955151.1|BTRY, LOC120772401|XP_039956925.1|BTRY, LOC120772402|XP_039956927.1|BTRY, LOC120771911|XP_039956131.1|BTRY
OG0001189	LOC117568052|XP_034104289.1|DALB	LOC120771475|XP_039955439.1|BTRY
OG0001190	LOC117568825|XP_034105594.1|DALB	LOC120773997|XP_039959203.1|BTRY
OG0001191	LOC117565705|XP_034100837.1|DALB	LOC120772908|XP_039957729.1|BTRY
OG0001194	LOC117577568|XP_034118302.1|DALB	LOC120774215|XP_039959603.1|BTRY
OG0001195	LOC117570897|XP_034108691.1|DALB	LOC120772607|XP_039957256.1|BTRY
OG0001200	LOC117572172|XP_034110712.1|DALB	LOC120780272|XP_039968470.1|BTRY
OG0001201	LOC117574341|XP_034114052.1|DALB	LOC120772524|XP_039957125.1|BTRY
OG0001202	LOC117572403|XP_034111078.1|DALB	LOC120775089|XP_039961020.1|BTRY, LOC120775798|XP_039962076.1|BTRY, LOC120777552|XP_039964874.1|BTRY
OG0001203	LOC117573226|XP_034112164.1|DALB	LOC120779582|XP_039967859.1|BTRY
OG0001204	LOC117565835|XP_034101036.1|DALB	LOC120767875|XP_039950134.1|BTRY
OG0001205	LOC117576681|XP_034117568.1|DALB	LOC120782324|XP_039970483.1|BTRY
OG0001206	LOC117567475|XP_034103397.1|DALB, LOC117564954|XP_034099800.1|DALB, LOC117576986|XP_034118063.1|DALB	LOC120767083|XP_039948885.1|BTRY, LOC120766936|XP_039948622.1|BTRY
OG0001207	LOC117566189|XP_034101597.1|DALB, LOC117576517|XP_034117221.1|DALB	LOC120773763|XP_039958772.1|BTRY
OG0001208	LOC117578077|XP_034119115.1|DALB	LOC120774799|XP_039960525.1|BTRY
OG0001209	LOC117574614|XP_034114392.1|DALB	LOC120782456|XP_039970680.1|BTRY
OG0001210	LOC117577709|XP_034118504.1|DALB	LOC120773727|XP_039958717.1|BTRY, LOC120781067|XP_039969153.1|BTRY
OG0001212	LOC117577925|XP_034118818.1|DALB	LOC120775868|XP_039962172.1|BTRY
OG0001213	LOC117575912|XP_034116256.1|DALB	LOC120782473|XP_039970701.1|BTRY
OG0001214	LOC117573465|XP_034112581.1|DALB	LOC120782118|XP_039970198.1|BTRY
OG0001217	LOC117564634|XP_034099387.1|DALB, LOC117563791|XP_034098212.1|DALB	LOC120769334|XP_039952224.1|BTRY
OG0001218	LOC117573425|XP_034112527.1|DALB, LOC117573426|XP_034112528.1|DALB	LOC120767571|XP_039949642.1|BTRY
OG0001221	LOC117569679|XP_034106818.1|DALB	LOC120770838|XP_039954366.1|BTRY
OG0001222	LOC117574147|XP_034113715.1|DALB	LOC120766652|XP_039948216.1|BTRY
OG0001223	LOC117567117|XP_034102811.1|DALB	LOC120781215|XP_039969272.1|BTRY
OG0001224	LOC117567927|XP_034104104.1|DALB	LOC120772443|XP_039956998.1|BTRY
OG0001225	LOC117568940|XP_034105764.1|DALB	LOC120771642|XP_039955685.1|BTRY
OG0001226	LOC117567826|XP_034103960.1|DALB	LOC120781225|XP_039969290.1|BTRY, LOC120781250|XP_039969332.1|BTRY, LOC120781221|XP_039969284.1|BTRY
OG0001228	LOC117578304|XP_034119649.1|DALB	LOC120773685|XP_039958650.1|BTRY
OG0001229	LOC117569028|XP_034105910.1|DALB	LOC120771702|XP_039955771.1|BTRY
OG0001230	LOC117568309|XP_034104750.1|DALB	LOC120770558|XP_039954070.1|BTRY
OG0001231	LOC117565681|XP_034100805.1|DALB	LOC120767999|XP_039950355.1|BTRY
OG0001232	LOC117564729|XP_034099506.1|DALB, LOC117564728|XP_034099505.1|DALB, LOC117564727|XP_034099504.1|DALB, LOC117564726|XP_034099501.1|DALB	LOC120769577|XP_039952568.1|BTRY
OG0001233	LOC117566236|XP_034101675.1|DALB	LOC120769398|XP_039952303.1|BTRY
OG0001234	LOC117571987|XP_034110386.1|DALB	LOC120776530|XP_039963197.1|BTRY, LOC120771840|XP_039956017.1|BTRY
OG0001235	LOC117566219|XP_034101654.1|DALB	LOC120768910|XP_039951611.1|BTRY
OG0001236	LOC117571273|XP_034109226.1|DALB	LOC120777491|XP_039964766.1|BTRY
OG0001237	LOC117573844|XP_034113203.1|DALB	LOC120767044|XP_039948831.1|BTRY
OG0001238	LOC117575761|XP_034116014.1|DALB	LOC120780232|XP_039968416.1|BTRY
OG0001240	LOC117574154|XP_034113726.1|DALB	LOC120778072|XP_039965700.1|BTRY
OG0001241	LOC117566698|XP_034102135.1|DALB, LOC117577389|XP_034118187.1|DALB	LOC120780978|XP_039969140.1|BTRY
OG0001242	LOC117577559|XP_034118288.1|DALB	LOC120774951|XP_039960766.1|BTRY
OG0001243	LOC117572050|XP_034110515.1|DALB	LOC120776941|XP_039963954.1|BTRY
OG0001245	LOC117575317|XP_034115364.1|DALB	LOC120766544|XP_039948055.1|BTRY
OG0001247	LOC117569183|XP_034106142.1|DALB	LOC120772950|XP_039957786.1|BTRY
OG0001248	LOC117570002|XP_034107289.1|DALB	LOC120773646|XP_039958587.1|BTRY, LOC120773647|XP_039958588.1|BTRY
OG0001249	LOC117564616|XP_034099366.1|DALB	LOC120775586|XP_039961756.1|BTRY
OG0001253	LOC117568452|XP_034105017.1|DALB	LOC120768091|XP_039950563.1|BTRY
OG0001254	LOC117566567|XP_034101999.1|DALB, LOC117570650|XP_034108312.1|DALB	LOC120770106|XP_039953209.1|BTRY
OG0001255	LOC117570245|XP_034107641.1|DALB	LOC120773004|XP_039957856.1|BTRY
OG0001256	LOC117567722|XP_034103775.1|DALB	LOC120776401|XP_039962957.1|BTRY, LOC120776400|XP_039962956.1|BTRY
OG0001257	LOC117573250|XP_034112207.1|DALB	LOC120779452|XP_039967641.1|BTRY
OG0001258	LOC117575112|XP_034115102.1|DALB	LOC120766569|XP_039948094.1|BTRY, LOC120776836|XP_039963790.1|BTRY
OG0001259	LOC117574289|XP_034113944.1|DALB	LOC120773990|XP_039959187.1|BTRY
OG0001260	LOC117575472|XP_034115580.1|DALB	LOC120782879|XP_039971359.1|BTRY
OG0001261	LOC117575972|XP_034116345.1|DALB	LOC120773416|XP_039958221.1|BTRY
OG0001262	LOC117567012|XP_034102588.1|DALB	LOC120778991|XP_039967026.1|BTRY
OG0001263	LOC117573702|XP_034112961.1|DALB	LOC120782688|XP_039971017.1|BTRY
OG0001264	LOC117566011|XP_034101323.1|DALB	LOC120768357|XP_039950949.1|BTRY
OG0001265	LOC117570830|XP_034108626.1|DALB	LOC120776185|XP_039962739.1|BTRY
OG0001266	LOC117571973|XP_034110366.1|DALB	LOC120771373|XP_039955268.1|BTRY
OG0001267	LOC117575549|XP_034115697.1|DALB	LOC120782261|XP_039970360.1|BTRY
OG0001269	LOC117567450|XP_034103354.1|DALB	LOC120773072|XP_039957949.1|BTRY
OG0001270	LOC117576926|XP_034117960.1|DALB	LOC120766929|XP_039948610.1|BTRY
OG0001271	LOC117568208|XP_034104569.1|DALB	LOC120781206|XP_039969258.1|BTRY
OG0001272	LOC117568281|XP_034104684.1|DALB	LOC120776794|XP_039963714.1|BTRY
OG0001273	LOC117575075|XP_034115060.1|DALB	LOC120782214|XP_039970307.1|BTRY
OG0001274	LOC117570742|XP_034108455.1|DALB	LOC120778522|XP_039966291.1|BTRY
OG0001275	LOC117568362|XP_034104857.1|DALB	LOC120774025|XP_039959251.1|BTRY
OG0001276	LOC117568691|XP_034105392.1|DALB	LOC120776829|XP_039963784.1|BTRY
OG0001277	LOC117569960|XP_034107224.1|DALB	LOC120776519|XP_039963176.1|BTRY, LOC120778706|XP_039966601.1|BTRY, LOC120776518|XP_039963174.1|BTRY, LOC120776520|XP_039963178.1|BTRY, LOC120777437|XP_039964679.1|BTRY, LOC120777052|XP_039964098.1|BTRY, LOC120777053|XP_039964099.1|BTRY, LOC120778771|XP_039966685.1|BTRY
OG0001279	LOC117571559|XP_034109655.1|DALB	LOC120778595|XP_039966400.1|BTRY
OG0001280	LOC117569756|XP_034106939.1|DALB	LOC120779201|XP_039967405.1|BTRY
OG0001281	LOC117572414|XP_034111087.1|DALB	LOC120777403|XP_039964636.1|BTRY
OG0001283	LOC117572416|XP_034111092.1|DALB	LOC120771416|XP_039955331.1|BTRY
OG0001284	LOC117565517|XP_034100543.1|DALB	LOC120769538|XP_039952517.1|BTRY
OG0001285	LOC117568913|XP_034105710.1|DALB	LOC120778823|XP_039966764.1|BTRY
OG0001286	LOC117565165|XP_034100041.1|DALB	LOC120769155|XP_039951972.1|BTRY
OG0001287	LOC117575981|XP_034116356.1|DALB	LOC120771188|XP_039955020.1|BTRY
OG0001288	LOC117565108|XP_034099957.1|DALB	LOC120767599|XP_039949681.1|BTRY
OG0001289	LOC117565064|XP_034099902.1|DALB, LOC117565646|XP_034100751.1|DALB	LOC120767734|XP_039949876.1|BTRY
OG0001290	LOC117563755|XP_034098128.1|DALB	LOC120767370|XP_039949276.1|BTRY
OG0001291	LOC117567201|XP_034102920.1|DALB	LOC120770972|XP_039954641.1|BTRY
OG0001292	LOC117572410|XP_034111083.1|DALB	LOC120770542|XP_039954032.1|BTRY, LOC120770763|XP_039954281.1|BTRY
OG0001293	LOC117572786|XP_034111780.1|DALB	LOC120775935|XP_039962275.1|BTRY
OG0001294	LOC117566517|XP_034101949.1|DALB, LOC117571308|XP_034109273.1|DALB, LOC117571045|XP_034108903.1|DALB, LOC117573737|XP_034113006.1|DALB	LOC120777983|XP_039965560.1|BTRY
OG0001295	LOC117573071|XP_034111837.1|DALB	LOC120774030|XP_039959262.1|BTRY
OG0001296	LOC117567348|XP_034103166.1|DALB	LOC120771396|XP_039955299.1|BTRY
OG0001297	LOC117575570|XP_034115723.1|DALB	LOC120781115|XP_039969186.1|BTRY, LOC120778383|XP_039966103.1|BTRY, LOC120768703|XP_039951410.1|BTRY, LOC120766645|XP_039948199.1|BTRY, LOC120779570|XP_039967846.1|BTRY, LOC120768690|XP_039951400.1|BTRY, LOC120780841|XP_039969016.1|BTRY, LOC120780826|XP_039969004.1|BTRY, LOC120766744|XP_039948351.1|BTRY
OG0001298	LOC117574210|XP_034113805.1|DALB	LOC120781508|XP_039969666.1|BTRY
OG0001299	LOC117566409|XP_034101821.1|DALB	LOC120778481|XP_039966231.1|BTRY
OG0001300	LOC117574085|XP_034113611.1|DALB	LOC120774833|XP_039960584.1|BTRY
OG0001301	LOC117564501|XP_034099208.1|DALB	LOC120771300|XP_039955168.1|BTRY
OG0001302	LOC117570091|XP_034107428.1|DALB	LOC120782630|XP_039970932.1|BTRY, LOC120766639|XP_039948191.1|BTRY
OG0001303	LOC117575045|XP_034115019.1|DALB	LOC120780491|XP_039968699.1|BTRY
OG0001304	LOC117567267|XP_034103017.1|DALB	LOC120770548|XP_039954046.1|BTRY
OG0001305	LOC117570656|XP_034108331.1|DALB, LOC117576927|XP_034117961.1|DALB, LOC117575784|XP_034116046.1|DALB	LOC120770058|XP_039953116.1|BTRY
OG0001306	LOC117574783|XP_034114629.1|DALB	LOC120766204|XP_039947505.1|BTRY
OG0001307	LOC117572723|XP_034111679.1|DALB	LOC120776453|XP_039963044.1|BTRY
OG0001308	LOC117569475|XP_034106537.1|DALB	LOC120775577|XP_039961745.1|BTRY
OG0001309	LOC117576337|XP_034116902.1|DALB	LOC120766342|XP_039947700.1|BTRY
OG0001310	LOC117576444|XP_034117102.1|DALB	LOC120775440|XP_039961559.1|BTRY
OG0001311	LOC117578065|XP_034119095.1|DALB	LOC120773803|XP_039958846.1|BTRY
OG0001312	LOC117572630|XP_034111480.1|DALB	LOC120776907|XP_039963912.1|BTRY
OG0001313	LOC117569218|XP_034106185.1|DALB	LOC120770353|XP_039953690.1|BTRY
OG0001314	LOC117565839|XP_034101042.1|DALB	LOC120767878|XP_039950138.1|BTRY
OG0001315	LOC117563882|XP_034098334.1|DALB, LOC117575188|XP_034115195.1|DALB	LOC120774078|XP_039959337.1|BTRY, LOC120774081|XP_039959343.1|BTRY
OG0001316	LOC117571855|XP_034110141.1|DALB	LOC120772662|XP_039957329.1|BTRY
OG0001317	LOC117564432|XP_034099059.1|DALB, LOC117564434|XP_034099062.1|DALB	LOC120768146|XP_039950640.1|BTRY
OG0001318	LOC117570572|XP_034108205.1|DALB	LOC120775684|XP_039961917.1|BTRY, LOC120768697|XP_039951404.1|BTRY, LOC120770639|XP_039954174.1|BTRY, LOC120780886|XP_039969056.1|BTRY, LOC120780852|XP_039969024.1|BTRY, LOC120781517|XP_039969673.1|BTRY, LOC120767826|XP_039950045.1|BTRY
OG0001319	LOC117564620|XP_034099367.1|DALB	LOC120768591|XP_039951286.1|BTRY
OG0001320	LOC117566767|XP_034102200.1|DALB, LOC117570821|XP_034108574.1|DALB	LOC120772672|XP_039957341.1|BTRY
OG0001321	LOC117570404|XP_034107919.1|DALB	LOC120771223|XP_039955067.1|BTRY, LOC120771222|XP_039955063.1|BTRY, LOC120771220|XP_039955061.1|BTRY, LOC120771221|XP_039955062.1|BTRY, LOC120771224|XP_039955070.1|BTRY, LOC120772642|XP_039957300.1|BTRY
