Orthogroup	DALB.longest_only	DBUS.longest_only
OG0000002	LOC117563399|XP_034097624.1|DALB, LOC117563790|XP_034098211.1|DALB	LOC108596077|XP_017836984.1|DBUS, LOC108594890|XP_017835517.1|DBUS, LOC108601590|XP_017844978.1|DBUS, LOC108608150|XP_017854886.2|DBUS, LOC108605447|XP_017850658.1|DBUS
OG0000003	LOC117566349|XP_034101726.1|DALB	LOC108597513|XP_017838772.1|DBUS
OG0000003	LOC117572199|XP_034110745.1|DALB, LOC117572196|XP_034110742.1|DALB, LOC117572200|XP_034110747.1|DALB, LOC117572197|XP_034110743.1|DALB, LOC117572198|XP_034110744.1|DALB	LOC108594616|XP_033149091.1|DBUS, LOC117134638|XP_033149093.1|DBUS
OG0000003	LOC117566351|XP_034101728.1|DALB	LOC117134628|XP_033150902.1|DBUS
OG0000003	LOC117572391|XP_034111057.1|DALB	LOC108595008|XP_017835631.1|DBUS
OG0000003	LOC117570242|XP_034107635.1|DALB	LOC108594852|XP_033148959.1|DBUS
OG0000003	LOC117569608|XP_034106735.1|DALB, LOC117569606|XP_034106733.1|DALB, LOC117569607|XP_034106734.1|DALB, LOC117569605|XP_034106730.1|DALB	LOC108597142|XP_017839023.1|DBUS
OG0000003	LOC117564506|XP_034099214.1|DALB, LOC117563737|XP_034098107.1|DALB, LOC117564505|XP_034099213.1|DALB	LOC108608148|XP_017854884.1|DBUS
OG0000007	LOC117571630|XP_034109745.1|DALB	LOC108598463|XP_017840596.2|DBUS
OG0000007	LOC117571628|XP_034109743.1|DALB	LOC108598398|XP_017840509.2|DBUS, LOC108598382|XP_017840491.1|DBUS
OG0000007	LOC117569244|XP_034106208.1|DALB, LOC117569245|XP_034106210.1|DALB, LOC117569246|XP_034106211.1|DALB, LOC117569242|XP_034106206.1|DALB, LOC117569241|XP_034106205.1|DALB	LOC117134784|XP_033149441.1|DBUS
OG0000008	LOC117574613|XP_034114391.1|DALB	LOC108602201|XP_017845739.1|DBUS
OG0000008	LOC117565304|XP_034100233.1|DALB	LOC108597994|XP_017840102.1|DBUS
OG0000008	LOC117574114|XP_034113659.1|DALB, LOC117574112|XP_034113656.1|DALB	LOC108604415|XP_017849370.2|DBUS, LOC108604417|XP_017849372.2|DBUS
OG0000008	LOC117574119|XP_034113664.1|DALB	LOC108601548|XP_017844935.1|DBUS
OG0000008	LOC117574113|XP_034113658.1|DALB	LOC108604418|XP_033150077.1|DBUS
OG0000008	LOC117574115|XP_034113660.1|DALB	LOC108602531|XP_017846153.1|DBUS
OG0000008	LOC117574118|XP_034113663.1|DALB	LOC108602012|XP_017845504.1|DBUS
OG0000009	LOC117574725|XP_034114546.1|DALB	LOC108604020|XP_017848755.1|DBUS
OG0000009	LOC117576401|XP_034117006.1|DALB, LOC117573612|XP_034112801.1|DALB, LOC117574363|XP_034114087.1|DALB	LOC108601959|XP_017845435.1|DBUS
OG0000009	LOC117576404|XP_034117010.1|DALB, LOC117576402|XP_034117007.1|DALB, LOC117576403|XP_034117008.1|DALB, LOC117573339|XP_034112340.1|DALB	LOC117134845|XP_033149872.1|DBUS, LOC108601840|XP_017845277.2|DBUS, LOC108600305|XP_017843283.1|DBUS
OG0000009	LOC117565287|XP_034100206.1|DALB	LOC108595303|XP_033149763.1|DBUS, LOC108595272|XP_017835977.1|DBUS, LOC108595263|XP_033149771.1|DBUS
OG0000009	LOC117568811|XP_034105563.1|DALB	LOC108595579|XP_017836330.1|DBUS
OG0000009	LOC117572671|XP_034111579.1|DALB	LOC108595103|XP_017835752.1|DBUS
OG0000010	LOC117566151|XP_034101529.1|DALB, LOC117565598|XP_034100689.1|DALB, LOC117564301|XP_034098889.1|DALB, LOC117564305|XP_034098892.1|DALB	LOC117134729|XP_033149263.1|DBUS
OG0000011	LOC117569027|XP_034105908.1|DALB, LOC117570589|XP_034108223.1|DALB, LOC117572252|XP_034110830.1|DALB	LOC108606030|XP_017851346.1|DBUS, LOC108600675|XP_017843868.1|DBUS
OG0000012	LOC117568055|XP_034104297.1|DALB	LOC108595899|XP_017836677.1|DBUS
OG0000012	LOC117571286|XP_034109243.1|DALB, LOC117571761|XP_034110009.1|DALB	LOC108594927|XP_017835552.1|DBUS, LOC108594926|XP_017835551.1|DBUS
OG0000012	LOC117569585|XP_034106704.1|DALB	LOC108595898|XP_017836676.1|DBUS
OG0000012	LOC117568054|XP_034104292.1|DALB	LOC108595900|XP_017836679.1|DBUS
OG0000012	LOC117571567|XP_034109667.1|DALB, LOC117566482|XP_034101905.1|DALB	LOC108594923|XP_033149125.1|DBUS, LOC108594922|XP_033149124.1|DBUS
OG0000012	LOC117572244|XP_034110821.1|DALB, LOC117572245|XP_034110822.1|DALB, LOC117568980|XP_034105834.1|DALB, LOC117569102|XP_034106011.1|DALB, LOC117566483|XP_034101906.1|DALB	LOC108595907|XP_033149147.1|DBUS
OG0000012	LOC117571184|XP_034109105.1|DALB	LOC108597255|XP_017839199.1|DBUS
OG0000012	LOC117568519|XP_034105112.1|DALB	LOC108595402|XP_017836117.1|DBUS, LOC108597254|XP_017839197.1|DBUS
OG0000013	LOC117571859|XP_034110145.1|DALB	LOC108596692|XP_017838201.1|DBUS
OG0000013	LOC117563213|XP_034097295.1|DALB	LOC108606235|XP_017851657.1|DBUS
OG0000013	LOC117576138|XP_034116595.1|DALB	LOC108603181|XP_017847228.1|DBUS
OG0000013	LOC117568434|XP_034104988.1|DALB	LOC108599948|XP_017842685.1|DBUS
OG0000013	LOC117573950|XP_034113367.1|DALB	LOC108603387|XP_017847647.1|DBUS
OG0000015	LOC117574089|XP_034113616.1|DALB, LOC117574087|XP_034113614.1|DALB	LOC108602396|XP_017845996.1|DBUS, LOC108602619|XP_017846247.1|DBUS, LOC108602576|XP_017846203.1|DBUS
OG0000015	LOC117565916|XP_034101175.1|DALB	LOC108605744|XP_017851034.1|DBUS
OG0000015	LOC117564597|XP_034099342.1|DALB, LOC117564598|XP_034099344.1|DALB, LOC117564596|XP_034099340.1|DALB, LOC117564343|XP_034098944.1|DALB, LOC117564332|XP_034098928.1|DALB	LOC117134842|XP_033149849.1|DBUS, LOC117134841|XP_033149848.1|DBUS, LOC108607907|XP_017854509.1|DBUS
OG0000015	LOC117569549|XP_034106648.1|DALB	LOC108598559|XP_017841119.1|DBUS
OG0000015	LOC117567386|XP_034103227.1|DALB	LOC117134844|XP_033149858.1|DBUS, LOC108598228|XP_017840333.1|DBUS
OG0000016	LOC117573987|XP_034113425.1|DALB	LOC108603000|XP_017846884.1|DBUS
OG0000016	LOC117567642|XP_034103639.1|DALB	LOC108596111|XP_017837026.1|DBUS
OG0000016	LOC117574647|XP_034114439.1|DALB	LOC108603521|XP_017847904.1|DBUS
OG0000016	LOC117567926|XP_034104102.1|DALB	LOC108596316|XP_017837414.1|DBUS
OG0000016	LOC117576743|XP_034117709.1|DALB	LOC108606266|XP_017851714.1|DBUS
OG0000016	LOC117567888|XP_034104050.1|DALB	LOC108596191|XP_017837194.1|DBUS
OG0000016	LOC117573754|XP_034113029.1|DALB	LOC108601639|XP_017845028.2|DBUS
OG0000016	LOC117568261|XP_034104638.1|DALB	LOC108599665|XP_017842156.1|DBUS
OG0000017	LOC117571304|XP_034109265.1|DALB, LOC117571750|XP_034109990.1|DALB	LOC108594623|XP_017835255.1|DBUS
OG0000017	LOC117573354|XP_034112370.1|DALB, LOC117574908|XP_034114843.1|DALB	LOC108601423|XP_017844811.1|DBUS
OG0000017	LOC117574957|XP_034114906.1|DALB	LOC108601498|XP_033150126.1|DBUS, LOC108601497|XP_017844884.1|DBUS
OG0000017	LOC117568041|XP_034104279.1|DALB	LOC108594615|XP_017835248.1|DBUS
OG0000017	LOC117575876|XP_034116205.1|DALB	LOC117134873|XP_033150152.1|DBUS, LOC108601314|XP_017844702.1|DBUS, LOC117134851|XP_033149937.1|DBUS, LOC108601332|XP_033149826.1|DBUS
OG0000017	LOC117573599|XP_034112784.1|DALB, LOC117573598|XP_034112783.1|DALB	LOC108602535|XP_017846156.1|DBUS
OG0000017	LOC117571751|XP_034109992.1|DALB	LOC108595879|XP_017836658.1|DBUS
OG0000017	LOC117564917|XP_034099761.1|DALB	LOC108607612|XP_017854053.1|DBUS
OG0000018	LOC117569762|XP_034106946.1|DALB	LOC108597971|XP_017840076.1|DBUS
OG0000018	LOC117569760|XP_034106944.1|DALB	LOC108599156|XP_017841431.1|DBUS
OG0000018	LOC117569729|XP_034106893.1|DALB, LOC117569764|XP_034106948.1|DALB	LOC108599172|XP_033149319.1|DBUS, LOC108599151|XP_017841428.1|DBUS, LOC108599053|XP_017841321.1|DBUS
OG0000020	LOC117576477|XP_034117138.1|DALB	LOC108604342|XP_017849258.1|DBUS
OG0000020	LOC117568572|XP_034105192.1|DALB	LOC108594958|XP_017835581.1|DBUS
OG0000020	LOC117565600|XP_034100691.1|DALB	LOC108607439|XP_017853757.2|DBUS
OG0000020	LOC117576162|XP_034116628.1|DALB	LOC108603823|XP_017848442.1|DBUS
OG0000020	LOC117576471|XP_034117133.1|DALB	LOC108604274|XP_033150157.1|DBUS
OG0000020	LOC117576474|XP_034117135.1|DALB, LOC117576472|XP_034117134.1|DALB	LOC108603677|XP_033150131.1|DBUS
OG0000020	LOC117565601|XP_034100693.1|DALB	LOC108607440|XP_017853760.2|DBUS
OG0000021	LOC117570665|XP_034108343.1|DALB	LOC108598850|XP_017841097.1|DBUS
OG0000021	LOC117570908|XP_034108704.1|DALB	LOC108595011|XP_017835635.1|DBUS
OG0000021	LOC117570905|XP_034108701.1|DALB	LOC108595010|XP_017835633.1|DBUS
OG0000021	LOC117570907|XP_034108703.1|DALB	LOC108595013|XP_017835637.1|DBUS
OG0000021	LOC117566492|XP_034101922.1|DALB	LOC108595009|XP_017835632.1|DBUS
OG0000021	LOC117570266|XP_034107672.1|DALB	LOC108595428|XP_017836145.1|DBUS
OG0000021	LOC117570906|XP_034108702.1|DALB	LOC108595014|XP_017835638.1|DBUS
OG0000021	LOC117573953|XP_034113413.1|DALB	LOC108605475|XP_017850651.1|DBUS
OG0000021	LOC117574572|XP_034114338.1|DALB	LOC108602127|XP_017845643.1|DBUS
OG0000021	LOC117575314|XP_034115363.1|DALB	LOC108606823|XP_017852795.1|DBUS
OG0000022	LOC117569951|XP_034107204.1|DALB	LOC108595778|XP_017836559.1|DBUS
OG0000022	LOC117567521|XP_034103458.1|DALB	LOC108599848|XP_017842465.1|DBUS
OG0000022	LOC117569847|XP_034107067.1|DALB	LOC108597711|XP_017839890.1|DBUS
OG0000023	LOC117576456|XP_034117119.1|DALB	LOC117134624|XP_033150075.1|DBUS
OG0000023	LOC117565137|XP_034099998.1|DALB	LOC108601632|XP_017845020.1|DBUS
OG0000023	LOC117568013|XP_034104228.1|DALB	LOC108596143|XP_017837125.1|DBUS
OG0000023	LOC117576452|XP_034117114.1|DALB, LOC117576453|XP_034117115.1|DALB, LOC117576454|XP_034117117.1|DALB	LOC108601245|XP_033150074.1|DBUS
OG0000023	LOC117576455|XP_034117118.1|DALB	LOC108602727|XP_017846368.1|DBUS
OG0000023	LOC117576451|XP_034117113.1|DALB	LOC108602726|XP_017846367.1|DBUS
OG0000023	LOC117576915|XP_034117947.1|DALB	LOC117134644|XP_033150071.1|DBUS
OG0000024	LOC117569381|XP_034106402.1|DALB, LOC117566757|XP_034102189.1|DALB	LOC108594640|XP_017835273.1|DBUS
OG0000024	LOC117569374|XP_034106395.1|DALB	LOC108595136|XP_017835788.1|DBUS
OG0000024	LOC117575969|XP_034116339.1|DALB	LOC108596281|XP_017837347.1|DBUS
OG0000024	LOC117571483|XP_034109539.1|DALB	LOC108594614|XP_017835247.1|DBUS, LOC108594611|XP_017835243.1|DBUS
OG0000025	LOC117563275|XP_034097395.1|DALB, LOC117570342|XP_034107792.1|DALB	LOC108607483|XP_017853815.1|DBUS
OG0000026	LOC117577993|XP_034118981.1|DALB, LOC117569252|XP_034106220.1|DALB, LOC117570089|XP_034107430.1|DALB	LOC108606562|XP_017852268.1|DBUS
OG0000026	LOC117564398|XP_034099013.1|DALB	LOC108597443|XP_017839499.1|DBUS
OG0000026	LOC117573365|XP_034112385.1|DALB	LOC108602219|XP_017845755.1|DBUS
OG0000027	LOC117564244|XP_034098829.1|DALB	LOC108600961|XP_017844639.1|DBUS
OG0000027	LOC117565445|XP_034100427.1|DALB	LOC108600155|XP_017843044.1|DBUS
OG0000028	LOC117568836|XP_034105602.1|DALB, LOC117568837|XP_034105603.1|DALB, LOC117568843|XP_034105610.1|DALB, LOC117566512|XP_034101943.1|DALB, LOC117568838|XP_034105604.1|DALB, LOC117568840|XP_034105607.1|DALB, LOC117568839|XP_034105606.1|DALB, LOC117568844|XP_034105611.1|DALB, LOC117568834|XP_034105601.1|DALB, LOC117568841|XP_034105608.1|DALB, LOC117568833|XP_034105600.1|DALB, LOC117568842|XP_034105609.1|DALB, LOC117568831|XP_034105597.1|DALB	LOC108598252|XP_017840356.2|DBUS, LOC108599617|XP_017842061.2|DBUS, LOC108598253|XP_017840357.2|DBUS
OG0000028	LOC117566511|XP_034101942.1|DALB	LOC108598250|XP_017840354.1|DBUS
OG0000029	LOC117566595|XP_034102028.1|DALB, LOC117564897|XP_034099738.1|DALB	LOC108601292|XP_017844680.1|DBUS
OG0000029	LOC117569056|XP_034105958.1|DALB	LOC108599285|XP_017841572.1|DBUS
OG0000030	LOC117563844|XP_034098265.1|DALB	LOC108608102|XP_033150830.1|DBUS
OG0000030	LOC117564908|XP_034099753.1|DALB	LOC108595036|XP_017835704.1|DBUS, LOC108595111|XP_017835820.1|DBUS
OG0000030	LOC117568042|XP_034104280.1|DALB, LOC117569392|XP_034106412.1|DALB	LOC108594814|XP_017835442.1|DBUS, LOC108594815|XP_017835443.1|DBUS, LOC108594821|XP_033149207.1|DBUS, LOC108594803|XP_033149218.1|DBUS, LOC108594804|XP_033149217.1|DBUS
OG0000030	LOC117568192|XP_034104545.1|DALB	LOC108605352|XP_017850510.1|DBUS
OG0000031	LOC117565254|XP_034100159.1|DALB	LOC108600689|XP_033150743.1|DBUS
OG0000031	LOC117563835|XP_034098255.1|DALB	LOC108603988|XP_033150741.1|DBUS, LOC108594975|XP_017835600.2|DBUS
OG0000031	LOC117565207|XP_034100106.1|DALB	LOC108596350|XP_017837498.1|DBUS
OG0000032	LOC117574198|XP_034113792.1|DALB	LOC108604099|XP_017848870.1|DBUS
OG0000032	LOC117574485|XP_034114214.1|DALB	LOC108601631|XP_017845019.1|DBUS
OG0000032	LOC117574732|XP_034114553.1|DALB, LOC117576186|XP_034116667.1|DALB, LOC117574232|XP_034113833.1|DALB, LOC117576103|XP_034116551.1|DALB, LOC117573408|XP_034112501.1|DALB, LOC117576000|XP_034116394.1|DALB, LOC117574625|XP_034114406.1|DALB, LOC117574492|XP_034114220.1|DALB, LOC117576044|XP_034116461.1|DALB, LOC117576045|XP_034116462.1|DALB	LOC108601658|XP_017845046.1|DBUS
OG0000032	LOC117575800|XP_034116069.1|DALB	LOC108603626|XP_017848073.1|DBUS, LOC108603627|XP_017848074.1|DBUS, LOC108601630|XP_017845018.1|DBUS
OG0000033	LOC117571679|XP_034109811.1|DALB	LOC108596493|XP_017837798.1|DBUS
OG0000033	LOC117573530|XP_034112668.1|DALB, LOC117566466|XP_034101888.1|DALB, LOC117575231|XP_034115252.1|DALB, LOC117565138|XP_034100000.1|DALB, LOC117564992|XP_034099828.1|DALB, LOC117565338|XP_034100279.1|DALB	LOC108594868|XP_017835496.1|DBUS
OG0000034	LOC117565378|XP_034100343.1|DALB	LOC108600656|XP_017843844.2|DBUS
OG0000034	LOC117563634|XP_034097932.1|DALB, LOC117563633|XP_034097931.1|DALB, LOC117563636|XP_034097933.1|DALB	LOC108597722|XP_017839907.2|DBUS
OG0000034	LOC117563632|XP_034097930.1|DALB	LOC108608325|XP_017855153.2|DBUS
OG0000034	LOC117563747|XP_034098119.1|DALB, LOC117563744|XP_034098115.1|DALB	LOC108598696|XP_017840911.1|DBUS, LOC108600688|XP_017843931.2|DBUS
OG0000034	LOC117563749|XP_034098121.1|DALB, LOC117564745|XP_034099525.1|DALB, LOC117564746|XP_034099526.1|DALB, LOC117564743|XP_034099524.1|DALB	LOC108597047|XP_017838843.1|DBUS
OG0000036	LOC117575319|XP_034115366.1|DALB	LOC108601814|XP_017845240.1|DBUS
OG0000036	LOC117574531|XP_034114284.1|DALB	LOC108604642|XP_017849680.1|DBUS
OG0000036	LOC117574592|XP_034114366.1|DALB	LOC108602327|XP_017845903.1|DBUS, LOC108603042|XP_017846950.1|DBUS
OG0000036	LOC117576608|XP_034117400.1|DALB	LOC108601330|XP_033149802.1|DBUS, LOC117134637|XP_033149940.1|DBUS
OG0000036	LOC117565385|XP_034100358.1|DALB	LOC108607107|XP_017853223.1|DBUS
OG0000037	LOC117575741|XP_034115985.1|DALB	LOC108602024|XP_017845515.1|DBUS, LOC108601648|XP_017845037.1|DBUS
OG0000037	LOC117569403|XP_034106430.1|DALB	LOC108595584|XP_033149202.1|DBUS, LOC117134663|XP_033148953.1|DBUS, LOC108595142|XP_033148951.1|DBUS
OG0000038	LOC117570082|XP_034107414.1|DALB	LOC108598255|XP_017840359.1|DBUS
OG0000038	LOC117570080|XP_034107411.1|DALB	LOC108599609|XP_017842054.2|DBUS
OG0000039	LOC117575707|XP_034115928.1|DALB	LOC108602969|XP_017846840.2|DBUS, LOC108601491|XP_017844877.1|DBUS
OG0000039	LOC117574807|XP_034114666.1|DALB, LOC117574815|XP_034114677.1|DALB	LOC108605767|XP_017851059.1|DBUS, LOC108605331|XP_017850490.1|DBUS
OG0000039	LOC117574799|XP_034114654.1|DALB	LOC108599869|XP_017842508.1|DBUS, LOC108605330|XP_017850489.2|DBUS
OG0000039	LOC117565813|XP_034101004.1|DALB	LOC108605392|XP_017850551.1|DBUS
OG0000040	LOC117573615|XP_034112803.1|DALB	LOC108601310|XP_017844699.1|DBUS
OG0000040	LOC117573619|XP_034112810.1|DALB	LOC108603822|XP_017848441.1|DBUS
OG0000040	LOC117573618|XP_034112808.1|DALB	LOC108601313|XP_017844701.1|DBUS, LOC108604809|XP_017849902.1|DBUS
OG0000041	LOC117575844|XP_034116145.1|DALB, LOC117574557|XP_034114320.1|DALB, LOC117576156|XP_034116620.1|DALB, LOC117576178|XP_034116653.1|DALB, LOC117576081|XP_034116519.1|DALB, LOC117575845|XP_034116146.1|DALB	LOC108604138|XP_017848936.1|DBUS
OG0000041	LOC117575983|XP_034116361.1|DALB, LOC117574280|XP_034113922.1|DALB, LOC117576978|XP_034118048.1|DALB, LOC117574636|XP_034114424.1|DALB	LOC117134622|XP_033149982.1|DBUS, LOC108601499|XP_033149903.1|DBUS
OG0000042	LOC117566639|XP_034102071.1|DALB, LOC117566640|XP_034102072.1|DALB	LOC117134763|XP_033149297.1|DBUS, LOC108594910|XP_017835536.1|DBUS, LOC108595933|XP_017836709.1|DBUS, LOC108595930|XP_017836706.1|DBUS, LOC108594909|XP_017835535.1|DBUS, LOC108595936|XP_017836712.1|DBUS, LOC108594913|XP_017835540.1|DBUS, LOC108594912|XP_017835539.1|DBUS, LOC108594911|XP_017835537.1|DBUS, LOC108595931|XP_017836707.1|DBUS, LOC108595934|XP_017836710.1|DBUS, LOC108595935|XP_017836711.1|DBUS, LOC108595932|XP_017836708.1|DBUS
OG0000042	LOC117576207|XP_034116693.1|DALB, LOC117574774|XP_034114613.1|DALB, LOC117574773|XP_034114612.1|DALB, LOC117574710|XP_034114517.1|DALB, LOC117574445|XP_034114174.1|DALB	LOC108601375|XP_033149906.1|DBUS
OG0000043	LOC117574639|XP_034114428.1|DALB	LOC108602016|XP_033149810.1|DBUS
OG0000043	LOC117574208|XP_034113803.1|DALB	LOC108602049|XP_017845549.1|DBUS
OG0000043	LOC117575797|XP_034116066.1|DALB, LOC117574638|XP_034114427.1|DALB	LOC117134835|XP_033149811.1|DBUS
OG0000044	LOC117576108|XP_034116557.1|DALB	LOC108602073|XP_017845582.1|DBUS
OG0000044	LOC117576562|XP_034117292.1|DALB, LOC117576555|XP_034117284.1|DALB, LOC117576559|XP_034117287.1|DALB, LOC117576556|XP_034117285.1|DALB, LOC117576558|XP_034117286.1|DALB, LOC117576554|XP_034117283.1|DALB, LOC117576551|XP_034117281.1|DALB, LOC117576550|XP_034117280.1|DALB	LOC108601821|XP_017845247.1|DBUS
OG0000045	LOC117568925|XP_034105726.1|DALB	LOC108599876|XP_017842521.1|DBUS
OG0000045	LOC117566426|XP_034101847.1|DALB	LOC108598309|XP_017840414.1|DBUS, LOC108599339|XP_017841631.2|DBUS
OG0000045	LOC117566425|XP_034101846.1|DALB	LOC108598310|XP_017840415.1|DBUS
OG0000045	LOC117572554|XP_034111317.1|DALB	LOC108598311|XP_017840416.1|DBUS
OG0000046	LOC117577657|XP_034118436.1|DALB, LOC117577658|XP_034118437.1|DALB	LOC108605644|XP_017850916.1|DBUS, LOC108607283|XP_017853469.1|DBUS
OG0000046	LOC117566493|XP_034101923.1|DALB, LOC117576903|XP_034117935.1|DALB, LOC117566510|XP_034101945.1|DALB, LOC117576911|XP_034117945.1|DALB, LOC117576921|XP_034117957.1|DALB	LOC108605353|XP_017850511.2|DBUS
OG0000047	LOC117570271|XP_034107678.1|DALB	LOC108595113|XP_033148899.1|DBUS
OG0000047	LOC117570312|XP_034107745.1|DALB	LOC108595086|XP_017835725.1|DBUS
OG0000047	LOC117567370|XP_034103204.1|DALB	LOC108595112|XP_017835761.1|DBUS
OG0000047	LOC117567748|XP_034103827.1|DALB	LOC108601150|XP_033149649.1|DBUS
OG0000047	LOC117570179|XP_034107548.1|DALB	LOC108599569|XP_017841975.1|DBUS
OG0000047	LOC117570238|XP_034107631.1|DALB	LOC108597760|XP_017839960.1|DBUS
OG0000048	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB	LOC108599705|XP_017842191.2|DBUS, LOC108599704|XP_017842190.2|DBUS
OG0000048	LOC117572034|XP_034110480.1|DALB	LOC108599702|XP_017842187.2|DBUS
OG0000048	LOC117569405|XP_034106432.1|DALB	LOC108599709|XP_017842195.1|DBUS
OG0000049	LOC117574804|XP_034114660.1|DALB	LOC108604094|XP_017848864.1|DBUS
OG0000049	LOC117574253|XP_034113873.1|DALB	LOC108604092|XP_017848863.1|DBUS
OG0000049	LOC117574270|XP_034113907.1|DALB	LOC108602189|XP_017845724.1|DBUS
OG0000049	LOC117576198|XP_034116681.1|DALB	LOC108602386|XP_017845985.1|DBUS
OG0000049	LOC117574439|XP_034114168.1|DALB	LOC108601428|XP_017844815.1|DBUS
OG0000050	LOC117566526|XP_034101958.1|DALB	LOC108598030|XP_017840133.2|DBUS
OG0000050	LOC117569367|XP_034106390.1|DALB	LOC108598031|XP_017840135.1|DBUS
OG0000051	LOC117576304|XP_034116849.1|DALB	LOC108602122|XP_017845638.1|DBUS
OG0000051	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB	LOC108603519|XP_017847901.1|DBUS
OG0000051	LOC117576902|XP_034117931.1|DALB	LOC108601326|XP_017844713.1|DBUS
OG0000052	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB	LOC108602705|XP_017846348.1|DBUS, LOC108602704|XP_017846347.1|DBUS
OG0000052	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB	LOC108595449|XP_017836175.2|DBUS, LOC108595766|XP_017836545.1|DBUS
OG0000052	LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB	LOC108596993|XP_017838752.1|DBUS
OG0000052	LOC117566593|XP_034102026.1|DALB	LOC108595795|XP_017836575.1|DBUS, LOC108595759|XP_017836537.1|DBUS
OG0000053	LOC117569597|XP_034106723.1|DALB	LOC108596657|XP_017838132.1|DBUS
OG0000053	LOC117569598|XP_034106724.1|DALB	LOC108596656|XP_017838131.1|DBUS
OG0000053	LOC117569609|XP_034106736.1|DALB	LOC108596363|XP_017837514.1|DBUS
OG0000053	LOC117569596|XP_034106722.1|DALB	LOC108596359|XP_017837509.1|DBUS
OG0000053	LOC117569600|XP_034106726.1|DALB	LOC108596165|XP_017837161.1|DBUS
OG0000054	LOC117575896|XP_034116230.1|DALB	LOC108604220|XP_017849074.1|DBUS, LOC108604256|XP_033150124.1|DBUS, LOC117134982|XP_033150557.1|DBUS
OG0000055	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB	LOC108602318|XP_017845891.1|DBUS
OG0000056	LOC117573873|XP_034113241.1|DALB	LOC108601235|XP_017844623.1|DBUS
OG0000056	LOC117573870|XP_034113237.1|DALB	LOC108603613|XP_017848051.1|DBUS, LOC108603612|XP_017848050.1|DBUS
OG0000056	LOC117573872|XP_034113239.1|DALB	LOC108602080|XP_017845593.1|DBUS
OG0000056	LOC117565555|XP_034100612.1|DALB	LOC108598485|XP_017840632.1|DBUS
OG0000058	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB	LOC108602861|XP_017846639.2|DBUS
OG0000058	LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB	LOC108603814|XP_017848423.2|DBUS
OG0000058	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB	LOC117135039|XP_033150759.1|DBUS
OG0000058	LOC117570528|XP_034108128.1|DALB	LOC108606881|XP_017852895.1|DBUS
