Orthogroup	DSAN.longest_only	DANA.longest_only
OG0000002	LOC120444309|XP_039479784.1|DSAN	LOC6496130|XP_001960293.1|DANA
OG0000002	LOC120444310|XP_039479789.1|DSAN	LOC6502577|XP_001960292.2|DANA
OG0000003	LOC120446974|XP_039484179.1|DSAN	LOC6495486|XP_001958950.1|DANA
OG0000003	LOC120446687|XP_039483714.1|DSAN	LOC6495485|XP_001958948.1|DANA
OG0000003	LOC120452715|XP_039493011.1|DSAN, LOC120446686|XP_039483713.1|DSAN	LOC6495484|XP_001958947.1|DANA
OG0000003	LOC120451297|XP_039490798.1|DSAN, LOC120458649|XP_039502315.1|DSAN	LOC6496624|XP_001961285.3|DANA
OG0000003	LOC120446973|XP_039484178.1|DSAN, LOC120446976|XP_039484181.1|DSAN	LOC6495152|XP_001958952.1|DANA, LOC6495151|XP_001958953.1|DANA
OG0000003	LOC120446688|XP_039483715.1|DSAN	LOC6495154|XP_001958949.2|DANA
OG0000003	LOC120446977|XP_039484182.1|DSAN	LOC6495150|XP_014763173.1|DANA
OG0000003	LOC120458379|XP_039501933.1|DSAN	LOC6495217|XP_001958825.1|DANA
OG0000003	LOC120458377|XP_039501931.1|DSAN	LOC6495430|XP_001958829.1|DANA
OG0000003	LOC120458378|XP_039501932.1|DSAN	LOC6495216|XP_001958826.1|DANA
OG0000006	LOC120457930|XP_039501368.1|DSAN, LOC120457681|XP_039501104.1|DSAN, LOC120457931|XP_039501371.1|DSAN	LOC116656005|XP_032310965.1|DANA
OG0000006	LOC120457670|XP_039501096.1|DSAN	LOC6506066|XP_032309425.1|DANA, LOC6507218|XP_001956446.1|DANA
OG0000007	LOC120450299|XP_039489171.1|DSAN	LOC6506540|XP_001957688.2|DANA
OG0000007	LOC120449593|XP_039488092.1|DSAN	LOC6493534|XP_001957954.1|DANA
OG0000007	LOC120449521|XP_039487968.1|DSAN	LOC6493532|XP_001957952.1|DANA
OG0000007	LOC120458533|XP_039502144.1|DSAN	LOC6504215|XP_001965139.1|DANA
OG0000007	LOC120455948|XP_039498425.1|DSAN	LOC6495226|XP_001958809.1|DANA, LOC6495225|XP_001958810.1|DANA
OG0000007	LOC120453614|XP_039494328.1|DSAN, LOC120453672|XP_039494416.1|DSAN	LOC6505974|XP_001964709.1|DANA, LOC6505555|XP_001964708.1|DANA, LOC6505976|XP_032305603.1|DANA, LOC6505975|XP_001964710.1|DANA, LOC116654519|XP_032305561.1|DANA
OG0000007	LOC120458508|XP_039502112.1|DSAN	LOC6504214|XP_001965140.1|DANA
OG0000007	LOC120448335|XP_039486223.1|DSAN	LOC6492986|XP_032310804.1|DANA
OG0000007	LOC120448331|XP_039486219.1|DSAN	LOC6507027|XP_001956797.1|DANA
OG0000007	LOC120450012|XP_039488670.1|DSAN	LOC6504218|XP_001965137.3|DANA, LOC6504217|XP_001965138.1|DANA
OG0000007	LOC120449828|XP_039488411.1|DSAN	LOC6493536|XP_001957956.2|DANA
OG0000007	LOC120449911|XP_039488536.1|DSAN	LOC6506391|XP_001957958.1|DANA
OG0000008	LOC120451092|XP_039490416.1|DSAN	LOC6501231|XP_001954812.1|DANA
OG0000008	LOC120449655|XP_039488186.1|DSAN	LOC6506513|XP_001957739.1|DANA
OG0000008	LOC120449654|XP_039488185.1|DSAN	LOC6493433|XP_001957742.1|DANA
OG0000008	LOC120458586|XP_039502222.1|DSAN	LOC6504295|XP_001965067.1|DANA
OG0000008	LOC120449658|XP_039488188.1|DSAN	LOC6506512|XP_001957740.2|DANA
OG0000008	LOC120456894|XP_039499926.1|DSAN	LOC6503895|XP_001963800.1|DANA
OG0000008	LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN	LOC6499974|XP_001953515.1|DANA
OG0000008	LOC120453056|XP_039493512.1|DSAN	LOC6499973|XP_001953518.1|DANA
OG0000008	LOC120453871|XP_039494710.1|DSAN	LOC6500585|XP_001953520.1|DANA
OG0000008	LOC120452274|XP_039492339.1|DSAN	LOC6500584|XP_001953519.1|DANA
OG0000008	LOC120453887|XP_039494738.1|DSAN	LOC6499972|XP_001953521.2|DANA
OG0000009	LOC120452846|XP_039493217.1|DSAN	LOC6500401|XP_001953140.1|DANA
OG0000009	LOC120453968|XP_039494853.1|DSAN	LOC6500399|XP_001953138.1|DANA
OG0000009	LOC120454581|XP_039495924.1|DSAN	LOC6500144|XP_001953137.1|DANA
OG0000009	LOC120452847|XP_039493218.1|DSAN	LOC6500400|XP_001953139.2|DANA
OG0000009	LOC120447920|XP_039485510.1|DSAN, LOC120447921|XP_039485511.1|DSAN	LOC6506633|XP_001957500.1|DANA
OG0000009	LOC120446532|XP_039483479.1|DSAN	LOC6494113|XP_001960938.1|DANA
OG0000009	LOC120453301|XP_039493868.1|DSAN	LOC6500524|XP_001953390.1|DANA
OG0000009	LOC120445192|XP_039481349.1|DSAN	LOC6494922|XP_001959416.1|DANA
OG0000009	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA
OG0000010	LOC120446204|XP_039482989.1|DSAN	LOC6500231|XP_001952977.1|DANA
OG0000010	LOC120457684|XP_039501107.1|DSAN	LOC116656007|XP_032310968.1|DANA
OG0000011	LOC120458387|XP_039501940.1|DSAN, LOC120458388|XP_039501941.1|DSAN, LOC120458054|XP_039501501.1|DSAN, LOC120458044|XP_039501490.1|DSAN	LOC6503983|XP_014760411.1|DANA
OG0000011	LOC120449699|XP_039488248.1|DSAN	LOC6502747|XP_014760371.2|DANA
OG0000011	LOC120449538|XP_039487994.1|DSAN	LOC6506691|XP_001957410.1|DANA
OG0000011	LOC120449537|XP_039487993.1|DSAN	LOC6502839|XP_001957409.2|DANA
OG0000011	LOC120452178|XP_039492220.1|DSAN	LOC6499942|XP_001953585.2|DANA
OG0000012	LOC120445821|XP_039482372.1|DSAN	LOC6495461|XP_014763319.1|DANA
OG0000012	LOC120445820|XP_039482371.1|DSAN	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA
OG0000012	LOC120446192|XP_039482973.1|DSAN	LOC6495181|XP_001958900.1|DANA
OG0000012	LOC120446256|XP_039483062.1|DSAN	LOC6495184|XP_001958896.1|DANA
OG0000012	LOC120444865|XP_039480765.1|DSAN	LOC6495185|XP_001958895.2|DANA
OG0000012	LOC120445730|XP_039482234.1|DSAN	LOC6495691|XP_001959390.1|DANA
OG0000012	LOC120446629|XP_039483624.1|DSAN	LOC6495692|XP_001959391.1|DANA
OG0000012	LOC120446410|XP_039483290.1|DSAN	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA
OG0000012	LOC120445226|XP_039481417.1|DSAN	LOC26514216|XP_014763990.1|DANA
OG0000012	LOC120446006|XP_039482689.1|DSAN	LOC6495695|XP_001959394.1|DANA
OG0000012	LOC120446007|XP_039482691.1|DSAN	LOC6495696|XP_032306537.1|DANA
OG0000013	LOC120444466|XP_039480072.1|DSAN	LOC6494224|XP_001960708.1|DANA
OG0000013	LOC120456796|XP_039499752.1|DSAN	LOC6502959|XP_001963513.1|DANA
OG0000013	LOC120450753|XP_039489810.1|DSAN	LOC6494241|XP_001965950.1|DANA
OG0000013	LOC120447659|XP_039485107.1|DSAN	LOC6506687|XP_032309811.1|DANA
OG0000013	LOC120450808|XP_039489911.1|DSAN	LOC6500356|XP_001953043.1|DANA
OG0000013	LOC120452623|XP_039492863.1|DSAN	LOC6500746|XP_001953834.1|DANA
OG0000013	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN, LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA
OG0000014	LOC120457516|XP_039500998.1|DSAN	LOC116655771|XP_032309858.1|DANA, LOC116655391|XP_032309144.1|DANA
OG0000014	LOC120458585|XP_039502218.1|DSAN	LOC116655389|XP_032309141.1|DANA, LOC26514258|XP_032311543.1|DANA, LOC116655395|XP_032309151.1|DANA, LOC116656478|XP_032312029.1|DANA, LOC116655083|XP_032308038.1|DANA, LOC26514016|XP_032312054.1|DANA, LOC116656386|XP_032311769.1|DANA
OG0000015	LOC120456360|XP_039499095.1|DSAN, LOC120458799|XP_039502526.1|DSAN, LOC120458791|XP_039502509.1|DSAN, LOC120458608|XP_039502248.1|DSAN	LOC26514504|XP_014762337.1|DANA, LOC6502479|XP_032311112.1|DANA
OG0000015	LOC120445789|XP_039482329.1|DSAN	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA
OG0000015	LOC120454309|XP_039495442.1|DSAN	LOC26514507|XP_014762338.1|DANA
OG0000016	LOC120451140|XP_039490495.1|DSAN	LOC6500386|XP_001953106.1|DANA
OG0000016	LOC120444605|XP_039480314.1|DSAN	LOC6495063|XP_001959144.1|DANA
OG0000016	LOC120454635|XP_039496058.1|DSAN	LOC6499904|XP_001953662.1|DANA
OG0000016	LOC120445231|XP_039481423.1|DSAN	LOC6494270|XP_001960623.3|DANA
OG0000016	LOC120457379|XP_039500852.1|DSAN	LOC6504746|XP_032309021.1|DANA
OG0000016	LOC120444059|XP_039479503.1|DSAN	LOC6496662|XP_001961354.1|DANA
OG0000016	LOC120450954|XP_039490174.1|DSAN	LOC6501076|XP_001954513.1|DANA
OG0000016	LOC120450393|XP_039489322.1|DSAN	LOC6493807|XP_014764542.1|DANA
OG0000017	LOC120456210|XP_039498824.1|DSAN	LOC6503036|XP_001963366.1|DANA
OG0000017	LOC120458133|XP_039501613.1|DSAN	LOC6494096|XP_001960985.1|DANA
OG0000017	LOC120453270|XP_039493835.1|DSAN	LOC6493898|XP_001961368.1|DANA
OG0000017	LOC120452471|XP_039492644.1|DSAN, LOC120452472|XP_039492645.1|DSAN	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA
OG0000017	LOC120445309|XP_039481553.1|DSAN	LOC6494709|XP_001959816.1|DANA
OG0000017	LOC120454864|XP_039496354.1|DSAN	LOC6496668|XP_001961367.1|DANA
OG0000017	LOC120445308|XP_039481552.1|DSAN	LOC6494707|XP_001959817.2|DANA
OG0000017	LOC120454377|XP_039495551.1|DSAN	LOC6498649|XP_001963243.2|DANA
OG0000018	LOC120448958|XP_039487148.1|DSAN	LOC6493787|XP_001958436.1|DANA
OG0000018	LOC120447671|XP_039485130.1|DSAN	LOC6506162|XP_001958433.1|DANA
OG0000019	LOC120453199|XP_039493718.1|DSAN	LOC6505609|XP_001964601.1|DANA
OG0000019	LOC120453201|XP_039493721.1|DSAN, LOC120453202|XP_039493723.1|DSAN	LOC6505610|XP_001964600.1|DANA
OG0000019	LOC120453194|XP_039493696.1|DSAN	LOC6505613|XP_032305481.1|DANA
OG0000019	LOC120453200|XP_039493720.1|DSAN	LOC6505612|XP_001964599.1|DANA
OG0000019	LOC120453203|XP_039493724.1|DSAN, LOC120453198|XP_039493717.1|DSAN	LOC6505608|XP_001964602.1|DANA
OG0000020	LOC120451285|XP_039490765.1|DSAN	LOC6499398|XP_032312200.1|DANA
OG0000020	LOC120445014|XP_039481012.1|DSAN	LOC6494967|XP_001959313.1|DANA
OG0000020	LOC120444384|XP_039479923.1|DSAN, LOC120445506|XP_039481897.1|DSAN	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA
OG0000020	LOC120445000|XP_039480984.1|DSAN	LOC6497508|XP_032307386.1|DANA
OG0000020	LOC120450860|XP_039490007.1|DSAN	LOC6500139|XP_032312147.1|DANA
OG0000020	LOC120453863|XP_039494701.1|DSAN	LOC6501153|XP_001954651.1|DANA
OG0000020	LOC120457706|XP_039501135.1|DSAN	LOC6506852|XP_001965261.1|DANA
OG0000020	LOC120444385|XP_039479926.1|DSAN	LOC6497510|XP_032307412.1|DANA
OG0000021	LOC120458794|XP_039502520.1|DSAN	LOC26515395|XP_032312045.1|DANA
OG0000021	LOC120445641|XP_039482116.1|DSAN	LOC6494472|XP_001960263.1|DANA
OG0000021	LOC120445227|XP_039481419.1|DSAN	LOC6494465|XP_001960278.1|DANA
OG0000021	LOC120444372|XP_039479913.1|DSAN	LOC6496057|XP_001960127.1|DANA
OG0000021	LOC120450748|XP_039489804.1|DSAN	LOC6503446|XP_001967498.1|DANA
OG0000021	LOC120454061|XP_039495000.1|DSAN	LOC6499833|XP_001953817.3|DANA
OG0000021	LOC120456471|XP_039499263.1|DSAN	LOC6503731|XP_032308490.1|DANA
OG0000022	LOC120445477|XP_039481858.1|DSAN	LOC6495509|XP_001959002.1|DANA
OG0000022	LOC120449728|XP_039488291.1|DSAN	LOC6492952|XP_001956727.1|DANA
OG0000022	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN	LOC6507069|XP_001956716.1|DANA
OG0000022	LOC120449729|XP_039488292.1|DSAN	LOC6492946|XP_001956717.1|DANA
OG0000023	LOC120454388|XP_039495572.1|DSAN	LOC6500461|XP_001953266.1|DANA
OG0000023	LOC120444959|XP_039480909.1|DSAN	LOC6494760|XP_001959725.1|DANA
OG0000023	LOC120453781|XP_039494563.1|DSAN	LOC6500076|XP_001953267.1|DANA
OG0000023	LOC120453806|XP_039494614.1|DSAN	LOC6500083|XP_001953259.2|DANA
OG0000023	LOC120450927|XP_039490127.1|DSAN	LOC6500087|XP_001953255.2|DANA
OG0000023	LOC120453011|XP_039493460.1|DSAN	LOC6500085|XP_032312233.1|DANA
OG0000023	LOC120450929|XP_039490129.1|DSAN	LOC6500088|XP_014766376.1|DANA
OG0000024	LOC120445294|XP_039481531.1|DSAN, LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN	LOC116654715|XP_032306639.1|DANA
OG0000024	LOC120445292|XP_039481529.1|DSAN	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA
OG0000024	LOC120445293|XP_039481530.1|DSAN	LOC6495252|XP_001958753.1|DANA
OG0000024	LOC120446616|XP_039483595.1|DSAN	LOC6498256|XP_001962412.1|DANA
OG0000024	LOC120446257|XP_039483064.1|DSAN	LOC6495254|XP_001958751.1|DANA
OG0000024	LOC120446965|XP_039484167.1|DSAN	LOC6496529|XP_001961079.1|DANA
OG0000025	LOC120456451|XP_039499224.1|DSAN	LOC6498525|XP_001962995.1|DANA
OG0000025	LOC120457929|XP_039501366.1|DSAN	LOC26513707|XP_032309216.1|DANA
OG0000026	LOC120456669|XP_039499542.1|DSAN	LOC6505023|XP_001965614.1|DANA
OG0000026	LOC120458576|XP_039502209.1|DSAN	LOC6498214|XP_001962316.1|DANA
OG0000026	LOC120456651|XP_039499515.1|DSAN	LOC6502964|XP_001963504.1|DANA
OG0000026	LOC120453885|XP_039494736.1|DSAN	LOC6500045|XP_001953325.1|DANA
OG0000027	LOC120458674|XP_039502344.1|DSAN	LOC6497408|XP_001962144.1|DANA
OG0000027	LOC120458543|XP_039502157.1|DSAN	LOC6497406|XP_001962147.2|DANA
OG0000027	LOC120458684|XP_039502355.1|DSAN	LOC6497407|XP_001962145.1|DANA
OG0000028	LOC120447587|XP_039484989.1|DSAN	LOC116655895|XP_032310688.1|DANA
OG0000028	LOC120447866|XP_039485407.1|DSAN	LOC6506803|XP_001957208.1|DANA
OG0000029	LOC120450915|XP_039490111.1|DSAN, LOC120445653|XP_039482132.1|DSAN	LOC116655417|XP_032309201.1|DANA
OG0000029	LOC120452245|XP_039492306.1|DSAN	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA
OG0000029	LOC120448524|XP_039486496.1|DSAN	LOC6506262|XP_014764698.1|DANA
OG0000030	LOC120458250|XP_039501773.1|DSAN	LOC6504294|XP_001965069.1|DANA
OG0000030	LOC120458016|XP_039501452.1|DSAN	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA
OG0000030	LOC120457864|XP_039501320.1|DSAN	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA
OG0000030	LOC120458849|XP_039502609.1|DSAN	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA
OG0000030	LOC120445779|XP_039482317.1|DSAN	LOC6494711|XP_001959810.1|DANA
OG0000030	LOC120455262|XP_039497197.1|DSAN	LOC6504640|XP_001966489.1|DANA
OG0000030	LOC120456032|XP_039498536.1|DSAN	LOC6503160|XP_001963545.1|DANA
OG0000031	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN, LOC120443942|XP_039479323.1|DSAN	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA
OG0000031	LOC120450501|XP_039489486.1|DSAN, LOC120458846|XP_039502606.1|DSAN	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA
OG0000031	LOC120456119|XP_039498683.1|DSAN	LOC6496944|XP_001963083.2|DANA
OG0000032	LOC120451694|XP_039491522.1|DSAN	LOC6499841|XP_001953793.1|DANA
OG0000032	LOC120453066|XP_039493525.1|DSAN	LOC6500722|XP_032312297.1|DANA
OG0000032	LOC120451410|XP_039491015.1|DSAN	LOC6500728|XP_001953801.1|DANA
OG0000032	LOC120451635|XP_039491427.1|DSAN	LOC6500726|XP_032305502.1|DANA
OG0000033	LOC120443742|XP_039478933.1|DSAN	LOC6494619|XP_001959999.1|DANA
OG0000033	LOC120443740|XP_039478930.1|DSAN	LOC6494622|XP_001959998.3|DANA
OG0000033	LOC120443741|XP_039478932.1|DSAN	LOC6495993|XP_001960000.1|DANA
OG0000033	LOC120452485|XP_039492667.1|DSAN	LOC6501373|XP_001955098.3|DANA
OG0000034	LOC120445348|XP_039481622.1|DSAN, LOC120447094|XP_039484434.1|DSAN	LOC6498174|XP_001962232.1|DANA
OG0000034	LOC120447093|XP_039484433.1|DSAN	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA
OG0000034	LOC120447092|XP_039484432.1|DSAN	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA
OG0000034	LOC120453778|XP_039494559.1|DSAN, LOC120445471|XP_039481849.1|DSAN, LOC120452815|XP_039493155.1|DSAN, LOC120452816|XP_039493156.1|DSAN	LOC6498552|XP_001963046.3|DANA
OG0000034	LOC120458883|XP_039502653.1|DSAN	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA
OG0000036	LOC120453442|XP_039494083.1|DSAN	LOC6500465|XP_001953274.1|DANA
OG0000036	LOC120450981|XP_039490212.1|DSAN	LOC6505844|XP_001964473.1|DANA
OG0000036	LOC120452669|XP_039492941.1|DSAN	LOC6500980|XP_001954293.1|DANA
OG0000036	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN	LOC6499049|XP_001955412.1|DANA
OG0000037	LOC120445359|XP_039481651.1|DSAN	LOC6493979|XP_001961214.2|DANA
OG0000037	LOC120451056|XP_039490346.1|DSAN, LOC120451055|XP_039490345.1|DSAN	LOC6498848|XP_001955809.2|DANA
OG0000038	LOC120447582|XP_039484984.1|DSAN	LOC6506319|XP_001958116.1|DANA
OG0000038	LOC120448623|XP_039486674.1|DSAN	LOC6492929|XP_032310430.1|DANA
OG0000039	LOC120453556|XP_039494243.1|DSAN	LOC6501134|XP_001954615.2|DANA
OG0000039	LOC120456815|XP_039499797.1|DSAN	LOC6502398|XP_001967387.3|DANA
OG0000039	LOC120456766|XP_039499698.1|DSAN	LOC6504273|XP_001967388.1|DANA
OG0000039	LOC120455951|XP_039498428.1|DSAN	LOC6503200|XP_032311880.1|DANA
OG0000040	LOC120453842|XP_039494671.1|DSAN	LOC6500947|XP_014766809.1|DANA
OG0000040	LOC120453227|XP_039493756.1|DSAN	LOC6501033|XP_001954424.1|DANA
OG0000040	LOC120453230|XP_039493764.1|DSAN	LOC6499533|XP_001954425.2|DANA
OG0000040	LOC120453844|XP_039494674.1|DSAN	LOC6500946|XP_001954224.1|DANA
OG0000040	LOC120453846|XP_039494677.1|DSAN	LOC6500944|XP_001954222.1|DANA
OG0000040	LOC120454621|XP_039496023.1|DSAN	LOC6505623|XP_001964581.1|DANA
OG0000041	LOC120452968|XP_039493395.1|DSAN	LOC6500348|XP_001953017.1|DANA
OG0000041	LOC120451583|XP_039491328.1|DSAN	LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA
OG0000041	LOC120453724|XP_039494486.1|DSAN	LOC6500352|XP_001953027.2|DANA
OG0000041	LOC120451584|XP_039491329.1|DSAN, LOC120453723|XP_039494485.1|DSAN	LOC26513865|XP_032307158.1|DANA
OG0000042	LOC120456654|XP_039499520.1|DSAN	LOC26515385|XP_014759495.2|DANA
OG0000042	LOC120446237|XP_039483042.1|DSAN	LOC6495008|XP_001959230.2|DANA
OG0000042	LOC120446238|XP_039483043.1|DSAN	LOC6495010|XP_001959228.2|DANA
OG0000042	LOC120446233|XP_039483037.1|DSAN	LOC6495011|XP_001959229.1|DANA
OG0000042	LOC120446234|XP_039483038.1|DSAN	LOC6495009|XP_001959227.2|DANA
OG0000043	LOC120453988|XP_039494877.1|DSAN	LOC6501040|XP_001954441.3|DANA
OG0000043	LOC120453019|XP_039493471.1|DSAN	LOC6499525|XP_001954440.1|DANA
OG0000043	LOC120453637|XP_039494364.1|DSAN	LOC6499523|XP_032311279.1|DANA
OG0000043	LOC120452792|XP_039493119.1|DSAN, LOC120454041|XP_039494968.1|DSAN, LOC120452693|XP_039492981.1|DSAN	LOC6501039|XP_001954437.1|DANA
OG0000043	LOC120453380|XP_039493988.1|DSAN	LOC6502673|XP_001954436.1|DANA
OG0000044	LOC120452826|XP_039493165.1|DSAN	LOC6500203|XP_032305729.1|DANA
OG0000044	LOC120453510|XP_039494189.1|DSAN	LOC6500197|XP_001953036.1|DANA
OG0000044	LOC120450906|XP_039490090.1|DSAN	LOC26515569|XP_014767439.1|DANA
OG0000044	LOC120451723|XP_039491559.1|DSAN	LOC6500202|XP_001953032.2|DANA
OG0000044	LOC120453660|XP_039494388.1|DSAN, LOC120453780|XP_039494561.1|DSAN	LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA
OG0000044	LOC120453569|XP_039494260.1|DSAN	LOC6499418|XP_001954679.1|DANA
OG0000045	LOC120448397|XP_039486321.1|DSAN	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC120449198|XP_039487495.1|DSAN, LOC120449034|XP_039487251.1|DSAN	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA
OG0000045	LOC120448761|XP_039486880.1|DSAN	LOC6507632|XP_001956043.1|DANA
OG0000045	LOC120448760|XP_039486879.1|DSAN	LOC6507423|XP_032310209.1|DANA
OG0000046	LOC120451867|XP_039491805.1|DSAN	LOC6501716|XP_001955838.3|DANA
OG0000046	LOC120455081|XP_039496878.1|DSAN	LOC6503183|XP_001963600.1|DANA
OG0000046	LOC120455080|XP_039496876.1|DSAN	LOC6502915|XP_001963599.1|DANA
OG0000046	LOC120453874|XP_039494712.1|DSAN	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA
OG0000046	LOC120454242|XP_039495288.1|DSAN	LOC6501523|XP_001955420.3|DANA
OG0000046	LOC120453872|XP_039494711.1|DSAN, LOC120453971|XP_039494857.1|DSAN, LOC120451794|XP_039491681.1|DSAN, LOC120446793|XP_039483883.1|DSAN	LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA
OG0000047	LOC120446362|XP_039483228.1|DSAN	LOC6496443|XP_001960921.1|DANA
OG0000047	LOC120446445|XP_039483359.1|DSAN	LOC6496440|XP_001960917.1|DANA
OG0000047	LOC120447165|XP_039484555.1|DSAN	LOC6496543|XP_001961111.1|DANA
OG0000047	LOC120449448|XP_039487853.1|DSAN	LOC6493464|XP_001957813.1|DANA
OG0000047	LOC120446374|XP_039483239.1|DSAN	LOC6494029|XP_001961117.1|DANA
OG0000047	LOC120450023|XP_039488699.1|DSAN	LOC6493465|XP_001957814.1|DANA
OG0000048	LOC120448637|XP_039486695.1|DSAN, LOC120448833|XP_039486966.1|DSAN	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA
OG0000048	LOC120447858|XP_039485399.1|DSAN	LOC6493171|XP_001957195.2|DANA
OG0000048	LOC120447864|XP_039485406.1|DSAN	LOC6493169|XP_001957191.1|DANA
OG0000049	LOC120451912|XP_039491855.1|DSAN	LOC6500644|XP_001953636.2|DANA
OG0000049	LOC120454479|XP_039495747.1|DSAN	LOC6499920|XP_001953633.1|DANA
OG0000049	LOC120451908|XP_039491850.1|DSAN	LOC6500645|XP_001953637.1|DANA
OG0000049	LOC120451909|XP_039491851.1|DSAN	LOC6499917|XP_001953639.1|DANA
OG0000049	LOC120451911|XP_039491854.1|DSAN	LOC6502640|XP_001953638.1|DANA
OG0000049	LOC120454478|XP_039495745.1|DSAN	LOC6499921|XP_001953632.1|DANA
OG0000050	LOC120444560|XP_039480251.1|DSAN	LOC6494319|XP_001960538.2|DANA
OG0000050	LOC120450200|XP_039489002.1|DSAN	LOC6502855|XP_001958555.2|DANA
