Orthogroup	DSAN.longest_only	DYAK.longest_only
OG0000007	LOC120449828|XP_039488411.1|DSAN	LOC6533144|XP_002093870.1|DYAK
OG0000007	LOC120449911|XP_039488536.1|DSAN	LOC6533145|XP_002093871.1|DYAK
OG0000008	LOC120451092|XP_039490416.1|DSAN	LOC26536044|XP_039231154.1|DYAK
OG0000008	LOC120449655|XP_039488186.1|DSAN	LOC6532927|XP_002093663.1|DYAK
OG0000008	LOC120449654|XP_039488185.1|DSAN	LOC6532930|XP_002093666.1|DYAK
OG0000008	LOC120458586|XP_039502222.1|DSAN	LOC6527319|XP_002088412.1|DYAK
OG0000008	LOC120449658|XP_039488188.1|DSAN	LOC6532928|XP_002093664.1|DYAK
OG0000008	LOC120456894|XP_039499926.1|DSAN	LOC6524096|XP_002099960.1|DYAK
OG0000008	LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN	LOC6536138|XP_039231652.1|DYAK
OG0000008	LOC120453056|XP_039493512.1|DSAN	LOC6536141|XP_039231654.1|DYAK
OG0000008	LOC120453871|XP_039494710.1|DSAN	LOC6536143|XP_002096744.1|DYAK
OG0000008	LOC120453053|XP_039493508.1|DSAN	LOC6536140|XP_002096741.1|DYAK
OG0000008	LOC120452274|XP_039492339.1|DSAN	LOC6536142|XP_002096743.1|DYAK
OG0000008	LOC120453887|XP_039494738.1|DSAN	LOC6536144|XP_002096745.1|DYAK
OG0000009	LOC120452846|XP_039493217.1|DSAN	LOC6535723|XP_002096349.3|DYAK
OG0000009	LOC120453968|XP_039494853.1|DSAN	LOC6535721|XP_002096347.1|DYAK
OG0000009	LOC120454581|XP_039495924.1|DSAN	LOC6535720|XP_002096346.1|DYAK
OG0000009	LOC120452847|XP_039493218.1|DSAN	LOC6535722|XP_002096348.1|DYAK
OG0000009	LOC120447920|XP_039485510.1|DSAN	LOC6533117|XP_002093843.1|DYAK
OG0000009	LOC120447921|XP_039485511.1|DSAN	LOC6533118|XP_002093844.1|DYAK
OG0000009	LOC120446532|XP_039483479.1|DSAN	LOC6532044|XP_002092821.1|DYAK
OG0000009	LOC120453301|XP_039493868.1|DSAN	LOC6536768|XP_002097339.1|DYAK
OG0000009	LOC120445192|XP_039481349.1|DSAN	LOC6530109|XP_002091055.1|DYAK
OG0000009	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN	LOC6530111|XP_002091057.1|DYAK
OG0000010	LOC120446204|XP_039482989.1|DSAN	LOC120322215|XP_039233206.1|DYAK, LOC120321202|XP_039229121.1|DYAK, LOC120321245|XP_039229342.1|DYAK, LOC120322219|XP_039233209.1|DYAK
OG0000010	LOC120457684|XP_039501107.1|DSAN	LOC120322214|XP_039233205.1|DYAK, LOC120322218|XP_039233208.1|DYAK
OG0000010	LOC120457962|XP_039501399.1|DSAN	LOC26535638|XP_039229341.1|DYAK, LOC120322220|XP_039233210.1|DYAK, LOC26535724|XP_039233215.1|DYAK, LOC120322221|XP_039233211.1|DYAK
OG0000011	LOC120456909|XP_039499973.1|DSAN	LOC6525318|XP_002101154.2|DYAK
OG0000011	LOC120458387|XP_039501940.1|DSAN	LOC120320450|XP_039227155.1|DYAK
OG0000011	LOC120458388|XP_039501941.1|DSAN	LOC6526687|XP_002087792.2|DYAK
OG0000011	LOC120458054|XP_039501501.1|DSAN	LOC6526836|XP_039227102.1|DYAK
OG0000011	LOC120458044|XP_039501490.1|DSAN	LOC6526837|XP_002087937.1|DYAK
OG0000011	LOC120449699|XP_039488248.1|DSAN	LOC26535503|XP_015045173.2|DYAK
OG0000011	LOC120444818|XP_039480708.1|DSAN	LOC6529533|XP_039228709.1|DYAK
OG0000011	LOC120445760|XP_039482290.1|DSAN	LOC6529527|XP_039228713.1|DYAK
OG0000011	LOC120454945|XP_039496647.1|DSAN	LOC120320662|XP_039226899.1|DYAK
OG0000011	LOC120449538|XP_039487994.1|DSAN	LOC6534062|XP_002094748.1|DYAK
OG0000011	LOC120449537|XP_039487993.1|DSAN	LOC6534063|XP_002094749.1|DYAK
OG0000011	LOC120452178|XP_039492220.1|DSAN	LOC6536394|XP_002096976.1|DYAK
OG0000012	LOC120445821|XP_039482372.1|DSAN	LOC6530957|XP_002091795.1|DYAK
OG0000012	LOC120445820|XP_039482371.1|DSAN	LOC6530958|XP_002091796.1|DYAK
OG0000012	LOC120446192|XP_039482973.1|DSAN	LOC6530959|XP_015051811.1|DYAK
OG0000012	LOC120446256|XP_039483062.1|DSAN	LOC6530956|XP_002091794.1|DYAK
OG0000012	LOC120444865|XP_039480765.1|DSAN	LOC6530955|XP_002091793.1|DYAK
OG0000012	LOC120445730|XP_039482234.1|DSAN	LOC6530135|XP_002091081.1|DYAK
OG0000012	LOC120446629|XP_039483624.1|DSAN	LOC6530133|XP_002091079.2|DYAK
OG0000012	LOC120446410|XP_039483290.1|DSAN	LOC6530132|XP_002091078.1|DYAK
OG0000012	LOC120445226|XP_039481417.1|DSAN	LOC6530131|XP_002091077.2|DYAK
OG0000012	LOC120446006|XP_039482689.1|DSAN	LOC6530130|XP_002091076.1|DYAK
OG0000012	LOC120446007|XP_039482691.1|DSAN	LOC6530129|XP_002091075.1|DYAK
OG0000013	LOC120444466|XP_039480072.1|DSAN	LOC6530359|XP_002091285.1|DYAK
OG0000013	LOC120456796|XP_039499752.1|DSAN	LOC6525539|XP_002101374.1|DYAK
OG0000013	LOC120450753|XP_039489810.1|DSAN	LOC6537221|XP_002097779.1|DYAK
OG0000013	LOC120447659|XP_039485107.1|DSAN	LOC6534055|XP_002094741.1|DYAK
OG0000013	LOC120450808|XP_039489911.1|DSAN	LOC6536907|XP_002097476.1|DYAK
OG0000013	LOC120452623|XP_039492863.1|DSAN	LOC6538786|XP_002099299.1|DYAK
OG0000013	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK
OG0000013	LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN	LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000014	LOC120450089|XP_039488815.1|DSAN	LOC120320742|XP_039227211.1|DYAK
OG0000014	LOC120457516|XP_039500998.1|DSAN	LOC120321092|XP_039228481.1|DYAK
OG0000015	LOC120446987|XP_039484221.1|DSAN	LOC6529704|XP_002090697.2|DYAK
OG0000015	LOC120456360|XP_039499095.1|DSAN	LOC6526496|XP_039227173.1|DYAK
OG0000015	LOC120458799|XP_039502526.1|DSAN	LOC120320869|XP_039227770.1|DYAK
OG0000015	LOC120458791|XP_039502509.1|DSAN	LOC6526950|XP_002088046.2|DYAK
OG0000015	LOC120458608|XP_039502248.1|DSAN	LOC6526894|XP_002087993.1|DYAK
OG0000015	LOC120445789|XP_039482329.1|DSAN	LOC6530275|XP_002091207.2|DYAK
OG0000015	LOC120454309|XP_039495442.1|DSAN	LOC6538477|XP_002099001.3|DYAK
OG0000016	LOC120451140|XP_039490495.1|DSAN	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC120444605|XP_039480314.1|DSAN	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC120454635|XP_039496058.1|DSAN	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC120445231|XP_039481423.1|DSAN	LOC6531360|XP_002092163.2|DYAK
OG0000016	LOC120457379|XP_039500852.1|DSAN	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC120444059|XP_039479503.1|DSAN	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC120450954|XP_039490174.1|DSAN	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC120450393|XP_039489322.1|DSAN	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC120456210|XP_039498824.1|DSAN	LOC6525337|XP_002101173.1|DYAK
OG0000017	LOC120458133|XP_039501613.1|DSAN	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC120453270|XP_039493835.1|DSAN	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC120452397|XP_039492549.1|DSAN	LOC6536204|XP_002096795.1|DYAK
OG0000017	LOC120452471|XP_039492644.1|DSAN	LOC6538220|XP_039231078.1|DYAK
OG0000017	LOC120452472|XP_039492645.1|DSAN	LOC6538219|XP_002098746.2|DYAK
OG0000017	LOC120445309|XP_039481553.1|DSAN	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC120454864|XP_039496354.1|DSAN	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC120445308|XP_039481552.1|DSAN	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC120454377|XP_039495551.1|DSAN	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC120448958|XP_039487148.1|DSAN	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC120449277|XP_039487593.1|DSAN	LOC26535738|XP_015049834.1|DYAK
OG0000018	LOC120449281|XP_039487598.1|DSAN	LOC26535124|XP_015049835.1|DYAK, LOC26536164|XP_039229759.1|DYAK
OG0000018	LOC120447671|XP_039485130.1|DSAN	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK
OG0000019	LOC120453199|XP_039493718.1|DSAN	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC120453201|XP_039493721.1|DSAN	LOC6538324|XP_002098851.2|DYAK
OG0000019	LOC120453202|XP_039493723.1|DSAN	LOC6538323|XP_002098850.2|DYAK
OG0000019	LOC120453194|XP_039493696.1|DSAN	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC120453203|XP_039493724.1|DSAN	LOC6538321|XP_002098848.1|DYAK
OG0000019	LOC120453198|XP_039493717.1|DSAN	LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC120451285|XP_039490765.1|DSAN	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC120445014|XP_039481012.1|DSAN	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC120444384|XP_039479923.1|DSAN	LOC6529647|XP_002090641.1|DYAK
OG0000020	LOC120445506|XP_039481897.1|DSAN	LOC6528749|XP_002089784.2|DYAK
OG0000020	LOC120445000|XP_039480984.1|DSAN	LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC120450860|XP_039490007.1|DSAN	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC120453863|XP_039494701.1|DSAN	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC120457706|XP_039501135.1|DSAN	LOC6529263|XP_002090268.1|DYAK
OG0000020	LOC120444385|XP_039479926.1|DSAN	LOC6529648|XP_002090642.1|DYAK
OG0000021	LOC120458794|XP_039502520.1|DSAN	LOC6526678|XP_002087784.1|DYAK
OG0000021	LOC120445641|XP_039482116.1|DSAN	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC120445227|XP_039481419.1|DSAN	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC120444372|XP_039479913.1|DSAN	LOC6531172|XP_002092001.1|DYAK
OG0000021	LOC120456405|XP_039499169.1|DSAN	LOC6526013|XP_039229713.1|DYAK
OG0000021	LOC120450748|XP_039489804.1|DSAN	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC120454061|XP_039495000.1|DSAN	LOC6536819|XP_002097389.1|DYAK
OG0000021	LOC120456471|XP_039499263.1|DSAN	LOC6524816|XP_002100658.1|DYAK
OG0000022	LOC120445477|XP_039481858.1|DSAN	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC120449728|XP_039488291.1|DSAN	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC120449733|XP_039488298.1|DSAN	LOC6532323|XP_002093083.1|DYAK
OG0000022	LOC120449732|XP_039488295.1|DSAN	LOC6532320|XP_002093080.1|DYAK
OG0000022	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN	LOC6532325|XP_002093085.1|DYAK
OG0000022	LOC120449729|XP_039488292.1|DSAN	LOC6532324|XP_002093084.1|DYAK
OG0000023	LOC120454389|XP_039495573.1|DSAN	LOC6536027|XP_002096642.3|DYAK
OG0000023	LOC120453272|XP_039493833.1|DSAN	LOC6536034|XP_002096649.3|DYAK
OG0000023	LOC120454388|XP_039495572.1|DSAN	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC120444959|XP_039480909.1|DSAN	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC120453781|XP_039494563.1|DSAN	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC120453806|XP_039494614.1|DSAN	LOC6536032|XP_039230972.1|DYAK
OG0000023	LOC120453011|XP_039493460.1|DSAN	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC120450929|XP_039490129.1|DSAN	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC120445294|XP_039481531.1|DSAN	LOC6530300|XP_002091227.1|DYAK
OG0000024	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN	LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK
OG0000024	LOC120445292|XP_039481529.1|DSAN	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC120445293|XP_039481530.1|DSAN	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC120446616|XP_039483595.1|DSAN	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC120446257|XP_039483064.1|DSAN	LOC6530303|XP_002091230.1|DYAK
OG0000024	LOC120446965|XP_039484167.1|DSAN	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC120456451|XP_039499224.1|DSAN	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC120456669|XP_039499542.1|DSAN	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC120458576|XP_039502209.1|DSAN	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC120456651|XP_039499515.1|DSAN	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC120453885|XP_039494736.1|DSAN	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC120458674|XP_039502344.1|DSAN	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC120458543|XP_039502157.1|DSAN	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC120458684|XP_039502355.1|DSAN	LOC6526915|XP_002088014.1|DYAK
OG0000028	LOC120447590|XP_039484991.1|DSAN, LOC120447589|XP_039484990.1|DSAN, LOC120447591|XP_039484992.1|DSAN, LOC120447592|XP_039484994.1|DSAN	LOC26534799|XP_015044645.1|DYAK, LOC26535937|XP_015050935.2|DYAK, LOC26535654|XP_015045147.2|DYAK, LOC26535087|XP_015045044.2|DYAK
OG0000028	LOC120447587|XP_039484989.1|DSAN	LOC6534951|XP_039229813.1|DYAK
OG0000028	LOC120447866|XP_039485407.1|DSAN	LOC6535078|XP_039229703.1|DYAK
OG0000029	LOC120454032|XP_039494960.1|DSAN	LOC6536587|XP_002097163.1|DYAK
OG0000029	LOC120450915|XP_039490111.1|DSAN	LOC6528801|XP_002089833.1|DYAK
OG0000029	LOC120445653|XP_039482132.1|DSAN	LOC6531052|XP_002091888.1|DYAK
OG0000029	LOC120452245|XP_039492306.1|DSAN	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC120448524|XP_039486496.1|DSAN	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC120458250|XP_039501773.1|DSAN	LOC6527318|XP_002088411.1|DYAK
OG0000030	LOC120458016|XP_039501452.1|DSAN	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC120457864|XP_039501320.1|DSAN	LOC6527317|XP_002088410.1|DYAK
OG0000030	LOC120458849|XP_039502609.1|DSAN	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC120445779|XP_039482317.1|DSAN	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC120455262|XP_039497197.1|DSAN	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC120456032|XP_039498536.1|DSAN	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC120455351|XP_039497383.1|DSAN	LOC6528958|XP_002089990.1|DYAK
OG0000031	LOC120458683|XP_039502393.1|DSAN	LOC6528971|XP_002090003.2|DYAK
OG0000031	LOC120443942|XP_039479323.1|DSAN	LOC6528984|XP_002090016.3|DYAK
OG0000031	LOC120446453|XP_039483382.1|DSAN	LOC6529463|XP_002090465.2|DYAK
OG0000031	LOC120450501|XP_039489486.1|DSAN	LOC6532903|XP_002093639.1|DYAK
OG0000031	LOC120458846|XP_039502606.1|DSAN	LOC6526633|XP_002087741.1|DYAK
OG0000031	LOC120443941|XP_039479322.1|DSAN	LOC6528983|XP_002090015.2|DYAK
OG0000031	LOC120456119|XP_039498683.1|DSAN	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC120451694|XP_039491522.1|DSAN	LOC6536794|XP_002097364.1|DYAK
OG0000032	LOC120453292|XP_039493855.1|DSAN	LOC6536792|XP_002097362.1|DYAK
OG0000032	LOC120453694|XP_039494449.1|DSAN	LOC6536800|XP_002097370.2|DYAK
OG0000032	LOC120451611|XP_039491379.1|DSAN	LOC6536793|XP_002097363.1|DYAK
OG0000032	LOC120451410|XP_039491015.1|DSAN	LOC6536802|XP_002097372.1|DYAK
OG0000032	LOC120451635|XP_039491427.1|DSAN	LOC6536801|XP_002097371.1|DYAK
OG0000033	LOC120452564|XP_039492778.1|DSAN	LOC6538141|XP_039231494.1|DYAK
OG0000033	LOC120452239|XP_039492298.1|DSAN	LOC6538142|XP_002098676.1|DYAK
OG0000033	LOC120445509|XP_039481901.1|DSAN	LOC6530309|XP_039228670.1|DYAK
OG0000033	LOC120443742|XP_039478933.1|DSAN	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC120443740|XP_039478930.1|DSAN	LOC6528344|XP_002089397.2|DYAK
OG0000033	LOC120443741|XP_039478932.1|DSAN	LOC6528350|XP_002089399.1|DYAK
