Orthogroup	DSAN.longest_only	DGUA.longest_only
OG0000012	LOC120446192|XP_039482973.1|DSAN	LOC117578828|XP_034120477.1|DGUA
OG0000012	LOC120446256|XP_039483062.1|DSAN	LOC117578831|XP_034120485.1|DGUA
OG0000012	LOC120444865|XP_039480765.1|DSAN	LOC117585406|XP_034130769.1|DGUA
OG0000012	LOC120445730|XP_039482234.1|DSAN	LOC117592596|XP_034142370.1|DGUA
OG0000012	LOC120446629|XP_039483624.1|DSAN	LOC117592593|XP_034142368.1|DGUA
OG0000012	LOC120446410|XP_039483290.1|DSAN, LOC120445226|XP_039481417.1|DSAN	LOC117592595|XP_034142369.1|DGUA
OG0000012	LOC120446006|XP_039482689.1|DSAN	LOC117592597|XP_034142371.1|DGUA
OG0000012	LOC120446007|XP_039482691.1|DSAN	LOC117592598|XP_034142372.1|DGUA
OG0000013	LOC120444466|XP_039480072.1|DSAN	LOC117592555|XP_034142321.1|DGUA
OG0000013	LOC120456796|XP_039499752.1|DSAN	LOC117590521|XP_034139126.1|DGUA
OG0000013	LOC120450753|XP_039489810.1|DSAN	LOC117585977|XP_034131683.1|DGUA
OG0000013	LOC120447659|XP_039485107.1|DSAN	LOC117580093|XP_034122238.1|DGUA
OG0000013	LOC120450808|XP_039489911.1|DSAN	LOC117589807|XP_034137915.1|DGUA
OG0000013	LOC120452623|XP_039492863.1|DSAN	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA
OG0000013	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN, LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN	LOC117583601|XP_034127885.1|DGUA
OG0000015	LOC120445789|XP_039482329.1|DSAN	LOC117588212|XP_034135242.1|DGUA
OG0000016	LOC120451140|XP_039490495.1|DSAN	LOC117589945|XP_034138127.1|DGUA
OG0000016	LOC120444605|XP_039480314.1|DSAN	LOC117587659|XP_034134479.1|DGUA
OG0000016	LOC120454635|XP_039496058.1|DSAN	LOC117583582|XP_034127854.1|DGUA
OG0000016	LOC120445231|XP_039481423.1|DSAN	LOC117592229|XP_034141753.1|DGUA
OG0000016	LOC120457379|XP_039500852.1|DSAN	LOC117581434|XP_034124497.1|DGUA
OG0000016	LOC120444059|XP_039479503.1|DSAN	LOC117588507|XP_034135722.1|DGUA
OG0000016	LOC120450954|XP_039490174.1|DSAN	LOC117585750|XP_034131294.1|DGUA
OG0000016	LOC120450393|XP_039489322.1|DSAN	LOC117579173|XP_034120827.1|DGUA
OG0000017	LOC120458133|XP_039501613.1|DSAN	LOC117582389|XP_034125960.1|DGUA
OG0000017	LOC120453270|XP_039493835.1|DSAN	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA
OG0000017	LOC120452471|XP_039492644.1|DSAN, LOC120452472|XP_039492645.1|DSAN	LOC117583173|XP_034127261.1|DGUA
OG0000017	LOC120445309|XP_039481553.1|DSAN	LOC117580469|XP_034122942.1|DGUA
OG0000017	LOC120454864|XP_039496354.1|DSAN	LOC117583419|XP_034127607.1|DGUA
OG0000017	LOC120445308|XP_039481552.1|DSAN	LOC117592152|XP_034141609.1|DGUA
OG0000017	LOC120454377|XP_039495551.1|DSAN	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA
OG0000018	LOC120448958|XP_039487148.1|DSAN	LOC117587357|XP_034133889.1|DGUA
OG0000018	LOC120449281|XP_039487598.1|DSAN	LOC117587353|XP_034133885.1|DGUA
OG0000018	LOC120447671|XP_039485130.1|DSAN	LOC117587358|XP_034133890.1|DGUA
OG0000018	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN	LOC117587361|XP_034133894.1|DGUA
OG0000019	LOC120453199|XP_039493718.1|DSAN	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA
OG0000019	LOC120453194|XP_039493696.1|DSAN	LOC117583705|XP_034128081.1|DGUA
OG0000019	LOC120453200|XP_039493720.1|DSAN	LOC117583723|XP_034128130.1|DGUA
OG0000019	LOC120453203|XP_039493724.1|DSAN, LOC120453198|XP_039493717.1|DSAN	LOC117583722|XP_034128122.1|DGUA
OG0000020	LOC120451285|XP_039490765.1|DSAN	LOC117583658|XP_034128012.1|DGUA
OG0000020	LOC120445014|XP_039481012.1|DSAN	LOC117578526|XP_034119977.1|DGUA
OG0000020	LOC120444384|XP_039479923.1|DSAN, LOC120445506|XP_039481897.1|DSAN, LOC120445000|XP_039480984.1|DSAN	LOC117587736|XP_034134545.1|DGUA
OG0000020	LOC120450860|XP_039490007.1|DSAN	LOC117586337|XP_034132223.1|DGUA
OG0000020	LOC120453863|XP_039494701.1|DSAN	LOC117590165|XP_034138451.1|DGUA
OG0000020	LOC120457706|XP_039501135.1|DSAN	LOC117584402|XP_034129156.1|DGUA
OG0000021	LOC120458794|XP_039502520.1|DSAN	LOC117578555|XP_034120019.1|DGUA
OG0000021	LOC120445641|XP_039482116.1|DSAN	LOC117580314|XP_034122704.1|DGUA
OG0000021	LOC120445227|XP_039481419.1|DSAN	LOC117580733|XP_034123298.1|DGUA
OG0000021	LOC120456405|XP_039499169.1|DSAN	LOC117590869|XP_034139782.1|DGUA
OG0000021	LOC120450748|XP_039489804.1|DSAN	LOC117585696|XP_034131203.1|DGUA
OG0000021	LOC120454061|XP_039495000.1|DSAN	LOC117582802|XP_034126721.1|DGUA
OG0000022	LOC120445477|XP_039481858.1|DSAN	LOC117585826|XP_034131453.1|DGUA
OG0000022	LOC120449728|XP_039488291.1|DSAN	LOC117587283|XP_034133760.1|DGUA
OG0000022	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN	LOC117587284|XP_034133762.1|DGUA
OG0000022	LOC120449729|XP_039488292.1|DSAN	LOC117587282|XP_034133759.1|DGUA
OG0000023	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN	LOC117586396|XP_034132318.1|DGUA
OG0000023	LOC120454388|XP_039495572.1|DSAN	LOC117586008|XP_034131728.1|DGUA
OG0000023	LOC120444959|XP_039480909.1|DSAN	LOC117591288|XP_034140381.1|DGUA
OG0000023	LOC120453781|XP_039494563.1|DSAN	LOC117586007|XP_034131727.1|DGUA
OG0000023	LOC120453806|XP_039494614.1|DSAN	LOC117586005|XP_034131725.1|DGUA
OG0000023	LOC120450927|XP_039490127.1|DSAN	LOC117586006|XP_034131726.1|DGUA
OG0000023	LOC120453011|XP_039493460.1|DSAN	LOC117586004|XP_034131723.1|DGUA
OG0000023	LOC120450929|XP_039490129.1|DSAN	LOC117586277|XP_034132120.1|DGUA
OG0000024	LOC120445294|XP_039481531.1|DSAN	LOC117580035|XP_034122157.1|DGUA
OG0000024	LOC120445292|XP_039481529.1|DSAN	LOC117580026|XP_034122146.1|DGUA
OG0000024	LOC120445293|XP_039481530.1|DSAN	LOC117580040|XP_034122171.1|DGUA
OG0000024	LOC120446616|XP_039483595.1|DSAN	LOC117591149|XP_034140151.1|DGUA
OG0000024	LOC120446257|XP_039483064.1|DSAN	LOC117578502|XP_034119928.1|DGUA
OG0000024	LOC120446965|XP_039484167.1|DSAN	LOC117592048|XP_034141425.1|DGUA
OG0000025	LOC120456451|XP_039499224.1|DSAN	LOC117590412|XP_034138901.1|DGUA
OG0000025	LOC120457929|XP_039501366.1|DSAN	LOC117591670|XP_034140884.1|DGUA
OG0000026	LOC120456669|XP_039499542.1|DSAN	LOC117588644|XP_034135968.1|DGUA
OG0000026	LOC120458576|XP_039502209.1|DSAN	LOC117588100|XP_034135061.1|DGUA
OG0000026	LOC120456651|XP_039499515.1|DSAN	LOC117581101|XP_034123883.1|DGUA
OG0000026	LOC120453885|XP_039494736.1|DSAN	LOC117589578|XP_034137528.1|DGUA
OG0000027	LOC120458674|XP_039502344.1|DSAN	LOC117581694|XP_034124962.1|DGUA
OG0000027	LOC120458543|XP_039502157.1|DSAN	LOC117582236|XP_034125737.1|DGUA
OG0000027	LOC120458684|XP_039502355.1|DSAN	LOC117581693|XP_034124961.1|DGUA
OG0000028	LOC120447587|XP_039484989.1|DSAN	LOC117579887|XP_034121914.1|DGUA
OG0000028	LOC120447866|XP_039485407.1|DSAN	LOC117588956|XP_034136434.1|DGUA
OG0000029	LOC120450915|XP_039490111.1|DSAN, LOC120445653|XP_039482132.1|DSAN	LOC117592282|XP_034141836.1|DGUA
OG0000029	LOC120452245|XP_039492306.1|DSAN	LOC117589682|XP_034137727.1|DGUA
OG0000029	LOC120448524|XP_039486496.1|DSAN	LOC117579424|XP_034121195.1|DGUA
OG0000030	LOC120458016|XP_039501452.1|DSAN	LOC117582242|XP_034125744.1|DGUA
OG0000030	LOC120458849|XP_039502609.1|DSAN	LOC117584551|XP_034129394.1|DGUA
OG0000030	LOC120445779|XP_039482317.1|DSAN	LOC117580408|XP_034122850.1|DGUA
OG0000030	LOC120455262|XP_039497197.1|DSAN	LOC117580802|XP_034123393.1|DGUA
OG0000030	LOC120456032|XP_039498536.1|DSAN	LOC117581439|XP_034124532.1|DGUA
OG0000031	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN, LOC120443942|XP_039479323.1|DSAN	LOC117584126|XP_034128769.1|DGUA
OG0000031	LOC120456119|XP_039498683.1|DSAN	LOC117584798|XP_034129808.1|DGUA
OG0000032	LOC120451694|XP_039491522.1|DSAN	LOC117583029|XP_034127075.1|DGUA
OG0000032	LOC120453292|XP_039493855.1|DSAN	LOC117583030|XP_034127077.1|DGUA
OG0000032	LOC120453066|XP_039493525.1|DSAN	LOC117583031|XP_034127078.1|DGUA
OG0000032	LOC120451410|XP_039491015.1|DSAN	LOC117583028|XP_034127074.1|DGUA
OG0000032	LOC120451635|XP_039491427.1|DSAN	LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA
OG0000033	LOC120452564|XP_039492778.1|DSAN, LOC120452239|XP_039492298.1|DSAN	LOC117583114|XP_034127189.1|DGUA
OG0000033	LOC120443742|XP_039478933.1|DSAN	LOC117578485|XP_034119909.1|DGUA
OG0000033	LOC120443741|XP_039478932.1|DSAN	LOC117578484|XP_034119908.1|DGUA
OG0000033	LOC120447695|XP_039485159.1|DSAN, LOC120452485|XP_039492667.1|DSAN, LOC120446152|XP_039482915.1|DSAN, LOC120446144|XP_039482905.1|DSAN	LOC117589901|XP_034138062.1|DGUA
OG0000034	LOC120445348|XP_039481622.1|DSAN, LOC120447094|XP_039484434.1|DSAN	LOC117584525|XP_034129365.1|DGUA
OG0000034	LOC120447093|XP_039484433.1|DSAN	LOC117584539|XP_034129382.1|DGUA
OG0000034	LOC120447092|XP_039484432.1|DSAN	LOC117584364|XP_034129093.1|DGUA
OG0000034	LOC120453778|XP_039494559.1|DSAN, LOC120445471|XP_039481849.1|DSAN, LOC120452815|XP_039493155.1|DSAN, LOC120452816|XP_039493156.1|DSAN	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA
OG0000034	LOC120458883|XP_039502653.1|DSAN	LOC117588068|XP_034135019.1|DGUA
OG0000036	LOC120453442|XP_039494083.1|DSAN	LOC117586375|XP_034132294.1|DGUA
OG0000036	LOC120450981|XP_039490212.1|DSAN	LOC117589622|XP_034137600.1|DGUA
OG0000036	LOC120452669|XP_039492941.1|DSAN	LOC117590096|XP_034138331.1|DGUA
OG0000036	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN	LOC117583751|XP_034128161.1|DGUA
OG0000037	LOC120445359|XP_039481651.1|DSAN	LOC117581190|XP_034124041.1|DGUA
OG0000037	LOC120451056|XP_039490346.1|DSAN, LOC120451055|XP_039490345.1|DSAN	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA
OG0000038	LOC120447582|XP_039484984.1|DSAN	LOC117579886|XP_034121913.1|DGUA
OG0000038	LOC120448623|XP_039486674.1|DSAN	LOC117579879|XP_034121893.1|DGUA
OG0000039	LOC120453556|XP_039494243.1|DSAN	LOC117586049|XP_034131784.1|DGUA
OG0000039	LOC120456815|XP_039499797.1|DSAN	LOC117590455|XP_034138980.1|DGUA
OG0000039	LOC120456766|XP_039499698.1|DSAN	LOC117590456|XP_034138981.1|DGUA
OG0000039	LOC120455951|XP_039498428.1|DSAN	LOC117588357|XP_034135459.1|DGUA
OG0000040	LOC120453842|XP_039494671.1|DSAN	LOC117586415|XP_034132343.1|DGUA
OG0000040	LOC120453227|XP_039493756.1|DSAN	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA
OG0000040	LOC120453230|XP_039493764.1|DSAN	LOC117585623|XP_034131079.1|DGUA
OG0000040	LOC120453844|XP_039494674.1|DSAN	LOC117585926|XP_034131583.1|DGUA
OG0000040	LOC120453843|XP_039494672.1|DSAN	LOC117586490|XP_034132479.1|DGUA
OG0000040	LOC120453846|XP_039494677.1|DSAN	LOC117585962|XP_034131662.1|DGUA
OG0000040	LOC120454621|XP_039496023.1|DSAN	LOC117583720|XP_034128120.1|DGUA
OG0000041	LOC120452967|XP_039493393.1|DSAN, LOC120452968|XP_039493395.1|DSAN, LOC120451583|XP_039491328.1|DSAN, LOC120453870|XP_039494709.1|DSAN	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA
OG0000041	LOC120453724|XP_039494486.1|DSAN	LOC117585914|XP_034131569.1|DGUA
OG0000042	LOC120456654|XP_039499520.1|DSAN	LOC117588578|XP_034135864.1|DGUA
OG0000042	LOC120446237|XP_039483042.1|DSAN	LOC117592397|XP_034142005.1|DGUA
OG0000042	LOC120446238|XP_039483043.1|DSAN	LOC117592396|XP_034142004.1|DGUA
OG0000042	LOC120446233|XP_039483037.1|DSAN, LOC120446235|XP_039483039.1|DSAN, LOC120446236|XP_039483040.1|DSAN	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA
OG0000042	LOC120446234|XP_039483038.1|DSAN	LOC117592399|XP_034142008.1|DGUA
OG0000043	LOC120453988|XP_039494877.1|DSAN	LOC117585018|XP_034130150.1|DGUA
OG0000043	LOC120453019|XP_039493471.1|DSAN	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA
OG0000043	LOC120453637|XP_039494364.1|DSAN	LOC117585502|XP_034130891.1|DGUA
OG0000043	LOC120452792|XP_039493119.1|DSAN, LOC120454041|XP_039494968.1|DSAN, LOC120452693|XP_039492981.1|DSAN	LOC117584981|XP_034130079.1|DGUA
OG0000043	LOC120453380|XP_039493988.1|DSAN	LOC117585441|XP_034130807.1|DGUA
OG0000044	LOC120452826|XP_039493165.1|DSAN	LOC117585917|XP_034131574.1|DGUA
OG0000044	LOC120453510|XP_039494189.1|DSAN, LOC120450906|XP_039490090.1|DSAN	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA
OG0000044	LOC120451723|XP_039491559.1|DSAN, LOC120453660|XP_039494388.1|DSAN, LOC120453780|XP_039494561.1|DSAN	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA
OG0000044	LOC120453569|XP_039494260.1|DSAN	LOC117590011|XP_034138189.1|DGUA
OG0000045	LOC120448397|XP_039486321.1|DSAN	LOC117586936|XP_034133192.1|DGUA
OG0000045	LOC120449198|XP_039487495.1|DSAN, LOC120449034|XP_039487251.1|DSAN	LOC117587010|XP_034133310.1|DGUA
OG0000045	LOC120448761|XP_039486880.1|DSAN	LOC117579473|XP_034121255.1|DGUA
OG0000045	LOC120448760|XP_039486879.1|DSAN	LOC117579463|XP_034121242.1|DGUA
OG0000046	LOC120451867|XP_039491805.1|DSAN	LOC117589785|XP_034137874.1|DGUA
OG0000046	LOC120455081|XP_039496878.1|DSAN, LOC120455080|XP_039496876.1|DSAN	LOC117591350|XP_034140469.1|DGUA
OG0000046	LOC120453874|XP_039494712.1|DSAN, LOC120454242|XP_039495288.1|DSAN, LOC120453872|XP_039494711.1|DSAN, LOC120453971|XP_039494857.1|DSAN, LOC120451794|XP_039491681.1|DSAN, LOC120446793|XP_039483883.1|DSAN	LOC117583276|XP_034127392.1|DGUA
OG0000047	LOC120446362|XP_039483228.1|DSAN	LOC117591384|XP_034140523.1|DGUA
OG0000047	LOC120446445|XP_039483359.1|DSAN	LOC117592295|XP_034141855.1|DGUA
OG0000047	LOC120447165|XP_039484555.1|DSAN	LOC117582832|XP_034126782.1|DGUA
OG0000047	LOC120449448|XP_039487853.1|DSAN	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA
OG0000047	LOC120446374|XP_039483239.1|DSAN	LOC117591732|XP_034140939.1|DGUA
OG0000047	LOC120450023|XP_039488699.1|DSAN	LOC117580178|XP_034122428.1|DGUA
OG0000048	LOC120448637|XP_039486695.1|DSAN, LOC120448833|XP_039486966.1|DSAN	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA
OG0000048	LOC120447858|XP_039485399.1|DSAN	LOC117589276|XP_034136957.1|DGUA
OG0000048	LOC120447864|XP_039485406.1|DSAN	LOC117588957|XP_034136435.1|DGUA
OG0000049	LOC120451912|XP_039491855.1|DSAN	LOC117583088|XP_034127157.1|DGUA
OG0000049	LOC120454479|XP_039495747.1|DSAN	LOC117583087|XP_034127156.1|DGUA
OG0000049	LOC120451908|XP_039491850.1|DSAN	LOC117583320|XP_034127470.1|DGUA
OG0000049	LOC120451909|XP_039491851.1|DSAN	LOC117583322|XP_034127471.1|DGUA
OG0000049	LOC120451911|XP_039491854.1|DSAN	LOC117583323|XP_034127472.1|DGUA
OG0000049	LOC120454478|XP_039495745.1|DSAN	LOC117583085|XP_034127153.1|DGUA
OG0000050	LOC120444560|XP_039480251.1|DSAN	LOC117592164|XP_034141627.1|DGUA
OG0000050	LOC120450200|XP_039489002.1|DSAN	LOC117580439|XP_034122886.1|DGUA
OG0000050	LOC120450145|XP_039488909.1|DSAN	LOC117580435|XP_034122881.1|DGUA
OG0000050	LOC120450199|XP_039489001.1|DSAN	LOC117580059|XP_034122189.1|DGUA
OG0000050	LOC120449121|XP_039487366.1|DSAN	LOC117580437|XP_034122884.1|DGUA, LOC117580438|XP_034122885.1|DGUA
OG0000050	LOC120450198|XP_039489000.1|DSAN	LOC117580434|XP_034122880.1|DGUA
OG0000050	LOC120449122|XP_039487368.1|DSAN	LOC117580436|XP_034122883.1|DGUA
OG0000051	LOC120454079|XP_039495023.1|DSAN	LOC117584976|XP_034130071.1|DGUA
OG0000051	LOC120450805|XP_039489908.1|DSAN	LOC117589573|XP_034137517.1|DGUA, LOC117589575|XP_034137522.1|DGUA
