Orthogroup	DSAN.longest_only	DMEL.longest_only
OG0000000	LOC120453562|XP_039494248.1|DSAN	CG33927|NP_001027147.1|DMEL
OG0000000	LOC120447885|XP_039485430.1|DSAN	CG33796|NP_001027128.1|DMEL
OG0000000	LOC120447884|XP_039485429.1|DSAN	CG33795|NP_001027129.2|DMEL
OG0000000	LOC120448603|XP_039486639.1|DSAN	CG33725|NP_001027125.1|DMEL
OG0000002	LOC120446478|XP_039483414.1|DSAN	CG5550|NP_001246376.1|DMEL
OG0000002	LOC120444309|XP_039479784.1|DSAN	CG30281|NP_726164.1|DMEL
OG0000002	LOC120444310|XP_039479789.1|DSAN	CG30280|NP_611641.6|DMEL
OG0000002	LOC120449620|XP_039488138.1|DSAN	CG7668|NP_649170.1|DMEL
OG0000002	LOC120443706|XP_039478879.1|DSAN	CG9500|NP_609018.3|DMEL
OG0000003	LOC120446974|XP_039484179.1|DSAN	Cyp6a9|NP_523748.2|DMEL
OG0000003	LOC120446687|XP_039483714.1|DSAN	Cyp6a21|NP_611003.2|DMEL
OG0000003	LOC120452715|XP_039493011.1|DSAN	Cyp6a18|NP_651563.1|DMEL
OG0000003	LOC120446686|XP_039483713.1|DSAN	Cyp6a8|NP_523749.2|DMEL
OG0000003	LOC120451297|XP_039490798.1|DSAN, LOC120458649|XP_039502315.1|DSAN	Cyp6a2|NP_523628.1|DMEL
OG0000003	LOC120446973|XP_039484178.1|DSAN	Cyp6a23|NP_611000.2|DMEL
OG0000003	LOC120446976|XP_039484181.1|DSAN	Cyp6a17|NP_652018.1|DMEL
OG0000003	LOC120446975|XP_039484180.1|DSAN	Cyp6a19|NP_611001.2|DMEL
OG0000003	LOC120446977|XP_039484182.1|DSAN	Cyp6a22|NP_652075.1|DMEL
OG0000003	LOC120458379|XP_039501933.1|DSAN	Cyp6a13|NP_610390.1|DMEL
OG0000003	LOC120458775|XP_039502488.1|DSAN	Cyp6a16|NP_001285631.1|DMEL
OG0000004	LOC120457677|XP_039501102.1|DSAN, LOC120457917|XP_039501356.1|DSAN, LOC120457922|XP_039501362.1|DSAN, LOC120457921|XP_039501361.1|DSAN, LOC120457915|XP_039501354.1|DSAN, LOC120457914|XP_039501353.1|DSAN, LOC120457919|XP_039501359.1|DSAN, LOC120446198|XP_039482981.1|DSAN, LOC120457920|XP_039501360.1|DSAN, LOC120457916|XP_039501355.1|DSAN, LOC120457918|XP_039501357.1|DSAN, LOC120457924|XP_039501363.1|DSAN, LOC120457925|XP_039501364.1|DSAN	His1_CG33834|NP_001027334.1|DMEL, His1_CG33813|NP_001027299.1|DMEL, His1_CG33852|NP_001027364.1|DMEL, His1_CG33846|NP_001027354.1|DMEL, His1_CG33828|NP_001027324.1|DMEL, His1_CG33819|NP_001027309.1|DMEL, His1_CG33855|NP_001027369.1|DMEL, His1_CG33837|NP_001027339.1|DMEL, His1_CG33861|NP_001027379.1|DMEL, His1_CG33831|NP_001027329.1|DMEL, His1_CG33843|NP_001027349.1|DMEL, His1_CG33864|NP_001027384.1|DMEL, His1_CG33858|NP_001027374.1|DMEL, His1_CG33810|NP_001027295.1|DMEL, His1_CG33840|NP_001027344.1|DMEL, His1_CG33804|NP_001027286.1|DMEL, His1_CG33801|NP_001027282.1|DMEL, His1_CG33807|NP_001027290.1|DMEL, His1_CG33816|NP_001027304.1|DMEL, His1_CG33822|NP_001027314.1|DMEL, His1_CG33825|NP_001027319.1|DMEL, His1_CG33849|NP_001027359.1|DMEL, His1_CG31617|NP_724341.1|DMEL
OG0000005	LOC120445992|XP_039482658.1|DSAN	His2B_CG33890|NP_001027330.1|DMEL
OG0000005	LOC120457950|XP_039501390.1|DSAN	His2B_CG33900|NP_001027305.1|DMEL, His2B_CG33892|NP_001027325.1|DMEL
OG0000005	LOC120457673|XP_039501099.1|DSAN	His2B_CG33908|NP_001027287.1|DMEL
OG0000005	LOC120457947|XP_039501387.1|DSAN	His2B_CG33878|NP_001027360.1|DMEL
OG0000006	LOC120457932|XP_039501372.1|DSAN	His2A_CG33826|NP_001027321.1|DMEL
OG0000006	LOC120457930|XP_039501368.1|DSAN, LOC120457681|XP_039501104.1|DSAN, LOC120457931|XP_039501371.1|DSAN	His2A_CG33850|NP_001027361.1|DMEL
OG0000006	LOC120457670|XP_039501096.1|DSAN	His2A_CG33853|NP_001027366.1|DMEL, His2A_CG33856|NP_001027371.1|DMEL, His2A_CG33859|NP_001027376.1|DMEL
OG0000006	LOC120445991|XP_039482657.1|DSAN	His2A_CG33808|NP_001027292.1|DMEL
OG0000007	LOC120449593|XP_039488092.1|DSAN	Jon65Aiv|NP_648012.1|DMEL
OG0000007	LOC120449309|XP_039487635.1|DSAN	Jon65Aiii|NP_648013.1|DMEL
OG0000007	LOC120449521|XP_039487968.1|DSAN	yip7|NP_523944.1|DMEL
OG0000007	LOC120458533|XP_039502144.1|DSAN	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC120455948|XP_039498425.1|DSAN	Jon44E|NP_724699.1|DMEL
OG0000007	LOC120453614|XP_039494328.1|DSAN, LOC120453672|XP_039494416.1|DSAN	Jon99Cii|NP_524554.1|DMEL, Jon99Ciii|NP_733330.1|DMEL
OG0000007	LOC120458508|XP_039502112.1|DSAN	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC120448335|XP_039486223.1|DSAN	Jon66Cii|NP_648217.1|DMEL
OG0000007	LOC120448331|XP_039486219.1|DSAN	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC120450012|XP_039488670.1|DSAN	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC120449828|XP_039488411.1|DSAN	Jon65Aii|NP_648014.1|DMEL
OG0000007	LOC120449911|XP_039488536.1|DSAN	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC120451092|XP_039490416.1|DSAN	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC120449655|XP_039488186.1|DSAN	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC120449654|XP_039488185.1|DSAN	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC120458586|XP_039502222.1|DSAN	Crys|NP_476906.1|DMEL
OG0000008	LOC120449658|XP_039488188.1|DSAN	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC120456894|XP_039499926.1|DSAN	Cpr5C|NP_572266.1|DMEL
OG0000008	LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC120453056|XP_039493512.1|DSAN	Ccp84Ad|NP_649680.1|DMEL
OG0000008	LOC120453871|XP_039494710.1|DSAN	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC120453053|XP_039493508.1|DSAN	Ccp84Ac|NP_649681.1|DMEL
OG0000008	LOC120452274|XP_039492339.1|DSAN	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC120453887|XP_039494738.1|DSAN	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC120452846|XP_039493217.1|DSAN	CG11453|NP_650832.1|DMEL
OG0000009	LOC120453968|XP_039494853.1|DSAN	CG11391|NP_650830.1|DMEL
OG0000009	LOC120454581|XP_039495924.1|DSAN	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC120452847|XP_039493218.1|DSAN	CG11407|NP_650831.1|DMEL
OG0000009	LOC120447920|XP_039485510.1|DSAN	CG5568|NP_647992.1|DMEL
OG0000009	LOC120447921|XP_039485511.1|DSAN	CG18586|NP_647993.2|DMEL
OG0000009	LOC120446532|XP_039483479.1|DSAN	CG4563|NP_611913.1|DMEL
OG0000009	LOC120453301|XP_039493868.1|DSAN	CG4830|NP_650160.1|DMEL
OG0000009	LOC120445192|XP_039481349.1|DSAN	CG8834|NP_610779.1|DMEL
OG0000010	LOC120446204|XP_039482989.1|DSAN	His4_CG33903|NP_001027297.1|DMEL, His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL, His4_CG33871|NP_001027377.1|DMEL, His4_CG33887|NP_001027337.1|DMEL
OG0000010	LOC120457684|XP_039501107.1|DSAN	His4_CG33885|NP_001027342.1|DMEL, His4_CG33909|NP_001027284.1|DMEL, His4_CG33891|NP_001027327.1|DMEL, His4_CG31611|NP_724344.1|DMEL
OG0000010	LOC120457967|XP_039501402.1|DSAN	His4_CG33899|NP_001027307.1|DMEL
OG0000011	LOC120458388|XP_039501941.1|DSAN	CG44002|NP_608754.1|DMEL
OG0000011	LOC120458044|XP_039501490.1|DSAN	CG15436|NP_608840.1|DMEL
OG0000011	LOC120449699|XP_039488248.1|DSAN	Neu2|NP_649316.1|DMEL
OG0000011	LOC120454945|XP_039496647.1|DSAN	CG4318|NP_572860.2|DMEL
OG0000011	LOC120449538|XP_039487994.1|DSAN	CG17361|NP_648678.3|DMEL
OG0000011	LOC120449537|XP_039487993.1|DSAN	CG17359|NP_648679.1|DMEL
OG0000011	LOC120452178|XP_039492220.1|DSAN	CG8319|NP_649920.2|DMEL
OG0000012	LOC120445821|XP_039482372.1|DSAN	CG9416|NP_611415.2|DMEL
OG0000012	LOC120445820|XP_039482371.1|DSAN	CG10051|NP_611414.1|DMEL
OG0000012	LOC120446192|XP_039482973.1|DSAN	CG11961|NP_725876.1|DMEL
OG0000012	LOC120446256|XP_039483062.1|DSAN	CG10062|NP_001261089.1|DMEL
OG0000012	LOC120444865|XP_039480765.1|DSAN	CG10073|NP_001261090.1|DMEL
OG0000012	LOC120445730|XP_039482234.1|DSAN	CG30047|NP_725141.1|DMEL
OG0000012	LOC120446629|XP_039483624.1|DSAN	CG30049|NP_725142.3|DMEL
OG0000012	LOC120446410|XP_039483290.1|DSAN	CG30043|NP_725143.1|DMEL
OG0000012	LOC120446006|XP_039482689.1|DSAN	CG33012|NP_788335.2|DMEL
OG0000012	LOC120446007|XP_039482691.1|DSAN	CG13160|NP_001260918.1|DMEL
OG0000013	LOC120444466|XP_039480072.1|DSAN	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC120456796|XP_039499752.1|DSAN	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC120450753|XP_039489810.1|DSAN	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC120447659|XP_039485107.1|DSAN	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC120450808|XP_039489911.1|DSAN	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC120452623|XP_039492863.1|DSAN	Hsp68|NP_524474.1|DMEL
OG0000013	LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC120446987|XP_039484221.1|DSAN	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC120456360|XP_039499095.1|DSAN	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC120458799|XP_039502526.1|DSAN	CG15358|NP_608629.3|DMEL
OG0000015	LOC120458791|XP_039502509.1|DSAN	CG15818|NP_609116.1|DMEL
OG0000015	LOC120445789|XP_039482329.1|DSAN	CG7763|NP_001356891.1|DMEL
OG0000016	LOC120451140|XP_039490495.1|DSAN	Act87E|NP_477091.1|DMEL
OG0000016	LOC120444605|XP_039480314.1|DSAN	Act57B|NP_523800.1|DMEL
OG0000016	LOC120454635|XP_039496058.1|DSAN	Arp1|NP_524331.2|DMEL
OG0000016	LOC120445231|XP_039481423.1|DSAN	Arp53D|NP_477037.2|DMEL
OG0000016	LOC120457379|XP_039500852.1|DSAN	Act5C|NP_511052.1|DMEL
OG0000016	LOC120444059|XP_039479503.1|DSAN	Act42A|NP_523625.1|DMEL
OG0000016	LOC120450954|XP_039490174.1|DSAN	Act88F|NP_524367.1|DMEL
OG0000016	LOC120450393|XP_039489322.1|DSAN	Act79B|NP_524210.1|DMEL
OG0000017	LOC120456210|XP_039498824.1|DSAN	Or7a|NP_511081.1|DMEL
OG0000017	LOC120458133|XP_039501613.1|DSAN	Or43b|NP_523656.2|DMEL
OG0000017	LOC120453270|XP_039493835.1|DSAN	Or42a|NP_523622.2|DMEL
OG0000017	LOC120452397|XP_039492549.1|DSAN	Or85a|NP_524277.1|DMEL
OG0000017	LOC120452472|XP_039492645.1|DSAN	Or98a|NP_524536.2|DMEL
OG0000017	LOC120445309|XP_039481553.1|DSAN	Or59b|NP_523822.1|DMEL
OG0000017	LOC120454864|XP_039496354.1|DSAN	Or42b|NP_523624.2|DMEL
OG0000017	LOC120445308|XP_039481552.1|DSAN	Or59c|NP_523823.1|DMEL
OG0000017	LOC120454377|XP_039495551.1|DSAN	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC120448958|XP_039487148.1|DSAN	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC120449281|XP_039487598.1|DSAN	Cpr65Ax1|NP_001097523.1|DMEL, Cpr65Ax2|NP_652660.1|DMEL
OG0000018	LOC120447671|XP_039485130.1|DSAN	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN	Lcp65Ag1|NP_477273.1|DMEL, Lcp65Ag2|NP_477272.1|DMEL, Lcp65Ag3|NP_652662.1|DMEL
OG0000019	LOC120453199|XP_039493718.1|DSAN	CG6283|NP_651524.1|DMEL
OG0000019	LOC120453201|XP_039493721.1|DSAN	CG17192|NP_651522.1|DMEL
OG0000019	LOC120453202|XP_039493723.1|DSAN	CG17191|NP_651523.1|DMEL
OG0000019	LOC120453194|XP_039493696.1|DSAN	CG6296|NP_651520.1|DMEL
OG0000019	LOC120453200|XP_039493720.1|DSAN	CG6295|NP_651521.1|DMEL
OG0000019	LOC120453203|XP_039493724.1|DSAN	CG6277|NP_651525.1|DMEL
OG0000019	LOC120453198|XP_039493717.1|DSAN	CG6271|NP_651526.1|DMEL
OG0000020	LOC120451285|XP_039490765.1|DSAN	rdog|NP_651678.1|DMEL
OG0000020	LOC120445014|XP_039481012.1|DSAN	CG10505|NP_611571.2|DMEL
OG0000020	LOC120444384|XP_039479923.1|DSAN	CG31792|NP_724148.2|DMEL
OG0000020	LOC120445506|XP_039481897.1|DSAN	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC120445000|XP_039480984.1|DSAN	CG7627|NP_001245943.1|DMEL
OG0000020	LOC120450860|XP_039490007.1|DSAN	CG4562|NP_001262747.1|DMEL
OG0000020	LOC120453863|XP_039494701.1|DSAN	Mrp4|NP_650086.2|DMEL
OG0000020	LOC120457706|XP_039501135.1|DSAN	CG9270|NP_995741.2|DMEL
OG0000020	LOC120444385|XP_039479926.1|DSAN	CG31793|NP_609930.4|DMEL
OG0000021	LOC120458794|XP_039502520.1|DSAN	PpD6|NP_524947.1|DMEL
OG0000021	LOC120445641|XP_039482116.1|DSAN	PpN58A|NP_477384.1|DMEL
OG0000021	LOC120445227|XP_039481419.1|DSAN	PpD5|NP_524707.1|DMEL
OG0000021	LOC120444372|XP_039479913.1|DSAN	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC120456405|XP_039499169.1|DSAN	flw|NP_727418.1|DMEL
OG0000021	LOC120450748|XP_039489804.1|DSAN	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC120454061|XP_039495000.1|DSAN	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC120456471|XP_039499263.1|DSAN	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC120445477|XP_039481858.1|DSAN	CG7798|NP_611098.1|DMEL
OG0000022	LOC120449728|XP_039488291.1|DSAN	LysX|NP_523881.1|DMEL
OG0000022	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN	LysD|NP_476823.1|DMEL
OG0000022	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN	LysS|NP_476829.1|DMEL
OG0000022	LOC120449729|XP_039488292.1|DSAN	LysP|NP_476828.1|DMEL
OG0000023	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC120454388|XP_039495572.1|DSAN	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC120444959|XP_039480909.1|DSAN	gas|NP_611678.1|DMEL
OG0000023	LOC120453781|XP_039494563.1|DSAN	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC120453806|XP_039494614.1|DSAN	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC120450927|XP_039490127.1|DSAN	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC120453011|XP_039493460.1|DSAN	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC120450929|XP_039490129.1|DSAN	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC120445294|XP_039481531.1|DSAN	betaTry|NP_524904.1|DMEL
OG0000024	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC120445292|XP_039481529.1|DSAN	alphaTry|NP_476771.1|DMEL
OG0000024	LOC120445293|XP_039481530.1|DSAN	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC120446616|XP_039483595.1|DSAN	CG17571|NP_610109.1|DMEL
OG0000024	LOC120446257|XP_039483064.1|DSAN	thetaTry|NP_523693.1|DMEL
OG0000024	LOC120446965|XP_039484167.1|DSAN	Ser8|NP_610874.1|DMEL
OG0000025	LOC120456451|XP_039499224.1|DSAN	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000025	LOC120457929|XP_039501366.1|DSAN	His3_CG33848|NP_001027358.1|DMEL, His3_CG33824|NP_001027318.1|DMEL, His3_CG33815|NP_001027303.1|DMEL, His3_CG33866|NP_001027387.1|DMEL, His3_CG33839|NP_001027343.1|DMEL
OG0000026	LOC120456669|XP_039499542.1|DSAN	antdh|NP_572695.2|DMEL
OG0000026	LOC120458576|XP_039502209.1|DSAN	CG9150|NP_608991.2|DMEL
OG0000026	LOC120456651|XP_039499515.1|DSAN	CG9360|NP_572746.1|DMEL
OG0000026	LOC120453885|XP_039494736.1|DSAN	CG3301|NP_650964.1|DMEL
OG0000027	LOC120458674|XP_039502344.1|DSAN	Acp1|NP_477115.1|DMEL
OG0000027	LOC120458543|XP_039502157.1|DSAN	CG7203|NP_609143.2|DMEL
OG0000027	LOC120458684|XP_039502355.1|DSAN	CG7214|NP_609141.1|DMEL
OG0000028	LOC120447587|XP_039484989.1|DSAN	CG14095|NP_649112.1|DMEL
OG0000028	LOC120447866|XP_039485407.1|DSAN	CG13068|NP_648856.1|DMEL
OG0000029	LOC120454032|XP_039494960.1|DSAN	CheA86a|NP_001027174.1|DMEL
OG0000029	LOC120450915|XP_039490111.1|DSAN	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC120445653|XP_039482132.1|DSAN	CheA56a|NP_001027438.1|DMEL
OG0000029	LOC120452245|XP_039492306.1|DSAN	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC120448524|XP_039486496.1|DSAN	CheA75a|NP_649035.2|DMEL
OG0000030	LOC120458250|XP_039501773.1|DSAN	Or33c|NP_523555.1|DMEL
OG0000030	LOC120458016|XP_039501452.1|DSAN	Or33a|NP_523553.1|DMEL
OG0000030	LOC120457864|XP_039501320.1|DSAN	Or33b|NP_523554.1|DMEL
OG0000030	LOC120458849|XP_039502609.1|DSAN	Or23a|NP_523458.3|DMEL
OG0000030	LOC120445779|XP_039482317.1|DSAN	Or59a|NP_523821.1|DMEL
OG0000030	LOC120455262|XP_039497197.1|DSAN	Or2a|NP_525046.1|DMEL
OG0000030	LOC120456032|XP_039498536.1|DSAN	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC120455351|XP_039497383.1|DSAN	CG4793|NP_723941.2|DMEL
OG0000031	LOC120443942|XP_039479323.1|DSAN	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC120446453|XP_039483382.1|DSAN	SPH93|NP_609840.1|DMEL
OG0000031	LOC120450501|XP_039489486.1|DSAN	CG14990|NP_647856.2|DMEL
OG0000031	LOC120458846|XP_039502606.1|DSAN	CG3117|NP_608722.2|DMEL
OG0000031	LOC120443941|XP_039479322.1|DSAN	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL
OG0000031	LOC120456119|XP_039498683.1|DSAN	CG5390|NP_609374.1|DMEL
OG0000032	LOC120451694|XP_039491522.1|DSAN	GstD1|NP_524326.1|DMEL
OG0000032	LOC120453292|XP_039493855.1|DSAN	GstD10|NP_652713.1|DMEL
OG0000032	LOC120451611|XP_039491379.1|DSAN	GstD9|NP_650181.1|DMEL
OG0000032	LOC120451410|XP_039491015.1|DSAN	GstD8|NP_524916.1|DMEL
OG0000032	LOC120451635|XP_039491427.1|DSAN	GstD7|NP_525114.1|DMEL
OG0000033	LOC120452239|XP_039492298.1|DSAN	CheB98a|NP_652269.3|DMEL
OG0000033	LOC120445509|XP_039481901.1|DSAN	CheB38c|NP_610061.2|DMEL
OG0000033	LOC120443742|XP_039478933.1|DSAN	CheB42c|NP_995764.2|DMEL
OG0000033	LOC120443740|XP_039478930.1|DSAN	CheB42b|NP_995763.1|DMEL
OG0000033	LOC120443741|XP_039478932.1|DSAN	CheB42a|NP_995765.1|DMEL
OG0000033	LOC120447695|XP_039485159.1|DSAN	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC120452485|XP_039492667.1|DSAN	CheB93b|NP_732641.2|DMEL
OG0000033	LOC120446152|XP_039482915.1|DSAN	CheB53b|NP_001014531.1|DMEL
OG0000033	LOC120446144|XP_039482905.1|DSAN	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC120445348|XP_039481622.1|DSAN	Ugt37C1|NP_525007.1|DMEL
OG0000034	LOC120447094|XP_039484434.1|DSAN	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC120447093|XP_039484433.1|DSAN	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC120447092|XP_039484432.1|DSAN	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC120445471|XP_039481849.1|DSAN	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC120452815|XP_039493155.1|DSAN	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC120452816|XP_039493156.1|DSAN	Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC120458883|XP_039502653.1|DSAN	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC120453442|XP_039494083.1|DSAN	Sp7|NP_649734.2|DMEL
OG0000036	LOC120450981|XP_039490212.1|DSAN	ea|NP_524362.2|DMEL
OG0000036	LOC120452669|XP_039492941.1|DSAN	MP1|NP_001303421.1|DMEL
OG0000036	LOC120454541|XP_039495854.1|DSAN	SPE|NP_651168.1|DMEL
OG0000037	LOC120445359|XP_039481651.1|DSAN	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC120451056|XP_039490346.1|DSAN	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC120451055|XP_039490345.1|DSAN	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC120447582|XP_039484984.1|DSAN	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC120448623|XP_039486674.1|DSAN	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC120453556|XP_039494243.1|DSAN	CG42564|NP_649651.2|DMEL
OG0000039	LOC120456815|XP_039499797.1|DSAN	Ag5r|NP_524770.1|DMEL
OG0000039	LOC120456766|XP_039499698.1|DSAN	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC120455951|XP_039498428.1|DSAN	CG32679|NP_727412.2|DMEL
OG0000040	LOC120453842|XP_039494671.1|DSAN	CG17803|NP_650657.2|DMEL
OG0000040	LOC120453227|XP_039493756.1|DSAN	CG6689|NP_650051.1|DMEL
OG0000040	LOC120453230|XP_039493764.1|DSAN	CG4820|NP_001097748.1|DMEL
OG0000040	LOC120453844|XP_039494674.1|DSAN	CG17806|NP_650658.1|DMEL
OG0000040	LOC120453843|XP_039494672.1|DSAN	CG17802|NP_650659.2|DMEL
OG0000040	LOC120453846|XP_039494677.1|DSAN	Odj|NP_650661.1|DMEL
OG0000040	LOC120454621|XP_039496023.1|DSAN	CG1792|NP_651878.1|DMEL
OG0000041	LOC120452967|XP_039493393.1|DSAN	CG31300|NP_651373.2|DMEL
OG0000041	LOC120452968|XP_039493395.1|DSAN	CG31104|NP_733090.1|DMEL
