Orthogroup	DSAN.longest_only	DMIR.longest_only
OG0000016	LOC120451140|XP_039490495.1|DSAN	LOC108156024|XP_017142762.1|DMIR
OG0000016	LOC120444605|XP_039480314.1|DSAN	LOC108160302|XP_017149703.1|DMIR, LOC117190705|XP_033251658.1|DMIR
OG0000016	LOC120454635|XP_039496058.1|DSAN	LOC108155657|XP_017142098.1|DMIR
OG0000016	LOC120445231|XP_039481423.1|DSAN	LOC108159552|XP_017148467.1|DMIR, LOC117192977|XP_033253595.1|DMIR
OG0000016	LOC120457379|XP_039500852.1|DSAN	LOC108154361|XP_017140118.1|DMIR
OG0000016	LOC120444059|XP_039479503.1|DSAN	LOC117193102|XP_033253716.1|DMIR, LOC117194496|XP_033254943.1|DMIR, LOC117195216|XP_033255740.1|DMIR, LOC108159228|XP_017147821.1|DMIR
OG0000016	LOC120450954|XP_039490174.1|DSAN	LOC108156493|XP_017143475.1|DMIR
OG0000016	LOC120450393|XP_039489322.1|DSAN	LOC108150995|XP_017134834.1|DMIR
OG0000017	LOC120456210|XP_039498824.1|DSAN	LOC108153009|XP_017138281.1|DMIR
OG0000017	LOC120458133|XP_039501613.1|DSAN	LOC108160150|XP_017149453.1|DMIR
OG0000017	LOC120453270|XP_039493835.1|DSAN	LOC108159969|XP_017149141.1|DMIR, LOC108158038|XP_017145672.2|DMIR
OG0000017	LOC120452471|XP_039492644.1|DSAN, LOC120452472|XP_039492645.1|DSAN	LOC108154022|XP_017139603.2|DMIR, LOC117191555|XP_033252276.1|DMIR
OG0000017	LOC120445309|XP_039481553.1|DSAN	LOC108160759|XP_017150448.1|DMIR
OG0000017	LOC120454864|XP_039496354.1|DSAN	LOC108159970|XP_017149142.1|DMIR
OG0000017	LOC120445308|XP_039481552.1|DSAN	LOC108157934|XP_017145566.1|DMIR
OG0000017	LOC120454377|XP_039495551.1|DSAN	LOC108161535|XP_017151304.1|DMIR, LOC108161536|XP_017151305.1|DMIR, LOC108161534|XP_017151303.1|DMIR
OG0000018	LOC120448958|XP_039487148.1|DSAN	LOC108150828|XP_017134625.1|DMIR
OG0000018	LOC120449281|XP_039487598.1|DSAN	LOC108165544|XP_017157106.1|DMIR
OG0000018	LOC120447671|XP_039485130.1|DSAN	LOC108150791|XP_017134583.1|DMIR
OG0000018	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN	LOC108150808|XP_017134601.1|DMIR, LOC108165552|XP_017157116.1|DMIR, LOC108165550|XP_017157115.1|DMIR, LOC108150800|XP_017134593.1|DMIR
OG0000019	LOC120453199|XP_039493718.1|DSAN	LOC108157046|XP_017144351.1|DMIR, LOC108157045|XP_017144349.1|DMIR, LOC108157044|XP_017144348.1|DMIR
OG0000019	LOC120453194|XP_039493696.1|DSAN	LOC108157037|XP_017144339.1|DMIR
OG0000019	LOC120453200|XP_039493720.1|DSAN	LOC108157043|XP_017144347.2|DMIR
OG0000019	LOC120453203|XP_039493724.1|DSAN, LOC120453198|XP_039493717.1|DSAN	LOC108157041|XP_017144346.1|DMIR, LOC108153982|XP_033245000.1|DMIR, LOC108157040|XP_017144345.2|DMIR
OG0000020	LOC120451285|XP_039490765.1|DSAN	LOC108156412|XP_017143346.1|DMIR
OG0000020	LOC120445014|XP_039481012.1|DSAN	LOC108159642|XP_033248178.1|DMIR
OG0000020	LOC120444384|XP_039479923.1|DSAN, LOC120445506|XP_039481897.1|DSAN, LOC120445000|XP_039480984.1|DSAN	LOC108163672|XP_017154587.1|DMIR
OG0000020	LOC120450860|XP_039490007.1|DSAN	LOC108155178|XP_017141337.1|DMIR
OG0000020	LOC120453863|XP_039494701.1|DSAN	LOC108156137|XP_017142939.1|DMIR
OG0000020	LOC120457706|XP_039501135.1|DSAN	LOC108163835|XP_033249247.1|DMIR
OG0000020	LOC120444385|XP_039479926.1|DSAN	LOC108163643|XP_017154542.1|DMIR
OG0000021	LOC120458794|XP_039502520.1|DSAN	LOC117188002|XP_033246994.1|DMIR, LOC108160898|XP_017150659.2|DMIR
OG0000021	LOC120445641|XP_039482116.1|DSAN	LOC108159581|XP_017148519.1|DMIR
OG0000021	LOC120445227|XP_039481419.1|DSAN	LOC108160670|XP_017150305.2|DMIR, LOC117188150|XP_033247446.1|DMIR
OG0000021	LOC120444372|XP_039479913.1|DSAN	LOC117185989|XP_033241901.1|DMIR, LOC108162397|XP_033252470.1|DMIR
OG0000021	LOC120456405|XP_039499169.1|DSAN	LOC108164567|XP_033246575.1|DMIR
OG0000021	LOC120450748|XP_039489804.1|DSAN	LOC108156061|XP_017142833.1|DMIR
OG0000021	LOC120454061|XP_039495000.1|DSAN	LOC108156847|XP_017144055.1|DMIR
OG0000021	LOC120456471|XP_039499263.1|DSAN	LOC108164951|XP_017156435.1|DMIR
OG0000022	LOC120445477|XP_039481858.1|DSAN	LOC108158428|XP_017146199.1|DMIR, LOC117193272|XP_033253907.1|DMIR, LOC117193269|XP_033253905.1|DMIR
OG0000022	LOC120449728|XP_039488291.1|DSAN	LOC108152468|XP_017137324.1|DMIR
OG0000022	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN	LOC108152474|XP_017137333.2|DMIR, LOC117186204|XP_033242420.1|DMIR, LOC108152475|XP_017137334.2|DMIR
OG0000022	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN	LOC108152470|XP_017137327.1|DMIR
OG0000022	LOC120449729|XP_039488292.1|DSAN	LOC108152469|XP_017137325.1|DMIR
OG0000023	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN	LOC108153857|XP_033244801.1|DMIR
OG0000023	LOC120454388|XP_039495572.1|DSAN	LOC108155685|XP_017142143.1|DMIR
OG0000023	LOC120444959|XP_039480909.1|DSAN	LOC108158830|XP_017147022.1|DMIR
OG0000023	LOC120453781|XP_039494563.1|DSAN	LOC108153856|XP_033244802.1|DMIR
OG0000023	LOC120453806|XP_039494614.1|DSAN	LOC108157164|XP_017144562.1|DMIR
OG0000023	LOC120450927|XP_039490127.1|DSAN	LOC108156708|XP_017143845.1|DMIR
OG0000023	LOC120453011|XP_039493460.1|DSAN	LOC108156707|XP_017143844.1|DMIR
OG0000023	LOC120450929|XP_039490129.1|DSAN	LOC108156709|XP_033245059.1|DMIR
OG0000024	LOC120445292|XP_039481529.1|DSAN	LOC108160883|XP_017150641.1|DMIR
OG0000024	LOC120445293|XP_039481530.1|DSAN	LOC117194102|XP_033254634.1|DMIR, LOC108160812|XP_017150524.1|DMIR
OG0000024	LOC120446616|XP_039483595.1|DSAN	LOC108161382|XP_017151119.1|DMIR
OG0000024	LOC120446257|XP_039483064.1|DSAN	LOC117194080|XP_033254609.1|DMIR, LOC108160979|XP_017150769.1|DMIR
OG0000024	LOC120446965|XP_039484167.1|DSAN	LOC108159455|XP_017148242.1|DMIR
OG0000025	LOC120456451|XP_039499224.1|DSAN	LOC108157728|XP_017145391.1|DMIR
OG0000025	LOC120457929|XP_039501366.1|DSAN	LOC108156793|XP_017143960.1|DMIR
OG0000026	LOC120456669|XP_039499542.1|DSAN	LOC108150850|XP_017134646.1|DMIR
OG0000026	LOC120458576|XP_039502209.1|DSAN	LOC108162957|XP_033248732.1|DMIR
OG0000026	LOC120456651|XP_039499515.1|DSAN	LOC108165129|XP_017156683.1|DMIR
OG0000026	LOC120453885|XP_039494736.1|DSAN	LOC108157162|XP_017144561.1|DMIR
OG0000027	LOC120458674|XP_039502344.1|DSAN	LOC108162948|XP_017153432.1|DMIR
OG0000027	LOC120458543|XP_039502157.1|DSAN	LOC108162949|XP_017153433.1|DMIR
OG0000027	LOC120458684|XP_039502355.1|DSAN	LOC108162947|XP_017153431.1|DMIR
OG0000028	LOC120447587|XP_039484989.1|DSAN	LOC108165421|XP_017156949.1|DMIR
OG0000028	LOC120447866|XP_039485407.1|DSAN	LOC108151302|XP_017135327.1|DMIR
OG0000029	LOC120450915|XP_039490111.1|DSAN, LOC120445653|XP_039482132.1|DSAN	LOC117191657|XP_033252354.1|DMIR, LOC108158000|XP_017145632.1|DMIR
OG0000029	LOC120452245|XP_039492306.1|DSAN	LOC108154578|XP_017140369.1|DMIR
OG0000029	LOC120448524|XP_039486496.1|DSAN	LOC108150820|XP_017134616.1|DMIR
OG0000030	LOC120458250|XP_039501773.1|DSAN	LOC108161306|XP_017151015.1|DMIR
OG0000030	LOC120458016|XP_039501452.1|DSAN	LOC108161304|XP_017151013.1|DMIR
OG0000030	LOC120457864|XP_039501320.1|DSAN	LOC108161303|XP_017151011.1|DMIR, LOC108161305|XP_017151014.1|DMIR
OG0000030	LOC120458849|XP_039502609.1|DSAN	LOC108161162|XP_017150872.2|DMIR
OG0000030	LOC120445779|XP_039482317.1|DSAN	LOC108160793|XP_017150492.1|DMIR
OG0000030	LOC120455262|XP_039497197.1|DSAN	LOC108151546|XP_033246807.1|DMIR
OG0000030	LOC120456032|XP_039498536.1|DSAN	LOC108154542|XP_017140365.1|DMIR
OG0000031	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN, LOC120443942|XP_039479323.1|DSAN	LOC108163859|XP_017154864.1|DMIR
OG0000031	LOC120450501|XP_039489486.1|DSAN, LOC120458846|XP_039502606.1|DSAN	LOC108161143|XP_033248838.1|DMIR, LOC108161141|XP_033248476.1|DMIR
OG0000031	LOC120456119|XP_039498683.1|DSAN	LOC108161610|XP_017151398.1|DMIR
OG0000032	LOC120451694|XP_039491522.1|DSAN	LOC108156619|XP_017143664.1|DMIR
OG0000032	LOC120453292|XP_039493855.1|DSAN	LOC108157651|XP_017145290.1|DMIR
OG0000032	LOC120453694|XP_039494449.1|DSAN	LOC108156621|XP_017143666.1|DMIR
OG0000032	LOC120451611|XP_039491379.1|DSAN	LOC108156620|XP_017143665.1|DMIR
OG0000032	LOC120451410|XP_039491015.1|DSAN	LOC108157634|XP_017145264.1|DMIR
OG0000032	LOC120451635|XP_039491427.1|DSAN	LOC108156618|XP_017143663.1|DMIR
OG0000033	LOC120452564|XP_039492778.1|DSAN, LOC120452239|XP_039492298.1|DSAN	LOC108156558|XP_017143572.1|DMIR
OG0000033	LOC120443742|XP_039478933.1|DSAN	LOC117189759|XP_033250731.1|DMIR, LOC108159420|XP_017148176.1|DMIR
OG0000033	LOC120443741|XP_039478932.1|DSAN	LOC117187710|XP_033246345.1|DMIR, LOC108159419|XP_017148175.2|DMIR
OG0000033	LOC120447695|XP_039485159.1|DSAN, LOC120452485|XP_039492667.1|DSAN, LOC120446152|XP_039482915.1|DSAN, LOC120446144|XP_039482905.1|DSAN	LOC108153999|XP_033244121.1|DMIR
OG0000034	LOC120445348|XP_039481622.1|DSAN, LOC120447094|XP_039484434.1|DSAN	LOC108164271|XP_017155403.1|DMIR
OG0000034	LOC120447092|XP_039484432.1|DSAN	LOC108164069|XP_033249364.1|DMIR
OG0000034	LOC120453778|XP_039494559.1|DSAN, LOC120445471|XP_039481849.1|DSAN, LOC120452815|XP_039493155.1|DSAN, LOC120452816|XP_039493156.1|DSAN	LOC117185901|XP_033249912.1|DMIR, LOC108162133|XP_017152203.1|DMIR, LOC108162132|XP_017152201.1|DMIR
OG0000034	LOC120458883|XP_039502653.1|DSAN	LOC108162131|XP_017152200.1|DMIR
OG0000035	LOC120453629|XP_039494355.1|DSAN, LOC120451089|XP_039490413.1|DSAN, LOC120452368|XP_039492492.1|DSAN, LOC120456274|XP_039498941.1|DSAN, LOC120450885|XP_039490059.1|DSAN	LOC117186697|XP_033243671.1|DMIR, LOC117186386|XP_033243001.1|DMIR, LOC117186599|XP_033243470.1|DMIR
OG0000036	LOC120453442|XP_039494083.1|DSAN	LOC108157733|XP_017145397.1|DMIR
OG0000036	LOC120450981|XP_039490212.1|DSAN	LOC117187198|XP_033245230.1|DMIR
OG0000036	LOC120452669|XP_039492941.1|DSAN	LOC108157106|XP_017144468.1|DMIR
OG0000036	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN	LOC108155635|XP_017142061.1|DMIR
OG0000037	LOC120445359|XP_039481651.1|DSAN	LOC108160263|XP_017149626.1|DMIR
