Orthogroup	DSAN.longest_only	DSUP.longest_only
OG0000016	LOC120454635|XP_039496058.1|DSAN	LOC119560636|XP_037730116.1|DSUP
OG0000016	LOC120445231|XP_039481423.1|DSAN	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP
OG0000016	LOC120457379|XP_039500852.1|DSAN	LOC119557630|XP_037726388.1|DSUP
OG0000016	LOC120444059|XP_039479503.1|DSAN	LOC119559471|XP_037728511.1|DSUP
OG0000016	LOC120450954|XP_039490174.1|DSAN	LOC119561925|XP_037731293.1|DSUP
OG0000016	LOC120450393|XP_039489322.1|DSAN	LOC119555565|XP_037722943.1|DSUP
OG0000017	LOC120456210|XP_039498824.1|DSAN	LOC119555819|XP_037723364.1|DSUP
OG0000017	LOC120458133|XP_039501613.1|DSAN	LOC119549290|XP_037713167.1|DSUP
OG0000017	LOC120453270|XP_039493835.1|DSAN	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP
OG0000017	LOC120452397|XP_039492549.1|DSAN	LOC119560371|XP_037729705.1|DSUP
OG0000017	LOC120452472|XP_039492645.1|DSAN	LOC119552736|XP_037718429.1|DSUP
OG0000017	LOC120445309|XP_039481553.1|DSAN	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP
OG0000017	LOC120454864|XP_039496354.1|DSAN	LOC119562595|XP_037731744.1|DSUP
OG0000017	LOC120445308|XP_039481552.1|DSAN	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP
OG0000017	LOC120454377|XP_039495551.1|DSAN	LOC119546290|XP_037708399.1|DSUP
OG0000018	LOC120448958|XP_039487148.1|DSAN	LOC119554781|XP_037721753.1|DSUP
OG0000018	LOC120449277|XP_039487593.1|DSAN	LOC119553692|XP_037720175.1|DSUP
OG0000018	LOC120447671|XP_039485130.1|DSAN	LOC119554782|XP_037721754.1|DSUP
OG0000018	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN	LOC119553876|XP_037720463.1|DSUP, LOC119553875|XP_037720461.1|DSUP, LOC119553877|XP_037720464.1|DSUP, LOC119553878|XP_037720465.1|DSUP
OG0000019	LOC120453199|XP_039493718.1|DSAN	LOC119545699|XP_037707379.1|DSUP
OG0000019	LOC120453201|XP_039493721.1|DSAN	LOC119545701|XP_037707381.1|DSUP
OG0000019	LOC120453202|XP_039493723.1|DSAN	LOC119545702|XP_037707383.1|DSUP
OG0000019	LOC120453194|XP_039493696.1|DSAN	LOC119553849|XP_037720426.1|DSUP
OG0000019	LOC120453200|XP_039493720.1|DSAN	LOC119545700|XP_037707380.1|DSUP
OG0000019	LOC120453203|XP_039493724.1|DSAN	LOC119545696|XP_037707377.1|DSUP
OG0000019	LOC120453198|XP_039493717.1|DSAN	LOC119545697|XP_037707378.1|DSUP
OG0000020	LOC120451285|XP_039490765.1|DSAN	LOC119551011|XP_037715994.1|DSUP
OG0000020	LOC120445014|XP_039481012.1|DSAN	LOC119549986|XP_037714317.1|DSUP
OG0000020	LOC120444384|XP_039479923.1|DSAN	LOC119546352|XP_037708508.1|DSUP, LOC119548418|XP_037711587.1|DSUP, LOC119560332|XP_037729650.1|DSUP
OG0000020	LOC120445506|XP_039481897.1|DSAN	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP, LOC119550100|XP_037714508.1|DSUP
OG0000020	LOC120445000|XP_039480984.1|DSAN	LOC119546737|XP_037709159.1|DSUP
OG0000020	LOC120450860|XP_039490007.1|DSAN	LOC119561092|XP_037730913.1|DSUP
OG0000020	LOC120453863|XP_039494701.1|DSAN	LOC119556769|XP_037725126.1|DSUP
OG0000020	LOC120457706|XP_039501135.1|DSAN	LOC119547825|XP_037710775.1|DSUP
OG0000020	LOC120444385|XP_039479926.1|DSAN	LOC119546570|XP_037708891.1|DSUP
OG0000021	LOC120458794|XP_039502520.1|DSAN	LOC119548675|XP_037712046.1|DSUP
OG0000021	LOC120445641|XP_039482116.1|DSAN	LOC119549002|XP_037712540.1|DSUP
OG0000021	LOC120445227|XP_039481419.1|DSAN	LOC119550684|XP_037715475.1|DSUP
OG0000021	LOC120444372|XP_039479913.1|DSAN	LOC119550497|XP_037715116.1|DSUP
OG0000021	LOC120456405|XP_039499169.1|DSAN	LOC119556017|XP_037723717.1|DSUP
OG0000021	LOC120450748|XP_039489804.1|DSAN	LOC119552371|XP_037718001.1|DSUP
OG0000021	LOC120454061|XP_039495000.1|DSAN	LOC119560336|XP_037729656.1|DSUP
OG0000021	LOC120456471|XP_039499263.1|DSAN	LOC119555956|XP_037723602.1|DSUP
OG0000022	LOC120445477|XP_039481858.1|DSAN	LOC119550370|XP_037714944.1|DSUP
OG0000022	LOC120449728|XP_039488291.1|DSAN	LOC119553490|XP_037719826.1|DSUP
OG0000022	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP
OG0000022	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP
OG0000022	LOC120449729|XP_039488292.1|DSAN	LOC119555580|XP_037722981.1|DSUP
OG0000023	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP
OG0000023	LOC120454388|XP_039495572.1|DSAN	LOC119559783|XP_037728790.1|DSUP
OG0000023	LOC120444959|XP_039480909.1|DSAN	LOC119550999|XP_037715976.1|DSUP
OG0000023	LOC120453781|XP_039494563.1|DSAN	LOC119559784|XP_037728792.1|DSUP
OG0000023	LOC120453806|XP_039494614.1|DSAN	LOC119559779|XP_037728786.1|DSUP
OG0000023	LOC120450927|XP_039490127.1|DSAN	LOC119559782|XP_037728789.1|DSUP
OG0000023	LOC120453011|XP_039493460.1|DSAN	LOC119559778|XP_037728785.1|DSUP
OG0000023	LOC120450929|XP_039490129.1|DSAN	LOC119559785|XP_037728793.1|DSUP
OG0000024	LOC120445294|XP_039481531.1|DSAN	LOC119551120|XP_037716232.1|DSUP
OG0000024	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN	LOC119549911|XP_037714159.1|DSUP, LOC119552112|XP_037717826.1|DSUP
OG0000024	LOC120445292|XP_039481529.1|DSAN	LOC119551714|XP_037717116.1|DSUP
OG0000024	LOC120445293|XP_039481530.1|DSAN	LOC119551121|XP_037716233.1|DSUP
OG0000024	LOC120446616|XP_039483595.1|DSAN	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP
OG0000024	LOC120446965|XP_039484167.1|DSAN	LOC119551919|XP_037717477.1|DSUP
OG0000025	LOC120453411|XP_039494047.1|DSAN, LOC120456451|XP_039499224.1|DSAN	LOC119556135|XP_037723954.1|DSUP
OG0000025	LOC120457929|XP_039501366.1|DSAN	LOC119559590|XP_037728532.1|DSUP, LOC119559601|XP_037728544.1|DSUP, LOC119561449|XP_037731029.1|DSUP, LOC119561527|XP_037731107.1|DSUP, LOC119559244|XP_037728243.1|DSUP
OG0000026	LOC120456669|XP_039499542.1|DSAN	LOC119557908|XP_037726842.1|DSUP
OG0000026	LOC120458576|XP_039502209.1|DSAN	LOC119547110|XP_037709748.1|DSUP
OG0000026	LOC120456651|XP_039499515.1|DSAN	LOC119557301|XP_037725939.1|DSUP
OG0000026	LOC120453885|XP_039494736.1|DSAN	LOC119560123|XP_037729401.1|DSUP
OG0000027	LOC120458674|XP_039502344.1|DSAN	LOC119548404|XP_037711568.1|DSUP
OG0000027	LOC120458543|XP_039502157.1|DSAN	LOC119548409|XP_037711576.1|DSUP
OG0000027	LOC120458684|XP_039502355.1|DSAN	LOC119548453|XP_037711645.1|DSUP
OG0000028	LOC120447587|XP_039484989.1|DSAN	LOC119555138|XP_037722293.1|DSUP
OG0000028	LOC120447866|XP_039485407.1|DSAN	LOC119554646|XP_037721574.1|DSUP
OG0000029	LOC120454032|XP_039494960.1|DSAN	LOC119562890|XP_037731935.1|DSUP
OG0000029	LOC120450915|XP_039490111.1|DSAN	LOC119550971|XP_037715934.1|DSUP
OG0000029	LOC120445653|XP_039482132.1|DSAN	LOC119549481|XP_037713512.1|DSUP
OG0000029	LOC120452245|XP_039492306.1|DSAN	LOC119560689|XP_037730195.1|DSUP
OG0000029	LOC120448524|XP_039486496.1|DSAN	LOC119554065|XP_037720734.1|DSUP
OG0000030	LOC120458250|XP_039501773.1|DSAN	LOC119547225|XP_037709914.1|DSUP
OG0000030	LOC120458016|XP_039501452.1|DSAN	LOC119546122|XP_037708143.1|DSUP
OG0000030	LOC120457864|XP_039501320.1|DSAN	LOC119547226|XP_037709915.1|DSUP
OG0000030	LOC120458849|XP_039502609.1|DSAN	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP
OG0000030	LOC120445779|XP_039482317.1|DSAN	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP
OG0000030	LOC120455262|XP_039497197.1|DSAN	LOC119557894|XP_037726826.1|DSUP
OG0000030	LOC120456032|XP_039498536.1|DSAN	LOC119556830|XP_037725216.1|DSUP
OG0000031	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP
OG0000031	LOC120443942|XP_039479323.1|DSAN	LOC119548227|XP_037711293.1|DSUP
OG0000031	LOC120446453|XP_039483382.1|DSAN	LOC119547774|XP_037710713.1|DSUP
OG0000031	LOC120444733|XP_039480594.1|DSAN	LOC119546228|XP_037708296.1|DSUP
OG0000031	LOC120450501|XP_039489486.1|DSAN	LOC119552950|XP_037718858.1|DSUP
OG0000031	LOC120458846|XP_039502606.1|DSAN	LOC119547137|XP_037709777.1|DSUP
OG0000031	LOC120443941|XP_039479322.1|DSAN	LOC119548228|XP_037711295.1|DSUP
OG0000031	LOC120456119|XP_039498683.1|DSAN	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP
OG0000032	LOC120451694|XP_039491522.1|DSAN	LOC119559763|XP_037728765.1|DSUP
OG0000032	LOC120453694|XP_039494449.1|DSAN	LOC119559968|XP_037729132.1|DSUP
OG0000032	LOC120453066|XP_039493525.1|DSAN	LOC119559771|XP_037728776.1|DSUP
OG0000032	LOC120451410|XP_039491015.1|DSAN	LOC119560574|XP_037730023.1|DSUP
OG0000032	LOC120451635|XP_039491427.1|DSAN	LOC119559967|XP_037729131.1|DSUP
OG0000033	LOC120452564|XP_039492778.1|DSAN	LOC119552590|XP_037718157.1|DSUP, LOC119552614|XP_037718209.1|DSUP
OG0000033	LOC120452239|XP_039492298.1|DSAN	LOC119563311|XP_037732572.1|DSUP
OG0000033	LOC120445509|XP_039481901.1|DSAN	LOC119546299|XP_037708415.1|DSUP, LOC119546423|XP_037708616.1|DSUP
OG0000033	LOC120443742|XP_039478933.1|DSAN	LOC119551206|XP_037716367.1|DSUP
OG0000033	LOC120443740|XP_039478930.1|DSAN	LOC119551207|XP_037716368.1|DSUP
OG0000033	LOC120443741|XP_039478932.1|DSAN	LOC119551205|XP_037716366.1|DSUP
OG0000033	LOC120447695|XP_039485159.1|DSAN	LOC119552692|XP_037718345.1|DSUP
OG0000033	LOC120452485|XP_039492667.1|DSAN	LOC119560194|XP_037729486.1|DSUP
OG0000033	LOC120446152|XP_039482915.1|DSAN	LOC119549869|XP_037714095.1|DSUP, LOC119549868|XP_037714094.1|DSUP
OG0000033	LOC120446144|XP_039482905.1|DSAN	LOC119549866|XP_037714089.1|DSUP
OG0000034	LOC120447094|XP_039484434.1|DSAN	LOC119548454|XP_037711646.1|DSUP
OG0000034	LOC120447092|XP_039484432.1|DSAN	LOC119547534|XP_037710356.1|DSUP
OG0000034	LOC120445471|XP_039481849.1|DSAN	LOC119546306|XP_037708427.1|DSUP
OG0000034	LOC120452815|XP_039493155.1|DSAN	LOC119563012|XP_037732131.1|DSUP
OG0000034	LOC120452816|XP_039493156.1|DSAN	LOC119563011|XP_037732130.1|DSUP
OG0000034	LOC120458883|XP_039502653.1|DSAN	LOC119546951|XP_037709518.1|DSUP
OG0000035	LOC120457486|XP_039500973.1|DSAN, LOC120445830|XP_039482385.1|DSAN, LOC120455841|XP_039498244.1|DSAN, LOC120456938|XP_039500011.1|DSAN, LOC120445462|XP_039481840.1|DSAN, LOC120446640|XP_039483642.1|DSAN, LOC120457505|XP_039500991.1|DSAN	LOC119558615|XP_037727955.1|DSUP, LOC119559671|XP_037728655.1|DSUP, LOC119558644|XP_037727969.1|DSUP, LOC119559600|XP_037728543.1|DSUP, LOC119547998|XP_037710985.1|DSUP, LOC119559682|XP_037728666.1|DSUP, LOC119562535|XP_037731659.1|DSUP, LOC119562491|XP_037731623.1|DSUP, LOC119562542|XP_037731666.1|DSUP
