Orthogroup	DSAN.longest_only	DKIK.longest_only
OG0000003	LOC120446973|XP_039484178.1|DSAN	LOC108072417|XP_017019010.1|DKIK
OG0000003	LOC120446975|XP_039484180.1|DSAN	LOC108072407|XP_017018998.1|DKIK
OG0000003	LOC120446688|XP_039483715.1|DSAN	LOC108072452|XP_017019071.1|DKIK, LOC108072451|XP_017019070.1|DKIK
OG0000003	LOC120446977|XP_039484182.1|DSAN	LOC108072419|XP_017019013.1|DKIK
OG0000003	LOC120458379|XP_039501933.1|DSAN	LOC108070794|XP_017016883.1|DKIK
OG0000003	LOC120458377|XP_039501931.1|DSAN	LOC108070791|XP_017016879.1|DKIK
OG0000003	LOC120458378|XP_039501932.1|DSAN	LOC108070792|XP_017016880.1|DKIK
OG0000003	LOC120458775|XP_039502488.1|DSAN	LOC108073603|XP_017020784.1|DKIK
OG0000005	LOC120457954|XP_039501393.1|DSAN, LOC120445992|XP_039482658.1|DSAN, LOC120446202|XP_039482985.1|DSAN, LOC120457948|XP_039501388.1|DSAN, LOC120457682|XP_039501106.1|DSAN, LOC120457956|XP_039501395.1|DSAN, LOC120457950|XP_039501390.1|DSAN, LOC120457673|XP_039501099.1|DSAN, LOC120457947|XP_039501387.1|DSAN, LOC120457955|XP_039501394.1|DSAN, LOC120457951|XP_039501391.1|DSAN, LOC120457946|XP_039501386.1|DSAN, LOC120457671|XP_039501098.1|DSAN, LOC120457952|XP_039501392.1|DSAN, LOC120457949|XP_039501389.1|DSAN, LOC120457958|XP_039501397.1|DSAN, LOC120457959|XP_039501398.1|DSAN	LOC108085749|XP_017037978.1|DKIK
OG0000006	LOC120457939|XP_039501380.1|DSAN, LOC120457941|XP_039501382.1|DSAN, LOC120457932|XP_039501372.1|DSAN, LOC120457930|XP_039501368.1|DSAN, LOC120457681|XP_039501104.1|DSAN, LOC120457931|XP_039501371.1|DSAN, LOC120457935|XP_039501376.1|DSAN, LOC120457934|XP_039501374.1|DSAN, LOC120457680|XP_039501103.1|DSAN	LOC108072846|XP_017019650.1|DKIK
OG0000006	LOC120457670|XP_039501096.1|DSAN	LOC108074091|XP_017021471.1|DKIK, LOC108070732|XP_017016820.1|DKIK
OG0000007	LOC120450299|XP_039489171.1|DSAN	LOC108071918|XP_017018366.1|DKIK
OG0000007	LOC120449309|XP_039487635.1|DSAN	LOC108071584|XP_017017854.1|DKIK
OG0000007	LOC120458533|XP_039502144.1|DSAN	LOC108086265|XP_017038640.1|DKIK
OG0000007	LOC120455948|XP_039498425.1|DSAN	LOC108078491|XP_017027862.1|DKIK
OG0000007	LOC120458508|XP_039502112.1|DSAN	LOC108086266|XP_017038642.1|DKIK
OG0000007	LOC120448335|XP_039486223.1|DSAN	LOC108078726|XP_017028216.1|DKIK
OG0000007	LOC120448331|XP_039486219.1|DSAN	LOC108078727|XP_017028217.1|DKIK
OG0000007	LOC120450012|XP_039488670.1|DSAN	LOC108086244|XP_017038604.1|DKIK, LOC108086184|XP_017038535.1|DKIK
OG0000007	LOC120449828|XP_039488411.1|DSAN	LOC108071626|XP_017017898.1|DKIK
OG0000007	LOC120449911|XP_039488536.1|DSAN	LOC108071627|XP_017017899.1|DKIK
OG0000008	LOC120451092|XP_039490416.1|DSAN	LOC108081759|XP_017032449.1|DKIK
OG0000008	LOC120449654|XP_039488185.1|DSAN	LOC108072724|XP_017019474.1|DKIK
OG0000008	LOC120458586|XP_039502222.1|DSAN	LOC108075890|XP_017023993.1|DKIK
OG0000008	LOC120449658|XP_039488188.1|DSAN	LOC108072727|XP_017019476.1|DKIK
OG0000008	LOC120456894|XP_039499926.1|DSAN	LOC108070862|XP_017016987.1|DKIK
OG0000008	LOC120453056|XP_039493512.1|DSAN	LOC108080451|XP_017030677.1|DKIK
OG0000008	LOC120453871|XP_039494710.1|DSAN	LOC108080456|XP_017030682.1|DKIK
OG0000008	LOC120452274|XP_039492339.1|DSAN	LOC108080419|XP_017030641.1|DKIK
OG0000008	LOC120453887|XP_039494738.1|DSAN	LOC108080455|XP_017030681.1|DKIK
OG0000009	LOC120452846|XP_039493217.1|DSAN	LOC108076150|XP_017024404.1|DKIK
OG0000009	LOC120453968|XP_039494853.1|DSAN	LOC108076246|XP_017024517.1|DKIK
OG0000009	LOC120454581|XP_039495924.1|DSAN	LOC108081760|XP_017032451.1|DKIK, LOC108081761|XP_017032452.1|DKIK
OG0000009	LOC120452847|XP_039493218.1|DSAN	LOC108075985|XP_017024164.1|DKIK
OG0000009	LOC120446532|XP_039483479.1|DSAN	LOC108070751|XP_017016837.1|DKIK
OG0000009	LOC120453301|XP_039493868.1|DSAN	LOC108080446|XP_017030671.1|DKIK
OG0000009	LOC120445192|XP_039481349.1|DSAN	LOC108082335|XP_017033154.1|DKIK
OG0000009	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN	LOC108082367|XP_017033197.1|DKIK
OG0000010	LOC120457684|XP_039501107.1|DSAN	LOC108072854|XP_017019661.1|DKIK
OG0000010	LOC120457967|XP_039501402.1|DSAN	LOC108073959|XP_017021281.1|DKIK
OG0000010	LOC120457962|XP_039501399.1|DSAN	LOC108075010|XP_017022751.1|DKIK, LOC108084633|XP_017036410.1|DKIK
OG0000011	LOC120456909|XP_039499973.1|DSAN	LOC108074353|XP_017021868.1|DKIK, LOC108084761|XP_017036565.1|DKIK, LOC108084804|XP_017036651.1|DKIK, LOC108083260|XP_017034457.1|DKIK, LOC108084805|XP_017036652.1|DKIK, LOC108084755|XP_017036555.1|DKIK, LOC108083234|XP_017034430.1|DKIK, LOC108078960|XP_017028605.1|DKIK, LOC108072111|XP_017018626.1|DKIK, LOC108079747|XP_017029651.1|DKIK, LOC108078767|XP_017028297.1|DKIK, LOC108079746|XP_017029649.1|DKIK
OG0000011	LOC120458387|XP_039501940.1|DSAN, LOC120458388|XP_039501941.1|DSAN	LOC108077100|XP_017025772.1|DKIK
OG0000011	LOC120458054|XP_039501501.1|DSAN, LOC120458044|XP_039501490.1|DSAN	LOC108077099|XP_017025771.1|DKIK, LOC108077098|XP_017025769.1|DKIK
OG0000011	LOC120449699|XP_039488248.1|DSAN	LOC108086138|XP_017038482.1|DKIK, LOC108086130|XP_017038471.1|DKIK, LOC108086060|XP_017038366.1|DKIK, LOC108081434|XP_017032105.1|DKIK, LOC108086061|XP_017038367.1|DKIK, LOC108079969|XP_017030022.1|DKIK, LOC108078656|XP_017028076.1|DKIK, LOC108072836|XP_017019617.1|DKIK
OG0000011	LOC120444818|XP_039480708.1|DSAN, LOC120447070|XP_039484395.1|DSAN, LOC120445760|XP_039482290.1|DSAN, LOC120454945|XP_039496647.1|DSAN	LOC108074515|XP_017022082.1|DKIK
OG0000011	LOC120449537|XP_039487993.1|DSAN	LOC108075323|XP_017023218.1|DKIK
OG0000011	LOC120452178|XP_039492220.1|DSAN	LOC108073175|XP_017020170.1|DKIK
OG0000012	LOC120445821|XP_039482372.1|DSAN	LOC108076784|XP_017025279.1|DKIK
OG0000012	LOC120445820|XP_039482371.1|DSAN	LOC108076783|XP_017025278.1|DKIK
OG0000012	LOC120446192|XP_039482973.1|DSAN	LOC108076799|XP_017025312.1|DKIK
OG0000012	LOC120446256|XP_039483062.1|DSAN	LOC108076590|XP_017024991.1|DKIK
OG0000012	LOC120444865|XP_039480765.1|DSAN	LOC108076609|XP_017025012.1|DKIK
OG0000012	LOC120445730|XP_039482234.1|DSAN	LOC108082430|XP_017033289.1|DKIK
OG0000012	LOC120446629|XP_039483624.1|DSAN	LOC108082433|XP_017033293.1|DKIK
OG0000012	LOC120446410|XP_039483290.1|DSAN	LOC108082323|XP_017033142.1|DKIK, LOC108082625|XP_017033594.1|DKIK
OG0000012	LOC120445226|XP_039481417.1|DSAN	LOC108082321|XP_017033140.1|DKIK, LOC108082322|XP_017033141.1|DKIK
OG0000012	LOC120446006|XP_039482689.1|DSAN	LOC108082347|XP_017033172.1|DKIK
OG0000012	LOC120446007|XP_039482691.1|DSAN	LOC108082319|XP_017033138.1|DKIK
OG0000013	LOC120444466|XP_039480072.1|DSAN	LOC108074734|XP_017022389.1|DKIK
OG0000013	LOC120456796|XP_039499752.1|DSAN	LOC108079326|XP_017029113.1|DKIK
OG0000013	LOC120450753|XP_039489810.1|DSAN	LOC108084190|XP_017035777.1|DKIK
OG0000013	LOC120447659|XP_039485107.1|DSAN	LOC108075225|XP_017023059.1|DKIK
OG0000013	LOC120450808|XP_039489911.1|DSAN	LOC108080801|XP_017031181.1|DKIK
OG0000013	LOC120452623|XP_039492863.1|DSAN	LOC108084525|XP_017036250.1|DKIK, LOC108084560|XP_017036304.1|DKIK
OG0000013	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN, LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN	LOC108077730|XP_017026675.1|DKIK, LOC108077704|XP_017026632.1|DKIK
OG0000015	LOC120458791|XP_039502509.1|DSAN, LOC120458608|XP_039502248.1|DSAN	LOC108085342|XP_017037387.1|DKIK
OG0000015	LOC120445789|XP_039482329.1|DSAN	LOC108073116|XP_017020100.1|DKIK
OG0000015	LOC120454309|XP_039495442.1|DSAN	LOC108073474|XP_017020616.1|DKIK, LOC108073502|XP_017020662.1|DKIK, LOC108073482|XP_017020629.1|DKIK, LOC108074488|XP_017022050.1|DKIK
OG0000016	LOC120451140|XP_039490495.1|DSAN	LOC108074071|XP_017021434.1|DKIK
OG0000016	LOC120444605|XP_039480314.1|DSAN	LOC108078132|XP_017027246.1|DKIK
OG0000016	LOC120454635|XP_039496058.1|DSAN	LOC108085727|XP_017037944.1|DKIK
OG0000016	LOC120457379|XP_039500852.1|DSAN	LOC108084467|XP_017036167.1|DKIK
OG0000016	LOC120444059|XP_039479503.1|DSAN	LOC108071378|XP_017017603.1|DKIK
OG0000016	LOC120450954|XP_039490174.1|DSAN	LOC108081075|XP_017031544.1|DKIK
OG0000016	LOC120450393|XP_039489322.1|DSAN	LOC108075195|XP_017023019.1|DKIK
OG0000017	LOC120456210|XP_039498824.1|DSAN	LOC108083777|XP_017035189.1|DKIK
OG0000017	LOC120458133|XP_039501613.1|DSAN	LOC108076702|XP_017025149.1|DKIK
OG0000017	LOC120453270|XP_039493835.1|DSAN	LOC108074963|XP_017022684.1|DKIK
OG0000017	LOC120452397|XP_039492549.1|DSAN	LOC108085024|XP_017036959.1|DKIK
OG0000017	LOC120452471|XP_039492644.1|DSAN, LOC120452472|XP_039492645.1|DSAN	LOC108083626|XP_017034986.1|DKIK
OG0000017	LOC120445309|XP_039481553.1|DSAN	LOC108076532|XP_017024932.1|DKIK
OG0000017	LOC120454864|XP_039496354.1|DSAN	LOC108070625|XP_017016677.1|DKIK
OG0000017	LOC120445308|XP_039481552.1|DSAN	LOC108076530|XP_017024931.1|DKIK
OG0000017	LOC120454377|XP_039495551.1|DSAN	LOC108074314|XP_017021803.1|DKIK, LOC108074298|XP_017021778.1|DKIK, LOC108074287|XP_017021766.1|DKIK
OG0000018	LOC120448958|XP_039487148.1|DSAN	LOC108071595|XP_017017864.1|DKIK
OG0000018	LOC120447671|XP_039485130.1|DSAN	LOC108071573|XP_017017843.1|DKIK
OG0000018	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN	LOC108071585|XP_017017855.1|DKIK
OG0000019	LOC120453199|XP_039493718.1|DSAN	LOC108084990|XP_017036905.1|DKIK
OG0000019	LOC120453201|XP_039493721.1|DSAN, LOC120453202|XP_039493723.1|DSAN	LOC108084992|XP_017036907.1|DKIK, LOC108084993|XP_017036908.1|DKIK
OG0000019	LOC120453194|XP_039493696.1|DSAN	LOC108084902|XP_017036785.1|DKIK
OG0000019	LOC120453200|XP_039493720.1|DSAN	LOC108084991|XP_017036906.1|DKIK
OG0000019	LOC120453203|XP_039493724.1|DSAN, LOC120453198|XP_039493717.1|DSAN	LOC108084988|XP_017036903.1|DKIK, LOC108084989|XP_017036904.1|DKIK
OG0000020	LOC120451285|XP_039490765.1|DSAN	LOC108075744|XP_017023787.1|DKIK
OG0000020	LOC120445014|XP_039481012.1|DSAN	LOC108082576|XP_017033522.1|DKIK
OG0000020	LOC120445506|XP_039481897.1|DSAN	LOC108074767|XP_017022434.1|DKIK, LOC108074865|XP_017022566.1|DKIK, LOC108074784|XP_017022451.1|DKIK
OG0000020	LOC120445000|XP_039480984.1|DSAN	LOC108074835|XP_017022525.1|DKIK
OG0000020	LOC120450860|XP_039490007.1|DSAN	LOC108077930|XP_017026994.1|DKIK
OG0000020	LOC120453863|XP_039494701.1|DSAN	LOC108072156|XP_017018689.1|DKIK
OG0000020	LOC120457706|XP_039501135.1|DSAN	LOC108074862|XP_017022564.1|DKIK
OG0000020	LOC120444385|XP_039479926.1|DSAN	LOC108074823|XP_017022510.1|DKIK
OG0000021	LOC120445641|XP_039482116.1|DSAN	LOC108072344|XP_017018923.1|DKIK
OG0000021	LOC120445227|XP_039481419.1|DSAN	LOC108085116|XP_017037095.1|DKIK
OG0000021	LOC120444372|XP_039479913.1|DSAN	LOC108072889|XP_017019701.1|DKIK
OG0000021	LOC120456405|XP_039499169.1|DSAN	LOC108083858|XP_017035332.1|DKIK
OG0000021	LOC120450748|XP_039489804.1|DSAN	LOC108073195|XP_017020199.1|DKIK
OG0000021	LOC120454061|XP_039495000.1|DSAN	LOC108077813|XP_017026825.1|DKIK
OG0000021	LOC120456471|XP_039499263.1|DSAN	LOC108080856|XP_017031249.1|DKIK
OG0000022	LOC120445477|XP_039481858.1|DSAN	LOC108082382|XP_017033212.1|DKIK
OG0000022	LOC120449728|XP_039488291.1|DSAN	LOC108071489|XP_017017741.1|DKIK
OG0000022	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN	LOC108071509|XP_017017764.1|DKIK
OG0000023	LOC120454388|XP_039495572.1|DSAN	LOC108084053|XP_017035561.1|DKIK, LOC108083993|XP_017035496.1|DKIK, LOC108083994|XP_017035497.1|DKIK
OG0000023	LOC120444959|XP_039480909.1|DSAN	LOC108078099|XP_017027186.1|DKIK
OG0000023	LOC120453781|XP_039494563.1|DSAN	LOC108083995|XP_017035498.1|DKIK, LOC108083992|XP_017035495.1|DKIK
OG0000023	LOC120453806|XP_039494614.1|DSAN	LOC108084052|XP_017035560.1|DKIK
OG0000023	LOC120450927|XP_039490127.1|DSAN	LOC108084215|XP_017035827.1|DKIK
OG0000023	LOC120453011|XP_039493460.1|DSAN	LOC108084051|XP_017035559.1|DKIK
OG0000023	LOC120450929|XP_039490129.1|DSAN	LOC108084214|XP_017035825.1|DKIK
OG0000024	LOC120445292|XP_039481529.1|DSAN	LOC108078191|XP_017027348.1|DKIK
OG0000024	LOC120445293|XP_039481530.1|DSAN	LOC108078192|XP_017027349.1|DKIK
OG0000024	LOC120446616|XP_039483595.1|DSAN	LOC108072495|XP_017019150.1|DKIK
OG0000024	LOC120446257|XP_039483064.1|DSAN	LOC108078211|XP_017027385.1|DKIK
OG0000024	LOC120446965|XP_039484167.1|DSAN	LOC108070821|XP_017016922.1|DKIK
OG0000025	LOC120456451|XP_039499224.1|DSAN	LOC108086239|XP_017038600.1|DKIK
OG0000025	LOC120446200|XP_039482983.1|DSAN	LOC108076484|XP_017024865.1|DKIK
OG0000025	LOC120457929|XP_039501366.1|DSAN	LOC108081074|XP_017031548.1|DKIK
OG0000026	LOC120456669|XP_039499542.1|DSAN	LOC108074121|XP_017021510.1|DKIK
OG0000026	LOC120458576|XP_039502209.1|DSAN	LOC108072841|XP_017019625.1|DKIK
OG0000026	LOC120456651|XP_039499515.1|DSAN	LOC108079334|XP_017029126.1|DKIK
OG0000026	LOC120453885|XP_039494736.1|DSAN	LOC108075406|XP_017023320.1|DKIK
OG0000027	LOC120458674|XP_039502344.1|DSAN	LOC108079592|XP_017029427.1|DKIK
OG0000027	LOC120458543|XP_039502157.1|DSAN	LOC108079587|XP_017029421.1|DKIK
OG0000027	LOC120458684|XP_039502355.1|DSAN	LOC108079588|XP_017029422.1|DKIK
OG0000029	LOC120454032|XP_039494960.1|DSAN	LOC108082661|XP_017033647.1|DKIK
OG0000029	LOC120450915|XP_039490111.1|DSAN	LOC108077932|XP_017026959.1|DKIK, LOC108076869|XP_017025387.1|DKIK
OG0000029	LOC120445653|XP_039482132.1|DSAN	LOC108085551|XP_017037679.1|DKIK
OG0000029	LOC120452245|XP_039492306.1|DSAN	LOC108071402|XP_017017634.1|DKIK, LOC108071413|XP_017017648.1|DKIK, LOC108071416|XP_017017651.1|DKIK
OG0000029	LOC120448524|XP_039486496.1|DSAN	LOC108080624|XP_017030937.1|DKIK
OG0000030	LOC120458250|XP_039501773.1|DSAN	LOC108075768|XP_017023819.1|DKIK
OG0000030	LOC120458016|XP_039501452.1|DSAN	LOC108075896|XP_017024005.1|DKIK
OG0000030	LOC120457864|XP_039501320.1|DSAN	LOC108075779|XP_017023830.1|DKIK
OG0000030	LOC120458849|XP_039502609.1|DSAN	LOC108077325|XP_017026102.1|DKIK
OG0000030	LOC120445779|XP_039482317.1|DSAN	LOC108076242|XP_017024479.1|DKIK
OG0000030	LOC120455262|XP_039497197.1|DSAN	LOC108083344|XP_017034576.1|DKIK
OG0000030	LOC120456032|XP_039498536.1|DSAN	LOC108079999|XP_017030054.1|DKIK
OG0000031	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN, LOC120443942|XP_039479323.1|DSAN	LOC108082121|XP_017032911.1|DKIK
OG0000031	LOC120458846|XP_039502606.1|DSAN	LOC108075780|XP_017023827.1|DKIK
OG0000031	LOC120456119|XP_039498683.1|DSAN	LOC108077225|XP_017025972.1|DKIK
OG0000032	LOC120451694|XP_039491522.1|DSAN	LOC108077824|XP_017026839.1|DKIK
OG0000032	LOC120453292|XP_039493855.1|DSAN	LOC108077790|XP_017026779.1|DKIK
OG0000032	LOC120453694|XP_039494449.1|DSAN	LOC108077711|XP_017026651.1|DKIK
OG0000032	LOC120453066|XP_039493525.1|DSAN	LOC108077714|XP_017026653.1|DKIK
OG0000032	LOC120451611|XP_039491379.1|DSAN	LOC108077612|XP_017026507.1|DKIK
OG0000032	LOC120451410|XP_039491015.1|DSAN	LOC108077846|XP_017026865.1|DKIK
OG0000032	LOC120451635|XP_039491427.1|DSAN	LOC108077827|XP_017026841.1|DKIK, LOC108077828|XP_017026842.1|DKIK
OG0000033	LOC120452564|XP_039492778.1|DSAN, LOC120452239|XP_039492298.1|DSAN	LOC108080886|XP_017031277.1|DKIK, LOC108080887|XP_017031279.1|DKIK, LOC108081203|XP_017031760.1|DKIK
OG0000033	LOC120443742|XP_039478933.1|DSAN	LOC108080716|XP_017031056.1|DKIK
OG0000033	LOC120443740|XP_039478930.1|DSAN	LOC108080717|XP_017031057.1|DKIK
OG0000033	LOC120443741|XP_039478932.1|DSAN	LOC108080718|XP_017031058.1|DKIK
OG0000033	LOC120447695|XP_039485159.1|DSAN	LOC108084001|XP_017035503.1|DKIK
OG0000033	LOC120452485|XP_039492667.1|DSAN	LOC108076855|XP_017025374.1|DKIK
OG0000033	LOC120446152|XP_039482915.1|DSAN	LOC108076138|XP_017024355.1|DKIK
OG0000033	LOC120446144|XP_039482905.1|DSAN	LOC108076137|XP_017024354.1|DKIK, LOC108076136|XP_017024353.1|DKIK
OG0000034	LOC120445348|XP_039481622.1|DSAN, LOC120447094|XP_039484434.1|DSAN	LOC108076887|XP_017025407.1|DKIK, LOC108076912|XP_017025444.1|DKIK
OG0000034	LOC120447093|XP_039484433.1|DSAN	LOC108076836|XP_017025354.1|DKIK
OG0000034	LOC120447092|XP_039484432.1|DSAN	LOC108076909|XP_017025438.1|DKIK, LOC108077295|XP_017026063.1|DKIK
OG0000034	LOC120445471|XP_039481849.1|DSAN, LOC120452815|XP_039493155.1|DSAN, LOC120452816|XP_039493156.1|DSAN	LOC108082752|XP_017033757.1|DKIK, LOC108082754|XP_017033758.1|DKIK
OG0000034	LOC120458883|XP_039502653.1|DSAN	LOC108082755|XP_017033759.1|DKIK
OG0000035	LOC120457486|XP_039500973.1|DSAN, LOC120445830|XP_039482385.1|DSAN, LOC120455841|XP_039498244.1|DSAN, LOC120456938|XP_039500011.1|DSAN, LOC120445462|XP_039481840.1|DSAN, LOC120446640|XP_039483642.1|DSAN, LOC120457505|XP_039500991.1|DSAN	LOC108080462|XP_017030689.1|DKIK, LOC108072151|XP_017018687.1|DKIK
OG0000035	LOC120457553|XP_039501025.1|DSAN	LOC108078054|XP_017027107.1|DKIK
OG0000035	LOC120445700|XP_039482192.1|DSAN, LOC120445691|XP_039482183.1|DSAN, LOC120457524|XP_039501002.1|DSAN, LOC120450091|XP_039488817.1|DSAN, LOC120457508|XP_039500995.1|DSAN, LOC120457638|XP_039501067.1|DSAN, LOC120457639|XP_039501068.1|DSAN	LOC108081786|XP_017032493.1|DKIK
OG0000035	LOC120451416|XP_039491025.1|DSAN, LOC120457081|XP_039500195.1|DSAN	LOC108072063|XP_017018552.1|DKIK
OG0000036	LOC120453442|XP_039494083.1|DSAN	LOC108084034|XP_017035539.1|DKIK
OG0000036	LOC120450981|XP_039490212.1|DSAN	LOC108081215|XP_017031778.1|DKIK
OG0000036	LOC120452669|XP_039492941.1|DSAN	LOC108080827|XP_017031220.1|DKIK
OG0000036	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN	LOC108081087|XP_017031565.1|DKIK
OG0000037	LOC120445359|XP_039481651.1|DSAN	LOC108082568|XP_017033513.1|DKIK
OG0000037	LOC120451056|XP_039490346.1|DSAN	LOC108073148|XP_017020150.1|DKIK
OG0000037	LOC120451055|XP_039490345.1|DSAN	LOC108073159|XP_017020158.1|DKIK
OG0000038	LOC120447582|XP_039484984.1|DSAN	LOC108083255|XP_017034451.1|DKIK
OG0000038	LOC120448623|XP_039486674.1|DSAN	LOC108083246|XP_017034442.1|DKIK
OG0000039	LOC120453556|XP_039494243.1|DSAN	LOC108081169|XP_017031714.1|DKIK
OG0000039	LOC120456815|XP_039499797.1|DSAN	LOC108071695|XP_017017998.1|DKIK
OG0000039	LOC120456766|XP_039499698.1|DSAN	LOC108071709|XP_017018018.1|DKIK
OG0000039	LOC120455951|XP_039498428.1|DSAN	LOC108082955|XP_017034059.1|DKIK
OG0000040	LOC120453842|XP_039494671.1|DSAN	LOC108070642|XP_017016699.1|DKIK
OG0000040	LOC120453227|XP_039493756.1|DSAN	LOC108084882|XP_017036766.1|DKIK
OG0000040	LOC120453230|XP_039493764.1|DSAN	LOC108084883|XP_017036767.1|DKIK
OG0000040	LOC120453844|XP_039494674.1|DSAN	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK
OG0000040	LOC120453843|XP_039494672.1|DSAN	LOC108070662|XP_017016722.1|DKIK
OG0000040	LOC120453846|XP_039494677.1|DSAN	LOC108070710|XP_017016793.1|DKIK
OG0000040	LOC120454621|XP_039496023.1|DSAN	LOC108084976|XP_017036887.1|DKIK
OG0000041	LOC120452967|XP_039493393.1|DSAN	LOC108071265|XP_017017445.1|DKIK
OG0000041	LOC120451583|XP_039491328.1|DSAN	LOC108071358|XP_017017589.1|DKIK
OG0000041	LOC120453724|XP_039494486.1|DSAN	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK
OG0000041	LOC120451584|XP_039491329.1|DSAN, LOC120453723|XP_039494485.1|DSAN	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK
OG0000042	LOC120446237|XP_039483042.1|DSAN	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK
OG0000042	LOC120446238|XP_039483043.1|DSAN	LOC108076658|XP_017025082.1|DKIK
OG0000042	LOC120446233|XP_039483037.1|DSAN	LOC108076656|XP_017025079.1|DKIK
OG0000042	LOC120446235|XP_039483039.1|DSAN, LOC120446236|XP_039483040.1|DSAN	LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK
OG0000042	LOC120446234|XP_039483038.1|DSAN	LOC108076657|XP_017025080.1|DKIK
OG0000043	LOC120453988|XP_039494877.1|DSAN	LOC108081486|XP_017032174.1|DKIK
OG0000043	LOC120453019|XP_039493471.1|DSAN	LOC108081508|XP_017032216.1|DKIK
OG0000043	LOC120453349|XP_039493953.1|DSAN	LOC108081485|XP_017032173.1|DKIK
OG0000043	LOC120453637|XP_039494364.1|DSAN	LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK
OG0000043	LOC120454041|XP_039494968.1|DSAN	LOC108081483|XP_017032171.1|DKIK
