Orthogroup	DSAN.longest_only	DSEC.longest_only
OG0000008	LOC120453056|XP_039493512.1|DSAN	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC
OG0000008	LOC120453871|XP_039494710.1|DSAN	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC120453053|XP_039493508.1|DSAN	LOC6614149|XP_002038602.2|DSEC
OG0000008	LOC120452274|XP_039492339.1|DSAN	LOC116801482|XP_032577264.1|DSEC
OG0000008	LOC120453887|XP_039494738.1|DSAN	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC120452846|XP_039493217.1|DSAN	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC120453968|XP_039494853.1|DSAN	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC120454581|XP_039495924.1|DSAN	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	LOC120452847|XP_039493218.1|DSAN	LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC120447920|XP_039485510.1|DSAN	LOC6610926|XP_032574591.1|DSEC
OG0000009	LOC120447921|XP_039485511.1|DSAN	LOC116801150|XP_032574906.1|DSEC
OG0000009	LOC120446532|XP_039483479.1|DSAN	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC120453301|XP_039493868.1|DSAN	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC120445192|XP_039481349.1|DSAN	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN	LOC6608840|XP_002033554.1|DSEC
OG0000010	LOC120457970|XP_039501405.1|DSAN, LOC120457962|XP_039501399.1|DSAN	LOC6606375|XP_032579311.1|DSEC
OG0000011	LOC120458387|XP_039501940.1|DSAN	LOC6613215|XP_002037694.2|DSEC
OG0000011	LOC120458388|XP_039501941.1|DSAN	LOC6613214|XP_002037693.2|DSEC
OG0000011	LOC120458044|XP_039501490.1|DSAN	LOC6613356|XP_002037830.1|DSEC
OG0000011	LOC120449699|XP_039488248.1|DSAN	LOC6616450|XP_032574488.1|DSEC
OG0000011	LOC120444818|XP_039480708.1|DSAN	LOC6614408|XP_032583172.1|DSEC
OG0000011	LOC120445760|XP_039482290.1|DSAN	LOC6614413|XP_032577346.1|DSEC
OG0000011	LOC120454945|XP_039496647.1|DSAN	LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC120449538|XP_039487994.1|DSAN	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC120449537|XP_039487993.1|DSAN	LOC6605627|XP_002030445.2|DSEC
OG0000011	LOC120452178|XP_039492220.1|DSAN	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC120445821|XP_039482372.1|DSAN	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC120445820|XP_039482371.1|DSAN	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC120446192|XP_039482973.1|DSAN	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC120446256|XP_039483062.1|DSAN	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC120444865|XP_039480765.1|DSAN	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC120445730|XP_039482234.1|DSAN	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC120446629|XP_039483624.1|DSAN	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC120446410|XP_039483290.1|DSAN	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC120445226|XP_039481417.1|DSAN	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC120446006|XP_039482689.1|DSAN	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC120446007|XP_039482691.1|DSAN	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC120444466|XP_039480072.1|DSAN	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC120456796|XP_039499752.1|DSAN	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC120450753|XP_039489810.1|DSAN	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC120447659|XP_039485107.1|DSAN	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC120450808|XP_039489911.1|DSAN	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC120452623|XP_039492863.1|DSAN	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN	LOC116801751|XP_032578918.1|DSEC
OG0000013	LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN	LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000014	LOC120450089|XP_039488815.1|DSAN	LOC116802439|XP_032582809.1|DSEC
OG0000014	LOC120457516|XP_039500998.1|DSAN	LOC116802438|XP_032582808.1|DSEC
OG0000014	LOC120458123|XP_039501592.1|DSAN, LOC120458168|XP_039501658.1|DSAN, LOC120458585|XP_039502218.1|DSAN	LOC116800565|XP_032572118.1|DSEC, LOC116802202|XP_032581775.1|DSEC
OG0000015	LOC120446987|XP_039484221.1|DSAN	LOC6614679|XP_002039106.1|DSEC
OG0000015	LOC120456360|XP_039499095.1|DSAN	LOC116803534|XP_032583120.1|DSEC
OG0000015	LOC120458799|XP_039502526.1|DSAN	LOC6617420|XP_032571737.1|DSEC
OG0000015	LOC120458791|XP_039502509.1|DSAN	LOC6611526|XP_002036067.1|DSEC
OG0000015	LOC120458608|XP_039502248.1|DSAN	LOC116800339|XP_032570434.1|DSEC
OG0000015	LOC120445789|XP_039482329.1|DSAN	LOC6608675|XP_002033404.2|DSEC
OG0000015	LOC120454309|XP_039495442.1|DSAN	LOC116801741|XP_032578887.1|DSEC
OG0000016	LOC120451140|XP_039490495.1|DSAN	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC120444605|XP_039480314.1|DSAN	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC120454635|XP_039496058.1|DSAN	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC120445231|XP_039481423.1|DSAN	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC120457379|XP_039500852.1|DSAN	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC120444059|XP_039479503.1|DSAN	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC120450954|XP_039490174.1|DSAN	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC120450393|XP_039489322.1|DSAN	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC120456210|XP_039498824.1|DSAN	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC120458133|XP_039501613.1|DSAN	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC120453270|XP_039493835.1|DSAN	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC120452397|XP_039492549.1|DSAN	LOC6607277|XP_002032056.1|DSEC
OG0000017	LOC120452472|XP_039492645.1|DSAN	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC120445309|XP_039481553.1|DSAN	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC120454864|XP_039496354.1|DSAN	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC120445308|XP_039481552.1|DSAN	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC120454377|XP_039495551.1|DSAN	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC120448958|XP_039487148.1|DSAN	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC120449281|XP_039487598.1|DSAN	LOC6610987|XP_002035544.1|DSEC
OG0000018	LOC120447671|XP_039485130.1|DSAN	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC
OG0000019	LOC120453199|XP_039493718.1|DSAN	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC120453201|XP_039493721.1|DSAN	LOC6617116|XP_002041443.2|DSEC
OG0000019	LOC120453202|XP_039493723.1|DSAN	LOC6617117|XP_002041444.1|DSEC
OG0000019	LOC120453194|XP_039493696.1|DSAN	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC120453200|XP_039493720.1|DSAN	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC120453203|XP_039493724.1|DSAN	LOC6617119|XP_002041446.1|DSEC
OG0000019	LOC120453198|XP_039493717.1|DSAN	LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC120451285|XP_039490765.1|DSAN	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC120445014|XP_039481012.1|DSAN	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC120444384|XP_039479923.1|DSAN	LOC6614620|XP_002039048.1|DSEC
OG0000020	LOC120445506|XP_039481897.1|DSAN	LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC120445000|XP_039480984.1|DSAN	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC120450860|XP_039490007.1|DSAN	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC120453863|XP_039494701.1|DSAN	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC120457706|XP_039501135.1|DSAN	LOC6618224|XP_032583413.1|DSEC
OG0000020	LOC120444385|XP_039479926.1|DSAN	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC120458794|XP_039502520.1|DSAN	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC120445641|XP_039482116.1|DSAN	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC120445227|XP_039481419.1|DSAN	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC120444372|XP_039479913.1|DSAN	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC120456405|XP_039499169.1|DSAN	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC120450748|XP_039489804.1|DSAN	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC120454061|XP_039495000.1|DSAN	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC120456471|XP_039499263.1|DSAN	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC120445477|XP_039481858.1|DSAN	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC120449728|XP_039488291.1|DSAN	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC
OG0000022	LOC120449729|XP_039488292.1|DSAN	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN	LOC6614270|XP_002038710.2|DSEC
OG0000023	LOC120454388|XP_039495572.1|DSAN	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC120444959|XP_039480909.1|DSAN	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC120453781|XP_039494563.1|DSAN	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC120453806|XP_039494614.1|DSAN	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC120450927|XP_039490127.1|DSAN	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC120453011|XP_039493460.1|DSAN	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC120450929|XP_039490129.1|DSAN	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC120445294|XP_039481531.1|DSAN	LOC116800706|XP_032573066.1|DSEC
OG0000024	LOC120445292|XP_039481529.1|DSAN	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC120445293|XP_039481530.1|DSAN	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC120446616|XP_039483595.1|DSAN	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC120446257|XP_039483064.1|DSAN	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC120446965|XP_039484167.1|DSAN	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC120456451|XP_039499224.1|DSAN	LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC120456669|XP_039499542.1|DSAN	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC120458576|XP_039502209.1|DSAN	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC120456651|XP_039499515.1|DSAN	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC120453885|XP_039494736.1|DSAN	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC120458674|XP_039502344.1|DSAN	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC120458543|XP_039502157.1|DSAN	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC120458684|XP_039502355.1|DSAN	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC120447866|XP_039485407.1|DSAN	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC120454032|XP_039494960.1|DSAN	LOC6606884|XP_002031678.1|DSEC
OG0000029	LOC120450915|XP_039490111.1|DSAN	LOC6608399|XP_002033133.1|DSEC
OG0000029	LOC120445653|XP_039482132.1|DSAN	LOC6609830|XP_002034482.1|DSEC
OG0000029	LOC120452245|XP_039492306.1|DSAN	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC120448524|XP_039486496.1|DSAN	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC120458250|XP_039501773.1|DSAN	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC120458016|XP_039501452.1|DSAN	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC120457864|XP_039501320.1|DSAN	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC120458849|XP_039502609.1|DSAN	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC120445779|XP_039482317.1|DSAN	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC120455262|XP_039497197.1|DSAN	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC120456032|XP_039498536.1|DSAN	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC120455351|XP_039497383.1|DSAN	LOC6613654|XP_002038124.2|DSEC
OG0000031	LOC120458683|XP_039502393.1|DSAN	LOC6613642|XP_032571112.1|DSEC
OG0000031	LOC120443942|XP_039479323.1|DSAN	LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC120446453|XP_039483382.1|DSAN	LOC116803563|XP_032583263.1|DSEC
OG0000031	LOC120450501|XP_039489486.1|DSAN	LOC6610715|XP_032575982.1|DSEC
OG0000031	LOC120458846|XP_039502606.1|DSAN	LOC6613163|XP_002037644.1|DSEC
OG0000031	LOC120456119|XP_039498683.1|DSAN	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC120451694|XP_039491522.1|DSAN	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC120453292|XP_039493855.1|DSAN	LOC6606694|XP_002031494.1|DSEC
OG0000032	LOC120451611|XP_039491379.1|DSAN	LOC6606693|XP_002031493.1|DSEC
OG0000032	LOC120451410|XP_039491015.1|DSAN	LOC6606685|XP_002031485.1|DSEC
OG0000033	LOC120452239|XP_039492298.1|DSAN	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC120445509|XP_039481901.1|DSAN	LOC6618200|XP_032577814.1|DSEC
OG0000033	LOC120443742|XP_039478933.1|DSAN	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC120443740|XP_039478930.1|DSAN	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC120443741|XP_039478932.1|DSAN	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC120447695|XP_039485159.1|DSAN	LOC6606119|XP_002030927.1|DSEC
OG0000033	LOC120452485|XP_039492667.1|DSAN	LOC6614345|XP_002038784.1|DSEC
OG0000033	LOC120446152|XP_039482915.1|DSAN	LOC6609451|XP_002034136.1|DSEC
OG0000033	LOC120446144|XP_039482905.1|DSAN	LOC6609450|XP_002034135.2|DSEC
OG0000034	LOC120445348|XP_039481622.1|DSAN	LOC6609502|XP_032572499.1|DSEC
OG0000034	LOC120447094|XP_039484434.1|DSAN	LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC120447093|XP_039484433.1|DSAN	LOC6614429|XP_032583720.1|DSEC
OG0000034	LOC120447092|XP_039484432.1|DSAN	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC120445471|XP_039481849.1|DSAN	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC120458883|XP_039502653.1|DSAN	LOC6613602|XP_002038072.1|DSEC
OG0000035	LOC120453629|XP_039494355.1|DSAN, LOC120451089|XP_039490413.1|DSAN, LOC120452368|XP_039492492.1|DSAN, LOC120456274|XP_039498941.1|DSAN, LOC120450885|XP_039490059.1|DSAN	LOC116800553|XP_032572019.1|DSEC, LOC116800552|XP_032572012.1|DSEC
OG0000035	LOC120457553|XP_039501025.1|DSAN	LOC116801098|XP_032574612.1|DSEC, LOC116802097|XP_032581114.1|DSEC, LOC116801497|XP_032577414.1|DSEC, LOC116803488|XP_032583073.1|DSEC, LOC116800558|XP_032572039.1|DSEC
OG0000036	LOC120453442|XP_039494083.1|DSAN	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC120450981|XP_039490212.1|DSAN	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC120452669|XP_039492941.1|DSAN	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC120445359|XP_039481651.1|DSAN	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC120451056|XP_039490346.1|DSAN	LOC6619109|XP_002043349.1|DSEC
OG0000037	LOC120451055|XP_039490345.1|DSAN	LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC120447582|XP_039484984.1|DSAN	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC120448623|XP_039486674.1|DSAN	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC120453556|XP_039494243.1|DSAN	LOC6614108|XP_032577608.1|DSEC
OG0000039	LOC120456815|XP_039499797.1|DSAN	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC120456766|XP_039499698.1|DSAN	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC120455951|XP_039498428.1|DSAN	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC120453842|XP_039494671.1|DSAN	LOC6616682|XP_002041037.1|DSEC
OG0000040	LOC120453227|XP_039493756.1|DSAN	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC120453230|XP_039493764.1|DSAN	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC120453844|XP_039494674.1|DSAN	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC120453843|XP_039494672.1|DSAN	LOC6616680|XP_002041035.2|DSEC
OG0000040	LOC120453846|XP_039494677.1|DSAN	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC120454621|XP_039496023.1|DSAN	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC120452967|XP_039493393.1|DSAN	LOC6619701|XP_002043916.1|DSEC
OG0000041	LOC120452968|XP_039493395.1|DSAN	LOC6619702|XP_002043917.1|DSEC
OG0000041	LOC120451583|XP_039491328.1|DSAN	LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC120453724|XP_039494486.1|DSAN	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC120453723|XP_039494485.1|DSAN	LOC6619708|XP_032579543.1|DSEC
OG0000042	LOC120456654|XP_039499520.1|DSAN	LOC6617460|XP_002041777.2|DSEC
OG0000042	LOC120446237|XP_039483042.1|DSAN	LOC6609765|XP_002034419.1|DSEC
OG0000042	LOC120446238|XP_039483043.1|DSAN	LOC6609768|XP_002034422.2|DSEC
OG0000042	LOC120446233|XP_039483037.1|DSAN	LOC6609766|XP_032571746.1|DSEC
OG0000042	LOC120446235|XP_039483039.1|DSAN	LOC6609767|XP_032571748.1|DSEC
OG0000042	LOC120446236|XP_039483040.1|DSAN	LOC116800694|XP_032572982.1|DSEC
OG0000042	LOC120446234|XP_039483038.1|DSAN	LOC6609769|XP_002034423.2|DSEC
OG0000043	LOC120453988|XP_039494877.1|DSAN	LOC6606882|XP_002031676.2|DSEC
OG0000043	LOC120453019|XP_039493471.1|DSAN	LOC6606880|XP_002031674.2|DSEC
OG0000043	LOC120453349|XP_039493953.1|DSAN	LOC6606881|XP_032578763.1|DSEC
OG0000043	LOC120453637|XP_039494364.1|DSAN	LOC6606886|XP_002031680.1|DSEC
OG0000043	LOC120452792|XP_039493119.1|DSAN	LOC6606877|XP_032576948.1|DSEC
OG0000043	LOC120454041|XP_039494968.1|DSAN	LOC6606875|XP_002031669.2|DSEC
OG0000043	LOC120452693|XP_039492981.1|DSAN	LOC6612980|XP_002037471.1|DSEC
