Orthogroup	DEUG.longest_only	DSEC.longest_only
OG0000001	LOC108111781|XP_017076888.1|DEUG	LOC116803222|XP_032582995.1|DSEC, LOC116802332|XP_032582502.1|DSEC, LOC116801480|XP_032577252.1|DSEC, LOC116800206|XP_032569851.1|DSEC, LOC116801781|XP_032579152.1|DSEC, LOC116803470|XP_032583064.1|DSEC, LOC116803216|XP_032582991.1|DSEC, LOC116801401|XP_032576522.1|DSEC, LOC116800949|XP_032573700.1|DSEC, LOC116801680|XP_032578612.1|DSEC, LOC116801683|XP_032578632.1|DSEC, LOC116801481|XP_032577253.1|DSEC, LOC116801614|XP_032578126.1|DSEC, LOC116800466|XP_032571508.1|DSEC, LOC116801977|XP_032580408.1|DSEC, LOC116801731|XP_032578825.1|DSEC, LOC116801557|XP_032577826.1|DSEC, LOC116803489|XP_032583077.1|DSEC, LOC116800538|XP_032571928.1|DSEC, LOC116802215|XP_032581860.1|DSEC, LOC116801159|XP_032575009.1|DSEC
OG0000002	LOC108113026|XP_017078944.1|DEUG, LOC108113025|XP_017078942.1|DEUG	LOC6609498|XP_002034183.1|DSEC
OG0000002	LOC108112852|XP_017078659.1|DEUG	LOC6615482|XP_002039862.2|DSEC
OG0000002	LOC108112853|XP_017078660.1|DEUG	LOC6615481|XP_002039861.2|DSEC
OG0000002	LOC108108874|XP_017072580.1|DEUG	LOC6610018|XP_032572286.1|DSEC
OG0000002	LOC108105850|XP_017068103.1|DEUG	LOC6611325|XP_002035872.2|DSEC
OG0000002	LOC108111019|XP_017075821.1|DEUG, LOC108114011|XP_017080247.1|DEUG	LOC6619439|XP_032575015.1|DSEC
OG0000003	LOC108106604|XP_017069284.1|DEUG	LOC6609226|XP_032570279.1|DSEC
OG0000003	LOC108106709|XP_017069429.1|DEUG	LOC6609227|XP_002033918.2|DSEC
OG0000003	LOC108115764|XP_017082821.1|DEUG	LOC6617182|XP_002041509.2|DSEC
OG0000003	LOC108106222|XP_017068637.1|DEUG, LOC108106223|XP_017068638.1|DEUG	LOC6609229|XP_032570278.1|DSEC
OG0000003	LOC108106562|XP_017069219.1|DEUG	LOC6607893|XP_002032647.1|DSEC
OG0000003	LOC108106710|XP_017069431.1|DEUG, LOC108106602|XP_017069282.1|DEUG	LOC116800691|XP_032572969.1|DSEC
OG0000003	LOC108106224|XP_017068639.1|DEUG	LOC6609221|XP_002033912.1|DSEC
OG0000003	LOC108104525|XP_017066146.1|DEUG	LOC6608196|XP_002032941.1|DSEC
OG0000003	LOC108104523|XP_017066143.1|DEUG	LOC6608194|XP_002032939.1|DSEC
OG0000007	LOC108107881|XP_017071156.1|DEUG	LOC116800972|XP_032573823.1|DSEC
OG0000007	LOC108107883|XP_017071158.1|DEUG	LOC6610951|XP_002035508.1|DSEC
OG0000007	LOC108102687|XP_017063316.1|DEUG	LOC6613406|XP_032583270.1|DSEC
OG0000007	LOC108104447|XP_017065997.1|DEUG	LOC6608215|XP_032572281.1|DSEC
OG0000007	LOC108102695|XP_017063328.1|DEUG	LOC6613407|XP_032570241.1|DSEC
OG0000007	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG	LOC6604870|XP_002029715.1|DSEC
OG0000007	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG	LOC6613405|XP_032574637.1|DSEC
OG0000007	LOC108107529|XP_017070559.1|DEUG	LOC6610955|XP_032575304.1|DSEC
OG0000007	LOC108107925|XP_017071238.1|DEUG	LOC6610956|XP_002035513.1|DSEC
OG0000008	LOC108117090|XP_017084777.1|DEUG	LOC6619063|XP_002043304.1|DSEC
OG0000008	LOC108107847|XP_017071090.1|DEUG	LOC6610740|XP_002035306.1|DSEC
OG0000008	LOC108107843|XP_017071086.1|DEUG	LOC6610743|XP_002035309.1|DSEC
OG0000008	LOC108104027|XP_017065348.1|DEUG	LOC6617678|XP_002041991.1|DSEC
OG0000008	LOC108107848|XP_017071091.1|DEUG	LOC6610741|XP_002035307.2|DSEC
OG0000008	LOC108103232|XP_017064122.1|DEUG	LOC6612353|XP_002036862.1|DSEC
OG0000008	LOC108116557|XP_017083985.1|DEUG	LOC6614150|XP_002038603.2|DSEC, LOC6614151|XP_002038604.1|DSEC, LOC116802445|XP_032582815.1|DSEC
OG0000008	LOC108116118|XP_017083331.1|DEUG	LOC6614148|XP_002038601.1|DSEC, LOC116801716|XP_032578753.1|DSEC
OG0000008	LOC108116121|XP_017083334.1|DEUG	LOC116801478|XP_032577234.1|DSEC
OG0000008	LOC108116123|XP_017083335.1|DEUG	LOC6614149|XP_002038602.2|DSEC
OG0000008	LOC108116120|XP_017083333.1|DEUG	LOC116801482|XP_032577264.1|DSEC
OG0000008	LOC108116119|XP_017083332.1|DEUG	LOC116801721|XP_032578777.1|DSEC
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC6621079|XP_032578529.1|DSEC, LOC6607851|XP_002032601.2|DSEC
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC116802673|XP_032582931.1|DSEC, LOC6607846|XP_032576484.1|DSEC
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	LOC116802676|XP_032582933.1|DSEC, LOC6619044|XP_002043286.1|DSEC
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC6619042|XP_032576485.1|DSEC
OG0000009	LOC108107590|XP_017070640.1|DEUG	LOC6610926|XP_032574591.1|DSEC
OG0000009	LOC108107618|XP_017070676.1|DEUG	LOC116801150|XP_032574906.1|DSEC
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC6618810|XP_002043059.1|DSEC
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC6606719|XP_002031518.1|DSEC
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC6608841|XP_002033555.1|DSEC
OG0000009	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC6608840|XP_002033554.1|DSEC
OG0000011	LOC108111192|XP_017076075.1|DEUG	LOC6613215|XP_002037694.2|DSEC
OG0000011	LOC108102616|XP_017063214.1|DEUG	LOC6613356|XP_002037830.1|DSEC
OG0000011	LOC108108695|XP_017072289.1|DEUG	LOC6616450|XP_032574488.1|DSEC
OG0000011	LOC108102619|XP_017063216.1|DEUG	LOC6613355|XP_032576619.1|DSEC
OG0000011	LOC108118458|XP_017086666.1|DEUG	LOC6614408|XP_032583172.1|DSEC
OG0000011	LOC108103884|XP_017065103.1|DEUG	LOC6618632|XP_032581615.1|DSEC, LOC6618634|XP_002042893.2|DSEC
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC6605626|XP_002030444.2|DSEC
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC6605627|XP_002030445.2|DSEC
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC6607077|XP_002031865.1|DSEC
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC6609925|XP_002034575.2|DSEC
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC6609924|XP_002034574.2|DSEC
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC6609923|XP_032571611.1|DSEC
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC6609926|XP_002034576.1|DSEC
OG0000012	LOC108112131|XP_017077370.1|DEUG	LOC6609929|XP_032571342.1|DSEC
OG0000012	LOC108112267|XP_017077578.1|DEUG	LOC6609927|XP_002034577.1|DSEC
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC6608817|XP_032571423.1|DSEC
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC6608818|XP_032571424.1|DSEC
OG0000012	LOC108106279|XP_017068735.1|DEUG	LOC6608819|XP_002033533.2|DSEC
OG0000012	LOC108106300|XP_017068760.1|DEUG	LOC6608820|XP_032571616.1|DSEC
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC6608821|XP_032571618.1|DSEC
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC6608822|XP_032571615.1|DSEC
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC6609116|XP_002033818.1|DSEC
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC6619913|XP_032582274.1|DSEC
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC6606301|XP_002031106.1|DSEC
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC6605619|XP_032575697.1|DSEC
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC6606578|XP_002031379.1|DSEC
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC6607674|XP_002032439.2|DSEC
OG0000013	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG	LOC116801751|XP_032578918.1|DSEC, LOC6606753|XP_002031550.1|DSEC, LOC6606754|XP_002031551.1|DSEC
OG0000014	LOC108111829|XP_017076924.1|DEUG, LOC108118106|XP_017086149.1|DEUG	LOC116802439|XP_032582809.1|DSEC
OG0000014	LOC108117407|XP_017085303.1|DEUG	LOC116802440|XP_032582810.1|DSEC
OG0000014	LOC108112994|XP_017078897.1|DEUG	LOC116802438|XP_032582808.1|DSEC
OG0000014	LOC108117404|XP_017085301.1|DEUG, LOC108105912|XP_017068177.1|DEUG	LOC116800565|XP_032572118.1|DSEC, LOC116802202|XP_032581775.1|DSEC
OG0000015	LOC108106955|XP_017069721.1|DEUG	LOC6614679|XP_002039106.1|DSEC
OG0000015	LOC108111565|XP_017076580.1|DEUG	LOC116803534|XP_032583120.1|DSEC
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG	LOC6611526|XP_002036067.1|DSEC
OG0000015	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG	LOC116800339|XP_032570434.1|DSEC
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC6606525|XP_002031326.2|DSEC
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC6615268|XP_002039673.2|DSEC
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC6606623|XP_002031424.1|DSEC
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC6609492|XP_032572820.1|DSEC
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC6612339|XP_002036849.1|DSEC
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC6619144|XP_002043384.1|DSEC
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC6606248|XP_002031056.2|DSEC
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC6616531|XP_002040890.1|DSEC
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC6620183|XP_002044394.1|DSEC
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC6608076|XP_002032824.1|DSEC
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC6619131|XP_002043371.1|DSEC
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC6607277|XP_002032056.1|DSEC
OG0000017	LOC108116012|XP_017083185.1|DEUG	LOC6618718|XP_002042977.1|DSEC
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC6615716|XP_032571357.1|DSEC
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC6619133|XP_002043373.1|DSEC
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC6615717|XP_002040088.1|DSEC
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC6617387|XP_032577559.1|DSEC
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC6610980|XP_002035537.1|DSEC
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC6610983|XP_002035540.1|DSEC
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC6621634|XP_002045742.2|DSEC
OG0000018	LOC108107530|XP_017070560.1|DEUG	LOC6610978|XP_002035535.1|DSEC, LOC6610976|XP_002035533.2|DSEC
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC6617118|XP_002041445.1|DSEC
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC6617116|XP_002041443.2|DSEC
OG0000019	LOC108115825|XP_017082905.1|DEUG	LOC6617117|XP_002041444.1|DSEC
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC6617113|XP_002041440.2|DSEC
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC6617114|XP_002041441.1|DSEC
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC6617119|XP_002041446.1|DSEC
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC6617120|XP_032579359.1|DSEC
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC116801805|XP_032579403.1|DSEC
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC6615344|XP_002039742.1|DSEC
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG	LOC6608343|XP_032571142.1|DSEC
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC6611665|XP_032583373.1|DSEC
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC6619030|XP_032578205.1|DSEC
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC6606811|XP_002031608.2|DSEC
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC6614621|XP_002039049.1|DSEC
OG0000021	LOC108110545|XP_017075123.1|DEUG	LOC6613204|XP_002037684.1|DSEC
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC6615454|XP_002039834.1|DSEC
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC6615468|XP_002039848.1|DSEC
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC6609714|XP_002034371.1|DSEC
OG0000021	LOC108109877|XP_017074162.1|DEUG	LOC116803406|XP_032583029.1|DSEC
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC6617550|XP_032580648.1|DSEC
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC6607757|XP_002032520.1|DSEC
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC6606667|XP_002031467.1|DSEC
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC6620369|XP_002044577.1|DSEC
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC6609401|XP_002034086.1|DSEC
OG0000022	LOC108102780|XP_017063430.1|DEUG	LOC6610269|XP_002034864.1|DSEC
OG0000022	LOC108102802|XP_017063462.1|DEUG	LOC6610278|XP_002034873.2|DSEC
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC6610275|XP_002034870.1|DSEC, LOC6610276|XP_002034871.1|DSEC, LOC6610274|XP_002034869.1|DSEC
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC116801300|XP_032575946.1|DSEC
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC6614270|XP_002038710.2|DSEC
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC6614272|XP_002038712.1|DSEC
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC6615538|XP_002039917.1|DSEC
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC6614271|XP_032578446.1|DSEC
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC6614265|XP_002038705.1|DSEC
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC6614261|XP_032579066.1|DSEC
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC6614263|XP_002038703.1|DSEC
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC6614259|XP_032579064.1|DSEC
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC116800706|XP_032573066.1|DSEC
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC6608650|XP_002033384.1|DSEC
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC6608651|XP_032573063.1|DSEC
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC6618118|XP_002042417.2|DSEC
OG0000024	LOC108106503|XP_017069087.1|DEUG	LOC6608649|XP_032571742.1|DSEC
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC6609002|XP_002033708.1|DSEC
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC6613440|XP_002037914.1|DSEC
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC6617640|XP_002041953.1|DSEC
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC6613582|XP_002038050.1|DSEC
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC6619909|XP_002044121.1|DSEC
OG0000026	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG	LOC6614041|XP_002038495.1|DSEC
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC6620024|XP_002044237.2|DSEC
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC6611562|XP_002036100.1|DSEC
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC6611565|XP_002036103.2|DSEC
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC6611563|XP_002036101.1|DSEC
OG0000028	LOC108108736|XP_017072363.1|DEUG, LOC108108737|XP_017072364.1|DEUG	LOC116801287|XP_032575822.1|DSEC, LOC116801288|XP_032575823.1|DSEC, LOC6619350|XP_032575819.1|DSEC, LOC116801283|XP_032575818.1|DSEC, LOC116800996|XP_032573943.1|DSEC
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC6605908|XP_002030721.1|DSEC
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC6608399|XP_002033133.1|DSEC
OG0000029	LOC108106174|XP_017068584.1|DEUG	LOC6609830|XP_002034482.1|DSEC, LOC6611703|XP_002036237.1|DSEC
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC6607309|XP_002032088.1|DSEC
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC6618299|XP_002042572.1|DSEC
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC6617677|XP_032583255.1|DSEC
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC6617675|XP_002041988.1|DSEC
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC6617676|XP_002041989.1|DSEC
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC6613129|XP_002037610.2|DSEC
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC6615712|XP_002040083.1|DSEC
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC6616124|XP_002040489.1|DSEC
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC6615087|XP_032581969.1|DSEC
OG0000031	LOC108105113|XP_017067036.1|DEUG	LOC6613654|XP_002038124.2|DSEC, LOC6613642|XP_032571112.1|DSEC
OG0000031	LOC108105166|XP_017067095.1|DEUG	LOC6611386|XP_002035931.1|DSEC
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	LOC116803563|XP_032583263.1|DSEC
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG	LOC6610715|XP_032575982.1|DSEC
OG0000031	LOC108110574|XP_017075160.1|DEUG	LOC6613163|XP_002037644.1|DSEC
OG0000031	LOC108110535|XP_017075106.1|DEUG	LOC6608128|XP_002032876.2|DSEC
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC6611956|XP_002036473.1|DSEC
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC6606692|XP_002031492.2|DSEC
OG0000032	LOC108111712|XP_017076751.1|DEUG	LOC6606686|XP_002031486.2|DSEC
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC6606685|XP_002031485.1|DSEC
OG0000033	LOC108115913|XP_017083039.1|DEUG	LOC6612608|XP_032578226.1|DSEC
OG0000033	LOC108115445|XP_017082370.1|DEUG	LOC6618199|XP_032571400.1|DSEC
OG0000033	LOC108115429|XP_017082354.1|DEUG	LOC6618200|XP_032577814.1|DSEC
OG0000033	LOC108115417|XP_017082342.1|DEUG	LOC6618198|XP_002042473.1|DSEC
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC6607913|XP_002032667.1|DSEC
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC6607912|XP_002032666.2|DSEC
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC6607918|XP_002032668.1|DSEC
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC6606119|XP_002030927.1|DSEC
OG0000033	LOC108115098|XP_017081835.1|DEUG	LOC6614345|XP_002038784.1|DSEC, LOC6614346|XP_032579053.1|DSEC
OG0000033	LOC108112351|XP_017077669.1|DEUG	LOC6609451|XP_002034136.1|DSEC
OG0000034	LOC108118404|XP_017086569.1|DEUG	LOC6614428|XP_002038861.1|DSEC
OG0000034	LOC108118408|XP_017086572.1|DEUG	LOC6614429|XP_032583720.1|DSEC
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC6614430|XP_002038863.1|DSEC
OG0000034	LOC108115439|XP_017082363.1|DEUG	LOC6618128|XP_032583108.1|DSEC
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC6613602|XP_002038072.1|DSEC
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC6614280|XP_002038720.1|DSEC
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC6606280|XP_032578992.1|DSEC
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC6613804|XP_032577945.1|DSEC
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC6607601|XP_002032369.2|DSEC
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC6609848|XP_002034500.1|DSEC
OG0000037	LOC108117112|XP_017084823.1|DEUG	LOC6619109|XP_002043349.1|DSEC
OG0000037	LOC108117111|XP_017084822.1|DEUG	LOC6619108|XP_002043348.1|DSEC
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC6619358|XP_002043575.1|DSEC
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC6619360|XP_032575071.1|DSEC
OG0000039	LOC108109615|XP_017073668.1|DEUG	LOC6614108|XP_032577608.1|DSEC
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC6619553|XP_002043768.1|DSEC
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC6619552|XP_002043767.1|DSEC
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC6617545|XP_032581966.1|DSEC
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC6606863|XP_002031657.1|DSEC
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC6606864|XP_002031658.1|DSEC
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC6616681|XP_002041036.1|DSEC
OG0000040	LOC108111560|XP_017076573.1|DEUG	LOC6616680|XP_002041035.2|DSEC
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC6616678|XP_002041033.1|DSEC
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC6619507|XP_002043722.1|DSEC
OG0000041	LOC108113674|XP_017079839.1|DEUG	LOC6619702|XP_002043917.1|DSEC
OG0000041	LOC108113782|XP_017079974.1|DEUG	LOC6619703|XP_032579544.1|DSEC
OG0000041	LOC108113689|XP_017079854.1|DEUG	LOC6619709|XP_002043924.1|DSEC
OG0000041	LOC108113801|XP_017079998.1|DEUG	LOC6619708|XP_032579543.1|DSEC
OG0000042	LOC108108093|XP_017071481.1|DEUG	LOC6617460|XP_002041777.2|DSEC
OG0000042	LOC108112378|XP_017077703.1|DEUG	LOC6609765|XP_002034419.1|DSEC
OG0000042	LOC108112385|XP_017077715.1|DEUG	LOC6609768|XP_002034422.2|DSEC
OG0000042	LOC108112383|XP_017077713.1|DEUG	LOC6609766|XP_032571746.1|DSEC
OG0000042	LOC108112381|XP_017077708.1|DEUG	LOC6609767|XP_032571748.1|DSEC
OG0000042	LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG	LOC116800694|XP_032572982.1|DSEC
OG0000042	LOC108112384|XP_017077714.1|DEUG	LOC6609769|XP_002034423.2|DSEC
OG0000043	LOC108116482|XP_017083904.1|DEUG	LOC6606880|XP_002031674.2|DSEC
