Orthogroup	DEUG.longest_only	DERE.longest_only
OG0000007	LOC108107529|XP_017070559.1|DEUG	LOC6545300|XP_001972058.2|DERE
OG0000007	LOC108107925|XP_017071238.1|DEUG	LOC6545301|XP_001972059.1|DERE
OG0000008	LOC108117090|XP_017084777.1|DEUG	LOC6553905|XP_001979522.1|DERE
OG0000008	LOC108107847|XP_017071090.1|DEUG	LOC6543716|XP_001971859.1|DERE
OG0000008	LOC108107843|XP_017071086.1|DEUG	LOC6543719|XP_001971862.1|DERE
OG0000008	LOC108104027|XP_017065348.1|DEUG	LOC6541660|XP_001969797.3|DERE
OG0000008	LOC108107848|XP_017071091.1|DEUG	LOC6543717|XP_001971860.3|DERE
OG0000008	LOC108103232|XP_017064122.1|DEUG	LOC6551209|XP_001977016.1|DERE
OG0000008	LOC108116557|XP_017083985.1|DEUG	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE
OG0000008	LOC108116118|XP_017083331.1|DEUG	LOC6553018|XP_001979109.1|DERE
OG0000008	LOC108116121|XP_017083334.1|DEUG	LOC6553016|XP_001979107.1|DERE
OG0000008	LOC108116123|XP_017083335.1|DEUG	LOC6553019|XP_001979110.3|DERE
OG0000008	LOC108116120|XP_017083333.1|DEUG	LOC6553017|XP_001979108.1|DERE
OG0000008	LOC108116119|XP_017083332.1|DEUG	LOC6553015|XP_001979106.1|DERE
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC6554105|XP_001979501.1|DERE
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC6554107|XP_001979503.1|DERE
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	LOC6554108|XP_001979504.1|DERE
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC6554106|XP_001979502.1|DERE
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC6548094|XP_001976600.1|DERE
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC6553884|XP_001980458.1|DERE
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC6546804|XP_001975914.1|DERE
OG0000009	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC6546805|XP_001975915.1|DERE
OG0000010	LOC108105230|XP_017067186.1|DEUG	LOC113564795|XP_026839443.1|DERE, LOC6556039|XP_015008608.2|DERE
OG0000011	LOC108111192|XP_017076075.1|DEUG	LOC6540864|XP_001968531.3|DERE
OG0000011	LOC108102616|XP_017063214.1|DEUG	LOC6543446|XP_001968684.2|DERE
OG0000011	LOC108108695|XP_017072289.1|DEUG	LOC6543815|XP_001973630.3|DERE
OG0000011	LOC108118231|XP_017086302.1|DEUG	LOC6555031|XP_001981173.1|DERE
OG0000011	LOC108102619|XP_017063216.1|DEUG	LOC113564144|XP_026835345.1|DERE
OG0000011	LOC108118458|XP_017086666.1|DEUG	LOC6547227|XP_026836974.1|DERE
OG0000011	LOC108118456|XP_017086662.1|DEUG	LOC113564269|XP_026836076.1|DERE
OG0000011	LOC108103884|XP_017065103.1|DEUG	LOC6551039|XP_001978306.1|DERE
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC6545632|XP_001972694.2|DERE
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC6545633|XP_001972695.1|DERE
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC6552127|XP_001980788.1|DERE
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC108112131|XP_017077370.1|DEUG	LOC6547486|XP_001974802.1|DERE
OG0000012	LOC108112267|XP_017077578.1|DEUG	LOC6547485|XP_015012185.1|DERE
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC6546830|XP_026836193.1|DERE
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC6546691|XP_001975936.3|DERE
OG0000012	LOC108106279|XP_017068735.1|DEUG	LOC6546690|XP_001975935.1|DERE
OG0000012	LOC108106300|XP_017068760.1|DEUG	LOC26526953|XP_026835974.1|DERE
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC108106955|XP_017069721.1|DEUG	LOC6549487|XP_001974261.3|DERE
OG0000015	LOC108110504|XP_017075072.1|DEUG	LOC6541487|XP_001968624.1|DERE
OG0000015	LOC108111565|XP_017076580.1|DEUG	LOC26527019|XP_015015589.1|DERE
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG	LOC6542316|XP_001970154.1|DERE
OG0000015	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG	LOC6541306|XP_001970208.1|DERE
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC6552914|XP_001980977.1|DERE
OG0000017	LOC108115927|XP_017083050.1|DEUG	LOC6544876|XP_001973836.1|DERE
OG0000017	LOC108116012|XP_017083185.1|DEUG	LOC6556262|XP_026839527.1|DERE
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC6545115|XP_001972084.1|DERE
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC6545114|XP_001972083.1|DERE
OG0000018	LOC108107616|XP_017070674.1|DEUG	LOC6545189|XP_001972077.1|DERE, LOC6545191|XP_001972079.1|DERE
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC113564837|XP_026839515.1|DERE
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG	LOC6540649|XP_026834533.1|DERE
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC6543425|XP_026834766.1|DERE
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC6549412|XP_001974317.1|DERE
OG0000021	LOC108110545|XP_017075123.1|DEUG	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC108109877|XP_017074162.1|DEUG	LOC6556217|XP_001983050.1|DERE
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC108102780|XP_017063430.1|DEUG	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC108106503|XP_017069087.1|DEUG	LOC6547184|XP_001976082.1|DERE
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC6540718|XP_001968765.1|DERE
OG0000025	LOC108103398|XP_017064344.1|DEUG	LOC113564765|XP_026839399.1|DERE
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC6541177|XP_001969159.1|DERE
OG0000029	LOC108106174|XP_017068584.1|DEUG	LOC6547215|XP_001974713.1|DERE, LOC6543371|XP_001969207.2|DERE
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC108105113|XP_017067036.1|DEUG	LOC6541519|XP_001969009.2|DERE
OG0000031	LOC108105166|XP_017067095.1|DEUG	LOC6543250|XP_001968986.1|DERE
OG0000031	LOC108105922|XP_017068599.1|DEUG	LOC113563971|XP_026833917.1|DERE
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC108111712|XP_017076751.1|DEUG, LOC108111717|XP_017076757.1|DEUG	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC108111711|XP_017076750.1|DEUG	LOC6553976|XP_001980433.2|DERE
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC108115913|XP_017083039.1|DEUG	LOC6555355|XP_001981434.1|DERE
OG0000033	LOC108115429|XP_017082354.1|DEUG	LOC6548262|XP_001974108.1|DERE
OG0000033	LOC108115417|XP_017082342.1|DEUG	LOC6548263|XP_001974109.1|DERE
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC6542775|XP_001970704.2|DERE
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC6546216|XP_001972911.1|DERE
OG0000033	LOC108115098|XP_017081835.1|DEUG	LOC6553620|XP_001979278.1|DERE
OG0000033	LOC108112351|XP_017077669.1|DEUG	LOC6548922|XP_001975350.1|DERE
OG0000034	LOC108118404|XP_017086569.1|DEUG	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC108115439|XP_017082363.1|DEUG	LOC113564268|XP_026836067.1|DERE
OG0000034	LOC108116981|XP_017084632.1|DEUG	LOC6553711|XP_001980355.1|DERE
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC108117112|XP_017084823.1|DEUG	LOC6553809|XP_001979566.1|DERE
OG0000037	LOC108117111|XP_017084822.1|DEUG	LOC6553808|XP_001979565.1|DERE
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC108109615|XP_017073668.1|DEUG	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC6551780|XP_001980593.1|DERE
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC6551892|XP_001979714.2|DERE
OG0000040	LOC108111560|XP_017076573.1|DEUG	LOC6551891|XP_001979713.1|DERE
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC108113674|XP_017079839.1|DEUG	LOC26526627|XP_015009397.2|DERE
OG0000041	LOC108113782|XP_017079974.1|DEUG	LOC6554997|XP_001981822.1|DERE
OG0000041	LOC108113689|XP_017079854.1|DEUG	LOC6554990|XP_001981815.1|DERE
OG0000041	LOC108113801|XP_017079998.1|DEUG	LOC6554991|XP_001981816.2|DERE
OG0000042	LOC108108093|XP_017071481.1|DEUG	LOC6549797|XP_001977320.1|DERE
OG0000042	LOC108112378|XP_017077703.1|DEUG	LOC6547072|XP_001974652.1|DERE
OG0000042	LOC108112385|XP_017077715.1|DEUG	LOC6547084|XP_001974656.1|DERE
OG0000042	LOC108112383|XP_017077713.1|DEUG	LOC6547081|XP_026835970.1|DERE
OG0000042	LOC108112381|XP_017077708.1|DEUG	LOC6547083|XP_026836041.1|DERE
OG0000042	LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG	LOC6547082|XP_001974654.1|DERE
OG0000042	LOC108112384|XP_017077714.1|DEUG	LOC6547085|XP_001974657.2|DERE
OG0000043	LOC108116482|XP_017083904.1|DEUG	LOC6551882|XP_001980606.1|DERE
OG0000043	LOC108116483|XP_017083905.1|DEUG	LOC6551883|XP_001980607.1|DERE
OG0000043	LOC108116504|XP_017083929.1|DEUG	LOC6551896|XP_001980611.1|DERE
OG0000043	LOC108105204|XP_017067144.1|DEUG	LOC6554744|XP_001981087.1|DERE
OG0000043	LOC108116498|XP_017083919.1|DEUG	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE
OG0000044	LOC108113702|XP_017079868.1|DEUG	LOC6554933|XP_001981812.1|DERE
OG0000044	LOC108113679|XP_017079844.1|DEUG	LOC6554929|XP_001981808.1|DERE
OG0000044	LOC108113668|XP_017079833.1|DEUG	LOC6554928|XP_001981807.1|DERE
OG0000044	LOC108113686|XP_017079852.1|DEUG	LOC6554932|XP_026836683.1|DERE
OG0000044	LOC108113695|XP_017079861.1|DEUG	LOC6554930|XP_001981809.1|DERE
OG0000044	LOC108113682|XP_017079848.1|DEUG	LOC6554931|XP_001981810.2|DERE
OG0000044	LOC108116281|XP_017083557.1|DEUG	LOC6553968|XP_001980526.3|DERE
OG0000045	LOC108114047|XP_017080284.1|DEUG	LOC6543777|XP_001972312.1|DERE
OG0000045	LOC108114051|XP_017080293.1|DEUG, LOC108113998|XP_017080232.1|DEUG	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE
OG0000045	LOC108107675|XP_017070752.1|DEUG	LOC6544619|XP_001971501.1|DERE
OG0000045	LOC108107619|XP_017070678.1|DEUG	LOC6544620|XP_001971502.1|DERE
OG0000046	LOC108110175|XP_017074588.1|DEUG	LOC6553418|XP_001979316.1|DERE
OG0000046	LOC108104997|XP_017066863.1|DEUG	LOC6550460|XP_001977787.1|DERE
OG0000046	LOC108116573|XP_017084003.1|DEUG	LOC6554301|XP_001982125.2|DERE
OG0000046	LOC108116555|XP_017083982.1|DEUG	LOC6554302|XP_001982126.1|DERE
