Orthogroup	DEUG.longest_only	DMAU.longest_only
OG0000000	LOC108114139|XP_017080411.1|DEUG	LOC117140539|XP_033159419.1|DMAU
OG0000000	LOC108113890|XP_017080084.1|DEUG	LOC117140538|XP_033159418.1|DMAU
OG0000001	LOC108111625|XP_017076648.1|DEUG	LOC117140024|XP_033158645.1|DMAU
OG0000002	LOC108113026|XP_017078944.1|DEUG, LOC108113025|XP_017078942.1|DEUG	LOC117138082|XP_033155798.1|DMAU
OG0000002	LOC108112852|XP_017078659.1|DEUG	LOC117135907|XP_033152364.1|DMAU
OG0000002	LOC108112853|XP_017078660.1|DEUG	LOC117135906|XP_033152363.1|DMAU
OG0000002	LOC108108874|XP_017072580.1|DEUG	LOC117136987|XP_033154052.1|DMAU
OG0000002	LOC108105850|XP_017068103.1|DEUG	LOC117149870|XP_033172720.1|DMAU
OG0000002	LOC108111019|XP_017075821.1|DEUG, LOC108114011|XP_017080247.1|DEUG	LOC117140283|XP_033159002.1|DMAU
OG0000003	LOC108106604|XP_017069284.1|DEUG	LOC117136850|XP_033153839.1|DMAU
OG0000003	LOC108106709|XP_017069429.1|DEUG	LOC117137895|XP_033155524.1|DMAU
OG0000003	LOC108115764|XP_017082821.1|DEUG	LOC117145313|XP_033166799.1|DMAU
OG0000003	LOC108106222|XP_017068637.1|DEUG, LOC108106223|XP_017068638.1|DEUG	LOC117137897|XP_033155527.1|DMAU
OG0000003	LOC108106562|XP_017069219.1|DEUG	LOC117136364|XP_033153130.1|DMAU
OG0000003	LOC108106710|XP_017069431.1|DEUG, LOC108106602|XP_017069282.1|DEUG	LOC117137674|XP_033155124.1|DMAU
OG0000003	LOC108106224|XP_017068639.1|DEUG	LOC117136851|XP_033153841.1|DMAU
OG0000003	LOC108104525|XP_017066146.1|DEUG	LOC117137104|XP_033154281.1|DMAU
OG0000003	LOC108104523|XP_017066143.1|DEUG	LOC117137102|XP_033154279.1|DMAU
OG0000003	LOC108104524|XP_017066145.1|DEUG	LOC117137103|XP_033154280.1|DMAU
OG0000007	LOC108107527|XP_017070556.1|DEUG	LOC117140666|XP_033159604.1|DMAU
OG0000007	LOC108107883|XP_017071158.1|DEUG	LOC117140665|XP_033159603.1|DMAU
OG0000007	LOC108102687|XP_017063316.1|DEUG	LOC117150742|XP_033173667.1|DMAU
OG0000007	LOC108104447|XP_017065997.1|DEUG	LOC117136894|XP_033153899.1|DMAU
OG0000007	LOC108102695|XP_017063328.1|DEUG	LOC117139714|XP_033158125.1|DMAU
OG0000007	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG	LOC117139147|XP_033157196.1|DMAU
OG0000007	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG	LOC117139091|XP_033157106.1|DMAU
OG0000007	LOC108107529|XP_017070559.1|DEUG	LOC117142071|XP_033161842.1|DMAU
OG0000007	LOC108107925|XP_017071238.1|DEUG	LOC117142072|XP_033161843.1|DMAU
OG0000008	LOC108117090|XP_017084777.1|DEUG	LOC117142833|XP_033162955.1|DMAU
OG0000008	LOC108107847|XP_017071090.1|DEUG	LOC117140615|XP_033159521.1|DMAU
OG0000008	LOC108107843|XP_017071086.1|DEUG	LOC117140614|XP_033159520.1|DMAU
OG0000008	LOC108104027|XP_017065348.1|DEUG	LOC117150767|XP_033173694.1|DMAU
OG0000008	LOC108107848|XP_017071091.1|DEUG	LOC117140617|XP_033159524.1|DMAU
OG0000008	LOC108103232|XP_017064122.1|DEUG	LOC117147420|XP_033170189.1|DMAU
OG0000008	LOC108116557|XP_017083985.1|DEUG	LOC117145079|XP_033166487.1|DMAU, LOC117144385|XP_033165410.1|DMAU
OG0000008	LOC108116118|XP_017083331.1|DEUG	LOC117144387|XP_033165412.1|DMAU
OG0000008	LOC108116121|XP_017083334.1|DEUG	LOC117143719|XP_033164408.1|DMAU
OG0000008	LOC108116120|XP_017083333.1|DEUG	LOC117144386|XP_033165411.1|DMAU
OG0000008	LOC108116119|XP_017083332.1|DEUG	LOC117143928|XP_033164736.1|DMAU
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC117145423|XP_033166959.1|DMAU
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC117143759|XP_033164466.1|DMAU
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	LOC117145633|XP_033167244.1|DMAU
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC117145422|XP_033166958.1|DMAU
OG0000009	LOC108107590|XP_017070640.1|DEUG	LOC117141397|XP_033160707.1|DMAU
OG0000009	LOC108107618|XP_017070676.1|DEUG	LOC117141398|XP_033160708.1|DMAU
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC117136735|XP_033153656.1|DMAU
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC117143616|XP_033164265.1|DMAU
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC117135792|XP_033152175.1|DMAU
OG0000009	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC117138502|XP_033156525.1|DMAU, LOC117138499|XP_033156519.1|DMAU
OG0000010	LOC108105230|XP_017067186.1|DEUG, LOC108103372|XP_017064308.1|DEUG	LOC117142722|XP_033162774.1|DMAU
OG0000011	LOC108111192|XP_017076075.1|DEUG	LOC117148149|XP_033171274.1|DMAU
OG0000011	LOC108102616|XP_017063214.1|DEUG	LOC117138313|XP_033156221.1|DMAU
OG0000011	LOC108108695|XP_017072289.1|DEUG	LOC117140362|XP_033159107.1|DMAU
OG0000011	LOC108102619|XP_017063216.1|DEUG	LOC117142406|XP_033162250.1|DMAU
OG0000011	LOC108118458|XP_017086666.1|DEUG	LOC117150358|XP_033173108.1|DMAU
OG0000011	LOC108103884|XP_017065103.1|DEUG	LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC117141063|XP_033160242.1|DMAU
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC117141062|XP_033160241.1|DMAU
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC117143493|XP_033164098.1|DMAU
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC117136761|XP_033153688.1|DMAU
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC117136760|XP_033153687.1|DMAU
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC117136898|XP_033153902.1|DMAU
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC117137864|XP_033155471.1|DMAU
OG0000012	LOC108112131|XP_017077370.1|DEUG	LOC117137455|XP_033154790.1|DMAU
OG0000012	LOC108112267|XP_017077578.1|DEUG	LOC117136643|XP_033153526.1|DMAU
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC117136387|XP_033153170.1|DMAU
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC117136474|XP_033153296.1|DMAU
OG0000012	LOC108106279|XP_017068735.1|DEUG	LOC117136403|XP_033153190.1|DMAU
OG0000012	LOC108106300|XP_017068760.1|DEUG	LOC117138497|XP_033156518.1|DMAU
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC117137795|XP_033155358.1|DMAU
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC117137796|XP_033155359.1|DMAU
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC117136473|XP_033153295.1|DMAU
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC117148236|XP_033171424.1|DMAU
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC117142434|XP_033162286.1|DMAU
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC117141743|XP_033161255.1|DMAU
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC117143333|XP_033163884.1|DMAU
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC117142344|XP_033162152.1|DMAU
OG0000013	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU
OG0000014	LOC108111829|XP_017076924.1|DEUG	LOC117141766|XP_033161286.1|DMAU
OG0000014	LOC108118096|XP_017086142.1|DEUG	LOC117139678|XP_033158048.1|DMAU, LOC117136459|XP_033153277.1|DMAU
OG0000014	LOC108112994|XP_017078897.1|DEUG	LOC117149978|XP_033172760.1|DMAU
OG0000015	LOC108106955|XP_017069721.1|DEUG	LOC117135278|XP_033151337.1|DMAU
OG0000015	LOC108111565|XP_017076580.1|DEUG	LOC117150915|XP_033173958.1|DMAU
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG	LOC117140156|XP_033158823.1|DMAU
OG0000015	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG	LOC117150376|XP_033173128.1|DMAU
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC117143253|XP_033163704.1|DMAU
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC117136077|XP_033152622.1|DMAU
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC117144517|XP_033165627.1|DMAU
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC117137377|XP_033154680.1|DMAU
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC117148789|XP_033172290.1|DMAU
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC117135957|XP_033152442.1|DMAU
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC117145868|XP_033167581.1|DMAU
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC117140134|XP_033158791.1|DMAU
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC117146549|XP_033168738.1|DMAU
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC117138274|XP_033156132.1|DMAU
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC117136736|XP_033153658.1|DMAU
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC117144510|XP_033165592.1|DMAU
OG0000017	LOC108115927|XP_017083050.1|DEUG	LOC117144630|XP_033165816.1|DMAU
OG0000017	LOC108116012|XP_017083185.1|DEUG	LOC117144632|XP_033165817.1|DMAU
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC117137416|XP_033154735.1|DMAU
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC117136539|XP_033153380.1|DMAU
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC117137415|XP_033154734.1|DMAU
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC117141482|XP_033160851.1|DMAU
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC117141483|XP_033160852.1|DMAU
OG0000018	LOC108107530|XP_017070560.1|DEUG	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC117143233|XP_033163675.1|DMAU
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC117143237|XP_033163678.1|DMAU
OG0000019	LOC108115825|XP_017082905.1|DEUG	LOC117143236|XP_033163677.1|DMAU
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC117143229|XP_033163670.1|DMAU
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC117143234|XP_033163676.1|DMAU
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC117143231|XP_033163673.1|DMAU
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC117143232|XP_033163674.1|DMAU
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC117143636|XP_033164304.1|DMAU
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC117136475|XP_033153300.1|DMAU
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG	LOC117138462|XP_033156478.1|DMAU
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC117140141|XP_033158803.1|DMAU
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC117145918|XP_033167668.1|DMAU
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC117143368|XP_033163935.1|DMAU
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC117139836|XP_033158373.1|DMAU
OG0000021	LOC108110545|XP_017075123.1|DEUG	LOC117135318|XP_033151407.1|DMAU
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC117136145|XP_033152741.1|DMAU
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC117136571|XP_033153419.1|DMAU
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC117136553|XP_033153398.1|DMAU
OG0000021	LOC108109877|XP_017074162.1|DEUG	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC117146855|XP_033169316.1|DMAU
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC117142241|XP_033161985.1|DMAU
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC117143646|XP_033164316.1|DMAU
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC117148061|XP_033171143.1|DMAU
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC117138252|XP_033156103.1|DMAU
OG0000022	LOC108102780|XP_017063430.1|DEUG	LOC117139751|XP_033158206.1|DMAU
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC117139203|XP_033157266.1|DMAU
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC117139198|XP_033157262.1|DMAU
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC117144284|XP_033165278.1|DMAU
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC117144282|XP_033165275.1|DMAU
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC117135977|XP_033152481.1|DMAU
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC117145126|XP_033166537.1|DMAU
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC117144278|XP_033165272.1|DMAU
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC117144775|XP_033166033.1|DMAU
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC117144277|XP_033165271.1|DMAU
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC117144765|XP_033166018.1|DMAU
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC117137467|XP_033154805.1|DMAU
OG0000024	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG	LOC117137468|XP_033154806.1|DMAU, LOC117137469|XP_033154807.1|DMAU
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC117137862|XP_033155468.1|DMAU
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC117136255|XP_033152953.1|DMAU
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC117150619|XP_033173479.1|DMAU
OG0000024	LOC108106503|XP_017069087.1|DEUG	LOC117136506|XP_033153341.1|DMAU
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC117135440|XP_033151508.1|DMAU
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC117143378|XP_033163951.1|DMAU
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC117148470|XP_033171735.1|DMAU
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC117135160|XP_033151111.1|DMAU
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC117146899|XP_033169397.1|DMAU
OG0000026	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG	LOC117142902|XP_033163074.1|DMAU
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC117145491|XP_033167059.1|DMAU
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC117142835|XP_033162961.1|DMAU
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC117140739|XP_033159710.1|DMAU
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC117150817|XP_033173768.1|DMAU
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC117139373|XP_033157513.1|DMAU
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC117141110|XP_033160324.1|DMAU
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC117136167|XP_033152799.1|DMAU
OG0000029	LOC108106174|XP_017068584.1|DEUG	LOC117136614|XP_033153490.1|DMAU, LOC117135122|XP_033151033.1|DMAU
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC117144854|XP_033166148.1|DMAU
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC117140740|XP_033159707.1|DMAU
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC117150768|XP_033173696.1|DMAU
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC117137293|XP_033154560.1|DMAU
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC117150769|XP_033173697.1|DMAU
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC117143350|XP_033163916.1|DMAU
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC117137054|XP_033154154.1|DMAU
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC117148684|XP_033172115.1|DMAU
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	LOC108105113|XP_017067036.1|DEUG	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU
OG0000031	LOC108105166|XP_017067095.1|DEUG	LOC117145782|XP_033167456.1|DMAU
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	LOC117135426|XP_033151476.1|DMAU
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG	LOC117138977|XP_033156935.1|DMAU
OG0000031	LOC108110574|XP_017075160.1|DEUG	LOC117135570|XP_033151785.1|DMAU
OG0000031	LOC108110535|XP_017075106.1|DEUG	LOC117138460|XP_033156477.1|DMAU
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC117150913|XP_033173999.1|DMAU
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC117145857|XP_033167568.1|DMAU
OG0000032	LOC108111712|XP_017076751.1|DEUG	LOC117145495|XP_033167064.1|DMAU
OG0000032	LOC108111717|XP_017076757.1|DEUG	LOC117145861|XP_033167572.1|DMAU
OG0000033	LOC108115913|XP_017083039.1|DEUG	LOC117144719|XP_033165948.1|DMAU
OG0000033	LOC108115445|XP_017082370.1|DEUG	LOC117143209|XP_033163650.1|DMAU
OG0000033	LOC108115429|XP_017082354.1|DEUG	LOC117150287|XP_033172997.1|DMAU
OG0000033	LOC108115417|XP_017082342.1|DEUG	LOC117143200|XP_033163638.1|DMAU
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC117138299|XP_033156190.1|DMAU
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC117138297|XP_033156188.1|DMAU
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC117138298|XP_033156189.1|DMAU
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC117140273|XP_033158989.1|DMAU
OG0000033	LOC108115098|XP_017081835.1|DEUG	LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU
OG0000033	LOC108112351|XP_017077669.1|DEUG	LOC117137789|XP_033155336.1|DMAU
OG0000034	LOC108118404|XP_017086569.1|DEUG	LOC117141167|XP_033160397.1|DMAU
OG0000034	LOC108118408|XP_017086572.1|DEUG	LOC117150484|XP_033173274.1|DMAU
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC117150483|XP_033173273.1|DMAU
OG0000034	LOC108115439|XP_017082363.1|DEUG	LOC117149319|XP_033172656.1|DMAU
OG0000034	LOC108116805|XP_017084341.1|DEUG	LOC117143947|XP_033164772.1|DMAU
OG0000034	LOC108116981|XP_017084632.1|DEUG	LOC117145446|XP_033166996.1|DMAU
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC117143867|XP_033164627.1|DMAU
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC117145150|XP_033166581.1|DMAU
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC117145004|XP_033166383.1|DMAU
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC117145915|XP_033167661.1|DMAU
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC117137024|XP_033154116.1|DMAU
OG0000037	LOC108117112|XP_017084823.1|DEUG	LOC117145239|XP_033166706.1|DMAU
OG0000037	LOC108117111|XP_017084822.1|DEUG	LOC117143582|XP_033164221.1|DMAU
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC117139364|XP_033157507.1|DMAU
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC117141232|XP_033160483.1|DMAU
OG0000039	LOC108109615|XP_017073668.1|DEUG	LOC117144249|XP_033165219.1|DMAU
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC117148457|XP_033171719.1|DMAU
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC117147454|XP_033170230.1|DMAU
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC117146886|XP_033169374.1|DMAU
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC117143448|XP_033164046.1|DMAU
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC117143449|XP_033164048.1|DMAU
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC117144294|XP_033165289.1|DMAU
OG0000040	LOC108111560|XP_017076573.1|DEUG	LOC117144293|XP_033165288.1|DMAU
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC117143965|XP_033164790.1|DMAU
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC117143756|XP_033164463.1|DMAU
OG0000041	LOC108113782|XP_017079974.1|DEUG	LOC117144930|XP_033166274.1|DMAU
OG0000041	LOC108113689|XP_017079854.1|DEUG	LOC117145103|XP_033166514.1|DMAU
OG0000041	LOC108113801|XP_017079998.1|DEUG	LOC117145105|XP_033166515.1|DMAU
OG0000042	LOC108108093|XP_017071481.1|DEUG	LOC117146870|XP_033169351.1|DMAU
OG0000042	LOC108112378|XP_017077703.1|DEUG	LOC117138472|XP_033156493.1|DMAU
OG0000042	LOC108112385|XP_017077715.1|DEUG	LOC117138473|XP_033156494.1|DMAU
OG0000042	LOC108112383|XP_017077713.1|DEUG	LOC117138470|XP_033156490.1|DMAU
OG0000042	LOC108112384|XP_017077714.1|DEUG	LOC117138471|XP_033156492.1|DMAU
OG0000043	LOC108116482|XP_017083904.1|DEUG	LOC117143570|XP_033164205.1|DMAU
OG0000043	LOC108116483|XP_017083905.1|DEUG	LOC117143572|XP_033164208.1|DMAU
OG0000043	LOC108116504|XP_017083929.1|DEUG	LOC117145149|XP_033166580.1|DMAU
OG0000043	LOC108116497|XP_017083918.1|DEUG	LOC117143571|XP_033164207.1|DMAU
OG0000043	LOC108105204|XP_017067144.1|DEUG	LOC117145745|XP_033167398.1|DMAU
OG0000043	LOC108116498|XP_017083919.1|DEUG	LOC117143372|XP_033163938.1|DMAU
OG0000044	LOC108113702|XP_017079868.1|DEUG	LOC117143901|XP_033164698.1|DMAU
OG0000044	LOC108113679|XP_017079844.1|DEUG	LOC117143451|XP_033164051.1|DMAU
OG0000044	LOC108113668|XP_017079833.1|DEUG	LOC117145465|XP_033167027.1|DMAU
OG0000044	LOC108113686|XP_017079852.1|DEUG	LOC117145163|XP_033166599.1|DMAU
OG0000044	LOC108113695|XP_017079861.1|DEUG	LOC117143590|XP_033164229.1|DMAU
OG0000044	LOC108113682|XP_017079848.1|DEUG	LOC117143652|XP_033164322.1|DMAU
