Orthogroup	DEUG.longest_only	DSUP.longest_only
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC119560146|XP_037729428.1|DSUP
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC119560480|XP_037729870.1|DSUP
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	LOC119560408|XP_037729769.1|DSUP
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC119560481|XP_037729871.1|DSUP
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC119550480|XP_037715097.1|DSUP
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC119560195|XP_037729489.1|DSUP
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC119549977|XP_037714304.1|DSUP, LOC119550208|XP_037714685.1|DSUP
OG0000009	LOC108110759|XP_017075465.1|DEUG, LOC108110896|XP_017075646.1|DEUG, LOC108110742|XP_017075440.1|DEUG	LOC119547540|XP_037710365.1|DSUP
OG0000009	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC119551857|XP_037717362.1|DSUP, LOC119551891|XP_037717420.1|DSUP
OG0000010	LOC108105230|XP_017067186.1|DEUG	LOC119559209|XP_037728208.1|DSUP, LOC119547995|XP_037710980.1|DSUP, LOC119547946|XP_037710924.1|DSUP, LOC119559220|XP_037728219.1|DSUP, LOC119559208|XP_037728207.1|DSUP
OG0000011	LOC108111192|XP_017076075.1|DEUG	LOC119548095|XP_037711111.1|DSUP, LOC119548094|XP_037711110.1|DSUP, LOC119548461|XP_037711657.1|DSUP, LOC119548363|XP_037711507.1|DSUP
OG0000011	LOC108102528|XP_017063054.1|DEUG, LOC108102616|XP_017063214.1|DEUG	LOC119548873|XP_037712431.1|DSUP, LOC119546938|XP_037709503.1|DSUP
OG0000011	LOC108108695|XP_017072289.1|DEUG	LOC119555066|XP_037722201.1|DSUP
OG0000011	LOC108118231|XP_017086302.1|DEUG	LOC119557843|XP_037726753.1|DSUP, LOC119560943|XP_037730609.1|DSUP, LOC119554642|XP_037721569.1|DSUP, LOC119560221|XP_037729507.1|DSUP, LOC119560941|XP_037730605.1|DSUP, LOC119553270|XP_037719489.1|DSUP, LOC119554912|XP_037721943.1|DSUP, LOC119555170|XP_037722349.1|DSUP, LOC119555608|XP_037723034.1|DSUP
OG0000011	LOC108111193|XP_017076077.1|DEUG	LOC119547187|XP_037709849.1|DSUP
OG0000011	LOC108118458|XP_017086666.1|DEUG	LOC119546050|XP_037708041.1|DSUP
OG0000011	LOC108118456|XP_017086662.1|DEUG	LOC119548232|XP_037711301.1|DSUP
OG0000011	LOC108103884|XP_017065103.1|DEUG	LOC119556682|XP_037724981.1|DSUP
OG0000011	LOC108103883|XP_017065101.1|DEUG	LOC119556749|XP_037725099.1|DSUP
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC119554627|XP_037721551.1|DSUP
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC119554626|XP_037721550.1|DSUP
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC119554762|XP_037721730.1|DSUP
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC119550822|XP_037715693.1|DSUP
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC119550821|XP_037715691.1|DSUP
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC119551596|XP_037716924.1|DSUP, LOC119550028|XP_037714380.1|DSUP
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC119551494|XP_037716788.1|DSUP
OG0000012	LOC108112229|XP_017077538.1|DEUG	LOC119550209|XP_037714688.1|DSUP
OG0000012	LOC108112131|XP_017077370.1|DEUG	LOC119551074|XP_037716130.1|DSUP
OG0000012	LOC108112132|XP_017077371.1|DEUG	LOC119551639|XP_037716997.1|DSUP
OG0000012	LOC108112267|XP_017077578.1|DEUG	LOC119550378|XP_037714954.1|DSUP
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC119549965|XP_037714285.1|DSUP
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC119551851|XP_037717353.1|DSUP
OG0000012	LOC108106279|XP_017068735.1|DEUG	LOC119551850|XP_037717352.1|DSUP
OG0000012	LOC108106300|XP_017068760.1|DEUG	LOC119550449|XP_037715053.1|DSUP
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC119551476|XP_037716767.1|DSUP
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC119551477|XP_037716768.1|DSUP
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC119549437|XP_037713458.1|DSUP
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC119558255|XP_037727511.1|DSUP
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC119563541|XP_037732953.1|DSUP
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC119555401|XP_037722683.1|DSUP
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC119556345|XP_037724379.1|DSUP
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC119545787|XP_037707587.1|DSUP
OG0000013	LOC108111764|XP_017076818.1|DEUG	LOC119561021|XP_037730772.1|DSUP, LOC119561023|XP_037730776.1|DSUP, LOC119559756|XP_037728754.1|DSUP, LOC119561022|XP_037730774.1|DSUP, LOC119545740|XP_037707491.1|DSUP, LOC119545739|XP_037707490.1|DSUP
OG0000014	LOC108104162|XP_017065556.1|DEUG	LOC119561864|XP_037731272.1|DSUP
OG0000015	LOC108106955|XP_017069721.1|DEUG	LOC119548635|XP_037711952.1|DSUP
OG0000015	LOC108106287|XP_017068742.1|DEUG	LOC119550562|XP_037715279.1|DSUP, LOC119549732|XP_037713902.1|DSUP
OG0000015	LOC108116823|XP_017084362.1|DEUG	LOC119560252|XP_037729545.1|DSUP
OG0000015	LOC108110434|XP_017074990.1|DEUG	LOC119553552|XP_037719920.1|DSUP
OG0000015	LOC108110504|XP_017075072.1|DEUG	LOC119555864|XP_037723443.1|DSUP
OG0000015	LOC108105143|XP_017067066.1|DEUG	LOC119547716|XP_037710617.1|DSUP
OG0000015	LOC108111565|XP_017076580.1|DEUG	LOC119546298|XP_037708414.1|DSUP, LOC119546326|XP_037708454.1|DSUP
OG0000015	LOC108108656|XP_017072249.1|DEUG, LOC108108426|XP_017071967.1|DEUG	LOC119553466|XP_037719796.1|DSUP
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG	LOC119547086|XP_037709714.1|DSUP
OG0000015	LOC108106916|XP_017069656.1|DEUG	LOC119546156|XP_037708194.1|DSUP
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC119560964|XP_037730645.1|DSUP
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC119551792|XP_037717267.1|DSUP
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC119560636|XP_037730116.1|DSUP
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC119549928|XP_037714197.1|DSUP, LOC119549685|XP_037713828.1|DSUP
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC119557630|XP_037726388.1|DSUP
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC119559471|XP_037728511.1|DSUP
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC119561925|XP_037731293.1|DSUP
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC119555565|XP_037722943.1|DSUP
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC119555819|XP_037723364.1|DSUP
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC119549290|XP_037713167.1|DSUP
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC119562617|XP_037731769.1|DSUP, LOC119562618|XP_037731771.1|DSUP
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC119560371|XP_037729705.1|DSUP
OG0000017	LOC108116012|XP_017083185.1|DEUG	LOC119552736|XP_037718429.1|DSUP
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC119550337|XP_037714884.1|DSUP, LOC119558631|XP_037727964.1|DSUP
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC119562595|XP_037731744.1|DSUP
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC119558630|XP_037727962.1|DSUP, LOC119550336|XP_037714883.1|DSUP
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC119546290|XP_037708399.1|DSUP
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC119554781|XP_037721753.1|DSUP
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC119554782|XP_037721754.1|DSUP
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC119554784|XP_037721757.1|DSUP
OG0000018	LOC108107673|XP_017070750.1|DEUG	LOC119552517|XP_037718063.1|DSUP, LOC119552516|XP_037718062.1|DSUP
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC119545699|XP_037707379.1|DSUP
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC119545701|XP_037707381.1|DSUP
OG0000019	LOC108115825|XP_017082905.1|DEUG	LOC119545702|XP_037707383.1|DSUP
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC119553849|XP_037720426.1|DSUP
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC119545700|XP_037707380.1|DSUP
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC119545696|XP_037707377.1|DSUP
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC119545697|XP_037707378.1|DSUP
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC119551011|XP_037715994.1|DSUP
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC119549986|XP_037714317.1|DSUP
OG0000020	LOC108106073|XP_017068419.1|DEUG	LOC119546657|XP_037709040.1|DSUP, LOC119546786|XP_037709271.1|DSUP
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC119546737|XP_037709159.1|DSUP
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC119561092|XP_037730913.1|DSUP
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC119556769|XP_037725126.1|DSUP
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC119546570|XP_037708891.1|DSUP
OG0000021	LOC108110545|XP_017075123.1|DEUG	LOC119548675|XP_037712046.1|DSUP
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC119549002|XP_037712540.1|DSUP
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC119550684|XP_037715475.1|DSUP
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC119550497|XP_037715116.1|DSUP
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC119556017|XP_037723717.1|DSUP
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC119552371|XP_037718001.1|DSUP
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC119560336|XP_037729656.1|DSUP
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC119555956|XP_037723602.1|DSUP
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC119550370|XP_037714944.1|DSUP
OG0000022	LOC108102780|XP_017063430.1|DEUG	LOC119553490|XP_037719826.1|DSUP
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC119555582|XP_037722984.1|DSUP, LOC119555585|XP_037722986.1|DSUP, LOC119555586|XP_037722987.1|DSUP
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC119555581|XP_037722982.1|DSUP, LOC119555583|XP_037722985.1|DSUP
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC119555580|XP_037722981.1|DSUP
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC119559792|XP_037728800.1|DSUP, LOC119559788|XP_037728797.1|DSUP
OG0000023	LOC108115112|XP_017081853.1|DEUG	LOC119559786|XP_037728794.1|DSUP
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC119559783|XP_037728790.1|DSUP
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC119550999|XP_037715976.1|DSUP
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC119559784|XP_037728792.1|DSUP
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC119559779|XP_037728786.1|DSUP
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC119559782|XP_037728789.1|DSUP
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC119559778|XP_037728785.1|DSUP
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC119559785|XP_037728793.1|DSUP
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC119551120|XP_037716232.1|DSUP
OG0000024	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG	LOC119549911|XP_037714159.1|DSUP, LOC119552112|XP_037717826.1|DSUP
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC119551714|XP_037717116.1|DSUP
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC119551121|XP_037716233.1|DSUP
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC119548131|XP_037711156.1|DSUP, LOC119548130|XP_037711155.1|DSUP, LOC119546161|XP_037708208.1|DSUP, LOC119548129|XP_037711154.1|DSUP
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC119551919|XP_037717477.1|DSUP
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC119556135|XP_037723954.1|DSUP
OG0000025	LOC108114004|XP_017080277.1|DEUG	LOC119559246|XP_037728246.1|DSUP
OG0000025	LOC108103398|XP_017064344.1|DEUG	LOC119546077|XP_037708082.1|DSUP
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC119557908|XP_037726842.1|DSUP
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC119547110|XP_037709748.1|DSUP
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC119557301|XP_037725939.1|DSUP
OG0000026	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG	LOC119561040|XP_037730797.1|DSUP
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC119560123|XP_037729401.1|DSUP
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC119548404|XP_037711568.1|DSUP
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC119548409|XP_037711576.1|DSUP
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC119548453|XP_037711645.1|DSUP
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC119555138|XP_037722293.1|DSUP
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC119554646|XP_037721574.1|DSUP
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC119550971|XP_037715934.1|DSUP
OG0000029	LOC108106174|XP_017068584.1|DEUG	LOC119549481|XP_037713512.1|DSUP, LOC119546385|XP_037708552.1|DSUP
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC119560689|XP_037730195.1|DSUP
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC119554065|XP_037720734.1|DSUP
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC119547225|XP_037709914.1|DSUP
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC119546122|XP_037708143.1|DSUP
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC119547226|XP_037709915.1|DSUP
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC119546258|XP_037708345.1|DSUP, LOC119546257|XP_037708344.1|DSUP
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC119550805|XP_037715669.1|DSUP, LOC119558621|XP_037727957.1|DSUP
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC119557894|XP_037726826.1|DSUP
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC119556830|XP_037725216.1|DSUP
OG0000031	LOC108105113|XP_017067036.1|DEUG	LOC119546941|XP_037709506.1|DSUP, LOC119546197|XP_037708251.1|DSUP
OG0000031	LOC108105166|XP_017067095.1|DEUG	LOC119548227|XP_037711293.1|DSUP
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	LOC119547774|XP_037710713.1|DSUP
OG0000031	LOC108118411|XP_017086576.1|DEUG	LOC119546228|XP_037708296.1|DSUP
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG	LOC119552950|XP_037718858.1|DSUP
OG0000031	LOC108110574|XP_017075160.1|DEUG	LOC119547137|XP_037709777.1|DSUP
OG0000031	LOC108105167|XP_017067096.1|DEUG	LOC119548228|XP_037711295.1|DSUP
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC119546475|XP_037708689.1|DSUP, LOC119546474|XP_037708687.1|DSUP
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC119559763|XP_037728765.1|DSUP
OG0000032	LOC108111717|XP_017076757.1|DEUG	LOC119559968|XP_037729132.1|DSUP
OG0000032	LOC108111784|XP_017076858.1|DEUG	LOC119559770|XP_037728775.1|DSUP
OG0000032	LOC108111805|XP_017076892.1|DEUG	LOC119559771|XP_037728776.1|DSUP
OG0000032	LOC108111711|XP_017076750.1|DEUG	LOC119560219|XP_037729506.1|DSUP
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC119560574|XP_037730023.1|DSUP
OG0000032	LOC108111713|XP_017076752.1|DEUG	LOC119559967|XP_037729131.1|DSUP
OG0000033	LOC108115913|XP_017083039.1|DEUG	LOC119563311|XP_037732572.1|DSUP
OG0000033	LOC108115450|XP_017082374.1|DEUG	LOC119554734|XP_037721683.1|DSUP
OG0000033	LOC108115449|XP_017082373.1|DEUG	LOC119551151|XP_037716271.1|DSUP
OG0000033	LOC108115429|XP_017082354.1|DEUG	LOC119546299|XP_037708415.1|DSUP, LOC119546423|XP_037708616.1|DSUP
OG0000033	LOC108115474|XP_017082423.1|DEUG	LOC119547670|XP_037710556.1|DSUP
OG0000033	LOC108115416|XP_017082341.1|DEUG	LOC119546302|XP_037708421.1|DSUP
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC119551206|XP_037716367.1|DSUP
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC119551207|XP_037716368.1|DSUP
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC119551205|XP_037716366.1|DSUP
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC119552692|XP_037718345.1|DSUP
OG0000033	LOC108115098|XP_017081835.1|DEUG	LOC119560194|XP_037729486.1|DSUP
OG0000033	LOC108112351|XP_017077669.1|DEUG	LOC119549869|XP_037714095.1|DSUP, LOC119549868|XP_037714094.1|DSUP
OG0000034	LOC108118404|XP_017086569.1|DEUG	LOC119548454|XP_037711646.1|DSUP
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC119547534|XP_037710356.1|DSUP
OG0000034	LOC108115439|XP_017082363.1|DEUG	LOC119546306|XP_037708427.1|DSUP
OG0000034	LOC108116805|XP_017084341.1|DEUG	LOC119563012|XP_037732131.1|DSUP
OG0000034	LOC108116981|XP_017084632.1|DEUG	LOC119563011|XP_037732130.1|DSUP
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC119546951|XP_037709518.1|DSUP
