Orthogroup	DEUG.longest_only	DSAN.longest_only
OG0000002	LOC108111019|XP_017075821.1|DEUG, LOC108114011|XP_017080247.1|DEUG	LOC120449620|XP_039488138.1|DSAN
OG0000003	LOC108106604|XP_017069284.1|DEUG	LOC120446974|XP_039484179.1|DSAN
OG0000003	LOC108106709|XP_017069429.1|DEUG	LOC120446687|XP_039483714.1|DSAN
OG0000003	LOC108115764|XP_017082821.1|DEUG	LOC120452715|XP_039493011.1|DSAN
OG0000003	LOC108106222|XP_017068637.1|DEUG, LOC108106223|XP_017068638.1|DEUG	LOC120446686|XP_039483713.1|DSAN
OG0000003	LOC108106562|XP_017069219.1|DEUG	LOC120451297|XP_039490798.1|DSAN, LOC120458649|XP_039502315.1|DSAN
OG0000003	LOC108106678|XP_017069398.1|DEUG	LOC120446973|XP_039484178.1|DSAN
OG0000003	LOC108106677|XP_017069397.1|DEUG	LOC120446975|XP_039484180.1|DSAN
OG0000003	LOC108106710|XP_017069431.1|DEUG, LOC108106602|XP_017069282.1|DEUG	LOC120446688|XP_039483715.1|DSAN
OG0000003	LOC108106224|XP_017068639.1|DEUG	LOC120446977|XP_039484182.1|DSAN
OG0000003	LOC108104525|XP_017066146.1|DEUG	LOC120458379|XP_039501933.1|DSAN
OG0000003	LOC108104523|XP_017066143.1|DEUG	LOC120458377|XP_039501931.1|DSAN
OG0000003	LOC108104524|XP_017066145.1|DEUG	LOC120458378|XP_039501932.1|DSAN
OG0000006	LOC108103399|XP_017064345.1|DEUG	LOC120457941|XP_039501382.1|DSAN, LOC120457932|XP_039501372.1|DSAN, LOC120457930|XP_039501368.1|DSAN, LOC120457681|XP_039501104.1|DSAN, LOC120457931|XP_039501371.1|DSAN, LOC120457935|XP_039501376.1|DSAN
OG0000007	LOC108107881|XP_017071156.1|DEUG	LOC120449593|XP_039488092.1|DSAN
OG0000007	LOC108107882|XP_017071157.1|DEUG	LOC120448563|XP_039486553.1|DSAN
OG0000007	LOC108102687|XP_017063316.1|DEUG	LOC120458533|XP_039502144.1|DSAN
OG0000007	LOC108104447|XP_017065997.1|DEUG	LOC120455948|XP_039498425.1|DSAN
OG0000007	LOC108102695|XP_017063328.1|DEUG	LOC120458508|XP_039502112.1|DSAN
OG0000007	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG	LOC120448331|XP_039486219.1|DSAN
OG0000007	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG	LOC120450012|XP_039488670.1|DSAN
OG0000007	LOC108107529|XP_017070559.1|DEUG	LOC120449828|XP_039488411.1|DSAN
OG0000007	LOC108107925|XP_017071238.1|DEUG	LOC120449911|XP_039488536.1|DSAN
OG0000008	LOC108117090|XP_017084777.1|DEUG	LOC120451092|XP_039490416.1|DSAN
OG0000008	LOC108107847|XP_017071090.1|DEUG	LOC120449655|XP_039488186.1|DSAN
OG0000008	LOC108107843|XP_017071086.1|DEUG	LOC120449654|XP_039488185.1|DSAN
OG0000008	LOC108104027|XP_017065348.1|DEUG	LOC120458586|XP_039502222.1|DSAN
OG0000008	LOC108107848|XP_017071091.1|DEUG	LOC120449658|XP_039488188.1|DSAN
OG0000008	LOC108103232|XP_017064122.1|DEUG	LOC120456894|XP_039499926.1|DSAN
OG0000008	LOC108116557|XP_017083985.1|DEUG	LOC120453054|XP_039493509.1|DSAN, LOC120453055|XP_039493511.1|DSAN
OG0000008	LOC108116118|XP_017083331.1|DEUG	LOC120453056|XP_039493512.1|DSAN
OG0000008	LOC108116121|XP_017083334.1|DEUG	LOC120453871|XP_039494710.1|DSAN
OG0000008	LOC108116123|XP_017083335.1|DEUG	LOC120453053|XP_039493508.1|DSAN
OG0000008	LOC108116120|XP_017083333.1|DEUG	LOC120452274|XP_039492339.1|DSAN
OG0000008	LOC108116119|XP_017083332.1|DEUG	LOC120453887|XP_039494738.1|DSAN
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC120452846|XP_039493217.1|DSAN
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC120453968|XP_039494853.1|DSAN
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	LOC120454581|XP_039495924.1|DSAN
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC120452847|XP_039493218.1|DSAN
OG0000009	LOC108107590|XP_017070640.1|DEUG	LOC120447920|XP_039485510.1|DSAN
OG0000009	LOC108107618|XP_017070676.1|DEUG	LOC120447921|XP_039485511.1|DSAN
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC120446532|XP_039483479.1|DSAN
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC120453301|XP_039493868.1|DSAN
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC120445192|XP_039481349.1|DSAN
OG0000009	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC120445195|XP_039481352.1|DSAN, LOC120445193|XP_039481350.1|DSAN
OG0000010	LOC108105230|XP_017067186.1|DEUG	LOC120446204|XP_039482989.1|DSAN
OG0000010	LOC108103372|XP_017064308.1|DEUG	LOC120457967|XP_039501402.1|DSAN
OG0000011	LOC108111192|XP_017076075.1|DEUG	LOC120458387|XP_039501940.1|DSAN
OG0000011	LOC108102616|XP_017063214.1|DEUG	LOC120458044|XP_039501490.1|DSAN
OG0000011	LOC108108695|XP_017072289.1|DEUG	LOC120449699|XP_039488248.1|DSAN
OG0000011	LOC108118458|XP_017086666.1|DEUG	LOC120444818|XP_039480708.1|DSAN
OG0000011	LOC108103884|XP_017065103.1|DEUG	LOC120454945|XP_039496647.1|DSAN
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC120449538|XP_039487994.1|DSAN
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC120449537|XP_039487993.1|DSAN
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC120452178|XP_039492220.1|DSAN
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC120445821|XP_039482372.1|DSAN
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC120445820|XP_039482371.1|DSAN
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC120446192|XP_039482973.1|DSAN
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC120446256|XP_039483062.1|DSAN
OG0000012	LOC108112267|XP_017077578.1|DEUG	LOC120444865|XP_039480765.1|DSAN
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC120445730|XP_039482234.1|DSAN
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC120446629|XP_039483624.1|DSAN
OG0000012	LOC108106279|XP_017068735.1|DEUG	LOC120446410|XP_039483290.1|DSAN
OG0000012	LOC108106300|XP_017068760.1|DEUG	LOC120445226|XP_039481417.1|DSAN
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC120446006|XP_039482689.1|DSAN
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC120446007|XP_039482691.1|DSAN
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC120444466|XP_039480072.1|DSAN
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC120456796|XP_039499752.1|DSAN
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC120450753|XP_039489810.1|DSAN
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC120447659|XP_039485107.1|DSAN
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC120450808|XP_039489911.1|DSAN
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC120452623|XP_039492863.1|DSAN
OG0000013	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG	LOC120450792|XP_039489887.1|DSAN, LOC120451564|XP_039491301.1|DSAN, LOC120454351|XP_039495505.1|DSAN, LOC120451683|XP_039491500.1|DSAN
OG0000014	LOC108111829|XP_017076924.1|DEUG, LOC108118106|XP_017086149.1|DEUG	LOC120450089|XP_039488815.1|DSAN
OG0000014	LOC108112994|XP_017078897.1|DEUG	LOC120457516|XP_039500998.1|DSAN
OG0000014	LOC108117404|XP_017085301.1|DEUG, LOC108105912|XP_017068177.1|DEUG	LOC120458585|XP_039502218.1|DSAN
OG0000015	LOC108106955|XP_017069721.1|DEUG	LOC120446987|XP_039484221.1|DSAN
OG0000015	LOC108111565|XP_017076580.1|DEUG	LOC120456360|XP_039499095.1|DSAN
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG	LOC120458791|XP_039502509.1|DSAN
OG0000015	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG	LOC120458608|XP_039502248.1|DSAN
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC120451140|XP_039490495.1|DSAN
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC120444605|XP_039480314.1|DSAN
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC120454635|XP_039496058.1|DSAN
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC120445231|XP_039481423.1|DSAN
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC120457379|XP_039500852.1|DSAN
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC120444059|XP_039479503.1|DSAN
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC120450954|XP_039490174.1|DSAN
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC120450393|XP_039489322.1|DSAN
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC120456210|XP_039498824.1|DSAN
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC120458133|XP_039501613.1|DSAN
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC120453270|XP_039493835.1|DSAN
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC120452397|XP_039492549.1|DSAN
OG0000017	LOC108115927|XP_017083050.1|DEUG	LOC120452471|XP_039492644.1|DSAN
OG0000017	LOC108116012|XP_017083185.1|DEUG	LOC120452472|XP_039492645.1|DSAN
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC120445309|XP_039481553.1|DSAN
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC120454864|XP_039496354.1|DSAN
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC120445308|XP_039481552.1|DSAN
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC120454377|XP_039495551.1|DSAN
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC120448958|XP_039487148.1|DSAN
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC120447671|XP_039485130.1|DSAN
OG0000018	LOC108107530|XP_017070560.1|DEUG	LOC120448951|XP_039487134.1|DSAN, LOC120448952|XP_039487135.1|DSAN, LOC120448659|XP_039486726.1|DSAN
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC120453199|XP_039493718.1|DSAN
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC120453201|XP_039493721.1|DSAN
OG0000019	LOC108115825|XP_017082905.1|DEUG	LOC120453202|XP_039493723.1|DSAN
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC120453194|XP_039493696.1|DSAN
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC120453200|XP_039493720.1|DSAN
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC120453203|XP_039493724.1|DSAN
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC120453198|XP_039493717.1|DSAN
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC120451285|XP_039490765.1|DSAN
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC120445014|XP_039481012.1|DSAN
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG	LOC120445506|XP_039481897.1|DSAN
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC120445000|XP_039480984.1|DSAN
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC120450860|XP_039490007.1|DSAN
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC120453863|XP_039494701.1|DSAN
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC120444385|XP_039479926.1|DSAN
OG0000021	LOC108110545|XP_017075123.1|DEUG	LOC120458794|XP_039502520.1|DSAN
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC120445641|XP_039482116.1|DSAN
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC120445227|XP_039481419.1|DSAN
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC120444372|XP_039479913.1|DSAN
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC120456405|XP_039499169.1|DSAN
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC120450748|XP_039489804.1|DSAN
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC120454061|XP_039495000.1|DSAN
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC120456471|XP_039499263.1|DSAN
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC120445477|XP_039481858.1|DSAN
OG0000022	LOC108102780|XP_017063430.1|DEUG	LOC120449728|XP_039488291.1|DSAN
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC120449734|XP_039488299.1|DSAN, LOC120449726|XP_039488289.1|DSAN, LOC120449733|XP_039488298.1|DSAN, LOC120449732|XP_039488295.1|DSAN
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC120449730|XP_039488293.1|DSAN, LOC120449731|XP_039488294.1|DSAN
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC120449729|XP_039488292.1|DSAN
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC120454389|XP_039495573.1|DSAN, LOC120453272|XP_039493833.1|DSAN
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC120454388|XP_039495572.1|DSAN
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC120444959|XP_039480909.1|DSAN
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC120453781|XP_039494563.1|DSAN
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC120453806|XP_039494614.1|DSAN
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC120450927|XP_039490127.1|DSAN
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC120453011|XP_039493460.1|DSAN
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC120450929|XP_039490129.1|DSAN
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC120445294|XP_039481531.1|DSAN
OG0000024	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG	LOC120446529|XP_039483475.1|DSAN, LOC120446530|XP_039483476.1|DSAN
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC120445292|XP_039481529.1|DSAN
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC120445293|XP_039481530.1|DSAN
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC120446616|XP_039483595.1|DSAN
OG0000024	LOC108106503|XP_017069087.1|DEUG	LOC120446257|XP_039483064.1|DSAN
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC120446965|XP_039484167.1|DSAN
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC120456451|XP_039499224.1|DSAN
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC120456669|XP_039499542.1|DSAN
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC120458576|XP_039502209.1|DSAN
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC120456651|XP_039499515.1|DSAN
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC120453885|XP_039494736.1|DSAN
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC120458674|XP_039502344.1|DSAN
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC120458543|XP_039502157.1|DSAN
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC120458684|XP_039502355.1|DSAN
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC120447587|XP_039484989.1|DSAN
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC120447866|XP_039485407.1|DSAN
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC120450915|XP_039490111.1|DSAN
OG0000029	LOC108106174|XP_017068584.1|DEUG	LOC120445653|XP_039482132.1|DSAN
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC120452245|XP_039492306.1|DSAN
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC120448524|XP_039486496.1|DSAN
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC120458250|XP_039501773.1|DSAN
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC120458016|XP_039501452.1|DSAN
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC120457864|XP_039501320.1|DSAN
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC120458849|XP_039502609.1|DSAN
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC120445779|XP_039482317.1|DSAN
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC120455262|XP_039497197.1|DSAN
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC120456032|XP_039498536.1|DSAN
OG0000031	LOC108105113|XP_017067036.1|DEUG	LOC120455351|XP_039497383.1|DSAN, LOC120458683|XP_039502393.1|DSAN
OG0000031	LOC108105166|XP_017067095.1|DEUG	LOC120443942|XP_039479323.1|DSAN
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	LOC120446453|XP_039483382.1|DSAN
OG0000031	LOC108118411|XP_017086576.1|DEUG	LOC120444733|XP_039480594.1|DSAN
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG	LOC120450501|XP_039489486.1|DSAN
OG0000031	LOC108110574|XP_017075160.1|DEUG	LOC120458846|XP_039502606.1|DSAN
OG0000031	LOC108105167|XP_017067096.1|DEUG	LOC120443941|XP_039479322.1|DSAN
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC120456119|XP_039498683.1|DSAN
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC120451694|XP_039491522.1|DSAN
OG0000032	LOC108111717|XP_017076757.1|DEUG	LOC120453694|XP_039494449.1|DSAN
OG0000032	LOC108111805|XP_017076892.1|DEUG	LOC120453066|XP_039493525.1|DSAN
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC120451410|XP_039491015.1|DSAN
OG0000032	LOC108111713|XP_017076752.1|DEUG	LOC120451635|XP_039491427.1|DSAN
OG0000033	LOC108115913|XP_017083039.1|DEUG	LOC120452239|XP_039492298.1|DSAN
OG0000033	LOC108115429|XP_017082354.1|DEUG	LOC120445509|XP_039481901.1|DSAN
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC120443742|XP_039478933.1|DSAN
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC120443740|XP_039478930.1|DSAN
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC120443741|XP_039478932.1|DSAN
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC120447695|XP_039485159.1|DSAN
OG0000033	LOC108115098|XP_017081835.1|DEUG	LOC120452485|XP_039492667.1|DSAN
OG0000033	LOC108112351|XP_017077669.1|DEUG	LOC120446152|XP_039482915.1|DSAN
OG0000034	LOC108118404|XP_017086569.1|DEUG	LOC120447094|XP_039484434.1|DSAN
OG0000034	LOC108118408|XP_017086572.1|DEUG	LOC120447093|XP_039484433.1|DSAN
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC120447092|XP_039484432.1|DSAN
OG0000034	LOC108115439|XP_017082363.1|DEUG	LOC120445471|XP_039481849.1|DSAN
OG0000034	LOC108116805|XP_017084341.1|DEUG	LOC120452815|XP_039493155.1|DSAN
OG0000034	LOC108116981|XP_017084632.1|DEUG	LOC120452816|XP_039493156.1|DSAN
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC120458883|XP_039502653.1|DSAN
OG0000035	LOC108104237|XP_017065676.1|DEUG	LOC120451416|XP_039491025.1|DSAN, LOC120457081|XP_039500195.1|DSAN
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC120453442|XP_039494083.1|DSAN
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC120450981|XP_039490212.1|DSAN
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC120452669|XP_039492941.1|DSAN
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC120454541|XP_039495854.1|DSAN, LOC120454540|XP_039495853.1|DSAN
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC120445359|XP_039481651.1|DSAN
OG0000037	LOC108117112|XP_017084823.1|DEUG	LOC120451056|XP_039490346.1|DSAN
OG0000037	LOC108117111|XP_017084822.1|DEUG	LOC120451055|XP_039490345.1|DSAN
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC120447582|XP_039484984.1|DSAN
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC120448623|XP_039486674.1|DSAN
OG0000039	LOC108109615|XP_017073668.1|DEUG	LOC120453556|XP_039494243.1|DSAN
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC120456815|XP_039499797.1|DSAN
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC120456766|XP_039499698.1|DSAN
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC120455951|XP_039498428.1|DSAN
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC120453227|XP_039493756.1|DSAN
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC120453230|XP_039493764.1|DSAN
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC120453844|XP_039494674.1|DSAN
OG0000040	LOC108111560|XP_017076573.1|DEUG	LOC120453843|XP_039494672.1|DSAN
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC120453846|XP_039494677.1|DSAN
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC120454621|XP_039496023.1|DSAN
OG0000041	LOC108113674|XP_017079839.1|DEUG	LOC120452968|XP_039493395.1|DSAN
OG0000041	LOC108113782|XP_017079974.1|DEUG	LOC120451583|XP_039491328.1|DSAN
OG0000041	LOC108113689|XP_017079854.1|DEUG	LOC120453724|XP_039494486.1|DSAN
OG0000041	LOC108113801|XP_017079998.1|DEUG	LOC120453723|XP_039494485.1|DSAN
OG0000042	LOC108108093|XP_017071481.1|DEUG	LOC120456654|XP_039499520.1|DSAN
OG0000042	LOC108112378|XP_017077703.1|DEUG	LOC120446237|XP_039483042.1|DSAN
OG0000042	LOC108112385|XP_017077715.1|DEUG	LOC120446238|XP_039483043.1|DSAN
OG0000042	LOC108112383|XP_017077713.1|DEUG	LOC120446233|XP_039483037.1|DSAN
OG0000042	LOC108112381|XP_017077708.1|DEUG	LOC120446235|XP_039483039.1|DSAN
OG0000042	LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG	LOC120446236|XP_039483040.1|DSAN
OG0000042	LOC108112384|XP_017077714.1|DEUG	LOC120446234|XP_039483038.1|DSAN
OG0000043	LOC108116482|XP_017083904.1|DEUG	LOC120453019|XP_039493471.1|DSAN
OG0000043	LOC108116483|XP_017083905.1|DEUG	LOC120453349|XP_039493953.1|DSAN
OG0000043	LOC108116504|XP_017083929.1|DEUG	LOC120453637|XP_039494364.1|DSAN
OG0000043	LOC108116497|XP_017083918.1|DEUG	LOC120452792|XP_039493119.1|DSAN
