Orthogroup	DEUG.longest_only	DSUZ.longest_only
OG0000000	LOC108115960|XP_017083085.1|DEUG	LOC108020157|XP_036673587.1|DSUZ
OG0000000	LOC108114927|XP_017081602.1|DEUG	LOC118878061|XP_036675143.1|DSUZ
OG0000000	LOC108114139|XP_017080411.1|DEUG	LOC108007479|XP_036670397.1|DSUZ
OG0000000	LOC108113893|XP_017080087.1|DEUG, LOC108114144|XP_017080415.1|DEUG	LOC118877197|XP_036670391.1|DSUZ, LOC108007478|XP_016926649.1|DSUZ
OG0000000	LOC108113890|XP_017080084.1|DEUG	LOC108007497|XP_016926669.2|DSUZ
OG0000000	LOC108113892|XP_017080086.1|DEUG	LOC108007477|XP_016926648.2|DSUZ
OG0000000	LOC108108505|XP_017072063.1|DEUG	LOC108007738|XP_016926982.2|DSUZ
OG0000000	LOC108104271|XP_017065711.1|DEUG, LOC108104244|XP_017065683.1|DEUG, LOC108104247|XP_017065685.1|DEUG, LOC108104242|XP_017065681.1|DEUG, LOC108104250|XP_017065688.1|DEUG, LOC108116803|XP_017084340.1|DEUG, LOC108104248|XP_017065686.1|DEUG, LOC108104270|XP_017065710.1|DEUG, LOC108104269|XP_017065708.1|DEUG, LOC108104243|XP_017065682.1|DEUG, LOC108104241|XP_017065680.1|DEUG, LOC108104245|XP_017065684.1|DEUG	LOC108012280|XP_036672320.1|DSUZ
OG0000001	LOC108111625|XP_017076648.1|DEUG	LOC118879535|XP_036678284.1|DSUZ, LOC118879596|XP_036678401.1|DSUZ
OG0000001	LOC108118112|XP_017086151.1|DEUG, LOC108103727|XP_017064815.1|DEUG	LOC118876749|XP_016938664.1|DSUZ
OG0000002	LOC108113026|XP_017078944.1|DEUG, LOC108113025|XP_017078942.1|DEUG	LOC108008721|XP_016928110.1|DSUZ
OG0000002	LOC108112852|XP_017078659.1|DEUG	LOC108009088|XP_016928634.1|DSUZ
OG0000002	LOC108112853|XP_017078660.1|DEUG	LOC108009087|XP_016928633.1|DSUZ
OG0000002	LOC108114765|XP_017081366.1|DEUG	LOC108016449|XP_016938590.2|DSUZ
OG0000002	LOC108105850|XP_017068103.1|DEUG	LOC108011106|XP_016931667.2|DSUZ
OG0000002	LOC108111019|XP_017075821.1|DEUG	LOC108007472|XP_016926646.1|DSUZ
OG0000002	LOC108114011|XP_017080247.1|DEUG	LOC108006207|XP_036671750.1|DSUZ
OG0000002	LOC108113287|XP_017079326.1|DEUG	LOC108009013|XP_016928477.1|DSUZ
OG0000003	LOC108106604|XP_017069284.1|DEUG	LOC108008945|XP_016928345.1|DSUZ
OG0000003	LOC108106709|XP_017069429.1|DEUG	LOC108008944|XP_016928343.1|DSUZ
OG0000003	LOC108115764|XP_017082821.1|DEUG	LOC118877697|XP_036673424.1|DSUZ
OG0000003	LOC108106222|XP_017068637.1|DEUG, LOC108106223|XP_017068638.1|DEUG	LOC108008943|XP_016928342.1|DSUZ
OG0000003	LOC108106562|XP_017069219.1|DEUG	LOC108018006|XP_016940848.1|DSUZ
OG0000003	LOC108106678|XP_017069398.1|DEUG	LOC108008949|XP_016928349.1|DSUZ
OG0000003	LOC108106710|XP_017069431.1|DEUG, LOC108106602|XP_017069282.1|DEUG	LOC108008946|XP_016928346.1|DSUZ, LOC108008150|XP_016927428.2|DSUZ
OG0000003	LOC108106224|XP_017068639.1|DEUG	LOC108008950|XP_016928350.1|DSUZ
OG0000003	LOC108104525|XP_017066146.1|DEUG	LOC108019593|XP_016942923.1|DSUZ
OG0000003	LOC108104523|XP_017066143.1|DEUG	LOC108019592|XP_016942921.1|DSUZ
OG0000003	LOC108104524|XP_017066145.1|DEUG	LOC108019594|XP_016942924.1|DSUZ
OG0000005	LOC108103412|XP_017064359.1|DEUG	LOC108016330|XP_016938455.2|DSUZ
OG0000006	LOC108103399|XP_017064345.1|DEUG	LOC108016326|XP_016938452.2|DSUZ, LOC118879253|XP_036678029.1|DSUZ, LOC118879257|XP_036678033.1|DSUZ, LOC118879256|XP_036678032.1|DSUZ, LOC118879786|XP_036678682.1|DSUZ, LOC118879254|XP_036678030.1|DSUZ, LOC118877310|XP_036671372.1|DSUZ, LOC118879269|XP_036678046.1|DSUZ, LOC118879646|XP_036678433.1|DSUZ
OG0000007	LOC108107881|XP_017071156.1|DEUG	LOC118877416|XP_036672028.1|DSUZ
OG0000007	LOC108107527|XP_017070556.1|DEUG	LOC108012496|XP_016933394.1|DSUZ
OG0000007	LOC108107882|XP_017071157.1|DEUG	LOC108012288|XP_016933078.2|DSUZ
OG0000007	LOC108107883|XP_017071158.1|DEUG	LOC108013028|XP_016934108.1|DSUZ
OG0000007	LOC108102687|XP_017063316.1|DEUG	LOC118879795|XP_036678702.1|DSUZ
OG0000007	LOC108104447|XP_017065997.1|DEUG	LOC108019834|XP_016943342.1|DSUZ
OG0000007	LOC108111280|XP_017076157.1|DEUG, LOC108111281|XP_017076158.1|DEUG	LOC108015466|XP_016937387.2|DSUZ
OG0000007	LOC108102695|XP_017063328.1|DEUG	LOC118876800|XP_036668611.1|DSUZ
OG0000007	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG	LOC108012354|XP_016933195.2|DSUZ
OG0000007	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG	LOC108009076|XP_016928638.2|DSUZ, LOC108021082|XP_016945089.1|DSUZ, LOC108006463|XP_036673918.1|DSUZ
OG0000007	LOC108107925|XP_017071238.1|DEUG	LOC108013030|XP_016934110.1|DSUZ
OG0000008	LOC108117090|XP_017084777.1|DEUG	LOC108014183|XP_016935707.1|DSUZ
OG0000008	LOC108107847|XP_017071090.1|DEUG	LOC108020044|XP_016943629.1|DSUZ
OG0000008	LOC108107843|XP_017071086.1|DEUG	LOC118877368|XP_036671791.1|DSUZ
OG0000008	LOC108104027|XP_017065348.1|DEUG	LOC108007042|XP_016926141.1|DSUZ
OG0000008	LOC108107848|XP_017071091.1|DEUG	LOC108020009|XP_016943583.1|DSUZ
OG0000008	LOC108103232|XP_017064122.1|DEUG	LOC108011129|XP_016931690.1|DSUZ
OG0000008	LOC108116557|XP_017083985.1|DEUG	LOC108014242|XP_016935768.1|DSUZ
OG0000008	LOC108116118|XP_017083331.1|DEUG	LOC108014245|XP_016935771.2|DSUZ
OG0000008	LOC108116121|XP_017083334.1|DEUG	LOC108006378|XP_036675047.1|DSUZ
OG0000008	LOC108116123|XP_017083335.1|DEUG	LOC108014235|XP_016935760.2|DSUZ
OG0000008	LOC108116120|XP_017083333.1|DEUG	LOC108014237|XP_016935761.1|DSUZ
OG0000008	LOC108116119|XP_017083332.1|DEUG	LOC118878011|XP_036674950.1|DSUZ
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC108014185|XP_016935709.1|DSUZ
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC108014181|XP_016935705.2|DSUZ
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	LOC108015574|XP_036672879.1|DSUZ
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC108014176|XP_016935699.1|DSUZ
OG0000009	LOC108107590|XP_017070640.1|DEUG	LOC108011415|XP_036670407.1|DSUZ
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC108008708|XP_016928093.1|DSUZ
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC108019245|XP_036673765.1|DSUZ
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC108008467|XP_016927811.1|DSUZ
OG0000009	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC108008503|XP_016927857.1|DSUZ
OG0000010	LOC108105230|XP_017067186.1|DEUG	LOC118879648|XP_036678436.1|DSUZ, LOC118879264|XP_036678040.1|DSUZ
OG0000010	LOC108103372|XP_017064308.1|DEUG	LOC118878854|XP_036677774.1|DSUZ, LOC118877836|XP_036673914.1|DSUZ
OG0000011	LOC108111192|XP_017076075.1|DEUG	LOC108021665|XP_016945968.1|DSUZ, LOC108006696|XP_016925727.1|DSUZ, LOC108021664|XP_016945967.1|DSUZ, LOC108009075|XP_016928585.1|DSUZ
OG0000011	LOC108102528|XP_017063054.1|DEUG, LOC108102616|XP_017063214.1|DEUG	LOC108007943|XP_016927205.1|DSUZ
OG0000011	LOC108108695|XP_017072289.1|DEUG	LOC108011057|XP_016931608.2|DSUZ
OG0000011	LOC108118231|XP_017086302.1|DEUG	LOC108017249|XP_016939743.2|DSUZ, LOC108005644|XP_016924447.2|DSUZ, LOC108006711|XP_036671367.1|DSUZ, LOC108020533|XP_016944364.2|DSUZ
OG0000011	LOC108111193|XP_017076077.1|DEUG	LOC108009845|XP_016930030.1|DSUZ
OG0000011	LOC108118458|XP_017086666.1|DEUG	LOC108020156|XP_036668757.1|DSUZ
OG0000011	LOC108118456|XP_017086662.1|DEUG	LOC108014609|XP_016936264.1|DSUZ
OG0000011	LOC108103884|XP_017065103.1|DEUG	LOC108005222|XP_016923902.1|DSUZ
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC108012408|XP_016933257.1|DSUZ
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC108012407|XP_016933256.1|DSUZ
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC118877899|XP_036674305.1|DSUZ
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC108010292|XP_016930652.1|DSUZ
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC108009919|XP_016930137.1|DSUZ
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC108009918|XP_016930133.2|DSUZ
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC108010305|XP_016930677.1|DSUZ
OG0000012	LOC108112229|XP_017077538.1|DEUG	LOC108008915|XP_016928309.1|DSUZ
OG0000012	LOC108112131|XP_017077370.1|DEUG	LOC108008112|XP_016927391.1|DSUZ
OG0000012	LOC108112132|XP_017077371.1|DEUG	LOC108008405|XP_016927739.1|DSUZ
OG0000012	LOC108112267|XP_017077578.1|DEUG	LOC108008893|XP_036669248.1|DSUZ
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC108008513|XP_016927870.1|DSUZ
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC108008168|XP_036669662.1|DSUZ
OG0000012	LOC108106279|XP_017068735.1|DEUG	LOC108009570|XP_016929524.1|DSUZ
OG0000012	LOC108106300|XP_017068760.1|DEUG	LOC108009572|XP_016929528.1|DSUZ
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC108009569|XP_016929521.1|DSUZ
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC108009571|XP_016929527.1|DSUZ
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC108009479|XP_016929350.1|DSUZ
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC108005296|XP_016923987.1|DSUZ
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC108004911|XP_016923486.2|DSUZ
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC108012921|XP_016933934.1|DSUZ
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC108018484|XP_016941530.2|DSUZ
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC108015759|XP_036673283.1|DSUZ
OG0000013	LOC108111764|XP_017076818.1|DEUG	LOC108007391|XP_016926534.2|DSUZ
OG0000014	LOC108117407|XP_017085303.1|DEUG	LOC118879735|XP_036678526.1|DSUZ
OG0000014	LOC108112994|XP_017078897.1|DEUG	LOC118879246|XP_036678025.1|DSUZ
OG0000014	LOC108110723|XP_017075400.1|DEUG, LOC108103093|XP_017063939.1|DEUG	LOC118878839|XP_036677760.1|DSUZ
OG0000014	LOC108117404|XP_017085301.1|DEUG	LOC118879093|XP_036677970.1|DSUZ, LOC118878475|XP_036677366.1|DSUZ
OG0000014	LOC108105912|XP_017068177.1|DEUG	LOC118879451|XP_036678220.1|DSUZ, LOC108005664|XP_016924475.1|DSUZ
OG0000014	LOC108117406|XP_017085302.1|DEUG	LOC118878840|XP_036677761.1|DSUZ, LOC118878431|XP_036677301.1|DSUZ
OG0000015	LOC108106955|XP_017069721.1|DEUG	LOC108016959|XP_016939387.2|DSUZ
OG0000015	LOC108106287|XP_017068742.1|DEUG	LOC108008179|XP_016927458.2|DSUZ, LOC108008180|XP_016927459.1|DSUZ
OG0000015	LOC108118426|XP_017086597.1|DEUG	LOC108015638|XP_016937623.1|DSUZ
OG0000015	LOC108116823|XP_017084362.1|DEUG	LOC108014327|XP_016935890.1|DSUZ
OG0000015	LOC108110434|XP_017074990.1|DEUG	LOC108005685|XP_016924535.1|DSUZ, LOC108013894|XP_016935421.1|DSUZ, LOC108012239|XP_036672398.1|DSUZ
OG0000015	LOC108105143|XP_017067066.1|DEUG	LOC108009902|XP_016930118.1|DSUZ
OG0000015	LOC108111565|XP_017076580.1|DEUG	LOC108010739|XP_036668651.1|DSUZ, LOC108012550|XP_016933490.1|DSUZ
OG0000015	LOC108108656|XP_017072249.1|DEUG, LOC108108426|XP_017071967.1|DEUG	LOC108012640|XP_016933551.1|DSUZ
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG	LOC108009429|XP_016929253.1|DSUZ
OG0000015	LOC108106916|XP_017069656.1|DEUG	LOC108018082|XP_016941013.1|DSUZ
OG0000015	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG	LOC108018900|XP_016941980.1|DSUZ
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC118877550|XP_036672553.1|DSUZ, LOC108019413|XP_016942724.1|DSUZ
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC108009286|XP_016929004.1|DSUZ
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC108008079|XP_016927358.2|DSUZ
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC108009982|XP_016930246.1|DSUZ
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC108011133|XP_016931695.1|DSUZ
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC108010965|XP_016931470.1|DSUZ
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC108006430|XP_016925443.1|DSUZ
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC108007764|XP_016927008.1|DSUZ
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC108018993|XP_036676279.1|DSUZ
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC108009448|XP_016929291.1|DSUZ
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC108016443|XP_036678346.1|DSUZ, LOC108016442|XP_036678332.1|DSUZ, LOC108016444|XP_016938585.2|DSUZ
OG0000017	LOC108112063|XP_017077297.1|DEUG	LOC108015556|XP_016937525.2|DSUZ
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC108006071|XP_036673105.1|DSUZ
OG0000017	LOC108116012|XP_017083185.1|DEUG	LOC108015782|XP_016937825.2|DSUZ
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC108009905|XP_016930117.1|DSUZ
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC108019403|XP_016942713.1|DSUZ
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC108009903|XP_016930115.2|DSUZ, LOC108009904|XP_036669180.1|DSUZ
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC108010173|XP_036669903.1|DSUZ
OG0000017	LOC108110885|XP_017075635.1|DEUG	LOC108019602|XP_016942950.1|DSUZ
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC108012738|XP_016933660.1|DSUZ
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC108012644|XP_016933559.1|DSUZ
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC108012663|XP_016933579.1|DSUZ
OG0000018	LOC108107530|XP_017070560.1|DEUG	LOC108012675|XP_016933591.2|DSUZ
OG0000018	LOC108107673|XP_017070750.1|DEUG	LOC108012710|XP_016933628.2|DSUZ, LOC118877292|XP_036671250.1|DSUZ
OG0000018	LOC108107616|XP_017070674.1|DEUG	LOC108013582|XP_016934999.1|DSUZ
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC108016142|XP_016938246.1|DSUZ
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC108016122|XP_036675619.1|DSUZ
OG0000019	LOC108115825|XP_017082905.1|DEUG	LOC118878133|XP_036675618.1|DSUZ, LOC108016148|XP_016938252.2|DSUZ
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC108016158|XP_036675606.1|DSUZ
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC108016141|XP_016938245.1|DSUZ
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC108016139|XP_016938240.1|DSUZ
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC108016146|XP_016938250.2|DSUZ
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC108007025|XP_016926120.1|DSUZ, LOC108007202|XP_036674589.1|DSUZ
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC108009233|XP_016928887.1|DSUZ
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC108021143|XP_036673557.1|DSUZ
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC108015714|XP_036672549.1|DSUZ
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC108010610|XP_036674725.1|DSUZ
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC108021147|XP_016945207.1|DSUZ
OG0000021	LOC108110545|XP_017075123.1|DEUG	LOC108015921|XP_016937993.1|DSUZ
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC108009589|XP_016929550.1|DSUZ
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC108009874|XP_016930066.1|DSUZ
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC108008720|XP_016928109.1|DSUZ
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC108012220|XP_036675724.1|DSUZ
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC108006427|XP_036673222.1|DSUZ
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC108018719|XP_036672548.1|DSUZ
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC108005418|XP_036676931.1|DSUZ
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC108008926|XP_016928324.1|DSUZ
OG0000022	LOC108102780|XP_017063430.1|DEUG	LOC108012621|XP_016933529.1|DSUZ
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC108013020|XP_016934100.1|DSUZ, LOC108013019|XP_016934099.1|DSUZ, LOC118877165|XP_036670261.1|DSUZ
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC108013021|XP_016934101.1|DSUZ, LOC108013023|XP_016934102.2|DSUZ
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC108013018|XP_016934098.1|DSUZ
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC108019331|XP_016942642.2|DSUZ, LOC108013956|XP_036675220.1|DSUZ
OG0000023	LOC108115112|XP_017081853.1|DEUG	LOC108013952|XP_016935450.2|DSUZ
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC108019337|XP_016942646.2|DSUZ
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC108009166|XP_016928770.1|DSUZ
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC108018731|XP_036675082.1|DSUZ
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC108013954|XP_016935453.2|DSUZ
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC108013962|XP_016935466.1|DSUZ
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC108013947|XP_036675218.1|DSUZ
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC108013965|XP_016935470.1|DSUZ
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC108010072|XP_016930375.2|DSUZ
OG0000024	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG	LOC118876895|XP_036668888.1|DSUZ, LOC118876966|XP_036669508.1|DSUZ, LOC118876934|XP_036669252.1|DSUZ
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC108010252|XP_016930594.2|DSUZ
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC108010071|XP_016930374.1|DSUZ
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC108021416|XP_016945617.2|DSUZ, LOC108021417|XP_016945618.1|DSUZ, LOC108021415|XP_016945616.1|DSUZ
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC108019756|XP_016943207.1|DSUZ
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC108016763|XP_016939005.1|DSUZ
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC108004556|XP_016922979.1|DSUZ
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC108010503|XP_036668665.1|DSUZ
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC108005489|XP_016924284.1|DSUZ
OG0000026	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG	LOC108014363|XP_016935943.1|DSUZ
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC108013851|XP_016935328.2|DSUZ
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC118879783|XP_036678676.1|DSUZ
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC108021423|XP_016945624.1|DSUZ
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC108015770|XP_036678674.1|DSUZ
OG0000028	LOC108108736|XP_017072363.1|DEUG, LOC108108737|XP_017072364.1|DEUG	LOC108017014|XP_016939459.2|DSUZ
OG0000028	LOC108108647|XP_017072239.1|DEUG, LOC108108738|XP_017072365.1|DEUG, LOC108108739|XP_017072366.1|DEUG, LOC108108680|XP_017072274.1|DEUG	LOC108017018|XP_016939463.2|DSUZ, LOC118877233|XP_036670663.1|DSUZ, LOC118877238|XP_036670669.1|DSUZ, LOC118877536|XP_036672481.1|DSUZ
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC108017017|XP_036670659.1|DSUZ, LOC108017016|XP_036672473.1|DSUZ
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC118877366|XP_036671777.1|DSUZ
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC108008251|XP_016927530.2|DSUZ
OG0000029	LOC108106174|XP_017068584.1|DEUG	LOC108013363|XP_016938502.2|DSUZ
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC108018480|XP_016941526.2|DSUZ
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC108019543|XP_016942870.2|DSUZ
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC108013240|XP_036677776.1|DSUZ
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC108019494|XP_016942847.1|DSUZ
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC108012924|XP_016933943.1|DSUZ
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC108008732|XP_016928155.2|DSUZ, LOC108008937|XP_016928378.2|DSUZ, LOC108008635|XP_016928046.1|DSUZ
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC108008957|XP_016928357.1|DSUZ
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC108016627|XP_016938811.1|DSUZ
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC108005272|XP_016923949.2|DSUZ, LOC108005153|XP_016923816.2|DSUZ
OG0000031	LOC108105113|XP_017067036.1|DEUG	LOC108004553|XP_016923012.1|DSUZ, LOC108020876|XP_016944764.1|DSUZ
OG0000031	LOC108105166|XP_017067095.1|DEUG	LOC108016065|XP_016938150.1|DSUZ
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	LOC108021690|XP_016946003.1|DSUZ
OG0000031	LOC108118411|XP_017086576.1|DEUG	LOC118879756|XP_036678590.1|DSUZ
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG	LOC108020065|XP_036671004.1|DSUZ
OG0000031	LOC108110574|XP_017075160.1|DEUG	LOC108008340|XP_016927698.1|DSUZ
OG0000031	LOC108105167|XP_017067096.1|DEUG	LOC108016076|XP_016938162.1|DSUZ
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC108017973|XP_016940764.1|DSUZ
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC108018357|XP_036672791.1|DSUZ
OG0000032	LOC108111712|XP_017076751.1|DEUG	LOC108018355|XP_036672792.1|DSUZ
OG0000032	LOC108111717|XP_017076757.1|DEUG	LOC108018356|XP_036672750.1|DSUZ
