Orthogroup	DEUG.longest_only	DPER.longest_only
OG0000008	LOC108107843|XP_017071086.1|DEUG	LOC6601898|XP_002026947.1|DPER
OG0000008	LOC108104027|XP_017065348.1|DEUG	LOC6595506|XP_002020611.1|DPER
OG0000008	LOC108107848|XP_017071091.1|DEUG	LOC113566715|XP_026849382.1|DPER
OG0000008	LOC108116557|XP_017083985.1|DEUG, LOC108116552|XP_017083978.1|DEUG	LOC6591821|XP_002016971.2|DPER, LOC6591446|XP_026851133.1|DPER
OG0000008	LOC108116121|XP_017083334.1|DEUG	LOC6591826|XP_002016976.2|DPER
OG0000008	LOC108116123|XP_017083335.1|DEUG	LOC6591822|XP_002016972.1|DPER
OG0000008	LOC108116120|XP_017083333.1|DEUG	LOC6591825|XP_026846385.1|DPER
OG0000008	LOC108116119|XP_017083332.1|DEUG	LOC6591827|XP_002016977.1|DPER
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC6594636|XP_026850331.1|DPER
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC6594634|XP_002019930.1|DPER
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG, LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC6594633|XP_002019929.1|DPER, LOC6594635|XP_026850255.1|DPER, LOC6594558|XP_026850291.1|DPER
OG0000009	LOC108107590|XP_017070640.1|DEUG, LOC108107618|XP_017070676.1|DEUG	LOC6591365|XP_002017250.2|DPER, LOC6604573|XP_026840043.1|DPER, LOC6591362|XP_002017247.1|DPER, LOC6591562|XP_002017111.1|DPER
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC6601280|XP_026841960.1|DPER
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC6591389|XP_002017359.1|DPER
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC6590982|XP_002016547.1|DPER
OG0000009	LOC108110759|XP_017075465.1|DEUG, LOC108110896|XP_017075646.1|DEUG, LOC108110742|XP_017075440.1|DEUG, LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC6590981|XP_002016546.2|DPER
OG0000010	LOC108105230|XP_017067186.1|DEUG	LOC113567423|XP_026850962.1|DPER
OG0000011	LOC108111192|XP_017076075.1|DEUG, LOC108102528|XP_017063054.1|DEUG, LOC108102616|XP_017063214.1|DEUG, LOC108108695|XP_017072289.1|DEUG, LOC108118231|XP_017086302.1|DEUG, LOC108102619|XP_017063216.1|DEUG, LOC108111193|XP_017076077.1|DEUG, LOC108118458|XP_017086666.1|DEUG, LOC108118456|XP_017086662.1|DEUG, LOC108103884|XP_017065103.1|DEUG, LOC108103883|XP_017065101.1|DEUG	LOC113565949|XP_026845159.1|DPER, LOC113565829|XP_026844915.1|DPER, LOC113565667|XP_026844172.1|DPER, LOC6593932|XP_026844170.1|DPER, LOC113565666|XP_026844171.1|DPER, LOC6599995|XP_026849180.1|DPER, LOC6595356|XP_026844919.1|DPER, LOC113565950|XP_026845160.1|DPER, LOC113565828|XP_026844914.1|DPER, LOC6595358|XP_026845178.1|DPER, LOC113565831|XP_026844923.1|DPER, LOC113565733|XP_026844523.1|DPER, LOC6595426|XP_002020848.1|DPER, LOC6595439|XP_002020860.2|DPER, LOC113565830|XP_026844917.1|DPER, LOC6595395|XP_026844752.1|DPER, LOC6595396|XP_026844748.1|DPER, LOC6595365|XP_002020801.1|DPER, LOC6595397|XP_026844754.1|DPER, LOC6595392|XP_026844750.1|DPER, LOC6595366|XP_002020802.2|DPER, LOC6595391|XP_026844351.1|DPER
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC6591700|XP_002017271.1|DPER, LOC6599732|XP_002024837.1|DPER
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC6599733|XP_002024838.2|DPER
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC6591544|XP_002017188.1|DPER
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC6589910|XP_026840670.1|DPER
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC6589909|XP_002016518.1|DPER
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC6589908|XP_026841658.1|DPER
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC6589911|XP_026840671.1|DPER
OG0000012	LOC108112229|XP_017077538.1|DEUG, LOC108112131|XP_017077370.1|DEUG	LOC113565188|XP_026842345.1|DPER, LOC6589913|XP_026842148.1|DPER, LOC6590584|XP_026841794.1|DPER
OG0000012	LOC108112132|XP_017077371.1|DEUG, LOC108112267|XP_017077578.1|DEUG	LOC6589912|XP_002016521.1|DPER
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC6590586|XP_002016525.1|DPER
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC6590587|XP_002016526.1|DPER
OG0000012	LOC108106279|XP_017068735.1|DEUG, LOC108106300|XP_017068760.1|DEUG	LOC6590588|XP_002016527.1|DPER
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC6590215|XP_002016528.1|DPER
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC6590216|XP_002016529.1|DPER
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC6600889|XP_026840828.1|DPER
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC6598353|XP_002023428.2|DPER
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC6594205|XP_002019664.1|DPER, LOC6594496|XP_002019695.1|DPER
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC6602278|XP_002027327.1|DPER
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC113564954|XP_026840479.1|DPER
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC6587278|XP_002013456.1|DPER, LOC6588391|XP_002013455.2|DPER
OG0000013	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG	LOC6598714|XP_002023893.1|DPER, LOC6598715|XP_026850871.1|DPER
OG0000015	LOC108107905|XP_017071204.1|DEUG	LOC6589937|XP_002015965.1|DPER, LOC6599931|XP_002025059.1|DPER
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC6587871|XP_002013173.2|DPER
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC6593077|XP_002017890.1|DPER
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC6587678|XP_002013954.1|DPER
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC6601585|XP_002026606.2|DPER
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC6599243|XP_002024300.1|DPER
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC6592910|XP_002018578.1|DPER
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC6587745|XP_026840230.1|DPER
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC6602189|XP_026848039.1|DPER
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC6598163|XP_026846248.1|DPER
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC6590466|XP_002016652.1|DPER
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC6602148|XP_002027095.1|DPER, LOC6602132|XP_002027094.1|DPER
OG0000017	LOC108115927|XP_017083050.1|DEUG, LOC108116012|XP_017083185.1|DEUG	LOC6591189|XP_002015913.2|DPER, LOC6594928|XP_002020025.1|DPER
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC6592612|XP_002018160.1|DPER
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC6602127|XP_002027093.1|DPER
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC6592611|XP_002018159.1|DPER
OG0000017	LOC108111034|XP_017075854.1|DEUG, LOC108110885|XP_017075635.1|DEUG	LOC6595669|XP_002020729.1|DPER, LOC6595691|XP_002020717.1|DPER
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC6601448|XP_002026450.1|DPER
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC6601451|XP_002026453.1|DPER
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC6601450|XP_002026452.1|DPER
OG0000018	LOC108107661|XP_017070737.1|DEUG, LOC108107530|XP_017070560.1|DEUG, LOC108107673|XP_017070750.1|DEUG	LOC6601447|XP_002026449.1|DPER, LOC6601443|XP_002026445.1|DPER, LOC6601446|XP_002026448.1|DPER, LOC6601444|XP_002026446.1|DPER
OG0000018	LOC108107616|XP_017070674.1|DEUG, LOC108107604|XP_017070659.1|DEUG, LOC108107646|XP_017070720.1|DEUG	LOC6601454|XP_026847893.1|DPER, LOC6601453|XP_002026455.1|DPER
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC6587177|XP_002013000.1|DPER, LOC6587211|XP_002013001.2|DPER, LOC113564910|XP_026840077.1|DPER
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC6588514|XP_002012998.2|DPER
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC6587186|XP_002012999.1|DPER
OG0000019	LOC108115820|XP_017082899.1|DEUG, LOC108115821|XP_017082900.1|DEUG	LOC6587637|XP_002013003.2|DPER, LOC6587295|XP_002013004.1|DPER, LOC6587205|XP_002013002.1|DPER
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC6594838|XP_002020242.2|DPER
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC6590666|XP_002015941.1|DPER
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG, LOC108106167|XP_017068567.1|DEUG	LOC6589657|XP_002014518.1|DPER
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC6594627|XP_026850533.1|DPER
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC6594128|XP_002019432.1|DPER
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC6589656|XP_026844645.1|DPER
OG0000021	LOC108110545|XP_017075123.1|DEUG	LOC6592713|XP_002018080.1|DPER
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC6592588|XP_002018070.2|DPER
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC6592233|XP_002018052.1|DPER
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC6597480|XP_002022716.1|DPER, LOC6597528|XP_002022710.1|DPER
OG0000021	LOC108109877|XP_017074162.1|DEUG	LOC6592712|XP_002018079.1|DPER
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC6599244|XP_026848260.1|DPER
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC113565817|XP_026844838.1|DPER
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC6598730|XP_026840231.1|DPER
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC6597578|XP_026848930.1|DPER
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC6593244|XP_026840814.1|DPER
OG0000022	LOC108102771|XP_017063418.1|DEUG, LOC108102780|XP_017063430.1|DEUG	LOC6601032|XP_002026120.1|DPER
OG0000022	LOC108102802|XP_017063462.1|DEUG, LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC6601031|XP_002026119.1|DPER, LOC6601062|XP_002026117.2|DPER, LOC6601060|XP_002026115.1|DPER
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC113566793|XP_026849743.1|DPER
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC113566797|XP_026849748.1|DPER
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC6594350|XP_002019529.2|DPER
OG0000023	LOC108115112|XP_017081853.1|DEUG	LOC6594355|XP_002019534.1|DPER
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC6594114|XP_002019536.2|DPER
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC6590773|XP_002016461.1|DPER
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC6594113|XP_002019535.2|DPER
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC6594346|XP_002019525.2|DPER
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC6594348|XP_002019527.1|DPER
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC6594344|XP_002019523.1|DPER
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC6592579|XP_002017744.1|DPER
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC6592578|XP_002017743.2|DPER
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC6593580|XP_002018871.1|DPER
OG0000024	LOC108106503|XP_017069087.1|DEUG	LOC6592580|XP_002017745.1|DPER
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC6591036|XP_002016629.1|DPER
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC6599955|XP_002025032.1|DPER
OG0000025	LOC108103398|XP_017064344.1|DEUG	LOC113567384|XP_026850889.1|DPER
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC6598208|XP_002023333.1|DPER
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC6589226|XP_002014215.1|DPER
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC6600343|XP_026848406.1|DPER
OG0000026	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG	LOC6587226|XP_002013258.1|DPER, LOC6587539|XP_002013259.1|DPER, LOC6587439|XP_026847477.1|DPER
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC6598768|XP_002023910.1|DPER
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC6589175|XP_002014624.1|DPER
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC6589890|XP_026844932.1|DPER
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC6589176|XP_002014625.1|DPER
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC6602374|XP_026848578.1|DPER
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC6599696|XP_002024949.1|DPER
OG0000029	LOC108104771|XP_017066496.1|DEUG, LOC108106174|XP_017068584.1|DEUG	LOC6592269|XP_002017847.2|DPER
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG, LOC108109435|XP_017073425.1|DEUG, LOC108109445|XP_017073433.1|DEUG	LOC6587627|XP_026841612.1|DPER
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC6599019|XP_002024136.1|DPER
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC6595505|XP_002020610.1|DPER
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC6595503|XP_002020608.1|DPER
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC6595502|XP_002020607.1|DPER, LOC6595504|XP_002020609.1|DPER
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC6596396|XP_002021549.2|DPER
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC6592616|XP_002018164.1|DPER
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC6600142|XP_002025259.1|DPER
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC6597331|XP_002022519.1|DPER
OG0000031	LOC108105113|XP_017067036.1|DEUG, LOC108105166|XP_017067095.1|DEUG	LOC6603379|XP_002028365.1|DPER
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG, LOC108110574|XP_017075160.1|DEUG	LOC6596433|XP_002021831.1|DPER, LOC6596572|XP_002021833.1|DPER, LOC6596432|XP_002021830.2|DPER
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC6589468|XP_002014413.1|DPER
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC6598612|XP_002023857.1|DPER
OG0000032	LOC108111712|XP_017076751.1|DEUG, LOC108111717|XP_017076757.1|DEUG	LOC6598613|XP_002023858.2|DPER
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC6598616|XP_002023861.1|DPER
OG0000032	LOC108111814|XP_017076907.1|DEUG, LOC108111713|XP_017076752.1|DEUG	LOC6598615|XP_002023860.1|DPER
OG0000033	LOC108116079|XP_017083286.1|DEUG, LOC108115913|XP_017083039.1|DEUG	LOC6594755|XP_002020092.1|DPER
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC6590958|XP_002015543.1|DPER
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC6590962|XP_002015544.1|DPER
OG0000033	LOC108108576|XP_017072157.1|DEUG, LOC108115098|XP_017081835.1|DEUG, LOC108112351|XP_017077669.1|DEUG, LOC108117093|XP_017084781.1|DEUG	LOC6598819|XP_002023931.1|DPER
OG0000034	LOC108118434|XP_017086628.1|DEUG, LOC108118404|XP_017086569.1|DEUG	LOC6589244|XP_002014736.2|DPER
OG0000034	LOC108118408|XP_017086572.1|DEUG	LOC6589243|XP_002014735.1|DPER
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC6589242|XP_002014734.1|DPER
OG0000034	LOC108115439|XP_017082363.1|DEUG, LOC108116805|XP_017084341.1|DEUG, LOC108116981|XP_017084632.1|DEUG	LOC6593810|XP_002019277.1|DPER, LOC6593809|XP_002019276.1|DPER
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC6593808|XP_026844827.1|DPER
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC6594433|XP_002019545.1|DPER
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC6587691|XP_002013731.1|DPER
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC6594383|XP_002019297.1|DPER
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC6594996|XP_002020162.1|DPER
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC6590968|XP_002015904.2|DPER
OG0000037	LOC108117112|XP_017084823.1|DEUG, LOC108117111|XP_017084822.1|DEUG	LOC6588198|XP_002012851.2|DPER, LOC6588191|XP_002012852.1|DPER, LOC6588222|XP_002012850.1|DPER, LOC6587269|XP_002012849.2|DPER
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC6602410|XP_002027415.1|DPER
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC6602412|XP_026848529.1|DPER
OG0000039	LOC108109615|XP_017073668.1|DEUG	LOC6591968|XP_026846968.1|DPER
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC6598396|XP_002023519.1|DPER
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC6598397|XP_002023520.1|DPER
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC6599449|XP_026847206.1|DPER
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC6594423|XP_002019755.2|DPER, LOC6594424|XP_002019756.1|DPER, LOC6594425|XP_026850325.1|DPER, LOC113567269|XP_026850340.1|DPER
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC6594422|XP_002019754.1|DPER
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC113566662|XP_026849040.1|DPER, LOC6591887|XP_026849046.1|DPER, LOC113566659|XP_026849033.1|DPER, LOC6591886|XP_026849059.1|DPER
OG0000040	LOC108111560|XP_017076573.1|DEUG	LOC6594617|XP_002019840.1|DPER
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC6594616|XP_002019839.1|DPER
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC6587705|XP_002012978.2|DPER
OG0000041	LOC108113674|XP_017079839.1|DEUG, LOC108113675|XP_017079840.1|DEUG, LOC108113676|XP_017079841.1|DEUG, LOC108113782|XP_017079974.1|DEUG	LOC6591525|XP_002017073.1|DPER, LOC6591526|XP_002017074.1|DPER
OG0000041	LOC108113689|XP_017079854.1|DEUG	LOC6591518|XP_002017066.1|DPER
OG0000041	LOC108113800|XP_017079997.1|DEUG, LOC108113672|XP_017079836.1|DEUG, LOC108113801|XP_017079998.1|DEUG	LOC6591551|XP_002017060.1|DPER
OG0000042	LOC108108093|XP_017071481.1|DEUG	LOC6597209|XP_002022617.2|DPER
OG0000042	LOC108112378|XP_017077703.1|DEUG	LOC6592870|XP_026842041.1|DPER
OG0000042	LOC108112385|XP_017077715.1|DEUG	LOC6592873|XP_002018540.1|DPER
OG0000042	LOC108112383|XP_017077713.1|DEUG, LOC108112381|XP_017077708.1|DEUG, LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG	LOC6592872|XP_002018539.1|DPER, LOC6592871|XP_002018538.1|DPER, LOC113565032|XP_026840750.1|DPER, LOC6589097|XP_002014784.1|DPER
OG0000042	LOC108112384|XP_017077714.1|DEUG	LOC6592874|XP_002018541.2|DPER
OG0000043	LOC108116482|XP_017083904.1|DEUG	LOC6594475|XP_002019741.1|DPER, LOC6594476|XP_002019742.1|DPER, LOC113567252|XP_026850237.1|DPER
OG0000043	LOC108116483|XP_017083905.1|DEUG	LOC6594474|XP_002019740.1|DPER
OG0000043	LOC108111569|XP_017076581.1|DEUG, LOC108116504|XP_017083929.1|DEUG	LOC6594076|XP_002019736.1|DPER
OG0000043	LOC108116497|XP_017083918.1|DEUG, LOC108105204|XP_017067144.1|DEUG	LOC6594478|XP_002019744.1|DPER
OG0000043	LOC108116498|XP_017083919.1|DEUG	LOC6594479|XP_002019745.1|DPER
OG0000044	LOC108113702|XP_017079868.1|DEUG	LOC6591553|XP_026847828.1|DPER
OG0000044	LOC108113679|XP_017079844.1|DEUG, LOC108113668|XP_017079833.1|DEUG	LOC6591547|XP_002017056.1|DPER, LOC6591548|XP_026843232.1|DPER
OG0000044	LOC108113686|XP_017079852.1|DEUG, LOC108113695|XP_017079861.1|DEUG, LOC108113682|XP_017079848.1|DEUG	LOC6591549|XP_002017058.1|DPER, LOC6591550|XP_002017059.1|DPER
OG0000044	LOC108116281|XP_017083557.1|DEUG	LOC113564933|XP_026840246.1|DPER
OG0000045	LOC108114047|XP_017080284.1|DEUG	LOC6603693|XP_002028666.1|DPER
OG0000045	LOC108114051|XP_017080293.1|DEUG, LOC108113998|XP_017080232.1|DEUG	LOC6601537|XP_002026551.1|DPER
OG0000045	LOC108107675|XP_017070752.1|DEUG	LOC6595948|XP_002021076.1|DPER
