Orthogroup	DEUG.longest_only	DFIC.longest_only
OG0000000	LOC108115960|XP_017083085.1|DEUG	LOC108097696|XP_017055657.1|DFIC
OG0000000	LOC108114139|XP_017080411.1|DEUG	LOC108089293|XP_017042959.1|DFIC
OG0000000	LOC108113890|XP_017080084.1|DEUG	LOC108089294|XP_017042961.1|DFIC
OG0000000	LOC108108505|XP_017072063.1|DEUG	LOC108099733|XP_017058844.1|DFIC, LOC108099770|XP_017058887.1|DFIC, LOC108099727|XP_017058839.1|DFIC, LOC108087404|XP_017040233.1|DFIC, LOC108099732|XP_017058843.1|DFIC, LOC108099720|XP_017058832.1|DFIC, LOC108099731|XP_017058842.1|DFIC, LOC108099965|XP_017059141.1|DFIC, LOC108099726|XP_017058837.1|DFIC
OG0000002	LOC108113026|XP_017078944.1|DEUG, LOC108113025|XP_017078942.1|DEUG	LOC108090526|XP_017044733.1|DFIC
OG0000002	LOC108112852|XP_017078659.1|DEUG	LOC108090768|XP_017045096.1|DFIC
OG0000002	LOC108112853|XP_017078660.1|DEUG	LOC108090769|XP_017045098.1|DFIC
OG0000002	LOC108108874|XP_017072580.1|DEUG	LOC108094815|XP_017051075.1|DFIC
OG0000002	LOC108114765|XP_017081366.1|DEUG	LOC108095490|XP_017052085.1|DFIC, LOC108086334|XP_017038726.1|DFIC, LOC108086315|XP_017038706.1|DFIC, LOC108100826|XP_017060384.1|DFIC, LOC108100793|XP_017060324.1|DFIC
OG0000002	LOC108113287|XP_017079326.1|DEUG	LOC108092580|XP_017047713.1|DFIC
OG0000002	LOC108110800|XP_017075517.1|DEUG	LOC108092286|XP_017047310.1|DFIC
OG0000003	LOC108106604|XP_017069284.1|DEUG	LOC108087667|XP_017040650.1|DFIC
OG0000003	LOC108106709|XP_017069429.1|DEUG	LOC108087706|XP_017040711.1|DFIC, LOC108087707|XP_017040712.1|DFIC
OG0000003	LOC108106222|XP_017068637.1|DEUG, LOC108106223|XP_017068638.1|DEUG	LOC108087705|XP_017040710.1|DFIC
OG0000003	LOC108106562|XP_017069219.1|DEUG	LOC108094289|XP_017050276.1|DFIC
OG0000003	LOC108106678|XP_017069398.1|DEUG	LOC108087668|XP_017040651.1|DFIC
OG0000003	LOC108106603|XP_017069283.1|DEUG, LOC108106677|XP_017069397.1|DEUG, LOC108108144|XP_017071563.1|DEUG	LOC108099209|XP_017058075.1|DFIC
OG0000003	LOC108106710|XP_017069431.1|DEUG, LOC108106602|XP_017069282.1|DEUG	LOC108087749|XP_017040761.1|DFIC
OG0000003	LOC108106224|XP_017068639.1|DEUG	LOC108087605|XP_017040533.1|DFIC
OG0000003	LOC108104525|XP_017066146.1|DEUG	LOC108090320|XP_017044421.1|DFIC
OG0000003	LOC108104523|XP_017066143.1|DEUG	LOC108090319|XP_017044419.1|DFIC
OG0000003	LOC108104524|XP_017066145.1|DEUG	LOC108090317|XP_017044417.1|DFIC, LOC108090318|XP_017044418.1|DFIC
OG0000005	LOC108103412|XP_017064359.1|DEUG	LOC108102298|XP_017038659.1|DFIC
OG0000007	LOC108107881|XP_017071156.1|DEUG	LOC108093252|XP_017048717.1|DFIC
OG0000007	LOC108107527|XP_017070556.1|DEUG	LOC108093034|XP_017048427.1|DFIC, LOC108093033|XP_017048426.1|DFIC
OG0000007	LOC108107882|XP_017071157.1|DEUG	LOC108093169|XP_017048611.1|DFIC, LOC108093170|XP_017048612.1|DFIC
OG0000007	LOC108107883|XP_017071158.1|DEUG	LOC108093261|XP_017048727.1|DFIC
OG0000007	LOC108102687|XP_017063316.1|DEUG	LOC108089978|XP_017043968.1|DFIC
OG0000007	LOC108104447|XP_017065997.1|DEUG	LOC108090582|XP_017044820.1|DFIC
OG0000007	LOC108111392|XP_017076316.1|DEUG, LOC108111282|XP_017076159.1|DEUG	LOC108088540|XP_017041874.1|DFIC
OG0000007	LOC108102695|XP_017063328.1|DEUG	LOC108089778|XP_017043661.1|DFIC
OG0000007	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG	LOC108088950|XP_017042460.1|DFIC
OG0000007	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG	LOC108089918|XP_017043889.1|DFIC, LOC108089772|XP_017043652.1|DFIC
OG0000007	LOC108107529|XP_017070559.1|DEUG	LOC108093152|XP_017048588.1|DFIC
OG0000007	LOC108107925|XP_017071238.1|DEUG	LOC108093153|XP_017048589.1|DFIC
OG0000008	LOC108117090|XP_017084777.1|DEUG	LOC108101034|XP_017060691.1|DFIC
OG0000008	LOC108107843|XP_017071086.1|DEUG	LOC108100331|XP_017059630.1|DFIC
OG0000008	LOC108104027|XP_017065348.1|DEUG	LOC108093477|XP_017049051.1|DFIC
OG0000008	LOC108107848|XP_017071091.1|DEUG	LOC108100333|XP_017059632.1|DFIC
OG0000008	LOC108116557|XP_017083985.1|DEUG, LOC108116552|XP_017083978.1|DEUG	LOC108091741|XP_017046574.1|DFIC, LOC108091742|XP_017046575.1|DFIC
OG0000008	LOC108116118|XP_017083331.1|DEUG	LOC108091746|XP_017046577.1|DFIC
OG0000008	LOC108116121|XP_017083334.1|DEUG	LOC108091769|XP_017046605.1|DFIC
OG0000008	LOC108116123|XP_017083335.1|DEUG	LOC108091757|XP_017046589.1|DFIC
OG0000008	LOC108116120|XP_017083333.1|DEUG	LOC108091754|XP_017046587.1|DFIC
OG0000008	LOC108116119|XP_017083332.1|DEUG	LOC108091767|XP_017046601.1|DFIC
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC108101115|XP_017060823.1|DFIC
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC108101125|XP_017060838.1|DFIC
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	LOC108101126|XP_017060839.1|DFIC, LOC108101038|XP_017060695.1|DFIC, LOC108101022|XP_017060677.1|DFIC, LOC108101074|XP_017060756.1|DFIC
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC108101116|XP_017060824.1|DFIC
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC108101809|XP_017061774.1|DFIC
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC108088079|XP_017041220.1|DFIC
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC108086769|XP_017039304.1|DFIC
OG0000009	LOC108110759|XP_017075465.1|DEUG, LOC108110896|XP_017075646.1|DEUG, LOC108110742|XP_017075440.1|DEUG	LOC108094178|XP_017050126.1|DFIC
OG0000009	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC108086655|XP_017039128.1|DFIC
OG0000010	LOC108103372|XP_017064308.1|DEUG	LOC108086289|XP_017038672.1|DFIC
OG0000011	LOC108102528|XP_017063054.1|DEUG, LOC108102616|XP_017063214.1|DEUG	LOC108101289|XP_017061078.1|DFIC
OG0000011	LOC108108695|XP_017072289.1|DEUG, LOC108118231|XP_017086302.1|DEUG	LOC108100104|XP_017059339.1|DFIC
OG0000011	LOC108103884|XP_017065103.1|DEUG, LOC108103883|XP_017065101.1|DEUG	LOC108095556|XP_017052180.1|DFIC
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC108086883|XP_017039433.1|DFIC
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC108086913|XP_017039476.1|DFIC
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC108098799|XP_017057429.1|DFIC
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC108096904|XP_017054341.1|DFIC
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC108096903|XP_017054340.1|DFIC
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC108096929|XP_017054370.1|DFIC
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC108096943|XP_017054393.1|DFIC
OG0000012	LOC108112131|XP_017077370.1|DEUG	LOC108096563|XP_017053746.1|DFIC
OG0000012	LOC108112267|XP_017077578.1|DEUG	LOC108096571|XP_017053756.1|DFIC
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC108086628|XP_017039092.1|DFIC
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC108086618|XP_017039083.1|DFIC
OG0000012	LOC108106279|XP_017068735.1|DEUG	LOC108086755|XP_017039283.1|DFIC
OG0000012	LOC108106300|XP_017068760.1|DEUG	LOC108086630|XP_017039094.1|DFIC
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC108086627|XP_017039091.1|DFIC
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC108086756|XP_017039284.1|DFIC
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC108101557|XP_017061445.1|DFIC
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC108101682|XP_017061593.1|DFIC
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC108098830|XP_017057474.1|DFIC
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC108086910|XP_017039470.1|DFIC
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC108087118|XP_017039788.1|DFIC
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC108091996|XP_017046910.1|DFIC
OG0000013	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG	LOC108102250|XP_017062487.1|DFIC, LOC108087940|XP_017041016.1|DFIC
OG0000015	LOC108118426|XP_017086597.1|DEUG	LOC108098206|XP_017056435.1|DFIC
OG0000015	LOC108110504|XP_017075072.1|DEUG	LOC108094767|XP_017051032.1|DFIC, LOC108094097|XP_017050010.1|DFIC, LOC108101938|XP_017062014.1|DFIC, LOC108101948|XP_017062025.1|DFIC, LOC108091404|XP_017046083.1|DFIC, LOC108091405|XP_017046084.1|DFIC
OG0000015	LOC108111565|XP_017076580.1|DEUG	LOC108094095|XP_017050008.1|DFIC
OG0000015	LOC108108656|XP_017072249.1|DEUG, LOC108108426|XP_017071967.1|DEUG	LOC108099798|XP_017058915.1|DFIC, LOC108099788|XP_017058906.1|DFIC, LOC108099784|XP_017058902.1|DFIC, LOC108099708|XP_017058819.1|DFIC, LOC108099813|XP_017058931.1|DFIC, LOC108099796|XP_017058913.1|DFIC, LOC108099792|XP_017058910.1|DFIC, LOC108099709|XP_017058820.1|DFIC, LOC108099710|XP_017058821.1|DFIC, LOC108099711|XP_017058822.1|DFIC
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG, LOC108106916|XP_017069656.1|DEUG	LOC108100911|XP_017060514.1|DFIC, LOC108100840|XP_017060402.1|DFIC
OG0000015	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG	LOC108100786|XP_017060316.1|DFIC, LOC108100835|XP_017060395.1|DFIC, LOC108100853|XP_017060421.1|DFIC, LOC108100833|XP_017060393.1|DFIC
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC108091644|XP_017046435.1|DFIC
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC108095161|XP_017051608.1|DFIC
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC108088049|XP_017041175.1|DFIC
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC108090474|XP_017044659.1|DFIC
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC108092889|XP_017048224.1|DFIC
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC108091135|XP_017045658.1|DFIC
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC108096392|XP_017053452.1|DFIC
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC108093583|XP_017049197.1|DFIC
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC108098017|XP_017056155.1|DFIC
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC108101533|XP_017061396.1|DFIC
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC108099991|XP_017059177.1|DFIC
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC108097740|XP_017055736.1|DFIC
OG0000017	LOC108115927|XP_017083050.1|DEUG	LOC108095642|XP_017052296.1|DFIC
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC108087716|XP_017040726.1|DFIC
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC108099990|XP_017059176.1|DFIC
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC108087715|XP_017040725.1|DFIC
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC108094147|XP_017050074.1|DFIC, LOC108094148|XP_017050075.1|DFIC
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC108093126|XP_017048560.1|DFIC
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC108093128|XP_017048562.1|DFIC
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC108093130|XP_017048564.1|DFIC
OG0000018	LOC108107673|XP_017070750.1|DEUG	LOC108093138|XP_017048572.1|DFIC, LOC108093140|XP_017048574.1|DFIC
OG0000018	LOC108107616|XP_017070674.1|DEUG	LOC108093137|XP_017048571.1|DFIC, LOC108093131|XP_017048565.1|DFIC, LOC108093271|XP_017048739.1|DFIC, LOC108093136|XP_017048569.1|DFIC
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC108086541|XP_017038967.1|DFIC
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC108086542|XP_017038968.1|DFIC
OG0000019	LOC108115825|XP_017082905.1|DEUG	LOC108086544|XP_017038971.1|DFIC
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC108086535|XP_017038961.1|DFIC
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC108086543|XP_017038970.1|DFIC
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC108086538|XP_017038965.1|DFIC
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC108086540|XP_017038966.1|DFIC
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC108086571|XP_017039016.1|DFIC
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC108087826|XP_017040886.1|DFIC
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC108100979|XP_017060622.1|DFIC
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC108101093|XP_017060792.1|DFIC
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC108102060|XP_017062180.1|DFIC
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC108101220|XP_017060958.1|DFIC
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC108090792|XP_017045128.1|DFIC
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC108090653|XP_017044920.1|DFIC
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC108093638|XP_017049284.1|DFIC
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC108095541|XP_017052159.1|DFIC
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC108091979|XP_017046877.1|DFIC
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC108088013|XP_017041113.1|DFIC
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC108094694|XP_017050914.1|DFIC
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC108093677|XP_017049345.1|DFIC
OG0000022	LOC108102771|XP_017063418.1|DEUG, LOC108102780|XP_017063430.1|DEUG	LOC108100202|XP_017059465.1|DFIC
OG0000022	LOC108102802|XP_017063462.1|DEUG	LOC108100306|XP_017059594.1|DFIC, LOC108100305|XP_017059593.1|DFIC, LOC108100300|XP_017059588.1|DFIC
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC108100308|XP_017059596.1|DFIC
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC108100304|XP_017059591.1|DFIC
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC108100302|XP_017059589.1|DFIC
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC108096122|XP_017052987.1|DFIC
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC108096128|XP_017052994.1|DFIC
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC108096606|XP_017053802.1|DFIC
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC108096129|XP_017052995.1|DFIC
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC108096118|XP_017052982.1|DFIC
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC108096119|XP_017052984.1|DFIC
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC108096117|XP_017052981.1|DFIC
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC108096114|XP_017052979.1|DFIC
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC108086469|XP_017038885.1|DFIC
OG0000024	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG	LOC108086411|XP_017038802.1|DFIC, LOC108086410|XP_017038801.1|DFIC
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC108086467|XP_017038883.1|DFIC
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC108086472|XP_017038887.1|DFIC
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC108098296|XP_017056595.1|DFIC
OG0000024	LOC108106503|XP_017069087.1|DEUG	LOC108086381|XP_017038771.1|DFIC
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC108094860|XP_017051169.1|DFIC
OG0000025	LOC108102576|XP_017063146.1|DEUG, LOC108103147|XP_017064008.1|DEUG	LOC108088651|XP_017042067.1|DFIC
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC108091247|XP_017045848.1|DFIC
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC108093407|XP_017048931.1|DFIC
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC108101707|XP_017061633.1|DFIC, LOC108101666|XP_017061574.1|DFIC
OG0000026	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG	LOC108091826|XP_017046693.1|DFIC
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC108098549|XP_017057035.1|DFIC, LOC108098463|XP_017056857.1|DFIC
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC108100821|XP_017060378.1|DFIC
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC108100819|XP_017060376.1|DFIC
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC108100820|XP_017060377.1|DFIC
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC108095285|XP_017051819.1|DFIC
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC108089312|XP_017042978.1|DFIC
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC108090681|XP_017044956.1|DFIC
OG0000029	LOC108106174|XP_017068584.1|DEUG	LOC108100972|XP_017060614.1|DFIC
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC108099785|XP_017058903.1|DFIC
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC108093480|XP_017049055.1|DFIC, LOC108100317|XP_017059651.1|DFIC
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC108093469|XP_017049043.1|DFIC
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC108093479|XP_017049053.1|DFIC
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC108092343|XP_017047369.1|DFIC, LOC108092288|XP_017047312.1|DFIC
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC108087621|XP_017040552.1|DFIC
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC108091341|XP_017045978.1|DFIC
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC108088560|XP_017041895.1|DFIC
OG0000031	LOC108105113|XP_017067036.1|DEUG, LOC108105166|XP_017067095.1|DEUG	LOC108087846|XP_017040950.1|DFIC, LOC108094523|XP_017050614.1|DFIC, LOC108100476|XP_017059897.1|DFIC
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	LOC108090611|XP_017044870.1|DFIC, LOC108090591|XP_017044831.1|DFIC
OG0000031	LOC108110574|XP_017075160.1|DEUG	LOC108092296|XP_017047319.1|DFIC
OG0000031	LOC108110535|XP_017075106.1|DEUG	LOC108092297|XP_017047321.1|DFIC
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC108089228|XP_017042875.1|DFIC
OG0000032	LOC108111712|XP_017076751.1|DEUG, LOC108111717|XP_017076757.1|DEUG	LOC108088062|XP_017041192.1|DFIC
OG0000032	LOC108111784|XP_017076858.1|DEUG	LOC108088048|XP_017041174.1|DFIC
OG0000032	LOC108111805|XP_017076892.1|DEUG	LOC108088066|XP_017041199.1|DFIC
OG0000032	LOC108111711|XP_017076750.1|DEUG	LOC108087890|XP_017040957.1|DFIC
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC108087896|XP_017040963.1|DFIC
OG0000032	LOC108111713|XP_017076752.1|DEUG	LOC108087899|XP_017040966.1|DFIC
OG0000033	LOC108115913|XP_017083039.1|DEUG	LOC108102066|XP_017062199.1|DFIC
OG0000033	LOC108115450|XP_017082374.1|DEUG	LOC108089808|XP_017043694.1|DFIC
OG0000033	LOC108115445|XP_017082370.1|DEUG, LOC108115429|XP_017082354.1|DEUG	LOC108089807|XP_017043693.1|DFIC, LOC108089809|XP_017043695.1|DFIC, LOC108089769|XP_017043650.1|DFIC
OG0000033	LOC108115474|XP_017082423.1|DEUG	LOC108091266|XP_017045867.1|DFIC
OG0000033	LOC108115417|XP_017082342.1|DEUG	LOC108089806|XP_017043692.1|DFIC
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC108094281|XP_017050264.1|DFIC
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC108094283|XP_017050266.1|DFIC
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC108094282|XP_017050265.1|DFIC
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC108098498|XP_017056906.1|DFIC
OG0000033	LOC108115098|XP_017081835.1|DEUG	LOC108098495|XP_017056904.1|DFIC
OG0000034	LOC108118434|XP_017086628.1|DEUG	LOC108098181|XP_017056403.1|DFIC
OG0000034	LOC108118404|XP_017086569.1|DEUG	LOC108098175|XP_017056397.1|DFIC, LOC108098172|XP_017056394.1|DFIC
OG0000034	LOC108118408|XP_017086572.1|DEUG	LOC108098179|XP_017056401.1|DFIC
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC108098285|XP_017056581.1|DFIC
OG0000034	LOC108115439|XP_017082363.1|DEUG	LOC108098386|XP_017056743.1|DFIC
OG0000034	LOC108116805|XP_017084341.1|DEUG	LOC108087083|XP_017039752.1|DFIC
OG0000034	LOC108116981|XP_017084632.1|DEUG	LOC108087380|XP_017040209.1|DFIC
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC108093450|XP_017049013.1|DFIC
OG0000035	LOC108103278|XP_017064178.1|DEUG	LOC108090078|XP_017044070.1|DFIC
OG0000035	LOC108118065|XP_017086097.1|DEUG	LOC108090828|XP_017045178.1|DFIC, LOC108096830|XP_017054224.1|DFIC, LOC108087561|XP_017040477.1|DFIC, LOC108100301|XP_017059592.1|DFIC, LOC108089887|XP_017043878.1|DFIC
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC108096138|XP_017053007.1|DFIC
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC108097979|XP_017056090.1|DFIC
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC108098533|XP_017057003.1|DFIC
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC108087237|XP_017040017.1|DFIC
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC108087844|XP_017040913.1|DFIC
OG0000037	LOC108117112|XP_017084823.1|DEUG	LOC108088042|XP_017041165.1|DFIC
OG0000037	LOC108117111|XP_017084822.1|DEUG	LOC108088040|XP_017041164.1|DFIC
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC108088854|XP_017042318.1|DFIC
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC108088914|XP_017042416.1|DFIC
OG0000039	LOC108109615|XP_017073668.1|DEUG	LOC108091791|XP_017046639.1|DFIC
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC108097516|XP_017055329.1|DFIC
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC108097515|XP_017055328.1|DFIC
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC108095512|XP_017052111.1|DFIC
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC108087305|XP_017040113.1|DFIC
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC108087307|XP_017040114.1|DFIC
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC108092211|XP_017047228.1|DFIC
OG0000040	LOC108111560|XP_017076573.1|DEUG	LOC108092212|XP_017047230.1|DFIC
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC108092206|XP_017047224.1|DFIC
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC108100764|XP_017060292.1|DFIC
