Orthogroup	DEUG.longest_only	DSER.longest_only
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG, LOC108106916|XP_017069656.1|DEUG, LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG	LOC110187200|XP_020812259.1|DSER, LOC110182170|XP_020805830.1|DSER, LOC110187202|XP_020812260.1|DSER
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC110185112|XP_020809466.1|DSER
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC110182974|XP_020806826.1|DSER
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC110186803|XP_020811744.1|DSER
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC110181494|XP_020804920.1|DSER
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC110189526|XP_020815315.1|DSER
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC110191952|XP_020818633.1|DSER
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC110179844|XP_020803110.1|DSER
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC110179704|XP_020802972.1|DSER
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC110182944|XP_020806786.1|DSER
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC110189651|XP_020815456.1|DSER
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC110186415|XP_020811251.1|DSER
OG0000017	LOC108115927|XP_017083050.1|DEUG, LOC108116012|XP_017083185.1|DEUG	LOC110177433|XP_020799815.1|DSER, LOC110177434|XP_020799816.1|DSER
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC110178450|XP_020801244.1|DSER, LOC110178456|XP_020801250.1|DSER
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC110189689|XP_020815522.1|DSER
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC110178449|XP_020801243.1|DSER
OG0000017	LOC108111034|XP_017075854.1|DEUG, LOC108110885|XP_017075635.1|DEUG	LOC110183096|XP_020806947.1|DSER, LOC110183098|XP_020806949.1|DSER, LOC110183097|XP_020806948.1|DSER
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC110184702|XP_020808977.1|DSER
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC110184746|XP_020809033.1|DSER
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC110184752|XP_020809041.1|DSER
OG0000018	LOC108107530|XP_017070560.1|DEUG	LOC110184753|XP_020809042.1|DSER, LOC110184714|XP_020808993.1|DSER
OG0000018	LOC108107673|XP_017070750.1|DEUG	LOC110184703|XP_020808978.1|DSER
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC110186753|XP_020811674.1|DSER
OG0000019	LOC108115824|XP_017082904.1|DEUG, LOC108115825|XP_017082905.1|DEUG	LOC110186755|XP_020811676.1|DSER, LOC110186756|XP_020811677.1|DSER
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC110186746|XP_020811668.1|DSER
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC110186754|XP_020811675.1|DSER
OG0000019	LOC108115820|XP_017082899.1|DEUG, LOC108115821|XP_017082900.1|DEUG	LOC110186749|XP_020811671.1|DSER, LOC110186750|XP_020811672.1|DSER
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC110186419|XP_020811254.1|DSER
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC110179314|XP_020802461.1|DSER
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG	LOC110178058|XP_020800723.1|DSER
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC110183820|XP_020807830.1|DSER
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC110188252|XP_020813584.1|DSER
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC110186984|XP_020811998.1|DSER
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC110183751|XP_020807766.1|DSER
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC110177674|XP_020800156.1|DSER
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC110177755|XP_020800276.1|DSER
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC110177907|XP_020800536.1|DSER
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC110181842|XP_020805408.1|DSER
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC110184678|XP_020808951.1|DSER
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC110190995|XP_020817366.1|DSER
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC110189278|XP_020814959.1|DSER
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC110176354|XP_020798342.1|DSER
OG0000022	LOC108102771|XP_017063418.1|DEUG, LOC108102780|XP_017063430.1|DEUG	LOC110178658|XP_020801510.1|DSER
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC110178662|XP_020801517.1|DSER
OG0000023	LOC108115112|XP_017081853.1|DEUG	LOC110188311|XP_020813678.1|DSER
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC110188309|XP_020813677.1|DSER, LOC110188457|XP_020813846.1|DSER
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC110180829|XP_020804169.1|DSER
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC110188308|XP_020813675.1|DSER
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC110188454|XP_020813842.1|DSER
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC110188692|XP_020814155.1|DSER
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC110188691|XP_020814154.1|DSER
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC110188690|XP_020814152.1|DSER
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC110179294|XP_020802438.1|DSER, LOC110179366|XP_020802540.1|DSER, LOC110179298|XP_020802443.1|DSER, LOC110179367|XP_020802541.1|DSER
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC110179365|XP_020802539.1|DSER
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC110185697|XP_020810324.1|DSER
OG0000024	LOC108106503|XP_017069087.1|DEUG	LOC110179322|XP_020802473.1|DSER
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC110180569|XP_020803926.1|DSER
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC110182356|XP_020806054.1|DSER
OG0000025	LOC108114004|XP_017080277.1|DEUG	LOC110182443|XP_020806137.1|DSER
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC110176041|XP_020797911.1|DSER
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC110182689|XP_020806441.1|DSER
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC110179505|XP_020802740.1|DSER
OG0000026	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG	LOC110189572|XP_020815365.1|DSER
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC110188271|XP_020813620.1|DSER
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC110176950|XP_020799111.1|DSER
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC110176976|XP_020799142.1|DSER
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC110176929|XP_020799084.1|DSER
OG0000028	LOC108108647|XP_017072239.1|DEUG, LOC108108738|XP_017072365.1|DEUG, LOC108108739|XP_017072366.1|DEUG, LOC108108680|XP_017072274.1|DEUG, LOC108108455|XP_017071998.1|DEUG	LOC110190400|XP_020816511.1|DSER, LOC110190401|XP_020816513.1|DSER, LOC110190052|XP_020816017.1|DSER
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC110190608|XP_020816860.1|DSER
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC110181434|XP_020804839.1|DSER, LOC110177071|XP_020799247.1|DSER
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC110185765|XP_020810430.1|DSER
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC110178924|XP_020801869.1|DSER
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC110183999|XP_020808015.1|DSER
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC110184000|XP_020808016.1|DSER
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC110184885|XP_020809189.1|DSER
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC110178495|XP_020801302.1|DSER
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC110180192|XP_020803508.1|DSER
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC110184177|XP_020808247.1|DSER
OG0000031	LOC108105113|XP_017067036.1|DEUG, LOC108105166|XP_017067095.1|DEUG	LOC110185921|XP_020810593.1|DSER
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC110183330|XP_020807237.1|DSER
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC110191017|XP_020817393.1|DSER
OG0000032	LOC108111712|XP_017076751.1|DEUG	LOC110189708|XP_020815547.1|DSER
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC110190425|XP_020816566.1|DSER
OG0000032	LOC108111814|XP_017076907.1|DEUG	LOC110179845|XP_020803112.1|DSER
OG0000032	LOC108111713|XP_017076752.1|DEUG	LOC110188663|XP_020814116.1|DSER
OG0000033	LOC108116079|XP_017083286.1|DEUG, LOC108115913|XP_017083039.1|DEUG	LOC110184954|XP_020809264.1|DSER, LOC110185945|XP_020810623.1|DSER
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC110189687|XP_020815520.1|DSER
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC110189316|XP_020815019.1|DSER, LOC110189317|XP_020815020.1|DSER
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC110189686|XP_020815519.1|DSER
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC110188470|XP_020813858.1|DSER, LOC110188471|XP_020813859.1|DSER
OG0000033	LOC108117093|XP_017084781.1|DEUG	LOC110188478|XP_020813866.1|DSER
OG0000034	LOC108118434|XP_017086628.1|DEUG, LOC108118404|XP_017086569.1|DEUG	LOC110184859|XP_020809159.1|DSER
OG0000034	LOC108118408|XP_017086572.1|DEUG	LOC110184879|XP_020809185.1|DSER
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC110184890|XP_020809195.1|DSER
OG0000034	LOC108115439|XP_017082363.1|DEUG, LOC108116805|XP_017084341.1|DEUG, LOC108116981|XP_017084632.1|DEUG	LOC110185580|XP_020810168.1|DSER, LOC110185578|XP_020810167.1|DSER
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC110185768|XP_020810429.1|DSER
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC110188341|XP_020813708.1|DSER
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC110191887|XP_020818531.1|DSER
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC110187659|XP_020812737.1|DSER
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC110186335|XP_020811144.1|DSER
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC110178458|XP_020801255.1|DSER
OG0000037	LOC108117112|XP_017084823.1|DEUG	LOC110188328|XP_020813694.1|DSER
OG0000037	LOC108117111|XP_017084822.1|DEUG	LOC110188288|XP_020813646.1|DSER
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC110187819|XP_020812959.1|DSER, LOC110190399|XP_020816510.1|DSER
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC110189906|XP_020815830.1|DSER
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC110181782|XP_020805320.1|DSER
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC110181861|XP_020805441.1|DSER
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC110181937|XP_020805533.1|DSER
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC110190225|XP_020816248.1|DSER
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC110190236|XP_020816258.1|DSER
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC110177298|XP_020799618.1|DSER, LOC110177453|XP_020799846.1|DSER
OG0000040	LOC108111560|XP_017076573.1|DEUG	LOC110177296|XP_020799617.1|DSER
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC110177417|XP_020799793.1|DSER
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC110186252|XP_020810992.1|DSER
OG0000041	LOC108113782|XP_017079974.1|DEUG	LOC110186484|XP_020811330.1|DSER
OG0000041	LOC108113689|XP_017079854.1|DEUG	LOC110186805|XP_020811746.1|DSER, LOC110186801|XP_020811741.1|DSER, LOC110186551|XP_020811415.1|DSER
OG0000041	LOC108113800|XP_017079997.1|DEUG, LOC108113672|XP_017079836.1|DEUG, LOC108113801|XP_017079998.1|DEUG	LOC110186535|XP_020811395.1|DSER, LOC110186667|XP_020811591.1|DSER
OG0000042	LOC108112378|XP_017077703.1|DEUG	LOC110191593|XP_020818136.1|DSER
OG0000042	LOC108112385|XP_017077715.1|DEUG	LOC110191603|XP_020818147.1|DSER, LOC110191604|XP_020818149.1|DSER
OG0000042	LOC108112383|XP_017077713.1|DEUG	LOC110191595|XP_020818140.1|DSER
OG0000042	LOC108112381|XP_017077708.1|DEUG, LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG	LOC110191594|XP_020818138.1|DSER, LOC110191596|XP_020818141.1|DSER, LOC110191698|XP_020818273.1|DSER, LOC110191696|XP_020818271.1|DSER, LOC110191597|XP_020818142.1|DSER
OG0000042	LOC108112384|XP_017077714.1|DEUG	LOC110191697|XP_020818272.1|DSER, LOC110191695|XP_020818269.1|DSER
OG0000043	LOC108116482|XP_017083904.1|DEUG	LOC110188004|XP_020813185.1|DSER
OG0000043	LOC108111569|XP_017076581.1|DEUG, LOC108116504|XP_017083929.1|DEUG	LOC110187778|XP_020812905.1|DSER, LOC110187703|XP_020812796.1|DSER, LOC110187702|XP_020812795.1|DSER
OG0000043	LOC108105204|XP_017067144.1|DEUG	LOC110191369|XP_020817880.1|DSER
OG0000043	LOC108116498|XP_017083919.1|DEUG	LOC110187786|XP_020812917.1|DSER
OG0000044	LOC108113702|XP_017079868.1|DEUG	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER
OG0000044	LOC108113679|XP_017079844.1|DEUG	LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER
OG0000044	LOC108113668|XP_017079833.1|DEUG	LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER
OG0000044	LOC108113686|XP_017079852.1|DEUG	LOC110186555|XP_020811417.1|DSER
OG0000044	LOC108113695|XP_017079861.1|DEUG	LOC110186661|XP_020811584.1|DSER
