Orthogroup	DEUG.longest_only	DELE.longest_only
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC108144651|XP_017125185.1|DELE
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC108140881|XP_017119405.1|DELE
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC108134657|XP_017110539.1|DELE
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC108140478|XP_017118708.1|DELE
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC108143220|XP_017123005.1|DELE
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC108136374|XP_017112976.1|DELE
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC108149934|XP_017133339.1|DELE
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC108134991|XP_017111013.1|DELE
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC108144019|XP_017124134.1|DELE
OG0000017	LOC108115927|XP_017083050.1|DEUG	LOC108137351|XP_017114475.1|DELE
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC108143462|XP_017123388.1|DELE
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC108141554|XP_017120482.1|DELE
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC108143281|XP_017123085.1|DELE
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC108147936|XP_017130210.1|DELE
OG0000017	LOC108110885|XP_017075635.1|DEUG	LOC108147886|XP_017130134.1|DELE
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC108142474|XP_017121847.1|DELE
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC108142172|XP_017121346.1|DELE
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC108142475|XP_017121848.1|DELE
OG0000018	LOC108107673|XP_017070750.1|DEUG	LOC108142171|XP_017121345.1|DELE, LOC108142484|XP_017121859.1|DELE
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC108148666|XP_017131288.1|DELE
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC108148669|XP_017131292.1|DELE
OG0000019	LOC108115825|XP_017082905.1|DEUG	LOC108148668|XP_017131291.1|DELE
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC108148661|XP_017131282.1|DELE
OG0000019	LOC108115823|XP_017082903.1|DEUG	LOC108148667|XP_017131289.1|DELE
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC108148663|XP_017131286.1|DELE
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC108148665|XP_017131287.1|DELE
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC108148802|XP_017131514.1|DELE
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC108145240|XP_017125995.1|DELE
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG	LOC108139069|XP_017117181.1|DELE
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC108149435|XP_017132505.1|DELE
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC108136813|XP_017113705.1|DELE
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC108140627|XP_017119032.1|DELE
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC108138888|XP_017116909.1|DELE
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC108143679|XP_017123678.1|DELE
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC108143658|XP_017123658.1|DELE
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC108144237|XP_017124406.1|DELE
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC108140888|XP_017119410.1|DELE
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC108139148|XP_017117255.1|DELE
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC108134787|XP_017110724.1|DELE
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC108137723|XP_017115107.1|DELE
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC108144256|XP_017124426.1|DELE
OG0000022	LOC108102780|XP_017063430.1|DEUG	LOC108145706|XP_017126756.1|DELE
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC108145944|XP_017127140.1|DELE, LOC108145943|XP_017127139.1|DELE
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC108145945|XP_017127141.1|DELE
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC108145941|XP_017127138.1|DELE
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC108140988|XP_017119550.1|DELE
OG0000023	LOC108115112|XP_017081853.1|DEUG	LOC108140990|XP_017119554.1|DELE
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC108140983|XP_017119545.1|DELE, LOC108140984|XP_017119546.1|DELE
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC108137536|XP_017114748.1|DELE
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC108140985|XP_017119548.1|DELE
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC108140949|XP_017119506.1|DELE
OG0000023	LOC108115158|XP_017081958.1|DEUG	LOC108141054|XP_017119691.1|DELE
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC108141157|XP_017119872.1|DELE
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC108141055|XP_017119693.1|DELE
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC108144322|XP_017124512.1|DELE
OG0000024	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG	LOC108144853|XP_017125489.1|DELE, LOC108144323|XP_017124513.1|DELE
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC108144321|XP_017124511.1|DELE
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC108144317|XP_017124507.1|DELE
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC108134565|XP_017110407.1|DELE
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC108149067|XP_017131913.1|DELE
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC108136491|XP_017113196.1|DELE
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC108142200|XP_017121376.1|DELE
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC108148207|XP_017130606.1|DELE
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC108137717|XP_017115091.1|DELE
OG0000026	LOC108115320|XP_017082216.1|DEUG, LOC108115238|XP_017082084.1|DEUG	LOC108148316|XP_017130795.1|DELE
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC108140970|XP_017119526.1|DELE
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC108138066|XP_017115531.1|DELE
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC108138053|XP_017115518.1|DELE
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC108138043|XP_017115505.1|DELE
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC108146069|XP_017127372.1|DELE
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC108145772|XP_017126831.1|DELE
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC108141306|XP_017120062.1|DELE
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC108143743|XP_017123764.1|DELE
OG0000029	LOC108109435|XP_017073425.1|DEUG, LOC108109445|XP_017073433.1|DEUG	LOC108143811|XP_017123822.1|DELE
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC108135556|XP_017111792.1|DELE
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC108138030|XP_017115492.1|DELE
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC108138012|XP_017115471.1|DELE, LOC108138011|XP_017115470.1|DELE
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC108138092|XP_017115567.1|DELE
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC108147758|XP_017129978.1|DELE
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC108143463|XP_017123389.1|DELE
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC108136286|XP_017112860.1|DELE
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC108147607|XP_017129735.1|DELE
OG0000031	LOC108105113|XP_017067036.1|DEUG	LOC108138004|XP_017115462.1|DELE, LOC108138214|XP_017115823.1|DELE
OG0000031	LOC108105166|XP_017067095.1|DEUG	LOC108138259|XP_017115893.1|DELE, LOC108138165|XP_017115746.1|DELE
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	LOC108138948|XP_017117015.1|DELE
OG0000031	LOC108103076|XP_017063913.1|DEUG	LOC108150405|XP_017134051.1|DELE, LOC108138949|XP_017117016.1|DELE
OG0000031	LOC108118411|XP_017086576.1|DEUG	LOC108150412|XP_017134059.1|DELE
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG	LOC108148078|XP_017130421.1|DELE
OG0000031	LOC108110574|XP_017075160.1|DEUG	LOC108147853|XP_017130100.1|DELE
OG0000031	LOC108110535|XP_017075106.1|DEUG	LOC108148083|XP_017130428.1|DELE
OG0000031	LOC108105167|XP_017067096.1|DEUG	LOC108138166|XP_017115747.1|DELE
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC108142073|XP_017121248.1|DELE
OG0000032	LOC108111712|XP_017076751.1|DEUG, LOC108111717|XP_017076757.1|DEUG	LOC108134794|XP_017110732.1|DELE
OG0000032	LOC108111805|XP_017076892.1|DEUG	LOC108134793|XP_017110731.1|DELE
OG0000032	LOC108111711|XP_017076750.1|DEUG	LOC108141568|XP_017120503.1|DELE
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC108134776|XP_017110712.1|DELE
OG0000032	LOC108111814|XP_017076907.1|DEUG	LOC108141567|XP_017120502.1|DELE
OG0000033	LOC108116079|XP_017083286.1|DEUG, LOC108115913|XP_017083039.1|DEUG	LOC108148602|XP_017131169.1|DELE
OG0000033	LOC108115450|XP_017082374.1|DEUG	LOC108141856|XP_017120938.1|DELE
OG0000033	LOC108115474|XP_017082423.1|DEUG	LOC108141639|XP_017120598.1|DELE
OG0000033	LOC108115417|XP_017082342.1|DEUG	LOC108141763|XP_017120751.1|DELE
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC108145061|XP_017125731.1|DELE
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC108145062|XP_017125732.1|DELE, LOC108136520|XP_017113279.1|DELE
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC108145060|XP_017125730.1|DELE
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC108135468|XP_017111699.1|DELE
OG0000033	LOC108115098|XP_017081835.1|DEUG	LOC108135862|XP_017112252.1|DELE
OG0000034	LOC108118404|XP_017086569.1|DEUG	LOC108150425|XP_017134072.1|DELE
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC108150530|XP_017134248.1|DELE
OG0000034	LOC108116805|XP_017084341.1|DEUG	LOC108137009|XP_017113996.1|DELE, LOC108136700|XP_017113513.1|DELE
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC108134580|XP_017110423.1|DELE
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC108141221|XP_017119962.1|DELE
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC108141229|XP_017119974.1|DELE
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC108141167|XP_017119884.1|DELE
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC108134742|XP_017110664.1|DELE
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC108145158|XP_017125873.1|DELE
OG0000037	LOC108117112|XP_017084823.1|DEUG	LOC108135854|XP_017112236.1|DELE
OG0000037	LOC108117111|XP_017084822.1|DEUG	LOC108135829|XP_017112201.1|DELE
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC108146067|XP_017127370.1|DELE
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC108146005|XP_017127248.1|DELE
OG0000039	LOC108109615|XP_017073668.1|DEUG	LOC108148259|XP_017130681.1|DELE
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC108135451|XP_017111682.1|DELE
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC108135405|XP_017111592.1|DELE
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC108147617|XP_017129742.1|DELE
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC108136930|XP_017113894.1|DELE
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC108136932|XP_017113896.1|DELE
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC108140734|XP_017119199.1|DELE, LOC108140735|XP_017119200.1|DELE
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC108140405|XP_017118609.1|DELE
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC108143008|XP_017122685.1|DELE
OG0000041	LOC108113782|XP_017079974.1|DEUG	LOC108143759|XP_017123778.1|DELE
OG0000041	LOC108113689|XP_017079854.1|DEUG	LOC108143886|XP_017123949.1|DELE
OG0000041	LOC108113801|XP_017079998.1|DEUG	LOC108143732|XP_017123755.1|DELE, LOC108143888|XP_017123951.1|DELE
OG0000042	LOC108108093|XP_017071481.1|DEUG	LOC108137297|XP_017114407.1|DELE
OG0000042	LOC108112378|XP_017077703.1|DEUG	LOC108139192|XP_017117319.1|DELE
OG0000042	LOC108112385|XP_017077715.1|DEUG	LOC108139163|XP_017117272.1|DELE
OG0000042	LOC108112383|XP_017077713.1|DEUG	LOC108139199|XP_017117331.1|DELE
OG0000042	LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG	LOC108139151|XP_017117261.1|DELE, LOC108147611|XP_017129779.1|DELE
OG0000042	LOC108112384|XP_017077714.1|DEUG	LOC108139178|XP_017117292.1|DELE
OG0000043	LOC108116482|XP_017083904.1|DEUG	LOC108136884|XP_017113826.1|DELE
OG0000043	LOC108116504|XP_017083929.1|DEUG	LOC108137000|XP_017113987.1|DELE
OG0000043	LOC108105204|XP_017067144.1|DEUG	LOC108142914|XP_017122491.1|DELE
OG0000043	LOC108116498|XP_017083919.1|DEUG	LOC108136702|XP_017113516.1|DELE
OG0000044	LOC108113702|XP_017079868.1|DEUG	LOC108143748|XP_017123768.1|DELE
OG0000044	LOC108113679|XP_017079844.1|DEUG	LOC108143753|XP_017123772.1|DELE
OG0000044	LOC108113668|XP_017079833.1|DEUG	LOC108143769|XP_017123786.1|DELE, LOC108143754|XP_017123773.1|DELE
OG0000044	LOC108113686|XP_017079852.1|DEUG	LOC108143771|XP_017123788.1|DELE
