Orthogroup	DEUG.longest_only	DYAK.longest_only
OG0000000	LOC108102547|XP_017063097.1|DEUG, LOC108112104|XP_017077343.1|DEUG, LOC108112115|XP_017077355.1|DEUG, LOC108112105|XP_017077344.1|DEUG, LOC108112113|XP_017077353.1|DEUG, LOC108112112|XP_017077352.1|DEUG, LOC108112109|XP_017077349.1|DEUG, LOC108112114|XP_017077354.1|DEUG, LOC108112107|XP_017077346.1|DEUG, LOC108112117|XP_017077356.1|DEUG, LOC108112111|XP_017077351.1|DEUG, LOC108112108|XP_017077347.1|DEUG, LOC108112110|XP_017077350.1|DEUG, LOC108112103|XP_017077342.1|DEUG, LOC108112106|XP_017077345.1|DEUG	LOC6530022|XP_002090968.2|DYAK, LOC26534723|XP_015052834.1|DYAK
OG0000000	LOC108112677|XP_017078310.1|DEUG	LOC6531513|XP_002092312.3|DYAK
OG0000000	LOC108108192|XP_017071633.1|DEUG	LOC26536007|XP_015049712.1|DYAK, LOC26534479|XP_015049716.1|DYAK, LOC26536420|XP_015049717.1|DYAK, LOC26536161|XP_015049713.1|DYAK, LOC26534860|XP_015046022.1|DYAK, LOC26535167|XP_015046650.1|DYAK
OG0000000	LOC108113484|XP_017079558.1|DEUG	LOC26535595|XP_015049129.2|DYAK
OG0000000	LOC108113483|XP_017079557.1|DEUG	LOC6538949|XP_002099452.1|DYAK
OG0000000	LOC108115565|XP_017082560.1|DEUG	LOC6537714|XP_002098259.2|DYAK
OG0000000	LOC108103054|XP_017063857.1|DEUG	LOC6529465|XP_002090467.1|DYAK
OG0000000	LOC108111926|XP_017077057.1|DEUG, LOC108111923|XP_017077054.1|DEUG	LOC6530976|XP_002091814.2|DYAK
OG0000000	LOC108105763|XP_017067972.1|DEUG	LOC6532053|XP_002092830.1|DYAK, LOC6532050|XP_002092827.2|DYAK, LOC6532049|XP_002092826.1|DYAK
OG0000000	LOC108115960|XP_017083085.1|DEUG	LOC6538114|XP_002098649.1|DYAK
OG0000000	LOC108114927|XP_017081602.1|DEUG	LOC6535316|XP_002095972.1|DYAK
OG0000000	LOC108114139|XP_017080411.1|DEUG	LOC6539519|XP_002086405.1|DYAK
OG0000000	LOC108113890|XP_017080084.1|DEUG	LOC6539518|XP_039230304.1|DYAK
OG0000001	LOC108111625|XP_017076648.1|DEUG	LOC120322239|XP_039233225.1|DYAK, LOC120321759|XP_039231466.1|DYAK, LOC120320570|XP_039226492.1|DYAK, LOC120322268|XP_039233251.1|DYAK, LOC120321436|XP_039229790.1|DYAK
OG0000001	LOC108118112|XP_017086151.1|DEUG, LOC108103727|XP_017064815.1|DEUG	LOC120320646|XP_039226853.1|DYAK
OG0000002	LOC108113026|XP_017078944.1|DEUG, LOC108113025|XP_017078942.1|DEUG	LOC6531354|XP_002092157.1|DYAK
OG0000002	LOC108112852|XP_017078659.1|DEUG	LOC6530517|XP_002091432.3|DYAK
OG0000002	LOC108112853|XP_017078660.1|DEUG	LOC6530518|XP_002091433.1|DYAK
OG0000002	LOC108105850|XP_017068103.1|DEUG	LOC6528284|XP_002089337.3|DYAK
OG0000002	LOC108111019|XP_017075821.1|DEUG, LOC108114011|XP_017080247.1|DEUG	LOC26535670|XP_015050876.2|DYAK
OG0000003	LOC108106604|XP_017069284.1|DEUG	LOC6530460|XP_002091376.2|DYAK
OG0000003	LOC108106709|XP_017069429.1|DEUG	LOC6530462|XP_002091378.1|DYAK
OG0000003	LOC108115764|XP_017082821.1|DEUG	LOC6538264|XP_002098791.1|DYAK
OG0000003	LOC108106222|XP_017068637.1|DEUG, LOC108106223|XP_017068638.1|DEUG	LOC6530463|XP_002091379.1|DYAK
OG0000003	LOC108106562|XP_017069219.1|DEUG	LOC6527640|XP_039226547.1|DYAK, LOC6528325|XP_002089378.1|DYAK
OG0000003	LOC108106678|XP_017069398.1|DEUG	LOC6530458|XP_002091374.1|DYAK
OG0000003	LOC108106677|XP_017069397.1|DEUG	LOC6530459|XP_002091375.1|DYAK
OG0000003	LOC108106710|XP_017069431.1|DEUG, LOC108106602|XP_017069282.1|DEUG	LOC6530461|XP_002091377.1|DYAK
OG0000003	LOC108106224|XP_017068639.1|DEUG	LOC6530456|XP_002091372.1|DYAK
OG0000003	LOC108104525|XP_017066146.1|DEUG	LOC6528608|XP_002089651.1|DYAK
OG0000003	LOC108104523|XP_017066143.1|DEUG	LOC6528606|XP_002089649.1|DYAK
OG0000003	LOC108104524|XP_017066145.1|DEUG	LOC120320435|XP_002089650.1|DYAK
OG0000006	LOC108103399|XP_017064345.1|DEUG	LOC120322192|XP_039233183.1|DYAK, LOC120321240|XP_039229336.1|DYAK, LOC120322191|XP_039233182.1|DYAK, LOC120322190|XP_039233181.1|DYAK, LOC6540215|XP_039233179.1|DYAK, LOC6540563|XP_002087349.3|DYAK, LOC120322197|XP_039233188.1|DYAK, LOC120322195|XP_039233186.1|DYAK, LOC120322196|XP_039233187.1|DYAK, LOC120321238|XP_039229334.1|DYAK
OG0000007	LOC108107881|XP_017071156.1|DEUG	LOC6533142|XP_002093868.1|DYAK
OG0000007	LOC108107882|XP_017071157.1|DEUG	LOC6533139|XP_002093865.1|DYAK
OG0000007	LOC108102687|XP_017063316.1|DEUG	LOC6527619|XP_002088707.1|DYAK
OG0000007	LOC108104447|XP_017065997.1|DEUG	LOC6528628|XP_002089670.1|DYAK
OG0000007	LOC108102695|XP_017063328.1|DEUG	LOC6527618|XP_002088706.1|DYAK
OG0000007	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG	LOC6532724|XP_002093466.1|DYAK
OG0000007	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG	LOC6527620|XP_002088708.1|DYAK
OG0000007	LOC108107529|XP_017070559.1|DEUG	LOC6533144|XP_002093870.1|DYAK
OG0000007	LOC108107925|XP_017071238.1|DEUG	LOC6533145|XP_002093871.1|DYAK
OG0000008	LOC108117090|XP_017084777.1|DEUG	LOC26536044|XP_039231154.1|DYAK
OG0000008	LOC108107847|XP_017071090.1|DEUG	LOC6532927|XP_002093663.1|DYAK
OG0000008	LOC108107843|XP_017071086.1|DEUG	LOC6532930|XP_002093666.1|DYAK
OG0000008	LOC108104027|XP_017065348.1|DEUG	LOC6527319|XP_002088412.1|DYAK
OG0000008	LOC108107848|XP_017071091.1|DEUG	LOC6532928|XP_002093664.1|DYAK
OG0000008	LOC108103232|XP_017064122.1|DEUG	LOC6524096|XP_002099960.1|DYAK
OG0000008	LOC108116557|XP_017083985.1|DEUG	LOC6536138|XP_039231652.1|DYAK
OG0000008	LOC108116118|XP_017083331.1|DEUG	LOC6536141|XP_039231654.1|DYAK
OG0000008	LOC108116121|XP_017083334.1|DEUG	LOC6536143|XP_002096744.1|DYAK
OG0000008	LOC108116123|XP_017083335.1|DEUG	LOC6536140|XP_002096741.1|DYAK
OG0000008	LOC108116120|XP_017083333.1|DEUG	LOC6536142|XP_002096743.1|DYAK
OG0000008	LOC108116119|XP_017083332.1|DEUG	LOC6536144|XP_002096745.1|DYAK
OG0000009	LOC108117308|XP_017085159.1|DEUG	LOC6535723|XP_002096349.3|DYAK
OG0000009	LOC108117290|XP_017085135.1|DEUG	LOC6535721|XP_002096347.1|DYAK
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	LOC6535720|XP_002096346.1|DYAK
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	LOC6535722|XP_002096348.1|DYAK
OG0000009	LOC108107590|XP_017070640.1|DEUG	LOC6533117|XP_002093843.1|DYAK
OG0000009	LOC108107618|XP_017070676.1|DEUG	LOC6533118|XP_002093844.1|DYAK
OG0000009	LOC108107216|XP_017070122.1|DEUG	LOC6532044|XP_002092821.1|DYAK
OG0000009	LOC108111728|XP_017076770.1|DEUG	LOC6536768|XP_002097339.1|DYAK
OG0000009	LOC108106283|XP_017068739.1|DEUG	LOC6530109|XP_002091055.1|DYAK
OG0000009	LOC108106291|XP_017068749.1|DEUG, LOC108106313|XP_017068772.1|DEUG	LOC6530111|XP_002091057.1|DYAK
OG0000010	LOC108105230|XP_017067186.1|DEUG	LOC120321202|XP_039229121.1|DYAK, LOC120321245|XP_039229342.1|DYAK, LOC120322219|XP_039233209.1|DYAK
OG0000011	LOC108111192|XP_017076075.1|DEUG	LOC120320450|XP_039227155.1|DYAK
OG0000011	LOC108102616|XP_017063214.1|DEUG	LOC6526837|XP_002087937.1|DYAK
OG0000011	LOC108108695|XP_017072289.1|DEUG	LOC26535503|XP_015045173.2|DYAK
OG0000011	LOC108118458|XP_017086666.1|DEUG	LOC6529533|XP_039228709.1|DYAK
OG0000011	LOC108103884|XP_017065103.1|DEUG	LOC120320662|XP_039226899.1|DYAK
OG0000011	LOC108105968|XP_017068261.1|DEUG	LOC6534062|XP_002094748.1|DYAK
OG0000011	LOC108105967|XP_017068260.1|DEUG	LOC6534063|XP_002094749.1|DYAK
OG0000011	LOC108109998|XP_017074326.1|DEUG	LOC6536394|XP_002096976.1|DYAK
OG0000012	LOC108113192|XP_017079208.1|DEUG	LOC6530957|XP_002091795.1|DYAK
OG0000012	LOC108113191|XP_017079207.1|DEUG	LOC6530958|XP_002091796.1|DYAK
OG0000012	LOC108113343|XP_017079393.1|DEUG	LOC6530959|XP_015051811.1|DYAK
OG0000012	LOC108113377|XP_017079435.1|DEUG	LOC6530956|XP_002091794.1|DYAK
OG0000012	LOC108112131|XP_017077370.1|DEUG	LOC6530954|XP_002091792.1|DYAK
OG0000012	LOC108112267|XP_017077578.1|DEUG	LOC6530955|XP_002091793.1|DYAK
OG0000012	LOC108106282|XP_017068738.1|DEUG	LOC6530135|XP_002091081.1|DYAK
OG0000012	LOC108106301|XP_017068761.1|DEUG	LOC6530133|XP_002091079.2|DYAK
OG0000012	LOC108106279|XP_017068735.1|DEUG	LOC6530132|XP_002091078.1|DYAK
OG0000012	LOC108106300|XP_017068760.1|DEUG	LOC6530131|XP_002091077.2|DYAK
OG0000012	LOC108106742|XP_017069468.1|DEUG	LOC6530130|XP_002091076.1|DYAK
OG0000012	LOC108106739|XP_017069464.1|DEUG	LOC6530129|XP_002091075.1|DYAK
OG0000013	LOC108106511|XP_017069094.1|DEUG	LOC6530359|XP_002091285.1|DYAK
OG0000013	LOC108104346|XP_017065833.1|DEUG	LOC6525539|XP_002101374.1|DYAK
OG0000013	LOC108105608|XP_017067774.1|DEUG	LOC6537221|XP_002097779.1|DYAK
OG0000013	LOC108105962|XP_017068250.1|DEUG	LOC6534055|XP_002094741.1|DYAK
OG0000013	LOC108116899|XP_017084498.1|DEUG	LOC6536907|XP_002097476.1|DYAK
OG0000013	LOC108116618|XP_017084081.1|DEUG	LOC6538786|XP_002099299.1|DYAK
OG0000013	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG	LOC6536836|XP_039232142.1|DYAK, LOC6536837|XP_039232350.1|DYAK, LOC6536733|XP_039231378.1|DYAK, LOC26536199|XP_039231379.1|DYAK, LOC26535865|XP_039231377.1|DYAK
OG0000014	LOC108111829|XP_017076924.1|DEUG	LOC120320742|XP_039227211.1|DYAK
OG0000014	LOC108118096|XP_017086142.1|DEUG	LOC26535677|XP_039233320.1|DYAK, LOC26535673|XP_039231397.1|DYAK, LOC26534925|XP_039227759.1|DYAK, LOC120320583|XP_039226552.1|DYAK, LOC26536307|XP_039231773.1|DYAK, LOC120321866|XP_039231842.1|DYAK, LOC120322339|XP_039233322.1|DYAK
OG0000014	LOC108112994|XP_017078897.1|DEUG	LOC120321092|XP_039228481.1|DYAK
OG0000014	LOC108117406|XP_017085302.1|DEUG	LOC120321426|XP_039229753.1|DYAK
OG0000015	LOC108106955|XP_017069721.1|DEUG	LOC6529704|XP_002090697.2|DYAK
OG0000015	LOC108111565|XP_017076580.1|DEUG	LOC6526496|XP_039227173.1|DYAK
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG	LOC6526950|XP_002088046.2|DYAK
OG0000015	LOC108106913|XP_017069653.1|DEUG, LOC108106877|XP_017069613.1|DEUG	LOC6526894|XP_002087993.1|DYAK
OG0000016	LOC108116882|XP_017084468.1|DEUG	LOC6536965|XP_002097534.1|DYAK
OG0000016	LOC108109063|XP_017072885.1|DEUG	LOC6530731|XP_002091621.1|DYAK
OG0000016	LOC108117273|XP_017085115.1|DEUG	LOC6536862|XP_002097431.1|DYAK
OG0000016	LOC108113063|XP_017078988.1|DEUG	LOC6531360|XP_002092163.2|DYAK
OG0000016	LOC108103209|XP_017064088.1|DEUG	LOC6525488|XP_002101323.1|DYAK
OG0000016	LOC108110347|XP_017074869.1|DEUG	LOC6529087|XP_002090100.1|DYAK
OG0000016	LOC108105551|XP_017067677.1|DEUG	LOC6537169|XP_002097730.1|DYAK
OG0000016	LOC108108726|XP_017072348.1|DEUG	LOC6535129|XP_039230803.1|DYAK
OG0000017	LOC108103426|XP_017064385.1|DEUG	LOC6525337|XP_002101173.1|DYAK
OG0000017	LOC108112627|XP_017078221.1|DEUG	LOC6528495|XP_002089541.2|DYAK
OG0000017	LOC108104154|XP_017065544.1|DEUG	LOC6539128|XP_002086029.1|DYAK
OG0000017	LOC108109558|XP_017073619.1|DEUG	LOC6536204|XP_002096795.1|DYAK
OG0000017	LOC108115927|XP_017083050.1|DEUG	LOC6538220|XP_039231078.1|DYAK
OG0000017	LOC108116012|XP_017083185.1|DEUG	LOC6538219|XP_002098746.2|DYAK
OG0000017	LOC108109233|XP_017073194.1|DEUG	LOC6531831|XP_002092618.3|DYAK
OG0000017	LOC108110339|XP_017074859.1|DEUG	LOC6529100|XP_002090113.1|DYAK
OG0000017	LOC108109231|XP_017073193.1|DEUG	LOC6531832|XP_002092619.1|DYAK
OG0000017	LOC108111034|XP_017075854.1|DEUG	LOC6526432|XP_002087551.1|DYAK
OG0000018	LOC108107641|XP_017070716.1|DEUG	LOC6533164|XP_002093890.1|DYAK
OG0000018	LOC108107531|XP_017070561.1|DEUG	LOC26535774|XP_015049832.1|DYAK
OG0000018	LOC108108164|XP_017071591.1|DEUG	LOC6533166|XP_002093892.1|DYAK
OG0000018	LOC108107530|XP_017070560.1|DEUG	LOC26534877|XP_015049829.1|DYAK, LOC26534805|XP_015049828.1|DYAK, LOC26535405|XP_015049827.1|DYAK
OG0000018	LOC108107673|XP_017070750.1|DEUG	LOC26534941|XP_015049831.1|DYAK
OG0000019	LOC108115822|XP_017082901.1|DEUG	LOC6538322|XP_039232218.1|DYAK
OG0000019	LOC108115824|XP_017082904.1|DEUG	LOC6538324|XP_002098851.2|DYAK
OG0000019	LOC108115825|XP_017082905.1|DEUG	LOC6538323|XP_002098850.2|DYAK
OG0000019	LOC108115829|XP_017082909.1|DEUG	LOC6538326|XP_002098853.2|DYAK
OG0000019	LOC108115820|XP_017082899.1|DEUG	LOC6538321|XP_002098848.1|DYAK
OG0000019	LOC108115821|XP_017082900.1|DEUG	LOC6538320|XP_002098847.1|DYAK
OG0000020	LOC108116051|XP_017083239.1|DEUG	LOC6538082|XP_002098616.1|DYAK
OG0000020	LOC108109261|XP_017073233.1|DEUG	LOC6530655|XP_002091553.1|DYAK
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG	LOC6528749|XP_002089784.2|DYAK
OG0000020	LOC108106167|XP_017068567.1|DEUG	LOC6527703|XP_002088787.1|DYAK
OG0000020	LOC108117182|XP_017084963.1|DEUG	LOC6535735|XP_039231556.1|DYAK
OG0000020	LOC108116455|XP_017083873.1|DEUG	LOC6537431|XP_002097987.1|DYAK
OG0000020	LOC108107046|XP_017069896.1|DEUG	LOC6529648|XP_002090642.1|DYAK
OG0000021	LOC108110545|XP_017075123.1|DEUG	LOC6526678|XP_002087784.1|DYAK
OG0000021	LOC108112706|XP_017078416.1|DEUG	LOC6530550|XP_002091465.1|DYAK
OG0000021	LOC108112288|XP_017077598.1|DEUG	LOC6530532|XP_039228836.1|DYAK
OG0000021	LOC108112285|XP_017077596.1|DEUG	LOC6531172|XP_002092001.1|DYAK
OG0000021	LOC108105026|XP_017066911.1|DEUG	LOC6526013|XP_039229713.1|DYAK
OG0000021	LOC108117533|XP_017085522.1|DEUG	LOC6538705|XP_002099220.3|DYAK
OG0000021	LOC108111770|XP_017076824.1|DEUG	LOC6536819|XP_002097389.1|DYAK
OG0000021	LOC108110043|XP_017074396.1|DEUG	LOC6524816|XP_002100658.1|DYAK
OG0000022	LOC108113005|XP_017078913.1|DEUG	LOC6531452|XP_002092255.1|DYAK
OG0000022	LOC108102780|XP_017063430.1|DEUG	LOC6532315|XP_002093075.1|DYAK
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LOC6532322|XP_002093082.1|DYAK, LOC6532321|XP_002093081.1|DYAK, LOC6532323|XP_002093083.1|DYAK, LOC6532320|XP_002093080.1|DYAK
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LOC6532325|XP_002093085.1|DYAK
OG0000022	LOC108102797|XP_017063457.1|DEUG	LOC6532324|XP_002093084.1|DYAK
OG0000023	LOC108115114|XP_017081855.1|DEUG	LOC6536027|XP_002096642.3|DYAK, LOC6536034|XP_002096649.3|DYAK
OG0000023	LOC108115052|XP_017081788.1|DEUG	LOC6539886|XP_002086766.1|DYAK
OG0000023	LOC108112507|XP_017077883.1|DEUG	LOC6531278|XP_002092087.2|DYAK
OG0000023	LOC108115111|XP_017081852.1|DEUG	LOC26536093|XP_039232188.1|DYAK
OG0000023	LOC108115051|XP_017081787.1|DEUG	LOC6536032|XP_039230972.1|DYAK
OG0000023	LOC108115110|XP_017081851.1|DEUG	LOC6536035|XP_002096650.2|DYAK
OG0000023	LOC108115157|XP_017081956.1|DEUG	LOC6540152|XP_039232191.1|DYAK
OG0000024	LOC108106508|XP_017069090.1|DEUG	LOC6530300|XP_002091227.1|DYAK
OG0000024	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG	LOC6530298|XP_002091225.1|DYAK, LOC6530299|XP_002091226.1|DYAK
OG0000024	LOC108106506|XP_017069088.1|DEUG	LOC6530302|XP_002091229.1|DYAK
OG0000024	LOC108106500|XP_017069084.1|DEUG	LOC6530301|XP_002091228.2|DYAK
OG0000024	LOC108115421|XP_017082346.1|DEUG	LOC6529811|XP_002090793.1|DYAK
OG0000024	LOC108106503|XP_017069087.1|DEUG	LOC6530303|XP_002091230.1|DYAK
OG0000024	LOC108111932|XP_017077077.1|DEUG	LOC6529951|XP_002090905.3|DYAK
OG0000025	LOC108103147|XP_017064008.1|DEUG	LOC6527587|XP_002088675.1|DYAK
OG0000026	LOC108111839|XP_017076932.1|DEUG	LOC6525058|XP_002100897.1|DYAK
OG0000026	LOC108113449|XP_017079511.1|DEUG	LOC6528059|XP_002089126.1|DYAK
OG0000026	LOC108103585|XP_017064599.1|DEUG	LOC6525544|XP_002101379.1|DYAK
OG0000026	LOC108110172|XP_017074584.1|DEUG	LOC6535919|XP_002096535.1|DYAK
OG0000027	LOC108106863|XP_017069596.1|DEUG	LOC6526916|XP_002088015.1|DYAK
OG0000027	LOC108106871|XP_017069603.1|DEUG	LOC6526913|XP_002088012.1|DYAK
OG0000027	LOC108106870|XP_017069602.1|DEUG	LOC6526915|XP_002088014.1|DYAK
OG0000028	LOC108108455|XP_017071998.1|DEUG	LOC6534951|XP_039229813.1|DYAK
OG0000028	LOC108114276|XP_017080662.1|DEUG	LOC6535078|XP_039229703.1|DYAK
OG0000029	LOC108104771|XP_017066496.1|DEUG	LOC6528801|XP_002089833.1|DYAK
OG0000029	LOC108106174|XP_017068584.1|DEUG	LOC6531052|XP_002091888.1|DYAK
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	LOC6536173|XP_002096764.1|DYAK
OG0000029	LOC108108451|XP_017071993.1|DEUG	LOC6534230|XP_002094912.1|DYAK
OG0000030	LOC108104028|XP_017065349.1|DEUG	LOC6527318|XP_002088411.1|DYAK
OG0000030	LOC108104049|XP_017065385.1|DEUG	LOC6527316|XP_002088409.2|DYAK
OG0000030	LOC108104046|XP_017065382.1|DEUG	LOC6527317|XP_002088410.1|DYAK
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	LOC6526597|XP_002087705.1|DYAK
OG0000030	LOC108109021|XP_017072783.1|DEUG	LOC6531827|XP_039228114.1|DYAK
OG0000030	LOC108103318|XP_017064237.1|DEUG	LOC6524424|XP_002100282.1|DYAK
OG0000030	LOC108104999|XP_017066865.1|DEUG	LOC6525109|XP_002100948.2|DYAK
OG0000031	LOC108105113|XP_017067036.1|DEUG	LOC6528958|XP_002089990.1|DYAK, LOC6528971|XP_002090003.2|DYAK
OG0000031	LOC108105166|XP_017067095.1|DEUG	LOC6528984|XP_002090016.3|DYAK
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	LOC6529463|XP_002090465.2|DYAK
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG	LOC6532903|XP_002093639.1|DYAK
OG0000031	LOC108110574|XP_017075160.1|DEUG	LOC6526633|XP_002087741.1|DYAK
OG0000031	LOC108105167|XP_017067096.1|DEUG	LOC6528983|XP_002090015.2|DYAK
OG0000031	LOC108111003|XP_017075802.1|DEUG	LOC6528006|XP_002089073.1|DYAK
OG0000032	LOC108111801|XP_017076881.1|DEUG	LOC6536794|XP_002097364.1|DYAK
OG0000032	LOC108111717|XP_017076757.1|DEUG	LOC6536800|XP_002097370.2|DYAK
OG0000032	LOC108111718|XP_017076758.1|DEUG	LOC6536802|XP_002097372.1|DYAK
OG0000032	LOC108111713|XP_017076752.1|DEUG	LOC6536801|XP_002097371.1|DYAK
OG0000033	LOC108115913|XP_017083039.1|DEUG	LOC6538142|XP_002098676.1|DYAK
OG0000033	LOC108115429|XP_017082354.1|DEUG	LOC6530309|XP_039228670.1|DYAK
OG0000033	LOC108115417|XP_017082342.1|DEUG	LOC6530310|XP_039228063.1|DYAK
OG0000033	LOC108112609|XP_017078188.1|DEUG	LOC6528345|XP_002089398.1|DYAK
OG0000033	LOC108112610|XP_017078190.1|DEUG	LOC6528344|XP_002089397.2|DYAK
OG0000033	LOC108112608|XP_017078187.1|DEUG	LOC6528350|XP_002089399.1|DYAK
OG0000033	LOC108108576|XP_017072157.1|DEUG	LOC6534298|XP_002094979.1|DYAK
OG0000033	LOC108115098|XP_017081835.1|DEUG	LOC6535950|XP_002096566.1|DYAK
OG0000033	LOC108112351|XP_017077669.1|DEUG	LOC6531400|XP_002092203.1|DYAK
OG0000034	LOC108118404|XP_017086569.1|DEUG	LOC6529512|XP_002090514.1|DYAK
OG0000034	LOC108118408|XP_017086572.1|DEUG	LOC6529511|XP_002090513.2|DYAK
OG0000034	LOC108118494|XP_017086716.1|DEUG	LOC6529510|XP_002090512.1|DYAK
OG0000034	LOC108115439|XP_017082363.1|DEUG	LOC6529821|XP_002090802.3|DYAK
OG0000034	LOC108116805|XP_017084341.1|DEUG	LOC6536872|XP_002097441.1|DYAK
OG0000034	LOC108113407|XP_017079451.1|DEUG	LOC6527117|XP_002088210.1|DYAK
OG0000035	LOC108104237|XP_017065676.1|DEUG	LOC120320682|XP_039226991.1|DYAK, LOC120320643|XP_039226848.1|DYAK
OG0000036	LOC108115061|XP_017081795.1|DEUG	LOC6536018|XP_002096633.1|DYAK
OG0000036	LOC108105599|XP_017067763.1|DEUG	LOC6537201|XP_002097759.1|DYAK
OG0000036	LOC108114960|XP_017081642.1|DEUG	LOC6535269|XP_002095925.1|DYAK
OG0000036	LOC108116661|XP_017084141.1|DEUG	LOC6537913|XP_002098453.1|DYAK, LOC6537914|XP_039232806.1|DYAK
OG0000037	LOC108112000|XP_017077225.1|DEUG	LOC6531032|XP_002091868.2|DYAK
OG0000037	LOC108117112|XP_017084823.1|DEUG	LOC6535647|XP_002096275.2|DYAK
OG0000037	LOC108117111|XP_017084822.1|DEUG	LOC6535648|XP_002096276.2|DYAK
OG0000038	LOC108108735|XP_017072362.1|DEUG	LOC6539691|XP_002086577.2|DYAK
OG0000038	LOC108108809|XP_017072482.1|DEUG	LOC6534938|XP_039229728.1|DYAK
OG0000039	LOC108109615|XP_017073668.1|DEUG	LOC6537610|XP_002098156.2|DYAK
OG0000039	LOC108102893|XP_017063585.1|DEUG	LOC6524746|XP_002100590.1|DYAK
OG0000039	LOC108103025|XP_017063841.1|DEUG	LOC6524745|XP_002100589.2|DYAK
OG0000039	LOC108105051|XP_017066944.1|DEUG	LOC6526007|XP_002101825.1|DYAK
OG0000040	LOC108116469|XP_017083889.1|DEUG	LOC6536605|XP_002097181.1|DYAK
OG0000040	LOC108116470|XP_017083890.1|DEUG	LOC6536604|XP_002097180.1|DYAK
OG0000040	LOC108111562|XP_017076575.1|DEUG	LOC6535486|XP_002096117.1|DYAK
OG0000040	LOC108111560|XP_017076573.1|DEUG	LOC6535487|XP_002096118.3|DYAK
OG0000040	LOC108111548|XP_017076556.1|DEUG	LOC6535489|XP_002096120.1|DYAK
OG0000040	LOC108109350|XP_017073299.1|DEUG	LOC6539025|XP_002099527.1|DYAK
OG0000041	LOC108113674|XP_017079839.1|DEUG	LOC6538542|XP_002099064.1|DYAK
OG0000041	LOC108113782|XP_017079974.1|DEUG	LOC6538540|XP_002099062.1|DYAK
OG0000041	LOC108113689|XP_017079854.1|DEUG	LOC6538533|XP_002099055.1|DYAK
OG0000041	LOC108113801|XP_017079998.1|DEUG	LOC6538534|XP_002099056.1|DYAK
OG0000042	LOC108108093|XP_017071481.1|DEUG	LOC6525924|XP_002101744.1|DYAK
OG0000042	LOC108112378|XP_017077703.1|DEUG	LOC6531112|XP_002091946.1|DYAK
OG0000042	LOC108112385|XP_017077715.1|DEUG	LOC6531108|XP_002091942.2|DYAK
OG0000042	LOC108112383|XP_017077713.1|DEUG	LOC6531111|XP_002091945.1|DYAK
OG0000042	LOC108112381|XP_017077708.1|DEUG	LOC6531109|XP_039228701.1|DYAK
