Orthogroup	DEUG.longest_only	DMEL.longest_only
OG0000003	LOC108104525|XP_017066146.1|DEUG	Cyp6a13|NP_610390.1|DMEL
OG0000006	LOC108103399|XP_017064345.1|DEUG	His2A_CG33826|NP_001027321.1|DMEL, His2A_CG33850|NP_001027361.1|DMEL, His2A_CG31618|NP_724343.1|DMEL, His2A_CG33847|NP_001027356.1|DMEL, His2A_CG33832|NP_001027331.1|DMEL
OG0000007	LOC108107881|XP_017071156.1|DEUG	Jon65Aiv|NP_648012.1|DMEL
OG0000007	LOC108107883|XP_017071158.1|DEUG	CG10477|NP_648010.1|DMEL
OG0000007	LOC108102687|XP_017063316.1|DEUG	Jon25Bii|NP_608882.1|DMEL
OG0000007	LOC108104447|XP_017065997.1|DEUG	Jon44E|NP_724699.1|DMEL
OG0000007	LOC108102695|XP_017063328.1|DEUG	Jon25Bi|NP_001033873.1|DMEL
OG0000007	LOC108109874|XP_017074157.1|DEUG, LOC108109766|XP_017073928.1|DEUG	Jon66Ci|NP_729372.1|DMEL
OG0000007	LOC108102518|XP_017063043.1|DEUG, LOC108102519|XP_017063044.1|DEUG	Jon25Biii|NP_608881.1|DMEL
OG0000007	LOC108107529|XP_017070559.1|DEUG	Jon65Aii|NP_648014.1|DMEL
OG0000007	LOC108107925|XP_017071238.1|DEUG	Jon65Ai|NP_648015.1|DMEL
OG0000008	LOC108117090|XP_017084777.1|DEUG	Cpr92A|NP_650813.2|DMEL
OG0000008	LOC108107847|XP_017071090.1|DEUG	Cpr64Aa|NP_647872.1|DMEL
OG0000008	LOC108107843|XP_017071086.1|DEUG	Cpr64Ad|NP_647875.1|DMEL
OG0000008	LOC108104027|XP_017065348.1|DEUG	Crys|NP_476906.1|DMEL
OG0000008	LOC108107848|XP_017071091.1|DEUG	Cpr64Ab|NP_647873.2|DMEL
OG0000008	LOC108103232|XP_017064122.1|DEUG	Cpr5C|NP_572266.1|DMEL
OG0000008	LOC108116557|XP_017083985.1|DEUG	Ccp84Aa|NP_649683.1|DMEL, Ccp84Ab|NP_649682.1|DMEL
OG0000008	LOC108116118|XP_017083331.1|DEUG	Ccp84Ad|NP_649680.1|DMEL
OG0000008	LOC108116121|XP_017083334.1|DEUG	Ccp84Af|NP_649678.1|DMEL
OG0000008	LOC108116123|XP_017083335.1|DEUG	Ccp84Ac|NP_649681.1|DMEL
OG0000008	LOC108116120|XP_017083333.1|DEUG	Ccp84Ae|NP_649679.1|DMEL
OG0000008	LOC108116119|XP_017083332.1|DEUG	Ccp84Ag|NP_649677.1|DMEL
OG0000009	LOC108117308|XP_017085159.1|DEUG	CG11453|NP_650832.1|DMEL
OG0000009	LOC108117290|XP_017085135.1|DEUG	CG11391|NP_650830.1|DMEL
OG0000009	LOC108117076|XP_017084737.1|DEUG, LOC108117114|XP_017084826.1|DEUG	CG11659|NP_650829.1|DMEL, CG6300|NP_650828.1|DMEL
OG0000009	LOC108117309|XP_017085160.1|DEUG, LOC108117291|XP_017085136.1|DEUG	CG11407|NP_650831.1|DMEL
OG0000009	LOC108107590|XP_017070640.1|DEUG	CG5568|NP_647992.1|DMEL
OG0000009	LOC108107618|XP_017070676.1|DEUG	CG18586|NP_647993.2|DMEL
OG0000009	LOC108107216|XP_017070122.1|DEUG	CG4563|NP_611913.1|DMEL
OG0000009	LOC108111728|XP_017076770.1|DEUG	CG4830|NP_650160.1|DMEL
OG0000009	LOC108106283|XP_017068739.1|DEUG	CG8834|NP_610779.1|DMEL
OG0000010	LOC108105230|XP_017067186.1|DEUG	His4_CG33903|NP_001027297.1|DMEL, His4_CG33881|NP_001027352.1|DMEL, His4_CG33877|NP_001027362.1|DMEL, His4_CG33869|NP_001027382.1|DMEL, His4_CG33879|NP_001027357.1|DMEL, His4_CG33871|NP_001027377.1|DMEL, His4_CG33887|NP_001027337.1|DMEL
OG0000010	LOC108103372|XP_017064308.1|DEUG	His4_CG33899|NP_001027307.1|DMEL
OG0000011	LOC108102616|XP_017063214.1|DEUG	CG15436|NP_608840.1|DMEL
OG0000011	LOC108108695|XP_017072289.1|DEUG	Neu2|NP_649316.1|DMEL
OG0000011	LOC108103884|XP_017065103.1|DEUG	CG4318|NP_572860.2|DMEL
OG0000011	LOC108105968|XP_017068261.1|DEUG	CG17361|NP_648678.3|DMEL
OG0000011	LOC108105967|XP_017068260.1|DEUG	CG17359|NP_648679.1|DMEL
OG0000011	LOC108109998|XP_017074326.1|DEUG	CG8319|NP_649920.2|DMEL
OG0000012	LOC108113192|XP_017079208.1|DEUG	CG9416|NP_611415.2|DMEL
OG0000012	LOC108113191|XP_017079207.1|DEUG	CG10051|NP_611414.1|DMEL
OG0000012	LOC108113343|XP_017079393.1|DEUG	CG11961|NP_725876.1|DMEL
OG0000012	LOC108113377|XP_017079435.1|DEUG	CG10062|NP_001261089.1|DMEL
OG0000012	LOC108112131|XP_017077370.1|DEUG	CG10081|NP_611418.1|DMEL
OG0000012	LOC108112267|XP_017077578.1|DEUG	CG10073|NP_001261090.1|DMEL
OG0000012	LOC108106282|XP_017068738.1|DEUG	CG30047|NP_725141.1|DMEL
OG0000012	LOC108106301|XP_017068761.1|DEUG	CG30049|NP_725142.3|DMEL
OG0000012	LOC108106279|XP_017068735.1|DEUG	CG30043|NP_725143.1|DMEL
OG0000012	LOC108106742|XP_017069468.1|DEUG	CG33012|NP_788335.2|DMEL
OG0000012	LOC108106739|XP_017069464.1|DEUG	CG13160|NP_001260918.1|DMEL
OG0000013	LOC108106511|XP_017069094.1|DEUG	Hsc70-5|NP_523741.2|DMEL
OG0000013	LOC108104346|XP_017065833.1|DEUG	Hsc70-3|NP_727563.1|DMEL
OG0000013	LOC108105608|XP_017067774.1|DEUG	Hsc70-4|NP_524356.1|DMEL
OG0000013	LOC108105962|XP_017068250.1|DEUG	Hsc70-1|NP_524063.1|DMEL
OG0000013	LOC108116899|XP_017084498.1|DEUG	Hsc70-2|NP_524339.1|DMEL
OG0000013	LOC108116618|XP_017084081.1|DEUG	Hsp68|NP_524474.1|DMEL
OG0000013	LOC108111484|XP_017076457.1|DEUG, LOC108111483|XP_017076456.1|DEUG, LOC108111766|XP_017076819.1|DEUG, LOC108111764|XP_017076818.1|DEUG	Hsp70Bb|NP_524927.2|DMEL, Hsp70Bc|NP_650209.1|DMEL, Hsp70Ba|NP_731716.1|DMEL, Hsp70Bbb|NP_788663.1|DMEL, Hsp70Ab|NP_524798.2|DMEL, Hsp70Aa|NP_731651.1|DMEL
OG0000015	LOC108106955|XP_017069721.1|DEUG	lectin-37Db|NP_001188847.1|DMEL
OG0000015	LOC108110619|XP_017075207.1|DEUG	CG43797|NP_001260012.1|DMEL
OG0000015	LOC108111565|XP_017076580.1|DEUG	lectin-22C|NP_001137766.1|DMEL
OG0000015	LOC108106912|XP_017069652.1|DEUG, LOC108106885|XP_017069622.1|DEUG, LOC108106894|XP_017069633.1|DEUG	CG15818|NP_609116.1|DMEL
OG0000016	LOC108116882|XP_017084468.1|DEUG	Act87E|NP_477091.1|DMEL
OG0000016	LOC108109063|XP_017072885.1|DEUG	Act57B|NP_523800.1|DMEL
OG0000016	LOC108117273|XP_017085115.1|DEUG	Arp1|NP_524331.2|DMEL
OG0000016	LOC108113063|XP_017078988.1|DEUG	Arp53D|NP_477037.2|DMEL
OG0000016	LOC108103209|XP_017064088.1|DEUG	Act5C|NP_511052.1|DMEL
OG0000016	LOC108110347|XP_017074869.1|DEUG	Act42A|NP_523625.1|DMEL
OG0000016	LOC108105551|XP_017067677.1|DEUG	Act88F|NP_524367.1|DMEL
OG0000016	LOC108108726|XP_017072348.1|DEUG	Act79B|NP_524210.1|DMEL
OG0000017	LOC108103426|XP_017064385.1|DEUG	Or7a|NP_511081.1|DMEL
OG0000017	LOC108112627|XP_017078221.1|DEUG	Or43b|NP_523656.2|DMEL
OG0000017	LOC108104154|XP_017065544.1|DEUG	Or42a|NP_523622.2|DMEL
OG0000017	LOC108109558|XP_017073619.1|DEUG	Or85a|NP_524277.1|DMEL
OG0000017	LOC108116012|XP_017083185.1|DEUG	Or98a|NP_524536.2|DMEL
OG0000017	LOC108109233|XP_017073194.1|DEUG	Or59b|NP_523822.1|DMEL
OG0000017	LOC108110339|XP_017074859.1|DEUG	Or42b|NP_523624.2|DMEL
OG0000017	LOC108109231|XP_017073193.1|DEUG	Or59c|NP_523823.1|DMEL
OG0000017	LOC108111034|XP_017075854.1|DEUG	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC108107641|XP_017070716.1|DEUG	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC108107531|XP_017070561.1|DEUG	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC108108164|XP_017071591.1|DEUG	Lcp65Ad|NP_477278.1|DMEL
OG0000018	LOC108107661|XP_017070737.1|DEUG	Lcp65Af|NP_477274.1|DMEL
OG0000019	LOC108115822|XP_017082901.1|DEUG	CG6283|NP_651524.1|DMEL
OG0000019	LOC108115824|XP_017082904.1|DEUG	CG17192|NP_651522.1|DMEL
OG0000019	LOC108115825|XP_017082905.1|DEUG	CG17191|NP_651523.1|DMEL
OG0000019	LOC108115829|XP_017082909.1|DEUG	CG6296|NP_651520.1|DMEL
OG0000019	LOC108115823|XP_017082903.1|DEUG	CG6295|NP_651521.1|DMEL
OG0000019	LOC108115820|XP_017082899.1|DEUG	CG6277|NP_651525.1|DMEL
OG0000019	LOC108115821|XP_017082900.1|DEUG	CG6271|NP_651526.1|DMEL
OG0000020	LOC108116051|XP_017083239.1|DEUG	rdog|NP_651678.1|DMEL
OG0000020	LOC108109261|XP_017073233.1|DEUG	CG10505|NP_611571.2|DMEL
OG0000020	LOC108106073|XP_017068419.1|DEUG, LOC108107101|XP_017069976.1|DEUG	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC108106167|XP_017068567.1|DEUG	CG7627|NP_001245943.1|DMEL
OG0000020	LOC108117182|XP_017084963.1|DEUG	CG4562|NP_001262747.1|DMEL
OG0000020	LOC108116455|XP_017083873.1|DEUG	Mrp4|NP_650086.2|DMEL
OG0000020	LOC108107046|XP_017069896.1|DEUG	CG31793|NP_609930.4|DMEL
OG0000021	LOC108110545|XP_017075123.1|DEUG	PpD6|NP_524947.1|DMEL
OG0000021	LOC108112706|XP_017078416.1|DEUG	PpN58A|NP_477384.1|DMEL
OG0000021	LOC108112288|XP_017077598.1|DEUG	PpD5|NP_524707.1|DMEL
OG0000021	LOC108112285|XP_017077596.1|DEUG	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC108109877|XP_017074162.1|DEUG	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC108105026|XP_017066911.1|DEUG	flw|NP_727418.1|DMEL
OG0000021	LOC108117533|XP_017085522.1|DEUG	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC108111770|XP_017076824.1|DEUG	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC108110043|XP_017074396.1|DEUG	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC108113005|XP_017078913.1|DEUG	CG7798|NP_611098.1|DMEL
OG0000022	LOC108102780|XP_017063430.1|DEUG	LysX|NP_523881.1|DMEL
OG0000022	LOC108102802|XP_017063462.1|DEUG	LysE|NP_476827.2|DMEL
OG0000022	LOC108102800|XP_017063460.1|DEUG, LOC108102799|XP_017063459.1|DEUG, LOC108102798|XP_017063458.1|DEUG	LysD|NP_476823.1|DMEL
OG0000022	LOC108102801|XP_017063461.1|DEUG, LOC108102803|XP_017063463.1|DEUG	LysS|NP_476829.1|DMEL
OG0000022	LOC108102797|XP_017063457.1|DEUG	LysP|NP_476828.1|DMEL
OG0000023	LOC108115114|XP_017081855.1|DEUG	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC108115112|XP_017081853.1|DEUG	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC108115052|XP_017081788.1|DEUG	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC108112507|XP_017077883.1|DEUG	gas|NP_611678.1|DMEL
OG0000023	LOC108115111|XP_017081852.1|DEUG	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC108115051|XP_017081787.1|DEUG	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC108115158|XP_017081958.1|DEUG	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC108115110|XP_017081851.1|DEUG	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC108115157|XP_017081956.1|DEUG	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC108106508|XP_017069090.1|DEUG	betaTry|NP_524904.1|DMEL
OG0000024	LOC108106507|XP_017069089.1|DEUG, LOC108106762|XP_017069491.1|DEUG	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC108106506|XP_017069088.1|DEUG	alphaTry|NP_476771.1|DMEL
OG0000024	LOC108106500|XP_017069084.1|DEUG	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC108115421|XP_017082346.1|DEUG	CG17571|NP_610109.1|DMEL
OG0000024	LOC108106503|XP_017069087.1|DEUG	thetaTry|NP_523693.1|DMEL
OG0000024	LOC108111932|XP_017077077.1|DEUG	Ser8|NP_610874.1|DMEL
OG0000025	LOC108103147|XP_017064008.1|DEUG	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000025	LOC108103398|XP_017064344.1|DEUG	His3_CG33809|NP_001027294.1|DMEL, His3_CG33863|NP_001027383.1|DMEL, His3_CG33806|NP_001027289.1|DMEL
OG0000026	LOC108111839|XP_017076932.1|DEUG	antdh|NP_572695.2|DMEL
OG0000026	LOC108113449|XP_017079511.1|DEUG	CG9150|NP_608991.2|DMEL
OG0000026	LOC108103585|XP_017064599.1|DEUG	CG9360|NP_572746.1|DMEL
OG0000026	LOC108110172|XP_017074584.1|DEUG	CG3301|NP_650964.1|DMEL
OG0000027	LOC108106863|XP_017069596.1|DEUG	Acp1|NP_477115.1|DMEL
OG0000027	LOC108106871|XP_017069603.1|DEUG	CG7203|NP_609143.2|DMEL
OG0000027	LOC108106870|XP_017069602.1|DEUG	CG7214|NP_609141.1|DMEL
OG0000028	LOC108108455|XP_017071998.1|DEUG	CG14095|NP_649112.1|DMEL
OG0000028	LOC108114276|XP_017080662.1|DEUG	CG13068|NP_648856.1|DMEL
OG0000029	LOC108104771|XP_017066496.1|DEUG	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC108106174|XP_017068584.1|DEUG	CheA56a|NP_001027438.1|DMEL, CheA29a|NP_788004.1|DMEL
OG0000029	LOC108109409|XP_017073396.1|DEUG, LOC108109437|XP_017073427.1|DEUG, LOC108109436|XP_017073426.1|DEUG	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC108108451|XP_017071993.1|DEUG	CheA75a|NP_649035.2|DMEL
OG0000030	LOC108104028|XP_017065349.1|DEUG	Or33c|NP_523555.1|DMEL
OG0000030	LOC108104049|XP_017065385.1|DEUG	Or33a|NP_523553.1|DMEL
OG0000030	LOC108104046|XP_017065382.1|DEUG	Or33b|NP_523554.1|DMEL
OG0000030	LOC108110445|XP_017075002.1|DEUG, LOC108110444|XP_017075001.1|DEUG	Or23a|NP_523458.3|DMEL
OG0000030	LOC108109021|XP_017072783.1|DEUG	Or59a|NP_523821.1|DMEL
OG0000030	LOC108103318|XP_017064237.1|DEUG	Or2a|NP_525046.1|DMEL
OG0000030	LOC108104999|XP_017066865.1|DEUG	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC108105113|XP_017067036.1|DEUG	CG4793|NP_723941.2|DMEL
OG0000031	LOC108105166|XP_017067095.1|DEUG	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC108103077|XP_017063915.1|DEUG, LOC108103075|XP_017063912.1|DEUG	SPH93|NP_609840.1|DMEL
OG0000031	LOC108110532|XP_017075103.1|DEUG, LOC108108070|XP_017071439.1|DEUG	CG14990|NP_647856.2|DMEL
OG0000031	LOC108110574|XP_017075160.1|DEUG	CG3117|NP_608722.2|DMEL
OG0000031	LOC108105167|XP_017067096.1|DEUG	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL
OG0000031	LOC108111003|XP_017075802.1|DEUG	CG5390|NP_609374.1|DMEL
OG0000032	LOC108111801|XP_017076881.1|DEUG	GstD1|NP_524326.1|DMEL
OG0000032	LOC108111718|XP_017076758.1|DEUG	GstD8|NP_524916.1|DMEL
OG0000032	LOC108111814|XP_017076907.1|DEUG	GstD2|NP_524912.1|DMEL
OG0000032	LOC108111713|XP_017076752.1|DEUG	GstD7|NP_525114.1|DMEL
OG0000033	LOC108115913|XP_017083039.1|DEUG	CheB98a|NP_652269.3|DMEL
OG0000033	LOC108115445|XP_017082370.1|DEUG	CheB38a|NP_995736.1|DMEL
OG0000033	LOC108115429|XP_017082354.1|DEUG	CheB38c|NP_610061.2|DMEL
OG0000033	LOC108115417|XP_017082342.1|DEUG	CheB38b|NP_995735.1|DMEL
OG0000033	LOC108112609|XP_017078188.1|DEUG	CheB42c|NP_995764.2|DMEL
OG0000033	LOC108112610|XP_017078190.1|DEUG	CheB42b|NP_995763.1|DMEL
OG0000033	LOC108112608|XP_017078187.1|DEUG	CheB42a|NP_995765.1|DMEL
OG0000033	LOC108108576|XP_017072157.1|DEUG	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC108115098|XP_017081835.1|DEUG	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL
OG0000033	LOC108112351|XP_017077669.1|DEUG	CheB53b|NP_001014531.1|DMEL
OG0000034	LOC108118404|XP_017086569.1|DEUG	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC108118408|XP_017086572.1|DEUG	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC108118494|XP_017086716.1|DEUG	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC108115439|XP_017082363.1|DEUG	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC108116805|XP_017084341.1|DEUG	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC108116981|XP_017084632.1|DEUG	Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC108113407|XP_017079451.1|DEUG	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC108115061|XP_017081795.1|DEUG	Sp7|NP_649734.2|DMEL
OG0000036	LOC108105599|XP_017067763.1|DEUG	ea|NP_524362.2|DMEL
OG0000036	LOC108114960|XP_017081642.1|DEUG	MP1|NP_001303421.1|DMEL
OG0000036	LOC108116661|XP_017084141.1|DEUG	SPE|NP_651168.1|DMEL
OG0000037	LOC108112000|XP_017077225.1|DEUG	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC108117112|XP_017084823.1|DEUG	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC108117111|XP_017084822.1|DEUG	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC108108735|XP_017072362.1|DEUG	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC108108809|XP_017072482.1|DEUG	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC108109615|XP_017073668.1|DEUG	CG42564|NP_649651.2|DMEL
OG0000039	LOC108102893|XP_017063585.1|DEUG	Ag5r|NP_524770.1|DMEL
OG0000039	LOC108103025|XP_017063841.1|DEUG	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC108105051|XP_017066944.1|DEUG	CG32679|NP_727412.2|DMEL
OG0000040	LOC108116469|XP_017083889.1|DEUG	CG6689|NP_650051.1|DMEL
OG0000040	LOC108116470|XP_017083890.1|DEUG	CG4820|NP_001097748.1|DMEL
OG0000040	LOC108111562|XP_017076575.1|DEUG	CG17806|NP_650658.1|DMEL
OG0000040	LOC108111560|XP_017076573.1|DEUG	CG17802|NP_650659.2|DMEL
OG0000040	LOC108111548|XP_017076556.1|DEUG	Odj|NP_650661.1|DMEL
OG0000040	LOC108109350|XP_017073299.1|DEUG	CG1792|NP_651878.1|DMEL
OG0000041	LOC108113674|XP_017079839.1|DEUG	CG31104|NP_733090.1|DMEL
OG0000041	LOC108113782|XP_017079974.1|DEUG	CG11893|NP_651375.1|DMEL
OG0000041	LOC108113689|XP_017079854.1|DEUG	CG31436|NP_733096.1|DMEL
OG0000041	LOC108113801|XP_017079998.1|DEUG	CG31370|NP_733095.2|DMEL
OG0000042	LOC108108093|XP_017071481.1|DEUG	CG34028|NP_001033838.1|DMEL
OG0000042	LOC108112378|XP_017077703.1|DEUG	CG14502|NP_611311.1|DMEL
OG0000042	LOC108112385|XP_017077715.1|DEUG	CG18539|NP_611315.3|DMEL
OG0000042	LOC108112383|XP_017077713.1|DEUG	CG18536|NP_611312.1|DMEL
OG0000042	LOC108112381|XP_017077708.1|DEUG	CG18538|NP_611314.2|DMEL
OG0000042	LOC108112379|XP_017077705.1|DEUG, LOC108112382|XP_017077709.1|DEUG, LOC108112377|XP_017077699.1|DEUG, LOC108112386|XP_017077716.1|DEUG	CG18537|NP_611313.1|DMEL
OG0000042	LOC108112384|XP_017077714.1|DEUG	CG18540|NP_611316.2|DMEL
OG0000043	LOC108116482|XP_017083904.1|DEUG	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC108116483|XP_017083905.1|DEUG	Ugt302E1|NP_652625.2|DMEL
OG0000043	LOC108116497|XP_017083918.1|DEUG	Ugt35E1|NP_652622.3|DMEL
OG0000043	LOC108105204|XP_017067144.1|DEUG	Ugt35D1|NP_651866.1|DMEL
OG0000043	LOC108116498|XP_017083919.1|DEUG	Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC108113702|XP_017079868.1|DEUG	CG31087|NP_733100.1|DMEL
OG0000044	LOC108113679|XP_017079844.1|DEUG	CG10562|NP_651385.3|DMEL
OG0000044	LOC108113668|XP_017079833.1|DEUG	CHKov1|NP_001097918.1|DMEL
OG0000044	LOC108113686|XP_017079852.1|DEUG	CG10559|NP_651382.2|DMEL
OG0000044	LOC108113695|XP_017079861.1|DEUG	CG10560|NP_651384.2|DMEL
OG0000044	LOC108113682|XP_017079848.1|DEUG	CG10553|NP_651383.1|DMEL
OG0000044	LOC108116281|XP_017083557.1|DEUG	CG6908|NP_650105.1|DMEL
OG0000045	LOC108114047|XP_017080284.1|DEUG	Cpr67Fb|NP_648420.1|DMEL
OG0000045	LOC108114051|XP_017080293.1|DEUG, LOC108113998|XP_017080232.1|DEUG	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL
OG0000045	LOC108107675|XP_017070752.1|DEUG	Cpr65Ec|NP_648077.1|DMEL
OG0000045	LOC108107619|XP_017070678.1|DEUG	Cpr65Eb|NP_648076.3|DMEL
OG0000046	LOC108110175|XP_017074588.1|DEUG	CG5892|NP_650959.2|DMEL
OG0000046	LOC108104996|XP_017066862.1|DEUG	CG14219|NP_608322.1|DMEL
OG0000046	LOC108104997|XP_017066863.1|DEUG	CG14205|NP_608323.1|DMEL
