Orthogroup	DPSE.longest_only	DGUA.longest_only
OG0000000	LOC6897749|XP_033232309.1|DPSE, LOC6899372|XP_033233116.1|DPSE, LOC6896993|XP_033241798.1|DPSE, LOC26533415|XP_033234557.1|DPSE, LOC117183599|XP_033233927.1|DPSE, LOC6896992|XP_002137178.3|DPSE, LOC117183671|XP_033234253.1|DPSE, LOC117183249|XP_033232383.1|DPSE, LOC6898266|XP_002138332.3|DPSE, LOC6898641|XP_002138646.2|DPSE, LOC6898500|XP_002138541.2|DPSE, LOC13036393|XP_003736798.3|DPSE, LOC6897759|XP_002137864.4|DPSE	LOC117592344|XP_034141927.1|DGUA
OG0000000	LOC6898293|XP_033233430.1|DPSE, LOC13036490|XP_003736302.2|DPSE	LOC117583154|XP_034127239.1|DGUA
OG0000002	LOC6899110|XP_033234698.1|DPSE	LOC117579099|XP_034120716.1|DGUA
OG0000002	LOC6899111|XP_002139028.1|DPSE	LOC117579108|XP_034120728.1|DGUA
OG0000002	LOC6903424|XP_002132303.3|DPSE, LOC6903440|XP_033236733.1|DPSE, LOC6903450|XP_002132329.2|DPSE, LOC6902906|XP_002132639.3|DPSE	LOC117587542|XP_034134239.1|DGUA
OG0000002	LOC6902531|XP_002133071.3|DPSE	LOC117584002|XP_034128622.1|DGUA
OG0000003	LOC4804983|XP_001361457.3|DPSE	LOC117592331|XP_034141917.1|DGUA
OG0000003	LOC4804982|XP_001361456.3|DPSE	LOC117592350|XP_034141940.1|DGUA
OG0000003	LOC4803409|XP_001360156.1|DPSE	LOC117578447|XP_034119862.1|DGUA
OG0000003	LOC6898736|XP_002138723.1|DPSE, LOC6898737|XP_002138724.1|DPSE	LOC117583299|XP_034127435.1|DGUA
OG0000003	LOC4804980|XP_001361454.1|DPSE	LOC117592340|XP_034141928.1|DGUA
OG0000003	LOC4804975|XP_001361450.3|DPSE	LOC117583309|XP_034127448.1|DGUA
OG0000003	LOC4804978|XP_001361452.2|DPSE	LOC117583990|XP_034128606.1|DGUA
OG0000003	LOC26533075|XP_033237686.1|DPSE, LOC117183541|XP_033233567.1|DPSE, LOC4804974|XP_001361449.3|DPSE	LOC117583987|XP_034128590.1|DGUA
OG0000003	LOC6902590|XP_002133118.2|DPSE	LOC117587981|XP_034134880.1|DGUA
OG0000004	LOC6901706|XP_002134374.3|DPSE, LOC26534400|XP_015042050.2|DPSE	LOC117581358|XP_034124381.1|DGUA
OG0000005	LOC6897430|XP_002137581.2|DPSE	LOC117591669|XP_034140883.1|DGUA
OG0000005	LOC6901707|XP_002134375.1|DPSE, LOC6901701|XP_015042049.1|DPSE	LOC117581361|XP_034124384.1|DGUA
OG0000006	LOC117183555|XP_033233668.1|DPSE, LOC26533162|XP_015035142.1|DPSE, LOC117185635|XP_033241721.1|DPSE, LOC26532290|XP_015035132.1|DPSE, LOC26532855|XP_015035139.1|DPSE, LOC26533430|XP_015035135.1|DPSE, LOC117185609|XP_033241638.1|DPSE, LOC117185636|XP_033241722.1|DPSE, LOC117185610|XP_033241639.1|DPSE	LOC117591658|XP_034140872.1|DGUA
OG0000006	LOC117183581|XP_033233838.1|DPSE	LOC117591645|XP_034140861.1|DGUA
OG0000007	LOC5495512|XP_001353851.2|DPSE	LOC117587429|XP_034133994.1|DGUA
OG0000007	LOC5495507|XP_001353849.1|DPSE	LOC117587428|XP_034133991.1|DGUA
OG0000007	LOC5495509|XP_001355939.3|DPSE	LOC117584024|XP_034128652.1|DGUA
OG0000007	LOC4805058|XP_001361522.1|DPSE	LOC117592308|XP_034141873.1|DGUA
OG0000007	LOC6896708|XP_002136922.1|DPSE, LOC4800234|XP_001357614.1|DPSE, LOC6896707|XP_002136921.2|DPSE	LOC117583354|XP_034127515.1|DGUA, LOC117583632|XP_034127972.1|DGUA, LOC117583285|XP_034127411.1|DGUA
OG0000007	LOC4816610|XP_001355938.2|DPSE	LOC117584026|XP_034128654.1|DGUA
OG0000007	LOC4813941|XP_001354103.1|DPSE	LOC117587067|XP_034133401.1|DGUA
OG0000007	LOC4816998|XP_001356721.3|DPSE	LOC117584025|XP_034128653.1|DGUA
OG0000007	LOC4813497|XP_001353852.2|DPSE	LOC117587430|XP_034133997.1|DGUA
OG0000007	LOC4813468|XP_001353840.2|DPSE	LOC117587431|XP_034133998.1|DGUA
OG0000008	LOC4803265|XP_001360036.3|DPSE	LOC117586140|XP_034131924.1|DGUA
OG0000008	LOC6900302|XP_002135624.1|DPSE	LOC117579398|XP_034121168.1|DGUA
OG0000008	LOC6900304|XP_002135626.2|DPSE	LOC117579397|XP_034121167.1|DGUA
OG0000008	LOC6903158|XP_002132860.2|DPSE	LOC117581836|XP_034125174.1|DGUA
OG0000008	LOC6897538|XP_002137683.2|DPSE	LOC117586224|XP_034132052.1|DGUA
OG0000008	LOC4802264|XP_001359219.2|DPSE	LOC117586223|XP_034132051.1|DGUA
OG0000008	LOC4802270|XP_033239768.1|DPSE	LOC117586165|XP_034131957.1|DGUA
OG0000008	LOC4802265|XP_001359220.2|DPSE	LOC117586225|XP_034132053.1|DGUA
OG0000008	LOC4802267|XP_001359221.4|DPSE	LOC117586221|XP_034132048.1|DGUA
OG0000008	LOC117184116|XP_033236234.1|DPSE	LOC117586120|XP_034131875.1|DGUA
OG0000008	LOC4802269|XP_001359223.2|DPSE	LOC117586582|XP_034132641.1|DGUA
OG0000009	LOC6897995|XP_002138092.2|DPSE	LOC117586341|XP_034132234.1|DGUA
OG0000009	LOC4803283|XP_001360048.3|DPSE	LOC117586454|XP_034132388.1|DGUA
OG0000009	LOC6897994|XP_002138091.2|DPSE, LOC4803281|XP_001360047.2|DPSE	LOC117586340|XP_034132233.1|DGUA, LOC117585972|XP_034131672.1|DGUA
OG0000009	LOC6897583|XP_002137728.2|DPSE	LOC117585026|XP_034130159.1|DGUA, LOC117585051|XP_034130200.1|DGUA
OG0000009	LOC4805603|XP_001361980.2|DPSE	LOC117587230|XP_034133688.1|DGUA
OG0000009	LOC4802604|XP_001359493.2|DPSE	LOC117586357|XP_034132268.1|DGUA
OG0000009	LOC4804281|XP_001360862.1|DPSE	LOC117588654|XP_034135988.1|DGUA
OG0000009	LOC6898444|XP_002138487.3|DPSE	LOC117588663|XP_034136000.1|DGUA
OG0000010	LOC117185619|XP_033241650.1|DPSE, LOC117183603|XP_033233990.1|DPSE	LOC117583778|XP_034128224.1|DGUA
OG0000010	LOC117185640|XP_033241727.1|DPSE	LOC117591688|XP_034140902.1|DGUA
OG0000010	LOC117185604|XP_033241632.1|DPSE, LOC117185605|XP_033241633.1|DPSE, LOC26532676|XP_015035129.1|DPSE, LOC26532710|XP_015035140.1|DPSE, LOC117185616|XP_033241646.1|DPSE, LOC26532680|XP_015035136.1|DPSE, LOC117183563|XP_033233697.1|DPSE, LOC117185642|XP_033241729.1|DPSE	LOC117591679|XP_034140894.1|DGUA
OG0000011	LOC26534003|XP_015037011.2|DPSE, LOC6902418|XP_033235641.1|DPSE, LOC6902419|XP_015037014.2|DPSE	LOC117587656|XP_034134438.1|DGUA
OG0000011	LOC6903259|XP_015036470.1|DPSE	LOC117584843|XP_034129873.1|DGUA
OG0000011	LOC6900979|XP_033239557.1|DPSE, LOC6904000|XP_033239558.1|DPSE, LOC6903305|XP_002132493.1|DPSE, LOC6903279|XP_002132978.2|DPSE, LOC26533994|XP_033236319.1|DPSE	LOC117584847|XP_034129876.1|DGUA, LOC117584842|XP_034129871.1|DGUA, LOC117584844|XP_034129874.1|DGUA
OG0000011	LOC117184073|XP_033236055.1|DPSE	LOC117582571|XP_034126303.1|DGUA
OG0000011	LOC6903239|XP_015036440.1|DPSE	LOC117582573|XP_034126310.1|DGUA
OG0000011	LOC117183548|XP_033233646.1|DPSE, LOC6897642|XP_033241732.1|DPSE, LOC117185097|XP_033240835.1|DPSE	LOC117579965|XP_034122030.1|DGUA
OG0000011	LOC6900040|XP_002135404.2|DPSE	LOC117579216|XP_034120874.1|DGUA
OG0000011	LOC6897605|XP_002137750.2|DPSE	LOC117585951|XP_034131639.1|DGUA
OG0000012	LOC4804261|XP_015039777.2|DPSE	LOC117578829|XP_034120480.1|DGUA
OG0000012	LOC4804255|XP_001360842.2|DPSE	LOC117578830|XP_034120484.1|DGUA
OG0000012	LOC4804254|XP_015039772.2|DPSE	LOC117578828|XP_034120477.1|DGUA
OG0000012	LOC6898436|XP_033233736.1|DPSE	LOC117578831|XP_034120485.1|DGUA
OG0000012	LOC26534343|XP_015039779.2|DPSE	LOC117585419|XP_034130787.1|DGUA
OG0000012	LOC4804257|XP_033234499.1|DPSE, LOC6898437|XP_015039781.2|DPSE	LOC117585430|XP_034130799.1|DGUA
OG0000012	LOC4804256|XP_015039778.2|DPSE	LOC117585406|XP_034130769.1|DGUA
OG0000012	LOC4804263|XP_001360847.3|DPSE	LOC117592596|XP_034142370.1|DGUA
OG0000012	LOC6898438|XP_002138480.2|DPSE	LOC117592593|XP_034142368.1|DGUA
OG0000012	LOC4804265|XP_001360848.3|DPSE	LOC117592595|XP_034142369.1|DGUA
OG0000012	LOC6898439|XP_002138481.3|DPSE	LOC117592597|XP_034142371.1|DGUA
OG0000012	LOC4804266|XP_033235099.1|DPSE	LOC117592598|XP_034142372.1|DGUA
OG0000013	LOC4805483|XP_001361878.1|DPSE	LOC117592555|XP_034142321.1|DGUA
OG0000013	LOC4815139|XP_001354758.1|DPSE	LOC117590521|XP_034139126.1|DGUA
OG0000013	LOC6897906|XP_002138008.2|DPSE, LOC4803092|XP_001359891.1|DPSE	LOC117585977|XP_034131683.1|DGUA
OG0000013	LOC6900589|XP_002134962.1|DPSE	LOC117580093|XP_034122238.1|DGUA
OG0000013	LOC4801399|XP_001358499.2|DPSE	LOC117589807|XP_034137915.1|DGUA
OG0000013	LOC6897333|XP_033232478.1|DPSE, LOC4801762|XP_001358803.2|DPSE	LOC117585592|XP_034131028.1|DGUA, LOC117585591|XP_034131024.1|DGUA
OG0000013	LOC6896929|XP_033238114.1|DPSE, LOC4800844|XP_033238105.1|DPSE	LOC117583601|XP_034127885.1|DGUA
OG0000015	LOC26532120|XP_015041304.2|DPSE, LOC6898242|XP_002138308.2|DPSE, LOC6902209|XP_015041303.2|DPSE	LOC117583918|XP_034128488.1|DGUA
OG0000015	LOC6902329|XP_002133283.3|DPSE, LOC6902626|XP_033236804.1|DPSE	LOC117588212|XP_034135242.1|DGUA
OG0000016	LOC4801993|XP_001359004.1|DPSE	LOC117589945|XP_034138127.1|DGUA
OG0000016	LOC6898475|XP_002138517.1|DPSE	LOC117587659|XP_034134479.1|DGUA
OG0000016	LOC4801351|XP_001358460.1|DPSE	LOC117583582|XP_034127854.1|DGUA
OG0000016	LOC4805675|XP_001362034.4|DPSE	LOC117592229|XP_034141753.1|DGUA
OG0000016	LOC26533720|XP_015036728.2|DPSE	LOC117587872|XP_034134741.1|DGUA
OG0000016	LOC4814924|XP_001354857.1|DPSE	LOC117581434|XP_034124497.1|DGUA
OG0000016	LOC26534122|XP_033239163.1|DPSE, LOC6898658|XP_004444310.1|DPSE	LOC117588507|XP_034135722.1|DGUA
OG0000016	LOC6896970|XP_002137155.1|DPSE	LOC117585750|XP_034131294.1|DGUA
OG0000016	LOC4812150|XP_001352883.1|DPSE	LOC117579173|XP_034120827.1|DGUA
OG0000017	LOC4805006|XP_001361476.2|DPSE	LOC117582389|XP_034125960.1|DGUA
OG0000017	LOC6898665|XP_002138670.2|DPSE, LOC4804841|XP_001361337.4|DPSE	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA
OG0000017	LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE, LOC4800683|XP_002137062.3|DPSE	LOC117583173|XP_034127261.1|DGUA
OG0000017	LOC4804478|XP_001361036.2|DPSE	LOC117580469|XP_034122942.1|DGUA
OG0000017	LOC4804840|XP_001361336.1|DPSE	LOC117583419|XP_034127607.1|DGUA
OG0000017	LOC4804477|XP_001361035.3|DPSE	LOC117592152|XP_034141609.1|DGUA
OG0000017	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE	LOC117582253|XP_034125754.1|DGUA
OG0000017	LOC4817633|XP_002132903.2|DPSE	LOC117582249|XP_034125751.1|DGUA
OG0000018	LOC5495511|XP_001353833.1|DPSE	LOC117587357|XP_034133889.1|DGUA
OG0000018	LOC4813480|XP_001353827.2|DPSE	LOC117587353|XP_034133885.1|DGUA
OG0000018	LOC4813481|XP_001353829.1|DPSE	LOC117587351|XP_034133882.1|DGUA
OG0000018	LOC6900715|XP_002135078.1|DPSE, LOC6900712|XP_002135075.1|DPSE, LOC6900714|XP_002135077.1|DPSE, LOC6900713|XP_002135076.1|DPSE	LOC117587362|XP_034133895.1|DGUA, LOC117587361|XP_034133894.1|DGUA
OG0000018	LOC6900711|XP_002135074.2|DPSE, LOC6900710|XP_002135073.3|DPSE	LOC117587365|XP_034133899.1|DGUA
OG0000019	LOC6897057|XP_002137241.2|DPSE	LOC117583725|XP_034128132.1|DGUA
OG0000019	LOC26533605|XP_015037040.2|DPSE, LOC6897058|XP_002137242.2|DPSE	LOC117583724|XP_034128131.1|DGUA
OG0000019	LOC4801129|XP_033235715.1|DPSE	LOC117583705|XP_034128081.1|DGUA
OG0000019	LOC4801131|XP_001358273.2|DPSE	LOC117583723|XP_034128130.1|DGUA
OG0000019	LOC4801132|XP_001358274.2|DPSE	LOC117583722|XP_034128122.1|DGUA
OG0000020	LOC6896759|XP_002136966.1|DPSE	LOC117583658|XP_034128012.1|DGUA
OG0000020	LOC4803770|XP_001360432.3|DPSE	LOC117578526|XP_034119977.1|DGUA
OG0000020	LOC6902791|XP_002132528.2|DPSE	LOC117587736|XP_034134545.1|DGUA
OG0000020	LOC117183221|XP_033232918.1|DPSE	LOC117586337|XP_034132223.1|DGUA
OG0000020	LOC6897832|XP_002137937.1|DPSE	LOC117590165|XP_034138451.1|DGUA
OG0000020	LOC4818201|XP_033236143.1|DPSE	LOC117584402|XP_034129156.1|DGUA
OG0000021	LOC6900570|XP_002134946.1|DPSE	LOC117579999|XP_034122087.1|DGUA
OG0000021	LOC6898833|XP_002138806.2|DPSE	LOC117578554|XP_034120017.1|DGUA
OG0000021	LOC6898835|XP_002138808.1|DPSE	LOC117578555|XP_034120019.1|DGUA
OG0000021	LOC6898834|XP_002138807.1|DPSE	LOC117578556|XP_034120020.1|DGUA
OG0000021	LOC6898840|XP_002138811.3|DPSE	LOC117580314|XP_034122704.1|DGUA
OG0000021	LOC4805268|XP_001361693.2|DPSE	LOC117580733|XP_034123298.1|DGUA
OG0000021	LOC6898836|XP_002138809.1|DPSE	LOC117578557|XP_034120021.1|DGUA
OG0000021	LOC6901473|XP_033238237.1|DPSE	LOC117590869|XP_034139782.1|DGUA
OG0000021	LOC6897478|XP_002137627.1|DPSE	LOC117585696|XP_034131203.1|DGUA
OG0000021	LOC4800831|XP_001358035.1|DPSE	LOC117582802|XP_034126721.1|DGUA
OG0000022	LOC4804646|XP_033234778.1|DPSE	LOC117585826|XP_034131453.1|DGUA
OG0000022	LOC6899947|XP_002135315.1|DPSE	LOC117587283|XP_034133760.1|DGUA
OG0000022	LOC6899954|XP_002135322.1|DPSE, LOC6899950|XP_002135318.2|DPSE, LOC6899952|XP_002135320.3|DPSE, LOC6899955|XP_002135323.1|DPSE	LOC117587287|XP_034133765.1|DGUA, LOC117587288|XP_034133766.1|DGUA, LOC117587289|XP_034133767.1|DGUA, LOC117587281|XP_034133758.1|DGUA
OG0000022	LOC4812049|XP_001352467.1|DPSE	LOC117587284|XP_034133762.1|DGUA
OG0000022	LOC6899946|XP_002135314.1|DPSE	LOC117587282|XP_034133759.1|DGUA
OG0000022	LOC6899948|XP_002135316.2|DPSE	LOC117587286|XP_034133764.1|DGUA
OG0000023	LOC6897864|XP_033232668.1|DPSE	LOC117586396|XP_034132318.1|DGUA
OG0000023	LOC4802962|XP_001359775.3|DPSE	LOC117586009|XP_034131729.1|DGUA
OG0000023	LOC4802964|XP_001359777.4|DPSE	LOC117586008|XP_034131728.1|DGUA
OG0000023	LOC4804210|XP_001360806.2|DPSE	LOC117591288|XP_034140381.1|DGUA
OG0000023	LOC6897865|XP_033232678.1|DPSE	LOC117586007|XP_034131727.1|DGUA
OG0000023	LOC4802957|XP_001359771.3|DPSE	LOC117586005|XP_034131725.1|DGUA
OG0000023	LOC5495505|XP_001359769.4|DPSE	LOC117586006|XP_034131726.1|DGUA
OG0000023	LOC5384073|XP_001359768.2|DPSE	LOC117586004|XP_034131723.1|DGUA
OG0000023	LOC4802956|XP_015038205.2|DPSE	LOC117586277|XP_034132120.1|DGUA
OG0000024	LOC6898786|XP_002138763.2|DPSE, LOC6898785|XP_002138762.1|DPSE	LOC117590346|XP_034138754.1|DGUA
OG0000024	LOC5495520|XP_001361563.3|DPSE	LOC117580026|XP_034122146.1|DGUA
OG0000024	LOC4805107|XP_001361564.1|DPSE	LOC117580040|XP_034122171.1|DGUA
OG0000024	LOC6899225|XP_002136299.3|DPSE	LOC117591149|XP_034140151.1|DGUA
OG0000024	LOC5495508|XP_001361566.2|DPSE	LOC117578502|XP_034119928.1|DGUA
OG0000024	LOC4805028|XP_001361496.1|DPSE	LOC117592048|XP_034141425.1|DGUA
OG0000025	LOC6901557|XP_002134231.1|DPSE	LOC117590412|XP_034138901.1|DGUA
OG0000025	LOC117183559|XP_033233680.1|DPSE, LOC117183558|XP_033233678.1|DPSE	LOC117591779|XP_034140978.1|DGUA
OG0000026	LOC4814777|XP_001354707.2|DPSE	LOC117588644|XP_034135968.1|DGUA
OG0000026	LOC4818162|XP_001357184.4|DPSE	LOC117588100|XP_034135061.1|DGUA
OG0000026	LOC4815876|XP_001355332.2|DPSE	LOC117581101|XP_034123883.1|DGUA
OG0000026	LOC4801930|XP_001358948.3|DPSE, LOC6897388|XP_002137540.2|DPSE	LOC117583141|XP_034127222.1|DGUA, LOC117583140|XP_034127221.1|DGUA, LOC117583745|XP_034128155.1|DGUA, LOC117583744|XP_034128154.1|DGUA, LOC117583743|XP_034128152.1|DGUA, LOC117583742|XP_034128150.1|DGUA
OG0000026	LOC4800860|XP_001358060.2|DPSE	LOC117589578|XP_034137528.1|DGUA
OG0000027	LOC6902829|XP_002132565.2|DPSE	LOC117581694|XP_034124962.1|DGUA
OG0000027	LOC4817432|XP_001356466.2|DPSE	LOC117582236|XP_034125737.1|DGUA
OG0000027	LOC4816919|XP_001356465.1|DPSE	LOC117581693|XP_034124961.1|DGUA
OG0000028	LOC6900259|XP_002135588.3|DPSE, LOC26532152|XP_033239703.1|DPSE, LOC6900257|XP_033239706.1|DPSE, LOC117184834|XP_033239705.1|DPSE	LOC117579889|XP_034121915.1|DGUA, LOC117579893|XP_034121921.1|DGUA
OG0000028	LOC26533203|XP_015044031.2|DPSE, LOC6900258|XP_002135587.2|DPSE, LOC117183194|XP_033239704.1|DPSE, LOC117184835|XP_033239707.1|DPSE	LOC117579894|XP_034121922.1|DGUA, LOC117579895|XP_034121923.1|DGUA, LOC117579891|XP_034121917.1|DGUA, LOC117579890|XP_034121916.1|DGUA
OG0000028	LOC6900255|XP_002135584.2|DPSE	LOC117579887|XP_034121914.1|DGUA
OG0000028	LOC6900007|XP_002135372.2|DPSE	LOC117588956|XP_034136434.1|DGUA
OG0000029	LOC117183538|XP_033233522.1|DPSE, LOC6898458|XP_002138501.2|DPSE	LOC117592282|XP_034141836.1|DGUA
OG0000029	LOC6897267|XP_033233167.1|DPSE	LOC117589682|XP_034137727.1|DGUA
OG0000029	LOC4813458|XP_001353977.2|DPSE	LOC117579424|XP_034121195.1|DGUA
OG0000030	LOC4817564|XP_002132859.2|DPSE	LOC117582242|XP_034125744.1|DGUA
OG0000030	LOC4816660|XP_001355989.2|DPSE	LOC117584551|XP_034129394.1|DGUA
OG0000030	LOC4804482|XP_001361038.2|DPSE	LOC117580408|XP_034122850.1|DGUA
OG0000030	LOC4816069|XP_001355235.2|DPSE	LOC117580802|XP_034123393.1|DGUA
OG0000030	LOC4815215|XP_001354948.2|DPSE	LOC117581439|XP_034124532.1|DGUA
OG0000031	LOC6902663|XP_015036753.2|DPSE	LOC117584126|XP_034128769.1|DGUA
OG0000031	LOC26533742|XP_033235774.1|DPSE	LOC117584798|XP_034129808.1|DGUA
OG0000032	LOC4800808|XP_001358017.2|DPSE	LOC117583030|XP_034127077.1|DGUA
OG0000032	LOC4800814|XP_001358021.1|DPSE	LOC117583028|XP_034127074.1|DGUA
OG0000032	LOC4800811|XP_001358020.3|DPSE	LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA
OG0000033	LOC4800626|XP_001357867.3|DPSE	LOC117583114|XP_034127189.1|DGUA
OG0000033	LOC6898089|XP_002138174.1|DPSE	LOC117578485|XP_034119909.1|DGUA
OG0000033	LOC6898093|XP_002138175.2|DPSE	LOC117578484|XP_034119908.1|DGUA
OG0000033	LOC4800868|XP_001358066.3|DPSE	LOC117589901|XP_034138062.1|DGUA
OG0000034	LOC4817450|XP_001356533.3|DPSE	LOC117584525|XP_034129365.1|DGUA
OG0000034	LOC4817037|XP_001356534.3|DPSE	LOC117584539|XP_034129382.1|DGUA
OG0000034	LOC6902878|XP_002132612.2|DPSE	LOC117584364|XP_034129093.1|DGUA
OG0000034	LOC6902430|XP_033236728.1|DPSE, LOC6902429|XP_002133363.2|DPSE	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA
OG0000034	LOC4816157|XP_001355874.3|DPSE	LOC117588068|XP_034135019.1|DGUA
OG0000036	LOC6897873|XP_002137975.2|DPSE	LOC117586375|XP_034132294.1|DGUA
OG0000036	LOC4801521|XP_033232300.1|DPSE	LOC117589622|XP_034137600.1|DGUA
OG0000036	LOC4802757|XP_001359618.3|DPSE	LOC117590096|XP_034138331.1|DGUA
OG0000036	LOC4800563|XP_033232364.1|DPSE	LOC117583751|XP_034128161.1|DGUA
OG0000037	LOC4803745|XP_001360410.4|DPSE	LOC117581190|XP_034124041.1|DGUA
OG0000037	LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA
OG0000037	LOC6896994|XP_033232725.1|DPSE	LOC117589652|XP_034137676.1|DGUA
OG0000038	LOC4812152|XP_001352947.2|DPSE	LOC117579886|XP_034121913.1|DGUA
OG0000038	LOC6900265|XP_002135594.2|DPSE	LOC117579879|XP_034121893.1|DGUA
OG0000039	LOC6897556|XP_033241818.1|DPSE	LOC117586049|XP_034131784.1|DGUA
OG0000039	LOC4815394|XP_001354810.3|DPSE	LOC117590455|XP_034138980.1|DGUA
OG0000039	LOC4814563|XP_001354811.1|DPSE	LOC117590456|XP_034138981.1|DGUA
OG0000039	LOC6901425|XP_002134111.2|DPSE	LOC117590454|XP_034138979.1|DGUA
OG0000039	LOC6901668|XP_002134337.3|DPSE	LOC117588357|XP_034135459.1|DGUA
OG0000040	LOC6897940|XP_033236826.1|DPSE	LOC117585619|XP_034131071.1|DGUA
OG0000040	LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE	LOC117585126|XP_034130340.1|DGUA
OG0000040	LOC4803144|XP_001359934.2|DPSE	LOC117585623|XP_034131079.1|DGUA
OG0000040	LOC117183223|XP_033241858.1|DPSE, LOC117185673|XP_033241861.1|DPSE, LOC6897578|XP_015037767.2|DPSE, LOC13036406|XP_033241860.1|DPSE	LOC117585926|XP_034131583.1|DGUA
OG0000040	LOC6897971|XP_002138070.1|DPSE	LOC117586490|XP_034132479.1|DGUA
OG0000040	LOC4803208|XP_001359988.4|DPSE	LOC117585962|XP_034131662.1|DGUA
OG0000040	LOC4801113|XP_001358260.2|DPSE	LOC117583720|XP_034128120.1|DGUA
OG0000041	LOC6897576|XP_002137721.2|DPSE	LOC117585912|XP_034131566.1|DGUA
OG0000041	LOC6897577|XP_002137722.1|DPSE	LOC117585916|XP_034131573.1|DGUA
OG0000041	LOC4802353|XP_001359283.3|DPSE	LOC117585914|XP_034131569.1|DGUA
OG0000041	LOC6897572|XP_033240353.1|DPSE	LOC117591714|XP_034140925.1|DGUA
OG0000042	LOC6902242|XP_002133769.2|DPSE	LOC117588578|XP_034135864.1|DGUA
OG0000042	LOC4804794|XP_001361299.3|DPSE	LOC117592397|XP_034142005.1|DGUA
OG0000042	LOC5495510|XP_001361301.4|DPSE	LOC117592396|XP_034142004.1|DGUA
OG0000042	LOC6898652|XP_002138657.1|DPSE, LOC4804796|XP_033234018.1|DPSE, LOC6898651|XP_033233475.1|DPSE	LOC117592398|XP_034142007.1|DGUA
OG0000042	LOC6902899|XP_002132633.1|DPSE	LOC117582376|XP_034125933.1|DGUA
OG0000042	LOC4804792|XP_001361298.2|DPSE	LOC117592399|XP_034142008.1|DGUA
OG0000043	LOC4803128|XP_001359922.2|DPSE	LOC117585018|XP_034130150.1|DGUA
OG0000043	LOC4803135|XP_001359927.2|DPSE	LOC117585017|XP_034130149.1|DGUA
OG0000043	LOC6897936|XP_002138038.2|DPSE	LOC117585016|XP_034130147.1|DGUA
OG0000043	LOC4803126|XP_001359920.4|DPSE	LOC117585502|XP_034130891.1|DGUA
