Orthogroup	DPSE.longest_only	DANA.longest_only
OG0000002	LOC6903424|XP_002132303.3|DPSE, LOC6903440|XP_033236733.1|DPSE, LOC6903450|XP_002132329.2|DPSE, LOC6902906|XP_002132639.3|DPSE	LOC116656048|XP_032311202.1|DANA
OG0000002	LOC6902531|XP_002133071.3|DPSE	LOC116655418|XP_032309202.1|DANA
OG0000003	LOC4804983|XP_001361457.3|DPSE	LOC6495486|XP_001958950.1|DANA, LOC6495485|XP_001958948.1|DANA
OG0000003	LOC4804982|XP_001361456.3|DPSE	LOC6495484|XP_001958947.1|DANA
OG0000003	LOC4803409|XP_001360156.1|DPSE	LOC6496624|XP_001961285.3|DANA
OG0000003	LOC6898736|XP_002138723.1|DPSE, LOC6898737|XP_002138724.1|DPSE	LOC6495152|XP_001958952.1|DANA, LOC6495151|XP_001958953.1|DANA
OG0000003	LOC4804980|XP_001361454.1|DPSE	LOC6495154|XP_001958949.2|DANA
OG0000003	LOC4804975|XP_001361450.3|DPSE	LOC6495150|XP_014763173.1|DANA
OG0000003	LOC4804978|XP_001361452.2|DPSE	LOC6495217|XP_001958825.1|DANA
OG0000003	LOC117183541|XP_033233567.1|DPSE, LOC4804974|XP_001361449.3|DPSE	LOC6495430|XP_001958829.1|DANA, LOC6495216|XP_001958826.1|DANA
OG0000005	LOC117183560|XP_033233682.1|DPSE	LOC6506069|XP_001967796.1|DANA
OG0000005	LOC6903934|XP_002136584.1|DPSE	LOC116655987|XP_032310872.1|DANA
OG0000006	LOC117183555|XP_033233668.1|DPSE, LOC26533162|XP_015035142.1|DPSE, LOC117185635|XP_033241721.1|DPSE, LOC26532290|XP_015035132.1|DPSE, LOC26532855|XP_015035139.1|DPSE, LOC26533430|XP_015035135.1|DPSE, LOC117185609|XP_033241638.1|DPSE, LOC117185636|XP_033241722.1|DPSE, LOC117185610|XP_033241639.1|DPSE	LOC116656005|XP_032310965.1|DANA
OG0000006	LOC26534208|XP_015035128.2|DPSE	LOC116655706|XP_032309462.1|DANA
OG0000006	LOC117183581|XP_033233838.1|DPSE	LOC116655713|XP_032309471.1|DANA, LOC116655984|XP_032310868.1|DANA, LOC6504947|XP_001964808.1|DANA, LOC6504195|XP_001967916.1|DANA, LOC6506066|XP_032309425.1|DANA, LOC6507218|XP_001956446.1|DANA
OG0000006	LOC117185637|XP_033241723.1|DPSE	LOC6503243|XP_001967890.1|DANA
OG0000007	LOC6900428|XP_002134819.1|DPSE	LOC6506540|XP_001957688.2|DANA
OG0000007	LOC5495512|XP_001353851.2|DPSE	LOC6493534|XP_001957954.1|DANA
OG0000007	LOC5495509|XP_001355939.3|DPSE	LOC6504215|XP_001965139.1|DANA
OG0000007	LOC4805058|XP_001361522.1|DPSE	LOC6495226|XP_001958809.1|DANA, LOC6495225|XP_001958810.1|DANA
OG0000007	LOC4816610|XP_001355938.2|DPSE	LOC6504214|XP_001965140.1|DANA
OG0000007	LOC4813941|XP_001354103.1|DPSE	LOC6507027|XP_001956797.1|DANA
OG0000007	LOC4816998|XP_001356721.3|DPSE	LOC6504218|XP_001965137.3|DANA, LOC6504217|XP_001965138.1|DANA
OG0000007	LOC4813497|XP_001353852.2|DPSE	LOC6493536|XP_001957956.2|DANA
OG0000007	LOC4813468|XP_001353840.2|DPSE	LOC6506391|XP_001957958.1|DANA
OG0000008	LOC4803265|XP_001360036.3|DPSE	LOC6501231|XP_001954812.1|DANA
OG0000008	LOC6900302|XP_002135624.1|DPSE	LOC6506513|XP_001957739.1|DANA
OG0000008	LOC6900304|XP_002135626.2|DPSE	LOC6493433|XP_001957742.1|DANA
OG0000008	LOC6903158|XP_002132860.2|DPSE	LOC6504295|XP_001965067.1|DANA
OG0000008	LOC6897538|XP_002137683.2|DPSE, LOC4802264|XP_001359219.2|DPSE	LOC6499974|XP_001953515.1|DANA
OG0000008	LOC4802270|XP_033239768.1|DPSE	LOC6500585|XP_001953520.1|DANA
OG0000008	LOC117184116|XP_033236234.1|DPSE	LOC6500584|XP_001953519.1|DANA
OG0000008	LOC4802269|XP_001359223.2|DPSE	LOC6499972|XP_001953521.2|DANA
OG0000009	LOC6897995|XP_002138092.2|DPSE	LOC6500401|XP_001953140.1|DANA
OG0000009	LOC4803283|XP_001360048.3|DPSE	LOC6500399|XP_001953138.1|DANA
OG0000009	LOC6897994|XP_002138091.2|DPSE, LOC4803281|XP_001360047.2|DPSE	LOC6500144|XP_001953137.1|DANA, LOC6500400|XP_001953139.2|DANA
OG0000009	LOC6897633|XP_002137776.2|DPSE, LOC6897632|XP_002137775.2|DPSE, LOC6897630|XP_002137773.2|DPSE, LOC6897583|XP_002137728.2|DPSE	LOC6506633|XP_001957500.1|DANA
OG0000009	LOC4805603|XP_001361980.2|DPSE	LOC6494113|XP_001960938.1|DANA
OG0000009	LOC4802604|XP_001359493.2|DPSE	LOC6500524|XP_001953390.1|DANA
OG0000009	LOC4804281|XP_001360862.1|DPSE	LOC6494922|XP_001959416.1|DANA
OG0000009	LOC6898444|XP_002138487.3|DPSE	LOC6494925|XP_001959413.1|DANA, LOC6494923|XP_001959415.2|DANA, LOC6494924|XP_001959414.1|DANA
OG0000010	LOC117185619|XP_033241650.1|DPSE, LOC117183603|XP_033233990.1|DPSE	LOC6500231|XP_001952977.1|DANA
OG0000010	LOC117185640|XP_033241727.1|DPSE	LOC116656007|XP_032310968.1|DANA
OG0000011	LOC6903257|XP_015036468.1|DPSE, LOC26534003|XP_015037011.2|DPSE, LOC6902418|XP_033235641.1|DPSE, LOC6902419|XP_015037014.2|DPSE, LOC26532842|XP_033240537.1|DPSE, LOC6903258|XP_033236331.1|DPSE, LOC117184128|XP_033236322.1|DPSE, LOC117184127|XP_033236312.1|DPSE, LOC6903259|XP_015036470.1|DPSE, LOC6900979|XP_033239557.1|DPSE, LOC6904000|XP_033239558.1|DPSE, LOC6903305|XP_002132493.1|DPSE, LOC6903279|XP_002132978.2|DPSE, LOC26533994|XP_033236319.1|DPSE, LOC117184073|XP_033236055.1|DPSE, LOC26533837|XP_033236050.1|DPSE, LOC117184074|XP_033236060.1|DPSE, LOC6903240|XP_033236052.1|DPSE, LOC6903239|XP_015036440.1|DPSE	LOC6503972|XP_001965213.2|DANA, LOC6498068|XP_032307307.1|DANA, LOC6503983|XP_014760411.1|DANA, LOC6502747|XP_014760371.2|DANA
OG0000011	LOC117183548|XP_033233646.1|DPSE, LOC6897642|XP_033241732.1|DPSE, LOC117185097|XP_033240835.1|DPSE	LOC6506691|XP_001957410.1|DANA
OG0000011	LOC6900040|XP_002135404.2|DPSE	LOC6502839|XP_001957409.2|DANA
OG0000011	LOC6897605|XP_002137750.2|DPSE	LOC6499942|XP_001953585.2|DANA
OG0000012	LOC4804261|XP_015039777.2|DPSE	LOC6495461|XP_014763319.1|DANA
OG0000012	LOC4804255|XP_001360842.2|DPSE	LOC6495183|XP_032306435.1|DANA, LOC6495182|XP_001958899.2|DANA
OG0000012	LOC4804254|XP_015039772.2|DPSE	LOC6495181|XP_001958900.1|DANA
OG0000012	LOC6898436|XP_033233736.1|DPSE	LOC6495184|XP_001958896.1|DANA
OG0000012	LOC26534343|XP_015039779.2|DPSE, LOC4804257|XP_033234499.1|DPSE, LOC6898437|XP_015039781.2|DPSE	LOC6495189|XP_001958891.1|DANA, LOC6495188|XP_001958892.1|DANA
OG0000012	LOC4804256|XP_015039778.2|DPSE	LOC6495186|XP_032306195.1|DANA, LOC6495187|XP_001958893.1|DANA, LOC6495185|XP_001958895.2|DANA
OG0000012	LOC4804263|XP_001360847.3|DPSE	LOC6495691|XP_001959390.1|DANA
OG0000012	LOC6898438|XP_002138480.2|DPSE	LOC6495692|XP_001959391.1|DANA
OG0000012	LOC4804265|XP_001360848.3|DPSE	LOC6495693|XP_001959392.1|DANA, LOC6495694|XP_001959393.2|DANA, LOC26514216|XP_014763990.1|DANA
OG0000012	LOC6898439|XP_002138481.3|DPSE	LOC6495695|XP_001959394.1|DANA
OG0000012	LOC4804266|XP_033235099.1|DPSE	LOC6495696|XP_032306537.1|DANA
OG0000013	LOC4805483|XP_001361878.1|DPSE	LOC6494224|XP_001960708.1|DANA
OG0000013	LOC4815139|XP_001354758.1|DPSE	LOC6502959|XP_001963513.1|DANA
OG0000013	LOC6897906|XP_002138008.2|DPSE, LOC4803092|XP_001359891.1|DPSE	LOC6494241|XP_001965950.1|DANA
OG0000013	LOC6900589|XP_002134962.1|DPSE	LOC6506687|XP_032309811.1|DANA
OG0000013	LOC4801399|XP_001358499.2|DPSE	LOC6500356|XP_001953043.1|DANA
OG0000013	LOC6897333|XP_033232478.1|DPSE, LOC4801762|XP_001358803.2|DPSE	LOC6500746|XP_001953834.1|DANA
OG0000013	LOC6896929|XP_033238114.1|DPSE, LOC4800844|XP_033238105.1|DPSE	LOC116655736|XP_032309488.1|DANA, LOC6499424|XP_001954664.1|DANA, LOC6501160|XP_001954666.1|DANA, LOC6501159|XP_001954665.1|DANA, LOC6502045|XP_032309431.1|DANA
OG0000015	LOC6902329|XP_002133283.3|DPSE, LOC6902626|XP_033236804.1|DPSE	LOC6497258|XP_001962453.2|DANA, LOC6497259|XP_014761594.1|DANA, LOC26515435|XP_014762433.2|DANA, LOC6502546|XP_001958772.2|DANA
OG0000016	LOC4801993|XP_001359004.1|DPSE	LOC6500386|XP_001953106.1|DANA
OG0000016	LOC6898475|XP_002138517.1|DPSE	LOC6495063|XP_001959144.1|DANA
OG0000016	LOC4801351|XP_001358460.1|DPSE	LOC6499904|XP_001953662.1|DANA
OG0000016	LOC4805675|XP_001362034.4|DPSE	LOC6494270|XP_001960623.3|DANA
OG0000016	LOC4814924|XP_001354857.1|DPSE	LOC6504746|XP_032309021.1|DANA
OG0000016	LOC26534122|XP_033239163.1|DPSE, LOC6898658|XP_004444310.1|DPSE	LOC6496662|XP_001961354.1|DANA
OG0000016	LOC6896970|XP_002137155.1|DPSE	LOC6501076|XP_001954513.1|DANA
OG0000016	LOC4812150|XP_001352883.1|DPSE	LOC6493807|XP_014764542.1|DANA
OG0000017	LOC4805006|XP_001361476.2|DPSE	LOC6494096|XP_001960985.1|DANA
OG0000017	LOC6898665|XP_002138670.2|DPSE, LOC4804841|XP_001361337.4|DPSE	LOC6493898|XP_001961368.1|DANA
OG0000017	LOC117183391|XP_033233068.1|DPSE, LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE, LOC4800683|XP_002137062.3|DPSE	LOC6499101|XP_001955295.3|DANA, LOC6499102|XP_001955294.1|DANA
OG0000017	LOC4804478|XP_001361036.2|DPSE	LOC6494709|XP_001959816.1|DANA
OG0000017	LOC4804840|XP_001361336.1|DPSE	LOC6496668|XP_001961367.1|DANA
OG0000017	LOC4804477|XP_001361035.3|DPSE	LOC6494707|XP_001959817.2|DANA
OG0000017	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE, LOC4817633|XP_002132903.2|DPSE	LOC6498649|XP_001963243.2|DANA
OG0000018	LOC5495511|XP_001353833.1|DPSE	LOC6493787|XP_001958436.1|DANA
OG0000018	LOC4813481|XP_001353829.1|DPSE	LOC6506161|XP_001958434.1|DANA
OG0000018	LOC6900715|XP_002135078.1|DPSE, LOC6900712|XP_002135075.1|DPSE, LOC6900714|XP_002135077.1|DPSE, LOC6900713|XP_002135076.1|DPSE	LOC6493789|XP_001958438.1|DANA
OG0000018	LOC6900711|XP_002135074.2|DPSE, LOC6900710|XP_002135073.3|DPSE	LOC6506167|XP_032310203.1|DANA, LOC6493788|XP_001958437.1|DANA, LOC6493792|XP_001958441.2|DANA, LOC6493785|XP_001958427.1|DANA, LOC6493790|XP_001958439.1|DANA, LOC6506166|XP_001958429.1|DANA
OG0000019	LOC6897057|XP_002137241.2|DPSE, LOC26533605|XP_015037040.2|DPSE, LOC6897058|XP_002137242.2|DPSE	LOC6505609|XP_001964601.1|DANA
OG0000019	LOC4801129|XP_033235715.1|DPSE	LOC6505613|XP_032305481.1|DANA
OG0000019	LOC4801131|XP_001358273.2|DPSE	LOC6505612|XP_001964599.1|DANA
OG0000019	LOC6897061|XP_002137245.2|DPSE, LOC6897060|XP_033233125.1|DPSE, LOC4801132|XP_001358274.2|DPSE	LOC6505608|XP_001964602.1|DANA
OG0000020	LOC6896759|XP_002136966.1|DPSE	LOC6499398|XP_032312200.1|DANA
OG0000020	LOC4803770|XP_001360432.3|DPSE	LOC6494967|XP_001959313.1|DANA
OG0000020	LOC6902791|XP_002132528.2|DPSE	LOC6497509|XP_001961936.3|DANA, LOC26514839|XP_032307435.1|DANA, LOC26514326|XP_014762314.1|DANA, LOC6497508|XP_032307386.1|DANA
OG0000020	LOC117183221|XP_033232918.1|DPSE	LOC6500139|XP_032312147.1|DANA
OG0000020	LOC6897832|XP_002137937.1|DPSE	LOC6501153|XP_001954651.1|DANA
OG0000020	LOC4818201|XP_033236143.1|DPSE	LOC6506852|XP_001965261.1|DANA
OG0000021	LOC6898835|XP_002138808.1|DPSE	LOC26515395|XP_032312045.1|DANA
OG0000021	LOC6898834|XP_002138807.1|DPSE	LOC6502914|XP_001967640.3|DANA
OG0000021	LOC6898840|XP_002138811.3|DPSE	LOC6494472|XP_001960263.1|DANA
OG0000021	LOC4805268|XP_001361693.2|DPSE	LOC6494465|XP_001960278.1|DANA
OG0000021	LOC6901774|XP_002134444.3|DPSE, LOC6901777|XP_002134447.3|DPSE	LOC6496057|XP_001960127.1|DANA
OG0000021	LOC6898836|XP_002138809.1|DPSE	LOC6502328|XP_014759082.1|DANA
OG0000021	LOC6897478|XP_002137627.1|DPSE	LOC6503446|XP_001967498.1|DANA
OG0000021	LOC4800831|XP_001358035.1|DPSE	LOC6499833|XP_001953817.3|DANA
OG0000021	LOC6901811|XP_002134479.1|DPSE	LOC6503731|XP_032308490.1|DANA
OG0000022	LOC4804646|XP_033234778.1|DPSE	LOC6495509|XP_001959002.1|DANA
OG0000022	LOC6899947|XP_002135315.1|DPSE	LOC6492952|XP_001956727.1|DANA
OG0000022	LOC6899949|XP_002135317.2|DPSE, LOC6899956|XP_002135324.1|DPSE, LOC6899953|XP_002135321.1|DPSE	LOC6507068|XP_001956719.1|DANA, LOC116655744|XP_032309533.1|DANA, LOC6492948|XP_001956720.1|DANA
OG0000022	LOC6899951|XP_002135319.3|DPSE, LOC6899954|XP_002135322.1|DPSE, LOC6899950|XP_002135318.2|DPSE, LOC6899952|XP_002135320.3|DPSE, LOC6899955|XP_002135323.1|DPSE	LOC116655906|XP_032310747.1|DANA, LOC116655745|XP_032309535.1|DANA, LOC6492947|XP_032309534.1|DANA, LOC6492949|XP_001956722.1|DANA
OG0000022	LOC4812049|XP_001352467.1|DPSE	LOC6507069|XP_001956716.1|DANA
OG0000022	LOC6899946|XP_002135314.1|DPSE	LOC6492946|XP_001956717.1|DANA
OG0000023	LOC4802962|XP_001359775.3|DPSE	LOC6500077|XP_001953265.1|DANA
OG0000023	LOC4802964|XP_001359777.4|DPSE	LOC6500461|XP_001953266.1|DANA
OG0000023	LOC4804210|XP_001360806.2|DPSE	LOC6494760|XP_001959725.1|DANA
OG0000023	LOC6897865|XP_033232678.1|DPSE	LOC6500076|XP_001953267.1|DANA
OG0000023	LOC4802957|XP_001359771.3|DPSE	LOC6500083|XP_001953259.2|DANA
OG0000023	LOC5495505|XP_001359769.4|DPSE	LOC6500087|XP_001953255.2|DANA
OG0000023	LOC5384073|XP_001359768.2|DPSE	LOC6500085|XP_032312233.1|DANA
OG0000023	LOC4802956|XP_015038205.2|DPSE	LOC6500088|XP_014766376.1|DANA
OG0000024	LOC5495520|XP_001361563.3|DPSE	LOC6495396|XP_001958754.1|DANA, LOC6495253|XP_001958752.1|DANA
OG0000024	LOC4805107|XP_001361564.1|DPSE	LOC6495252|XP_001958753.1|DANA
OG0000024	LOC6899225|XP_002136299.3|DPSE	LOC6498256|XP_001962412.1|DANA
OG0000024	LOC5495508|XP_001361566.2|DPSE	LOC6495254|XP_001958751.1|DANA
OG0000024	LOC4805028|XP_001361496.1|DPSE	LOC6496529|XP_001961079.1|DANA
OG0000025	LOC6901557|XP_002134231.1|DPSE	LOC6498525|XP_001962995.1|DANA
OG0000025	LOC117183559|XP_033233680.1|DPSE, LOC117183558|XP_033233678.1|DPSE	LOC116655982|XP_032310866.1|DANA
OG0000026	LOC4814777|XP_001354707.2|DPSE	LOC6505023|XP_001965614.1|DANA
OG0000026	LOC4818162|XP_001357184.4|DPSE	LOC6498214|XP_001962316.1|DANA
OG0000026	LOC4815876|XP_001355332.2|DPSE	LOC6502964|XP_001963504.1|DANA
OG0000026	LOC4801930|XP_001358948.3|DPSE, LOC6897388|XP_002137540.2|DPSE	LOC6499160|XP_001955195.1|DANA, LOC6499161|XP_001955194.1|DANA
OG0000026	LOC4800860|XP_001358060.2|DPSE	LOC6500045|XP_001953325.1|DANA
OG0000027	LOC6902829|XP_002132565.2|DPSE	LOC6497408|XP_001962144.1|DANA
OG0000027	LOC4817432|XP_001356466.2|DPSE	LOC6497406|XP_001962147.2|DANA
OG0000027	LOC4816919|XP_001356465.1|DPSE	LOC6497407|XP_001962145.1|DANA
OG0000028	LOC6900255|XP_002135584.2|DPSE	LOC116655895|XP_032310688.1|DANA
OG0000028	LOC6900007|XP_002135372.2|DPSE	LOC6506803|XP_001957208.1|DANA
OG0000029	LOC117183538|XP_033233522.1|DPSE, LOC6898458|XP_002138501.2|DPSE	LOC116655417|XP_032309201.1|DANA
OG0000029	LOC26533066|XP_015039817.2|DPSE	LOC6502513|XP_001960684.2|DANA
OG0000029	LOC6897267|XP_033233167.1|DPSE	LOC26514560|XP_014767301.1|DANA, LOC6502609|XP_001955595.2|DANA
OG0000029	LOC4813458|XP_001353977.2|DPSE	LOC6506262|XP_014764698.1|DANA
OG0000030	LOC4817563|XP_001356970.3|DPSE	LOC6504294|XP_001965069.1|DANA
OG0000030	LOC4817564|XP_002132859.2|DPSE	LOC6502755|XP_001965071.1|DANA, LOC6502754|XP_001965074.2|DANA
OG0000030	LOC6903157|XP_002132858.2|DPSE, LOC4817562|XP_001356969.3|DPSE	LOC6504293|XP_001965070.2|DANA, LOC6504292|XP_001965072.2|DANA, LOC6504291|XP_001965073.2|DANA
OG0000030	LOC4816660|XP_001355989.2|DPSE	LOC6496715|XP_001967320.2|DANA, LOC116655435|XP_032309226.1|DANA
OG0000030	LOC4804482|XP_001361038.2|DPSE	LOC6494711|XP_001959810.1|DANA
OG0000030	LOC4816069|XP_001355235.2|DPSE	LOC6504640|XP_001966489.1|DANA
OG0000030	LOC4815215|XP_001354948.2|DPSE	LOC6503160|XP_001963545.1|DANA
OG0000031	LOC6902663|XP_015036753.2|DPSE	LOC6493999|XP_001961166.1|DANA, LOC6496566|XP_001961169.2|DANA
OG0000031	LOC6902656|XP_002133172.3|DPSE, LOC6902659|XP_033236257.1|DPSE, LOC6902665|XP_002133181.3|DPSE, LOC117184065|XP_033236023.1|DPSE	LOC6502572|XP_001959893.2|DANA, LOC6502573|XP_001959894.2|DANA
OG0000031	LOC26533742|XP_033235774.1|DPSE	LOC6496944|XP_001963083.2|DANA
OG0000032	LOC6896921|XP_033236577.1|DPSE	LOC6500725|XP_032312300.1|DANA
OG0000032	LOC4800814|XP_001358021.1|DPSE	LOC6500728|XP_001953801.1|DANA
OG0000032	LOC4800811|XP_001358020.3|DPSE	LOC6500726|XP_032305502.1|DANA
OG0000033	LOC6898089|XP_002138174.1|DPSE	LOC6494619|XP_001959999.1|DANA
OG0000033	LOC6898093|XP_002138175.2|DPSE	LOC6495993|XP_001960000.1|DANA
OG0000033	LOC4800868|XP_001358066.3|DPSE	LOC6501373|XP_001955098.3|DANA, LOC6502622|XP_032305620.1|DANA, LOC116656581|XP_032312240.1|DANA
OG0000034	LOC4817450|XP_001356533.3|DPSE	LOC6498174|XP_001962232.1|DANA
OG0000034	LOC4817037|XP_001356534.3|DPSE	LOC6498176|XP_001962234.2|DANA, LOC6498175|XP_001962233.1|DANA
OG0000034	LOC6902878|XP_002132612.2|DPSE	LOC6498177|XP_001962235.2|DANA, LOC26515374|XP_014762427.1|DANA, LOC6498178|XP_001962236.1|DANA
OG0000034	LOC6902430|XP_033236728.1|DPSE, LOC6902429|XP_002133363.2|DPSE	LOC6498552|XP_001963046.3|DANA
OG0000034	LOC4816157|XP_001355874.3|DPSE	LOC6498487|XP_032311321.1|DANA, LOC116656026|XP_032311054.1|DANA, LOC6497780|XP_001961435.2|DANA
OG0000036	LOC6897873|XP_002137975.2|DPSE	LOC6500465|XP_001953274.1|DANA
OG0000036	LOC4801521|XP_033232300.1|DPSE	LOC6505844|XP_001964473.1|DANA
OG0000036	LOC4802757|XP_001359618.3|DPSE	LOC6500980|XP_001954293.1|DANA
OG0000036	LOC117183241|XP_033232365.1|DPSE	LOC116656032|XP_032311076.1|DANA
OG0000036	LOC4800563|XP_033232364.1|DPSE	LOC6499049|XP_001955412.1|DANA
OG0000037	LOC4803745|XP_001360410.4|DPSE	LOC6493979|XP_001961214.2|DANA
OG0000037	LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE, LOC6896994|XP_033232725.1|DPSE	LOC6498848|XP_001955809.2|DANA
OG0000038	LOC4812152|XP_001352947.2|DPSE	LOC6506319|XP_001958116.1|DANA
OG0000038	LOC6900265|XP_002135594.2|DPSE	LOC6492929|XP_032310430.1|DANA
OG0000039	LOC6897556|XP_033241818.1|DPSE	LOC6501134|XP_001954615.2|DANA
OG0000039	LOC4815394|XP_001354810.3|DPSE	LOC6502398|XP_001967387.3|DANA
OG0000039	LOC4814563|XP_001354811.1|DPSE	LOC6504273|XP_001967388.1|DANA
OG0000039	LOC6901425|XP_002134111.2|DPSE	LOC6504271|XP_032308876.1|DANA
OG0000039	LOC6901668|XP_002134337.3|DPSE	LOC6503200|XP_032311880.1|DANA
OG0000040	LOC6897940|XP_033236826.1|DPSE, LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE	LOC6501033|XP_001954424.1|DANA
OG0000040	LOC4803144|XP_001359934.2|DPSE	LOC6499533|XP_001954425.2|DANA
OG0000040	LOC117183223|XP_033241858.1|DPSE, LOC117185673|XP_033241861.1|DPSE, LOC6897578|XP_015037767.2|DPSE, LOC13036406|XP_033241860.1|DPSE	LOC6500946|XP_001954224.1|DANA
OG0000040	LOC4803208|XP_001359988.4|DPSE	LOC6500944|XP_001954222.1|DANA
OG0000040	LOC4801113|XP_001358260.2|DPSE	LOC6505623|XP_001964581.1|DANA
OG0000041	LOC6897576|XP_002137721.2|DPSE, LOC6897577|XP_002137722.1|DPSE	LOC6500348|XP_001953017.1|DANA, LOC6500349|XP_001953018.1|DANA, LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA
OG0000041	LOC4802353|XP_001359283.3|DPSE	LOC6500352|XP_001953027.2|DANA
OG0000041	LOC6897572|XP_033240353.1|DPSE	LOC26513865|XP_032307158.1|DANA
OG0000042	LOC6902242|XP_002133769.2|DPSE	LOC26515385|XP_014759495.2|DANA
OG0000042	LOC4804794|XP_001361299.3|DPSE	LOC6495008|XP_001959230.2|DANA
OG0000042	LOC5495510|XP_001361301.4|DPSE	LOC6495010|XP_001959228.2|DANA
OG0000042	LOC6898652|XP_002138657.1|DPSE, LOC4804796|XP_033234018.1|DPSE, LOC6898651|XP_033233475.1|DPSE, LOC6902899|XP_002132633.1|DPSE	LOC6495011|XP_001959229.1|DANA
OG0000042	LOC4804792|XP_001361298.2|DPSE	LOC6495009|XP_001959227.2|DANA
OG0000043	LOC4803128|XP_001359922.2|DPSE	LOC6501040|XP_001954441.3|DANA
OG0000043	LOC4803135|XP_001359927.2|DPSE, LOC6897936|XP_002138038.2|DPSE	LOC6499525|XP_001954440.1|DANA
OG0000043	LOC4803126|XP_001359920.4|DPSE	LOC6499523|XP_032311279.1|DANA
OG0000043	LOC6897937|XP_002138039.2|DPSE	LOC6501039|XP_001954437.1|DANA
OG0000043	LOC4803132|XP_001359925.3|DPSE	LOC6502673|XP_001954436.1|DANA
OG0000044	LOC4802344|XP_001359278.1|DPSE	LOC6500203|XP_032305729.1|DANA
OG0000044	LOC6897570|XP_033232296.1|DPSE, LOC6899656|XP_033239795.1|DPSE	LOC6500197|XP_001953036.1|DANA, LOC26515569|XP_014767439.1|DANA
OG0000044	LOC6897571|XP_033232533.1|DPSE, LOC4802345|XP_001359279.2|DPSE	LOC6500202|XP_001953032.2|DANA, LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA
OG0000044	LOC4802849|XP_001359684.3|DPSE	LOC6499418|XP_001954679.1|DANA
OG0000045	LOC4812813|XP_033238456.1|DPSE	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC4813084|XP_001353641.2|DPSE	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA
