Orthogroup	DPSE.longest_only	DMIR.longest_only
OG0000003	LOC4804978|XP_001361452.2|DPSE	LOC117193381|XP_033253996.1|DMIR, LOC108160276|XP_017149647.1|DMIR
OG0000003	LOC117183541|XP_033233567.1|DPSE	LOC108160277|XP_033246842.1|DMIR
OG0000003	LOC4804974|XP_001361449.3|DPSE	LOC108160733|XP_017150409.1|DMIR
OG0000003	LOC6902590|XP_002133118.2|DPSE	LOC108163634|XP_017154532.1|DMIR
OG0000004	LOC6901706|XP_002134374.3|DPSE, LOC26534400|XP_015042050.2|DPSE	LOC117187175|XP_033245162.1|DMIR, LOC117186051|XP_033242021.1|DMIR
OG0000005	LOC6901707|XP_002134375.1|DPSE	LOC117188269|XP_033247714.1|DMIR, LOC117186052|XP_033242023.1|DMIR
OG0000005	LOC6901701|XP_015042049.1|DPSE	LOC108164485|XP_017155735.2|DMIR
OG0000006	LOC117183555|XP_033233668.1|DPSE, LOC26533162|XP_015035142.1|DPSE, LOC117185635|XP_033241721.1|DPSE, LOC26532290|XP_015035132.1|DPSE, LOC26532855|XP_015035139.1|DPSE, LOC26533430|XP_015035135.1|DPSE, LOC117185609|XP_033241638.1|DPSE, LOC117185636|XP_033241722.1|DPSE, LOC117185610|XP_033241639.1|DPSE	LOC117187301|XP_033245562.1|DMIR
OG0000006	LOC117183581|XP_033233838.1|DPSE	LOC108156704|XP_017143842.2|DMIR
OG0000007	LOC6900428|XP_002134819.1|DPSE	LOC108153040|XP_017138288.1|DMIR
OG0000007	LOC5495512|XP_001353851.2|DPSE	LOC108153675|XP_017139280.1|DMIR
OG0000007	LOC5495507|XP_001353849.1|DPSE	LOC108152481|XP_017137344.1|DMIR
OG0000007	LOC5495509|XP_001355939.3|DPSE	LOC108163948|XP_017154978.1|DMIR
OG0000007	LOC4805058|XP_001361522.1|DPSE	LOC117188471|XP_033248275.1|DMIR, LOC108158175|XP_017145882.2|DMIR
OG0000007	LOC4800234|XP_001357614.1|DPSE	LOC117187389|XP_033245847.1|DMIR, LOC117187383|XP_033245816.1|DMIR, LOC108157498|XP_033245840.1|DMIR
OG0000007	LOC6896707|XP_002136921.2|DPSE	LOC108157499|XP_017145088.2|DMIR
OG0000007	LOC4816610|XP_001355938.2|DPSE	LOC108164248|XP_017155372.1|DMIR
OG0000007	LOC4813941|XP_001354103.1|DPSE	LOC108165521|XP_017157067.1|DMIR
OG0000007	LOC4816998|XP_001356721.3|DPSE	LOC108164169|XP_017155268.2|DMIR
OG0000007	LOC4813497|XP_001353852.2|DPSE	LOC108152483|XP_017137346.1|DMIR
OG0000007	LOC4813468|XP_001353840.2|DPSE	LOC108152484|XP_017137347.1|DMIR
OG0000008	LOC4803265|XP_001360036.3|DPSE	LOC108154982|XP_017141010.1|DMIR
OG0000008	LOC6900302|XP_002135624.1|DPSE	LOC108151537|XP_017135681.1|DMIR
OG0000008	LOC6900304|XP_002135626.2|DPSE	LOC108151536|XP_017135679.1|DMIR
OG0000008	LOC6903158|XP_002132860.2|DPSE	LOC108161577|XP_017151355.1|DMIR
OG0000008	LOC4802264|XP_001359219.2|DPSE	LOC108154402|XP_017140161.1|DMIR
OG0000008	LOC4802270|XP_033239768.1|DPSE	LOC108153895|XP_033244232.1|DMIR
OG0000008	LOC4802265|XP_001359220.2|DPSE	LOC108154495|XP_017140285.1|DMIR
OG0000008	LOC4802267|XP_001359221.4|DPSE	LOC108154515|XP_017140305.2|DMIR
OG0000008	LOC117184116|XP_033236234.1|DPSE	LOC108153896|XP_017139483.1|DMIR
OG0000008	LOC4802269|XP_001359223.2|DPSE	LOC108154491|XP_017140280.1|DMIR
OG0000009	LOC6897995|XP_002138092.2|DPSE	LOC108157813|XP_017145500.1|DMIR
OG0000009	LOC4803283|XP_001360048.3|DPSE	LOC108154360|XP_017140115.1|DMIR
OG0000009	LOC6897994|XP_002138091.2|DPSE	LOC108157783|XP_017145461.1|DMIR
OG0000009	LOC4803281|XP_001360047.2|DPSE	LOC108157739|XP_017145406.1|DMIR
OG0000009	LOC6897633|XP_002137776.2|DPSE	LOC108157842|XP_017145534.1|DMIR
OG0000009	LOC6897632|XP_002137775.2|DPSE	LOC108157418|XP_017144958.2|DMIR
OG0000009	LOC6897630|XP_002137773.2|DPSE	LOC108157419|XP_017144960.2|DMIR
OG0000009	LOC6897583|XP_002137728.2|DPSE	LOC108154524|XP_017140312.1|DMIR
OG0000009	LOC4805603|XP_001361980.2|DPSE	LOC108158206|XP_017145918.1|DMIR, LOC117192818|XP_033253474.1|DMIR
OG0000009	LOC4802604|XP_001359493.2|DPSE	LOC108154377|XP_017140130.1|DMIR
OG0000009	LOC4804281|XP_001360862.1|DPSE	LOC108160943|XP_017150721.1|DMIR
OG0000009	LOC6898444|XP_002138487.3|DPSE	LOC108158336|XP_017146065.1|DMIR
OG0000010	LOC117183603|XP_033233990.1|DPSE	LOC108156705|XP_033245573.1|DMIR
OG0000010	LOC117185618|XP_033241648.1|DPSE, LOC117185640|XP_033241727.1|DPSE	LOC117187315|XP_033245579.1|DMIR, LOC108156795|XP_017143963.1|DMIR
OG0000010	LOC26532676|XP_015035129.1|DPSE	LOC117187312|XP_033245576.1|DMIR
OG0000010	LOC26532710|XP_015035140.1|DPSE	LOC117187316|XP_033245580.1|DMIR
OG0000010	LOC117183563|XP_033233697.1|DPSE	LOC117187314|XP_033245578.1|DMIR
OG0000011	LOC6903257|XP_015036468.1|DPSE	LOC117185695|XP_017152271.2|DMIR
OG0000011	LOC6902419|XP_015037014.2|DPSE	LOC108163065|XP_017153628.2|DMIR, LOC117188829|XP_033249173.1|DMIR
OG0000011	LOC26532842|XP_033240537.1|DPSE	LOC108164675|XP_017156017.1|DMIR
OG0000011	LOC6903258|XP_033236331.1|DPSE	LOC108162189|XP_033249910.1|DMIR
OG0000011	LOC117184128|XP_033236322.1|DPSE, LOC117184127|XP_033236312.1|DPSE	LOC108162187|XP_017152275.1|DMIR
OG0000011	LOC6903259|XP_015036470.1|DPSE	LOC108162186|XP_017152273.1|DMIR
OG0000011	LOC6900979|XP_033239557.1|DPSE, LOC6904000|XP_033239558.1|DPSE, LOC6903305|XP_002132493.1|DPSE	LOC117188852|XP_033249240.1|DMIR
OG0000011	LOC6903279|XP_002132978.2|DPSE	LOC108163629|XP_017154523.1|DMIR
OG0000011	LOC26533994|XP_033236319.1|DPSE	LOC108162188|XP_017152278.1|DMIR
OG0000011	LOC117184073|XP_033236055.1|DPSE	LOC108163972|XP_017155018.1|DMIR
OG0000011	LOC26533837|XP_033236050.1|DPSE	LOC117185693|XP_017154036.1|DMIR
OG0000011	LOC117184074|XP_033236060.1|DPSE	LOC117188957|XP_033249531.1|DMIR
OG0000011	LOC6903240|XP_033236052.1|DPSE	LOC108162812|XP_017153212.1|DMIR
OG0000011	LOC6903239|XP_015036440.1|DPSE	LOC108162815|XP_017153219.1|DMIR
OG0000011	LOC117183548|XP_033233646.1|DPSE, LOC6897642|XP_033241732.1|DPSE, LOC117185097|XP_033240835.1|DPSE	LOC108165384|XP_017156911.1|DMIR
OG0000011	LOC6900040|XP_002135404.2|DPSE	LOC108153161|XP_017138453.1|DMIR
OG0000011	LOC6897605|XP_002137750.2|DPSE	LOC108154131|XP_017139754.1|DMIR
OG0000012	LOC4804261|XP_015039777.2|DPSE	LOC108159199|XP_017147755.1|DMIR
OG0000012	LOC4804255|XP_001360842.2|DPSE	LOC117185759|XP_033246859.1|DMIR, LOC108159198|XP_017147751.2|DMIR
OG0000012	LOC4804254|XP_015039772.2|DPSE	LOC117190016|XP_033250998.1|DMIR, LOC108159196|XP_017147750.1|DMIR
OG0000012	LOC6898436|XP_033233736.1|DPSE	LOC108160856|XP_017150607.1|DMIR, LOC117190381|XP_033251353.1|DMIR
OG0000012	LOC26534343|XP_015039779.2|DPSE	LOC108161008|XP_017150804.1|DMIR
OG0000012	LOC4804257|XP_033234499.1|DPSE	LOC117185969|XP_033248320.1|DMIR
OG0000012	LOC6898437|XP_015039781.2|DPSE	LOC108157993|XP_033248087.1|DMIR
OG0000012	LOC4804256|XP_015039778.2|DPSE	LOC108160910|XP_017150675.1|DMIR
OG0000012	LOC4804263|XP_001360847.3|DPSE	LOC108158925|XP_017147218.1|DMIR
OG0000012	LOC6898438|XP_002138480.2|DPSE	LOC108158929|XP_017147224.1|DMIR
OG0000012	LOC4804265|XP_001360848.3|DPSE	LOC108158928|XP_017147221.1|DMIR
OG0000012	LOC6898439|XP_002138481.3|DPSE	LOC108158930|XP_017147225.1|DMIR, LOC117191852|XP_033252511.1|DMIR
OG0000012	LOC4804266|XP_033235099.1|DPSE	LOC108158927|XP_017147219.1|DMIR
OG0000013	LOC4805483|XP_001361878.1|DPSE	LOC108158589|XP_017146529.2|DMIR, LOC117187892|XP_033246717.1|DMIR
OG0000013	LOC4815139|XP_001354758.1|DPSE	LOC108152903|XP_017138042.1|DMIR
OG0000013	LOC6897906|XP_002138008.2|DPSE	LOC108157123|XP_017144495.1|DMIR
OG0000013	LOC4803092|XP_001359891.1|DPSE	LOC108156384|XP_017143289.1|DMIR
OG0000013	LOC6900589|XP_002134962.1|DPSE	LOC108151516|XP_033243870.1|DMIR
OG0000013	LOC6897333|XP_033232478.1|DPSE, LOC4801762|XP_001358803.2|DPSE	LOC108154911|XP_017140853.2|DMIR, LOC117187087|XP_033244842.1|DMIR
OG0000013	LOC6896929|XP_033238114.1|DPSE	LOC117187120|XP_033245008.1|DMIR
OG0000013	LOC4800844|XP_033238105.1|DPSE	LOC117187121|XP_033245009.1|DMIR, LOC108154243|XP_017139966.2|DMIR
OG0000014	LOC117184937|XP_033240069.1|DPSE	LOC117194202|XP_033254747.1|DMIR
OG0000014	LOC117184691|XP_033239208.1|DPSE	LOC117187283|XP_033245529.1|DMIR, LOC117188923|XP_033249427.1|DMIR, LOC117190995|XP_033251866.1|DMIR, LOC117190996|XP_033251868.1|DMIR, LOC117187284|XP_033245536.1|DMIR, LOC117190994|XP_033251864.1|DMIR, LOC117193214|XP_033253857.1|DMIR, LOC117188071|XP_033247263.1|DMIR, LOC117193280|XP_033253914.1|DMIR, LOC117190484|XP_033251443.1|DMIR, LOC117190998|XP_033251870.1|DMIR, LOC117190997|XP_033251869.1|DMIR, LOC117190182|XP_033251135.1|DMIR, LOC117190999|XP_033251871.1|DMIR, LOC117194182|XP_033254730.1|DMIR, LOC117194879|XP_033255231.1|DMIR, LOC117188041|XP_033247100.1|DMIR, LOC117187990|XP_033246959.1|DMIR
OG0000015	LOC13036345|XP_003736506.3|DPSE	LOC108154428|XP_017140186.1|DMIR
OG0000015	LOC26532120|XP_015041304.2|DPSE	LOC108160096|XP_017149373.1|DMIR
OG0000015	LOC6898242|XP_002138308.2|DPSE	LOC108158178|XP_017145884.1|DMIR, LOC117190962|XP_033251844.1|DMIR
OG0000015	LOC6902209|XP_015041303.2|DPSE	LOC108160103|XP_017149386.1|DMIR
OG0000015	LOC6902329|XP_002133283.3|DPSE, LOC6902626|XP_033236804.1|DPSE	LOC108162329|XP_017152508.1|DMIR, LOC108162330|XP_017152509.1|DMIR
OG0000016	LOC4801993|XP_001359004.1|DPSE	LOC108156024|XP_017142762.1|DMIR
OG0000016	LOC6898475|XP_002138517.1|DPSE	LOC108160302|XP_017149703.1|DMIR, LOC117190705|XP_033251658.1|DMIR
OG0000016	LOC6903211|XP_002132912.2|DPSE	LOC117189116|XP_033250014.1|DMIR, LOC108161538|XP_033250015.1|DMIR
OG0000016	LOC4801351|XP_001358460.1|DPSE	LOC108155657|XP_017142098.1|DMIR
OG0000016	LOC4805675|XP_001362034.4|DPSE	LOC108159552|XP_017148467.1|DMIR, LOC117192977|XP_033253595.1|DMIR
OG0000016	LOC26533720|XP_015036728.2|DPSE	LOC108162328|XP_017152507.1|DMIR
OG0000016	LOC4814924|XP_001354857.1|DPSE	LOC108154361|XP_017140118.1|DMIR
OG0000016	LOC26534122|XP_033239163.1|DPSE	LOC117195216|XP_033255740.1|DMIR
OG0000016	LOC6898658|XP_004444310.1|DPSE	LOC108159228|XP_017147821.1|DMIR
OG0000016	LOC6896970|XP_002137155.1|DPSE	LOC108156493|XP_017143475.1|DMIR
OG0000016	LOC4812150|XP_001352883.1|DPSE	LOC108150995|XP_017134834.1|DMIR
OG0000017	LOC4805006|XP_001361476.2|DPSE	LOC108160150|XP_017149453.1|DMIR
OG0000017	LOC6898665|XP_002138670.2|DPSE	LOC108159969|XP_017149141.1|DMIR
OG0000017	LOC4804841|XP_001361337.4|DPSE	LOC108158038|XP_017145672.2|DMIR
OG0000017	LOC117183391|XP_033233068.1|DPSE	LOC108154022|XP_017139603.2|DMIR
OG0000017	LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE	LOC117191555|XP_033252276.1|DMIR
OG0000017	LOC4804478|XP_001361036.2|DPSE	LOC108160759|XP_017150448.1|DMIR
OG0000017	LOC4804840|XP_001361336.1|DPSE	LOC108159970|XP_017149142.1|DMIR
OG0000017	LOC4804477|XP_001361035.3|DPSE	LOC108157934|XP_017145566.1|DMIR
OG0000017	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE	LOC108161535|XP_017151304.1|DMIR
OG0000017	LOC4817633|XP_002132903.2|DPSE	LOC108161536|XP_017151305.1|DMIR
OG0000018	LOC5495511|XP_001353833.1|DPSE	LOC108150828|XP_017134625.1|DMIR
OG0000018	LOC4813480|XP_001353827.2|DPSE	LOC108165544|XP_017157106.1|DMIR
OG0000018	LOC4813481|XP_001353829.1|DPSE	LOC108150854|XP_017134645.1|DMIR
OG0000018	LOC6900715|XP_002135078.1|DPSE, LOC6900712|XP_002135075.1|DPSE	LOC108150808|XP_017134601.1|DMIR, LOC108165552|XP_017157116.1|DMIR
OG0000018	LOC6900714|XP_002135077.1|DPSE, LOC6900713|XP_002135076.1|DPSE	LOC108165550|XP_017157115.1|DMIR, LOC108150800|XP_017134593.1|DMIR
OG0000018	LOC6900711|XP_002135074.2|DPSE, LOC6900710|XP_002135073.3|DPSE	LOC108150838|XP_017134636.2|DMIR, LOC108165543|XP_017157105.1|DMIR
OG0000019	LOC6897057|XP_002137241.2|DPSE	LOC108157046|XP_017144351.1|DMIR
OG0000019	LOC26533605|XP_015037040.2|DPSE	LOC108157045|XP_017144349.1|DMIR
OG0000019	LOC6897058|XP_002137242.2|DPSE	LOC108157044|XP_017144348.1|DMIR
OG0000019	LOC4801129|XP_033235715.1|DPSE	LOC108157037|XP_017144339.1|DMIR
OG0000019	LOC4801131|XP_001358273.2|DPSE	LOC108157043|XP_017144347.2|DMIR
OG0000019	LOC6897060|XP_033233125.1|DPSE	LOC108157041|XP_017144346.1|DMIR, LOC108153982|XP_033245000.1|DMIR
OG0000019	LOC4801132|XP_001358274.2|DPSE	LOC108157040|XP_017144345.2|DMIR
OG0000020	LOC6896759|XP_002136966.1|DPSE	LOC108156412|XP_017143346.1|DMIR
OG0000020	LOC4803770|XP_001360432.3|DPSE	LOC108159642|XP_033248178.1|DMIR
OG0000020	LOC6902791|XP_002132528.2|DPSE	LOC108163672|XP_017154587.1|DMIR
OG0000020	LOC117183221|XP_033232918.1|DPSE	LOC108155178|XP_017141337.1|DMIR
OG0000020	LOC6897832|XP_002137937.1|DPSE	LOC108156137|XP_017142939.1|DMIR
OG0000020	LOC4818201|XP_033236143.1|DPSE	LOC108163835|XP_033249247.1|DMIR
OG0000021	LOC6900570|XP_002134946.1|DPSE	LOC108153591|XP_017139161.1|DMIR
OG0000021	LOC6898833|XP_002138806.2|DPSE	LOC117185775|XP_033246995.1|DMIR
OG0000021	LOC6898835|XP_002138808.1|DPSE	LOC117188002|XP_033246994.1|DMIR, LOC108160898|XP_017150659.2|DMIR
OG0000021	LOC6898834|XP_002138807.1|DPSE	LOC108159771|XP_017148818.1|DMIR, LOC117193201|XP_033253843.1|DMIR
OG0000021	LOC6898840|XP_002138811.3|DPSE	LOC108159581|XP_017148519.1|DMIR
OG0000021	LOC4805268|XP_001361693.2|DPSE	LOC108160670|XP_017150305.2|DMIR, LOC117188150|XP_033247446.1|DMIR
OG0000021	LOC6901774|XP_002134444.3|DPSE, LOC6901777|XP_002134447.3|DPSE	LOC117185989|XP_033241901.1|DMIR, LOC108162397|XP_033252470.1|DMIR
OG0000021	LOC6898836|XP_002138809.1|DPSE	LOC108160899|XP_017150660.1|DMIR, LOC117193202|XP_033253844.1|DMIR
OG0000021	LOC6901473|XP_033238237.1|DPSE	LOC108164567|XP_033246575.1|DMIR
OG0000021	LOC6897478|XP_002137627.1|DPSE	LOC108156061|XP_017142833.1|DMIR
OG0000021	LOC4800831|XP_001358035.1|DPSE	LOC108156847|XP_017144055.1|DMIR
OG0000021	LOC6901811|XP_002134479.1|DPSE	LOC108164951|XP_017156435.1|DMIR
OG0000022	LOC4804646|XP_033234778.1|DPSE	LOC108158428|XP_017146199.1|DMIR, LOC117193272|XP_033253907.1|DMIR, LOC117193269|XP_033253905.1|DMIR
OG0000022	LOC6899947|XP_002135315.1|DPSE	LOC108152468|XP_017137324.1|DMIR
OG0000022	LOC6899949|XP_002135317.2|DPSE, LOC6899956|XP_002135324.1|DPSE, LOC6899953|XP_002135321.1|DPSE	LOC108152474|XP_017137333.2|DMIR, LOC117186204|XP_033242420.1|DMIR, LOC108152475|XP_017137334.2|DMIR
OG0000022	LOC6899951|XP_002135319.3|DPSE	LOC108152473|XP_017137331.1|DMIR
OG0000022	LOC4812049|XP_001352467.1|DPSE	LOC108152470|XP_017137327.1|DMIR
OG0000022	LOC6899946|XP_002135314.1|DPSE	LOC108152469|XP_017137325.1|DMIR
OG0000022	LOC6899948|XP_002135316.2|DPSE	LOC108152471|XP_017137328.1|DMIR
OG0000023	LOC6897864|XP_033232668.1|DPSE	LOC108153857|XP_033244801.1|DMIR
OG0000023	LOC4802962|XP_001359775.3|DPSE	LOC108155686|XP_017142144.1|DMIR
OG0000023	LOC4802964|XP_001359777.4|DPSE	LOC108155685|XP_017142143.1|DMIR
OG0000023	LOC4804210|XP_001360806.2|DPSE	LOC108158830|XP_017147022.1|DMIR
OG0000023	LOC6897865|XP_033232678.1|DPSE	LOC108153856|XP_033244802.1|DMIR
OG0000023	LOC4802957|XP_001359771.3|DPSE	LOC108157164|XP_017144562.1|DMIR
OG0000023	LOC5495505|XP_001359769.4|DPSE	LOC108156708|XP_017143845.1|DMIR
OG0000023	LOC5384073|XP_001359768.2|DPSE	LOC108156707|XP_017143844.1|DMIR
OG0000023	LOC4802956|XP_015038205.2|DPSE	LOC108156709|XP_033245059.1|DMIR
OG0000024	LOC6898786|XP_002138763.2|DPSE	LOC108160774|XP_017150465.1|DMIR, LOC117193757|XP_033254378.1|DMIR
OG0000024	LOC6898785|XP_002138762.1|DPSE	LOC108160813|XP_017150525.2|DMIR
OG0000024	LOC5495520|XP_001361563.3|DPSE	LOC108160883|XP_017150641.1|DMIR
OG0000024	LOC4805107|XP_001361564.1|DPSE	LOC117194102|XP_033254634.1|DMIR, LOC108160812|XP_017150524.1|DMIR
OG0000024	LOC6899225|XP_002136299.3|DPSE	LOC108161382|XP_017151119.1|DMIR
OG0000024	LOC5495508|XP_001361566.2|DPSE	LOC117194080|XP_033254609.1|DMIR, LOC108160979|XP_017150769.1|DMIR
OG0000024	LOC4805028|XP_001361496.1|DPSE	LOC108159455|XP_017148242.1|DMIR
OG0000025	LOC6901557|XP_002134231.1|DPSE	LOC108162357|XP_017152552.1|DMIR, LOC108157728|XP_017145391.1|DMIR
OG0000026	LOC4814777|XP_001354707.2|DPSE	LOC108150850|XP_017134646.1|DMIR
OG0000026	LOC4818162|XP_001357184.4|DPSE	LOC108162957|XP_033248732.1|DMIR
OG0000026	LOC4815876|XP_001355332.2|DPSE	LOC108165129|XP_017156683.1|DMIR
OG0000026	LOC4801930|XP_001358948.3|DPSE	LOC108155726|XP_017142223.1|DMIR
OG0000026	LOC6897388|XP_002137540.2|DPSE	LOC108154308|XP_017140053.1|DMIR
OG0000026	LOC4800860|XP_001358060.2|DPSE	LOC108157162|XP_017144561.1|DMIR
OG0000027	LOC6902829|XP_002132565.2|DPSE	LOC108162948|XP_017153432.1|DMIR
OG0000027	LOC4817432|XP_001356466.2|DPSE	LOC108162949|XP_017153433.1|DMIR
OG0000027	LOC4816919|XP_001356465.1|DPSE	LOC108162947|XP_017153431.1|DMIR
OG0000028	LOC6900259|XP_002135588.3|DPSE, LOC26532152|XP_033239703.1|DPSE, LOC6900257|XP_033239706.1|DPSE, LOC117184834|XP_033239705.1|DPSE	LOC108165232|XP_017156760.1|DMIR
OG0000028	LOC26533203|XP_015044031.2|DPSE	LOC117186464|XP_033243221.1|DMIR
