Orthogroup	DPSE.longest_only	DERE.longest_only
OG0000006	LOC117183555|XP_033233668.1|DPSE, LOC26533162|XP_015035142.1|DPSE, LOC117185635|XP_033241721.1|DPSE, LOC26532290|XP_015035132.1|DPSE, LOC26532855|XP_015035139.1|DPSE, LOC26533430|XP_015035135.1|DPSE, LOC117185609|XP_033241638.1|DPSE, LOC117185636|XP_033241722.1|DPSE, LOC117185610|XP_033241639.1|DPSE	LOC6548669|XP_001974020.1|DERE
OG0000006	LOC117183581|XP_033233838.1|DPSE	LOC6548691|XP_001974010.1|DERE, LOC113564799|XP_026839447.1|DERE, LOC6548739|XP_001973990.1|DERE
OG0000007	LOC6900428|XP_002134819.1|DPSE	LOC6546441|XP_001972927.1|DERE
OG0000007	LOC5495512|XP_001353851.2|DPSE	LOC6545298|XP_001972056.1|DERE
OG0000007	LOC5495507|XP_001353849.1|DPSE	LOC6545299|XP_001972057.1|DERE
OG0000007	LOC5495509|XP_001355939.3|DPSE	LOC6540938|XP_001968734.1|DERE
OG0000007	LOC4816610|XP_001355938.2|DPSE	LOC6540876|XP_001968735.1|DERE
OG0000007	LOC4813941|XP_001354103.1|DPSE	LOC6545660|XP_001971664.1|DERE
OG0000007	LOC4816998|XP_001356721.3|DPSE	LOC6540935|XP_001968733.1|DERE
OG0000007	LOC4813497|XP_001353852.2|DPSE	LOC6545300|XP_001972058.2|DERE
OG0000007	LOC4813468|XP_001353840.2|DPSE	LOC6545301|XP_001972059.1|DERE
OG0000008	LOC4803265|XP_001360036.3|DPSE	LOC6553905|XP_001979522.1|DERE
OG0000008	LOC6900302|XP_002135624.1|DPSE	LOC6543716|XP_001971859.1|DERE
OG0000008	LOC6900304|XP_002135626.2|DPSE	LOC6543719|XP_001971862.1|DERE
OG0000008	LOC6903158|XP_002132860.2|DPSE	LOC6541660|XP_001969797.3|DERE
OG0000008	LOC6897538|XP_002137683.2|DPSE, LOC4802264|XP_001359219.2|DPSE	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE
OG0000008	LOC4802270|XP_033239768.1|DPSE	LOC6553016|XP_001979107.1|DERE
OG0000008	LOC4802267|XP_001359221.4|DPSE	LOC6553019|XP_001979110.3|DERE
OG0000008	LOC117184116|XP_033236234.1|DPSE	LOC6553017|XP_001979108.1|DERE
OG0000008	LOC4802269|XP_001359223.2|DPSE	LOC6553015|XP_001979106.1|DERE
OG0000009	LOC6897995|XP_002138092.2|DPSE	LOC6554105|XP_001979501.1|DERE
OG0000009	LOC4803283|XP_001360048.3|DPSE	LOC6554107|XP_001979503.1|DERE
OG0000009	LOC6897994|XP_002138091.2|DPSE, LOC4803281|XP_001360047.2|DPSE	LOC6554108|XP_001979504.1|DERE, LOC6554106|XP_001979502.1|DERE
OG0000009	LOC4805603|XP_001361980.2|DPSE	LOC6548094|XP_001976600.1|DERE
OG0000009	LOC4802604|XP_001359493.2|DPSE	LOC6553884|XP_001980458.1|DERE
OG0000009	LOC4804281|XP_001360862.1|DPSE	LOC6546804|XP_001975914.1|DERE
OG0000009	LOC6898444|XP_002138487.3|DPSE	LOC6546805|XP_001975915.1|DERE
OG0000010	LOC117185619|XP_033241650.1|DPSE, LOC117183603|XP_033233990.1|DPSE	LOC6556039|XP_015008608.2|DERE
OG0000010	LOC117185618|XP_033241648.1|DPSE, LOC117185640|XP_033241727.1|DPSE	LOC113564802|XP_026839451.1|DERE
OG0000010	LOC26532676|XP_015035129.1|DPSE	LOC6548710|XP_026839403.1|DERE, LOC6556033|XP_026839405.1|DERE, LOC6549045|XP_026839450.1|DERE
OG0000010	LOC26532710|XP_015035140.1|DPSE	LOC6556049|XP_001982909.3|DERE
OG0000011	LOC6903257|XP_015036468.1|DPSE, LOC26534003|XP_015037011.2|DPSE, LOC6902418|XP_033235641.1|DPSE, LOC6902419|XP_015037014.2|DPSE, LOC26532842|XP_033240537.1|DPSE, LOC6903258|XP_033236331.1|DPSE, LOC117184128|XP_033236322.1|DPSE, LOC117184127|XP_033236312.1|DPSE, LOC6903259|XP_015036470.1|DPSE, LOC6900979|XP_033239557.1|DPSE, LOC6904000|XP_033239558.1|DPSE, LOC6903305|XP_002132493.1|DPSE, LOC6903279|XP_002132978.2|DPSE, LOC26533994|XP_033236319.1|DPSE, LOC117184073|XP_033236055.1|DPSE, LOC26533837|XP_033236050.1|DPSE, LOC117184074|XP_033236060.1|DPSE, LOC6903240|XP_033236052.1|DPSE, LOC6903239|XP_015036440.1|DPSE	LOC113564152|XP_026835545.1|DERE, LOC6550533|XP_001977930.3|DERE, LOC6540864|XP_001968531.3|DERE, LOC6540904|XP_026835063.1|DERE, LOC6543446|XP_001968684.2|DERE, LOC6543815|XP_001973630.3|DERE, LOC6555031|XP_001981173.1|DERE, LOC113564144|XP_026835345.1|DERE, LOC113564056|XP_026834236.1|DERE, LOC6547227|XP_026836974.1|DERE, LOC113564269|XP_026836076.1|DERE, LOC6547226|XP_026836976.1|DERE, LOC6547233|XP_026836236.1|DERE, LOC6551039|XP_001978306.1|DERE
OG0000011	LOC117183548|XP_033233646.1|DPSE, LOC6897642|XP_033241732.1|DPSE, LOC117185097|XP_033240835.1|DPSE	LOC6545632|XP_001972694.2|DERE
OG0000011	LOC6900040|XP_002135404.2|DPSE	LOC6545633|XP_001972695.1|DERE
OG0000011	LOC6897605|XP_002137750.2|DPSE	LOC6552127|XP_001980788.1|DERE
OG0000012	LOC4804261|XP_015039777.2|DPSE	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC4804255|XP_001360842.2|DPSE	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC4804254|XP_015039772.2|DPSE	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC6898436|XP_033233736.1|DPSE	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC26534343|XP_015039779.2|DPSE, LOC4804257|XP_033234499.1|DPSE, LOC6898437|XP_015039781.2|DPSE	LOC6547486|XP_001974802.1|DERE
OG0000012	LOC4804256|XP_015039778.2|DPSE	LOC6547485|XP_015012185.1|DERE
OG0000012	LOC4804263|XP_001360847.3|DPSE	LOC6546830|XP_026836193.1|DERE
OG0000012	LOC6898438|XP_002138480.2|DPSE	LOC6546691|XP_001975936.3|DERE
OG0000012	LOC4804265|XP_001360848.3|DPSE	LOC6546690|XP_001975935.1|DERE, LOC26526953|XP_026835974.1|DERE
OG0000012	LOC6898439|XP_002138481.3|DPSE	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC4804266|XP_033235099.1|DPSE	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC4805483|XP_001361878.1|DPSE	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC4815139|XP_001354758.1|DPSE	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC6897906|XP_002138008.2|DPSE, LOC4803092|XP_001359891.1|DPSE	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC6900589|XP_002134962.1|DPSE	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC4801399|XP_001358499.2|DPSE	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC6897333|XP_033232478.1|DPSE, LOC4801762|XP_001358803.2|DPSE	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC6896929|XP_033238114.1|DPSE, LOC4800844|XP_033238105.1|DPSE	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000016	LOC4801993|XP_001359004.1|DPSE	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC6898475|XP_002138517.1|DPSE	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC4801351|XP_001358460.1|DPSE	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC4805675|XP_001362034.4|DPSE	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC4814924|XP_001354857.1|DPSE	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC26534122|XP_033239163.1|DPSE, LOC6898658|XP_004444310.1|DPSE	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC6896970|XP_002137155.1|DPSE	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC4812150|XP_001352883.1|DPSE	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC4805006|XP_001361476.2|DPSE	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC6898665|XP_002138670.2|DPSE, LOC4804841|XP_001361337.4|DPSE	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC117183391|XP_033233068.1|DPSE, LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE, LOC4800683|XP_002137062.3|DPSE	LOC6544876|XP_001973836.1|DERE, LOC6556262|XP_026839527.1|DERE
OG0000017	LOC4804478|XP_001361036.2|DPSE	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC4804840|XP_001361336.1|DPSE	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC4804477|XP_001361035.3|DPSE	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE, LOC4817633|XP_002132903.2|DPSE	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC5495511|XP_001353833.1|DPSE	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC4813481|XP_001353829.1|DPSE	LOC6545114|XP_001972083.1|DERE
OG0000018	LOC6900711|XP_002135074.2|DPSE, LOC6900710|XP_002135073.3|DPSE	LOC6545189|XP_001972077.1|DERE, LOC6545191|XP_001972079.1|DERE
OG0000019	LOC6897057|XP_002137241.2|DPSE, LOC26533605|XP_015037040.2|DPSE, LOC6897058|XP_002137242.2|DPSE	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC4801129|XP_033235715.1|DPSE	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC4801131|XP_001358273.2|DPSE	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC6897061|XP_002137245.2|DPSE, LOC6897060|XP_033233125.1|DPSE, LOC4801132|XP_001358274.2|DPSE	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE, LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC6896759|XP_002136966.1|DPSE	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC4803770|XP_001360432.3|DPSE	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC6902791|XP_002132528.2|DPSE	LOC6549413|XP_026836257.1|DERE, LOC6540649|XP_026834533.1|DERE, LOC6543425|XP_026834766.1|DERE
OG0000020	LOC117183221|XP_033232918.1|DPSE	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC6897832|XP_002137937.1|DPSE	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC4818201|XP_033236143.1|DPSE	LOC6548804|XP_001974084.1|DERE
OG0000021	LOC6898835|XP_002138808.1|DPSE	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC6898834|XP_002138807.1|DPSE	LOC6556017|XP_001982880.1|DERE
OG0000021	LOC6898840|XP_002138811.3|DPSE	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC4805268|XP_001361693.2|DPSE	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC6901774|XP_002134444.3|DPSE, LOC6901777|XP_002134447.3|DPSE	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC6898836|XP_002138809.1|DPSE	LOC6556217|XP_001983050.1|DERE
OG0000021	LOC6901473|XP_033238237.1|DPSE	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC6897478|XP_002137627.1|DPSE	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC4800831|XP_001358035.1|DPSE	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC6901811|XP_002134479.1|DPSE	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC4804646|XP_033234778.1|DPSE	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC6899947|XP_002135315.1|DPSE	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC6899949|XP_002135317.2|DPSE, LOC6899956|XP_002135324.1|DPSE, LOC6899953|XP_002135321.1|DPSE	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC4812049|XP_001352467.1|DPSE	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC6899946|XP_002135314.1|DPSE	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC6897864|XP_033232668.1|DPSE	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC4802964|XP_001359777.4|DPSE	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC4804210|XP_001360806.2|DPSE	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC6897865|XP_033232678.1|DPSE	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC4802957|XP_001359771.3|DPSE	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC5495505|XP_001359769.4|DPSE	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC5384073|XP_001359768.2|DPSE	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC4802956|XP_015038205.2|DPSE	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC5495520|XP_001361563.3|DPSE	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC4805107|XP_001361564.1|DPSE	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC6899225|XP_002136299.3|DPSE	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC5495508|XP_001361566.2|DPSE	LOC6547184|XP_001976082.1|DERE
OG0000024	LOC4805028|XP_001361496.1|DPSE	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC6901557|XP_002134231.1|DPSE	LOC6540718|XP_001968765.1|DERE
OG0000025	LOC117183559|XP_033233680.1|DPSE, LOC117183558|XP_033233678.1|DPSE	LOC113564765|XP_026839399.1|DERE
OG0000026	LOC4814777|XP_001354707.2|DPSE	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC4818162|XP_001357184.4|DPSE	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC4815876|XP_001355332.2|DPSE	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC4800860|XP_001358060.2|DPSE	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC6902829|XP_002132565.2|DPSE	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC4817432|XP_001356466.2|DPSE	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC4816919|XP_001356465.1|DPSE	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC6900255|XP_002135584.2|DPSE	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC6900007|XP_002135372.2|DPSE	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC117183538|XP_033233522.1|DPSE, LOC6898458|XP_002138501.2|DPSE	LOC6541177|XP_001969159.1|DERE, LOC6547215|XP_001974713.1|DERE, LOC6543371|XP_001969207.2|DERE
OG0000029	LOC6897267|XP_033233167.1|DPSE	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC4813458|XP_001353977.2|DPSE	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC4817563|XP_001356970.3|DPSE	LOC6540832|XP_001969798.1|DERE
OG0000030	LOC4817564|XP_002132859.2|DPSE	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC6903157|XP_002132858.2|DPSE, LOC4817562|XP_001356969.3|DPSE	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC4816660|XP_001355989.2|DPSE	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC4804482|XP_001361038.2|DPSE	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC4816069|XP_001355235.2|DPSE	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC4815215|XP_001354948.2|DPSE	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC6902663|XP_015036753.2|DPSE	LOC6541519|XP_001969009.2|DERE, LOC6543250|XP_001968986.1|DERE
OG0000031	LOC26533742|XP_033235774.1|DPSE	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC6896921|XP_033236577.1|DPSE	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC4800814|XP_001358021.1|DPSE	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC4800626|XP_001357867.3|DPSE	LOC6555354|XP_026839686.1|DERE, LOC6555355|XP_001981434.1|DERE
OG0000033	LOC6898089|XP_002138174.1|DPSE	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC6898093|XP_002138175.2|DPSE	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC4800868|XP_001358066.3|DPSE	LOC6546216|XP_001972911.1|DERE, LOC6553620|XP_001979278.1|DERE, LOC6548922|XP_001975350.1|DERE
OG0000034	LOC4817450|XP_001356533.3|DPSE	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC6902878|XP_002132612.2|DPSE	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC6902430|XP_033236728.1|DPSE, LOC6902429|XP_002133363.2|DPSE	LOC113564268|XP_026836067.1|DERE, LOC6553711|XP_001980355.1|DERE
OG0000036	LOC6897873|XP_002137975.2|DPSE	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC4801521|XP_033232300.1|DPSE	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC4802757|XP_001359618.3|DPSE	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC4800563|XP_033232364.1|DPSE	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE
OG0000037	LOC4803745|XP_001360410.4|DPSE	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE, LOC6896994|XP_033232725.1|DPSE	LOC6553809|XP_001979566.1|DERE, LOC6553808|XP_001979565.1|DERE
OG0000038	LOC4812152|XP_001352947.2|DPSE	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC6900265|XP_002135594.2|DPSE	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC6897556|XP_033241818.1|DPSE	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC4815394|XP_001354810.3|DPSE	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC4814563|XP_001354811.1|DPSE	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC6901668|XP_002134337.3|DPSE	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC6897940|XP_033236826.1|DPSE, LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE	LOC6551780|XP_001980593.1|DERE
OG0000040	LOC4803144|XP_001359934.2|DPSE	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC117183223|XP_033241858.1|DPSE, LOC117185673|XP_033241861.1|DPSE, LOC6897578|XP_015037767.2|DPSE, LOC13036406|XP_033241860.1|DPSE	LOC6551892|XP_001979714.2|DERE
OG0000040	LOC6897971|XP_002138070.1|DPSE	LOC6551891|XP_001979713.1|DERE
OG0000040	LOC4803208|XP_001359988.4|DPSE	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC4801113|XP_001358260.2|DPSE	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC6897576|XP_002137721.2|DPSE, LOC6897577|XP_002137722.1|DPSE	LOC6554981|XP_001981824.1|DERE, LOC26526627|XP_015009397.2|DERE, LOC6554997|XP_001981822.1|DERE, LOC6554980|XP_001981823.2|DERE
OG0000041	LOC4802353|XP_001359283.3|DPSE	LOC6554990|XP_001981815.1|DERE
OG0000041	LOC6897572|XP_033240353.1|DPSE	LOC6554992|XP_001981817.1|DERE, LOC6554991|XP_001981816.2|DERE
OG0000042	LOC6902242|XP_002133769.2|DPSE	LOC6549797|XP_001977320.1|DERE
OG0000042	LOC4804794|XP_001361299.3|DPSE	LOC6547072|XP_001974652.1|DERE
OG0000042	LOC5495510|XP_001361301.4|DPSE	LOC6547084|XP_001974656.1|DERE
OG0000042	LOC6898652|XP_002138657.1|DPSE, LOC4804796|XP_033234018.1|DPSE, LOC6898651|XP_033233475.1|DPSE, LOC6902899|XP_002132633.1|DPSE	LOC6547081|XP_026835970.1|DERE, LOC6547083|XP_026836041.1|DERE, LOC6547082|XP_001974654.1|DERE
OG0000042	LOC4804792|XP_001361298.2|DPSE	LOC6547085|XP_001974657.2|DERE
OG0000043	LOC4803128|XP_001359922.2|DPSE	LOC6551884|XP_001980608.2|DERE
OG0000043	LOC4803135|XP_001359927.2|DPSE, LOC6897936|XP_002138038.2|DPSE	LOC6551882|XP_001980606.1|DERE
OG0000043	LOC4803134|XP_001359926.3|DPSE	LOC6551883|XP_001980607.1|DERE
OG0000043	LOC4803126|XP_001359920.4|DPSE	LOC6551896|XP_001980611.1|DERE
OG0000043	LOC6897937|XP_002138039.2|DPSE	LOC6554744|XP_001981087.1|DERE
OG0000043	LOC4803132|XP_001359925.3|DPSE	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE
OG0000044	LOC4802344|XP_001359278.1|DPSE	LOC6554933|XP_001981812.1|DERE
OG0000044	LOC6897570|XP_033232296.1|DPSE, LOC6899656|XP_033239795.1|DPSE	LOC6554929|XP_001981808.1|DERE, LOC6554928|XP_001981807.1|DERE
OG0000044	LOC6897571|XP_033232533.1|DPSE, LOC4802345|XP_001359279.2|DPSE	LOC6554932|XP_026836683.1|DERE, LOC6554930|XP_001981809.1|DERE, LOC6554931|XP_001981810.2|DERE
OG0000044	LOC4802849|XP_001359684.3|DPSE	LOC6553968|XP_001980526.3|DERE
OG0000045	LOC4812813|XP_033238456.1|DPSE	LOC6543777|XP_001972312.1|DERE
OG0000045	LOC4813084|XP_001353641.2|DPSE	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE
OG0000045	LOC6900434|XP_002134825.3|DPSE	LOC6544619|XP_001971501.1|DERE
OG0000045	LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE	LOC6544620|XP_001971502.1|DERE
OG0000046	LOC4800854|XP_001358055.2|DPSE	LOC6553418|XP_001979316.1|DERE
OG0000046	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE	LOC6550460|XP_001977787.1|DERE
OG0000046	LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE	LOC6554301|XP_001982125.2|DERE, LOC6554302|XP_001982126.1|DERE
OG0000047	LOC4803784|XP_001360446.3|DPSE	LOC6548915|XP_026836112.1|DERE
OG0000047	LOC4803787|XP_001360449.3|DPSE	LOC6548919|XP_001975347.1|DERE
OG0000047	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE	LOC6549604|XP_001975737.1|DERE
OG0000047	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE	LOC6546188|XP_001972281.1|DERE
OG0000047	LOC4805161|XP_001361611.2|DPSE	LOC6549507|XP_001975729.1|DERE
OG0000047	LOC4813116|XP_001353776.3|DPSE	LOC6546189|XP_001972282.1|DERE
OG0000048	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE	LOC6544966|XP_001973233.1|DERE, LOC6544967|XP_001973234.1|DERE
OG0000048	LOC4812161|XP_001352552.3|DPSE	LOC6545045|XP_001973227.2|DERE
OG0000048	LOC4812224|XP_033238777.1|DPSE	LOC6544963|XP_001973230.1|DERE
OG0000049	LOC4800760|XP_001357975.3|DPSE	LOC6552334|XP_001979793.1|DERE
OG0000049	LOC4800765|XP_001357980.2|DPSE	LOC6552331|XP_001979790.1|DERE
