Orthogroup	DPSE.longest_only	DSUB.longest_only
OG0000004	LOC6901706|XP_002134374.3|DPSE, LOC26534400|XP_015042050.2|DPSE	LOC117899981|XP_034666041.1|DSUB
OG0000005	LOC117185603|XP_033241631.1|DPSE, LOC6897430|XP_002137581.2|DPSE, LOC117185639|XP_033241725.1|DPSE, LOC117185638|XP_033241724.1|DPSE, LOC117183191|XP_002136583.1|DPSE, LOC117185614|XP_033241644.1|DPSE, LOC117185615|XP_033241645.1|DPSE, LOC6903936|XP_033233874.1|DPSE, LOC117183560|XP_033233682.1|DPSE, LOC6901707|XP_002134375.1|DPSE, LOC6901701|XP_015042049.1|DPSE, LOC117183589|XP_033233906.1|DPSE, LOC6903934|XP_002136584.1|DPSE, LOC117185612|XP_033241642.1|DPSE, LOC6903933|XP_002136581.1|DPSE, LOC117185613|XP_033241643.1|DPSE, LOC6903937|XP_002136580.1|DPSE	LOC117901442|XP_034668076.1|DSUB
OG0000006	LOC117183555|XP_033233668.1|DPSE, LOC26533162|XP_015035142.1|DPSE, LOC117185635|XP_033241721.1|DPSE, LOC26532290|XP_015035132.1|DPSE, LOC26532855|XP_015035139.1|DPSE, LOC26533430|XP_015035135.1|DPSE, LOC117185609|XP_033241638.1|DPSE, LOC117185636|XP_033241722.1|DPSE, LOC117185610|XP_033241639.1|DPSE	LOC117901441|XP_034668075.1|DSUB
OG0000007	LOC6900428|XP_002134819.1|DPSE	LOC117894702|XP_034657776.1|DSUB
OG0000007	LOC5495507|XP_001353849.1|DPSE	LOC117894589|XP_034657628.1|DSUB
OG0000007	LOC5495509|XP_001355939.3|DPSE	LOC117900834|XP_034667236.1|DSUB
OG0000007	LOC4805058|XP_001361522.1|DPSE	LOC117890133|XP_034650711.1|DSUB
OG0000007	LOC6896708|XP_002136922.1|DPSE, LOC4800234|XP_001357614.1|DPSE, LOC6896707|XP_002136921.2|DPSE	LOC117897873|XP_034662839.1|DSUB, LOC117897862|XP_034662826.1|DSUB
OG0000007	LOC4816610|XP_001355938.2|DPSE	LOC117900835|XP_034667237.1|DSUB
OG0000007	LOC4813941|XP_001354103.1|DPSE	LOC117894709|XP_034657781.1|DSUB
OG0000007	LOC4816998|XP_001356721.3|DPSE	LOC117901609|XP_034668319.1|DSUB
OG0000007	LOC4813497|XP_001353852.2|DPSE	LOC117894591|XP_034657631.1|DSUB
OG0000007	LOC4813468|XP_001353840.2|DPSE	LOC117894593|XP_034657634.1|DSUB
OG0000008	LOC4803265|XP_001360036.3|DPSE	LOC117896362|XP_034660529.1|DSUB
OG0000008	LOC6900302|XP_002135624.1|DPSE	LOC117895169|XP_034658523.1|DSUB
OG0000008	LOC6900304|XP_002135626.2|DPSE	LOC117895168|XP_034658522.1|DSUB
OG0000008	LOC6903158|XP_002132860.2|DPSE	LOC117902083|XP_034669067.1|DSUB
OG0000008	LOC6897538|XP_002137683.2|DPSE	LOC117898633|XP_034664086.1|DSUB
OG0000008	LOC4802264|XP_001359219.2|DPSE	LOC117898632|XP_034664084.1|DSUB
OG0000008	LOC4802270|XP_033239768.1|DPSE	LOC117898640|XP_034664094.1|DSUB
OG0000008	LOC4802265|XP_001359220.2|DPSE	LOC117898635|XP_034664088.1|DSUB
OG0000008	LOC4802267|XP_001359221.4|DPSE	LOC117898631|XP_034664083.1|DSUB
OG0000008	LOC117184116|XP_033236234.1|DPSE	LOC117898634|XP_034664087.1|DSUB
OG0000008	LOC4802269|XP_001359223.2|DPSE	LOC117898636|XP_034664090.1|DSUB
OG0000009	LOC6897995|XP_002138092.2|DPSE	LOC117896628|XP_034660961.1|DSUB
OG0000009	LOC4803283|XP_001360048.3|DPSE	LOC117898287|XP_034663434.1|DSUB
OG0000009	LOC6897994|XP_002138091.2|DPSE, LOC4803281|XP_001360047.2|DPSE	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB
OG0000009	LOC6897633|XP_002137776.2|DPSE	LOC117898279|XP_034663425.1|DSUB
OG0000009	LOC6897632|XP_002137775.2|DPSE	LOC117898336|XP_034663551.1|DSUB
OG0000009	LOC6897630|XP_002137773.2|DPSE	LOC117898367|XP_034663595.1|DSUB
OG0000009	LOC6897583|XP_002137728.2|DPSE	LOC117896642|XP_034660979.1|DSUB, LOC117898857|XP_034664425.1|DSUB
OG0000009	LOC4805603|XP_001361980.2|DPSE	LOC117890282|XP_034650935.1|DSUB
OG0000009	LOC4802604|XP_001359493.2|DPSE	LOC117896426|XP_034660636.1|DSUB
OG0000009	LOC4804281|XP_001360862.1|DPSE	LOC117892376|XP_034654476.1|DSUB
OG0000009	LOC6898444|XP_002138487.3|DPSE	LOC117892374|XP_034654475.1|DSUB
OG0000010	LOC26532676|XP_015035129.1|DPSE	LOC117899454|XP_034665355.1|DSUB
OG0000011	LOC26534003|XP_015037011.2|DPSE, LOC6902418|XP_033235641.1|DPSE, LOC6902419|XP_015037014.2|DPSE	LOC117902493|XP_034669808.1|DSUB
OG0000011	LOC6900979|XP_033239557.1|DPSE, LOC6904000|XP_033239558.1|DPSE, LOC6903305|XP_002132493.1|DPSE, LOC6903279|XP_002132978.2|DPSE, LOC26533994|XP_033236319.1|DPSE	LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB
OG0000011	LOC117184073|XP_033236055.1|DPSE	LOC117901786|XP_034668586.1|DSUB
OG0000011	LOC6903239|XP_015036440.1|DPSE	LOC117900246|XP_034666433.1|DSUB
OG0000011	LOC117183548|XP_033233646.1|DPSE, LOC6897642|XP_033241732.1|DPSE, LOC117185097|XP_033240835.1|DPSE	LOC117893712|XP_034656290.1|DSUB
OG0000011	LOC6900040|XP_002135404.2|DPSE	LOC117894953|XP_034658172.1|DSUB
OG0000011	LOC6897605|XP_002137750.2|DPSE	LOC117897187|XP_034661778.1|DSUB
OG0000012	LOC4804261|XP_015039777.2|DPSE	LOC117892204|XP_034654190.1|DSUB
OG0000012	LOC4804255|XP_001360842.2|DPSE	LOC117892205|XP_034654193.1|DSUB
OG0000012	LOC4804254|XP_015039772.2|DPSE	LOC117892198|XP_034654182.1|DSUB
OG0000012	LOC6898436|XP_033233736.1|DPSE	LOC117892199|XP_034654185.1|DSUB
OG0000012	LOC26534343|XP_015039779.2|DPSE	LOC117892202|XP_034654189.1|DSUB
OG0000012	LOC4804257|XP_033234499.1|DPSE, LOC6898437|XP_015039781.2|DPSE	LOC117892201|XP_034654188.1|DSUB
OG0000012	LOC4804256|XP_015039778.2|DPSE	LOC117892200|XP_034654187.1|DSUB
OG0000012	LOC4804263|XP_001360847.3|DPSE	LOC117891062|XP_034652125.1|DSUB
OG0000012	LOC6898438|XP_002138480.2|DPSE	LOC117891063|XP_034652127.1|DSUB
OG0000012	LOC4804265|XP_001360848.3|DPSE	LOC117891061|XP_034652124.1|DSUB
OG0000012	LOC6898439|XP_002138481.3|DPSE	LOC117891058|XP_034652122.1|DSUB
OG0000012	LOC4804266|XP_033235099.1|DPSE	LOC117891064|XP_034652128.1|DSUB
OG0000013	LOC4805483|XP_001361878.1|DPSE	LOC117890717|XP_034651649.1|DSUB
OG0000013	LOC4815139|XP_001354758.1|DPSE	LOC117896187|XP_034660170.1|DSUB
OG0000013	LOC4803092|XP_001359891.1|DPSE	LOC117896516|XP_034660775.1|DSUB
OG0000013	LOC6900589|XP_002134962.1|DPSE	LOC117895334|XP_034658799.1|DSUB
OG0000013	LOC4801399|XP_001358499.2|DPSE	LOC117898536|XP_034663901.1|DSUB
OG0000013	LOC6897333|XP_033232478.1|DPSE, LOC4801762|XP_001358803.2|DPSE	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB
OG0000013	LOC6896929|XP_033238114.1|DPSE, LOC4800844|XP_033238105.1|DPSE	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB
OG0000015	LOC26532120|XP_015041304.2|DPSE, LOC6898242|XP_002138308.2|DPSE, LOC6902209|XP_015041303.2|DPSE	LOC117901317|XP_034667918.1|DSUB
OG0000015	LOC6902329|XP_002133283.3|DPSE, LOC6902626|XP_033236804.1|DPSE	LOC117902318|XP_034669497.1|DSUB
OG0000016	LOC4801993|XP_001359004.1|DPSE	LOC117899529|XP_034665488.1|DSUB
OG0000016	LOC6898475|XP_002138517.1|DPSE	LOC117889984|XP_034650458.1|DSUB
OG0000016	LOC4801351|XP_001358460.1|DPSE	LOC117898309|XP_034663475.1|DSUB
OG0000016	LOC4805675|XP_001362034.4|DPSE	LOC117892105|XP_034654005.1|DSUB
OG0000016	LOC26533720|XP_015036728.2|DPSE	LOC117901257|XP_034667841.1|DSUB
OG0000016	LOC4814924|XP_001354857.1|DPSE	LOC117903845|XP_034672195.1|DSUB
OG0000016	LOC26534122|XP_033239163.1|DPSE, LOC6898658|XP_004444310.1|DPSE	LOC117890476|XP_034651231.1|DSUB
OG0000016	LOC6896970|XP_002137155.1|DPSE	LOC117898432|XP_034663715.1|DSUB
OG0000016	LOC4812150|XP_001352883.1|DPSE	LOC117893424|XP_034655932.1|DSUB
OG0000017	LOC4805006|XP_001361476.2|DPSE	LOC117890423|XP_034651134.1|DSUB
OG0000017	LOC6898665|XP_002138670.2|DPSE, LOC4804841|XP_001361337.4|DPSE	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB
OG0000017	LOC117183391|XP_033233068.1|DPSE	LOC117899292|XP_034665095.1|DSUB
OG0000017	LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE, LOC4800683|XP_002137062.3|DPSE	LOC117899291|XP_034665094.1|DSUB
OG0000017	LOC4804478|XP_001361036.2|DPSE	LOC117891086|XP_034652156.1|DSUB
OG0000017	LOC4804840|XP_001361336.1|DPSE	LOC117890435|XP_034651155.1|DSUB
OG0000017	LOC4804477|XP_001361035.3|DPSE	LOC117892462|XP_034654603.1|DSUB
OG0000017	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE	LOC117900183|XP_034666320.1|DSUB
OG0000017	LOC4817633|XP_002132903.2|DPSE	LOC117900621|XP_034666940.1|DSUB
OG0000018	LOC5495511|XP_001353833.1|DPSE	LOC117895264|XP_034658678.1|DSUB
OG0000018	LOC4813480|XP_001353827.2|DPSE	LOC117895260|XP_034658672.1|DSUB
OG0000018	LOC4813481|XP_001353829.1|DPSE	LOC117895258|XP_034658670.1|DSUB
OG0000018	LOC6900715|XP_002135078.1|DPSE, LOC6900712|XP_002135075.1|DPSE, LOC6900714|XP_002135077.1|DPSE, LOC6900713|XP_002135076.1|DPSE	LOC117895269|XP_034658684.1|DSUB, LOC117895268|XP_034658682.1|DSUB
OG0000018	LOC6900711|XP_002135074.2|DPSE, LOC6900710|XP_002135073.3|DPSE	LOC117895272|XP_034658688.1|DSUB
OG0000019	LOC6897057|XP_002137241.2|DPSE	LOC117899362|XP_034665232.1|DSUB
OG0000019	LOC26533605|XP_015037040.2|DPSE, LOC6897058|XP_002137242.2|DPSE	LOC117899360|XP_034665227.1|DSUB
OG0000019	LOC4801129|XP_033235715.1|DPSE	LOC117899339|XP_034665171.1|DSUB
OG0000019	LOC4801131|XP_001358273.2|DPSE	LOC117899361|XP_034665230.1|DSUB
OG0000019	LOC6897061|XP_002137245.2|DPSE, LOC6897060|XP_033233125.1|DPSE	LOC117899358|XP_034665223.1|DSUB
OG0000019	LOC4801132|XP_001358274.2|DPSE	LOC117899359|XP_034665224.1|DSUB
OG0000020	LOC6896759|XP_002136966.1|DPSE	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB
OG0000020	LOC4803770|XP_001360432.3|DPSE	LOC117892172|XP_034654141.1|DSUB
OG0000020	LOC6902791|XP_002132528.2|DPSE	LOC117902343|XP_034669534.1|DSUB
OG0000020	LOC117183221|XP_033232918.1|DPSE	LOC117898500|XP_034663833.1|DSUB
OG0000020	LOC6897832|XP_002137937.1|DPSE	LOC117898411|XP_034663671.1|DSUB
OG0000020	LOC4818201|XP_033236143.1|DPSE	LOC117901489|XP_034668148.1|DSUB
OG0000021	LOC6900570|XP_002134946.1|DPSE	LOC117894607|XP_034657649.1|DSUB
OG0000021	LOC6898833|XP_002138806.2|DPSE	LOC117892599|XP_034654829.1|DSUB
OG0000021	LOC6898835|XP_002138808.1|DPSE	LOC117892038|XP_034653853.1|DSUB
OG0000021	LOC6898834|XP_002138807.1|DPSE	LOC117892039|XP_034653854.1|DSUB
OG0000021	LOC6898840|XP_002138811.3|DPSE	LOC117891478|XP_034652849.1|DSUB
OG0000021	LOC4805268|XP_001361693.2|DPSE	LOC117891531|XP_034652923.1|DSUB
OG0000021	LOC6898836|XP_002138809.1|DPSE	LOC117892040|XP_034653856.1|DSUB
OG0000021	LOC6901473|XP_033238237.1|DPSE	LOC117903672|XP_034671893.1|DSUB
OG0000021	LOC6897478|XP_002137627.1|DPSE	LOC117896843|XP_034661258.1|DSUB
OG0000021	LOC4800831|XP_001358035.1|DPSE	LOC117898591|XP_034664027.1|DSUB
OG0000022	LOC4804646|XP_033234778.1|DPSE	LOC117892309|XP_034654347.1|DSUB
OG0000022	LOC6899947|XP_002135315.1|DPSE	LOC117892920|XP_034655126.1|DSUB
OG0000022	LOC6899951|XP_002135319.3|DPSE	LOC117892926|XP_034655132.1|DSUB, LOC117892918|XP_034655124.1|DSUB, LOC117892925|XP_034655130.1|DSUB
OG0000022	LOC4812049|XP_001352467.1|DPSE	LOC117892921|XP_034655127.1|DSUB
OG0000022	LOC6899946|XP_002135314.1|DPSE	LOC117892919|XP_034655125.1|DSUB
OG0000022	LOC6899948|XP_002135316.2|DPSE	LOC117892923|XP_034655129.1|DSUB
OG0000023	LOC6897864|XP_033232668.1|DPSE	LOC117896153|XP_034660122.1|DSUB
OG0000023	LOC4802962|XP_001359775.3|DPSE	LOC117896151|XP_034660118.1|DSUB
OG0000023	LOC4802964|XP_001359777.4|DPSE	LOC117896150|XP_034660117.1|DSUB
OG0000023	LOC4804210|XP_001360806.2|DPSE	LOC117891805|XP_034653377.1|DSUB
OG0000023	LOC6897865|XP_033232678.1|DPSE	LOC117896149|XP_034660116.1|DSUB
OG0000023	LOC5384073|XP_001359768.2|DPSE	LOC117898724|XP_034664233.1|DSUB
OG0000023	LOC4802956|XP_015038205.2|DPSE	LOC117898725|XP_034664234.1|DSUB
OG0000024	LOC6898786|XP_002138763.2|DPSE, LOC6898785|XP_002138762.1|DPSE	LOC117889932|XP_034650354.1|DSUB
OG0000024	LOC5495520|XP_001361563.3|DPSE	LOC117889933|XP_034650355.1|DSUB
OG0000024	LOC4805107|XP_001361564.1|DPSE	LOC117889934|XP_034650356.1|DSUB
OG0000024	LOC6899225|XP_002136299.3|DPSE	LOC117901020|XP_034667512.1|DSUB
OG0000024	LOC5495508|XP_001361566.2|DPSE	LOC117889812|XP_034650181.1|DSUB
OG0000024	LOC4805028|XP_001361496.1|DPSE	LOC117891118|XP_034652213.1|DSUB
OG0000025	LOC6901557|XP_002134231.1|DPSE	LOC117890855|XP_034651836.1|DSUB
OG0000026	LOC4814777|XP_001354707.2|DPSE	LOC117889599|XP_034649905.1|DSUB
OG0000026	LOC4818162|XP_001357184.4|DPSE	LOC117901731|XP_034668504.1|DSUB
OG0000026	LOC4815876|XP_001355332.2|DPSE	LOC117903905|XP_034672302.1|DSUB
OG0000026	LOC4801930|XP_001358948.3|DPSE, LOC6897388|XP_002137540.2|DPSE	LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB
OG0000026	LOC4800860|XP_001358060.2|DPSE	LOC117899507|XP_034665449.1|DSUB
OG0000027	LOC6902829|XP_002132565.2|DPSE	LOC117902555|XP_034669887.1|DSUB
OG0000027	LOC4817432|XP_001356466.2|DPSE	LOC117902556|XP_034669889.1|DSUB
OG0000027	LOC4816919|XP_001356465.1|DPSE	LOC117902554|XP_034669886.1|DSUB
OG0000028	LOC6900259|XP_002135588.3|DPSE, LOC26532152|XP_033239703.1|DPSE, LOC6900257|XP_033239706.1|DPSE, LOC117184834|XP_033239705.1|DPSE	LOC117894268|XP_034657114.1|DSUB, LOC117894267|XP_034657113.1|DSUB
OG0000028	LOC26533203|XP_015044031.2|DPSE, LOC6900258|XP_002135587.2|DPSE, LOC117183194|XP_033239704.1|DPSE, LOC117184835|XP_033239707.1|DPSE	LOC117894270|XP_034657116.1|DSUB, LOC117894269|XP_034657115.1|DSUB
OG0000028	LOC6900255|XP_002135584.2|DPSE	LOC117894266|XP_034657112.1|DSUB
OG0000028	LOC6900007|XP_002135372.2|DPSE	LOC117894530|XP_034657538.1|DSUB
OG0000029	LOC117183538|XP_033233522.1|DPSE, LOC6898458|XP_002138501.2|DPSE	LOC117890176|XP_034650765.1|DSUB
OG0000029	LOC26533066|XP_015039817.2|DPSE	LOC117889740|XP_034650054.1|DSUB
OG0000029	LOC6897267|XP_033233167.1|DPSE	LOC117898949|XP_034664564.1|DSUB
OG0000029	LOC4813458|XP_001353977.2|DPSE	LOC117893783|XP_034656418.1|DSUB
OG0000030	LOC4817563|XP_001356970.3|DPSE	LOC117901334|XP_034667933.1|DSUB
OG0000030	LOC4817564|XP_002132859.2|DPSE	LOC117901337|XP_034667938.1|DSUB
OG0000030	LOC6903157|XP_002132858.2|DPSE	LOC117901339|XP_034667940.1|DSUB
OG0000030	LOC4817562|XP_001356969.3|DPSE	LOC117901335|XP_034667935.1|DSUB
OG0000030	LOC4816660|XP_001355989.2|DPSE	LOC117901974|XP_034668869.1|DSUB
OG0000030	LOC4804482|XP_001361038.2|DPSE	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB
OG0000030	LOC4816069|XP_001355235.2|DPSE	LOC117903801|XP_034672130.1|DSUB
OG0000030	LOC4815215|XP_001354948.2|DPSE	LOC117903197|XP_034670973.1|DSUB
OG0000031	LOC26533742|XP_033235774.1|DPSE	LOC117900916|XP_034667369.1|DSUB
OG0000032	LOC4800808|XP_001358017.2|DPSE	LOC117898601|XP_034664041.1|DSUB
OG0000032	LOC6896921|XP_033236577.1|DPSE	LOC117898606|XP_034664047.1|DSUB
OG0000032	LOC4800814|XP_001358021.1|DPSE	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB
OG0000032	LOC4800811|XP_001358020.3|DPSE	LOC117898597|XP_034664035.1|DSUB
OG0000033	LOC4800626|XP_001357867.3|DPSE	LOC117899465|XP_034665372.1|DSUB
OG0000033	LOC6898089|XP_002138174.1|DPSE	LOC117891426|XP_034652788.1|DSUB
OG0000033	LOC6898093|XP_002138175.2|DPSE	LOC117891425|XP_034652787.1|DSUB
OG0000033	LOC4800868|XP_001358066.3|DPSE	LOC117897820|XP_034662764.1|DSUB
OG0000034	LOC4817450|XP_001356533.3|DPSE	LOC117902583|XP_034669972.1|DSUB
OG0000034	LOC4817037|XP_001356534.3|DPSE	LOC117902581|XP_034669969.1|DSUB
OG0000034	LOC6902878|XP_002132612.2|DPSE	LOC117902582|XP_034669970.1|DSUB
OG0000034	LOC6902430|XP_033236728.1|DPSE, LOC6902429|XP_002133363.2|DPSE	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB
OG0000034	LOC4816157|XP_001355874.3|DPSE	LOC117902353|XP_034669555.1|DSUB
OG0000036	LOC6897873|XP_002137975.2|DPSE	LOC117898005|XP_034663024.1|DSUB
OG0000036	LOC4801521|XP_033232300.1|DPSE	LOC117896918|XP_034661349.1|DSUB
OG0000036	LOC4802757|XP_001359618.3|DPSE	LOC117897457|XP_034662194.1|DSUB
OG0000036	LOC4800563|XP_033232364.1|DPSE	LOC117899046|XP_034664697.1|DSUB
OG0000037	LOC4803745|XP_001360410.4|DPSE	LOC117890311|XP_034650989.1|DSUB
OG0000037	LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB
OG0000037	LOC6896994|XP_033232725.1|DPSE	LOC117897236|XP_034661846.1|DSUB
OG0000038	LOC4812152|XP_001352947.2|DPSE	LOC117894264|XP_034657109.1|DSUB
OG0000038	LOC6900265|XP_002135594.2|DPSE	LOC117893334|XP_034655815.1|DSUB
OG0000039	LOC6897556|XP_033241818.1|DPSE	LOC117897419|XP_034662142.1|DSUB
OG0000039	LOC4815394|XP_001354810.3|DPSE	LOC117903895|XP_034672289.1|DSUB
OG0000039	LOC4814563|XP_001354811.1|DPSE	LOC117903896|XP_034672290.1|DSUB
OG0000039	LOC6901425|XP_002134111.2|DPSE	LOC117903894|XP_034672287.1|DSUB
OG0000039	LOC6901668|XP_002134337.3|DPSE	LOC117892341|XP_034654394.1|DSUB
OG0000040	LOC6897940|XP_033236826.1|DPSE	LOC117899276|XP_034665068.1|DSUB
OG0000040	LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE	LOC117897606|XP_034662454.1|DSUB
OG0000040	LOC4803144|XP_001359934.2|DPSE	LOC117899278|XP_034665074.1|DSUB
