Orthogroup	DPSE.longest_only	DMAU.longest_only
OG0000010	LOC117185641|XP_033241728.1|DPSE, LOC4801366|XP_001358473.1|DPSE, LOC26532670|XP_033241726.1|DPSE, LOC117183610|XP_033234026.1|DPSE, LOC117185617|XP_033241647.1|DPSE, LOC117185619|XP_033241650.1|DPSE, LOC117183603|XP_033233990.1|DPSE, LOC117185618|XP_033241648.1|DPSE, LOC117185640|XP_033241727.1|DPSE	LOC117142722|XP_033162774.1|DMAU
OG0000011	LOC6903257|XP_015036468.1|DPSE, LOC26534003|XP_015037011.2|DPSE, LOC6902418|XP_033235641.1|DPSE, LOC6902419|XP_015037014.2|DPSE, LOC26532842|XP_033240537.1|DPSE, LOC6903258|XP_033236331.1|DPSE, LOC117184128|XP_033236322.1|DPSE, LOC117184127|XP_033236312.1|DPSE, LOC6903259|XP_015036470.1|DPSE, LOC6900979|XP_033239557.1|DPSE, LOC6904000|XP_033239558.1|DPSE, LOC6903305|XP_002132493.1|DPSE, LOC6903279|XP_002132978.2|DPSE, LOC26533994|XP_033236319.1|DPSE, LOC117184073|XP_033236055.1|DPSE, LOC26533837|XP_033236050.1|DPSE, LOC117184074|XP_033236060.1|DPSE, LOC6903240|XP_033236052.1|DPSE, LOC6903239|XP_015036440.1|DPSE	LOC117148149|XP_033171274.1|DMAU, LOC117148158|XP_033171286.1|DMAU, LOC117138313|XP_033156221.1|DMAU, LOC117140362|XP_033159107.1|DMAU, LOC117142406|XP_033162250.1|DMAU, LOC117150358|XP_033173108.1|DMAU, LOC117135201|XP_033151176.1|DMAU, LOC117148130|XP_033171246.1|DMAU, LOC117148131|XP_033171247.1|DMAU
OG0000011	LOC117183548|XP_033233646.1|DPSE, LOC6897642|XP_033241732.1|DPSE, LOC117185097|XP_033240835.1|DPSE	LOC117141063|XP_033160242.1|DMAU
OG0000011	LOC6900040|XP_002135404.2|DPSE	LOC117141062|XP_033160241.1|DMAU
OG0000011	LOC6897605|XP_002137750.2|DPSE	LOC117143493|XP_033164098.1|DMAU
OG0000012	LOC4804261|XP_015039777.2|DPSE	LOC117136761|XP_033153688.1|DMAU
OG0000012	LOC4804255|XP_001360842.2|DPSE	LOC117136760|XP_033153687.1|DMAU
OG0000012	LOC4804254|XP_015039772.2|DPSE	LOC117136898|XP_033153902.1|DMAU
OG0000012	LOC6898436|XP_033233736.1|DPSE	LOC117137864|XP_033155471.1|DMAU
OG0000012	LOC26534343|XP_015039779.2|DPSE, LOC4804257|XP_033234499.1|DPSE, LOC6898437|XP_015039781.2|DPSE	LOC117137455|XP_033154790.1|DMAU
OG0000012	LOC4804256|XP_015039778.2|DPSE	LOC117136643|XP_033153526.1|DMAU
OG0000012	LOC4804263|XP_001360847.3|DPSE	LOC117136387|XP_033153170.1|DMAU
OG0000012	LOC6898438|XP_002138480.2|DPSE	LOC117136474|XP_033153296.1|DMAU
OG0000012	LOC4804265|XP_001360848.3|DPSE	LOC117136403|XP_033153190.1|DMAU, LOC117138497|XP_033156518.1|DMAU
OG0000012	LOC6898439|XP_002138481.3|DPSE	LOC117137795|XP_033155358.1|DMAU
OG0000012	LOC4804266|XP_033235099.1|DPSE	LOC117137796|XP_033155359.1|DMAU
OG0000013	LOC4805483|XP_001361878.1|DPSE	LOC117136473|XP_033153295.1|DMAU
OG0000013	LOC4815139|XP_001354758.1|DPSE	LOC117148236|XP_033171424.1|DMAU
OG0000013	LOC6897906|XP_002138008.2|DPSE, LOC4803092|XP_001359891.1|DPSE	LOC117142434|XP_033162286.1|DMAU
OG0000013	LOC6900589|XP_002134962.1|DPSE	LOC117141743|XP_033161255.1|DMAU
OG0000013	LOC4801399|XP_001358499.2|DPSE	LOC117143333|XP_033163884.1|DMAU
OG0000013	LOC6897333|XP_033232478.1|DPSE, LOC4801762|XP_001358803.2|DPSE	LOC117142344|XP_033162152.1|DMAU
OG0000013	LOC6896929|XP_033238114.1|DPSE, LOC4800844|XP_033238105.1|DPSE	LOC117145307|XP_033166793.1|DMAU, LOC117143464|XP_033164066.1|DMAU, LOC117142927|XP_033163116.1|DMAU
OG0000014	LOC117184937|XP_033240069.1|DPSE	LOC117141766|XP_033161286.1|DMAU
OG0000015	LOC6902329|XP_002133283.3|DPSE, LOC6902626|XP_033236804.1|DPSE	LOC117137056|XP_033154159.1|DMAU
OG0000016	LOC4801993|XP_001359004.1|DPSE	LOC117143253|XP_033163704.1|DMAU
OG0000016	LOC6898475|XP_002138517.1|DPSE	LOC117136077|XP_033152622.1|DMAU
OG0000016	LOC4801351|XP_001358460.1|DPSE	LOC117144517|XP_033165627.1|DMAU
OG0000016	LOC4805675|XP_001362034.4|DPSE	LOC117137377|XP_033154680.1|DMAU
OG0000016	LOC4814924|XP_001354857.1|DPSE	LOC117148789|XP_033172290.1|DMAU
OG0000016	LOC26534122|XP_033239163.1|DPSE, LOC6898658|XP_004444310.1|DPSE	LOC117135957|XP_033152442.1|DMAU
OG0000016	LOC6896970|XP_002137155.1|DPSE	LOC117145868|XP_033167581.1|DMAU
OG0000016	LOC4812150|XP_001352883.1|DPSE	LOC117140134|XP_033158791.1|DMAU
OG0000017	LOC4805006|XP_001361476.2|DPSE	LOC117138274|XP_033156132.1|DMAU
OG0000017	LOC6898665|XP_002138670.2|DPSE, LOC4804841|XP_001361337.4|DPSE	LOC117136736|XP_033153658.1|DMAU
OG0000017	LOC117183391|XP_033233068.1|DPSE, LOC6898222|XP_002138288.3|DPSE, LOC6898223|XP_033234356.1|DPSE, LOC117183697|XP_033234424.1|DPSE, LOC117183690|XP_033234357.1|DPSE, LOC4800683|XP_002137062.3|DPSE	LOC117144630|XP_033165816.1|DMAU, LOC117144632|XP_033165817.1|DMAU
OG0000017	LOC4804478|XP_001361036.2|DPSE	LOC117137416|XP_033154735.1|DMAU
OG0000017	LOC4804840|XP_001361336.1|DPSE	LOC117136539|XP_033153380.1|DMAU
OG0000017	LOC4804477|XP_001361035.3|DPSE	LOC117137415|XP_033154734.1|DMAU
OG0000017	LOC117183964|XP_033235603.1|DPSE, LOC6903208|XP_033235602.1|DPSE, LOC4817633|XP_002132903.2|DPSE	LOC117150949|XP_033174013.1|DMAU, LOC117139948|XP_033158530.1|DMAU
OG0000018	LOC4813481|XP_001353829.1|DPSE	LOC117141483|XP_033160852.1|DMAU
OG0000018	LOC6900715|XP_002135078.1|DPSE, LOC6900712|XP_002135075.1|DPSE, LOC6900714|XP_002135077.1|DPSE, LOC6900713|XP_002135076.1|DPSE	LOC117140972|XP_033160097.1|DMAU, LOC117139215|XP_033157288.1|DMAU
OG0000019	LOC6897057|XP_002137241.2|DPSE, LOC26533605|XP_015037040.2|DPSE, LOC6897058|XP_002137242.2|DPSE	LOC117143233|XP_033163675.1|DMAU
OG0000019	LOC4801129|XP_033235715.1|DPSE	LOC117143229|XP_033163670.1|DMAU
OG0000019	LOC4801131|XP_001358273.2|DPSE	LOC117143234|XP_033163676.1|DMAU
OG0000019	LOC6897061|XP_002137245.2|DPSE, LOC6897060|XP_033233125.1|DPSE, LOC4801132|XP_001358274.2|DPSE	LOC117143231|XP_033163673.1|DMAU, LOC117143232|XP_033163674.1|DMAU
OG0000020	LOC6896759|XP_002136966.1|DPSE	LOC117143636|XP_033164304.1|DMAU
OG0000020	LOC4803770|XP_001360432.3|DPSE	LOC117136475|XP_033153300.1|DMAU
OG0000020	LOC6902791|XP_002132528.2|DPSE	LOC117139859|XP_033158405.1|DMAU, LOC117138462|XP_033156478.1|DMAU, LOC117140141|XP_033158803.1|DMAU
OG0000020	LOC117183221|XP_033232918.1|DPSE	LOC117145918|XP_033167668.1|DMAU
OG0000020	LOC6897832|XP_002137937.1|DPSE	LOC117143368|XP_033163935.1|DMAU
OG0000020	LOC4818201|XP_033236143.1|DPSE	LOC117135687|XP_033151982.1|DMAU
OG0000021	LOC6898835|XP_002138808.1|DPSE	LOC117135318|XP_033151407.1|DMAU
OG0000021	LOC6898834|XP_002138807.1|DPSE	LOC117150020|XP_033172787.1|DMAU, LOC117150137|XP_033172836.1|DMAU
OG0000021	LOC6898840|XP_002138811.3|DPSE	LOC117136145|XP_033152741.1|DMAU
OG0000021	LOC4805268|XP_001361693.2|DPSE	LOC117136571|XP_033153419.1|DMAU
OG0000021	LOC6901774|XP_002134444.3|DPSE, LOC6901777|XP_002134447.3|DPSE	LOC117136553|XP_033153398.1|DMAU
OG0000021	LOC6898836|XP_002138809.1|DPSE	LOC117149951|XP_033172741.1|DMAU, LOC117149949|XP_033172738.1|DMAU
OG0000021	LOC6901473|XP_033238237.1|DPSE	LOC117146855|XP_033169316.1|DMAU
OG0000021	LOC6897478|XP_002137627.1|DPSE	LOC117142241|XP_033161985.1|DMAU
OG0000021	LOC4800831|XP_001358035.1|DPSE	LOC117143646|XP_033164316.1|DMAU
OG0000021	LOC6901811|XP_002134479.1|DPSE	LOC117148061|XP_033171143.1|DMAU
OG0000022	LOC4804646|XP_033234778.1|DPSE	LOC117138252|XP_033156103.1|DMAU
OG0000022	LOC6899947|XP_002135315.1|DPSE	LOC117139751|XP_033158206.1|DMAU
OG0000022	LOC6899949|XP_002135317.2|DPSE, LOC6899956|XP_002135324.1|DPSE, LOC6899953|XP_002135321.1|DPSE	LOC117139202|XP_033157265.1|DMAU, LOC117139201|XP_033157264.1|DMAU, LOC117139199|XP_033157263.1|DMAU, LOC117139197|XP_033157261.1|DMAU
OG0000022	LOC4812049|XP_001352467.1|DPSE	LOC117139203|XP_033157266.1|DMAU
OG0000022	LOC6899946|XP_002135314.1|DPSE	LOC117139198|XP_033157262.1|DMAU
OG0000023	LOC6897864|XP_033232668.1|DPSE	LOC117144284|XP_033165278.1|DMAU
OG0000023	LOC4802964|XP_001359777.4|DPSE	LOC117144282|XP_033165275.1|DMAU
OG0000023	LOC4804210|XP_001360806.2|DPSE	LOC117135977|XP_033152481.1|DMAU
OG0000023	LOC6897865|XP_033232678.1|DPSE	LOC117145126|XP_033166537.1|DMAU
OG0000023	LOC4802957|XP_001359771.3|DPSE	LOC117144278|XP_033165272.1|DMAU
OG0000023	LOC5495505|XP_001359769.4|DPSE	LOC117144775|XP_033166033.1|DMAU
OG0000023	LOC5384073|XP_001359768.2|DPSE	LOC117144277|XP_033165271.1|DMAU
OG0000023	LOC4802956|XP_015038205.2|DPSE	LOC117144765|XP_033166018.1|DMAU
OG0000024	LOC5495520|XP_001361563.3|DPSE	LOC117137862|XP_033155468.1|DMAU
OG0000024	LOC4805107|XP_001361564.1|DPSE	LOC117136255|XP_033152953.1|DMAU
OG0000024	LOC6899225|XP_002136299.3|DPSE	LOC117150619|XP_033173479.1|DMAU
OG0000024	LOC5495508|XP_001361566.2|DPSE	LOC117136506|XP_033153341.1|DMAU
OG0000024	LOC4805028|XP_001361496.1|DPSE	LOC117135440|XP_033151508.1|DMAU
OG0000025	LOC6901557|XP_002134231.1|DPSE	LOC117143378|XP_033163951.1|DMAU
OG0000026	LOC4814777|XP_001354707.2|DPSE	LOC117148470|XP_033171735.1|DMAU
OG0000026	LOC4818162|XP_001357184.4|DPSE	LOC117135160|XP_033151111.1|DMAU
OG0000026	LOC4815876|XP_001355332.2|DPSE	LOC117146899|XP_033169397.1|DMAU
OG0000026	LOC4801930|XP_001358948.3|DPSE, LOC6897388|XP_002137540.2|DPSE	LOC117142902|XP_033163074.1|DMAU
OG0000026	LOC4800860|XP_001358060.2|DPSE	LOC117145491|XP_033167059.1|DMAU
OG0000027	LOC6902829|XP_002132565.2|DPSE	LOC117142835|XP_033162961.1|DMAU
OG0000027	LOC4817432|XP_001356466.2|DPSE	LOC117140739|XP_033159710.1|DMAU
OG0000027	LOC4816919|XP_001356465.1|DPSE	LOC117150817|XP_033173768.1|DMAU
OG0000028	LOC6900255|XP_002135584.2|DPSE	LOC117139373|XP_033157513.1|DMAU
OG0000028	LOC6900007|XP_002135372.2|DPSE	LOC117141110|XP_033160324.1|DMAU
OG0000029	LOC117183538|XP_033233522.1|DPSE, LOC6898458|XP_002138501.2|DPSE	LOC117136167|XP_033152799.1|DMAU, LOC117136614|XP_033153490.1|DMAU, LOC117135122|XP_033151033.1|DMAU
OG0000029	LOC6897267|XP_033233167.1|DPSE	LOC117144854|XP_033166148.1|DMAU
OG0000029	LOC4813458|XP_001353977.2|DPSE	LOC117140740|XP_033159707.1|DMAU
OG0000030	LOC4817563|XP_001356970.3|DPSE	LOC117150768|XP_033173696.1|DMAU
OG0000030	LOC4817564|XP_002132859.2|DPSE	LOC117137293|XP_033154560.1|DMAU
OG0000030	LOC6903157|XP_002132858.2|DPSE, LOC4817562|XP_001356969.3|DPSE	LOC117150769|XP_033173697.1|DMAU
OG0000030	LOC4816660|XP_001355989.2|DPSE	LOC117143350|XP_033163916.1|DMAU
OG0000030	LOC4804482|XP_001361038.2|DPSE	LOC117137054|XP_033154154.1|DMAU
OG0000030	LOC4816069|XP_001355235.2|DPSE	LOC117148684|XP_033172115.1|DMAU
OG0000030	LOC4815215|XP_001354948.2|DPSE	LOC117148518|XP_033171816.1|DMAU, LOC117148443|XP_033171707.1|DMAU, LOC117148004|XP_033171054.1|DMAU
OG0000031	LOC6902663|XP_015036753.2|DPSE	LOC117144354|XP_033165364.1|DMAU, LOC117137476|XP_033154845.1|DMAU, LOC117145782|XP_033167456.1|DMAU
OG0000031	LOC6902656|XP_002133172.3|DPSE, LOC6902659|XP_033236257.1|DPSE, LOC6902665|XP_002133181.3|DPSE, LOC117184065|XP_033236023.1|DPSE	LOC117138977|XP_033156935.1|DMAU, LOC117135570|XP_033151785.1|DMAU
OG0000031	LOC26533742|XP_033235774.1|DPSE	LOC117150913|XP_033173999.1|DMAU
OG0000032	LOC4800808|XP_001358017.2|DPSE	LOC117145860|XP_033167571.1|DMAU
OG0000032	LOC6896921|XP_033236577.1|DPSE	LOC117145495|XP_033167064.1|DMAU, LOC117145861|XP_033167572.1|DMAU
OG0000033	LOC4800626|XP_001357867.3|DPSE	LOC117144719|XP_033165948.1|DMAU
OG0000033	LOC6898089|XP_002138174.1|DPSE	LOC117138299|XP_033156190.1|DMAU
OG0000033	LOC6898093|XP_002138175.2|DPSE	LOC117138298|XP_033156189.1|DMAU
OG0000033	LOC4800868|XP_001358066.3|DPSE	LOC117140273|XP_033158989.1|DMAU, LOC117144413|XP_033165445.1|DMAU, LOC117144938|XP_033166283.1|DMAU, LOC117137789|XP_033155336.1|DMAU, LOC117137724|XP_033155189.1|DMAU
OG0000034	LOC4817450|XP_001356533.3|DPSE	LOC117138566|XP_033156617.1|DMAU, LOC117141167|XP_033160397.1|DMAU
OG0000034	LOC4817037|XP_001356534.3|DPSE	LOC117150484|XP_033173274.1|DMAU
OG0000034	LOC6902878|XP_002132612.2|DPSE	LOC117150483|XP_033173273.1|DMAU
OG0000034	LOC6902430|XP_033236728.1|DPSE, LOC6902429|XP_002133363.2|DPSE	LOC117149319|XP_033172656.1|DMAU, LOC117143947|XP_033164772.1|DMAU, LOC117145446|XP_033166996.1|DMAU
OG0000034	LOC4816157|XP_001355874.3|DPSE	LOC117143867|XP_033164627.1|DMAU
OG0000036	LOC6897873|XP_002137975.2|DPSE	LOC117145150|XP_033166581.1|DMAU
OG0000036	LOC4801521|XP_033232300.1|DPSE	LOC117145004|XP_033166383.1|DMAU
OG0000036	LOC4802757|XP_001359618.3|DPSE	LOC117145915|XP_033167661.1|DMAU
OG0000036	LOC4800563|XP_033232364.1|DPSE	LOC117145828|XP_033167521.1|DMAU, LOC117145827|XP_033167520.1|DMAU
OG0000037	LOC4803745|XP_001360410.4|DPSE	LOC117137024|XP_033154116.1|DMAU
OG0000037	LOC6896995|XP_033232723.1|DPSE, LOC6896996|XP_002137182.2|DPSE, LOC117183318|XP_033232724.1|DPSE, LOC6896994|XP_033232725.1|DPSE	LOC117145239|XP_033166706.1|DMAU, LOC117143582|XP_033164221.1|DMAU
OG0000038	LOC4812152|XP_001352947.2|DPSE	LOC117139364|XP_033157507.1|DMAU
OG0000038	LOC6900265|XP_002135594.2|DPSE	LOC117141232|XP_033160483.1|DMAU
OG0000039	LOC6897556|XP_033241818.1|DPSE	LOC117144249|XP_033165219.1|DMAU
OG0000039	LOC4815394|XP_001354810.3|DPSE	LOC117148457|XP_033171719.1|DMAU
OG0000039	LOC4814563|XP_001354811.1|DPSE	LOC117147454|XP_033170230.1|DMAU
OG0000039	LOC6901668|XP_002134337.3|DPSE	LOC117146886|XP_033169374.1|DMAU
OG0000040	LOC6897940|XP_033236826.1|DPSE, LOC4803145|XP_001359935.3|DPSE, LOC13036404|XP_003736919.2|DPSE, LOC6897941|XP_002138044.3|DPSE	LOC117143448|XP_033164046.1|DMAU
OG0000040	LOC4803144|XP_001359934.2|DPSE	LOC117143449|XP_033164048.1|DMAU
OG0000040	LOC117183223|XP_033241858.1|DPSE, LOC117185673|XP_033241861.1|DPSE, LOC6897578|XP_015037767.2|DPSE, LOC13036406|XP_033241860.1|DPSE	LOC117144294|XP_033165289.1|DMAU
OG0000040	LOC6897971|XP_002138070.1|DPSE	LOC117144293|XP_033165288.1|DMAU
OG0000040	LOC4803208|XP_001359988.4|DPSE	LOC117143965|XP_033164790.1|DMAU
OG0000040	LOC4801113|XP_001358260.2|DPSE	LOC117143756|XP_033164463.1|DMAU
OG0000041	LOC6897576|XP_002137721.2|DPSE, LOC6897577|XP_002137722.1|DPSE	LOC117143749|XP_033164453.1|DMAU, LOC117144930|XP_033166274.1|DMAU, LOC117143589|XP_033164228.1|DMAU
OG0000041	LOC4802353|XP_001359283.3|DPSE	LOC117145103|XP_033166514.1|DMAU
OG0000041	LOC6897572|XP_033240353.1|DPSE	LOC117144174|XP_033165110.1|DMAU, LOC117145105|XP_033166515.1|DMAU
OG0000042	LOC6902242|XP_002133769.2|DPSE	LOC117146870|XP_033169351.1|DMAU
OG0000042	LOC4804794|XP_001361299.3|DPSE	LOC117138472|XP_033156493.1|DMAU
OG0000042	LOC5495510|XP_001361301.4|DPSE	LOC117138473|XP_033156494.1|DMAU
OG0000042	LOC6898652|XP_002138657.1|DPSE, LOC4804796|XP_033234018.1|DPSE, LOC6898651|XP_033233475.1|DPSE, LOC6902899|XP_002132633.1|DPSE	LOC117138470|XP_033156490.1|DMAU
OG0000042	LOC4804792|XP_001361298.2|DPSE	LOC117138471|XP_033156492.1|DMAU
OG0000043	LOC4803128|XP_001359922.2|DPSE	LOC117143574|XP_033164210.1|DMAU
OG0000043	LOC4803135|XP_001359927.2|DPSE, LOC6897936|XP_002138038.2|DPSE	LOC117143570|XP_033164205.1|DMAU
OG0000043	LOC4803134|XP_001359926.3|DPSE	LOC117143572|XP_033164208.1|DMAU
OG0000043	LOC4803126|XP_001359920.4|DPSE	LOC117145149|XP_033166580.1|DMAU
OG0000043	LOC6897937|XP_002138039.2|DPSE	LOC117143571|XP_033164207.1|DMAU, LOC117143573|XP_033164209.1|DMAU, LOC117145745|XP_033167398.1|DMAU
OG0000043	LOC4803132|XP_001359925.3|DPSE	LOC117143372|XP_033163938.1|DMAU
OG0000044	LOC4802344|XP_001359278.1|DPSE	LOC117143901|XP_033164698.1|DMAU
OG0000044	LOC6897570|XP_033232296.1|DPSE, LOC6899656|XP_033239795.1|DPSE	LOC117143451|XP_033164051.1|DMAU, LOC117145465|XP_033167027.1|DMAU
OG0000044	LOC6897571|XP_033232533.1|DPSE, LOC4802345|XP_001359279.2|DPSE	LOC117145163|XP_033166599.1|DMAU, LOC117143590|XP_033164229.1|DMAU, LOC117143652|XP_033164322.1|DMAU
OG0000044	LOC4802849|XP_001359684.3|DPSE	LOC117143435|XP_033164032.1|DMAU
OG0000045	LOC4812813|XP_033238456.1|DPSE	LOC117139739|XP_033158187.1|DMAU
OG0000045	LOC4813084|XP_001353641.2|DPSE	LOC117139893|XP_033158462.1|DMAU, LOC117140400|XP_033159161.1|DMAU, LOC117139892|XP_033158461.1|DMAU
OG0000045	LOC6900434|XP_002134825.3|DPSE	LOC117139487|XP_033157699.1|DMAU
OG0000045	LOC4816274|XP_001355928.3|DPSE, LOC6900435|XP_002134826.1|DPSE	LOC117139486|XP_033157698.1|DMAU
OG0000046	LOC4800854|XP_001358055.2|DPSE	LOC117145662|XP_033167285.1|DMAU
OG0000046	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE	LOC117147192|XP_033169884.1|DMAU, LOC117148363|XP_033171610.1|DMAU
OG0000046	LOC6898136|XP_002138215.2|DPSE	LOC117147217|XP_033169922.1|DMAU
OG0000046	LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE	LOC117144703|XP_033165923.1|DMAU, LOC117144838|XP_033166122.1|DMAU, LOC117143845|XP_033164592.1|DMAU, LOC117143549|XP_033164180.1|DMAU, LOC117138631|XP_033156736.1|DMAU, LOC117143844|XP_033164591.1|DMAU, LOC117136443|XP_033153251.1|DMAU
OG0000047	LOC4803784|XP_001360446.3|DPSE	LOC117137846|XP_033155439.1|DMAU
OG0000047	LOC4803787|XP_001360449.3|DPSE	LOC117137896|XP_033155525.1|DMAU
OG0000047	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE	LOC117136744|XP_033153666.1|DMAU
OG0000047	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE	LOC117141645|XP_033161109.1|DMAU
