Orthogroup	DBIA.longest_only	DERE.longest_only
OG0000000	LOC108032904|XP_016962446.1|DBIA	LOC6551915|XP_001978850.1|DERE
OG0000000	LOC108034432|XP_016964806.1|DBIA	LOC6545319|XP_001973245.1|DERE, LOC6544808|XP_001973187.1|DERE
OG0000002	LOC108036386|XP_016967980.1|DBIA	LOC6548491|XP_001975304.1|DERE
OG0000002	LOC108022558|XP_016947041.1|DBIA	LOC6548172|XP_001975155.3|DERE
OG0000002	LOC108022153|XP_016946484.1|DBIA	LOC6548171|XP_001975154.2|DERE
OG0000002	LOC108028911|XP_016956419.1|DBIA	LOC6540746|XP_001968931.3|DERE
OG0000002	LOC108029010|XP_016956543.1|DBIA, LOC108028819|XP_016956295.1|DBIA, LOC108027026|XP_016953710.1|DBIA, LOC108028092|XP_016955225.1|DBIA	LOC6545786|XP_001973422.2|DERE
OG0000002	LOC108029019|XP_016956553.1|DBIA	LOC6542167|XP_001968638.1|DERE
OG0000002	LOC108029040|XP_016956580.1|DBIA	LOC6541336|XP_001968621.3|DERE
OG0000003	LOC108030370|XP_016958727.1|DBIA	LOC6549103|XP_001975568.1|DERE
OG0000003	LOC108030025|XP_016958054.1|DBIA	LOC6548983|XP_001975566.1|DERE
OG0000003	LOC108024348|XP_016949739.1|DBIA	LOC6554587|XP_001981543.2|DERE
OG0000003	LOC108030024|XP_016958053.1|DBIA	LOC6548982|XP_001975565.1|DERE
OG0000003	LOC108030125|XP_016958318.1|DBIA	LOC6541170|XP_001970725.1|DERE
OG0000003	LOC108030172|XP_016958401.1|DBIA	LOC26526619|XP_015012824.1|DERE
OG0000003	LOC108029856|XP_016957835.1|DBIA	LOC6549104|XP_001975569.3|DERE
OG0000003	LOC108030023|XP_016958052.1|DBIA, LOC108029857|XP_016957836.1|DBIA, LOC108029859|XP_016957838.1|DBIA	LOC6549102|XP_001975567.1|DERE
OG0000003	LOC108030173|XP_016958402.1|DBIA	LOC6549105|XP_001975570.1|DERE
OG0000003	LOC108029368|XP_016957084.1|DBIA	LOC6541262|XP_001970448.1|DERE
OG0000003	LOC108029347|XP_016957028.1|DBIA	LOC6543237|XP_001970449.1|DERE
OG0000003	LOC108034204|XP_016964524.1|DBIA	LOC6543184|XP_001968830.1|DERE
OG0000005	LOC108021908|XP_016946219.1|DBIA	LOC6548712|XP_001974001.2|DERE, LOC6556359|XP_001983142.2|DERE
OG0000006	LOC108021907|XP_016946218.1|DBIA	LOC6548669|XP_001974020.1|DERE
OG0000007	LOC108028761|XP_016956223.1|DBIA	LOC6545298|XP_001972056.1|DERE
OG0000007	LOC108028706|XP_016956144.1|DBIA	LOC6545299|XP_001972057.1|DERE
OG0000007	LOC108028547|XP_016955936.1|DBIA	LOC6545296|XP_001972054.1|DERE
OG0000007	LOC108028068|XP_016955198.1|DBIA	LOC6545101|XP_001972052.1|DERE
OG0000007	LOC108028546|XP_016955935.1|DBIA	LOC6545102|XP_001972053.1|DERE
OG0000007	LOC108027672|XP_016954706.1|DBIA	LOC6540938|XP_001968734.1|DERE
OG0000007	LOC108025402|XP_016951367.1|DBIA	LOC6555344|XP_001981194.1|DERE, LOC6555345|XP_001981195.1|DERE
OG0000007	LOC108027675|XP_016954708.1|DBIA	LOC6540876|XP_001968735.1|DERE
OG0000007	LOC108034518|XP_016964930.1|DBIA	LOC6545660|XP_001971664.1|DERE
OG0000007	LOC108027854|XP_016954941.1|DBIA	LOC6540935|XP_001968733.1|DERE
OG0000007	LOC108028309|XP_016955521.1|DBIA	LOC6545300|XP_001972058.2|DERE
OG0000007	LOC108028310|XP_016955522.1|DBIA	LOC6545301|XP_001972059.1|DERE
OG0000008	LOC108032174|XP_016961516.1|DBIA	LOC6553905|XP_001979522.1|DERE
OG0000008	LOC108034858|XP_016965498.1|DBIA	LOC6543716|XP_001971859.1|DERE
OG0000008	LOC108034855|XP_016965493.1|DBIA	LOC6543719|XP_001971862.1|DERE
OG0000008	LOC108033465|XP_016963291.1|DBIA	LOC6541660|XP_001969797.3|DERE
OG0000008	LOC108034860|XP_016965500.1|DBIA	LOC6543717|XP_001971860.3|DERE
OG0000008	LOC108029542|XP_016957386.1|DBIA	LOC6551209|XP_001977016.1|DERE
OG0000008	LOC108027365|XP_016954278.1|DBIA	LOC6553020|XP_001979111.1|DERE, LOC6553021|XP_001979112.1|DERE
OG0000008	LOC108027095|XP_016953802.1|DBIA	LOC6553016|XP_001979107.1|DERE
OG0000008	LOC108027071|XP_016953774.1|DBIA	LOC6553015|XP_001979106.1|DERE
OG0000009	LOC108031158|XP_016959863.1|DBIA	LOC6554105|XP_001979501.1|DERE
OG0000009	LOC108032245|XP_016961597.1|DBIA	LOC6554107|XP_001979503.1|DERE
OG0000009	LOC108031475|XP_016960425.1|DBIA	LOC6554108|XP_001979504.1|DERE
OG0000009	LOC108032170|XP_016961513.1|DBIA	LOC6554106|XP_001979502.1|DERE
OG0000009	LOC108022184|XP_016946525.1|DBIA	LOC6548094|XP_001976600.1|DERE
OG0000009	LOC108032134|XP_016961458.1|DBIA	LOC6553884|XP_001980458.1|DERE
OG0000009	LOC108023117|XP_016947872.1|DBIA	LOC6546804|XP_001975914.1|DERE
OG0000009	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA	LOC6546805|XP_001975915.1|DERE
OG0000010	LOC108024778|XP_016950383.1|DBIA	LOC6556039|XP_015008608.2|DERE
OG0000011	LOC108027845|XP_016954924.1|DBIA	LOC113564152|XP_026835545.1|DERE
OG0000011	LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA	LOC6540864|XP_001968531.3|DERE
OG0000011	LOC108027694|XP_016954732.1|DBIA	LOC6543446|XP_001968684.2|DERE
OG0000011	LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA	LOC6543815|XP_001973630.3|DERE
OG0000011	LOC108025089|XP_016950839.1|DBIA, LOC108027384|XP_016954306.1|DBIA, LOC108035135|XP_016966066.1|DBIA, LOC108027385|XP_016954308.1|DBIA, LOC108028835|XP_016956315.1|DBIA, LOC108027989|XP_016955104.1|DBIA, LOC108030612|XP_016959094.1|DBIA	LOC6555031|XP_001981173.1|DERE
OG0000011	LOC108027867|XP_016954970.1|DBIA	LOC113564056|XP_026834236.1|DERE
OG0000011	LOC108033517|XP_016963352.1|DBIA	LOC6547227|XP_026836974.1|DERE
OG0000011	LOC108033630|XP_016963538.1|DBIA	LOC113564269|XP_026836076.1|DERE
OG0000011	LOC108035164|XP_016966113.1|DBIA	LOC6547233|XP_026836236.1|DERE
OG0000011	LOC108024287|XP_016949675.1|DBIA	LOC6551039|XP_001978306.1|DERE
OG0000011	LOC108035648|XP_016966843.1|DBIA	LOC6545632|XP_001972694.2|DERE
OG0000011	LOC108035647|XP_016966842.1|DBIA	LOC6545633|XP_001972695.1|DERE
OG0000011	LOC108024710|XP_016950292.1|DBIA	LOC6552127|XP_001980788.1|DERE
OG0000012	LOC108026825|XP_016953482.1|DBIA	LOC6547483|XP_015011854.1|DERE
OG0000012	LOC108026824|XP_016953480.1|DBIA	LOC6547482|XP_001974798.1|DERE
OG0000012	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA	LOC6547337|XP_015012184.1|DERE
OG0000012	LOC108026906|XP_016953604.1|DBIA	LOC6547484|XP_026836781.1|DERE
OG0000012	LOC108026886|XP_016953577.1|DBIA	LOC6547486|XP_001974802.1|DERE
OG0000012	LOC108026941|XP_016953643.1|DBIA	LOC6547485|XP_015012185.1|DERE
OG0000012	LOC108022093|XP_016946425.1|DBIA	LOC6546830|XP_026836193.1|DERE
OG0000012	LOC108022195|XP_016946536.1|DBIA	LOC6546691|XP_001975936.3|DERE
OG0000012	LOC108023104|XP_016947858.1|DBIA	LOC6546690|XP_001975935.1|DERE
OG0000012	LOC108022092|XP_016946424.1|DBIA	LOC26526953|XP_026835974.1|DERE
OG0000012	LOC108022979|XP_016947693.1|DBIA	LOC6546689|XP_001975934.2|DERE
OG0000012	LOC108022976|XP_016947689.1|DBIA	LOC6546688|XP_001975933.1|DERE
OG0000013	LOC108036445|XP_016968074.1|DBIA	LOC6549620|XP_001975657.1|DERE
OG0000013	LOC108030851|XP_016959521.1|DBIA	LOC6551261|XP_026838843.1|DERE
OG0000013	LOC108031414|XP_016960303.1|DBIA	LOC6553110|XP_001980016.1|DERE
OG0000013	LOC108034990|XP_016965812.1|DBIA	LOC6545627|XP_026832753.1|DERE
OG0000013	LOC108024443|XP_016949852.1|DBIA	LOC6553734|XP_001980320.1|DERE
OG0000013	LOC108026153|XP_016952377.1|DBIA	LOC6554353|XP_001982051.1|DERE
OG0000013	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA	LOC6553767|XP_001980392.1|DERE, LOC6553763|XP_026839524.1|DERE, LOC113564842|XP_026839519.1|DERE, LOC6553724|XP_001980393.1|DERE, LOC6554050|XP_001980491.1|DERE, LOC6554051|XP_001980492.1|DERE
OG0000015	LOC108033679|XP_016963624.1|DBIA	LOC6549487|XP_001974261.3|DERE
OG0000015	LOC108032335|XP_016961635.1|DBIA	LOC26527019|XP_015015589.1|DERE
OG0000015	LOC108032334|XP_016961634.1|DBIA	LOC6549638|XP_026836388.1|DERE
OG0000015	LOC108033354|XP_016963153.1|DBIA	LOC6542316|XP_001970154.1|DERE
OG0000015	LOC108033676|XP_016963619.1|DBIA, LOC108033509|XP_016963341.1|DBIA	LOC6554572|XP_026839568.1|DERE
OG0000016	LOC108031488|XP_016960465.1|DBIA	LOC6553473|XP_001980267.1|DERE
OG0000016	LOC108022510|XP_016946968.1|DBIA	LOC6547825|XP_001974973.1|DERE
OG0000016	LOC108032049|XP_016961350.1|DBIA	LOC6553744|XP_001980362.1|DERE
OG0000016	LOC108036535|XP_016968248.1|DBIA	LOC6548497|XP_001975310.2|DERE
OG0000016	LOC108031387|XP_016960277.1|DBIA	LOC6551195|XP_001977029.1|DERE
OG0000016	LOC108024269|XP_016949648.1|DBIA	LOC6542573|XP_026835446.1|DERE
OG0000016	LOC108026160|XP_016952383.1|DBIA	LOC6553157|XP_026831618.1|DERE
OG0000016	LOC108030823|XP_016959429.1|DBIA	LOC6544283|XP_001973711.1|DERE
OG0000017	LOC108032967|XP_016962527.1|DBIA	LOC6550521|XP_001977911.1|DERE
OG0000017	LOC108036348|XP_016967909.1|DBIA	LOC6540975|XP_001970557.1|DERE
OG0000017	LOC108036878|XP_016968743.1|DBIA	LOC6542635|XP_001970806.1|DERE
OG0000017	LOC108031941|XP_016961211.1|DBIA	LOC6552914|XP_001980977.1|DERE
OG0000017	LOC108026055|XP_016952238.1|DBIA	LOC6556262|XP_026839527.1|DERE
OG0000017	LOC108022955|XP_016947661.1|DBIA	LOC6547791|XP_001976408.1|DERE
OG0000017	LOC108024069|XP_016949327.1|DBIA	LOC6542668|XP_001970804.1|DERE
OG0000017	LOC108022064|XP_016946398.1|DBIA	LOC6547792|XP_001976409.1|DERE
OG0000017	LOC108027769|XP_016954820.1|DBIA	LOC6543081|XP_001968299.1|DERE
OG0000018	LOC108028400|XP_016955704.1|DBIA	LOC6545112|XP_001972081.1|DERE
OG0000018	LOC108028081|XP_016955212.1|DBIA	LOC6545115|XP_001972084.1|DERE
OG0000018	LOC108028402|XP_016955706.1|DBIA	LOC6545114|XP_001972083.1|DERE
OG0000019	LOC108025227|XP_016951062.1|DBIA	LOC113564308|XP_026836578.1|DERE
OG0000019	LOC108025229|XP_016951064.1|DBIA	LOC113564837|XP_026839515.1|DERE
OG0000019	LOC108025224|XP_016951060.1|DBIA	LOC6555070|XP_001981612.1|DERE
OG0000019	LOC108025228|XP_016951063.1|DBIA	LOC6555069|XP_001981611.1|DERE
OG0000019	LOC108025225|XP_016951061.1|DBIA	LOC113564283|XP_026836268.1|DERE, LOC6555065|XP_001981607.1|DERE, LOC113563849|XP_026832170.1|DERE, LOC113563848|XP_026832169.1|DERE
OG0000019	LOC108025231|XP_016951067.1|DBIA	LOC113563851|XP_026832173.1|DERE, LOC113563850|XP_026832172.1|DERE, LOC6555062|XP_001981604.2|DERE, LOC6555064|XP_026839386.1|DERE
OG0000020	LOC108026305|XP_016952678.1|DBIA	LOC6555052|XP_026839769.1|DERE
OG0000020	LOC108026784|XP_016953432.1|DBIA	LOC6547855|XP_001975038.1|DERE
OG0000020	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA	LOC6549413|XP_026836257.1|DERE
OG0000020	LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA	LOC6540649|XP_026834533.1|DERE
OG0000020	LOC108036110|XP_016967573.1|DBIA	LOC6543425|XP_026834766.1|DERE
OG0000020	LOC108031537|XP_016960562.1|DBIA	LOC6553828|XP_026839892.1|DERE
OG0000020	LOC108024628|XP_016950157.1|DBIA	LOC6554060|XP_001980549.1|DERE
OG0000020	LOC108034268|XP_016964616.1|DBIA	LOC6548804|XP_001974084.1|DERE
OG0000020	LOC108033875|XP_016964007.1|DBIA	LOC6549412|XP_001974317.1|DERE
OG0000021	LOC108027666|XP_016954700.1|DBIA	LOC6543194|XP_001968524.1|DERE
OG0000021	LOC108027081|XP_016953819.1|DBIA	LOC6556017|XP_001982880.1|DERE
OG0000021	LOC108022678|XP_016947238.1|DBIA	LOC6547978|XP_001975124.1|DERE
OG0000021	LOC108022247|XP_016946595.1|DBIA	LOC6548381|XP_001975140.1|DERE
OG0000021	LOC108022243|XP_016946590.1|DBIA	LOC6546948|XP_001974598.1|DERE
OG0000021	LOC108036897|XP_016968766.1|DBIA	LOC6556217|XP_001983050.1|DERE
OG0000021	LOC108025789|XP_016951907.1|DBIA	LOC6551659|XP_001977237.1|DERE
OG0000021	LOC108026319|XP_016952697.1|DBIA	LOC6554651|XP_001981975.1|DERE
OG0000021	LOC108027350|XP_016954258.1|DBIA	LOC6553703|XP_001980409.1|DERE
OG0000021	LOC108026442|XP_016952872.1|DBIA	LOC26526932|XP_026837924.1|DERE
OG0000022	LOC108022346|XP_016946698.1|DBIA	LOC6548724|XP_001975398.1|DERE
OG0000022	LOC108030636|XP_016959139.1|DBIA	LOC6543861|XP_001971088.1|DERE
OG0000022	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA	LOC6556144|XP_001982999.1|DERE, LOC6545492|XP_001971094.1|DERE, LOC6545493|XP_026833569.1|DERE, LOC6556143|XP_001982998.1|DERE
OG0000022	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA	LOC6545495|XP_001971097.1|DERE
OG0000022	LOC108029203|XP_016956872.1|DBIA	LOC6545494|XP_001971096.1|DERE
OG0000023	LOC108027148|XP_016953858.1|DBIA	LOC113563731|XP_026831631.1|DERE
OG0000023	LOC108027143|XP_016953853.1|DBIA	LOC6553285|XP_001979203.1|DERE
OG0000023	LOC108026627|XP_016953132.1|DBIA	LOC6546697|XP_026836761.1|DERE
OG0000023	LOC108027145|XP_016953854.1|DBIA	LOC6553284|XP_026831910.1|DERE
OG0000023	LOC108027009|XP_016953696.1|DBIA	LOC6553277|XP_001979195.2|DERE
OG0000023	LOC108027245|XP_016954086.1|DBIA	LOC6553329|XP_001979191.2|DERE
OG0000023	LOC108027357|XP_016954268.1|DBIA	LOC6553331|XP_001979193.1|DERE
OG0000023	LOC108027244|XP_016954083.1|DBIA	LOC6553328|XP_001979190.1|DERE
OG0000024	LOC108022668|XP_016947226.1|DBIA	LOC6547181|XP_001976079.1|DERE, LOC6547180|XP_001976078.1|DERE, LOC6547179|XP_001976077.1|DERE
OG0000024	LOC108022666|XP_016947224.1|DBIA	LOC6547183|XP_001976081.1|DERE
OG0000024	LOC108022667|XP_016947225.1|DBIA	LOC6547182|XP_001976080.1|DERE
OG0000024	LOC108034270|XP_016964618.1|DBIA	LOC6549069|XP_001974169.1|DERE
OG0000024	LOC108022158|XP_016946489.1|DBIA	LOC6547184|XP_001976082.1|DERE
OG0000024	LOC108029512|XP_016957298.1|DBIA	LOC6549473|XP_001975764.1|DERE
OG0000025	LOC108023228|XP_016947991.1|DBIA	LOC6540718|XP_001968765.1|DERE
OG0000026	LOC108032654|XP_016962104.1|DBIA	LOC6551694|XP_001977155.1|DERE
OG0000026	LOC108033571|XP_016963404.1|DBIA	LOC6543477|XP_001969495.1|DERE
OG0000026	LOC108036455|XP_016968112.1|DBIA	LOC6551346|XP_001977080.1|DERE
OG0000026	LOC108027046|XP_016953736.1|DBIA	LOC6553336|XP_001979309.1|DERE
OG0000027	LOC108033374|XP_016963181.1|DBIA	LOC6541432|XP_001970185.1|DERE
OG0000027	LOC108033303|XP_016963062.1|DBIA	LOC6541563|XP_001970188.1|DERE
OG0000027	LOC108033359|XP_016963159.1|DBIA	LOC6541340|XP_001970186.1|DERE
OG0000028	LOC108031851|XP_016961097.1|DBIA	LOC6545328|XP_001973336.1|DERE, LOC6545326|XP_026833776.1|DERE
OG0000028	LOC108035881|XP_016967123.1|DBIA	LOC6545516|XP_001973330.1|DERE
OG0000028	LOC108035021|XP_016965853.1|DBIA	LOC6545103|XP_001973211.1|DERE
OG0000029	LOC108036183|XP_016967662.1|DBIA	LOC6541177|XP_001969159.1|DERE
OG0000029	LOC108029337|XP_016957019.1|DBIA	LOC6547215|XP_001974713.1|DERE
OG0000029	LOC108036041|XP_016967472.1|DBIA	LOC6543371|XP_001969207.2|DERE
OG0000029	LOC108031286|XP_016960018.1|DBIA	LOC6552797|XP_001981008.1|DERE
OG0000029	LOC108028180|XP_016955330.1|DBIA	LOC6546309|XP_026833134.1|DERE
OG0000030	LOC108033534|XP_016963368.1|DBIA	LOC6541247|XP_001969800.2|DERE
OG0000030	LOC108033540|XP_016963373.1|DBIA	LOC6543200|XP_001969799.1|DERE
OG0000030	LOC108036692|XP_016968470.1|DBIA	LOC6542410|XP_001968441.1|DERE
OG0000030	LOC108022382|XP_016946753.1|DBIA	LOC6547811|XP_001976404.1|DERE
OG0000030	LOC108023610|XP_016948706.1|DBIA	LOC6555505|XP_026838381.1|DERE
OG0000030	LOC108024286|XP_016949674.1|DBIA	LOC6550371|XP_001977852.1|DERE
OG0000031	LOC108032680|XP_016962144.1|DBIA	LOC6541519|XP_001969009.2|DERE
OG0000031	LOC108032585|XP_016961981.1|DBIA	LOC6543250|XP_001968986.1|DERE
OG0000031	LOC108034241|XP_016964579.1|DBIA	LOC6542615|XP_001969442.1|DERE
OG0000032	LOC108027359|XP_016954271.1|DBIA	LOC6553974|XP_015009875.1|DERE
OG0000032	LOC108027269|XP_016954133.1|DBIA	LOC6553916|XP_015010087.1|DERE
OG0000032	LOC108027165|XP_016953917.1|DBIA	LOC6553975|XP_026831724.1|DERE
OG0000032	LOC108027028|XP_016953713.1|DBIA	LOC113564299|XP_026836470.1|DERE
OG0000033	LOC108024481|XP_016949890.1|DBIA	LOC6555354|XP_026839686.1|DERE
OG0000033	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA	LOC6555355|XP_001981434.1|DERE
OG0000033	LOC108033536|XP_016963370.1|DBIA	LOC6548262|XP_001974108.1|DERE
OG0000033	LOC108030100|XP_016958275.1|DBIA	LOC6541653|XP_001970703.1|DERE
OG0000033	LOC108030101|XP_016958276.1|DBIA	LOC6542775|XP_001970704.2|DERE
OG0000033	LOC108030098|XP_016958274.1|DBIA	LOC6541460|XP_001970702.1|DERE
OG0000033	LOC108028439|XP_016955758.1|DBIA	LOC6546216|XP_001972911.1|DERE
OG0000033	LOC108027435|XP_016954372.1|DBIA	LOC6553620|XP_001979278.1|DERE
OG0000033	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA	LOC6548922|XP_001975350.1|DERE
OG0000034	LOC108035246|XP_016966273.1|DBIA	LOC6547752|XP_001976261.2|DERE
OG0000034	LOC108034999|XP_016965831.1|DBIA	LOC6547627|XP_001976262.1|DERE
OG0000034	LOC108033284|XP_016963038.1|DBIA	LOC113564268|XP_026836067.1|DERE
OG0000034	LOC108023415|XP_016948374.1|DBIA	LOC6553711|XP_001980355.1|DERE
OG0000036	LOC108027411|XP_016954339.1|DBIA	LOC6553210|XP_001979212.1|DERE
OG0000036	LOC108026449|XP_016952877.1|DBIA	LOC6553049|XP_001980037.3|DERE
OG0000036	LOC108024985|XP_016950728.1|DBIA	LOC6552090|XP_001978801.1|DERE
OG0000036	LOC108024657|XP_016950207.1|DBIA	LOC6554160|XP_026832544.1|DERE, LOC113563885|XP_026832533.1|DERE
OG0000037	LOC108029865|XP_016957843.1|DBIA	LOC6547304|XP_026836461.1|DERE
OG0000037	LOC108032009|XP_016961298.1|DBIA	LOC6553809|XP_001979566.1|DERE
OG0000037	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA	LOC6553808|XP_001979565.1|DERE
OG0000038	LOC108030746|XP_016959281.1|DBIA	LOC6545503|XP_001973343.1|DERE
OG0000038	LOC108030931|XP_016959614.1|DBIA	LOC6545505|XP_026833772.1|DERE
OG0000039	LOC108027177|XP_016953954.1|DBIA	LOC6553078|XP_001979073.2|DERE
OG0000039	LOC108025609|XP_016951633.1|DBIA	LOC6550737|XP_001978160.1|DERE
OG0000039	LOC108025634|XP_016951658.1|DBIA	LOC6550622|XP_026837736.1|DERE
OG0000039	LOC108025590|XP_016951608.1|DBIA	LOC6551666|XP_001977244.1|DERE
OG0000040	LOC108025546|XP_016951565.1|DBIA	LOC6551893|XP_026835202.1|DERE
OG0000040	LOC108024820|XP_016950438.1|DBIA	LOC6551780|XP_001980593.1|DERE
OG0000040	LOC108024821|XP_016950440.1|DBIA	LOC6551781|XP_001980594.1|DERE
OG0000040	LOC108025434|XP_016951413.1|DBIA	LOC6551892|XP_001979714.2|DERE
OG0000040	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA	LOC6551891|XP_001979713.1|DERE
OG0000040	LOC108025485|XP_016951488.1|DBIA	LOC6551889|XP_001979711.1|DERE
OG0000040	LOC108023851|XP_016948987.1|DBIA	LOC6554299|XP_001981067.1|DERE
OG0000041	LOC108026015|XP_016952195.1|DBIA	LOC6554981|XP_001981824.1|DERE
OG0000041	LOC108026081|XP_016952269.1|DBIA	LOC26526627|XP_015009397.2|DERE
OG0000041	LOC108026380|XP_016952789.1|DBIA	LOC6554997|XP_001981822.1|DERE
OG0000041	LOC108026109|XP_016952297.1|DBIA	LOC6554980|XP_001981823.2|DERE
OG0000041	LOC108026021|XP_016952202.1|DBIA	LOC6554990|XP_001981815.1|DERE
OG0000041	LOC108026443|XP_016952869.1|DBIA	LOC6554991|XP_001981816.2|DERE
OG0000042	LOC108029979|XP_016957976.1|DBIA	LOC6547072|XP_001974652.1|DERE
OG0000042	LOC108029981|XP_016957978.1|DBIA	LOC6547084|XP_001974656.1|DERE
OG0000042	LOC108029869|XP_016957848.1|DBIA	LOC6547081|XP_026835970.1|DERE
OG0000042	LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA	LOC6547082|XP_001974654.1|DERE
OG0000042	LOC108029982|XP_016957980.1|DBIA	LOC6547085|XP_001974657.2|DERE
OG0000043	LOC108024814|XP_016950428.1|DBIA	LOC6551882|XP_001980606.1|DERE
OG0000043	LOC108024406|XP_016949807.1|DBIA	LOC6551883|XP_001980607.1|DERE
OG0000043	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA	LOC6551896|XP_001980611.1|DERE
OG0000043	LOC108025302|XP_016951186.1|DBIA	LOC6554744|XP_001981087.1|DERE
OG0000043	LOC108024783|XP_016950388.1|DBIA	LOC6549065|XP_026836066.1|DERE, LOC6551880|XP_001980604.1|DERE
OG0000044	LOC108026455|XP_016952884.1|DBIA	LOC6554933|XP_001981812.1|DERE
OG0000044	LOC108026365|XP_016952771.1|DBIA	LOC6554929|XP_001981808.1|DERE
OG0000044	LOC108026364|XP_016952769.1|DBIA	LOC6554928|XP_001981807.1|DERE
OG0000044	LOC108026002|XP_016952181.1|DBIA	LOC6554932|XP_026836683.1|DERE
OG0000044	LOC108025998|XP_016952177.1|DBIA	LOC6554930|XP_001981809.1|DERE
OG0000044	LOC108026469|XP_016952901.1|DBIA	LOC6554931|XP_001981810.2|DERE
OG0000044	LOC108025049|XP_016950795.1|DBIA	LOC6553968|XP_001980526.3|DERE
OG0000045	LOC108028610|XP_016956020.1|DBIA	LOC6543777|XP_001972312.1|DERE
OG0000045	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA	LOC6543776|XP_001972311.2|DERE, LOC6543775|XP_001972310.1|DERE
OG0000045	LOC108028181|XP_016955331.1|DBIA	LOC6544619|XP_001971501.1|DERE
OG0000045	LOC108028143|XP_016955289.1|DBIA	LOC6544620|XP_001971502.1|DERE
OG0000046	LOC108027349|XP_016954257.1|DBIA	LOC6553418|XP_001979316.1|DERE
