Orthogroup	DBIA.longest_only	DMEL.longest_only
OG0000017	LOC108032967|XP_016962527.1|DBIA	Or7a|NP_511081.1|DMEL
OG0000017	LOC108036348|XP_016967909.1|DBIA	Or43b|NP_523656.2|DMEL
OG0000017	LOC108036878|XP_016968743.1|DBIA	Or42a|NP_523622.2|DMEL
OG0000017	LOC108031941|XP_016961211.1|DBIA	Or85a|NP_524277.1|DMEL
OG0000017	LOC108026055|XP_016952238.1|DBIA	Or98a|NP_524536.2|DMEL
OG0000017	LOC108022955|XP_016947661.1|DBIA	Or59b|NP_523822.1|DMEL
OG0000017	LOC108024069|XP_016949327.1|DBIA	Or42b|NP_523624.2|DMEL
OG0000017	LOC108022064|XP_016946398.1|DBIA	Or59c|NP_523823.1|DMEL
OG0000017	LOC108027769|XP_016954820.1|DBIA	Or22b|NP_477425.1|DMEL, Or22a|NP_523453.1|DMEL
OG0000018	LOC108028400|XP_016955704.1|DBIA	Cpr65Av|NP_729146.1|DMEL
OG0000018	LOC108028081|XP_016955212.1|DBIA	Lcp65Ac|NP_477279.1|DMEL
OG0000018	LOC108028402|XP_016955706.1|DBIA	Lcp65Ad|NP_477278.1|DMEL
OG0000019	LOC108025227|XP_016951062.1|DBIA	CG6283|NP_651524.1|DMEL
OG0000019	LOC108025229|XP_016951064.1|DBIA	CG17192|NP_651522.1|DMEL
OG0000019	LOC108025230|XP_016951066.1|DBIA	CG17191|NP_651523.1|DMEL
OG0000019	LOC108025224|XP_016951060.1|DBIA	CG6296|NP_651520.1|DMEL
OG0000019	LOC108025228|XP_016951063.1|DBIA	CG6295|NP_651521.1|DMEL
OG0000019	LOC108025225|XP_016951061.1|DBIA	CG6277|NP_651525.1|DMEL
OG0000019	LOC108025231|XP_016951067.1|DBIA	CG6271|NP_651526.1|DMEL
OG0000020	LOC108026305|XP_016952678.1|DBIA	rdog|NP_651678.1|DMEL
OG0000020	LOC108026784|XP_016953432.1|DBIA	CG10505|NP_611571.2|DMEL
OG0000020	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA	CG31792|NP_724148.2|DMEL
OG0000020	LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA	l_2_03659|NP_001260823.1|DMEL
OG0000020	LOC108036110|XP_016967573.1|DBIA	CG7627|NP_001245943.1|DMEL
OG0000020	LOC108031537|XP_016960562.1|DBIA	CG4562|NP_001262747.1|DMEL
OG0000020	LOC108024628|XP_016950157.1|DBIA	Mrp4|NP_650086.2|DMEL
OG0000020	LOC108034268|XP_016964616.1|DBIA	CG9270|NP_995741.2|DMEL
OG0000020	LOC108033875|XP_016964007.1|DBIA	CG31793|NP_609930.4|DMEL
OG0000021	LOC108027666|XP_016954700.1|DBIA	PpD6|NP_524947.1|DMEL
OG0000021	LOC108027081|XP_016953819.1|DBIA	Pp1-Y1|NP_001104152.3|DMEL
OG0000021	LOC108022678|XP_016947238.1|DBIA	PpN58A|NP_477384.1|DMEL
OG0000021	LOC108022247|XP_016946595.1|DBIA	PpD5|NP_524707.1|DMEL
OG0000021	LOC108022243|XP_016946590.1|DBIA	PpY-55A|NP_476689.1|DMEL
OG0000021	LOC108036897|XP_016968766.1|DBIA	Pp1-Y2|NP_001015497.4|DMEL
OG0000021	LOC108025789|XP_016951907.1|DBIA	flw|NP_727418.1|DMEL
OG0000021	LOC108026319|XP_016952697.1|DBIA	Pp1alpha-96A|NP_524484.1|DMEL
OG0000021	LOC108027350|XP_016954258.1|DBIA	Pp1-87B|NP_524937.1|DMEL
OG0000021	LOC108026442|XP_016952872.1|DBIA	Pp1-13C|NP_524921.1|DMEL
OG0000022	LOC108022346|XP_016946698.1|DBIA	CG7798|NP_611098.1|DMEL
OG0000022	LOC108030636|XP_016959139.1|DBIA	LysX|NP_523881.1|DMEL
OG0000022	LOC108029210|XP_016956886.1|DBIA, LOC108029216|XP_016956899.1|DBIA, LOC108027792|XP_016954853.1|DBIA, LOC108029236|XP_016956922.1|DBIA	LysD|NP_476823.1|DMEL
OG0000022	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA	LysS|NP_476829.1|DMEL
OG0000022	LOC108029203|XP_016956872.1|DBIA	LysP|NP_476828.1|DMEL
OG0000023	LOC108027148|XP_016953858.1|DBIA	alpha-Est5|NP_001246965.1|DMEL
OG0000023	LOC108027146|XP_016953855.1|DBIA	alpha-Est3|NP_524267.2|DMEL
OG0000023	LOC108027143|XP_016953853.1|DBIA	alpha-Est2|NP_524268.3|DMEL
OG0000023	LOC108026627|XP_016953132.1|DBIA	gas|NP_611678.1|DMEL
OG0000023	LOC108027145|XP_016953854.1|DBIA	alpha-Est1|NP_524269.3|DMEL
OG0000023	LOC108027009|XP_016953696.1|DBIA	alpha-Est7|NP_524261.1|DMEL
OG0000023	LOC108027245|XP_016954086.1|DBIA	alpha-Est9|NP_731165.2|DMEL
OG0000023	LOC108027357|XP_016954268.1|DBIA	alpha-Est8|NP_524259.2|DMEL
OG0000023	LOC108027244|XP_016954083.1|DBIA	alpha-Est10|NP_001246962.1|DMEL
OG0000024	LOC108022668|XP_016947226.1|DBIA	betaTry|NP_524904.1|DMEL
OG0000024	LOC108023057|XP_016947794.1|DBIA, LOC108022950|XP_016947655.1|DBIA	CG30031|NP_725035.1|DMEL, gammaTry|NP_725034.1|DMEL, deltaTry|NP_523694.2|DMEL, CG30025|NP_725036.1|DMEL
OG0000024	LOC108022666|XP_016947224.1|DBIA	alphaTry|NP_476771.1|DMEL
OG0000024	LOC108022667|XP_016947225.1|DBIA	epsilonTry|NP_525112.1|DMEL
OG0000024	LOC108034270|XP_016964618.1|DBIA	CG17571|NP_610109.1|DMEL
OG0000024	LOC108022158|XP_016946489.1|DBIA	thetaTry|NP_523693.1|DMEL
OG0000024	LOC108029512|XP_016957298.1|DBIA	Ser8|NP_610874.1|DMEL
OG0000025	LOC108023228|XP_016947991.1|DBIA	His3.3B|NP_511095.1|DMEL, His3.3A|NP_523479.1|DMEL
OG0000026	LOC108032654|XP_016962104.1|DBIA	antdh|NP_572695.2|DMEL
OG0000026	LOC108033571|XP_016963404.1|DBIA	CG9150|NP_608991.2|DMEL
OG0000026	LOC108036455|XP_016968112.1|DBIA	CG9360|NP_572746.1|DMEL
OG0000026	LOC108027046|XP_016953736.1|DBIA	CG3301|NP_650964.1|DMEL
OG0000027	LOC108033374|XP_016963181.1|DBIA	Acp1|NP_477115.1|DMEL
OG0000027	LOC108033303|XP_016963062.1|DBIA	CG7203|NP_609143.2|DMEL
OG0000027	LOC108033359|XP_016963159.1|DBIA	CG7214|NP_609141.1|DMEL
OG0000028	LOC108035884|XP_016967128.1|DBIA, LOC108031862|XP_016961109.1|DBIA	CG32214|NP_730409.2|DMEL, 825-Oak|NP_730410.2|DMEL, CG32213|NP_730413.2|DMEL
OG0000028	LOC108035881|XP_016967123.1|DBIA	CG14095|NP_649112.1|DMEL
OG0000028	LOC108035882|XP_016967124.1|DBIA	CG18294|NP_649115.2|DMEL, CG12519|NP_001262046.1|DMEL
OG0000028	LOC108035021|XP_016965853.1|DBIA	CG13068|NP_648856.1|DMEL
OG0000029	LOC108036183|XP_016967662.1|DBIA	CheA46a|NP_001027399.1|DMEL
OG0000029	LOC108029337|XP_016957019.1|DBIA	CheA56a|NP_001027438.1|DMEL
OG0000029	LOC108036041|XP_016967472.1|DBIA	CheA29a|NP_788004.1|DMEL
OG0000029	LOC108031286|XP_016960018.1|DBIA	CheA84a|NP_001027150.1|DMEL
OG0000029	LOC108028180|XP_016955330.1|DBIA	CheA75a|NP_649035.2|DMEL
OG0000030	LOC108033534|XP_016963368.1|DBIA	Or33a|NP_523553.1|DMEL
OG0000030	LOC108033540|XP_016963373.1|DBIA	Or33b|NP_523554.1|DMEL
OG0000030	LOC108036692|XP_016968470.1|DBIA	Or23a|NP_523458.3|DMEL
OG0000030	LOC108022382|XP_016946753.1|DBIA	Or59a|NP_523821.1|DMEL
OG0000030	LOC108023610|XP_016948706.1|DBIA	Or2a|NP_525046.1|DMEL
OG0000030	LOC108024286|XP_016949674.1|DBIA	Or19b|NP_728315.1|DMEL, Or19a|NP_525013.2|DMEL
OG0000031	LOC108032680|XP_016962144.1|DBIA	CG4793|NP_723941.2|DMEL
OG0000031	LOC108032585|XP_016961981.1|DBIA	CG18477|NP_609763.1|DMEL, CG31780|NP_723920.1|DMEL
OG0000031	LOC108033238|XP_016962991.1|DBIA	SPH93|NP_609840.1|DMEL
OG0000031	LOC108034388|XP_016964759.1|DBIA	CG14990|NP_647856.2|DMEL
OG0000031	LOC108027702|XP_016954741.1|DBIA	CG3117|NP_608722.2|DMEL
OG0000031	LOC108032586|XP_016961983.1|DBIA	CG18478|NP_609764.1|DMEL, CG31827|NP_723923.1|DMEL
OG0000031	LOC108034241|XP_016964579.1|DBIA	CG5390|NP_609374.1|DMEL
OG0000032	LOC108027359|XP_016954271.1|DBIA	GstD1|NP_524326.1|DMEL
OG0000032	LOC108027164|XP_016953916.1|DBIA	GstD10|NP_652713.1|DMEL
OG0000032	LOC108027165|XP_016953917.1|DBIA	GstD9|NP_650181.1|DMEL
OG0000032	LOC108027028|XP_016953713.1|DBIA	GstD8|NP_524916.1|DMEL
OG0000032	LOC108027228|XP_016954051.1|DBIA	GstD4|NP_524913.1|DMEL
OG0000032	LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA	GstD7|NP_525114.1|DMEL
OG0000032	LOC108027268|XP_016954132.1|DBIA	GstD6|NP_524915.1|DMEL
OG0000033	LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA	CheB98a|NP_652269.3|DMEL
OG0000033	LOC108033536|XP_016963370.1|DBIA	CheB38c|NP_610061.2|DMEL
OG0000033	LOC108030100|XP_016958275.1|DBIA	CheB42c|NP_995764.2|DMEL
OG0000033	LOC108030101|XP_016958276.1|DBIA	CheB42b|NP_995763.1|DMEL
OG0000033	LOC108030098|XP_016958274.1|DBIA	CheB42a|NP_995765.1|DMEL
OG0000033	LOC108028439|XP_016955758.1|DBIA	CheB74a|NP_001027134.1|DMEL
OG0000033	LOC108027435|XP_016954372.1|DBIA	CheB93b|NP_732641.2|DMEL, CheB93a|NP_650970.2|DMEL
OG0000033	LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA	CheB53b|NP_001014531.1|DMEL
OG0000033	LOC108036212|XP_016967692.1|DBIA	CheB53a|NP_001014530.1|DMEL
OG0000034	LOC108036384|XP_016967978.1|DBIA	Ugt37C1|NP_525007.1|DMEL
OG0000034	LOC108035246|XP_016966273.1|DBIA	Ugt37C2|NP_652629.1|DMEL
OG0000034	LOC108035237|XP_016966261.1|DBIA	Ugt37E1|NP_652628.2|DMEL
OG0000034	LOC108034999|XP_016965831.1|DBIA	Ugt37D1|NP_652627.2|DMEL
OG0000034	LOC108033284|XP_016963038.1|DBIA	Ugt37A1|NP_523607.2|DMEL
OG0000034	LOC108023439|XP_016948422.1|DBIA	Ugt37A3|NP_650229.2|DMEL
OG0000034	LOC108023415|XP_016948374.1|DBIA	Ugt37A2|NP_650228.1|DMEL
OG0000034	LOC108036755|XP_016968570.1|DBIA	Ugt37B1|NP_525008.2|DMEL
OG0000036	LOC108027411|XP_016954339.1|DBIA	Sp7|NP_649734.2|DMEL
OG0000036	LOC108026449|XP_016952877.1|DBIA	ea|NP_524362.2|DMEL
OG0000036	LOC108024985|XP_016950728.1|DBIA	MP1|NP_001303421.1|DMEL
OG0000036	LOC108024657|XP_016950207.1|DBIA	SPE|NP_651168.1|DMEL
OG0000037	LOC108029865|XP_016957843.1|DBIA	Cyp12b2|NP_611370.2|DMEL
OG0000037	LOC108032009|XP_016961298.1|DBIA	Cyp12a5|NP_650782.1|DMEL
OG0000037	LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA	Cyp12a4|NP_650783.2|DMEL
OG0000038	LOC108030746|XP_016959281.1|DBIA	Cpr76Bb|NP_649121.1|DMEL
OG0000038	LOC108030931|XP_016959614.1|DBIA	Cpr76Bd|NP_001262052.1|DMEL
OG0000039	LOC108027177|XP_016953954.1|DBIA	CG42564|NP_649651.2|DMEL
OG0000039	LOC108025609|XP_016951633.1|DBIA	Ag5r|NP_524770.1|DMEL
OG0000039	LOC108025634|XP_016951658.1|DBIA	Ag5r2|NP_524689.2|DMEL
OG0000039	LOC108025590|XP_016951608.1|DBIA	CG32679|NP_727412.2|DMEL
OG0000040	LOC108025546|XP_016951565.1|DBIA	CG17803|NP_650657.2|DMEL
OG0000040	LOC108024820|XP_016950438.1|DBIA	CG6689|NP_650051.1|DMEL
OG0000040	LOC108024821|XP_016950440.1|DBIA	CG4820|NP_001097748.1|DMEL
OG0000040	LOC108025434|XP_016951413.1|DBIA	CG17806|NP_650658.1|DMEL
OG0000040	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA	CG17802|NP_650659.2|DMEL
OG0000040	LOC108025485|XP_016951488.1|DBIA	Odj|NP_650661.1|DMEL
OG0000040	LOC108023851|XP_016948987.1|DBIA	CG1792|NP_651878.1|DMEL
OG0000041	LOC108026015|XP_016952195.1|DBIA	CG31300|NP_651373.2|DMEL
OG0000041	LOC108026081|XP_016952269.1|DBIA	CG31104|NP_733090.1|DMEL
OG0000041	LOC108026380|XP_016952789.1|DBIA	CG11893|NP_651375.1|DMEL
OG0000041	LOC108026109|XP_016952297.1|DBIA	CG13658|NP_651374.2|DMEL
OG0000041	LOC108026021|XP_016952202.1|DBIA	CG31436|NP_733096.1|DMEL
OG0000041	LOC108026443|XP_016952869.1|DBIA	CG31370|NP_733095.2|DMEL
OG0000042	LOC108029979|XP_016957976.1|DBIA	CG14502|NP_611311.1|DMEL
OG0000042	LOC108029981|XP_016957978.1|DBIA	CG18539|NP_611315.3|DMEL
OG0000042	LOC108029869|XP_016957848.1|DBIA	CG18536|NP_611312.1|DMEL
OG0000042	LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA	CG18537|NP_611313.1|DMEL
OG0000042	LOC108029982|XP_016957980.1|DBIA	CG18540|NP_611316.2|DMEL
OG0000043	LOC108024814|XP_016950428.1|DBIA	Ugt302C1|NP_652626.1|DMEL
OG0000043	LOC108024406|XP_016949807.1|DBIA	Ugt302E1|NP_652625.2|DMEL
OG0000043	LOC108024319|XP_016949710.1|DBIA	Ugt35E1|NP_652622.3|DMEL
OG0000043	LOC108024782|XP_016950387.1|DBIA	Ugt35E2|NP_652623.2|DMEL
OG0000043	LOC108025302|XP_016951186.1|DBIA	Ugt35D1|NP_651866.1|DMEL
OG0000043	LOC108024783|XP_016950388.1|DBIA	Ugt35B1|NP_524313.2|DMEL
OG0000044	LOC108026455|XP_016952884.1|DBIA	CG31087|NP_733100.1|DMEL
OG0000044	LOC108026365|XP_016952771.1|DBIA	CG10562|NP_651385.3|DMEL
OG0000044	LOC108026364|XP_016952769.1|DBIA	CHKov1|NP_001097918.1|DMEL
OG0000044	LOC108026002|XP_016952181.1|DBIA	CG10559|NP_651382.2|DMEL
OG0000044	LOC108025998|XP_016952177.1|DBIA	CG10560|NP_651384.2|DMEL
OG0000044	LOC108026469|XP_016952901.1|DBIA	CG10553|NP_651383.1|DMEL
OG0000044	LOC108025049|XP_016950795.1|DBIA	CG6908|NP_650105.1|DMEL
OG0000045	LOC108028610|XP_016956020.1|DBIA	Cpr67Fb|NP_648420.1|DMEL
OG0000045	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA	Cpr67Fa1|NP_648418.1|DMEL, Cpr67Fa2|NP_648419.1|DMEL
OG0000045	LOC108028181|XP_016955331.1|DBIA	Cpr65Ec|NP_648077.1|DMEL
OG0000045	LOC108028143|XP_016955289.1|DBIA	Cpr65Eb|NP_648076.3|DMEL
OG0000046	LOC108027349|XP_016954257.1|DBIA	CG5892|NP_650959.2|DMEL
OG0000046	LOC108024100|XP_016949365.1|DBIA	CG14219|NP_608322.1|DMEL
