Orthogroup	DBIA.longest_only	DSUB.longest_only
OG0000007	LOC108034518|XP_016964930.1|DBIA	LOC117894709|XP_034657781.1|DSUB
OG0000007	LOC108027854|XP_016954941.1|DBIA	LOC117901609|XP_034668319.1|DSUB
OG0000007	LOC108028309|XP_016955521.1|DBIA	LOC117894591|XP_034657631.1|DSUB
OG0000007	LOC108028310|XP_016955522.1|DBIA	LOC117894593|XP_034657634.1|DSUB
OG0000008	LOC108032174|XP_016961516.1|DBIA	LOC117896362|XP_034660529.1|DSUB
OG0000008	LOC108034858|XP_016965498.1|DBIA	LOC117895169|XP_034658523.1|DSUB
OG0000008	LOC108034855|XP_016965493.1|DBIA	LOC117895168|XP_034658522.1|DSUB
OG0000008	LOC108033465|XP_016963291.1|DBIA	LOC117902083|XP_034669067.1|DSUB
OG0000008	LOC108034860|XP_016965500.1|DBIA	LOC117895171|XP_034658525.1|DSUB
OG0000008	LOC108027365|XP_016954278.1|DBIA, LOC108027065|XP_016953763.1|DBIA	LOC117898633|XP_034664086.1|DSUB, LOC117898632|XP_034664084.1|DSUB
OG0000008	LOC108027095|XP_016953802.1|DBIA	LOC117898640|XP_034664094.1|DSUB
OG0000008	LOC108027071|XP_016953774.1|DBIA	LOC117898636|XP_034664090.1|DSUB
OG0000009	LOC108031158|XP_016959863.1|DBIA	LOC117896628|XP_034660961.1|DSUB
OG0000009	LOC108032245|XP_016961597.1|DBIA	LOC117898287|XP_034663434.1|DSUB
OG0000009	LOC108031027|XP_016959717.1|DBIA	LOC117899151|XP_034664850.1|DSUB
OG0000009	LOC108031475|XP_016960425.1|DBIA, LOC108032170|XP_016961513.1|DBIA	LOC117896627|XP_034660960.1|DSUB, LOC117896377|XP_034660546.1|DSUB
OG0000009	LOC108028108|XP_016955244.1|DBIA	LOC117898279|XP_034663425.1|DSUB, LOC117898336|XP_034663551.1|DSUB, LOC117898367|XP_034663595.1|DSUB, LOC117896642|XP_034660979.1|DSUB, LOC117898857|XP_034664425.1|DSUB
OG0000009	LOC108022184|XP_016946525.1|DBIA	LOC117890282|XP_034650935.1|DSUB
OG0000009	LOC108032134|XP_016961458.1|DBIA	LOC117896426|XP_034660636.1|DSUB
OG0000009	LOC108023117|XP_016947872.1|DBIA	LOC117892376|XP_034654476.1|DSUB
OG0000009	LOC108023077|XP_016947817.1|DBIA, LOC108023079|XP_016947818.1|DBIA, LOC108022200|XP_016946542.1|DBIA	LOC117892374|XP_034654475.1|DSUB
OG0000011	LOC108027845|XP_016954924.1|DBIA, LOC108033439|XP_016963254.1|DBIA, LOC108027659|XP_016954664.1|DBIA, LOC108027849|XP_016954932.1|DBIA, LOC108027686|XP_016954724.1|DBIA, LOC108027698|XP_016954736.1|DBIA, LOC108027691|XP_016954727.1|DBIA, LOC108027694|XP_016954732.1|DBIA, LOC108030731|XP_016959262.1|DBIA, LOC108030820|XP_016959420.1|DBIA, LOC108030017|XP_016958025.1|DBIA, LOC108025089|XP_016950839.1|DBIA, LOC108027384|XP_016954306.1|DBIA, LOC108035135|XP_016966066.1|DBIA, LOC108027385|XP_016954308.1|DBIA, LOC108028835|XP_016956315.1|DBIA, LOC108027989|XP_016955104.1|DBIA, LOC108030612|XP_016959094.1|DBIA, LOC108033420|XP_016963229.1|DBIA, LOC108027705|XP_016954744.1|DBIA, LOC108027867|XP_016954970.1|DBIA, LOC108033517|XP_016963352.1|DBIA, LOC108033630|XP_016963538.1|DBIA, LOC108035164|XP_016966113.1|DBIA, LOC108024287|XP_016949675.1|DBIA	LOC117901349|XP_034667951.1|DSUB, LOC117900952|XP_034667416.1|DSUB, LOC117902493|XP_034669808.1|DSUB, LOC117902497|XP_034669813.1|DSUB, LOC117900244|XP_034666423.1|DSUB, LOC117902732|XP_034670197.1|DSUB, LOC117901918|XP_034668778.1|DSUB, LOC117902500|XP_034669817.1|DSUB, LOC117902495|XP_034669810.1|DSUB, LOC117902496|XP_034669811.1|DSUB, LOC117901786|XP_034668586.1|DSUB, LOC117900246|XP_034666433.1|DSUB
OG0000011	LOC108035648|XP_016966843.1|DBIA	LOC117893712|XP_034656290.1|DSUB
OG0000011	LOC108023177|XP_016947908.1|DBIA, LOC108035647|XP_016966842.1|DBIA	LOC117894953|XP_034658172.1|DSUB
OG0000011	LOC108024710|XP_016950292.1|DBIA	LOC117897187|XP_034661778.1|DSUB
OG0000012	LOC108026825|XP_016953482.1|DBIA	LOC117892204|XP_034654190.1|DSUB
OG0000012	LOC108026824|XP_016953480.1|DBIA	LOC117892205|XP_034654193.1|DSUB
OG0000012	LOC108026519|XP_016952952.1|DBIA, LOC108026518|XP_016952951.1|DBIA	LOC117892198|XP_034654182.1|DSUB
OG0000012	LOC108026906|XP_016953604.1|DBIA	LOC117892199|XP_034654185.1|DSUB
OG0000012	LOC108026521|XP_016952956.1|DBIA, LOC108026886|XP_016953577.1|DBIA	LOC117892202|XP_034654189.1|DSUB, LOC117892201|XP_034654188.1|DSUB
OG0000012	LOC108026520|XP_016952955.1|DBIA, LOC108026941|XP_016953643.1|DBIA	LOC117892200|XP_034654187.1|DSUB
OG0000012	LOC108022093|XP_016946425.1|DBIA	LOC117891062|XP_034652125.1|DSUB
OG0000012	LOC108022195|XP_016946536.1|DBIA	LOC117891063|XP_034652127.1|DSUB
OG0000012	LOC108023104|XP_016947858.1|DBIA, LOC108022092|XP_016946424.1|DBIA	LOC117891061|XP_034652124.1|DSUB
OG0000012	LOC108022979|XP_016947693.1|DBIA	LOC117891058|XP_034652122.1|DSUB
OG0000012	LOC108022976|XP_016947689.1|DBIA	LOC117891064|XP_034652128.1|DSUB
OG0000013	LOC108036445|XP_016968074.1|DBIA	LOC117890717|XP_034651649.1|DSUB
OG0000013	LOC108030851|XP_016959521.1|DBIA	LOC117896187|XP_034660170.1|DSUB
OG0000013	LOC108031414|XP_016960303.1|DBIA	LOC117896516|XP_034660775.1|DSUB
OG0000013	LOC108034990|XP_016965812.1|DBIA	LOC117895334|XP_034658799.1|DSUB
OG0000013	LOC108024443|XP_016949852.1|DBIA	LOC117898536|XP_034663901.1|DSUB
OG0000013	LOC108026153|XP_016952377.1|DBIA	LOC117897025|XP_034661493.1|DSUB, LOC117897026|XP_034661494.1|DSUB
OG0000013	LOC108031653|XP_016960776.1|DBIA, LOC108022928|XP_016947668.1|DBIA, LOC108024680|XP_016950243.1|DBIA, LOC108024686|XP_016950255.1|DBIA, LOC108031441|XP_016960362.1|DBIA	LOC117898008|XP_034663028.1|DSUB, LOC117898009|XP_034663029.1|DSUB
OG0000015	LOC108030294|XP_016958615.1|DBIA	LOC117902318|XP_034669497.1|DSUB
OG0000016	LOC108031488|XP_016960465.1|DBIA	LOC117899529|XP_034665488.1|DSUB
OG0000016	LOC108022510|XP_016946968.1|DBIA	LOC117889984|XP_034650458.1|DSUB
OG0000016	LOC108032049|XP_016961350.1|DBIA	LOC117898309|XP_034663475.1|DSUB
OG0000016	LOC108036535|XP_016968248.1|DBIA	LOC117892105|XP_034654005.1|DSUB
OG0000016	LOC108031387|XP_016960277.1|DBIA	LOC117903845|XP_034672195.1|DSUB
OG0000016	LOC108024269|XP_016949648.1|DBIA	LOC117890476|XP_034651231.1|DSUB
OG0000016	LOC108026160|XP_016952383.1|DBIA	LOC117898432|XP_034663715.1|DSUB
OG0000016	LOC108030823|XP_016959429.1|DBIA	LOC117893424|XP_034655932.1|DSUB
OG0000017	LOC108032967|XP_016962527.1|DBIA	LOC117892719|XP_034655033.1|DSUB
OG0000017	LOC108036348|XP_016967909.1|DBIA	LOC117890423|XP_034651134.1|DSUB
OG0000017	LOC108036878|XP_016968743.1|DBIA	LOC117892544|XP_034654744.1|DSUB, LOC117890958|XP_034651990.1|DSUB, LOC117890877|XP_034651860.1|DSUB
OG0000017	LOC108026055|XP_016952238.1|DBIA	LOC117899292|XP_034665095.1|DSUB, LOC117899291|XP_034665094.1|DSUB
OG0000017	LOC108022955|XP_016947661.1|DBIA	LOC117891086|XP_034652156.1|DSUB
OG0000017	LOC108024069|XP_016949327.1|DBIA	LOC117890435|XP_034651155.1|DSUB
OG0000017	LOC108022064|XP_016946398.1|DBIA	LOC117892462|XP_034654603.1|DSUB
OG0000017	LOC108027769|XP_016954820.1|DBIA, LOC108027730|XP_016954771.1|DBIA	LOC117900183|XP_034666320.1|DSUB, LOC117900621|XP_034666940.1|DSUB
OG0000018	LOC108028400|XP_016955704.1|DBIA	LOC117895264|XP_034658678.1|DSUB
OG0000018	LOC108028081|XP_016955212.1|DBIA	LOC117895265|XP_034658679.1|DSUB
OG0000018	LOC108028402|XP_016955706.1|DBIA	LOC117895258|XP_034658670.1|DSUB
OG0000018	LOC108028083|XP_016955214.1|DBIA, LOC108028405|XP_016955709.1|DBIA, LOC108028408|XP_016955713.1|DBIA, LOC108028407|XP_016955711.1|DBIA, LOC108028404|XP_016955708.1|DBIA, LOC108028411|XP_016955717.1|DBIA	LOC117895268|XP_034658682.1|DSUB
OG0000019	LOC108025227|XP_016951062.1|DBIA	LOC117899362|XP_034665232.1|DSUB, LOC117899360|XP_034665227.1|DSUB
OG0000019	LOC108025224|XP_016951060.1|DBIA	LOC117899339|XP_034665171.1|DSUB
OG0000019	LOC108025228|XP_016951063.1|DBIA	LOC117899361|XP_034665230.1|DSUB
OG0000019	LOC108025225|XP_016951061.1|DBIA, LOC108025231|XP_016951067.1|DBIA	LOC117899358|XP_034665223.1|DSUB, LOC117899359|XP_034665224.1|DSUB
OG0000020	LOC108026305|XP_016952678.1|DBIA	LOC117897785|XP_034662725.1|DSUB, LOC117897786|XP_034662726.1|DSUB
OG0000020	LOC108026784|XP_016953432.1|DBIA	LOC117892172|XP_034654141.1|DSUB
OG0000020	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA, LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA, LOC108036110|XP_016967573.1|DBIA	LOC117902343|XP_034669534.1|DSUB
OG0000020	LOC108031537|XP_016960562.1|DBIA	LOC117898500|XP_034663833.1|DSUB
OG0000020	LOC108024628|XP_016950157.1|DBIA	LOC117898411|XP_034663671.1|DSUB
OG0000020	LOC108034268|XP_016964616.1|DBIA	LOC117901489|XP_034668148.1|DSUB
OG0000020	LOC108033875|XP_016964007.1|DBIA	LOC117901231|XP_034667794.1|DSUB
OG0000021	LOC108027666|XP_016954700.1|DBIA	LOC117892038|XP_034653853.1|DSUB
OG0000021	LOC108027081|XP_016953819.1|DBIA	LOC117892039|XP_034653854.1|DSUB
OG0000021	LOC108022678|XP_016947238.1|DBIA	LOC117891478|XP_034652849.1|DSUB
OG0000021	LOC108022247|XP_016946595.1|DBIA	LOC117891531|XP_034652923.1|DSUB
OG0000021	LOC108036897|XP_016968766.1|DBIA	LOC117892040|XP_034653856.1|DSUB
OG0000021	LOC108025789|XP_016951907.1|DBIA	LOC117903672|XP_034671893.1|DSUB
OG0000021	LOC108026319|XP_016952697.1|DBIA	LOC117896843|XP_034661258.1|DSUB
OG0000021	LOC108027350|XP_016954258.1|DBIA	LOC117898591|XP_034664027.1|DSUB
OG0000022	LOC108022346|XP_016946698.1|DBIA	LOC117892309|XP_034654347.1|DSUB
OG0000022	LOC108030636|XP_016959139.1|DBIA	LOC117892920|XP_034655126.1|DSUB
OG0000022	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA	LOC117892921|XP_034655127.1|DSUB
OG0000022	LOC108029203|XP_016956872.1|DBIA	LOC117892919|XP_034655125.1|DSUB
OG0000023	LOC108027148|XP_016953858.1|DBIA	LOC117896153|XP_034660122.1|DSUB
OG0000023	LOC108027146|XP_016953855.1|DBIA	LOC117896151|XP_034660118.1|DSUB
OG0000023	LOC108027143|XP_016953853.1|DBIA	LOC117896150|XP_034660117.1|DSUB
OG0000023	LOC108026627|XP_016953132.1|DBIA	LOC117891805|XP_034653377.1|DSUB
OG0000023	LOC108027145|XP_016953854.1|DBIA	LOC117896149|XP_034660116.1|DSUB
OG0000023	LOC108027357|XP_016954268.1|DBIA	LOC117898724|XP_034664233.1|DSUB
OG0000023	LOC108027244|XP_016954083.1|DBIA	LOC117898725|XP_034664234.1|DSUB
OG0000024	LOC108022668|XP_016947226.1|DBIA	LOC117889935|XP_034650357.1|DSUB
OG0000024	LOC108022666|XP_016947224.1|DBIA	LOC117889933|XP_034650355.1|DSUB
OG0000024	LOC108022667|XP_016947225.1|DBIA	LOC117889934|XP_034650356.1|DSUB
OG0000024	LOC108034270|XP_016964618.1|DBIA	LOC117901020|XP_034667512.1|DSUB
OG0000024	LOC108022158|XP_016946489.1|DBIA	LOC117889812|XP_034650181.1|DSUB
OG0000024	LOC108029512|XP_016957298.1|DBIA	LOC117891118|XP_034652213.1|DSUB
OG0000025	LOC108023228|XP_016947991.1|DBIA	LOC117890855|XP_034651836.1|DSUB
OG0000026	LOC108032654|XP_016962104.1|DBIA	LOC117889599|XP_034649905.1|DSUB
OG0000026	LOC108033571|XP_016963404.1|DBIA	LOC117901731|XP_034668504.1|DSUB
OG0000026	LOC108036455|XP_016968112.1|DBIA	LOC117903905|XP_034672302.1|DSUB
OG0000026	LOC108027284|XP_016954161.1|DBIA	LOC117899765|XP_034665914.1|DSUB, LOC117899768|XP_034665918.1|DSUB, LOC117899766|XP_034665915.1|DSUB, LOC117899767|XP_034665916.1|DSUB
OG0000026	LOC108027046|XP_016953736.1|DBIA	LOC117899507|XP_034665449.1|DSUB
OG0000027	LOC108033374|XP_016963181.1|DBIA	LOC117902555|XP_034669887.1|DSUB
OG0000027	LOC108033303|XP_016963062.1|DBIA	LOC117902556|XP_034669889.1|DSUB
OG0000027	LOC108033359|XP_016963159.1|DBIA	LOC117902554|XP_034669886.1|DSUB
OG0000028	LOC108035881|XP_016967123.1|DBIA	LOC117894266|XP_034657112.1|DSUB
OG0000028	LOC108035021|XP_016965853.1|DBIA	LOC117894530|XP_034657538.1|DSUB
OG0000029	LOC108036183|XP_016967662.1|DBIA, LOC108029337|XP_016957019.1|DBIA, LOC108036041|XP_016967472.1|DBIA	LOC117890176|XP_034650765.1|DSUB
OG0000029	LOC108031286|XP_016960018.1|DBIA	LOC117898949|XP_034664564.1|DSUB
OG0000029	LOC108028180|XP_016955330.1|DBIA	LOC117893783|XP_034656418.1|DSUB
OG0000030	LOC108033534|XP_016963368.1|DBIA	LOC117901337|XP_034667938.1|DSUB
OG0000030	LOC108033540|XP_016963373.1|DBIA	LOC117901339|XP_034667940.1|DSUB, LOC117901335|XP_034667935.1|DSUB
OG0000030	LOC108036692|XP_016968470.1|DBIA	LOC117901974|XP_034668869.1|DSUB
OG0000030	LOC108022382|XP_016946753.1|DBIA	LOC117890851|XP_034651829.1|DSUB, LOC117891095|XP_034652169.1|DSUB, LOC117890674|XP_034651546.1|DSUB
OG0000030	LOC108023610|XP_016948706.1|DBIA	LOC117903801|XP_034672130.1|DSUB
OG0000030	LOC108024286|XP_016949674.1|DBIA	LOC117903197|XP_034670973.1|DSUB
OG0000031	LOC108033357|XP_016963157.1|DBIA, LOC108034241|XP_016964579.1|DBIA	LOC117900916|XP_034667369.1|DSUB
OG0000032	LOC108027359|XP_016954271.1|DBIA	LOC117898600|XP_034664039.1|DSUB
OG0000032	LOC108027164|XP_016953916.1|DBIA	LOC117898601|XP_034664041.1|DSUB
OG0000032	LOC108027269|XP_016954133.1|DBIA	LOC117898606|XP_034664047.1|DSUB
OG0000032	LOC108027231|XP_016954053.1|DBIA, LOC108027230|XP_016954052.1|DBIA	LOC117898607|XP_034664048.1|DSUB
OG0000032	LOC108027165|XP_016953917.1|DBIA	LOC117898595|XP_034664033.1|DSUB
OG0000032	LOC108027028|XP_016953713.1|DBIA	LOC117898599|XP_034664038.1|DSUB, LOC117898598|XP_034664036.1|DSUB
OG0000032	LOC108027228|XP_016954051.1|DBIA, LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA, LOC108027268|XP_016954132.1|DBIA	LOC117898597|XP_034664035.1|DSUB
OG0000033	LOC108024481|XP_016949890.1|DBIA, LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA	LOC117899465|XP_034665372.1|DSUB
OG0000033	LOC108030100|XP_016958275.1|DBIA	LOC117891426|XP_034652788.1|DSUB
OG0000033	LOC108030098|XP_016958274.1|DBIA	LOC117891425|XP_034652787.1|DSUB
OG0000033	LOC108028439|XP_016955758.1|DBIA, LOC108027435|XP_016954372.1|DBIA, LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA, LOC108036212|XP_016967692.1|DBIA	LOC117897820|XP_034662764.1|DSUB
OG0000034	LOC108033817|XP_016963934.1|DBIA, LOC108036384|XP_016967978.1|DBIA, LOC108035246|XP_016966273.1|DBIA	LOC117902583|XP_034669972.1|DSUB
OG0000034	LOC108035237|XP_016966261.1|DBIA	LOC117902581|XP_034669969.1|DSUB
OG0000034	LOC108034999|XP_016965831.1|DBIA	LOC117902582|XP_034669970.1|DSUB
OG0000034	LOC108033284|XP_016963038.1|DBIA, LOC108023439|XP_016948422.1|DBIA, LOC108023578|XP_016948665.1|DBIA, LOC108023415|XP_016948374.1|DBIA	LOC117902354|XP_034669556.1|DSUB, LOC117902355|XP_034669558.1|DSUB
OG0000034	LOC108036755|XP_016968570.1|DBIA	LOC117902353|XP_034669555.1|DSUB
OG0000036	LOC108027411|XP_016954339.1|DBIA	LOC117898005|XP_034663024.1|DSUB
OG0000036	LOC108026449|XP_016952877.1|DBIA	LOC117896918|XP_034661349.1|DSUB
OG0000036	LOC108024985|XP_016950728.1|DBIA	LOC117897457|XP_034662194.1|DSUB
OG0000036	LOC108024657|XP_016950207.1|DBIA	LOC117899046|XP_034664697.1|DSUB
OG0000037	LOC108029865|XP_016957843.1|DBIA	LOC117890311|XP_034650989.1|DSUB
OG0000037	LOC108032009|XP_016961298.1|DBIA, LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA	LOC117897238|XP_034661848.1|DSUB, LOC117897237|XP_034661847.1|DSUB, LOC117897239|XP_034661849.1|DSUB, LOC117897236|XP_034661846.1|DSUB
OG0000038	LOC108030746|XP_016959281.1|DBIA	LOC117894264|XP_034657109.1|DSUB
OG0000038	LOC108030931|XP_016959614.1|DBIA	LOC117893334|XP_034655815.1|DSUB
OG0000039	LOC108027177|XP_016953954.1|DBIA	LOC117897419|XP_034662142.1|DSUB
OG0000039	LOC108025609|XP_016951633.1|DBIA	LOC117903895|XP_034672289.1|DSUB
OG0000039	LOC108025634|XP_016951658.1|DBIA	LOC117903896|XP_034672290.1|DSUB
OG0000039	LOC108025590|XP_016951608.1|DBIA	LOC117892341|XP_034654394.1|DSUB
OG0000040	LOC108025546|XP_016951565.1|DBIA	LOC117897706|XP_034662619.1|DSUB
OG0000040	LOC108024820|XP_016950438.1|DBIA	LOC117899276|XP_034665068.1|DSUB, LOC117897606|XP_034662454.1|DSUB
OG0000040	LOC108024821|XP_016950440.1|DBIA	LOC117899278|XP_034665074.1|DSUB
OG0000040	LOC108025434|XP_016951413.1|DBIA	LOC117896008|XP_034659896.1|DSUB
OG0000040	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA	LOC117899589|XP_034665598.1|DSUB
OG0000040	LOC108025485|XP_016951488.1|DBIA	LOC117899588|XP_034665597.1|DSUB
OG0000040	LOC108023851|XP_016948987.1|DBIA	LOC117899356|XP_034665219.1|DSUB
OG0000041	LOC108026015|XP_016952195.1|DBIA, LOC108026081|XP_016952269.1|DBIA, LOC108026380|XP_016952789.1|DBIA, LOC108026109|XP_016952297.1|DBIA	LOC117898984|XP_034664617.1|DSUB, LOC117898987|XP_034664620.1|DSUB, LOC117898990|XP_034664622.1|DSUB
OG0000041	LOC108026021|XP_016952202.1|DBIA	LOC117898988|XP_034664621.1|DSUB, LOC117898986|XP_034664619.1|DSUB
OG0000042	LOC108029979|XP_016957976.1|DBIA	LOC117891862|XP_034653515.1|DSUB
OG0000042	LOC108029981|XP_016957978.1|DBIA	LOC117891861|XP_034653514.1|DSUB
OG0000042	LOC108029869|XP_016957848.1|DBIA, LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA	LOC117891863|XP_034653516.1|DSUB, LOC117901781|XP_034668580.1|DSUB
OG0000042	LOC108029982|XP_016957980.1|DBIA	LOC117891864|XP_034653517.1|DSUB
OG0000043	LOC108024814|XP_016950428.1|DBIA	LOC117897983|XP_034662986.1|DSUB, LOC117897815|XP_034662757.1|DSUB
OG0000043	LOC108024406|XP_016949807.1|DBIA	LOC117898866|XP_034664435.1|DSUB
OG0000043	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA	LOC117897840|XP_034662797.1|DSUB, LOC117897841|XP_034662798.1|DSUB
OG0000043	LOC108024319|XP_016949710.1|DBIA, LOC108024782|XP_016950387.1|DBIA, LOC108025302|XP_016951186.1|DBIA	LOC117898867|XP_034664437.1|DSUB
OG0000043	LOC108024783|XP_016950388.1|DBIA	LOC117897193|XP_034661785.1|DSUB
OG0000044	LOC108026455|XP_016952884.1|DBIA	LOC117898991|XP_034664623.1|DSUB
OG0000044	LOC108026365|XP_016952771.1|DBIA, LOC108026364|XP_016952769.1|DBIA	LOC117895983|XP_034659856.1|DSUB
OG0000044	LOC108026002|XP_016952181.1|DBIA, LOC108025998|XP_016952177.1|DBIA, LOC108026469|XP_016952901.1|DBIA	LOC117897592|XP_034662438.1|DSUB, LOC117897591|XP_034662436.1|DSUB, LOC117897590|XP_034662434.1|DSUB, LOC117897593|XP_034662439.1|DSUB
OG0000044	LOC108025049|XP_016950795.1|DBIA	LOC117898153|XP_034663242.1|DSUB
OG0000045	LOC108028610|XP_016956020.1|DBIA	LOC117894865|XP_034658016.1|DSUB
OG0000045	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA	LOC117893502|XP_034656031.1|DSUB
OG0000045	LOC108028181|XP_016955331.1|DBIA	LOC117894637|XP_034657700.1|DSUB
OG0000045	LOC108028143|XP_016955289.1|DBIA	LOC117893875|XP_034656539.1|DSUB
OG0000046	LOC108027349|XP_016954257.1|DBIA	LOC117898099|XP_034663170.1|DSUB
OG0000046	LOC108024100|XP_016949365.1|DBIA, LOC108024103|XP_016949370.1|DBIA	LOC117892263|XP_034654274.1|DSUB, LOC117892238|XP_034654240.1|DSUB
OG0000046	LOC108024088|XP_016949352.1|DBIA	LOC117892077|XP_034653957.1|DSUB
