Orthogroup	DBIA.longest_only	DGUA.longest_only
OG0000017	LOC108036878|XP_016968743.1|DBIA	LOC117592695|XP_034142550.1|DGUA, LOC117584523|XP_034129364.1|DGUA
OG0000017	LOC108026055|XP_016952238.1|DBIA	LOC117583173|XP_034127261.1|DGUA
OG0000017	LOC108022955|XP_016947661.1|DBIA	LOC117580469|XP_034122942.1|DGUA
OG0000017	LOC108024069|XP_016949327.1|DBIA	LOC117583419|XP_034127607.1|DGUA
OG0000017	LOC108022064|XP_016946398.1|DBIA	LOC117592152|XP_034141609.1|DGUA
OG0000017	LOC108027769|XP_016954820.1|DBIA, LOC108027730|XP_016954771.1|DBIA	LOC117582253|XP_034125754.1|DGUA, LOC117582249|XP_034125751.1|DGUA
OG0000018	LOC108028400|XP_016955704.1|DBIA	LOC117587357|XP_034133889.1|DGUA
OG0000018	LOC108028081|XP_016955212.1|DBIA	LOC117587358|XP_034133890.1|DGUA
OG0000018	LOC108028402|XP_016955706.1|DBIA	LOC117587351|XP_034133882.1|DGUA
OG0000018	LOC108028083|XP_016955214.1|DBIA, LOC108028405|XP_016955709.1|DBIA, LOC108028408|XP_016955713.1|DBIA, LOC108028407|XP_016955711.1|DBIA, LOC108028404|XP_016955708.1|DBIA, LOC108028411|XP_016955717.1|DBIA	LOC117587361|XP_034133894.1|DGUA
OG0000019	LOC108025227|XP_016951062.1|DBIA	LOC117583725|XP_034128132.1|DGUA, LOC117583724|XP_034128131.1|DGUA
OG0000019	LOC108025224|XP_016951060.1|DBIA	LOC117583705|XP_034128081.1|DGUA
OG0000019	LOC108025228|XP_016951063.1|DBIA	LOC117583723|XP_034128130.1|DGUA
OG0000019	LOC108025225|XP_016951061.1|DBIA, LOC108025231|XP_016951067.1|DBIA	LOC117583722|XP_034128122.1|DGUA
OG0000020	LOC108026305|XP_016952678.1|DBIA	LOC117583658|XP_034128012.1|DGUA
OG0000020	LOC108026784|XP_016953432.1|DBIA	LOC117578526|XP_034119977.1|DGUA
OG0000020	LOC108033312|XP_016963077.1|DBIA, LOC108032062|XP_016961369.1|DBIA, LOC108034320|XP_016964679.1|DBIA, LOC108036239|XP_016967737.1|DBIA, LOC108036110|XP_016967573.1|DBIA	LOC117587736|XP_034134545.1|DGUA
OG0000020	LOC108031537|XP_016960562.1|DBIA	LOC117586337|XP_034132223.1|DGUA
OG0000020	LOC108024628|XP_016950157.1|DBIA	LOC117590165|XP_034138451.1|DGUA
OG0000020	LOC108034268|XP_016964616.1|DBIA	LOC117584402|XP_034129156.1|DGUA
OG0000021	LOC108027666|XP_016954700.1|DBIA	LOC117578555|XP_034120019.1|DGUA
OG0000021	LOC108027081|XP_016953819.1|DBIA	LOC117578556|XP_034120020.1|DGUA
OG0000021	LOC108022678|XP_016947238.1|DBIA	LOC117580314|XP_034122704.1|DGUA
OG0000021	LOC108022247|XP_016946595.1|DBIA	LOC117580733|XP_034123298.1|DGUA
OG0000021	LOC108036897|XP_016968766.1|DBIA	LOC117578557|XP_034120021.1|DGUA
OG0000021	LOC108025789|XP_016951907.1|DBIA	LOC117590869|XP_034139782.1|DGUA
OG0000021	LOC108026319|XP_016952697.1|DBIA	LOC117585696|XP_034131203.1|DGUA
OG0000021	LOC108027350|XP_016954258.1|DBIA	LOC117582802|XP_034126721.1|DGUA
OG0000022	LOC108022346|XP_016946698.1|DBIA	LOC117585826|XP_034131453.1|DGUA
OG0000022	LOC108030636|XP_016959139.1|DBIA	LOC117587283|XP_034133760.1|DGUA
OG0000022	LOC108029246|XP_016956933.1|DBIA, LOC108029225|XP_016956911.1|DBIA	LOC117587284|XP_034133762.1|DGUA
OG0000022	LOC108029203|XP_016956872.1|DBIA	LOC117587282|XP_034133759.1|DGUA
OG0000023	LOC108027148|XP_016953858.1|DBIA	LOC117586396|XP_034132318.1|DGUA
OG0000023	LOC108027146|XP_016953855.1|DBIA	LOC117586009|XP_034131729.1|DGUA
OG0000023	LOC108027143|XP_016953853.1|DBIA	LOC117586008|XP_034131728.1|DGUA
OG0000023	LOC108026627|XP_016953132.1|DBIA	LOC117591288|XP_034140381.1|DGUA
OG0000023	LOC108027145|XP_016953854.1|DBIA	LOC117586007|XP_034131727.1|DGUA
OG0000023	LOC108027009|XP_016953696.1|DBIA	LOC117586005|XP_034131725.1|DGUA
OG0000023	LOC108027245|XP_016954086.1|DBIA	LOC117586006|XP_034131726.1|DGUA
OG0000023	LOC108027357|XP_016954268.1|DBIA	LOC117586004|XP_034131723.1|DGUA
OG0000023	LOC108027244|XP_016954083.1|DBIA	LOC117586277|XP_034132120.1|DGUA
OG0000024	LOC108022668|XP_016947226.1|DBIA	LOC117580035|XP_034122157.1|DGUA
OG0000024	LOC108022666|XP_016947224.1|DBIA	LOC117580026|XP_034122146.1|DGUA
OG0000024	LOC108022667|XP_016947225.1|DBIA	LOC117580040|XP_034122171.1|DGUA
OG0000024	LOC108034270|XP_016964618.1|DBIA	LOC117591149|XP_034140151.1|DGUA
OG0000024	LOC108022158|XP_016946489.1|DBIA	LOC117578502|XP_034119928.1|DGUA
OG0000024	LOC108029512|XP_016957298.1|DBIA	LOC117592048|XP_034141425.1|DGUA
OG0000025	LOC108023228|XP_016947991.1|DBIA	LOC117584685|XP_034129605.1|DGUA, LOC117590412|XP_034138901.1|DGUA
OG0000026	LOC108032654|XP_016962104.1|DBIA	LOC117588644|XP_034135968.1|DGUA
OG0000026	LOC108033571|XP_016963404.1|DBIA	LOC117588100|XP_034135061.1|DGUA
OG0000026	LOC108036455|XP_016968112.1|DBIA	LOC117581101|XP_034123883.1|DGUA
OG0000026	LOC108027284|XP_016954161.1|DBIA	LOC117583741|XP_034128149.1|DGUA, LOC117583141|XP_034127222.1|DGUA, LOC117583140|XP_034127221.1|DGUA, LOC117583745|XP_034128155.1|DGUA, LOC117583744|XP_034128154.1|DGUA, LOC117583743|XP_034128152.1|DGUA, LOC117583742|XP_034128150.1|DGUA
OG0000026	LOC108027046|XP_016953736.1|DBIA	LOC117589578|XP_034137528.1|DGUA
OG0000027	LOC108033374|XP_016963181.1|DBIA	LOC117581694|XP_034124962.1|DGUA
OG0000027	LOC108033303|XP_016963062.1|DBIA	LOC117582236|XP_034125737.1|DGUA
OG0000027	LOC108033359|XP_016963159.1|DBIA	LOC117581693|XP_034124961.1|DGUA
OG0000028	LOC108035881|XP_016967123.1|DBIA	LOC117579887|XP_034121914.1|DGUA
OG0000028	LOC108035021|XP_016965853.1|DBIA	LOC117588956|XP_034136434.1|DGUA
OG0000029	LOC108036183|XP_016967662.1|DBIA, LOC108029337|XP_016957019.1|DBIA, LOC108036041|XP_016967472.1|DBIA	LOC117592282|XP_034141836.1|DGUA
OG0000029	LOC108031286|XP_016960018.1|DBIA	LOC117589682|XP_034137727.1|DGUA
OG0000029	LOC108028180|XP_016955330.1|DBIA	LOC117579424|XP_034121195.1|DGUA
OG0000030	LOC108033534|XP_016963368.1|DBIA	LOC117582242|XP_034125744.1|DGUA
OG0000030	LOC108036692|XP_016968470.1|DBIA	LOC117584551|XP_034129394.1|DGUA
OG0000030	LOC108022382|XP_016946753.1|DBIA	LOC117580408|XP_034122850.1|DGUA
OG0000030	LOC108023610|XP_016948706.1|DBIA	LOC117580802|XP_034123393.1|DGUA
OG0000030	LOC108024286|XP_016949674.1|DBIA	LOC117581439|XP_034124532.1|DGUA
OG0000031	LOC108032680|XP_016962144.1|DBIA, LOC108032585|XP_016961981.1|DBIA	LOC117584126|XP_034128769.1|DGUA
OG0000031	LOC108033357|XP_016963157.1|DBIA, LOC108034241|XP_016964579.1|DBIA	LOC117584798|XP_034129808.1|DGUA
OG0000032	LOC108027359|XP_016954271.1|DBIA	LOC117583029|XP_034127075.1|DGUA
OG0000032	LOC108027164|XP_016953916.1|DBIA	LOC117583030|XP_034127077.1|DGUA
OG0000032	LOC108027231|XP_016954053.1|DBIA, LOC108027230|XP_016954052.1|DBIA	LOC117583031|XP_034127078.1|DGUA
OG0000032	LOC108027028|XP_016953713.1|DBIA	LOC117583028|XP_034127074.1|DGUA
OG0000032	LOC108027228|XP_016954051.1|DBIA, LOC108027267|XP_016954131.1|DBIA, LOC108027001|XP_016953689.1|DBIA, LOC108027268|XP_016954132.1|DBIA	LOC117583032|XP_034127079.1|DGUA, LOC117583027|XP_034127070.1|DGUA, LOC117583026|XP_034127069.1|DGUA
OG0000033	LOC108024481|XP_016949890.1|DBIA, LOC108024462|XP_016949869.1|DBIA, LOC108024301|XP_016949691.1|DBIA	LOC117583114|XP_034127189.1|DGUA
OG0000033	LOC108030100|XP_016958275.1|DBIA	LOC117578485|XP_034119909.1|DGUA
OG0000033	LOC108030098|XP_016958274.1|DBIA	LOC117578484|XP_034119908.1|DGUA
OG0000033	LOC108028439|XP_016955758.1|DBIA, LOC108027435|XP_016954372.1|DBIA, LOC108036209|XP_016967690.1|DBIA, LOC108036211|XP_016967691.1|DBIA, LOC108036212|XP_016967692.1|DBIA	LOC117589901|XP_034138062.1|DGUA
OG0000034	LOC108033817|XP_016963934.1|DBIA, LOC108036384|XP_016967978.1|DBIA, LOC108035246|XP_016966273.1|DBIA	LOC117584525|XP_034129365.1|DGUA
OG0000034	LOC108035237|XP_016966261.1|DBIA	LOC117584539|XP_034129382.1|DGUA
OG0000034	LOC108034999|XP_016965831.1|DBIA	LOC117584364|XP_034129093.1|DGUA
OG0000034	LOC108033284|XP_016963038.1|DBIA, LOC108023439|XP_016948422.1|DBIA, LOC108023578|XP_016948665.1|DBIA, LOC108023415|XP_016948374.1|DBIA	LOC117588069|XP_034135023.1|DGUA, LOC117588071|XP_034135025.1|DGUA
OG0000034	LOC108036755|XP_016968570.1|DBIA	LOC117588068|XP_034135019.1|DGUA
OG0000036	LOC108027411|XP_016954339.1|DBIA	LOC117586375|XP_034132294.1|DGUA
OG0000036	LOC108026449|XP_016952877.1|DBIA	LOC117589622|XP_034137600.1|DGUA
OG0000036	LOC108024985|XP_016950728.1|DBIA	LOC117590096|XP_034138331.1|DGUA
OG0000036	LOC108024657|XP_016950207.1|DBIA	LOC117583751|XP_034128161.1|DGUA
OG0000037	LOC108029865|XP_016957843.1|DBIA	LOC117581190|XP_034124041.1|DGUA
OG0000037	LOC108032009|XP_016961298.1|DBIA, LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA	LOC117589655|XP_034137680.1|DGUA, LOC117589654|XP_034137679.1|DGUA, LOC117589653|XP_034137677.1|DGUA, LOC117589652|XP_034137676.1|DGUA
OG0000038	LOC108030746|XP_016959281.1|DBIA	LOC117579886|XP_034121913.1|DGUA
OG0000038	LOC108030931|XP_016959614.1|DBIA	LOC117579879|XP_034121893.1|DGUA
OG0000039	LOC108027177|XP_016953954.1|DBIA	LOC117586049|XP_034131784.1|DGUA
OG0000039	LOC108025609|XP_016951633.1|DBIA	LOC117590455|XP_034138980.1|DGUA
OG0000039	LOC108025634|XP_016951658.1|DBIA	LOC117590456|XP_034138981.1|DGUA
OG0000039	LOC108025590|XP_016951608.1|DBIA	LOC117588357|XP_034135459.1|DGUA
OG0000040	LOC108025546|XP_016951565.1|DBIA	LOC117586415|XP_034132343.1|DGUA
OG0000040	LOC108024820|XP_016950438.1|DBIA	LOC117585619|XP_034131071.1|DGUA, LOC117585126|XP_034130340.1|DGUA
OG0000040	LOC108024821|XP_016950440.1|DBIA	LOC117585623|XP_034131079.1|DGUA
OG0000040	LOC108025434|XP_016951413.1|DBIA	LOC117585926|XP_034131583.1|DGUA
OG0000040	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA	LOC117586490|XP_034132479.1|DGUA
OG0000040	LOC108025485|XP_016951488.1|DBIA	LOC117585962|XP_034131662.1|DGUA
OG0000040	LOC108023851|XP_016948987.1|DBIA	LOC117583720|XP_034128120.1|DGUA
OG0000041	LOC108026015|XP_016952195.1|DBIA, LOC108026081|XP_016952269.1|DBIA, LOC108026380|XP_016952789.1|DBIA, LOC108026109|XP_016952297.1|DBIA	LOC117585912|XP_034131566.1|DGUA, LOC117585916|XP_034131573.1|DGUA
OG0000041	LOC108026021|XP_016952202.1|DBIA	LOC117585914|XP_034131569.1|DGUA
OG0000042	LOC108029979|XP_016957976.1|DBIA	LOC117592397|XP_034142005.1|DGUA
OG0000042	LOC108029981|XP_016957978.1|DBIA	LOC117592396|XP_034142004.1|DGUA
OG0000042	LOC108029869|XP_016957848.1|DBIA, LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA	LOC117592398|XP_034142007.1|DGUA, LOC117582376|XP_034125933.1|DGUA
OG0000042	LOC108029982|XP_016957980.1|DBIA	LOC117592399|XP_034142008.1|DGUA
OG0000043	LOC108024814|XP_016950428.1|DBIA	LOC117585017|XP_034130149.1|DGUA, LOC117585016|XP_034130147.1|DGUA
OG0000043	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA	LOC117585502|XP_034130891.1|DGUA
OG0000043	LOC108024319|XP_016949710.1|DBIA, LOC108024782|XP_016950387.1|DBIA, LOC108025302|XP_016951186.1|DBIA	LOC117584981|XP_034130079.1|DGUA
OG0000043	LOC108024783|XP_016950388.1|DBIA	LOC117585441|XP_034130807.1|DGUA
OG0000044	LOC108026455|XP_016952884.1|DBIA	LOC117585917|XP_034131574.1|DGUA
OG0000044	LOC108026365|XP_016952771.1|DBIA, LOC108026364|XP_016952769.1|DBIA	LOC117591713|XP_034140924.1|DGUA, LOC117586413|XP_034132340.1|DGUA, LOC117586479|XP_034132465.1|DGUA
OG0000044	LOC108026002|XP_016952181.1|DBIA, LOC108025998|XP_016952177.1|DBIA, LOC108026469|XP_016952901.1|DBIA	LOC117586414|XP_034132341.1|DGUA, LOC117591704|XP_034140916.1|DGUA, LOC117586325|XP_034132207.1|DGUA
OG0000044	LOC108025049|XP_016950795.1|DBIA	LOC117590011|XP_034138189.1|DGUA
OG0000045	LOC108028610|XP_016956020.1|DBIA	LOC117586936|XP_034133192.1|DGUA
OG0000045	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA	LOC117587010|XP_034133310.1|DGUA
OG0000045	LOC108028181|XP_016955331.1|DBIA	LOC117579473|XP_034121255.1|DGUA
OG0000045	LOC108028143|XP_016955289.1|DBIA	LOC117579463|XP_034121242.1|DGUA
OG0000046	LOC108027349|XP_016954257.1|DBIA	LOC117589785|XP_034137874.1|DGUA
OG0000046	LOC108024100|XP_016949365.1|DBIA, LOC108024103|XP_016949370.1|DBIA	LOC117591350|XP_034140469.1|DGUA
OG0000046	LOC108024088|XP_016949352.1|DBIA	LOC117592033|XP_034141382.1|DGUA
OG0000046	LOC108024336|XP_016949726.1|DBIA, LOC108024337|XP_016949728.1|DBIA, LOC108024872|XP_016950506.1|DBIA, LOC108024879|XP_016950512.1|DBIA, LOC108029852|XP_016957830.1|DBIA	LOC117583276|XP_034127392.1|DGUA
OG0000047	LOC108036240|XP_016967738.1|DBIA	LOC117591384|XP_034140523.1|DGUA
OG0000047	LOC108036255|XP_016967753.1|DBIA	LOC117592295|XP_034141855.1|DGUA
OG0000047	LOC108029392|XP_016957110.1|DBIA	LOC117582832|XP_034126782.1|DGUA
OG0000047	LOC108035707|XP_016966919.1|DBIA	LOC117579417|XP_034121187.1|DGUA, LOC117580177|XP_034122427.1|DGUA
OG0000047	LOC108029377|XP_016957093.1|DBIA	LOC117591732|XP_034140939.1|DGUA
OG0000047	LOC108034788|XP_016965261.1|DBIA	LOC117580178|XP_034122428.1|DGUA
OG0000048	LOC108034662|XP_016965090.1|DBIA, LOC108034416|XP_016964788.1|DBIA	LOC117588952|XP_034136425.1|DGUA, LOC117588948|XP_034136419.1|DGUA
OG0000048	LOC108035016|XP_016965849.1|DBIA	LOC117589276|XP_034136957.1|DGUA
OG0000048	LOC108035019|XP_016965851.1|DBIA	LOC117588957|XP_034136435.1|DGUA
OG0000049	LOC108024404|XP_016949805.1|DBIA	LOC117583088|XP_034127157.1|DGUA
